English Word	Emotion	Emotion-Intensity-Score	Vietnamese Word
theft	disgust	0.500	trộm cắp
banish	disgust	0.500	đày ải
mire	disgust	0.500	bãi lầy
flagrant	disgust	0.500	cờ hoa
derision	disgust	0.500	chế nhạo
dirt	disgust	0.500	chất bẩn
screaming	disgust	0.500	la hét
offense	disgust	0.500	xúc phạm
jealousy	disgust	0.500	lòng ghen tị
bribery	disgust	0.500	hối lộ
polemic	disgust	0.500	luận chiến
blight	disgust	0.500	bạc màu
impeach	disgust	0.500	buộc tội
bitterness	disgust	0.500	cay đắng
taboo	disgust	0.500	điều cấm kỵ
duress	disgust	0.500	cương bưc
goblin	disgust	0.500	yêu tinh
shackle	disgust	0.500	cùm
idolatry	disgust	0.500	thờ ngẫu tượng
greed	disgust	0.500	tham lam
impurity	disgust	0.500	tạp chất
tirade	disgust	0.500	tirade
idiot	disgust	0.492	thằng ngốc
boil	disgust	0.492	đun sôi
unconscionable	disgust	0.492	vô lương tâm
disreputable	disgust	0.492	đáng chê trách
robber	disgust	0.492	tên cướp
malign	disgust	0.492	hung tinh
wreck	disgust	0.492	xác tàu
recession	disgust	0.492	suy thoái
gorge	disgust	0.492	hẻm núi
leer	disgust	0.492	cùi
ill	disgust	0.492	tôi sẽ
squirm	disgust	0.492	vặn vẹo
raging	disgust	0.484	hoành hành
servile	disgust	0.484	đặc quyền
mess	disgust	0.484	sự lộn xộn
nappy	disgust	0.484	tã lót
possessed	disgust	0.484	sở hữu
unbearable	disgust	0.484	không thể chịu đựng được
occult	disgust	0.484	huyền bí
contraband	disgust	0.484	hàng lậu
snarl	disgust	0.484	tiếng gầm gừ
mutiny	disgust	0.484	binh biến
mad	disgust	0.484	điên
affliction	disgust	0.484	phiền não
stain	disgust	0.484	vết bẩn
animosity	disgust	0.484	thù hận
contempt	disgust	0.484	khinh thường
tramp	disgust	0.484	lang thang
nepotism	disgust	0.484	chế độ tân gia
disrespectful	disgust	0.484	không tôn trọng
defamation	disgust	0.484	sự phỉ báng
inexcusable	disgust	0.484	không thể bào chữa
aversation	disgust	0.484	sự thù địch
wasteful	disgust	0.484	lãng phí
offender	disgust	0.484	người phạm tội
subjugation	disgust	0.484	sự khuất phục
illegality	disgust	0.477	bất hợp pháp
dismal	disgust	0.477	ảm đạm
criminal	disgust	0.477	tội phạm
unpleasant	disgust	0.477	khó chịu
palsy	disgust	0.477	liệt
antagonistic	disgust	0.477	đối kháng
pathetic	disgust	0.477	đáng thương hại
uncaring	disgust	0.477	không quan tâm
suppression	disgust	0.477	sự đàn áp
immorality	disgust	0.477	vô luân
mockery	disgust	0.477	sự chế nhạo
outrage	disgust	0.469	sự phẫn nộ
mocking	disgust	0.469	chế giễu
wallow	disgust	0.469	chết tiệt
cough	disgust	0.469	ho
arrogant	disgust	0.469	kiêu ngạo
angry	disgust	0.469	tức giận
poverty	disgust	0.469	nghèo nàn
grating	disgust	0.469	ghê tai
livid	disgust	0.469	tức giận
aggravation	disgust	0.469	làm trầm trọng thêm
repellent	disgust	0.469	sự xua đuổi
perspiration	disgust	0.469	mồ hôi trộm
banishment	disgust	0.469	trục xuất
furious	disgust	0.469	giận dữ
shoddy	disgust	0.469	kém chất lượng
banshee	disgust	0.469	banshee
deceive	disgust	0.461	lừa dối
fool	disgust	0.461	lừa gạt
quack	disgust	0.461	lang băm
distorted	disgust	0.461	méo mó
spider	disgust	0.461	con nhện
unjustifiable	disgust	0.461	không chính đáng
deplore	disgust	0.461	sự chán nản
spurious	disgust	0.461	giả mạo
perdition	disgust	0.461	sự diệt vong
muddy	disgust	0.461	bùn lầy
fraudulent	disgust	0.461	lừa đảo
scar	disgust	0.461	vết sẹo
prick	disgust	0.461	đâm
insulting	disgust	0.461	xúc phạm
plunder	disgust	0.461	cướp bóc
recklessness	disgust	0.461	sự liều lĩnh
stigma	disgust	0.453	sự kỳ thị
disparage	disgust	0.453	chê bai
unthinkable	disgust	0.453	không thể tưởng tượng được
disingenuous	disgust	0.453	không cần thiết
bane	disgust	0.453	tai ương
dishonest	disgust	0.453	Không trung thực
aphid	disgust	0.453	rệp
elimination	disgust	0.453	sự loại bỏ
cur	disgust	0.453	hay gây
selfish	disgust	0.453	ích kỷ
eschew	disgust	0.453	trốn tránh
dire	disgust	0.453	tàn khốc
indignation	disgust	0.453	sự phẫn nộ
antipathy	disgust	0.453	phản cảm
alienate	disgust	0.453	xa lánh
mosquito	disgust	0.445	con muỗi
piles	disgust	0.445	cọc
pious	disgust	0.445	ngoan đạo
lie	disgust	0.445	nói dối
opium	disgust	0.445	thuốc phiện
smell	disgust	0.445	đánh hơi
iniquity	disgust	0.445	sự gian ác
caries	disgust	0.445	sâu răng
despair	disgust	0.445	tuyệt vọng
recalcitrant	disgust	0.445	ngoan cố
egotistical	disgust	0.445	tự cao tự đại
wasted	disgust	0.445	lãng phí
vacuous	disgust	0.445	bỏ trống
bankruptcy	disgust	0.445	phá sản
garish	disgust	0.445	sặc sỡ
obnoxious	disgust	0.438	khó ưa
ashamed	disgust	0.438	hổ thẹn
abject	disgust	0.438	Khổ sở
sticky	disgust	0.438	dính
scream	disgust	0.438	la hét
hopelessness	disgust	0.438	vô vọng
homeless	disgust	0.438	Vô gia cư
shun	disgust	0.438	xa lánh
inmate	disgust	0.438	tù nhân
alien	disgust	0.438	người ngoài hành tinh
hog	disgust	0.438	lấy quá phần
aversion	disgust	0.438	ác cảm
abnormal	disgust	0.438	khác thường
cursing	disgust	0.430	chửi rủa
undesirable	disgust	0.430	không mong muốn
denounce	disgust	0.430	tố cáo
witch	disgust	0.430	phù thủy
creature	disgust	0.430	sinh vật
lusty	disgust	0.430	dâm đãng
illegal	disgust	0.430	không hợp lệ
debris	disgust	0.430	mảnh vụn
callous	disgust	0.430	nhẫn tâm
reflux	disgust	0.430	trào ngược
adverse	disgust	0.430	bất lợi
shameless	disgust	0.430	không biết xấu hổ
separatist	disgust	0.430	người ly khai
trickery	disgust	0.430	thủ đoạn
falsity	disgust	0.430	giả dối
pall	disgust	0.430	pall
defiance	disgust	0.430	thách thức
incredulous	disgust	0.430	không tin
curse	disgust	0.430	nguyền rủa
pompous	disgust	0.422	vênh váo
socialist	disgust	0.422	nhà xã hội học
mistrust	disgust	0.422	không tin tưởng
infantile	disgust	0.422	trẻ sơ sinh
wasting	disgust	0.422	lãng phí
hairy	disgust	0.422	nhiều lông
nicotine	disgust	0.422	nicotin
denunciation	disgust	0.422	tố cáo
collapse	disgust	0.422	sụp đổ
untidy	disgust	0.422	không gọn gàng
ferocious	disgust	0.422	hung dữ
ammonia	disgust	0.422	amoniac
carelessness	disgust	0.422	sự bất cẩn
impure	disgust	0.422	không tinh khiết
contentious	disgust	0.422	gây tranh cãi
bum	disgust	0.422	ăn mày
affront	disgust	0.422	đối đầu
offend	disgust	0.422	xúc phạm
tarnish	disgust	0.422	xỉn màu
idiotic	disgust	0.422	ngu ngốc
badness	disgust	0.422	tính xấu
delinquent	disgust	0.422	phạm pháp
swarm	disgust	0.422	họp lại
hypertrophy	disgust	0.422	phì đại
gush	disgust	0.422	phun ra
tasteless	disgust	0.422	vô vị
bovine	disgust	0.422	Nguôn gôc tư bo
slush	disgust	0.422	trầm mặc
litigious	disgust	0.414	kiện tụng
dishonesty	disgust	0.414	không trung thực
vegetative	disgust	0.414	thực vật
unfavorable	disgust	0.414	không thuận lợi
displacency	disgust	0.414	sự tự mãn
illegitimate	disgust	0.414	bất hợp pháp
sour	disgust	0.414	chua
socialism	disgust	0.414	chủ nghĩa xã hội
disobey	disgust	0.414	không tuân theo
drivel	disgust	0.414	nhỏ giọt
vampire	disgust	0.414	ma cà rồng
neglected	disgust	0.414	bị bỏ quên
murky	disgust	0.414	âm u
ignorant	disgust	0.406	dốt
disgruntled	disgust	0.406	bất bình
discontinuity	disgust	0.406	sự gián đoạn
dislike	disgust	0.406	không thích
unlawful	disgust	0.406	trái pháp luật
wrongdoing	disgust	0.406	việc làm sai trái
shoplifting	disgust	0.406	trộm cắp
recidivism	disgust	0.406	tái phạm
outcast	disgust	0.406	bỏ bơ vơ
bogus	disgust	0.406	không có thật
displeasure	disgust	0.406	không hài lòng
repel	disgust	0.406	đẩy lùi
falsify	disgust	0.406	làm giả
ungrateful	disgust	0.406	vô ơn
unkind	disgust	0.406	không ngoan
phony	disgust	0.406	rởm
prosecution	disgust	0.406	truy tố
woe	disgust	0.398	khốn nạn
averse	disgust	0.398	ác cảm
loon	disgust	0.398	loon
worsening	disgust	0.398	xấu đi
paucity	disgust	0.398	sự ngu xuẩn
unnatural	disgust	0.398	không tự nhiên
amphetamines	disgust	0.398	amphetamine
senseless	disgust	0.398	vô tri
rigor	disgust	0.398	sự nghiêm khắc
subvert	disgust	0.398	lật đổ
failure	disgust	0.398	thất bại
lick	disgust	0.398	liếm
unruly	disgust	0.398	ngỗ nghịch
woefully	disgust	0.398	khốn nạn
stingy	disgust	0.398	keo kiệt
crushing	disgust	0.398	thầm yêu
disdain	disgust	0.398	khinh bỉ
insult	disgust	0.393	sự sỉ nhục
averseness	disgust	0.391	sự phản đối
disrelish	disgust	0.391	làm mất lòng tin
punished	disgust	0.391	bị trừng phạt
critter	disgust	0.391	sinh vật
damage	disgust	0.391	chấn thương
scorpion	disgust	0.391	bọ cạp
diatribe	disgust	0.391	đấu khẩu
muff	disgust	0.391	ngu ngốc
farcical	disgust	0.391	kỳ quái
antisocial	disgust	0.391	chống đối xã hội
hardened	disgust	0.391	cứng
punishment	disgust	0.391	sự trừng phạt
bad	disgust	0.391	xấu
expel	disgust	0.391	trục xuất
surly	disgust	0.383	đột ngột
lament	disgust	0.383	than thở
illiterate	disgust	0.383	mù chữ
divorce	disgust	0.383	ly hôn
teeming	disgust	0.383	đầy ắp
plagiarism	disgust	0.383	đạo văn
eviction	disgust	0.383	trục xuất
orc	disgust	0.383	orc
disappoint	disgust	0.383	thất vọng
shabby	disgust	0.383	tồi tàn
presumptuous	disgust	0.383	tự phụ
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	sự bất hòa
guilt	disgust	0.383	tội lỗi
fugitive	disgust	0.383	chạy trốn
irrational	disgust	0.383	không hợp lý
adder	disgust	0.383	người bổ sung
fulsome	disgust	0.383	đầy đủ
sacrifices	disgust	0.383	hy sinh
hypocritical	disgust	0.383	đạo đức giả
shock	disgust	0.375	sốc
alienation	disgust	0.375	xa lánh
scoff	disgust	0.375	chế giễu
plight	disgust	0.375	cảnh ngộ
irritation	disgust	0.375	kích thích
unworthy	disgust	0.375	không xứng đáng
misconduct	disgust	0.375	hành vi sai trái
defective	disgust	0.375	bị lỗi
blame	disgust	0.375	đổ tội
depressing	disgust	0.375	chán nản
dislocated	disgust	0.375	trật khớp
irritating	disgust	0.375	khó chịu
vainly	disgust	0.367	kêu căng
toad	disgust	0.367	con cóc
powerless	disgust	0.367	bất lực
coerce	disgust	0.367	ép buộc
shuddering	disgust	0.367	rùng mình
stripped	disgust	0.367	tước
revoke	disgust	0.367	thu hồi
wimpy	disgust	0.367	mềm yếu
unhealthy	disgust	0.367	không khỏe mạnh
exclusion	disgust	0.367	loại trừ
disillusionment	disgust	0.367	vỡ mộng
blatant	disgust	0.367	trắng trợn
hurtful	disgust	0.367	đau đớn
hoax	disgust	0.367	chơi khăm
wimp	disgust	0.367	làm nũng
cad	disgust	0.367	cad
pitfall	disgust	0.367	cạm bẫy
squelch	disgust	0.367	tiếng kêu thảm thiết
deserted	disgust	0.359	hoang vu
damn	disgust	0.359	chết tiệt
incompatible	disgust	0.359	không tương thích
dispose	disgust	0.359	vứt bỏ
oddity	disgust	0.359	sự kỳ quặc
rebellion	disgust	0.359	nổi loạn
ineptitude	disgust	0.359	thái độ kém cỏi
bug	disgust	0.359	sâu bọ
disobedience	disgust	0.359	không vâng lời
inept	disgust	0.352	say xỉn
litigate	disgust	0.352	kiện tụng
dismissal	disgust	0.352	sa thải
cutting	disgust	0.352	cắt
untoward	disgust	0.352	bỏ qua
displeased	disgust	0.352	không hài lòng
censor	disgust	0.352	người kiểm duyệt
ridiculous	disgust	0.352	lố bịch
compost	disgust	0.352	phân trộn
frustrate	disgust	0.352	bực bội
misbehavior	disgust	0.352	hành vi sai trái
lawyer	disgust	0.352	luật sư
crushed	disgust	0.352	nghiền nát
flesh	disgust	0.352	thịt
uncertain	disgust	0.352	không chắc chắn
obi	disgust	0.352	obi
flinch	disgust	0.352	nao núng
fierce	disgust	0.352	hung dữ
wrongful	disgust	0.352	oan trái
depreciate	disgust	0.344	mất giá
disapprove	disgust	0.344	không tán thành
tearful	disgust	0.344	đẫm nước mắt
grumble	disgust	0.336	càu nhàu
unsettled	disgust	0.336	không ổn định
annoy	disgust	0.336	làm trái ý
exigent	disgust	0.336	cương quyết
heartsick	disgust	0.336	đau lòng
lawsuit	disgust	0.336	kiện cáo
discoloration	disgust	0.336	sự đổi màu
lumpy	disgust	0.336	vón cục
daft	disgust	0.336	hơi điên
blunder	disgust	0.336	phạm lỗi
discontent	disgust	0.336	bất mãn
bickering	disgust	0.336	cãi nhau
thoughtless	disgust	0.336	thiếu suy nghĩ
disliked	disgust	0.336	không thích
disinclination	disgust	0.336	không ưa
distrust	disgust	0.336	không tin tưởng
disallowed	disgust	0.336	không được phép
instability	disgust	0.328	không ổn định
hydrophobia	disgust	0.328	chứng sợ nước
whine	disgust	0.328	rên rỉ
inhibit	disgust	0.328	ức chế
excluded	disgust	0.328	loại trừ
provoking	disgust	0.328	khiêu khích
grievance	disgust	0.328	than phiền
unmanageable	disgust	0.328	không thể quản lý
sly	disgust	0.328	ranh mãnh
exasperation	disgust	0.328	bực tức
cacophony	disgust	0.328	cacophony
unsatisfactory	disgust	0.328	không đạt yêu cầu
disappointed	disgust	0.328	thất vọng
materialist	disgust	0.328	người theo chủ nghĩa duy vật
misleading	disgust	0.321	gây hiểu lầm
mishap	disgust	0.320	làm sai
soot	disgust	0.320	bồ hóng
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	từ chối
annoyance	disgust	0.320	khó chịu
disapproving	disgust	0.320	không tán thành
disservice	disgust	0.320	làm trái ý
reproach	disgust	0.320	sự trách móc
confined	disgust	0.320	hạn chế
unequal	disgust	0.320	không cân bằng
rags	disgust	0.320	giẻ rách
groan	disgust	0.320	than van
soil	disgust	0.312	đất
inappropriate	disgust	0.312	không thích hợp
criticize	disgust	0.312	chỉ trích
disincline	disgust	0.312	không ưa
theism	disgust	0.312	thuyết hữu thần
depreciated	disgust	0.312	mất giá
inconsiderate	disgust	0.312	vô tâm
overpriced	disgust	0.312	đắt đỏ
stomach	disgust	0.312	Dạ dày
burke	disgust	0.312	burke
sneeze	disgust	0.312	hắt hơi
gall	disgust	0.305	mật
bang	disgust	0.305	tiếng nổ
inadmissible	disgust	0.305	không thể chấp nhận được
unfriendly	disgust	0.305	không thân thiện
unaccountable	disgust	0.305	không thể đếm được
disparity	disgust	0.305	khác biệt
latent	disgust	0.305	ngầm
disliking	disgust	0.305	không thích
shack	disgust	0.305	lán
grumpy	disgust	0.305	gắt gỏng
coop	disgust	0.304	chuồng trại
disappointment	disgust	0.297	thất vọng
scold	disgust	0.297	mắng mỏ
delay	disgust	0.297	sự chậm trễ
congress	disgust	0.297	Hội nghị
growling	disgust	0.297	gầm gừ
backwards	disgust	0.297	ngược
soreness	disgust	0.297	đau nhức
disregarded	disgust	0.297	coi thường
rogue	disgust	0.297	giả mạo
lonely	disgust	0.297	cô đơn
notoriety	disgust	0.289	tai tiếng
catechism	disgust	0.289	giáo lý
flop	disgust	0.289	rơi phịch xuống
infamous	disgust	0.289	khét tiếng
janitor	disgust	0.289	người gác cổng
nettle	disgust	0.289	cây tầm ma
saturated	disgust	0.281	bão hòa
prohibited	disgust	0.281	Cấm
gaby	disgust	0.281	gaby
wince	disgust	0.281	nhăn
desist	disgust	0.281	desist
unfair	disgust	0.281	không công bằng
aftermath	disgust	0.281	hậu quả
remiss	disgust	0.281	loại bỏ
tribunal	disgust	0.273	tòa án
discolored	disgust	0.273	bạc màu
wrangling	disgust	0.273	quấn lấy nhau
uneasy	disgust	0.273	khó chịu
huff	disgust	0.273	huỵch toẹt
weird	disgust	0.266	kỳ dị
impolite	disgust	0.266	vô lễ
swig	disgust	0.266	swig
crawl	disgust	0.266	bò
unsatisfied	disgust	0.266	không hài lòng
inefficiency	disgust	0.266	không hiệu quả
frantic	disgust	0.266	điên cuồng
bureaucrat	disgust	0.266	quan chức
politic	disgust	0.266	chính trị gia
coldness	disgust	0.266	sự lạnh lùng
gruff	disgust	0.258	cộc cằn
octopus	disgust	0.258	bạch tuộc
chagrin	disgust	0.258	buồn rầu
barrow	disgust	0.258	xà lan
copycat	disgust	0.258	bắt chước
incase	disgust	0.258	trong trường hợp
rascal	disgust	0.258	thô kệch
sarcasm	disgust	0.258	mỉa mai
instinctive	disgust	0.258	thuộc về bản năng
misconception	disgust	0.250	quan niệm sai lầm
disinclined	disgust	0.250	không thích
john	disgust	0.250	John
hulk	disgust	0.250	hulk
baboon	disgust	0.250	khỉ đầu chó
shanghai	disgust	0.250	thượng hải
cupping	disgust	0.250	giác hơi
lose	disgust	0.250	mất
rook	disgust	0.242	rook
entangled	disgust	0.242	vướng víu
gratuitous	disgust	0.242	cho không
scrub	disgust	0.242	cọ rửa
opponent	disgust	0.242	phản đối
tariff	disgust	0.242	thuế quan
questionable	disgust	0.234	nghi vấn
prolong	disgust	0.234	kéo dài
reluctance	disgust	0.234	sự miễn cưỡng
lagging	disgust	0.234	tụt hậu
misstatement	disgust	0.234	sự sai sót
resign	disgust	0.234	từ chức
unlucky	disgust	0.234	không may
backwardness	disgust	0.234	lạc hậu
ineffectual	disgust	0.227	không hiệu quả
disqualified	disgust	0.227	bị loại
subsidy	disgust	0.227	trợ cấp
reversal	disgust	0.227	đảo ngược
default	disgust	0.227	mặc định
fussy	disgust	0.227	kiểu cách
unpopular	disgust	0.227	không phổ biến
petroleum	disgust	0.219	xăng dầu
intense	disgust	0.219	mãnh liệt
evade	disgust	0.219	trốn tránh
frowning	disgust	0.219	cau mày
weight	disgust	0.219	trọng lượng
dame	disgust	0.219	sát thương
donkey	disgust	0.211	con lừa
actionable	disgust	0.211	có thể hành động
tawny	disgust	0.211	có màu nâu
unhappy	disgust	0.211	không vui
dandy	disgust	0.203	bảnh bao
birch	disgust	0.203	bạch dương
speck	disgust	0.203	lấm tấm
hood	disgust	0.203	mui xe
owing	disgust	0.203	nợ
desert	disgust	0.203	sa mạc
indifference	disgust	0.203	thờ ơ
awkwardness	disgust	0.203	sự khó xử
rave	disgust	0.203	say sưa
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	bất tiện
howl	disgust	0.195	hú
dabbling	disgust	0.195	vọc
morals	disgust	0.195	luân lý
misguided	disgust	0.195	lầm lạc
airs	disgust	0.195	phát sóng
