English Word	Emotion	Emotion-Intensity-Score	Basque Word
guilt	disgust	0.383	errua
fugitive	disgust	0.383	Iheslari
irrational	disgust	0.383	irrazionala
adder	disgust	0.383	batutzailea
fulsome	disgust	0.383	betegarria
sacrifices	disgust	0.383	sakrifizioak
hypocritical	disgust	0.383	hipokrita
shock	disgust	0.375	shock
alienation	disgust	0.375	alienazioa
scoff	disgust	0.375	iseka
plight	disgust	0.375	egoera
irritation	disgust	0.375	narritadura
unworthy	disgust	0.375	merezigabea
misconduct	disgust	0.375	jokabide okerra
defective	disgust	0.375	akastuna
blame	disgust	0.375	errua
depressing	disgust	0.375	etsigarria
dislocated	disgust	0.375	dislokatu
irritating	disgust	0.375	sumingarria
vainly	disgust	0.367	alferrik
toad	disgust	0.367	apoa
powerless	disgust	0.367	indarrik gabe
coerce	disgust	0.367	behartu
shuddering	disgust	0.367	dardarka
stripped	disgust	0.367	biluztu
revoke	disgust	0.367	indargabetu
wimpy	disgust	0.367	maltzurra
unhealthy	disgust	0.367	osasungaitza
exclusion	disgust	0.367	bazterketa
disillusionment	disgust	0.367	desilusioa
blatant	disgust	0.367	ikaragarria
hurtful	disgust	0.367	mingarria
hoax	disgust	0.367	iruzurra
wimp	disgust	0.367	makurtu
cad	disgust	0.367	cad
pitfall	disgust	0.367	tranpa
squelch	disgust	0.367	kikildu
deserted	disgust	0.359	desertu
damn	disgust	0.359	madarikatua
incompatible	disgust	0.359	bateraezina
dispose	disgust	0.359	bota
oddity	disgust	0.359	bitxikeria
rebellion	disgust	0.359	matxinada
ineptitude	disgust	0.359	ezintasuna
bug	disgust	0.359	akatsa
disobedience	disgust	0.359	desobedientzia
inept	disgust	0.352	inepto
litigate	disgust	0.352	auzitan jarri
dismissal	disgust	0.352	kaleratzea
cutting	disgust	0.352	ebaketa
untoward	disgust	0.352	gaiztoa
displeased	disgust	0.352	atsekabetuta
censor	disgust	0.352	zentsura
ridiculous	disgust	0.352	barregarria
compost	disgust	0.352	konposta
frustrate	disgust	0.352	zapuztu
misbehavior	disgust	0.352	portaera okerra
lawyer	disgust	0.352	abokatu
crushed	disgust	0.352	birrinduta
flesh	disgust	0.352	haragia
uncertain	disgust	0.352	ziurgabe
obi	disgust	0.352	obi
flinch	disgust	0.352	kikildu
fierce	disgust	0.352	gogorra
wrongful	disgust	0.352	okerra
depreciate	disgust	0.344	amortizatu
disapprove	disgust	0.344	gaitzetsi
tearful	disgust	0.344	malkotsu
grumble	disgust	0.336	marmar
unsettled	disgust	0.336	finkatu gabe
annoy	disgust	0.336	gogaitu
exigent	disgust	0.336	exijente
heartsick	disgust	0.336	bihotzekoak
lawsuit	disgust	0.336	auzia
discoloration	disgust	0.336	koloregabetzea
lumpy	disgust	0.336	pikortsu
daft	disgust	0.336	tontoa
blunder	disgust	0.336	trakets
discontent	disgust	0.336	atsekabea
bickering	disgust	0.336	liskarra
thoughtless	disgust	0.336	pentsatu gabe
disliked	disgust	0.336	ez gustatu
disinclination	disgust	0.336	inklinazioa
distrust	disgust	0.336	mesfidantza
disallowed	disgust	0.336	baimendu gabe
instability	disgust	0.328	ezegonkortasuna
hydrophobia	disgust	0.328	hidrofobia
whine	disgust	0.328	irrintzi
inhibit	disgust	0.328	inhibitu
excluded	disgust	0.328	baztertuta
provoking	disgust	0.328	probokatuz
grievance	disgust	0.328	kexa
unmanageable	disgust	0.328	kudeaezina
sly	disgust	0.328	maltzurra
exasperation	disgust	0.328	larritasuna
cacophony	disgust	0.328	kakofonia
unsatisfactory	disgust	0.328	asegabea
disappointed	disgust	0.328	etsita
materialist	disgust	0.328	materialista
misleading	disgust	0.321	engainagarria
mishap	disgust	0.320	ezbeharra
soot	disgust	0.320	kedar
humbug	disgust	0.320	izurria
disclaim	disgust	0.320	uko egin
annoyance	disgust	0.320	gogaikarria
disapproving	disgust	0.320	gaitzesten
disservice	disgust	0.320	desegokia
reproach	disgust	0.320	errieta
confined	disgust	0.320	mugatuta
unequal	disgust	0.320	desorekatua
rags	disgust	0.320	trapuak
groan	disgust	0.320	intziri
soil	disgust	0.312	lurzorua
inappropriate	disgust	0.312	desegokia
criticize	disgust	0.312	kritikatu
disincline	disgust	0.312	deklinatu
theism	disgust	0.312	teismoa
depreciated	disgust	0.312	amortizatu
inconsiderate	disgust	0.312	kontuan hartu gabe
overpriced	disgust	0.312	garestiegi
stomach	disgust	0.312	urdaila
burke	disgust	0.312	burke
sneeze	disgust	0.312	doministiku egin
gall	disgust	0.305	erkametza
bang	disgust	0.305	kolpea
inadmissible	disgust	0.305	onartezina
unfriendly	disgust	0.305	lagungaitza
unaccountable	disgust	0.305	konturik gabe
disparity	disgust	0.305	desberdintasuna
latent	disgust	0.305	ezkutuan
disliking	disgust	0.305	ez gustatu
shack	disgust	0.305	txabola
grumpy	disgust	0.305	maltzurra
coop	disgust	0.304	kooperatiba
disappointment	disgust	0.297	etsipena
scold	disgust	0.297	errieta
delay	disgust	0.297	atzerapena
congress	disgust	0.297	kongresua
growling	disgust	0.297	burrunbaka
backwards	disgust	0.297	atzerantz
soreness	disgust	0.297	mina
disregarded	disgust	0.297	aintzat hartu gabe
rogue	disgust	0.297	pikarra
lonely	disgust	0.297	bakartia
notoriety	disgust	0.289	ospea
catechism	disgust	0.289	katixima
flop	disgust	0.289	flop
infamous	disgust	0.289	gaiztoa
janitor	disgust	0.289	atezain
nettle	disgust	0.289	ortiga
saturated	disgust	0.281	saturatua
prohibited	disgust	0.281	debekatuta
gaby	disgust	0.281	gaby
wince	disgust	0.281	kikildu
desist	disgust	0.281	uko egin
unfair	disgust	0.281	bidegabea
aftermath	disgust	0.281	ondorengoa
remiss	disgust	0.281	nahasia
tribunal	disgust	0.273	auzitegi
discolored	disgust	0.273	koloreztatua
wrangling	disgust	0.273	liskarra
uneasy	disgust	0.273	ezinegona
huff	disgust	0.273	huff
weird	disgust	0.266	arraroa
impolite	disgust	0.266	adeigabea
swig	disgust	0.266	trapua
crawl	disgust	0.266	arakatu
unsatisfied	disgust	0.266	asegabe
inefficiency	disgust	0.266	eraginkortasunik eza
frantic	disgust	0.266	amorratua
bureaucrat	disgust	0.266	burokrata
politic	disgust	0.266	politikoa
coldness	disgust	0.266	hoztasuna
gruff	disgust	0.258	zakarra
octopus	disgust	0.258	olagarroa
chagrin	disgust	0.258	atsekabea
barrow	disgust	0.258	karroza
copycat	disgust	0.258	kopiatzailea
incase	disgust	0.258	kasuan
rascal	disgust	0.258	arrakala
sarcasm	disgust	0.258	sarkasmoa
instinctive	disgust	0.258	senezkoa
misconception	disgust	0.250	uste okerra
disinclined	disgust	0.250	inklinatua
john	disgust	0.250	john
hulk	disgust	0.250	hulk
baboon	disgust	0.250	babuino
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	kopetan
lose	disgust	0.250	galdu
rook	disgust	0.242	dorre
entangled	disgust	0.242	korapilatuta
gratuitous	disgust	0.242	doakoa
scrub	disgust	0.242	sasiak
opponent	disgust	0.242	aurkari
tariff	disgust	0.242	tarifa
questionable	disgust	0.234	zalantzagarria
prolong	disgust	0.234	luzatu
reluctance	disgust	0.234	errezeloa
lagging	disgust	0.234	atzeratuta
misstatement	disgust	0.234	okerra
resign	disgust	0.234	dimititu
unlucky	disgust	0.234	zorte txarra
backwardness	disgust	0.234	atzerapena
ineffectual	disgust	0.227	eragingabea
disqualified	disgust	0.227	deskalifikatu
subsidy	disgust	0.227	diru-laguntza
reversal	disgust	0.227	atzerakada
default	disgust	0.227	lehenetsia
fussy	disgust	0.227	nahasia
unpopular	disgust	0.227	ezezaguna
petroleum	disgust	0.219	petrolioa
intense	disgust	0.219	bizia
evade	disgust	0.219	ihes egin
frowning	disgust	0.219	kopeta zimurtuz
weight	disgust	0.219	pisua
dame	disgust	0.219	dama
donkey	disgust	0.211	astoa
actionable	disgust	0.211	jarduteko modukoa
tawny	disgust	0.211	oroz
unhappy	disgust	0.211	zorigaiztoko
dandy	disgust	0.203	dandy
birch	disgust	0.203	urkia
speck	disgust	0.203	motza
hood	disgust	0.203	txano
owing	disgust	0.203	zor
desert	disgust	0.203	basamortua
indifference	disgust	0.203	axolagabekeria
awkwardness	disgust	0.203	baldarkeria
rave	disgust	0.203	arrapatu
gnome	disgust	0.203	ipotx
inconvenient	disgust	0.203	deserosoa
howl	disgust	0.195	ulua
dabbling	disgust	0.195	ibiltzen
morals	disgust	0.195	morala
misguided	disgust	0.195	desbideratua
airs	disgust	0.195	aireak
gelatin	disgust	0.195	gelatina
fleece	disgust	0.195	polarra
monochrome	disgust	0.195	monokromoa
lush	disgust	0.188	oparoa
celebrity	disgust	0.188	ospetsu
avoid	disgust	0.188	saihestu
gent	disgust	0.188	jauna
stalemate	disgust	0.188	geldialdia
lesser	disgust	0.188	txikiagoak
sunk	disgust	0.180	hondoratu
nose	disgust	0.180	sudurra
laughable	disgust	0.180	barregarri
claimant	disgust	0.180	erreklamatzailea
possession	disgust	0.180	jabetza
larger	disgust	0.164	handiagoak
pregnancy	disgust	0.164	haurdunaldia
thrift	disgust	0.164	apurketa
undoubted	disgust	0.164	dudarik gabe
mouthful	disgust	0.164	ahokada
hoot	disgust	0.164	oihu
sentence	disgust	0.156	perpausa
misplace	disgust	0.156	gaizki leku
clamor	disgust	0.156	zalaparta
parrot	disgust	0.156	loroa
obliging	disgust	0.156	behartsu
nameless	disgust	0.148	izenik gabe
bummer	disgust	0.148	txarto
elf	disgust	0.141	iratxo
feeling	disgust	0.141	sentimendua
excellence	disgust	0.141	bikaintasuna
gray	disgust	0.133	grisa
asymmetry	disgust	0.133	asimetria
turn	disgust	0.133	buelta
clumsy	disgust	0.133	baldarra
stall	disgust	0.133	postua
bran	disgust	0.125	bran
finally	disgust	0.125	azkenik
lord	disgust	0.125	jauna
nurture	disgust	0.117	elikatu
savor	disgust	0.117	dastatu
cove	disgust	0.117	kala
winning	disgust	0.109	irabaziz
lemon	disgust	0.109	limoia
powerful	disgust	0.102	indartsua
glitter	disgust	0.094	distira
interior	disgust	0.086	barrualdea
mind	disgust	0.086	gogoa
interested	disgust	0.078	interesatuta
treat	disgust	0.078	tratatu
abundance	disgust	0.078	ugaritasuna
honest	disgust	0.055	zintzoa
kite	disgust	0.055	kometa
humble	disgust	0.047	apala
tree	disgust	0.039	zuhaitza
torture	fear	0.984	tortura
terrorist	fear	0.972	terrorista
terrorists	fear	0.969	terroristak
horrific	fear	0.969	izugarria
terrorism	fear	0.969	terrorismoa
suicidebombing	fear	0.967	atentatu suizida
kill	fear	0.962	hil
homicidal	fear	0.959	hiltzailea
catastrophe	fear	0.953	hondamendia
annihilate	fear	0.953	deuseztatu
murderer	fear	0.953	hiltzaile
terror	fear	0.953	izua
dying	fear	0.948	hiltzen
war	fear	0.942	gerra
bombing	fear	0.938	bonbardaketa
bomb	fear	0.935	bonba
missiles	fear	0.934	misilak
horror	fear	0.923	izua
brutality	fear	0.922	basakeria
terrorize	fear	0.922	izutu
horrified	fear	0.922	ikaratuta
bloodthirsty	fear	0.922	odolzalea
murderous	fear	0.920	hiltzailea
massacre	fear	0.911	sarraskia
terrifying	fear	0.906	beldurgarria
fatality	fear	0.906	heriotza
horrifying	fear	0.906	ikaragarria
demon	fear	0.906	Deabru
mutilation	fear	0.906	mutilazioa
killing	fear	0.906	hiltzea
holocaust	fear	0.906	holokaustoa
assassinate	fear	0.906	hil
terrified	fear	0.906	ikaratuta
devastation	fear	0.906	hondamendia
murder	fear	0.906	hilketa
horrors	fear	0.906	izugarrikeriak
suicidal	fear	0.898	suizida
assault	fear	0.891	eraso
kidnap	fear	0.891	bahitu
slaughter	fear	0.891	sarraskia
crucifixion	fear	0.891	gurutziltzatzea
doomed	fear	0.888	kondenatua
poisoned	fear	0.886	pozoitua
suicide	fear	0.879	suizidioa
explosion	fear	0.879	leherketa
deadly	fear	0.875	hilgarria
assassin	fear	0.875	hiltzailea
annihilation	fear	0.875	suntsipena
savagery	fear	0.875	basakeria
disaster	fear	0.875	hondamendia
threatening	fear	0.875	mehatxatzen
slaughtering	fear	0.875	sarraskia
disastrous	fear	0.875	negargarria
dismemberment	fear	0.875	zatiketa
suffocation	fear	0.875	itotzea
rape	fear	0.870	bortxaketa
hell	fear	0.860	infernua
homicide	fear	0.859	hilketa
molestation	fear	0.859	molestia
bloodshed	fear	0.859	odol isurketa
barbaric	fear	0.859	barbaroa
explosive	fear	0.859	lehergailua
warfare	fear	0.859	gerra
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	tragedia
anthrax	fear	0.859	antraxa
demonic	fear	0.859	deabruzkoa
executioner	fear	0.859	borrero
dread	fear	0.859	beldurra
guillotine	fear	0.859	gillotina
attacking	fear	0.859	erasotzen
peril	fear	0.859	arrisku
slaughterhouse	fear	0.859	hiltegia
annihilated	fear	0.859	deuseztatu
suffocating	fear	0.858	itogarria
treachery	fear	0.856	traizioa
fright	fear	0.853	sustoa
monster	fear	0.844	munstroa
traumatic	fear	0.844	traumatikoa
abomination	fear	0.844	higuingarria
apocalypse	fear	0.844	apokalipsia
slayer	fear	0.844	hiltzailea
scare	fear	0.844	ikaratu
morgue	fear	0.844	tanatorioa
painful	fear	0.844	mingarria
frightened	fear	0.844	ikaratuta
vengeance	fear	0.844	mendeku
scariest	fear	0.844	beldurgarriena
destroying	fear	0.844	suntsitzen
execution	fear	0.844	exekuzioa
panicked	fear	0.844	izututa
petrified	fear	0.844	petralduta
afraid	fear	0.844	beldur
frightening	fear	0.844	beldurgarria
drown	fear	0.844	ito
bombardment	fear	0.844	bonbardaketa
death	fear	0.843	heriotza
chaos	fear	0.839	kaosa
ghastly	fear	0.836	ikaragarri
evil	fear	0.833	gaiztoa
intruder	fear	0.828	intrusoa
hellish	fear	0.828	infernua
brutal	fear	0.828	basatiak
cancer	fear	0.828	minbizia
devil	fear	0.828	deabrua
grenade	fear	0.828	granada
eradication	fear	0.828	desagerraraztea
frighten	fear	0.828	ikaratu
explode	fear	0.828	lehertu
assassination	fear	0.828	hilketa
fatal	fear	0.828	hilgarria
paralyze	fear	0.828	paralizatu
gunmen	fear	0.828	pistoleroak
violently	fear	0.828	bortizki
nightmare	fear	0.828	amesgaiztoa
doomsday	fear	0.828	azken eguna
doom	fear	0.828	gaitzespena
manslaughter	fear	0.828	hilketa
fear	fear	0.828	beldurra
kidnapped	fear	0.828	bahitua
trauma	fear	0.828	trauma
morbidity	fear	0.820	erikortasuna
crippling	fear	0.817	elbarria
savage	fear	0.814	basatia
shooting	fear	0.812	tiroka
quake	fear	0.812	lurrikara
poisonous	fear	0.812	pozoitsu
damnation	fear	0.812	gaitzespena
violence	fear	0.812	indarkeria
destructive	fear	0.812	suntsitzailea
aggressor	fear	0.812	erasotzailea
suffering	fear	0.812	sufrimendua
violent	fear	0.812	bortitza
frightful	fear	0.812	beldurgarria
crushed	fear	0.812	birrinduta
earthquake	fear	0.812	lurrikara
heartattack	fear	0.812	bihotzekoa
hurricane	fear	0.811	urakan
imprisoned	fear	0.811	espetxeratua
exterminate	fear	0.810	desagerrarazi
fearing	fear	0.808	beldurrez
hemorrhage	fear	0.807	hemorragia
torment	fear	0.806	oinazea
lethal	fear	0.806	hilgarria
venom	fear	0.804	pozoia
claustrophobia	fear	0.803	klaustrofobia
snakes	fear	0.802	sugeak
danger	fear	0.802	arriskua
exorcism	fear	0.800	exorzismoa
obliterated	fear	0.800	ezabatu
robbery	fear	0.800	lapurreta
terrifies	fear	0.798	izutzen du
cyanide	fear	0.797	zianuroa
incurable	fear	0.797	sendaezina
anxietyattack	fear	0.797	antsietate erasoa
mortality	fear	0.797	hilkortasuna
attack	fear	0.797	erasoa
monstrosity	fear	0.797	munstrokeria
extermination	fear	0.797	sarraskia
bombers	fear	0.797	bonbardatzaileak
harmful	fear	0.797	kaltegarria
persecution	fear	0.797	jazarpena
biggestfear	fear	0.797	beldurrik handiena
poison	fear	0.797	pozoia
cruelty	fear	0.797	krudelkeria
hysteria	fear	0.797	histeria
destruction	fear	0.797	suntsipena
dreadfully	fear	0.796	ikaragarri
arson	fear	0.794	piztea
devastate	fear	0.792	suntsitu
tyrant	fear	0.788	tiranoa
warcrimes	fear	0.785	gerra krimenak
perish	fear	0.784	hiltzen
feared	fear	0.782	beldurtu
maniac	fear	0.781	maniakoa
bloody	fear	0.781	odoltsua
freakingout	fear	0.781	flipatzen
warlike	fear	0.781	gerrazalea
rampage	fear	0.781	sarraskia
screaming	fear	0.781	garrasika
lifeless	fear	0.781	bizigabea
enslaved	fear	0.781	esklabo
venomous	fear	0.781	pozoitsua
snake	fear	0.776	sugea
epidemic	fear	0.776	epidemikoa
panicattack	fear	0.774	izu-erasoa
crisis	fear	0.766	krisia
hazardous	fear	0.766	arriskutsuak
fearful	fear	0.766	beldurgarria
dangerously	fear	0.766	arriskutsu
shipwreck	fear	0.766	naufragioa
scary	fear	0.766	beldurgarria
tumor	fear	0.766	tumorea
invader	fear	0.766	inbaditzaile
invade	fear	0.766	inbaditu
die	fear	0.766	hil
detonate	fear	0.766	eztanda egin
violation	fear	0.766	urraketa
reprisal	fear	0.766	errepresalia
criminal	fear	0.766	kriminal
riot	fear	0.766	matxinada
obliterate	fear	0.766	ezabatu
inferno	fear	0.766	infernua
leprosy	fear	0.766	legenarra
jihad	fear	0.766	jihad
ohshit	fear	0.766	ai!
claustrophobic	fear	0.765	klaustrofobikoa
hyperventilating	fear	0.762	hiperaireztatzea
nightmares	fear	0.759	amesgaiztoak
destroyed	fear	0.754	suntsitu
ghostly	fear	0.754	mamutsu
treacherous	fear	0.750	traidore
ptsd	fear	0.750	psd
tragedies	fear	0.750	tragediak
slavery	fear	0.750	esklabotza
cholera	fear	0.750	kolera
anarchist	fear	0.750	anarkista
panic	fear	0.750	ikara
anaconda	fear	0.750	anakonda
hurricanes	fear	0.750	urakanak
wrenching	fear	0.750	zartarazi
tyranny	fear	0.750	tirania
imprisonment	fear	0.750	espetxeratzea
dreadful	fear	0.750	ikaragarria
agony	fear	0.750	agonia
dangerous	fear	0.750	arriskutsua
obliteration	fear	0.750	ezabatu
projectiles	fear	0.750	proiektilak
destroyer	fear	0.750	suntsitzailea
strangle	fear	0.750	itotzea
hazard	fear	0.750	arriskua
riotous	fear	0.750	matxinada
accident	fear	0.750	istripua
mortuary	fear	0.750	tanatorioa
anarchy	fear	0.750	anarkia
fears	fear	0.750	beldurrak
malignancy	fear	0.742	gaiztotasuna
bombard	fear	0.740	bonbardatu
cannibal	fear	0.740	kanibala
abominable	fear	0.738	higuingarria
depraved	fear	0.734	deprabatua
bomber	fear	0.734	bonbardatzailea
crash	fear	0.734	istripua
tornado	fear	0.734	tornadoa
victimized	fear	0.734	biktimizatuta
hyperventilate	fear	0.734	hiperventilatu
melee	fear	0.734	buruz buru
cursed	fear	0.734	madarikatua
mutiny	fear	0.734	matxinada
dictatorship	fear	0.734	diktadura
shoot	fear	0.734	tiro egin
horrible	fear	0.734	izugarria
misery	fear	0.734	miseria
gore	fear	0.734	gore
paralysis	fear	0.734	paralisia
tyrannical	fear	0.734	tiranikoa
missile	fear	0.734	misil
gun	fear	0.734	pistola
devilish	fear	0.734	deabrua
diseased	fear	0.734	gaixorik
shot	fear	0.734	jaurtiketa
mafia	fear	0.734	mafia
beast	fear	0.734	piztia
malignant	fear	0.734	gaiztoa
scared	fear	0.734	beldurtuta
hostage	fear	0.734	bahitu
threaten	fear	0.734	mehatxatu
turmoil	fear	0.733	zalaparta
combat	fear	0.728	borroka
alligator	fear	0.727	aligator
ruin	fear	0.725	hondamena
shooter	fear	0.722	jaurtitzailea
contagious	fear	0.720	kutsakorra
crime	fear	0.719	delitua
scream	fear	0.719	garrasi egin
injured	fear	0.719	zaurituta
desperation	fear	0.719	etsipena
struggle	fear	0.719	borroka
shock	fear	0.719	shock
seizure	fear	0.719	desamortizazioa
lynch	fear	0.719	lintxa
mortification	fear	0.719	mortifikazioa
fight	fear	0.719	borrokatu
harm	fear	0.719	kalte
emergency	fear	0.719	larrialdia
phobia	fear	0.719	fobia
havoc	fear	0.719	hondamendia
devastating	fear	0.719	suntsitzailea
excruciating	fear	0.719	ikaragarria
casualty	fear	0.719	biktima
miscarriage	fear	0.719	abortua
starvation	fear	0.719	gosea
frantically	fear	0.717	amorratuta
carnage	fear	0.717	sarraskia
standoff	fear	0.716	geldialdia
infestation	fear	0.716	infestazioa
soscary	fear	0.712	soscary
panicking	fear	0.708	izua
rupture	fear	0.706	haustura
horrid	fear	0.705	izugarria
frantic	fear	0.705	amorratua
sabotage	fear	0.703	sabotajea
vendetta	fear	0.703	vendetta
arsenic	fear	0.703	artsenikoa
freaked	fear	0.703	ikaratu
burial	fear	0.703	ehorzketa
sos	fear	0.703	sos
cobra	fear	0.703	kobra
dreaded	fear	0.703	beldurgarria
harrowing	fear	0.703	lazgarria
aggressive	fear	0.703	oldarkorra
prey	fear	0.703	harrapakina
gash	fear	0.703	zartadura
hatred	fear	0.703	gorrotoa
schizophrenia	fear	0.703	eskizofrenia
upheaval	fear	0.703	gorabehera
armed	fear	0.703	armatua
collapse	fear	0.703	kolapsatu
deranged	fear	0.703	desorekatua
assailant	fear	0.703	erasotzailea
terminal	fear	0.703	terminala
plague	fear	0.703	izurritea
malevolent	fear	0.703	gaiztoa
psychosis	fear	0.703	psikosia
carcinoma	fear	0.703	kartzinoma
diabolical	fear	0.703	diabolikoa
wrecked	fear	0.703	hondatua
grisly	fear	0.703	ikaragarria
hysterical	fear	0.703	histerikoa
fugitive	fear	0.703	Iheslari
neurotic	fear	0.703	neurotiko
witchcraft	fear	0.703	sorginkeria
avalanche	fear	0.703	elur-jausi
anguish	fear	0.703	larritasuna
cripple	fear	0.703	elbarri
agonizing	fear	0.703	agonizagarria
infectious	fear	0.703	infekziosoak
crocodile	fear	0.700	krokodiloa
forcibly	fear	0.700	bortxaz
abduction	fear	0.700	bahiketa
offender	fear	0.698	delitugilea
mayhem	fear	0.690	kaskarra
hurt	fear	0.688	mindu
shrapnel	fear	0.688	metraila
beastly	fear	0.688	piztia
rabid	fear	0.688	amorratua
guerilla	fear	0.688	gerrillari
ambush	fear	0.688	segada
endanger	fear	0.688	arriskuan jarri
leukemia	fear	0.688	leuzemia
contagion	fear	0.688	kutsadura
anarchism	fear	0.688	anarkismoa
paranoid	fear	0.688	paranoikoa
