English Word	Emotion	Emotion-Intensity-Score	Corsican Word
tawny	disgust	0.211	bruno
unhappy	disgust	0.211	infelice
dandy	disgust	0.203	dandy
birch	disgust	0.203	betula
speck	disgust	0.203	speck
hood	disgust	0.203	cappucciu
owing	disgust	0.203	duvutu
desert	disgust	0.203	desertu
indifference	disgust	0.203	indifferenza
awkwardness	disgust	0.203	l'imbarazza
rave	disgust	0.203	rave
gnome	disgust	0.203	gnomu
inconvenient	disgust	0.203	inconveniente
howl	disgust	0.195	urla
dabbling	disgust	0.195	chjappà
morals	disgust	0.195	morale
misguided	disgust	0.195	sbagliatu
airs	disgust	0.195	aria
gelatin	disgust	0.195	gelatina
fleece	disgust	0.195	lana
monochrome	disgust	0.195	monocromu
lush	disgust	0.188	lussureggiante
celebrity	disgust	0.188	celebrità
avoid	disgust	0.188	evitari
gent	disgust	0.188	gent
stalemate	disgust	0.188	stagnazione
lesser	disgust	0.188	menu
sunk	disgust	0.180	affundatu
nose	disgust	0.180	nasu
laughable	disgust	0.180	ridere
claimant	disgust	0.180	pretendente
possession	disgust	0.180	pusessu
larger	disgust	0.164	più grande
pregnancy	disgust	0.164	gravidenza
thrift	disgust	0.164	risparmiu
undoubted	disgust	0.164	senza dubbitu
mouthful	disgust	0.164	bocca in bocca
hoot	disgust	0.164	ulu
sentence	disgust	0.156	sentenza
misplace	disgust	0.156	misplace
clamor	disgust	0.156	clamore
parrot	disgust	0.156	pappagallo
obliging	disgust	0.156	ubligatoriu
nameless	disgust	0.148	senza nome
bummer	disgust	0.148	disgrazia
elf	disgust	0.141	elfo
feeling	disgust	0.141	sintimentu
excellence	disgust	0.141	eccellenza
gray	disgust	0.133	grisgiu
asymmetry	disgust	0.133	asimmetria
turn	disgust	0.133	volta
clumsy	disgust	0.133	goffa
stall	disgust	0.133	stalla
bran	disgust	0.125	bran
finally	disgust	0.125	infine
lord	disgust	0.125	signore
nurture	disgust	0.117	nutriscia
savor	disgust	0.117	sapori
cove	disgust	0.117	cala
winning	disgust	0.109	vincendu
lemon	disgust	0.109	limone
powerful	disgust	0.102	putenti
glitter	disgust	0.094	scintillio
interior	disgust	0.086	internu
mind	disgust	0.086	mente
interested	disgust	0.078	interessatu
treat	disgust	0.078	tratta
abundance	disgust	0.078	abbundanza
honest	disgust	0.055	onestu
kite	disgust	0.055	kite
humble	disgust	0.047	umili
tree	disgust	0.039	arbre
torture	fear	0.984	tortura
terrorist	fear	0.972	terrorista
terrorists	fear	0.969	terroristi
horrific	fear	0.969	terribili
terrorism	fear	0.969	terrurismu
suicidebombing	fear	0.967	bombarde suicida
kill	fear	0.962	tumbà
homicidal	fear	0.959	omicida
catastrophe	fear	0.953	catastrophe
annihilate	fear	0.953	annichilate
murderer	fear	0.953	assassinu
terror	fear	0.953	terrore
dying	fear	0.948	morendu
war	fear	0.942	guerra
bombing	fear	0.938	bumbardamentu
bomb	fear	0.935	bomba
missiles	fear	0.934	missili
horror	fear	0.923	orrore
brutality	fear	0.922	brutalità
terrorize	fear	0.922	terrorizà
horrified	fear	0.922	spavintatu
bloodthirsty	fear	0.922	assetati di sangue
murderous	fear	0.920	assassinu
massacre	fear	0.911	massacru
terrifying	fear	0.906	terribili
fatality	fear	0.906	fatalità
horrifying	fear	0.906	terribili
demon	fear	0.906	dimòniu
mutilation	fear	0.906	mutilazione
killing	fear	0.906	tumbà
holocaust	fear	0.906	olucaustu
assassinate	fear	0.906	assassinà
terrified	fear	0.906	spavintatu
devastation	fear	0.906	devastazione
murder	fear	0.906	assassiniu
horrors	fear	0.906	orrori
suicidal	fear	0.898	suicida
assault	fear	0.891	assaltu
kidnap	fear	0.891	rapisce
slaughter	fear	0.891	macellazione
crucifixion	fear	0.891	crucifixion
doomed	fear	0.888	cundannatu
poisoned	fear	0.886	avvelenatu
suicide	fear	0.879	suicidiu
explosion	fear	0.879	splusione
deadly	fear	0.875	mortali
assassin	fear	0.875	assassin
annihilation	fear	0.875	annientamentu
savagery	fear	0.875	selvaggia
disaster	fear	0.875	disastru
threatening	fear	0.875	minaccia
slaughtering	fear	0.875	macellazione
disastrous	fear	0.875	disastru
dismemberment	fear	0.875	smembramentu
suffocation	fear	0.875	suffocation
rape	fear	0.870	violenza
hell	fear	0.860	infernu
homicide	fear	0.859	omicidiu
molestation	fear	0.859	molestazione
bloodshed	fear	0.859	spargimentu di sangue
barbaric	fear	0.859	barbaru
explosive	fear	0.859	splusivi
warfare	fear	0.859	guerra
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	tragedia
anthrax	fear	0.859	antrace
demonic	fear	0.859	demoniacu
executioner	fear	0.859	boia
dread	fear	0.859	paura
guillotine	fear	0.859	ghigliottina
attacking	fear	0.859	attaccà
peril	fear	0.859	periculu
slaughterhouse	fear	0.859	macello
annihilated	fear	0.859	annientata
suffocating	fear	0.858	suffocante
treachery	fear	0.856	tradimentu
fright	fear	0.853	spaventu
monster	fear	0.844	mostru
traumatic	fear	0.844	traumaticu
abomination	fear	0.844	abominazione
apocalypse	fear	0.844	apocalisse
slayer	fear	0.844	uccisore
scare	fear	0.844	paura
morgue	fear	0.844	morgue
painful	fear	0.844	doloroso
frightened	fear	0.844	spavintatu
vengeance	fear	0.844	vindetta
scariest	fear	0.844	u più spaventoso
destroying	fear	0.844	distrughjendu
execution	fear	0.844	esicuzzioni
panicked	fear	0.844	in panicu
petrified	fear	0.844	petrificatu
afraid	fear	0.844	a paura
frightening	fear	0.844	spaventosa
drown	fear	0.844	affucà
bombardment	fear	0.844	bumbardamentu
death	fear	0.843	morte
chaos	fear	0.839	caos
ghastly	fear	0.836	terribili
evil	fear	0.833	male
intruder	fear	0.828	intrus
hellish	fear	0.828	infernale
brutal	fear	0.828	brutale
cancer	fear	0.828	cancru
devil	fear	0.828	diavulu
grenade	fear	0.828	granata
eradication	fear	0.828	eradicazione
frighten	fear	0.828	spaventà
explode	fear	0.828	splode
assassination	fear	0.828	assassiniu
fatal	fear	0.828	fatali
paralyze	fear	0.828	paralizà
gunmen	fear	0.828	pistoleri
violently	fear	0.828	viulente
nightmare	fear	0.828	incubu
doomsday	fear	0.828	ghjudiziu
doom	fear	0.828	cundanna
manslaughter	fear	0.828	omicidiu colpu
fear	fear	0.828	paura
kidnapped	fear	0.828	rapitu
trauma	fear	0.828	traumu
morbidity	fear	0.820	morbidità
crippling	fear	0.817	crippling
savage	fear	0.814	salvaticu
shooting	fear	0.812	sparà
quake	fear	0.812	tremu
poisonous	fear	0.812	velenosa
damnation	fear	0.812	dannazione
violence	fear	0.812	viulenza
destructive	fear	0.812	distruttivu
aggressor	fear	0.812	aggressore
suffering	fear	0.812	soffrenu
violent	fear	0.812	viulente
frightful	fear	0.812	spaventosi
crushed	fear	0.812	schiacciatu
earthquake	fear	0.812	terrimotu
heartattack	fear	0.812	attacu di core
hurricane	fear	0.811	uraganu
imprisoned	fear	0.811	incarceratu
exterminate	fear	0.810	sterminà
fearing	fear	0.808	teme
hemorrhage	fear	0.807	emorragia
torment	fear	0.806	turmentu
lethal	fear	0.806	letale
venom	fear	0.804	velenu
claustrophobia	fear	0.803	claustrofobia
snakes	fear	0.802	serpenti
danger	fear	0.802	periculu
exorcism	fear	0.800	esorcismu
obliterated	fear	0.800	sguassatu
robbery	fear	0.800	robba
terrifies	fear	0.798	terrifica
cyanide	fear	0.797	cianuru
incurable	fear	0.797	incurable
anxietyattack	fear	0.797	attaccu d'ansietà
mortality	fear	0.797	mortalità
attack	fear	0.797	attaccu
monstrosity	fear	0.797	mostruosità
extermination	fear	0.797	sterminiu
bombers	fear	0.797	bombardieri
harmful	fear	0.797	dannosu
persecution	fear	0.797	persecuzione
biggestfear	fear	0.797	a più grande paura
poison	fear	0.797	velenu
cruelty	fear	0.797	crudeltà
hysteria	fear	0.797	isteria
destruction	fear	0.797	distruzzione
dreadfully	fear	0.796	terribilmente
arson	fear	0.794	incendiu
devastate	fear	0.792	devastà
tyrant	fear	0.788	tirannu
warcrimes	fear	0.785	crimini di guerra
perish	fear	0.784	perisce
feared	fear	0.782	temutu
maniac	fear	0.781	maniacu
bloody	fear	0.781	sanguinosa
freakingout	fear	0.781	impazzita
warlike	fear	0.781	guerrieru
rampage	fear	0.781	furia
screaming	fear	0.781	gridandu
lifeless	fear	0.781	senza vita
enslaved	fear	0.781	schiavitù
venomous	fear	0.781	velenoso
snake	fear	0.776	serpente
epidemic	fear	0.776	epidemia
panicattack	fear	0.774	panicattack
crisis	fear	0.766	crisa
hazardous	fear	0.766	periculosu
fearful	fear	0.766	paura
dangerously	fear	0.766	periculosamente
shipwreck	fear	0.766	naufragiu
scary	fear	0.766	spaventoso
tumor	fear	0.766	tumore
invader	fear	0.766	invasore
invade	fear	0.766	invadiu
die	fear	0.766	mori
detonate	fear	0.766	detonà
violation	fear	0.766	violazione
reprisal	fear	0.766	ripresali
criminal	fear	0.766	criminali
riot	fear	0.766	rivolta
obliterate	fear	0.766	obliterate
inferno	fear	0.766	infernu
leprosy	fear	0.766	lebbra
jihad	fear	0.766	jihad
ohshit	fear	0.766	oh merda
claustrophobic	fear	0.765	claustrofobicu
hyperventilating	fear	0.762	iperventilazione
nightmares	fear	0.759	incubi
destroyed	fear	0.754	distruttu
ghostly	fear	0.754	fantasma
treacherous	fear	0.750	traditore
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	tragedie
slavery	fear	0.750	schiavitù
cholera	fear	0.750	colera
anarchist	fear	0.750	anarchicu
panic	fear	0.750	panicu
anaconda	fear	0.750	anaconda
hurricanes	fear	0.750	uragani
wrenching	fear	0.750	strappatu
tyranny	fear	0.750	tirannia
imprisonment	fear	0.750	prigiò
dreadful	fear	0.750	terribili
agony	fear	0.750	agonia
dangerous	fear	0.750	periculosu
obliteration	fear	0.750	obliterazione
projectiles	fear	0.750	prughjetti
destroyer	fear	0.750	distruttore
strangle	fear	0.750	strangulà
hazard	fear	0.750	periculu
riotous	fear	0.750	rivuluzione
accident	fear	0.750	accidente
mortuary	fear	0.750	mortuaria
anarchy	fear	0.750	anarchia
fears	fear	0.750	teme
malignancy	fear	0.742	malignità
bombard	fear	0.740	bombarde
cannibal	fear	0.740	cannibale
abominable	fear	0.738	abominable
depraved	fear	0.734	depravatu
bomber	fear	0.734	bombardier
crash	fear	0.734	crash
tornado	fear	0.734	tornatu
victimized	fear	0.734	vittime
hyperventilate	fear	0.734	iperventilate
melee	fear	0.734	melee
cursed	fear	0.734	maledetti
mutiny	fear	0.734	ammutinamentu
dictatorship	fear	0.734	dittatura
shoot	fear	0.734	sparà
horrible	fear	0.734	orribile
misery	fear	0.734	miseria
gore	fear	0.734	gore
paralysis	fear	0.734	paralisi
tyrannical	fear	0.734	tirannicu
missile	fear	0.734	missile
gun	fear	0.734	pistola
devilish	fear	0.734	diavulu
diseased	fear	0.734	malatu
shot	fear	0.734	sparatu
mafia	fear	0.734	mafia
beast	fear	0.734	bestia
malignant	fear	0.734	malignu
scared	fear	0.734	spavintatu
hostage	fear	0.734	ostage
threaten	fear	0.734	minaccia
turmoil	fear	0.733	turbulenza
combat	fear	0.728	cumbattimentu
alligator	fear	0.727	alligator
ruin	fear	0.725	ruina
shooter	fear	0.722	tiratore
contagious	fear	0.720	cuntagiosu
crime	fear	0.719	crimine
scream	fear	0.719	urla
injured	fear	0.719	ferite
desperation	fear	0.719	disperazione
struggle	fear	0.719	lotta
shock	fear	0.719	scossa
seizure	fear	0.719	sequestro
lynch	fear	0.719	lynch
mortification	fear	0.719	mortificazione
fight	fear	0.719	lotta
harm	fear	0.719	dannu
emergency	fear	0.719	emergenza
phobia	fear	0.719	fobia
havoc	fear	0.719	cavu
devastating	fear	0.719	devastanti
excruciating	fear	0.719	straziante
casualty	fear	0.719	vittima
miscarriage	fear	0.719	abortu
starvation	fear	0.719	a fame
frantically	fear	0.717	freneticamente
carnage	fear	0.717	carnage
standoff	fear	0.716	standoff
infestation	fear	0.716	infestazione
soscary	fear	0.712	soscary
panicking	fear	0.708	in panicu
rupture	fear	0.706	ruttura
horrid	fear	0.705	orribile
frantic	fear	0.705	frenetica
sabotage	fear	0.703	sabotage
vendetta	fear	0.703	vendetta
arsenic	fear	0.703	arsenicu
freaked	fear	0.703	freaked
burial	fear	0.703	sepultura
sos	fear	0.703	sos
cobra	fear	0.703	cobra
dreaded	fear	0.703	temutu
harrowing	fear	0.703	straziante
aggressive	fear	0.703	aggressivu
prey	fear	0.703	preda
gash	fear	0.703	sciccareddu
hatred	fear	0.703	odiu
schizophrenia	fear	0.703	schizofrenia
upheaval	fear	0.703	sconvolgimentu
armed	fear	0.703	armata
collapse	fear	0.703	colapsu
deranged	fear	0.703	sbulicatu
assailant	fear	0.703	assaltante
terminal	fear	0.703	terminal
plague	fear	0.703	peste
malevolent	fear	0.703	malevolente
psychosis	fear	0.703	psicosi
carcinoma	fear	0.703	carcinoma
diabolical	fear	0.703	diabolicu
wrecked	fear	0.703	distruttu
grisly	fear	0.703	macabra
hysterical	fear	0.703	isterica
fugitive	fear	0.703	fuggitivu
neurotic	fear	0.703	nevrosi
witchcraft	fear	0.703	stregoneria
avalanche	fear	0.703	valanga
anguish	fear	0.703	angoscia
cripple	fear	0.703	storpi
agonizing	fear	0.703	agonizzante
infectious	fear	0.703	infizziosa
crocodile	fear	0.700	crocodile
forcibly	fear	0.700	per forza
abduction	fear	0.700	rapimentu
offender	fear	0.698	delinquente
mayhem	fear	0.690	caosu
hurt	fear	0.688	feritu
shrapnel	fear	0.688	shrapnel
beastly	fear	0.688	bestiale
rabid	fear	0.688	rabbiosa
guerilla	fear	0.688	guerriglia
ambush	fear	0.688	imboscata
endanger	fear	0.688	mette in periculu
leukemia	fear	0.688	leucemia
contagion	fear	0.688	contagiu
anarchism	fear	0.688	anarchismu
paranoid	fear	0.688	paranoica
cadaver	fear	0.688	cadaveru
agoraphobia	fear	0.688	agorafobia
alarm	fear	0.688	alarme
trepidation	fear	0.688	trepidazione
blast	fear	0.688	scoppiu
gory	fear	0.688	sanguinosa
cyclone	fear	0.688	ciclone
brawl	fear	0.688	rissa
hopeless	fear	0.688	senza speranza
banish	fear	0.688	scacciate
disease	fear	0.688	malatia
hostile	fear	0.688	ostili
oppression	fear	0.688	oppressione
wounding	fear	0.688	ferita
socialanxiety	fear	0.688	l'ansietà suciale
radiation	fear	0.688	radiazzioni
gallows	fear	0.686	forca
coffin	fear	0.684	cercua
madness	fear	0.675	follia
spook	fear	0.673	spaventu
fury	fear	0.672	furia
menace	fear	0.672	minaccia
perishing	fear	0.672	perisce
victim	fear	0.672	vittima
sinister	fear	0.672	sinistru
thug	fear	0.672	thug
carcass	fear	0.672	carcassa
shatter	fear	0.672	scuzzulate
grim	fear	0.672	tristu
felon	fear	0.672	felun
stab	fear	0.672	pugnala
trembling	fear	0.672	tremulu
revolver	fear	0.672	revolver
militants	fear	0.672	militanti
dungeon	fear	0.672	dungeon
outbreak	fear	0.672	epidemia
frankenstorm	fear	0.672	frankenstorm
viper	fear	0.672	vipera
combatant	fear	0.672	combattant
vermin	fear	0.672	vermine
nervouswreck	fear	0.672	nervosu
menacing	fear	0.672	minaccianti
hurting	fear	0.672	ferendu
persecute	fear	0.672	perseguite
fangs	fear	0.672	zanne
militia	fear	0.672	milizia
injury	fear	0.672	ferita
scarier	fear	0.672	più paura
mangle	fear	0.672	mangle
gang	fear	0.672	gang
crushing	fear	0.672	sfracicà
eruption	fear	0.672	eruzzione
soscared	fear	0.672	tantu paura
ghost	fear	0.672	fantasma
awful	fear	0.672	terribili
abhorrent	fear	0.672	abominevole
abuse	fear	0.672	abusu
freakedout	fear	0.672	impauritu
atrocity	fear	0.672	atrocità
tarantula	fear	0.672	tarantula
ferocious	fear	0.667	feroce
battered	fear	0.667	battutu
desolation	fear	0.667	desolazione
pandemic	fear	0.664	pandemia
cutthroat	fear	0.664	tagliuzzatu
volcano	fear	0.663	vulcanu
scares	fear	0.660	paura
cruelly	fear	0.658	crudelmente
smash	fear	0.656	smash
xenophobia	fear	0.656	xenofobia
typhoon	fear	0.656	tifone
spider	fear	0.656	spider
alarming	fear	0.656	allarmante
nefarious	fear	0.656	nefaste
oppressive	fear	0.656	oppressive
treason	fear	0.656	tradimentu
neurosis	fear	0.656	nevrosi
cruel	fear	0.656	crudele
crazed	fear	0.656	pazza
coma	fear	0.656	coma
stroke	fear	0.656	colpu
tumult	fear	0.656	tumultu
fearfully	fear	0.656	a paura
battlefield	fear	0.656	campu di battaglia
emetophobia	fear	0.656	emetofobia
dictator	fear	0.656	dittaturi
armament	fear	0.656	armamentu
blizzard	fear	0.656	blizzard
purgatory	fear	0.656	purgatoriu
lunatic	fear	0.656	lunaticu
bully	fear	0.656	bully
endangered	fear	0.656	in periculu
insane	fear	0.656	pazzi
malicious	fear	0.656	malicious
selfharm	fear	0.656	autolesionismo
despotic	fear	0.656	despoticu
revenge	fear	0.656	vindetta
encroachment	fear	0.656	invasione
shitless	fear	0.656	senza merda
ruthless	fear	0.656	senza pietà
debauchery	fear	0.656	disgrazia
distress	fear	0.656	distress
traitor	fear	0.656	traditore
punishment	fear	0.656	punizioni
radioactive	fear	0.656	radiuattivu
projectile	fear	0.654	projectile
flog	fear	0.653	frusta
bang	fear	0.652	bang
ransom	fear	0.644	riscattu
criminality	fear	0.642	criminalità
rattlesnake	fear	0.641	crotale
quivering	fear	0.641	tremando
perturbation	fear	0.641	perturbazione
tumour	fear	0.641	tumore
conflict	fear	0.641	cunflittu
injurious	fear	0.641	inghjustu
vehement	fear	0.641	vehement
antichrist	fear	0.641	anticristu
isolated	fear	0.641	isolatu
raging	fear	0.641	furiosa
aghast	fear	0.641	spaventatu
banshee	fear	0.641	banshee
cantbreathe	fear	0.641	ùn pò respira
demented	fear	0.641	demente
dastardly	fear	0.641	disgraziatu
abortion	fear	0.641	abortu
deteriorate	fear	0.641	deteriorate
warlock	fear	0.641	stregone
hanging	fear	0.641	impiccatu
wreck	fear	0.641	naufragiu
demise	fear	0.641	morte
perilous	fear	0.641	periculosu
duress	fear	0.641	costrizzioni
dreading	fear	0.641	temendu
raptors	fear	0.641	rapaci
haunt	fear	0.641	ammazzà
punished	fear	0.641	punitu
hideous	fear	0.641	terribili
wildfire	fear	0.641	u focu salvaticu
scoundrel	fear	0.641	canaglia
intimidate	fear	0.641	intimidate
targeted	fear	0.641	destinatu
dementia	fear	0.641	dimenzia
despair	fear	0.641	disperazione
retaliation	fear	0.641	ripresa
bestial	fear	0.639	bestiale
serpent	fear	0.638	serpente
condemnation	fear	0.637	cundanna
fire	fear	0.636	focu
exclusion	fear	0.636	esclusione
armaments	fear	0.636	armamenti
corrosive	fear	0.636	corrosive
nervousness	fear	0.627	nervosità
vengeful	fear	0.625	vindicà
pneumonia	fear	0.625	puntura
mercenary	fear	0.625	mercenari
smuggler	fear	0.625	contrabandista
repression	fear	0.625	ripressione
prison	fear	0.625	prigiò
malice	fear	0.625	malizia
incarceration	fear	0.625	incarcerazione
wicked	fear	0.625	gattivi
disfigured	fear	0.625	sfiguratu
inhuman	fear	0.625	inumanu
vampire	fear	0.625	vampire
sickening	fear	0.625	ammalatu
seize	fear	0.625	piglia
landslide	fear	0.625	frana
incendiary	fear	0.625	incendiaria
thundering	fear	0.625	tronu
ruinous	fear	0.625	ruinoso
spiders	fear	0.625	ragni
madman	fear	0.625	pazzu
pestilence	fear	0.625	peste
stunned	fear	0.625	stunatu
manic	fear	0.625	maniacale
turbulent	fear	0.625	turbulente
combative	fear	0.625	cummattitivu
injure	fear	0.625	ferite
meltdown	fear	0.625	fusione
infection	fear	0.625	infezione
virulence	fear	0.625	virulenza
sarcoma	fear	0.625	sarcoma
revolting	fear	0.625	rivultante
daemon	fear	0.625	demone
hurtful	fear	0.625	feritu
lunacy	fear	0.625	pazzia
enemy	fear	0.625	nemicu
artillery	fear	0.625	artiglieria
wracking	fear	0.625	strappatura
irreparable	fear	0.625	irreparabile
ill	fear	0.621	malatu
barbarian	fear	0.620	barbaru
battled	fear	0.615	battutu
plummet	fear	0.613	piantà
blackmail	fear	0.612	ricattamentu
darkened	fear	0.610	scurita
contaminated	fear	0.610	contaminatu
hangman	fear	0.610	impiccatu
abandonment	fear	0.609	abbandunamentu
alienation	fear	0.609	alienazione
bleeding	fear	0.609	sanguinante
oblivion	fear	0.609	oblicu
interrogation	fear	0.609	interrogazione
sufferer	fear	0.609	malatu
injuring	fear	0.609	ferendu
despotism	fear	0.609	despotismu
conflagration	fear	0.609	conflagrazione
illness	fear	0.609	malatia
disintegrate	fear	0.609	disintegrate
wrath	fear	0.609	ira
merciless	fear	0.609	senza pietà
deplorable	fear	0.609	deplorable
insurmountable	fear	0.609	insurmontable
butcher	fear	0.609	macellaio
beating	fear	0.609	battendu
prosecute	fear	0.609	perseguite
malaria	fear	0.609	malaria
rob	fear	0.609	robba
aggression	fear	0.609	aggressione
