English Word	Emotion	Emotion-Intensity-Score	Luxembourgish Word
withered	disgust	0.531	verschwonnen
blemish	disgust	0.531	flësseg
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	aberration
smuggler	disgust	0.531	Schmuggler
painful	disgust	0.531	deet
condescension	disgust	0.531	condescension
intolerant	disgust	0.531	intolerant
blasphemous	disgust	0.531	blasphemesch
lying	disgust	0.531	leien
hanging	disgust	0.531	hänkt
travesty	disgust	0.531	travestie
ruined	disgust	0.531	ruinéiert
intrusive	disgust	0.531	opdrénglech
disintegrate	disgust	0.531	desintegréieren
destructive	disgust	0.531	destruktiv
neurotic	disgust	0.531	neurotesch
disparaging	disgust	0.523	depriméierend
blighted	disgust	0.523	gebrannt
intolerance	disgust	0.523	Intoleranz
mistress	disgust	0.523	Meeschtesch
avarice	disgust	0.523	géigesäiteg
disgraced	disgust	0.523	geschummt
derogation	disgust	0.523	derogation
rubbish	disgust	0.523	Dreck
accusation	disgust	0.523	Uklo
incarceration	disgust	0.523	Prisongsstrof
tortious	disgust	0.516	tortious
dishonor	disgust	0.516	onéierlech
stink	disgust	0.516	sténkt
grim	disgust	0.516	grim
rob	disgust	0.516	rouben
defraud	disgust	0.516	bedréien
sump	disgust	0.516	sump
cringe	disgust	0.516	kräischen
vulture	disgust	0.516	Geier
deplorable	disgust	0.516	bedauerlech
mite	disgust	0.516	matt
eradication	disgust	0.516	Ausrotten
degrade	disgust	0.516	degradéieren
gutter	disgust	0.516	rennt
convict	disgust	0.516	veruerteelen
remains	disgust	0.516	bleift
betray	disgust	0.516	verréid
daemon	disgust	0.516	Daemon
sham	disgust	0.509	schei
distasteful	disgust	0.508	onsmaklech
prisoner	disgust	0.508	Prisonnéier
dreadfully	disgust	0.508	schrecklech
worthless	disgust	0.508	wäertlos
crude	disgust	0.508	rau
delirium	disgust	0.508	delirium
incurable	disgust	0.508	onheelbar
smelling	disgust	0.508	richen
idiocy	disgust	0.508	idiocy
resentment	disgust	0.508	Ressentiment
bombed	disgust	0.508	bombardéiert
blob	disgust	0.508	blutt
cheat	disgust	0.508	fuddelen
schizophrenia	disgust	0.508	Schizophrenie
rejection	disgust	0.508	Ofleenung
belittle	disgust	0.508	verklengeren
glut	disgust	0.508	glut
disaster	disgust	0.508	Katastroph
distress	disgust	0.508	Nout
pest	disgust	0.508	pest
endemic	disgust	0.508	endemesch
theft	disgust	0.500	Déifstall
banish	disgust	0.500	verbannen
mire	disgust	0.500	mir
flagrant	disgust	0.500	flagrant
derision	disgust	0.500	derisioun
dirt	disgust	0.500	Dreck
screaming	disgust	0.500	kräischen
offense	disgust	0.500	beleidegt
jealousy	disgust	0.500	Jalousie
bribery	disgust	0.500	Bestiechung
polemic	disgust	0.500	polemik
blight	disgust	0.500	bléist
impeach	disgust	0.500	impeachéieren
bitterness	disgust	0.500	Batterkeet
taboo	disgust	0.500	tabu
duress	disgust	0.500	zwéngen
goblin	disgust	0.500	goblin
shackle	disgust	0.500	schackel
idolatry	disgust	0.500	idolatry
greed	disgust	0.500	Gier
impurity	disgust	0.500	Gëftegkeet
tirade	disgust	0.500	tirade
idiot	disgust	0.492	idiot
boil	disgust	0.492	kachen
unconscionable	disgust	0.492	onbewosst
disreputable	disgust	0.492	unreputable
robber	disgust	0.492	Raiber
malign	disgust	0.492	béiswëlleg
wreck	disgust	0.492	wrack
recession	disgust	0.492	Räzess
gorge	disgust	0.492	Klamm
leer	disgust	0.492	leier
ill	disgust	0.492	krank
squirm	disgust	0.492	schwetzen
raging	disgust	0.484	rëselen
servile	disgust	0.484	servile
mess	disgust	0.484	mess
nappy	disgust	0.484	wuel
possessed	disgust	0.484	besat
unbearable	disgust	0.484	onhaltbar
occult	disgust	0.484	okkult
contraband	disgust	0.484	contraband
snarl	disgust	0.484	scharf
mutiny	disgust	0.484	Mutin
mad	disgust	0.484	verréckt
affliction	disgust	0.484	Leed
stain	disgust	0.484	fleck
animosity	disgust	0.484	Feindlechkeet
contempt	disgust	0.484	Veruechtung
tramp	disgust	0.484	tramp
nepotism	disgust	0.484	Nepotismus
disrespectful	disgust	0.484	respektlos
defamation	disgust	0.484	Diffamatioun
inexcusable	disgust	0.484	inexcusable
aversation	disgust	0.484	Averation
wasteful	disgust	0.484	verschwenden
offender	disgust	0.484	Täter
subjugation	disgust	0.484	Ënneruerdnung
illegality	disgust	0.477	illegality
dismal	disgust	0.477	déif
criminal	disgust	0.477	kriminellen
unpleasant	disgust	0.477	désagréabel
palsy	disgust	0.477	Lähmung
antagonistic	disgust	0.477	antagonistesch
pathetic	disgust	0.477	patetesch
uncaring	disgust	0.477	onsécher
suppression	disgust	0.477	Ënnerdréckung
immorality	disgust	0.477	Onmoralitéit
mockery	disgust	0.477	Spott
outrage	disgust	0.469	Verontreiung
mocking	disgust	0.469	spottend
wallow	disgust	0.469	wackelen
cough	disgust	0.469	Houscht
arrogant	disgust	0.469	arrogant
angry	disgust	0.469	rosen
poverty	disgust	0.469	Aarmut
grating	disgust	0.469	grating
livid	disgust	0.469	lieweg
aggravation	disgust	0.469	Verschlechterung
repellent	disgust	0.469	repellent
perspiration	disgust	0.469	Schweess
banishment	disgust	0.469	Verbannung
furious	disgust	0.469	furious
shoddy	disgust	0.469	schaarf
banshee	disgust	0.469	banshee
deceive	disgust	0.461	täuschen
fool	disgust	0.461	Narr
quack	disgust	0.461	kack
distorted	disgust	0.461	verzerrt
spider	disgust	0.461	Spann
unjustifiable	disgust	0.461	ongerechtfäerdegt
deplore	disgust	0.461	bedaueren
spurious	disgust	0.461	falsch
perdition	disgust	0.461	Perdition
muddy	disgust	0.461	blödeg
fraudulent	disgust	0.461	betrügeresch
scar	disgust	0.461	Narben
prick	disgust	0.461	prick
insulting	disgust	0.461	beleidegend
plunder	disgust	0.461	plunderen
recklessness	disgust	0.461	Recklosegkeet
stigma	disgust	0.453	Stigma
disparage	disgust	0.453	vernoléissegen
unthinkable	disgust	0.453	ondenkbar
disingenuous	disgust	0.453	onschëlleg
bane	disgust	0.453	bane
dishonest	disgust	0.453	onéierlech
aphid	disgust	0.453	Blatlais
elimination	disgust	0.453	Eliminatioun
cur	disgust	0.453	cur
selfish	disgust	0.453	egoistesch
eschew	disgust	0.453	eschw
dire	disgust	0.453	dire
indignation	disgust	0.453	Indignatioun
antipathy	disgust	0.453	antipathy
alienate	disgust	0.453	alienéieren
mosquito	disgust	0.445	Moustique
piles	disgust	0.445	Koup
pious	disgust	0.445	fromm
lie	disgust	0.445	leien
opium	disgust	0.445	opium
smell	disgust	0.445	richen
iniquity	disgust	0.445	Ongerechtegkeet
caries	disgust	0.445	karies
despair	disgust	0.445	verzweifelt
recalcitrant	disgust	0.445	recalcitrant
egotistical	disgust	0.445	egoistesch
wasted	disgust	0.445	verschwenden
vacuous	disgust	0.445	vacuous
bankruptcy	disgust	0.445	Faillite
garish	disgust	0.445	schaarf
obnoxious	disgust	0.438	onheemlech
ashamed	disgust	0.438	geschummt
abject	disgust	0.438	abjekt
sticky	disgust	0.438	pëscheg
scream	disgust	0.438	kräischen
hopelessness	disgust	0.438	Hoffnungslosegkeet
homeless	disgust	0.438	heemlos
shun	disgust	0.438	verschwannen
inmate	disgust	0.438	inmate
alien	disgust	0.438	auslännesch
hog	disgust	0.438	Schwäin
aversion	disgust	0.438	Aversioun
abnormal	disgust	0.438	anormal
cursing	disgust	0.430	verflucht
undesirable	disgust	0.430	onerwënscht
denounce	disgust	0.430	veruerteelen
witch	disgust	0.430	Hex
creature	disgust	0.430	Kreatur
lusty	disgust	0.430	lustig
illegal	disgust	0.430	illegal
debris	disgust	0.430	Schutt
callous	disgust	0.430	rufflech
reflux	disgust	0.430	reflux
adverse	disgust	0.430	negativ
shameless	disgust	0.430	schamlos
separatist	disgust	0.430	separatist
trickery	disgust	0.430	trickery
falsity	disgust	0.430	Falschheet
pall	disgust	0.430	pall
defiance	disgust	0.430	Trotz
incredulous	disgust	0.430	onglécklech
curse	disgust	0.430	verflucht
pompous	disgust	0.422	pompös
socialist	disgust	0.422	sozialistesch
mistrust	disgust	0.422	Mësstrauen
infantile	disgust	0.422	infantil
wasting	disgust	0.422	verschwenden
hairy	disgust	0.422	haart
nicotine	disgust	0.422	nikotin
denunciation	disgust	0.422	Dénonciatioun
collapse	disgust	0.422	Zesummebroch
untidy	disgust	0.422	ongerecht
ferocious	disgust	0.422	ferocious
ammonia	disgust	0.422	ammoniak
carelessness	disgust	0.422	Suerglosegkeet
impure	disgust	0.422	onrein
contentious	disgust	0.422	ëmstridden
bum	disgust	0.422	bum
affront	disgust	0.422	Affront
offend	disgust	0.422	beleidegen
tarnish	disgust	0.422	verschwannen
idiotic	disgust	0.422	idiotesch
badness	disgust	0.422	Schlechtheet
delinquent	disgust	0.422	delinquent
swarm	disgust	0.422	schwarm
hypertrophy	disgust	0.422	Hypertrophie
gush	disgust	0.422	guff
tasteless	disgust	0.422	geschmaachtlos
bovine	disgust	0.422	Rëndfleesch
slush	disgust	0.422	schlemm
litigious	disgust	0.414	litigious
dishonesty	disgust	0.414	Onéierlechkeet
vegetative	disgust	0.414	vegetativ
unfavorable	disgust	0.414	unfavorable
displacency	disgust	0.414	Verdrängung
illegitimate	disgust	0.414	illegitim
sour	disgust	0.414	Sauer
socialism	disgust	0.414	Sozialismus
disobey	disgust	0.414	net gefollegt
drivel	disgust	0.414	dreift
vampire	disgust	0.414	vampire
neglected	disgust	0.414	vernoléissegt
murky	disgust	0.414	düster
ignorant	disgust	0.406	ignorant
disgruntled	disgust	0.406	onzefridden
discontinuity	disgust	0.406	Diskontinuitéit
dislike	disgust	0.406	net gär
unlawful	disgust	0.406	illegal
wrongdoing	disgust	0.406	falsch maachen
shoplifting	disgust	0.406	Butteklifting
recidivism	disgust	0.406	recidive
outcast	disgust	0.406	ausgestreckt
bogus	disgust	0.406	falsch
displeasure	disgust	0.406	Onzefriddenheet
repel	disgust	0.406	widderstoen
falsify	disgust	0.406	falséieren
ungrateful	disgust	0.406	ondankbar
unkind	disgust	0.406	onfrëndlech
phony	disgust	0.406	phony
prosecution	disgust	0.406	Uklo
woe	disgust	0.398	woar
averse	disgust	0.398	averstanen
loon	disgust	0.398	loun
worsening	disgust	0.398	verschlechtert
paucity	disgust	0.398	Mangel un
unnatural	disgust	0.398	onnatierlech
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	sënnlos
rigor	disgust	0.398	streng
subvert	disgust	0.398	subvert
failure	disgust	0.398	Echec
lick	disgust	0.398	lecken
unruly	disgust	0.398	onroueg
woefully	disgust	0.398	wuel
stingy	disgust	0.398	schaarf
crushing	disgust	0.398	kräischen
disdain	disgust	0.398	Veruechtung
insult	disgust	0.393	beleidegt
averseness	disgust	0.391	Aversitéit
disrelish	disgust	0.391	entschëllegen
punished	disgust	0.391	bestrooft
critter	disgust	0.391	critter
damage	disgust	0.391	Schued
scorpion	disgust	0.391	scorpion
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	moof
farcical	disgust	0.391	farceesch
antisocial	disgust	0.391	antisozial
hardened	disgust	0.391	gehärt
punishment	disgust	0.391	Strof
bad	disgust	0.391	schlecht
expel	disgust	0.391	verdreiwen
surly	disgust	0.383	schaarf
lament	disgust	0.383	lament
illiterate	disgust	0.383	analfabet
divorce	disgust	0.383	Scheedung
teeming	disgust	0.383	jäizen
plagiarism	disgust	0.383	plagiat
eviction	disgust	0.383	Auswee
orc	disgust	0.383	orc
disappoint	disgust	0.383	enttäuschen
shabby	disgust	0.383	schaarf
presumptuous	disgust	0.383	viraussiichtlech
anaconda	disgust	0.383	anakonda
discord	disgust	0.383	diskord
guilt	disgust	0.383	Schold
fugitive	disgust	0.383	flüchteg
irrational	disgust	0.383	irrational
adder	disgust	0.383	adder
fulsome	disgust	0.383	voller
sacrifices	disgust	0.383	Affer
hypocritical	disgust	0.383	hypokritesch
shock	disgust	0.375	Schock
alienation	disgust	0.375	Auslännerung
scoff	disgust	0.375	schlofen
plight	disgust	0.375	liicht
irritation	disgust	0.375	Reizung
unworthy	disgust	0.375	onwürdeg
misconduct	disgust	0.375	Mëssbrauch
defective	disgust	0.375	defekt
blame	disgust	0.375	Schold
depressing	disgust	0.375	depriméierend
dislocated	disgust	0.375	dislocéiert
irritating	disgust	0.375	irritéierend
vainly	disgust	0.367	ëmsoss
toad	disgust	0.367	Mouk
powerless	disgust	0.367	mächteg
coerce	disgust	0.367	zwéngen
shuddering	disgust	0.367	zidderen
stripped	disgust	0.367	ofgerappt
revoke	disgust	0.367	zréckzéien
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	ongesond
exclusion	disgust	0.367	Ausgrenzung
disillusionment	disgust	0.367	Desillusioun
blatant	disgust	0.367	blatant
hurtful	disgust	0.367	verletzend
hoax	disgust	0.367	Geck
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	Fal
squelch	disgust	0.367	squelch
deserted	disgust	0.359	desertéiert
damn	disgust	0.359	verdammt
incompatible	disgust	0.359	inkompatibel
dispose	disgust	0.359	entsuergen
oddity	disgust	0.359	komesch
rebellion	disgust	0.359	Rebellioun
ineptitude	disgust	0.359	ineptitude
bug	disgust	0.359	Käfer
disobedience	disgust	0.359	Ongehorsamkeet
inept	disgust	0.352	onfäheg
litigate	disgust	0.352	litigéieren
dismissal	disgust	0.352	Entloossung
cutting	disgust	0.352	schneiden
untoward	disgust	0.352	ongewollt
displeased	disgust	0.352	onzefridden
censor	disgust	0.352	Zensur
ridiculous	disgust	0.352	lächerlech
compost	disgust	0.352	Kompost
frustrate	disgust	0.352	frustréieren
misbehavior	disgust	0.352	falsch Verhalen
lawyer	disgust	0.352	Affekot
crushed	disgust	0.352	zerquetscht
flesh	disgust	0.352	Fleesch
uncertain	disgust	0.352	onsécher
obi	disgust	0.352	obi
flinch	disgust	0.352	flécken
fierce	disgust	0.352	heftig
wrongful	disgust	0.352	falsch
depreciate	disgust	0.344	ofschätzen
disapprove	disgust	0.344	ofzestëmmen
tearful	disgust	0.344	traureg
grumble	disgust	0.336	grommelen
unsettled	disgust	0.336	onbestänneg
annoy	disgust	0.336	nerven
exigent	disgust	0.336	ustrengend
heartsick	disgust	0.336	Häerzkrank
lawsuit	disgust	0.336	Prozess
discoloration	disgust	0.336	Verfärbung
lumpy	disgust	0.336	lumpy
daft	disgust	0.336	daft
blunder	disgust	0.336	Feeler
discontent	disgust	0.336	Onzefriddenheet
bickering	disgust	0.336	kierzen
thoughtless	disgust	0.336	ouni Gedanken
disliked	disgust	0.336	net gär
disinclination	disgust	0.336	disinclination
distrust	disgust	0.336	Mësstrauen
disallowed	disgust	0.336	net erlaabt
instability	disgust	0.328	Onstabilitéit
hydrophobia	disgust	0.328	hydrophobie
whine	disgust	0.328	weinst
inhibit	disgust	0.328	hemmen
excluded	disgust	0.328	ausgeschloss
provoking	disgust	0.328	provozéieren
grievance	disgust	0.328	Trauer
unmanageable	disgust	0.328	onmanéierbar
sly	disgust	0.328	schlau
exasperation	disgust	0.328	erschreckend
cacophony	disgust	0.328	kakofonie
unsatisfactory	disgust	0.328	onzefriddenstellend
disappointed	disgust	0.328	enttäuscht
materialist	disgust	0.328	materialistesch
misleading	disgust	0.321	täuschend
mishap	disgust	0.320	ongléck
soot	disgust	0.320	Rouscht
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	verzichten
annoyance	disgust	0.320	Verärgerung
disapproving	disgust	0.320	desapprobéieren
disservice	disgust	0.320	disservice
reproach	disgust	0.320	reprochéieren
confined	disgust	0.320	agespaart
unequal	disgust	0.320	ongläich
rags	disgust	0.320	lappen
groan	disgust	0.320	kräischen
soil	disgust	0.312	Buedem
inappropriate	disgust	0.312	onpassend
criticize	disgust	0.312	kritiséieren
disincline	disgust	0.312	disincline
theism	disgust	0.312	theismus
depreciated	disgust	0.312	ofgeschaaft
inconsiderate	disgust	0.312	onbedenklech
overpriced	disgust	0.312	iwwerpréift
stomach	disgust	0.312	Mo
burke	disgust	0.312	burk
sneeze	disgust	0.312	néien
gall	disgust	0.305	gall
bang	disgust	0.305	knall
inadmissible	disgust	0.305	inakzeptabel
unfriendly	disgust	0.305	onfrëndlech
unaccountable	disgust	0.305	onverantwortlech
disparity	disgust	0.305	disparity
latent	disgust	0.305	latent
disliking	disgust	0.305	net gär
shack	disgust	0.305	schack
grumpy	disgust	0.305	knaschteg
coop	disgust	0.304	coop
disappointment	disgust	0.297	Enttäuschung
scold	disgust	0.297	schold
delay	disgust	0.297	Retard
congress	disgust	0.297	Kongress
growling	disgust	0.297	grommen
backwards	disgust	0.297	no hannen
soreness	disgust	0.297	souzeness
disregarded	disgust	0.297	ignoréiert
rogue	disgust	0.297	rogue
lonely	disgust	0.297	einsam
notoriety	disgust	0.289	Bekanntheet
catechism	disgust	0.289	Katechismus
flop	disgust	0.289	flop
infamous	disgust	0.289	berüchtegt
janitor	disgust	0.289	Hausmeeschter
nettle	disgust	0.289	Brennesselen
saturated	disgust	0.281	saturéiert
prohibited	disgust	0.281	verbueden
gaby	disgust	0.281	gaby
wince	disgust	0.281	wénken
desist	disgust	0.281	opginn
unfair	disgust	0.281	ongerecht
aftermath	disgust	0.281	no
remiss	disgust	0.281	remiss
tribunal	disgust	0.273	Tribunal
discolored	disgust	0.273	discolored
wrangling	disgust	0.273	wrangelen
uneasy	disgust	0.273	onroueg
huff	disgust	0.273	huf
weird	disgust	0.266	komesch
impolite	disgust	0.266	onhéiflech
swig	disgust	0.266	schwätz
crawl	disgust	0.266	krabbelen
unsatisfied	disgust	0.266	onzefridden
inefficiency	disgust	0.266	Ineffizienz
frantic	disgust	0.266	frantesch
bureaucrat	disgust	0.266	Bürokrat
politic	disgust	0.266	politesch
coldness	disgust	0.266	Keelt
gruff	disgust	0.258	gruf
octopus	disgust	0.258	Kraken
chagrin	disgust	0.258	traureg
barrow	disgust	0.258	Béier
copycat	disgust	0.258	copycat
incase	disgust	0.258	wann
rascal	disgust	0.258	rasch
sarcasm	disgust	0.258	sarkasmus
instinctive	disgust	0.258	instinktiv
misconception	disgust	0.250	Mëssverständnis
disinclined	disgust	0.250	desinclinéiert
john	disgust	0.250	john
hulk	disgust	0.250	huel
baboon	disgust	0.250	bavianen
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	cupping
lose	disgust	0.250	verléieren
rook	disgust	0.242	rauch
entangled	disgust	0.242	verwéckelt
gratuitous	disgust	0.242	gratis
scrub	disgust	0.242	schrauwen
opponent	disgust	0.242	Géigespiller
tariff	disgust	0.242	Tarif
questionable	disgust	0.234	a Fro stellen
prolong	disgust	0.234	verlängeren
reluctance	disgust	0.234	Réckzuch
lagging	disgust	0.234	lagging
misstatement	disgust	0.234	Mëssverständnis
resign	disgust	0.234	demissionéieren
unlucky	disgust	0.234	onglécklech
backwardness	disgust	0.234	Réckstand
ineffectual	disgust	0.227	onwierksam
disqualified	disgust	0.227	disqualifizéiert
subsidy	disgust	0.227	Subsid
reversal	disgust	0.227	ëmgedréint
default	disgust	0.227	Default
fussy	disgust	0.227	futti
unpopular	disgust	0.227	onpopulär
petroleum	disgust	0.219	Petrol
intense	disgust	0.219	intensiv
evade	disgust	0.219	evitéieren
frowning	disgust	0.219	froen
weight	disgust	0.219	Gewiicht
dame	disgust	0.219	frou
donkey	disgust	0.211	Iesel
actionable	disgust	0.211	handelbar
tawny	disgust	0.211	taueg
unhappy	disgust	0.211	onglécklech
dandy	disgust	0.203	dandy
birch	disgust	0.203	Birch
speck	disgust	0.203	speck
hood	disgust	0.203	Hood
owing	disgust	0.203	verdanken
desert	disgust	0.203	Wüst
indifference	disgust	0.203	Gläichgëltegkeet
awkwardness	disgust	0.203	awkwardness
rave	disgust	0.203	rave
gnome	disgust	0.203	Gnom
inconvenient	disgust	0.203	onbequem
howl	disgust	0.195	huel
dabbling	disgust	0.195	dabbelen
morals	disgust	0.195	Moral
misguided	disgust	0.195	falsch geleet
airs	disgust	0.195	loft
gelatin	disgust	0.195	gelatine
fleece	disgust	0.195	fleece
monochrome	disgust	0.195	monochrom
lush	disgust	0.188	luucht
celebrity	disgust	0.188	Promi
avoid	disgust	0.188	vermeiden
gent	disgust	0.188	gengs
