English Word	Emotion	Emotion-Intensity-Score	Icelandic Word
eviction	disgust	0.383	brottrekstur
orc	disgust	0.383	ork
disappoint	disgust	0.383	vonbrigði
shabby	disgust	0.383	subbulegur
presumptuous	disgust	0.383	fordómafullur
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	ósætti
guilt	disgust	0.383	sektarkennd
fugitive	disgust	0.383	flóttamaður
irrational	disgust	0.383	óræð
adder	disgust	0.383	adder
fulsome	disgust	0.383	fullmikið
sacrifices	disgust	0.383	fórnir
hypocritical	disgust	0.383	hræsni
shock	disgust	0.375	stuð
alienation	disgust	0.375	höfnun
scoff	disgust	0.375	spotta
plight	disgust	0.375	vanda
irritation	disgust	0.375	erting
unworthy	disgust	0.375	óverðugur
misconduct	disgust	0.375	misferli
defective	disgust	0.375	gölluð
blame	disgust	0.375	kenna
depressing	disgust	0.375	niðurdrepandi
dislocated	disgust	0.375	farið úr liði
irritating	disgust	0.375	pirrandi
vainly	disgust	0.367	til einskis
toad	disgust	0.367	padda
powerless	disgust	0.367	máttlaus
coerce	disgust	0.367	þvingun
shuddering	disgust	0.367	skjálfandi
stripped	disgust	0.367	sviptur
revoke	disgust	0.367	afturkalla
wimpy	disgust	0.367	töff
unhealthy	disgust	0.367	óhollt
exclusion	disgust	0.367	útilokun
disillusionment	disgust	0.367	vonbrigði
blatant	disgust	0.367	hróplegt
hurtful	disgust	0.367	meiðandi
hoax	disgust	0.367	gabb
wimp	disgust	0.367	fífl
cad	disgust	0.367	cad
pitfall	disgust	0.367	gryfja
squelch	disgust	0.367	svelg
deserted	disgust	0.359	í eyði
damn	disgust	0.359	fjandinn
incompatible	disgust	0.359	ósamrýmanleg
dispose	disgust	0.359	farga
oddity	disgust	0.359	skrýtni
rebellion	disgust	0.359	uppreisn
ineptitude	disgust	0.359	vanhæfni
bug	disgust	0.359	galla
disobedience	disgust	0.359	óhlýðni
inept	disgust	0.352	óhæfur
litigate	disgust	0.352	höfða mál
dismissal	disgust	0.352	uppsögn
cutting	disgust	0.352	klippa
untoward	disgust	0.352	óviðkomandi
displeased	disgust	0.352	óánægður
censor	disgust	0.352	ritskoða
ridiculous	disgust	0.352	fáránlegt
compost	disgust	0.352	rotmassa
frustrate	disgust	0.352	svekktur
misbehavior	disgust	0.352	illa hegðun
lawyer	disgust	0.352	lögfræðingur
crushed	disgust	0.352	mulið
flesh	disgust	0.352	holdi
uncertain	disgust	0.352	óviss
obi	disgust	0.352	óbi
flinch	disgust	0.352	hrökklast við
fierce	disgust	0.352	grimmur
wrongful	disgust	0.352	ranglátt
depreciate	disgust	0.344	lækka
disapprove	disgust	0.344	hafna
tearful	disgust	0.344	tárvot
grumble	disgust	0.336	nöldra
unsettled	disgust	0.336	órólegur
annoy	disgust	0.336	ónáða
exigent	disgust	0.336	brýnt
heartsick	disgust	0.336	hjartveikur
lawsuit	disgust	0.336	málsókn
discoloration	disgust	0.336	aflitun
lumpy	disgust	0.336	klumpur
daft	disgust	0.336	fífl
blunder	disgust	0.336	klúður
discontent	disgust	0.336	óánægju
bickering	disgust	0.336	deilur
thoughtless	disgust	0.336	hugsunarlaus
disliked	disgust	0.336	mislíkaði
disinclination	disgust	0.336	óbilgirni
distrust	disgust	0.336	vantraust
disallowed	disgust	0.336	óheimilt
instability	disgust	0.328	óstöðugleiki
hydrophobia	disgust	0.328	vatnsfælni
whine	disgust	0.328	væla
inhibit	disgust	0.328	hamla
excluded	disgust	0.328	útilokuð
provoking	disgust	0.328	ögrandi
grievance	disgust	0.328	kvörtun
unmanageable	disgust	0.328	óviðráðanlegt
sly	disgust	0.328	slægur
exasperation	disgust	0.328	gremju
cacophony	disgust	0.328	kakófónía
unsatisfactory	disgust	0.328	ófullnægjandi
disappointed	disgust	0.328	vonsvikinn
materialist	disgust	0.328	efnishyggjumaður
misleading	disgust	0.321	villandi
mishap	disgust	0.320	óhapp
soot	disgust	0.320	sót
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	afneita
annoyance	disgust	0.320	pirringur
disapproving	disgust	0.320	afþakka
disservice	disgust	0.320	vanþóknun
reproach	disgust	0.320	ámæli
confined	disgust	0.320	innilokaður
unequal	disgust	0.320	ójöfn
rags	disgust	0.320	tuskur
groan	disgust	0.320	stynja
soil	disgust	0.312	jarðvegur
inappropriate	disgust	0.312	óviðeigandi
criticize	disgust	0.312	gagnrýna
disincline	disgust	0.312	óbilgirni
theism	disgust	0.312	guðfræði
depreciated	disgust	0.312	afskrifað
inconsiderate	disgust	0.312	tillitslaus
overpriced	disgust	0.312	of dýrt
stomach	disgust	0.312	maga
burke	disgust	0.312	burke
sneeze	disgust	0.312	hnerra
gall	disgust	0.305	gall
bang	disgust	0.305	bang
inadmissible	disgust	0.305	óheimilt
unfriendly	disgust	0.305	óvingjarnlegur
unaccountable	disgust	0.305	óviðeigandi
disparity	disgust	0.305	misræmi
latent	disgust	0.305	duld
disliking	disgust	0.305	mislíkar
shack	disgust	0.305	kofi
grumpy	disgust	0.305	pirraður
coop	disgust	0.304	coop
disappointment	disgust	0.297	vonbrigði
scold	disgust	0.297	skamma
delay	disgust	0.297	seinkun
congress	disgust	0.297	þing
growling	disgust	0.297	urrandi
backwards	disgust	0.297	afturábak
soreness	disgust	0.297	eymsli
disregarded	disgust	0.297	virt að vettugi
rogue	disgust	0.297	fantur
lonely	disgust	0.297	einmana
notoriety	disgust	0.289	frægð
catechism	disgust	0.289	trúfræðslu
flop	disgust	0.289	flopp
infamous	disgust	0.289	alræmdur
janitor	disgust	0.289	húsvörður
nettle	disgust	0.289	netla
saturated	disgust	0.281	mettuð
prohibited	disgust	0.281	bönnuð
gaby	disgust	0.281	gaby
wince	disgust	0.281	hrynja
desist	disgust	0.281	hætta
unfair	disgust	0.281	ósanngjarnt
aftermath	disgust	0.281	eftirmáli
remiss	disgust	0.281	eftirláta
tribunal	disgust	0.273	dómstóll
discolored	disgust	0.273	mislitað
wrangling	disgust	0.273	rífast
uneasy	disgust	0.273	órólegur
huff	disgust	0.273	huff
weird	disgust	0.266	skrítið
impolite	disgust	0.266	ókurteisi
swig	disgust	0.266	svig
crawl	disgust	0.266	skríða
unsatisfied	disgust	0.266	óánægður
inefficiency	disgust	0.266	óhagkvæmni
frantic	disgust	0.266	æðislegur
bureaucrat	disgust	0.266	embættismaður
politic	disgust	0.266	pólitík
coldness	disgust	0.266	kulda
gruff	disgust	0.258	gróft
octopus	disgust	0.258	kolkrabbi
chagrin	disgust	0.258	gremju
barrow	disgust	0.258	barrow
copycat	disgust	0.258	eftirlíking
incase	disgust	0.258	incase
rascal	disgust	0.258	ræfill
sarcasm	disgust	0.258	kaldhæðni
instinctive	disgust	0.258	eðlislæg
misconception	disgust	0.250	misskilningur
disinclined	disgust	0.250	hneigðist
john	disgust	0.250	Jónas
hulk	disgust	0.250	hulkur
baboon	disgust	0.250	bavían
shanghai	disgust	0.250	Shanghai
cupping	disgust	0.250	bollun
lose	disgust	0.250	tapa
rook	disgust	0.242	hrókur
entangled	disgust	0.242	flækt
gratuitous	disgust	0.242	gjaldlaus
scrub	disgust	0.242	skrúbba
opponent	disgust	0.242	andstæðingur
tariff	disgust	0.242	gjaldskrá
questionable	disgust	0.234	vafasamt
prolong	disgust	0.234	lengja
reluctance	disgust	0.234	tregðu
lagging	disgust	0.234	eftirbátur
misstatement	disgust	0.234	rangfærslu
resign	disgust	0.234	segja af sér
unlucky	disgust	0.234	óheppinn
backwardness	disgust	0.234	afturhaldssemi
ineffectual	disgust	0.227	áhrifalaus
disqualified	disgust	0.227	vanhæfur
subsidy	disgust	0.227	niðurgreiðslu
reversal	disgust	0.227	viðsnúningur
default	disgust	0.227	sjálfgefið
fussy	disgust	0.227	vandræðalegur
unpopular	disgust	0.227	óvinsæll
petroleum	disgust	0.219	jarðolíu
intense	disgust	0.219	ákafur
evade	disgust	0.219	komast hjá
frowning	disgust	0.219	kinka kolli
weight	disgust	0.219	þyngd
dame	disgust	0.219	dama
donkey	disgust	0.211	asni
actionable	disgust	0.211	aðgerðarhæfar
tawny	disgust	0.211	brúnn
unhappy	disgust	0.211	óánægður
dandy	disgust	0.203	spæni
birch	disgust	0.203	birki
speck	disgust	0.203	flekki
hood	disgust	0.203	hetta
owing	disgust	0.203	vegna
desert	disgust	0.203	eyðimörk
indifference	disgust	0.203	afskiptaleysi
awkwardness	disgust	0.203	óþægindi
rave	disgust	0.203	rave
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	óþægilegt
howl	disgust	0.195	væla
dabbling	disgust	0.195	pæling
morals	disgust	0.195	siðferði
misguided	disgust	0.195	misráðið
airs	disgust	0.195	fer í loftið
gelatin	disgust	0.195	gelatín
fleece	disgust	0.195	flís
monochrome	disgust	0.195	einlita
lush	disgust	0.188	gróskumikið
celebrity	disgust	0.188	fræg manneskja
avoid	disgust	0.188	forðast
gent	disgust	0.188	herramaður
stalemate	disgust	0.188	pattstöðu
lesser	disgust	0.188	minni
sunk	disgust	0.180	sökkt
nose	disgust	0.180	nef
laughable	disgust	0.180	hlæjandi
claimant	disgust	0.180	kröfuhafi
possession	disgust	0.180	eign
larger	disgust	0.164	stærra
pregnancy	disgust	0.164	Meðganga
thrift	disgust	0.164	sparsemi
undoubted	disgust	0.164	tvímælalaust
mouthful	disgust	0.164	munnfylli
hoot	disgust	0.164	úff
sentence	disgust	0.156	setningu
misplace	disgust	0.156	á rangan stað
clamor	disgust	0.156	öskrandi
parrot	disgust	0.156	páfagaukur
obliging	disgust	0.156	skyldug
nameless	disgust	0.148	nafnlaus
bummer	disgust	0.148	ömurlegt
elf	disgust	0.141	álfur
feeling	disgust	0.141	tilfinningu
excellence	disgust	0.141	ágæti
gray	disgust	0.133	grár
asymmetry	disgust	0.133	ósamhverfu
turn	disgust	0.133	snúa
clumsy	disgust	0.133	klaufalegt
stall	disgust	0.133	stall
bran	disgust	0.125	klíð
finally	disgust	0.125	loksins
lord	disgust	0.125	herra
nurture	disgust	0.117	hlúa að
savor	disgust	0.117	smakka
cove	disgust	0.117	vík
winning	disgust	0.109	sigur
lemon	disgust	0.109	sítrónu
powerful	disgust	0.102	öflugur
glitter	disgust	0.094	glimmer
interior	disgust	0.086	innri
mind	disgust	0.086	huga
interested	disgust	0.078	áhuga
treat	disgust	0.078	skemmtun
abundance	disgust	0.078	gnægð
honest	disgust	0.055	heiðarlegur
kite	disgust	0.055	flugdreka
humble	disgust	0.047	auðmjúkur
tree	disgust	0.039	tré
torture	fear	0.984	pyntingar
terrorist	fear	0.972	hryðjuverkamaður
terrorists	fear	0.969	hryðjuverkamenn
horrific	fear	0.969	hræðilegt
terrorism	fear	0.969	hryðjuverk
suicidebombing	fear	0.967	sjálfsmorðssprengjuárás
kill	fear	0.962	drepa
homicidal	fear	0.959	manndráp
catastrophe	fear	0.953	stórslys
annihilate	fear	0.953	tortíma
murderer	fear	0.953	morðingja
terror	fear	0.953	skelfingu
dying	fear	0.948	deyja
war	fear	0.942	stríð
bombing	fear	0.938	sprengjuárás
bomb	fear	0.935	sprengju
missiles	fear	0.934	eldflaugum
horror	fear	0.923	hryllingur
brutality	fear	0.922	grimmd
terrorize	fear	0.922	hryðjuverka
horrified	fear	0.922	skelfingu lostinn
bloodthirsty	fear	0.922	blóðþyrsta
murderous	fear	0.920	morðrænt
massacre	fear	0.911	fjöldamorð
terrifying	fear	0.906	ógnvekjandi
fatality	fear	0.906	banaslys
horrifying	fear	0.906	skelfilegt
demon	fear	0.906	púki
mutilation	fear	0.906	limlestingar
killing	fear	0.906	dráp
holocaust	fear	0.906	helför
assassinate	fear	0.906	myrða
terrified	fear	0.906	skelfingu lostinn
devastation	fear	0.906	eyðileggingu
murder	fear	0.906	morð
horrors	fear	0.906	hryllingur
suicidal	fear	0.898	sjálfsvíg
assault	fear	0.891	árás
kidnap	fear	0.891	ræna
slaughter	fear	0.891	slátrun
crucifixion	fear	0.891	krossfestingu
doomed	fear	0.888	dæmdur
poisoned	fear	0.886	eitrað
suicide	fear	0.879	sjálfsvíg
explosion	fear	0.879	sprenging
deadly	fear	0.875	banvænn
assassin	fear	0.875	morðingja
annihilation	fear	0.875	tortímingu
savagery	fear	0.875	villimennsku
disaster	fear	0.875	hörmung
threatening	fear	0.875	ógnandi
slaughtering	fear	0.875	slátrun
disastrous	fear	0.875	hörmulegt
dismemberment	fear	0.875	sundurliðun
suffocation	fear	0.875	köfnun
rape	fear	0.870	nauðgun
hell	fear	0.860	helvíti
homicide	fear	0.859	manndráp
molestation	fear	0.859	ofbeldi
bloodshed	fear	0.859	blóðsúthellingar
barbaric	fear	0.859	villimannlegur
explosive	fear	0.859	sprengiefni
warfare	fear	0.859	hernaði
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	harmleikur
anthrax	fear	0.859	miltisbrandur
demonic	fear	0.859	djöfullegur
executioner	fear	0.859	böðull
dread	fear	0.859	óttast
guillotine	fear	0.859	guillotine
attacking	fear	0.859	ráðast á
peril	fear	0.859	hættu
slaughterhouse	fear	0.859	sláturhús
annihilated	fear	0.859	útrýmt
suffocating	fear	0.858	kæfandi
treachery	fear	0.856	svik
fright	fear	0.853	hræðslu
monster	fear	0.844	skrímsli
traumatic	fear	0.844	áverka
abomination	fear	0.844	viðurstyggð
apocalypse	fear	0.844	heimsendir
slayer	fear	0.844	vígamaður
scare	fear	0.844	hræða
morgue	fear	0.844	líkhús
painful	fear	0.844	sársaukafullt
frightened	fear	0.844	hræddur
vengeance	fear	0.844	hefnd
scariest	fear	0.844	skelfilegast
destroying	fear	0.844	eyðileggjandi
execution	fear	0.844	framkvæmd
panicked	fear	0.844	panikkaði
petrified	fear	0.844	steindauður
afraid	fear	0.844	hræddur
frightening	fear	0.844	ógnvekjandi
drown	fear	0.844	drukkna
bombardment	fear	0.844	sprengjuárás
death	fear	0.843	dauða
chaos	fear	0.839	óreiðu
ghastly	fear	0.836	hræðilegt
evil	fear	0.833	illt
intruder	fear	0.828	boðflenna
hellish	fear	0.828	helvítis
brutal	fear	0.828	grimmur
cancer	fear	0.828	krabbamein
devil	fear	0.828	djöfull
grenade	fear	0.828	handsprengju
eradication	fear	0.828	útrýming
frighten	fear	0.828	hræða
explode	fear	0.828	springa
assassination	fear	0.828	morð
fatal	fear	0.828	banvæn
paralyze	fear	0.828	lama
gunmen	fear	0.828	byssumenn
violently	fear	0.828	ofbeldisfullt
nightmare	fear	0.828	martröð
doomsday	fear	0.828	dómsdag
doom	fear	0.828	dauðadómur
manslaughter	fear	0.828	manndráp af gáleysi
fear	fear	0.828	ótta
kidnapped	fear	0.828	rænt
trauma	fear	0.828	áverka
morbidity	fear	0.820	veikindi
crippling	fear	0.817	lamandi
savage	fear	0.814	villimaður
shooting	fear	0.812	skjóta
quake	fear	0.812	skjálfti
poisonous	fear	0.812	eitrað
damnation	fear	0.812	fordæming
violence	fear	0.812	ofbeldi
destructive	fear	0.812	eyðileggjandi
aggressor	fear	0.812	árásarmaður
suffering	fear	0.812	þjáningu
violent	fear	0.812	ofbeldisfullur
frightful	fear	0.812	hræðilegt
crushed	fear	0.812	mulið
earthquake	fear	0.812	jarðskjálfti
heartattack	fear	0.812	hjartaáfall
hurricane	fear	0.811	fellibylur
imprisoned	fear	0.811	fangelsaðir
exterminate	fear	0.810	útrýma
fearing	fear	0.808	óttast
hemorrhage	fear	0.807	blæðing
torment	fear	0.806	kvöl
lethal	fear	0.806	banvænn
venom	fear	0.804	eitri
claustrophobia	fear	0.803	klaustrófóbíu
snakes	fear	0.802	ormar
danger	fear	0.802	hættu
exorcism	fear	0.800	Exorcism
obliterated	fear	0.800	afmáð
robbery	fear	0.800	rán
terrifies	fear	0.798	skelfur
cyanide	fear	0.797	sýaníð
incurable	fear	0.797	ólæknandi
anxietyattack	fear	0.797	kvíðakast
mortality	fear	0.797	dánartíðni
attack	fear	0.797	árás
monstrosity	fear	0.797	voðaverk
extermination	fear	0.797	útrýmingu
bombers	fear	0.797	sprengjuflugvélar
harmful	fear	0.797	skaðlegt
persecution	fear	0.797	ofsóknum
biggestfear	fear	0.797	stærsti ótti
poison	fear	0.797	eitur
cruelty	fear	0.797	grimmd
hysteria	fear	0.797	móðursýki
destruction	fear	0.797	eyðileggingu
dreadfully	fear	0.796	hræðilega
arson	fear	0.794	íkveikju
devastate	fear	0.792	hrikalegt
tyrant	fear	0.788	harðstjóri
warcrimes	fear	0.785	stríðsglæpi
perish	fear	0.784	farast
feared	fear	0.782	óttaðist
maniac	fear	0.781	vitfirringur
bloody	fear	0.781	blóðug
freakingout	fear	0.781	fríka út
warlike	fear	0.781	stríðslegur
rampage	fear	0.781	hroki
screaming	fear	0.781	öskrandi
lifeless	fear	0.781	lífvana
enslaved	fear	0.781	þrælaður
venomous	fear	0.781	eitrað
snake	fear	0.776	snákur
epidemic	fear	0.776	faraldur
panicattack	fear	0.774	kvíðakast
crisis	fear	0.766	kreppa
hazardous	fear	0.766	hættulegt
fearful	fear	0.766	hræddur
dangerously	fear	0.766	hættulega
shipwreck	fear	0.766	skipbrot
scary	fear	0.766	skelfilegt
tumor	fear	0.766	æxli
invader	fear	0.766	innrásarher
invade	fear	0.766	ráðast inn
die	fear	0.766	deyja
detonate	fear	0.766	sprengja
violation	fear	0.766	brot
reprisal	fear	0.766	hefndaraðgerðir
criminal	fear	0.766	glæpamaður
riot	fear	0.766	uppþot
obliterate	fear	0.766	afmá
inferno	fear	0.766	helvítis
leprosy	fear	0.766	holdsveiki
jihad	fear	0.766	jihad
ohshit	fear	0.766	óshit
claustrophobic	fear	0.765	klaustrófóbísk
hyperventilating	fear	0.762	oföndun
nightmares	fear	0.759	martraðir
destroyed	fear	0.754	eytt
ghostly	fear	0.754	draugalegur
treacherous	fear	0.750	svikul
ptsd	fear	0.750	pstd
tragedies	fear	0.750	hörmungar
slavery	fear	0.750	þrælahald
cholera	fear	0.750	kóleru
anarchist	fear	0.750	anarkisti
panic	fear	0.750	hræðsla
anaconda	fear	0.750	anaconda
hurricanes	fear	0.750	fellibyljum
wrenching	fear	0.750	hrífandi
tyranny	fear	0.750	harðstjórn
imprisonment	fear	0.750	fangelsi
dreadful	fear	0.750	hræðilegt
agony	fear	0.750	kvöl
dangerous	fear	0.750	hættulegt
obliteration	fear	0.750	afnám
projectiles	fear	0.750	skotfæri
destroyer	fear	0.750	eyðileggjandi
strangle	fear	0.750	kyrkja
hazard	fear	0.750	hættu
riotous	fear	0.750	uppþot
accident	fear	0.750	slys
mortuary	fear	0.750	líkhús
anarchy	fear	0.750	stjórnleysi
fears	fear	0.750	ótta
malignancy	fear	0.742	illkynja sjúkdómur
bombard	fear	0.740	sprengjuárás
cannibal	fear	0.740	mannæta
abominable	fear	0.738	viðurstyggilegur
depraved	fear	0.734	siðspilltur
bomber	fear	0.734	sprengjuflugvél
crash	fear	0.734	hrun
tornado	fear	0.734	hvirfilbyl
victimized	fear	0.734	fórnarlamb
hyperventilate	fear	0.734	oföndun
melee	fear	0.734	meley
cursed	fear	0.734	bölvaður
mutiny	fear	0.734	uppreisn
dictatorship	fear	0.734	einræði
shoot	fear	0.734	skjóta
horrible	fear	0.734	hræðilegt
misery	fear	0.734	eymd
gore	fear	0.734	gore
paralysis	fear	0.734	lömun
tyrannical	fear	0.734	harðstjórnandi
missile	fear	0.734	eldflaug
gun	fear	0.734	byssu
devilish	fear	0.734	djöfullegt
diseased	fear	0.734	sjúkur
shot	fear	0.734	skot
mafia	fear	0.734	mafían
beast	fear	0.734	skepna
malignant	fear	0.734	illkynja
scared	fear	0.734	hræddur
hostage	fear	0.734	í gíslingu
threaten	fear	0.734	hóta
turmoil	fear	0.733	órói
combat	fear	0.728	bardaga
alligator	fear	0.727	alligator
ruin	fear	0.725	eyðileggingu
shooter	fear	0.722	skotmaður
contagious	fear	0.720	smitandi
crime	fear	0.719	glæp
scream	fear	0.719	öskra
injured	fear	0.719	slasaður
desperation	fear	0.719	örvænting
struggle	fear	0.719	baráttu
shock	fear	0.719	stuð
seizure	fear	0.719	flog
lynch	fear	0.719	lynch
mortification	fear	0.719	dánartíðni
fight	fear	0.719	bardagi
harm	fear	0.719	skaða
emergency	fear	0.719	neyðartilvikum
phobia	fear	0.719	fælni
havoc	fear	0.719	eyðilegging
devastating	fear	0.719	hrikalegt
excruciating	fear	0.719	ömurlegt
casualty	fear	0.719	mannfall
miscarriage	fear	0.719	fósturláti
starvation	fear	0.719	hungursneyð
frantically	fear	0.717	brjálæðislega
carnage	fear	0.717	blóðbað
standoff	fear	0.716	uppistand
infestation	fear	0.716	sýkingu
soscary	fear	0.712	svekkjandi
panicking	fear	0.708	læti
rupture	fear	0.706	rof
horrid	fear	0.705	hræðilegt
frantic	fear	0.705	æðislegur
sabotage	fear	0.703	skemmdarverk
vendetta	fear	0.703	vendetta
arsenic	fear	0.703	arsenik
freaked	fear	0.703	brjálaður
burial	fear	0.703	greftrun
sos	fear	0.703	sos
cobra	fear	0.703	kóbra
dreaded	fear	0.703	óttaðist
harrowing	fear	0.703	hrífandi
aggressive	fear	0.703	árásargjarn
prey	fear	0.703	bráð
gash	fear	0.703	kjaft
hatred	fear	0.703	hatri
schizophrenia	fear	0.703	geðklofa
upheaval	fear	0.703	uppnám
armed	fear	0.703	vopnaður
collapse	fear	0.703	hrynja
deranged	fear	0.703	brjálaður
assailant	fear	0.703	árásarmaður
terminal	fear	0.703	flugstöð
plague	fear	0.703	plága
malevolent	fear	0.703	illgjarn
psychosis	fear	0.703	geðrof
carcinoma	fear	0.703	krabbamein
diabolical	fear	0.703	djöfullegur
wrecked	fear	0.703	brotinn
grisly	fear	0.703	ömurlegt
hysterical	fear	0.703	hysterísk
fugitive	fear	0.703	flóttamaður
neurotic	fear	0.703	taugaveiklun
witchcraft	fear	0.703	galdra
avalanche	fear	0.703	snjóflóð
anguish	fear	0.703	angist
cripple	fear	0.703	örkumla
agonizing	fear	0.703	kvalafullur
infectious	fear	0.703	smitandi
crocodile	fear	0.700	krókódíll
forcibly	fear	0.700	með valdi
