English Word	Emotion	Emotion-Intensity-Score	Serbian Word
incredulous	disgust	0.430	неповерљив
curse	disgust	0.430	проклетство
pompous	disgust	0.422	помпезан
socialist	disgust	0.422	социјалистички
mistrust	disgust	0.422	неповерење
infantile	disgust	0.422	инфантилне
wasting	disgust	0.422	трошење
hairy	disgust	0.422	длакав
nicotine	disgust	0.422	никотин
denunciation	disgust	0.422	денунцијација
collapse	disgust	0.422	колапс
untidy	disgust	0.422	неуредан
ferocious	disgust	0.422	свиреп
ammonia	disgust	0.422	амонијак
carelessness	disgust	0.422	непажњом
impure	disgust	0.422	нечисти
contentious	disgust	0.422	споран
bum	disgust	0.422	скитница
affront	disgust	0.422	увреде
offend	disgust	0.422	увредити
tarnish	disgust	0.422	оцрнити
idiotic	disgust	0.422	идиотски
badness	disgust	0.422	лошега
delinquent	disgust	0.422	деликвент
swarm	disgust	0.422	рој
hypertrophy	disgust	0.422	хипертрофија
gush	disgust	0.422	гусх
tasteless	disgust	0.422	без укуса
bovine	disgust	0.422	говеда
slush	disgust	0.422	бљузгавица
litigious	disgust	0.414	парнични
dishonesty	disgust	0.414	непоштење
vegetative	disgust	0.414	вегетативни
unfavorable	disgust	0.414	неповољан
displacency	disgust	0.414	расељавање
illegitimate	disgust	0.414	нелегитимни
sour	disgust	0.414	кисело
socialism	disgust	0.414	социјализам
disobey	disgust	0.414	не послушати
drivel	disgust	0.414	дрек
vampire	disgust	0.414	вампир
neglected	disgust	0.414	занемарен
murky	disgust	0.414	мутно
ignorant	disgust	0.406	незналица
disgruntled	disgust	0.406	незадовољан
discontinuity	disgust	0.406	дисконтинуитет
dislike	disgust	0.406	несвиђање
unlawful	disgust	0.406	незаконито
wrongdoing	disgust	0.406	неправде
shoplifting	disgust	0.406	крађа у радњи
recidivism	disgust	0.406	рецидивизам
outcast	disgust	0.406	изопћеник
bogus	disgust	0.406	лажно
displeasure	disgust	0.406	незадовољство
repel	disgust	0.406	одбијати
falsify	disgust	0.406	фалсификовати
ungrateful	disgust	0.406	незахвални
unkind	disgust	0.406	нељубазни
phony	disgust	0.406	лажни
prosecution	disgust	0.406	гоњење
woe	disgust	0.398	јао
averse	disgust	0.398	аверсе
loon	disgust	0.398	лоон
worsening	disgust	0.398	погоршање
paucity	disgust	0.398	оскудност
unnatural	disgust	0.398	неприродно
amphetamines	disgust	0.398	амфетамине
senseless	disgust	0.398	бесмислено
rigor	disgust	0.398	строгост
subvert	disgust	0.398	подмећу
failure	disgust	0.398	неуспех
lick	disgust	0.398	лизати
unruly	disgust	0.398	непослушан
woefully	disgust	0.398	жалосно
stingy	disgust	0.398	шкрт
crushing	disgust	0.398	дробљење
disdain	disgust	0.398	презир
insult	disgust	0.393	увреде
averseness	disgust	0.391	одбојност
disrelish	disgust	0.391	нерасположење
punished	disgust	0.391	кажњен
critter	disgust	0.391	цриттер
damage	disgust	0.391	оштећења
scorpion	disgust	0.391	шкорпион
diatribe	disgust	0.391	дијатриба
muff	disgust	0.391	муфф
farcical	disgust	0.391	фарсичан
antisocial	disgust	0.391	асоцијална
hardened	disgust	0.391	очврснуо
punishment	disgust	0.391	казна
bad	disgust	0.391	лоше
expel	disgust	0.391	избацити
surly	disgust	0.383	сурли
lament	disgust	0.383	јадиковати
illiterate	disgust	0.383	неписмен
divorce	disgust	0.383	развод брака
teeming	disgust	0.383	врви
plagiarism	disgust	0.383	плагијат
eviction	disgust	0.383	исељење
orc	disgust	0.383	орц
disappoint	disgust	0.383	разочарати
shabby	disgust	0.383	отрцан
presumptuous	disgust	0.383	дрско
anaconda	disgust	0.383	анаконда
discord	disgust	0.383	раздор
guilt	disgust	0.383	кривице
fugitive	disgust	0.383	бегунац
irrational	disgust	0.383	ирационалан
adder	disgust	0.383	гуја
fulsome	disgust	0.383	фулсоме
sacrifices	disgust	0.383	жртвовања
hypocritical	disgust	0.383	лицемерни
shock	disgust	0.375	шок
alienation	disgust	0.375	отуђење
scoff	disgust	0.375	ругати се
plight	disgust	0.375	невоља
irritation	disgust	0.375	иритација
unworthy	disgust	0.375	недостојан
misconduct	disgust	0.375	недолично понашање
defective	disgust	0.375	неисправан
blame	disgust	0.375	кривити
depressing	disgust	0.375	депресивно
dislocated	disgust	0.375	дислоциран
irritating	disgust	0.375	иритантно
vainly	disgust	0.367	узалудно
toad	disgust	0.367	крастача
powerless	disgust	0.367	немоћни
coerce	disgust	0.367	присиљавати
shuddering	disgust	0.367	дршћући
stripped	disgust	0.367	огољен
revoke	disgust	0.367	опозвати
wimpy	disgust	0.367	вимпи
unhealthy	disgust	0.367	нездраво
exclusion	disgust	0.367	искључење
disillusionment	disgust	0.367	разочарање
blatant	disgust	0.367	очигледан
hurtful	disgust	0.367	штетно
hoax	disgust	0.367	обмана
wimp	disgust	0.367	вимп
cad	disgust	0.367	цад
pitfall	disgust	0.367	замка
squelch	disgust	0.367	скуелцх
deserted	disgust	0.359	напуштен
damn	disgust	0.359	проклети
incompatible	disgust	0.359	неспојиво
dispose	disgust	0.359	располагати
oddity	disgust	0.359	необичност
rebellion	disgust	0.359	побуна
ineptitude	disgust	0.359	неспособност
bug	disgust	0.359	буг
disobedience	disgust	0.359	непослушност
inept	disgust	0.352	неспособан
litigate	disgust	0.352	парничити се
dismissal	disgust	0.352	отпуштање
cutting	disgust	0.352	сечење
untoward	disgust	0.352	непристојан
displeased	disgust	0.352	незадовољан
censor	disgust	0.352	цензор
ridiculous	disgust	0.352	смешно
compost	disgust	0.352	компост
frustrate	disgust	0.352	фрустрирати
misbehavior	disgust	0.352	лоше понашање
lawyer	disgust	0.352	адвокат
crushed	disgust	0.352	згњечен
flesh	disgust	0.352	месо
uncertain	disgust	0.352	неизвесно
obi	disgust	0.352	оби
flinch	disgust	0.352	лецнути се
fierce	disgust	0.352	жестоки
wrongful	disgust	0.352	неправедно
depreciate	disgust	0.344	амортизовати
disapprove	disgust	0.344	не одобравам
tearful	disgust	0.344	плачљив
grumble	disgust	0.336	зановетати
unsettled	disgust	0.336	несређен
annoy	disgust	0.336	нервирати
exigent	disgust	0.336	захтевни
heartsick	disgust	0.336	срчана
lawsuit	disgust	0.336	тужба
discoloration	disgust	0.336	промена боје
lumpy	disgust	0.336	квргав
daft	disgust	0.336	дафт
blunder	disgust	0.336	грешка
discontent	disgust	0.336	незадовољство
bickering	disgust	0.336	препирке
thoughtless	disgust	0.336	непромишљено
disliked	disgust	0.336	не свиђа се
disinclination	disgust	0.336	несклоност
distrust	disgust	0.336	неповерење
disallowed	disgust	0.336	недозвољено
instability	disgust	0.328	нестабилност
hydrophobia	disgust	0.328	хидрофобија
whine	disgust	0.328	кукати
inhibit	disgust	0.328	инхибирати
excluded	disgust	0.328	искључено
provoking	disgust	0.328	изазивајући
grievance	disgust	0.328	притужба
unmanageable	disgust	0.328	неуправљив
sly	disgust	0.328	лукав
exasperation	disgust	0.328	огорченост
cacophony	disgust	0.328	какофонија
unsatisfactory	disgust	0.328	незадовољавајуће
disappointed	disgust	0.328	разочаран
materialist	disgust	0.328	материјалистички
misleading	disgust	0.321	обмањујуће
mishap	disgust	0.320	незгода
soot	disgust	0.320	чађ
humbug	disgust	0.320	хумбуг
disclaim	disgust	0.320	одрећи се
annoyance	disgust	0.320	досађивање
disapproving	disgust	0.320	неодобравајући
disservice	disgust	0.320	медвеђу услугу
reproach	disgust	0.320	прекор
confined	disgust	0.320	ограничен
unequal	disgust	0.320	неједнаки
rags	disgust	0.320	крпе
groan	disgust	0.320	стењати
soil	disgust	0.312	тла
inappropriate	disgust	0.312	неприкладан
criticize	disgust	0.312	критиковати
disincline	disgust	0.312	дисинцлине
theism	disgust	0.312	теизам
depreciated	disgust	0.312	амортизовано
inconsiderate	disgust	0.312	безобзиран
overpriced	disgust	0.312	прескупо
stomach	disgust	0.312	стомак
burke	disgust	0.312	бурке
sneeze	disgust	0.312	кијају
gall	disgust	0.305	жуч
bang	disgust	0.305	банг
inadmissible	disgust	0.305	недопустиво
unfriendly	disgust	0.305	непријатељски
unaccountable	disgust	0.305	неурачунљив
disparity	disgust	0.305	диспаритет
latent	disgust	0.305	скривен
disliking	disgust	0.305	несвиђање
shack	disgust	0.305	схацк
grumpy	disgust	0.305	мрзовољан
coop	disgust	0.304	цооп
disappointment	disgust	0.297	разочарање
scold	disgust	0.297	грдити
delay	disgust	0.297	кашњење
congress	disgust	0.297	конгресу
growling	disgust	0.297	режање
backwards	disgust	0.297	уназад
soreness	disgust	0.297	болност
disregarded	disgust	0.297	занемарени
rogue	disgust	0.297	скитница
lonely	disgust	0.297	усамљен
notoriety	disgust	0.289	озлоглашеност
catechism	disgust	0.289	катихизис
flop	disgust	0.289	флоп
infamous	disgust	0.289	злогласно
janitor	disgust	0.289	домар
nettle	disgust	0.289	коприва
saturated	disgust	0.281	засићени
prohibited	disgust	0.281	забрањено
gaby	disgust	0.281	габи
wince	disgust	0.281	лецнути се
desist	disgust	0.281	одустати
unfair	disgust	0.281	неправедно
aftermath	disgust	0.281	последице
remiss	disgust	0.281	ремисс
tribunal	disgust	0.273	трибунал
discolored	disgust	0.273	обезбојен
wrangling	disgust	0.273	свађање
uneasy	disgust	0.273	нелагодно
huff	disgust	0.273	хуфф
weird	disgust	0.266	чудан
impolite	disgust	0.266	непристојан
swig	disgust	0.266	гутљај
crawl	disgust	0.266	пузати
unsatisfied	disgust	0.266	незадовољан
inefficiency	disgust	0.266	неефикасност
frantic	disgust	0.266	махнит
bureaucrat	disgust	0.266	бирократа
politic	disgust	0.266	политичком
coldness	disgust	0.266	хладноћа
gruff	disgust	0.258	грубо
octopus	disgust	0.258	хоботница
chagrin	disgust	0.258	огорченост
barrow	disgust	0.258	бароу
copycat	disgust	0.258	цопицат
incase	disgust	0.258	у случају
rascal	disgust	0.258	неваљалац
sarcasm	disgust	0.258	сарказам
instinctive	disgust	0.258	инстинктивно
misconception	disgust	0.250	погрешно схватање
disinclined	disgust	0.250	несклон
john	disgust	0.250	јохн
hulk	disgust	0.250	хулк
baboon	disgust	0.250	павијан
shanghai	disgust	0.250	Шангај
cupping	disgust	0.250	цуппинг
lose	disgust	0.250	изгубити
rook	disgust	0.242	роок
entangled	disgust	0.242	уплетен
gratuitous	disgust	0.242	бесплатан
scrub	disgust	0.242	сцруб
opponent	disgust	0.242	противник
tariff	disgust	0.242	тарифа
questionable	disgust	0.234	упитно
prolong	disgust	0.234	продужити
reluctance	disgust	0.234	нерад
lagging	disgust	0.234	заостајање
misstatement	disgust	0.234	погрешно навођење
resign	disgust	0.234	поднети оставку
