English Word	Emotion	Emotion-Intensity-Score	Tatar Word
serenity	anticipation	0.430	тынычлык
venerable	anticipation	0.430	хөрмәтле
spa	anticipation	0.430	спа
labyrinth	anticipation	0.430	лабиринт
luscious	anticipation	0.430	ләззәтле
perpetuate	anticipation	0.430	мәңгегә
strategist	anticipation	0.430	стратегик
unverified	anticipation	0.430	расланмаган
tribunal	anticipation	0.430	трибунал
clap	anticipation	0.430	кул чабу
peaceful	anticipation	0.422	тыныч
patience	anticipation	0.422	сабырлык
unresolved	anticipation	0.422	чишелмәгән
worship	anticipation	0.422	гыйбадәт
edification	anticipation	0.422	ныгыту
oasis	anticipation	0.422	оазис
grin	anticipation	0.422	елмаю
revere	anticipation	0.422	хөрмәт
candid	anticipation	0.422	намуслы
vista	anticipation	0.422	vista
conspirator	anticipation	0.422	конспиратор
adrift	anticipation	0.422	адрифт
recognizable	anticipation	0.422	танылган
volatility	anticipation	0.422	үзгәрүчәнлек
forestall	anticipation	0.422	урман
laughter	anticipation	0.422	көлү
continue	anticipation	0.414	дәвам итегез
ongoing	anticipation	0.414	дәвам итә
astrologer	anticipation	0.414	астролог
mediate	anticipation	0.414	арадашчы
punctual	anticipation	0.414	пунктуаль
grant	anticipation	0.414	грант
morn	anticipation	0.414	иртә
pretty	anticipation	0.414	бик матур
withstand	anticipation	0.414	каршы тор
frisky	anticipation	0.414	фриски
thought	anticipation	0.414	- дип уйлады
probation	anticipation	0.414	сынау
ordination	anticipation	0.414	ординация
calls	anticipation	0.414	шалтыраталар
detainee	anticipation	0.414	тоткарланган
craps	anticipation	0.414	бишек
weigh	anticipation	0.414	үлчәү
proficiency	anticipation	0.414	осталык
sing	anticipation	0.411	җырла
continuation	anticipation	0.406	дәвамы
university	anticipation	0.406	университет
chicane	anticipation	0.406	чикан
nurture	anticipation	0.406	тәрбияләү
mother	anticipation	0.406	әни
punished	anticipation	0.406	җәзага тартылды
twinkle	anticipation	0.406	ялтыравык
confession	anticipation	0.406	тану
outdo	anticipation	0.406	ачык
prophylactic	anticipation	0.406	профилактик
proud	anticipation	0.406	горур
midwife	anticipation	0.406	акушер
wizard	anticipation	0.406	сихерче
headlight	anticipation	0.406	фар
long	anticipation	0.406	озын
banquet	anticipation	0.406	мәҗлес
comfort	anticipation	0.406	уңайлык
navigable	anticipation	0.406	хәрәкәтчән
subscribe	anticipation	0.406	язылу
opponent	anticipation	0.406	көндәш
debenture	anticipation	0.406	дебентур
deal	anticipation	0.402	килешү
symphony	anticipation	0.398	симфония
saintly	anticipation	0.398	изге
judiciary	anticipation	0.398	суд
lettered	anticipation	0.398	хәрефле
vigil	anticipation	0.398	уяу
reliance	anticipation	0.398	таяну
distracting	anticipation	0.398	читкә юнәлтү
mortification	anticipation	0.398	үлем
balm	anticipation	0.398	бальзам
simmer	anticipation	0.398	кайнату
top	anticipation	0.398	өстә
obliging	anticipation	0.398	бурычлы
efficient	anticipation	0.398	эффектив
guillotine	anticipation	0.398	гилотин
representing	anticipation	0.398	вәкиллеге
death	anticipation	0.398	үлем
assurance	anticipation	0.391	ышандыру
familiarity	anticipation	0.391	танышлык
depraved	anticipation	0.391	бозык
condemnation	anticipation	0.391	хөкем итү
undoubted	anticipation	0.391	.ичшиксез
sanctify	anticipation	0.391	изгеләндер
diplomacy	anticipation	0.391	дипломатия
antidote	anticipation	0.391	антидиот
trust	anticipation	0.391	ышаныч
linger	anticipation	0.391	озак
objective	anticipation	0.391	объектив
chuckle	anticipation	0.391	чылбыр
poke	anticipation	0.391	төрү
abeyance	anticipation	0.391	буйсыну
maternal	anticipation	0.391	ана
art	anticipation	0.391	сәнгать
unfulfilled	anticipation	0.391	үтәлмәгән
inoculation	anticipation	0.384	прививка
simplify	anticipation	0.383	гадиләштерү
depend	anticipation	0.383	бәйле
chant	anticipation	0.383	җырла
ram	anticipation	0.383	Ram
banger	anticipation	0.383	бангер
playground	anticipation	0.383	уен мәйданчыгы
labor	anticipation	0.383	хезмәт
scientist	anticipation	0.383	галим
good	anticipation	0.383	яхшы
humanitarian	anticipation	0.383	гуманитар
failing	anticipation	0.383	уңышсызлык
hap	anticipation	0.383	hap
dutiful	anticipation	0.383	.әр сүзнең
hymn	anticipation	0.383	гимн
ship	anticipation	0.383	кораб
discretion	anticipation	0.383	зирәклек
undecided	anticipation	0.383	карарсыз
gradual	anticipation	0.375	әкренләп
navigator	anticipation	0.375	навигатор
track	anticipation	0.375	трек
cradle	anticipation	0.375	бишек
sterling	anticipation	0.375	стерлинг
interim	anticipation	0.375	вакытлыча
clock	anticipation	0.375	сәгать
mountain	anticipation	0.375	тау
interminable	anticipation	0.375	чиксез
public	anticipation	0.375	җәмәгать
recurrent	anticipation	0.375	кабатлана
savor	anticipation	0.375	ис
abide	anticipation	0.367	тор
concealed	anticipation	0.367	яшерелгән
spear	anticipation	0.367	сөңге
lesson	anticipation	0.367	дәрес
instructions	anticipation	0.367	күрсәтмәләр
sonar	anticipation	0.367	Сонар
biennial	anticipation	0.367	ике еллык
convince	anticipation	0.367	ышандыру
whim	anticipation	0.367	теләк
shiver	anticipation	0.367	калтырану
towering	anticipation	0.367	манара
musical	anticipation	0.367	музыкаль
offset	anticipation	0.359	офсет
theory	anticipation	0.359	теория
theology	anticipation	0.359	теология
undying	anticipation	0.359	.әр сүзнең
timidity	anticipation	0.359	оялчанлык
plump	anticipation	0.359	чүпләү
atone	anticipation	0.359	тазарту
audience	anticipation	0.357	аудитория
dietary	anticipation	0.352	диетик
consecration	anticipation	0.352	изгеләндерү
localize	anticipation	0.352	локальләштерү
paragon	anticipation	0.352	парагон
store	anticipation	0.352	кибет
farm	anticipation	0.352	фермасы
daily	anticipation	0.352	көн саен
cramp	anticipation	0.352	крем
nobility	anticipation	0.352	дворянлык
closure	anticipation	0.352	ябылу
edition	anticipation	0.352	басмасы
kindred	anticipation	0.352	туганнар
stripped	anticipation	0.344	киенгән
errand	anticipation	0.344	errand
archaeology	anticipation	0.344	археология
mutable	anticipation	0.344	үзгәртелә
wireless	anticipation	0.344	чыбыксыз
meditate	anticipation	0.344	уйлану
mobile	anticipation	0.344	мобиль
germ	anticipation	0.336	микроб
brotherly	anticipation	0.336	кардәш
lessen	anticipation	0.336	киметү
unbeaten	anticipation	0.336	җиңелмәгән
pare	anticipation	0.336	пар
buddy	anticipation	0.336	дус
unaccountable	anticipation	0.336	хисапсыз
dove	anticipation	0.328	күгәрчен
patient	anticipation	0.328	пациент
secular	anticipation	0.328	дөньяви
digress	anticipation	0.328	дегресс
chastity	anticipation	0.328	сафлык
council	anticipation	0.328	совет
olfactory	anticipation	0.328	олфабрикасы
ribbon	anticipation	0.328	тасма
possess	anticipation	0.328	ия булу
disposed	anticipation	0.320	утильләштерелгән
scrutinize	anticipation	0.320	тикшерегез
immature	anticipation	0.320	җитмәгән
mediator	anticipation	0.320	арадашчы
regularity	anticipation	0.320	регулярлык
cove	anticipation	0.320	куыш
infanticide	anticipation	0.320	инфицицид
paddle	anticipation	0.320	калак
heft	anticipation	0.320	зур
fancy	anticipation	0.320	матур
preservative	anticipation	0.320	консервант
unpublished	anticipation	0.312	басылмаган
church	anticipation	0.312	чиркәү
bugle	anticipation	0.312	хата
grim	anticipation	0.312	аяныч
denying	anticipation	0.312	инкарь итү
analyst	anticipation	0.312	аналитик
judicial	anticipation	0.305	суд
priesthood	anticipation	0.305	руханилар
broadside	anticipation	0.305	киң
mill	anticipation	0.305	тегермән
dismay	anticipation	0.297	курку
cap	anticipation	0.297	капка
thermocouple	anticipation	0.297	термокупл
tributary	anticipation	0.297	кушылдыгы
instructor	anticipation	0.297	инструктор
exhaustion	anticipation	0.297	ару
saliva	anticipation	0.297	тәлинкә
cataract	anticipation	0.289	катаракт
network	anticipation	0.289	челтәр
visor	anticipation	0.289	визор
shackle	anticipation	0.289	кишер
wont	anticipation	0.289	.әр сүзнең
addresses	anticipation	0.289	адреслары
discreet	anticipation	0.289	акыллы
noncompliance	anticipation	0.289	туры килмәү
bruise	anticipation	0.289	күкрәк
homeless	anticipation	0.289	йортсыз
astronomer	anticipation	0.281	астроном
skewed	anticipation	0.281	шакмак
neighbor	anticipation	0.281	күрше
holiness	anticipation	0.273	изгелек
devil	anticipation	0.273	шайтан
picket	anticipation	0.273	пикет
sentence	anticipation	0.273	җөмлә
latent	anticipation	0.273	яшерен
cream	anticipation	0.273	каймак
immaturity	anticipation	0.273	җитлекмәгәнлек
habitual	anticipation	0.266	гадәттә
morals	anticipation	0.266	әхлак
neighborhood	anticipation	0.266	тирә-юнь
lull	anticipation	0.266	lull
bye	anticipation	0.258	саубуллашу
weight	anticipation	0.258	авырлык
organ	anticipation	0.250	орган
clown	anticipation	0.250	клоун
forearm	anticipation	0.250	беләк
commonplace	anticipation	0.242	гадәти
quote	anticipation	0.242	цитата
rail	anticipation	0.234	тимер юл
dictatorship	anticipation	0.234	диктатура
treadmill	anticipation	0.234	җәяү бару
board	anticipation	0.234	такта
tree	anticipation	0.227	агач
sundial	anticipation	0.227	кояш
paralysis	anticipation	0.211	паралич
cement	anticipation	0.203	цемент
worm	anticipation	0.203	корт
organization	anticipation	0.203	оештыру
lagging	anticipation	0.180	артта калу
neutral	anticipation	0.148	битараф
cannibalism	disgust	0.953	каннибализм
mutilation	disgust	0.930	мутация
molestation	disgust	0.914	җәберләү
incest	disgust	0.914	якынлык кылу
rape	disgust	0.906	көчләү
gonorrhea	disgust	0.906	гонорея
cannibal	disgust	0.898	каннибаль
rot	disgust	0.891	черү
corpse	disgust	0.883	мәет
massacre	disgust	0.883	үтерү
excrement	disgust	0.883	чыгару
barf	disgust	0.875	барф
slaughter	disgust	0.875	сою
slaughterhouse	disgust	0.867	сою
incestuous	disgust	0.859	якынлык кылу
sewerage	disgust	0.859	канализация
filth	disgust	0.859	пычрак
bigot	disgust	0.859	зур
rancid	disgust	0.859	ранчид
infestation	disgust	0.852	инфестация
plague	disgust	0.852	чума
holocaust	disgust	0.852	холокост
bloodthirsty	disgust	0.852	кансыз
rotting	disgust	0.844	черү
fecal	disgust	0.844	фекаль
maggot	disgust	0.844	магот
feces	disgust	0.844	зәвык
murder	disgust	0.839	үтерү
asshole	disgust	0.836	көл
homicide	disgust	0.836	үтерү
enslaved	disgust	0.836	кол
infanticide	disgust	0.836	инфицицид
perverted	disgust	0.828	бозык
excretion	disgust	0.828	чыгару
gore	disgust	0.828	гор
slaughtering	disgust	0.828	сою
torture	disgust	0.828	җәфалау
contaminate	disgust	0.821	пычрат
revolting	disgust	0.820	фетнә
gory	disgust	0.820	Гори
shit	disgust	0.820	бук
terrorist	disgust	0.820	террорист
murderer	disgust	0.820	кеше үтерүче
repugnant	disgust	0.820	җирәнгеч
manure	disgust	0.820	кык
pervert	disgust	0.820	бозык
diarrhoea	disgust	0.820	эч китү
grotesque	disgust	0.820	гротеск
desecration	disgust	0.820	хурлау
faeces	disgust	0.812	зәвык
slavery	disgust	0.812	коллык
sewer	disgust	0.812	канализация
cadaver	disgust	0.812	кадавер
manslaughter	disgust	0.812	кеше үтерү
dismemberment	disgust	0.812	сүтү
vomit	disgust	0.812	кусу
perverse	disgust	0.805	бозык
repulsive	disgust	0.805	җирәнгеч
hemorrhage	disgust	0.805	кан кую
sewage	disgust	0.797	канализация
