English Word	Emotion	Emotion-Intensity-Score	Telugu Word
cannibal	disgust	0.898	నరమాంస భక్షకుడు
rot	disgust	0.891	తెగులు
corpse	disgust	0.883	శవం
massacre	disgust	0.883	నరమేధం
excrement	disgust	0.883	విసర్జన
barf	disgust	0.875	బార్ఫ్
slaughter	disgust	0.875	వధ
slaughterhouse	disgust	0.867	కబేళా
incestuous	disgust	0.859	అక్రమసంబంధమైన
sewerage	disgust	0.859	మురుగునీరు
filth	disgust	0.859	మురికి
bigot	disgust	0.859	మతోన్మాదుడు
rancid	disgust	0.859	మురికిగా
infestation	disgust	0.852	ముట్టడి
plague	disgust	0.852	ప్లేగు
holocaust	disgust	0.852	హోలోకాస్ట్
bloodthirsty	disgust	0.852	రక్తపిపాసి
rotting	disgust	0.844	కుళ్ళిపోతున్నాయి
fecal	disgust	0.844	మలం
maggot	disgust	0.844	పురుగు
feces	disgust	0.844	మలం
murder	disgust	0.839	హత్య
asshole	disgust	0.836	గాడిద
homicide	disgust	0.836	నరహత్య
enslaved	disgust	0.836	బానిసలయ్యారు
infanticide	disgust	0.836	శిశుహత్య
perverted	disgust	0.828	దిక్కుమాలిన
excretion	disgust	0.828	విసర్జన
gore	disgust	0.828	గోరే
slaughtering	disgust	0.828	వధించడం
torture	disgust	0.828	చిత్రహింసలు
contaminate	disgust	0.821	కలుషితం
revolting	disgust	0.820	తిరుగుబాటు
gory	disgust	0.820	గోరీ
shit	disgust	0.820	ఒంటి
terrorist	disgust	0.820	తీవ్రవాది
murderer	disgust	0.820	హంతకుడు
repugnant	disgust	0.820	అసహ్యకరమైన
manure	disgust	0.820	పేడ
pervert	disgust	0.820	వక్రబుద్ధి
diarrhoea	disgust	0.820	అతిసారం
grotesque	disgust	0.820	వింతైన
desecration	disgust	0.820	అపవిత్రం
faeces	disgust	0.812	మలం
slavery	disgust	0.812	బానిసత్వం
sewer	disgust	0.812	మురుగు కాలువ
cadaver	disgust	0.812	శవం
manslaughter	disgust	0.812	నరహత్య
dismemberment	disgust	0.812	విచ్ఛేదనం
vomit	disgust	0.812	వాంతి
perverse	disgust	0.805	దిక్కుమాలిన
repulsive	disgust	0.805	వికర్షక
hemorrhage	disgust	0.805	రక్తస్రావం
sewage	disgust	0.797	మురుగునీరు
filthy	disgust	0.797	మురికి
diseased	disgust	0.797	వ్యాధిగ్రస్తుడు
depravity	disgust	0.797	అధోగతి
carcass	disgust	0.795	మృతదేహం
decompose	disgust	0.789	కుళ్ళిపోతాయి
gruesome	disgust	0.789	భయంకరమైన
mutilated	disgust	0.789	వికలాంగులయ్యారు
puke	disgust	0.789	పుక్కిలించు
herpes	disgust	0.789	హెర్పెస్
decayed	disgust	0.789	కుళ్ళిపోయింది
dung	disgust	0.789	పేడ
vermin	disgust	0.789	చీడపురుగు
murderous	disgust	0.789	హంతకుడు
parasite	disgust	0.789	పరాన్నజీవి
horrific	disgust	0.789	భయంకరమైన
carnage	disgust	0.781	మారణహోమం
malaria	disgust	0.781	మలేరియా
slime	disgust	0.781	బురద
flatulence	disgust	0.781	అపానవాయువు
pestilence	disgust	0.781	తెగులు
crap	disgust	0.781	చెత్త
monstrosity	disgust	0.781	రాక్షసత్వం
loathsome	disgust	0.773	అసహ్యకరమైన
toxic	disgust	0.773	విషపూరితమైన
morgue	disgust	0.773	శవాగారం
pus	disgust	0.773	చీము
herpesvirus	disgust	0.773	హెర్పెస్వైరస్
leprosy	disgust	0.773	కుష్ఠురోగము
insidious	disgust	0.773	కృత్రిమమైన
cruel	disgust	0.766	క్రూరమైన
regurgitation	disgust	0.766	రెగ్యురిటేషన్
anthrax	disgust	0.766	ఆంత్రాక్స్
xenophobia	disgust	0.766	విద్వేషం
repugnance	disgust	0.766	నిరాదరణ
lynch	disgust	0.766	లించ్
revulsion	disgust	0.766	విరక్తి
whore	disgust	0.766	వేశ్య
dissection	disgust	0.759	విచ్ఛేదనం
mucous	disgust	0.758	శ్లేష్మం
canker	disgust	0.758	పుండు
slum	disgust	0.758	మురికివాడ
infectious	disgust	0.758	అంటువ్యాధి
evil	disgust	0.758	చెడు
phlegm	disgust	0.758	కఫం
cruelty	disgust	0.758	క్రూరత్వం
perversion	disgust	0.758	వక్రబుద్ధి
sinister	disgust	0.750	చెడ్డ
leeches	disgust	0.750	జలగలు
corrupting	disgust	0.750	అవినీతిపరుస్తున్నారు
decomposition	disgust	0.750	కుళ్ళిపోవడం
abomination	disgust	0.742	అసహ్యము
stinking	disgust	0.742	దుర్వాసన వెదజల్లుతోంది
bile	disgust	0.742	పిత్తం
demonic	disgust	0.742	దయ్యం
deranged	disgust	0.742	విభ్రాంతి చెందాడు
abhorrence	disgust	0.742	అసహ్యం
soiled	disgust	0.742	మురికి
mucus	disgust	0.742	శ్లేష్మం
septic	disgust	0.742	సెప్టిక్
sickening	disgust	0.742	అనారోగ్యము
demon	disgust	0.742	భూతం
cancer	disgust	0.734	క్యాన్సర్
obese	disgust	0.734	ఊబకాయం
degeneracy	disgust	0.734	క్షీణత
despicable	disgust	0.734	తుచ్ఛమైనది
atrocity	disgust	0.734	దారుణం
foul	disgust	0.734	తప్పు
sicken	disgust	0.734	జబ్బుపడిన
crucifixion	disgust	0.734	శిలువ వేయడం
terrorism	disgust	0.734	తీవ్రవాదం
repulsion	disgust	0.727	వికర్షణ
morbidity	disgust	0.727	అనారోగ్యం
dysentery	disgust	0.727	విరేచనాలు
enema	disgust	0.727	ఎనిమా
bacterium	disgust	0.727	బాక్టీరియం
dirty	disgust	0.727	మురికి
adultery	disgust	0.727	వ్యభిచారం
contamination	disgust	0.727	కాలుష్యం
grisly	disgust	0.727	భయంకరంగా
diabolical	disgust	0.727	క్రూరమైన
autopsy	disgust	0.719	శవపరీక్ష
barbaric	disgust	0.719	అనాగరికమైన
vulgar	disgust	0.719	అసభ్యకరమైన
entrails	disgust	0.719	అంతరాలు
disgust	disgust	0.719	అసహ్యము
lewd	disgust	0.719	అసభ్యకరమైన
muck	disgust	0.719	బురద
bowels	disgust	0.719	ప్రేగులు
garbage	disgust	0.719	చెత్త
deterioration	disgust	0.719	క్షీణత
contagion	disgust	0.719	అంటువ్యాధి
vicious	disgust	0.719	విష
disfigured	disgust	0.719	వికారమైన
pungent	disgust	0.719	ఘాటైన
gross	disgust	0.719	స్థూల
bloodshed	disgust	0.714	రక్తపాతం
gag	disgust	0.711	గాగ్
pollute	disgust	0.711	కలుషితం
nausea	disgust	0.711	వికారం
tyrant	disgust	0.711	నిరంకుశుడు
wretched	disgust	0.711	నీచమైన
mortification	disgust	0.711	మృత్యువు
violent	disgust	0.711	హింసాత్మకమైన
poisoned	disgust	0.711	విషప్రయోగం
nauseate	disgust	0.703	వికారం
slimy	disgust	0.703	సన్నగా
grope	disgust	0.703	తడబడు
slut	disgust	0.703	పతిత
nasty	disgust	0.703	దుష్ట
disgusting	disgust	0.703	అసహ్యకరమైన
depraved	disgust	0.703	చెడిపోయిన
porn	disgust	0.703	పోర్న్
hateful	disgust	0.703	ద్వేషపూరితమైన
vulgarity	disgust	0.703	అసభ్యత
noxious	disgust	0.703	హానికరమైన
grime	disgust	0.703	ధూళి
constipation	disgust	0.703	మలబద్ధకం
secretion	disgust	0.703	స్రావము
poisoning	disgust	0.703	విషప్రయోగం
despotism	disgust	0.703	నిరంకుశత్వం
measles	disgust	0.696	తట్టు
contagious	disgust	0.695	అంటుకుంటుంది
obesity	disgust	0.695	ఊబకాయం
wart	disgust	0.695	మొటిమ
hate	disgust	0.695	ద్వేషించు
hellish	disgust	0.695	నరకప్రాయమైన
scum	disgust	0.695	ఒట్టు
suicidal	disgust	0.695	ఆత్మహత్య
wretch	disgust	0.695	నీచుడు
abuse	disgust	0.695	తిట్టు
waste	disgust	0.695	వ్యర్థం
intestinal	disgust	0.695	పేగు
heartworm	disgust	0.688	గుండె పురుగు
ooze	disgust	0.688	స్రవించు
treason	disgust	0.688	రాజద్రోహం
contaminated	disgust	0.688	కలుషితమైన
smut	disgust	0.688	స్మట్
disease	disgust	0.688	వ్యాధి
rabid	disgust	0.688	క్రూరమైన
deformed	disgust	0.680	వైకల్యంతో
hell	disgust	0.680	నరకం
soulless	disgust	0.680	ఆత్మలేని
cholera	disgust	0.680	కలరా
bestial	disgust	0.680	మృగమైన
antichrist	disgust	0.680	క్రీస్తు విరోధి
freakish	disgust	0.680	విచిత్రమైన
germ	disgust	0.680	సూక్ష్మక్రిమి
detest	disgust	0.680	ద్వేషించు
pollution	disgust	0.680	కాలుష్యం
grimy	disgust	0.680	క్రూరమైన
abhorrent	disgust	0.680	అసహ్యకరమైన
hatred	disgust	0.680	ద్వేషం
abominate	disgust	0.680	అసహ్యించు
sickness	disgust	0.680	అనారోగ్యం
hideous	disgust	0.672	వికారమైన
dictatorship	disgust	0.672	నియంతృత్వం
loathful	disgust	0.672	అసహ్యకరమైన
greasy	disgust	0.672	జిడ్డుగల
dilapidated	disgust	0.672	శిథిలమైన
inhuman	disgust	0.672	అమానుషమైనది
loathing	disgust	0.672	అసహ్యించుకోవడం
obscene	disgust	0.672	అసభ్యకరమైన
cess	disgust	0.670	సెస్
devil	disgust	0.664	దెయ్యం
deformity	disgust	0.664	వైకల్యం
nauseous	disgust	0.664	వికారం
deadly	disgust	0.664	ఘోరమైన
swine	disgust	0.664	స్వైన్
discrimination	disgust	0.664	వివక్ష
abominable	disgust	0.664	అసహ్యకరమైన
masochism	disgust	0.664	మసోకిజం
heretic	disgust	0.664	మతవిశ్వాసి
latrines	disgust	0.656	మరుగుదొడ్లు
corruption	disgust	0.656	అవినీతి
poisonous	disgust	0.656	విషపూరితమైన
horror	disgust	0.656	భయానక
nefarious	disgust	0.656	నీచమైన
bacteria	disgust	0.656	బాక్టీరియా
horrible	disgust	0.656	భయంకరమైన
trash	disgust	0.656	చెత్త
abortion	disgust	0.656	గర్భస్రావం
death	disgust	0.656	మరణం
prejudiced	disgust	0.656	పక్షపాతంతో
poison	disgust	0.656	విషం
oppression	disgust	0.656	అణచివేత
