English Word	Emotion	Emotion-Intensity-Score	Yoruba Word
imprisoned	disgust	0.539	ewon
sloth	disgust	0.539	ọlẹ
repudiation	disgust	0.539	ikọsilẹ
disgrace	disgust	0.539	itiju
infidelity	disgust	0.539	aigbagbọ
pig	disgust	0.539	ẹlẹdẹ
lethal	disgust	0.536	apaniyan
burnt	disgust	0.531	sisun
brawl	disgust	0.531	ija
withered	disgust	0.531	rọ
blemish	disgust	0.531	àbùkù
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	aberration
smuggler	disgust	0.531	onijagidijagan
painful	disgust	0.531	irora
condescension	disgust	0.531	condescension
intolerant	disgust	0.531	aláìfaradà
blasphemous	disgust	0.531	ọrọ-odi
lying	disgust	0.531	eke
hanging	disgust	0.531	adiye
travesty	disgust	0.531	travesty
ruined	disgust	0.531	ti bajẹ
intrusive	disgust	0.531	intrusive
disintegrate	disgust	0.531	tuka
destructive	disgust	0.531	apanirun
neurotic	disgust	0.531	neurotic
disparaging	disgust	0.523	disparaging
blighted	disgust	0.523	blighted
intolerance	disgust	0.523	aibikita
mistress	disgust	0.523	iyaalegbe
avarice	disgust	0.523	avarice
disgraced	disgust	0.523	itiju
derogation	disgust	0.523	irẹwẹsi
rubbish	disgust	0.523	idoti
accusation	disgust	0.523	ẹsun
incarceration	disgust	0.523	itimole
tortious	disgust	0.516	tortious
dishonor	disgust	0.516	àbùkù
stink	disgust	0.516	rùn
grim	disgust	0.516	koro
rob	disgust	0.516	jalè
defraud	disgust	0.516	jibiti
sump	disgust	0.516	sump
cringe	disgust	0.516	ibinujẹ
vulture	disgust	0.516	ẹkùn
deplorable	disgust	0.516	deplorable
mite	disgust	0.516	mite
eradication	disgust	0.516	imukuro
degrade	disgust	0.516	degraded
gutter	disgust	0.516	gogoro
convict	disgust	0.516	jẹbi
remains	disgust	0.516	ku
betray	disgust	0.516	danu
daemon	disgust	0.516	daemon
sham	disgust	0.509	aṣiwere
distasteful	disgust	0.508	irira
prisoner	disgust	0.508	elewon
dreadfully	disgust	0.508	ẹru
worthless	disgust	0.508	aláìníláárí
crude	disgust	0.508	robi
delirium	disgust	0.508	delirium
incurable	disgust	0.508	aiwosan
smelling	disgust	0.508	olóòórùn dídùn
idiocy	disgust	0.508	omugo
resentment	disgust	0.508	ìkóríra
bombed	disgust	0.508	bombu
blob	disgust	0.508	blob
cheat	disgust	0.508	iyanjẹ
schizophrenia	disgust	0.508	schizophrenia
rejection	disgust	0.508	ijusile
belittle	disgust	0.508	kekere
glut	disgust	0.508	ikunra
disaster	disgust	0.508	ajalu
distress	disgust	0.508	wahala
pest	disgust	0.508	kokoro
endemic	disgust	0.508	ebute
theft	disgust	0.500	ole
banish	disgust	0.500	banish
mire	disgust	0.500	ẹrẹ
flagrant	disgust	0.500	alagidi
derision	disgust	0.500	ẹgan
dirt	disgust	0.500	idoti
screaming	disgust	0.500	igbe
offense	disgust	0.500	ẹṣẹ
jealousy	disgust	0.500	owú
bribery	disgust	0.500	àbẹ̀tẹ́lẹ̀
polemic	disgust	0.500	polemic
blight	disgust	0.500	arun
impeach	disgust	0.500	impeach
bitterness	disgust	0.500	kikoro
taboo	disgust	0.500	taboo
duress	disgust	0.500	ipanilaya
goblin	disgust	0.500	goblin
shackle	disgust	0.500	dè
idolatry	disgust	0.500	ibọriṣa
greed	disgust	0.500	ojukokoro
impurity	disgust	0.500	aimọ
tirade	disgust	0.500	tirade
idiot	disgust	0.492	omugo
boil	disgust	0.492	sise
unconscionable	disgust	0.492	aibikita
disreputable	disgust	0.492	aibikita
robber	disgust	0.492	ọlọṣà
malign	disgust	0.492	buburu
wreck	disgust	0.492	iparun
recession	disgust	0.492	ipadasẹhin
gorge	disgust	0.492	goji
leer	disgust	0.492	leer
ill	disgust	0.492	aláìsàn
squirm	disgust	0.492	squirm
raging	disgust	0.484	ibinu
servile	disgust	0.484	servile
mess	disgust	0.484	idotin
nappy	disgust	0.484	nappy
possessed	disgust	0.484	ti gba
unbearable	disgust	0.484	aláìfaradà
occult	disgust	0.484	òkùnkùn
contraband	disgust	0.484	ilodi si
snarl	disgust	0.484	gbon
mutiny	disgust	0.484	ipanilara
mad	disgust	0.484	were
affliction	disgust	0.484	iponju
stain	disgust	0.484	abawọn
animosity	disgust	0.484	ikorira
contempt	disgust	0.484	ẹgan
tramp	disgust	0.484	tramp
nepotism	disgust	0.484	onigbagbo
disrespectful	disgust	0.484	alaibọwọ
defamation	disgust	0.484	ìbanilórúkọjẹ́
inexcusable	disgust	0.484	inexcusable
aversation	disgust	0.484	ikorira
wasteful	disgust	0.484	egbin
offender	disgust	0.484	ẹlẹṣẹ
subjugation	disgust	0.484	ìtẹríba
illegality	disgust	0.477	arufin
dismal	disgust	0.477	aibikita
criminal	disgust	0.477	odaran
unpleasant	disgust	0.477	aidunnu
palsy	disgust	0.477	ẹlẹgba
antagonistic	disgust	0.477	atako
pathetic	disgust	0.477	pathetic
uncaring	disgust	0.477	aibikita
suppression	disgust	0.477	titẹkuro
immorality	disgust	0.477	àgbèrè
mockery	disgust	0.477	ẹgan
outrage	disgust	0.469	ibinu
mocking	disgust	0.469	ẹlẹgàn
wallow	disgust	0.469	alaro
cough	disgust	0.469	Ikọaláìdúró
arrogant	disgust	0.469	agberaga
angry	disgust	0.469	ibinu
poverty	disgust	0.469	osi
grating	disgust	0.469	grating
livid	disgust	0.469	gbele
aggravation	disgust	0.469	ibinu
repellent	disgust	0.469	apanirun
perspiration	disgust	0.469	perspiration
banishment	disgust	0.469	ifipabanilopo
furious	disgust	0.469	ibinu
shoddy	disgust	0.469	shoddy
banshee	disgust	0.469	banshee
deceive	disgust	0.461	tan
fool	disgust	0.461	aṣiwere
quack	disgust	0.461	quack
distorted	disgust	0.461	daru
spider	disgust	0.461	alantakun
unjustifiable	disgust	0.461	unjustifiable
deplore	disgust	0.461	binu
spurious	disgust	0.461	alaburuku
perdition	disgust	0.461	iparun
muddy	disgust	0.461	pẹtẹpẹtẹ
fraudulent	disgust	0.461	arekereke
scar	disgust	0.461	aleebu
prick	disgust	0.461	kọlu
insulting	disgust	0.461	ẹgan
plunder	disgust	0.461	ikogun
recklessness	disgust	0.461	aibikita
stigma	disgust	0.453	abuku
disparage	disgust	0.453	aibikita
unthinkable	disgust	0.453	airotẹlẹ
disingenuous	disgust	0.453	alaigbọran
bane	disgust	0.453	bane
dishonest	disgust	0.453	aiṣododo
aphid	disgust	0.453	aphid
elimination	disgust	0.453	imukuro
cur	disgust	0.453	kuru
selfish	disgust	0.453	amotaraeninikan
eschew	disgust	0.453	eschew
dire	disgust	0.453	dire
indignation	disgust	0.453	ibinu
antipathy	disgust	0.453	antipathy
alienate	disgust	0.453	àjèjì
mosquito	disgust	0.445	efon
piles	disgust	0.445	piles
pious	disgust	0.445	olooto
lie	disgust	0.445	purọ
opium	disgust	0.445	opium
smell	disgust	0.445	orun
iniquity	disgust	0.445	aisedede
caries	disgust	0.445	caries
despair	disgust	0.445	ainireti
recalcitrant	disgust	0.445	recalcitrant
egotistical	disgust	0.445	egotistical
wasted	disgust	0.445	sofo
vacuous	disgust	0.445	igbale
bankruptcy	disgust	0.445	idiwo
garish	disgust	0.445	garish
obnoxious	disgust	0.438	irira
ashamed	disgust	0.438	tiju
abject	disgust	0.438	airotẹlẹ
sticky	disgust	0.438	alalepo
scream	disgust	0.438	pariwo
hopelessness	disgust	0.438	ainireti
homeless	disgust	0.438	aini ile
shun	disgust	0.438	yago fun
inmate	disgust	0.438	elewon
alien	disgust	0.438	ajeji
hog	disgust	0.438	elede
aversion	disgust	0.438	ikorira
abnormal	disgust	0.438	ajeji
cursing	disgust	0.430	ègún
undesirable	disgust	0.430	aifẹ
denounce	disgust	0.430	ibawi
witch	disgust	0.430	ajẹ
creature	disgust	0.430	eda
lusty	disgust	0.430	ifẹkufẹ
illegal	disgust	0.430	arufin
debris	disgust	0.430	idoti
callous	disgust	0.430	alailaanu
reflux	disgust	0.430	reflux
adverse	disgust	0.430	ikolu
shameless	disgust	0.430	ainitiju
separatist	disgust	0.430	oluyapa
trickery	disgust	0.430	arekereke
falsity	disgust	0.430	iro
pall	disgust	0.430	pall
defiance	disgust	0.430	atako
incredulous	disgust	0.430	alaragbayida
curse	disgust	0.430	egún
pompous	disgust	0.422	pompous
socialist	disgust	0.422	sosialisiti
mistrust	disgust	0.422	aifokanbale
infantile	disgust	0.422	ọmọ ikoko
wasting	disgust	0.422	jafara
hairy	disgust	0.422	irun
nicotine	disgust	0.422	eroja taba
denunciation	disgust	0.422	ìdálẹ́bi
collapse	disgust	0.422	subu
untidy	disgust	0.422	aiduro
ferocious	disgust	0.422	onibaje
ammonia	disgust	0.422	amonia
carelessness	disgust	0.422	aibikita
impure	disgust	0.422	alaimọ
contentious	disgust	0.422	ariyanjiyan
bum	disgust	0.422	bumu
affront	disgust	0.422	ikọlu
offend	disgust	0.422	ibinu
tarnish	disgust	0.422	ibaje
idiotic	disgust	0.422	òmùgọ̀
badness	disgust	0.422	buburu
delinquent	disgust	0.422	ẹlẹṣẹ
swarm	disgust	0.422	agbo
hypertrophy	disgust	0.422	hypertrophy
gush	disgust	0.422	riru
tasteless	disgust	0.422	alaiwulo
bovine	disgust	0.422	eran eran
slush	disgust	0.422	slush
litigious	disgust	0.414	ẹjọ
dishonesty	disgust	0.414	aiṣododo
vegetative	disgust	0.414	ewebe
unfavorable	disgust	0.414	aiṣedeede
displacency	disgust	0.414	iṣipopada
illegitimate	disgust	0.414	aitọ
sour	disgust	0.414	ekan
socialism	disgust	0.414	socialism
disobey	disgust	0.414	aigbọran
drivel	disgust	0.414	wakọ
vampire	disgust	0.414	Fanpaya
neglected	disgust	0.414	igbagbe
murky	disgust	0.414	ṣokunkun
ignorant	disgust	0.406	alaimọ
disgruntled	disgust	0.406	ibanuje
discontinuity	disgust	0.406	idaduro
dislike	disgust	0.406	ikorira
unlawful	disgust	0.406	arufin
wrongdoing	disgust	0.406	aiṣedeede
shoplifting	disgust	0.406	itaja itaja
recidivism	disgust	0.406	isọdọtun
outcast	disgust	0.406	atako
bogus	disgust	0.406	irokuro
displeasure	disgust	0.406	ibinu
repel	disgust	0.406	idojuti
falsify	disgust	0.406	iro ni
ungrateful	disgust	0.406	aláìmoore
unkind	disgust	0.406	aibikita
phony	disgust	0.406	phony
prosecution	disgust	0.406	ibanirojọ
woe	disgust	0.398	ègbé
averse	disgust	0.398	ikorira
loon	disgust	0.398	loon
worsening	disgust	0.398	buru si
paucity	disgust	0.398	aiduro
unnatural	disgust	0.398	atubotan
amphetamines	disgust	0.398	awọn amphetamines
senseless	disgust	0.398	aimọgbọnwa
rigor	disgust	0.398	lile
subvert	disgust	0.398	ipadasẹhin
failure	disgust	0.398	ikuna
lick	disgust	0.398	lá
unruly	disgust	0.398	alaigbọran
woefully	disgust	0.398	egbé
stingy	disgust	0.398	elere
crushing	disgust	0.398	fifun pa
disdain	disgust	0.398	ikorira
insult	disgust	0.393	ẹgan
averseness	disgust	0.391	ikorira
disrelish	disgust	0.391	disrelish
punished	disgust	0.391	jiya
critter	disgust	0.391	critter
damage	disgust	0.391	bibajẹ
scorpion	disgust	0.391	àkekèé
diatribe	disgust	0.391	ditribe
muff	disgust	0.391	muff
farcical	disgust	0.391	alarinkiri
antisocial	disgust	0.391	atako awujo
hardened	disgust	0.391	le
punishment	disgust	0.391	ijiya
bad	disgust	0.391	buburu
expel	disgust	0.391	le jade
surly	disgust	0.383	surly
lament	disgust	0.383	ṣọfọ
illiterate	disgust	0.383	alaimọwe
divorce	disgust	0.383	ikọsilẹ
teeming	disgust	0.383	teeming
plagiarism	disgust	0.383	plagiarism
eviction	disgust	0.383	ilọkuro
orc	disgust	0.383	orc
disappoint	disgust	0.383	jakulẹ
shabby	disgust	0.383	gbigbona
presumptuous	disgust	0.383	ìkùgbù
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	ija
guilt	disgust	0.383	ẹṣẹ
fugitive	disgust	0.383	asasala
irrational	disgust	0.383	alaimọkan
adder	disgust	0.383	paramọlẹ
fulsome	disgust	0.383	didan
sacrifices	disgust	0.383	ebo
hypocritical	disgust	0.383	àgàbàgebè
shock	disgust	0.375	mọnamọna
alienation	disgust	0.375	àjèjì
scoff	disgust	0.375	ẹlẹgàn
plight	disgust	0.375	iponju
irritation	disgust	0.375	ibinu
unworthy	disgust	0.375	aláìyẹ
misconduct	disgust	0.375	iwa ibaje
defective	disgust	0.375	alebu awọn
blame	disgust	0.375	ìdálẹ́bi
depressing	disgust	0.375	ìrẹ̀wẹ̀sì
dislocated	disgust	0.375	dislocated
irritating	disgust	0.375	ibinu
vainly	disgust	0.367	asan
toad	disgust	0.367	toad
powerless	disgust	0.367	alailagbara
coerce	disgust	0.367	fipá múni
shuddering	disgust	0.367	gbigbọn
stripped	disgust	0.367	ṣi kuro
revoke	disgust	0.367	fagilee
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	ailera
exclusion	disgust	0.367	iyasoto
disillusionment	disgust	0.367	ibanuje
blatant	disgust	0.367	aifokanbale
hurtful	disgust	0.367	ipalara
hoax	disgust	0.367	hoax
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	ọfin
squelch	disgust	0.367	squelch
deserted	disgust	0.359	aṣálẹ
damn	disgust	0.359	Gbaga
incompatible	disgust	0.359	aibaramu
dispose	disgust	0.359	sọnù
oddity	disgust	0.359	ajeji
rebellion	disgust	0.359	iṣọtẹ
ineptitude	disgust	0.359	aipe
bug	disgust	0.359	kokoro
disobedience	disgust	0.359	aigboran
inept	disgust	0.352	inept
litigate	disgust	0.352	ẹjọ
dismissal	disgust	0.352	yiyọ kuro
cutting	disgust	0.352	gige
untoward	disgust	0.352	si ọna
displeased	disgust	0.352	inu ko dun
censor	disgust	0.352	ihamon
ridiculous	disgust	0.352	yeye
compost	disgust	0.352	compost
frustrate	disgust	0.352	ibanuje
misbehavior	disgust	0.352	iwa ibaje
lawyer	disgust	0.352	amofin
crushed	disgust	0.352	itemole
flesh	disgust	0.352	ẹran ara
uncertain	disgust	0.352	aidaniloju
obi	disgust	0.352	obi
flinch	disgust	0.352	fọnka
fierce	disgust	0.352	imuna
wrongful	disgust	0.352	ti ko tọ
depreciate	disgust	0.344	dinku
disapprove	disgust	0.344	ko gba
tearful	disgust	0.344	omije
grumble	disgust	0.336	kùn
unsettled	disgust	0.336	aiduro
annoy	disgust	0.336	binu
exigent	disgust	0.336	exigent
heartsick	disgust	0.336	aibalẹ
lawsuit	disgust	0.336	ejo
discoloration	disgust	0.336	discoloration
lumpy	disgust	0.336	lumpy
daft	disgust	0.336	daft
blunder	disgust	0.336	aburu
discontent	disgust	0.336	aibanujẹ
bickering	disgust	0.336	àríyànjiyàn
thoughtless	disgust	0.336	lairotẹlẹ
disliked	disgust	0.336	ikorira
disinclination	disgust	0.336	disinclination
distrust	disgust	0.336	aifokanbale
disallowed	disgust	0.336	ko gba laaye
instability	disgust	0.328	aisedeede
hydrophobia	disgust	0.328	hydrophobia
whine	disgust	0.328	ẹkún
inhibit	disgust	0.328	dojuti
excluded	disgust	0.328	yọkuro
provoking	disgust	0.328	imunibinu
grievance	disgust	0.328	ẹdun ọkan
unmanageable	disgust	0.328	aiṣakoso
sly	disgust	0.328	arekereke
exasperation	disgust	0.328	ibinu
cacophony	disgust	0.328	cacophony
unsatisfactory	disgust	0.328	ti ko ni itẹlọrun
disappointed	disgust	0.328	adehun
materialist	disgust	0.328	olowo-ọrọ
misleading	disgust	0.321	sinilona
mishap	disgust	0.320	aburu
soot	disgust	0.320	soot
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	disclaim
annoyance	disgust	0.320	ibinu
disapproving	disgust	0.320	aifọwọsi
disservice	disgust	0.320	aibikita
reproach	disgust	0.320	ẹgan
confined	disgust	0.320	ni ihamọ
unequal	disgust	0.320	aidogba
rags	disgust	0.320	akisa
groan	disgust	0.320	kerora
soil	disgust	0.312	ile
inappropriate	disgust	0.312	aibojumu
criticize	disgust	0.312	ṣofintoto
disincline	disgust	0.312	disincline
theism	disgust	0.312	ẹkọ ẹkọ
depreciated	disgust	0.312	dinku
inconsiderate	disgust	0.312	aibikita
overpriced	disgust	0.312	overpriced
stomach	disgust	0.312	ikun
burke	disgust	0.312	burke
sneeze	disgust	0.312	rọ
gall	disgust	0.305	ikunra
bang	disgust	0.305	bang
inadmissible	disgust	0.305	aibikita
unfriendly	disgust	0.305	aisore
unaccountable	disgust	0.305	aiṣiro
disparity	disgust	0.305	iyapa
latent	disgust	0.305	wiwaba
disliking	disgust	0.305	ikorira
shack	disgust	0.305	agọ
grumpy	disgust	0.305	iroro
coop	disgust	0.304	coop
disappointment	disgust	0.297	oriyin
scold	disgust	0.297	ibaniwi
delay	disgust	0.297	idaduro
congress	disgust	0.297	asofin
growling	disgust	0.297	nkùn
backwards	disgust	0.297	sẹhin
soreness	disgust	0.297	egbo
disregarded	disgust	0.297	aibikita
rogue	disgust	0.297	Ole
lonely	disgust	0.297	adashe
notoriety	disgust	0.289	ogbontarigi
catechism	disgust	0.289	katechism
flop	disgust	0.289	flop
infamous	disgust	0.289	ailokiki
janitor	disgust	0.289	olutọju
nettle	disgust	0.289	nettle
saturated	disgust	0.281	po lopolopo
prohibited	disgust	0.281	leewọ
gaby	disgust	0.281	agba
wince	disgust	0.281	wince
desist	disgust	0.281	duro
unfair	disgust	0.281	aiṣododo
aftermath	disgust	0.281	lẹhin
remiss	disgust	0.281	remis
tribunal	disgust	0.273	ile ejo
discolored	disgust	0.273	discolored
wrangling	disgust	0.273	ija
uneasy	disgust	0.273	aibalẹ
huff	disgust	0.273	huff
weird	disgust	0.266	eemọ
impolite	disgust	0.266	alaimọkan
swig	disgust	0.266	swig
crawl	disgust	0.266	ra ko
unsatisfied	disgust	0.266	ti ko ni itẹlọrun
inefficiency	disgust	0.266	aiṣedeede
frantic	disgust	0.266	ijakadi
bureaucrat	disgust	0.266	bureaucrat
politic	disgust	0.266	oselu
coldness	disgust	0.266	otutu
gruff	disgust	0.258	gruff
octopus	disgust	0.258	ẹja ẹlẹsẹ mẹjọ
chagrin	disgust	0.258	ibinu
barrow	disgust	0.258	barrow
copycat	disgust	0.258	daakọ
incase	disgust	0.258	bi o ba ṣẹlẹ pe
rascal	disgust	0.258	rascal
sarcasm	disgust	0.258	ẹgan
instinctive	disgust	0.258	instinative
misconception	disgust	0.250	aburu
disinclined	disgust	0.250	disinclined
john	disgust	0.250	john
hulk	disgust	0.250	hulk
baboon	disgust	0.250	obo
shanghai	disgust	0.250	Shanghai
cupping	disgust	0.250	agolo
lose	disgust	0.250	padanu
rook	disgust	0.242	rook
entangled	disgust	0.242	dipọ
gratuitous	disgust	0.242	gratuitous
scrub	disgust	0.242	scrub
opponent	disgust	0.242	alatako
tariff	disgust	0.242	owo idiyele
questionable	disgust	0.234	ibeere
prolong	disgust	0.234	pẹ
reluctance	disgust	0.234	aifẹ
lagging	disgust	0.234	aisun
misstatement	disgust	0.234	aburu
resign	disgust	0.234	fi silẹ
unlucky	disgust	0.234	ailoriire
backwardness	disgust	0.234	sẹhin
ineffectual	disgust	0.227	ti ko ni ipa
disqualified	disgust	0.227	disqualified
subsidy	disgust	0.227	iranlọwọ
reversal	disgust	0.227	ipadasẹhin
default	disgust	0.227	aiyipada
fussy	disgust	0.227	iruju
unpopular	disgust	0.227	ailokiki
petroleum	disgust	0.219	epo epo
intense	disgust	0.219	intense
evade	disgust	0.219	yago fun
frowning	disgust	0.219	bíbo
weight	disgust	0.219	iwuwo
dame	disgust	0.219	omobinrin
donkey	disgust	0.211	kẹtẹkẹtẹ
actionable	disgust	0.211	sise
tawny	disgust	0.211	tawun
unhappy	disgust	0.211	aidunnu
dandy	disgust	0.203	dandy
birch	disgust	0.203	birch
speck	disgust	0.203	speki
hood	disgust	0.203	ibori
owing	disgust	0.203	gbese
desert	disgust	0.203	aṣálẹ
indifference	disgust	0.203	aibikita
awkwardness	disgust	0.203	àìrọrùn
rave	disgust	0.203	igbogun ti
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	airọrun
howl	disgust	0.195	hu
dabbling	disgust	0.195	fifin
morals	disgust	0.195	iwa
misguided	disgust	0.195	aṣina
airs	disgust	0.195	afefe
gelatin	disgust	0.195	gelatin
fleece	disgust	0.195	irun-agutan
monochrome	disgust	0.195	monochrome
lush	disgust	0.188	ọti
celebrity	disgust	0.188	olokiki
avoid	disgust	0.188	yago fun
gent	disgust	0.188	apọnle
stalemate	disgust	0.188	stalemate
lesser	disgust	0.188	kere ju
sunk	disgust	0.180	rì
nose	disgust	0.180	imu
laughable	disgust	0.180	rerin
claimant	disgust	0.180	onibeere
possession	disgust	0.180	ini
larger	disgust	0.164	tobi
pregnancy	disgust	0.164	oyun
thrift	disgust	0.164	arowoto
undoubted	disgust	0.164	laiseaniani
mouthful	disgust	0.164	ẹnu
hoot	disgust	0.164	hoot
sentence	disgust	0.156	gbolohun ọrọ
misplace	disgust	0.156	ibi ti ko tọ
clamor	disgust	0.156	ariwo
parrot	disgust	0.156	parrot
obliging	disgust	0.156	ọranyan
nameless	disgust	0.148	laini orukọ
bummer	disgust	0.148	bummer
elf	disgust	0.141	elf
feeling	disgust	0.141	rilara
excellence	disgust	0.141	didara julọ
gray	disgust	0.133	grẹy
asymmetry	disgust	0.133	asymmetry
turn	disgust	0.133	yipada
clumsy	disgust	0.133	irokuro
stall	disgust	0.133	da duro
bran	disgust	0.125	ikọmu
finally	disgust	0.125	nipari
lord	disgust	0.125	oluwa
nurture	disgust	0.117	tọ́jú
savor	disgust	0.117	adun
cove	disgust	0.117	ibora
winning	disgust	0.109	bori
lemon	disgust	0.109	lẹmọnu
powerful	disgust	0.102	alagbara
glitter	disgust	0.094	dake
interior	disgust	0.086	inu ilohunsoke
