English Word	Emotion	Emotion-Intensity-Score	Swedish Word
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	koppning
lose	disgust	0.250	tappa bort
rook	disgust	0.242	råka
entangled	disgust	0.242	intrasslad
gratuitous	disgust	0.242	gratis
scrub	disgust	0.242	skrubba
opponent	disgust	0.242	motståndare
tariff	disgust	0.242	taxa
questionable	disgust	0.234	tveksamt
prolong	disgust	0.234	förlänga
reluctance	disgust	0.234	motvillighet
lagging	disgust	0.234	släpar efter
misstatement	disgust	0.234	felaktighet
resign	disgust	0.234	avgå
unlucky	disgust	0.234	olycklig
backwardness	disgust	0.234	efterblivenhet
ineffectual	disgust	0.227	verkningslös
disqualified	disgust	0.227	diskvalificerad
subsidy	disgust	0.227	bidrag
reversal	disgust	0.227	omkastning
default	disgust	0.227	standard
fussy	disgust	0.227	kinkig
unpopular	disgust	0.227	impopulär
petroleum	disgust	0.219	petroleum
intense	disgust	0.219	intensiv
evade	disgust	0.219	undgå
frowning	disgust	0.219	rynkar pannan
weight	disgust	0.219	vikt
dame	disgust	0.219	dame
donkey	disgust	0.211	åsna
actionable	disgust	0.211	handlingsbar
tawny	disgust	0.211	brungul
unhappy	disgust	0.211	olycklig
dandy	disgust	0.203	dandy
birch	disgust	0.203	björk
speck	disgust	0.203	fläck
hood	disgust	0.203	huva
owing	disgust	0.203	på grund av
desert	disgust	0.203	öken-
indifference	disgust	0.203	likgiltighet
awkwardness	disgust	0.203	pinsamhet
rave	disgust	0.203	rave
gnome	disgust	0.203	tomte
inconvenient	disgust	0.203	obekväm
howl	disgust	0.195	tjut
dabbling	disgust	0.195	dubblande
morals	disgust	0.195	moral
misguided	disgust	0.195	missriktad
airs	disgust	0.195	förnäm min
gelatin	disgust	0.195	gelatin
fleece	disgust	0.195	skinna
monochrome	disgust	0.195	svartvit
lush	disgust	0.188	frodig
celebrity	disgust	0.188	kändis
avoid	disgust	0.188	undvika
gent	disgust	0.188	gent
stalemate	disgust	0.188	dödläge
lesser	disgust	0.188	mindre
sunk	disgust	0.180	sänkt
nose	disgust	0.180	näsa
laughable	disgust	0.180	skrattretande
claimant	disgust	0.180	kärande
possession	disgust	0.180	besittning
larger	disgust	0.164	större
pregnancy	disgust	0.164	graviditet
thrift	disgust	0.164	sparsamhet
undoubted	disgust	0.164	obestridlig
mouthful	disgust	0.164	munfull
hoot	disgust	0.164	tuta
sentence	disgust	0.156	mening
misplace	disgust	0.156	felplacera
clamor	disgust	0.156	larm
parrot	disgust	0.156	papegoja
obliging	disgust	0.156	förpliktigande
nameless	disgust	0.148	namnlös
bummer	disgust	0.148	besvikelse
elf	disgust	0.141	älva
feeling	disgust	0.141	känsla
excellence	disgust	0.141	förträfflighet
gray	disgust	0.133	grå
asymmetry	disgust	0.133	asymmetri
turn	disgust	0.133	sväng
clumsy	disgust	0.133	klumpig
stall	disgust	0.133	bås
bran	disgust	0.125	kli
finally	disgust	0.125	till sist
lord	disgust	0.125	herre
nurture	disgust	0.117	uppfostran
savor	disgust	0.117	njuta av
cove	disgust	0.117	vik
winning	disgust	0.109	vinnande
lemon	disgust	0.109	citron-
powerful	disgust	0.102	kraftfull
glitter	disgust	0.094	glitter
interior	disgust	0.086	interiör
mind	disgust	0.086	sinne
interested	disgust	0.078	intresserad
treat	disgust	0.078	behandla
abundance	disgust	0.078	överflöd
honest	disgust	0.055	ärliga
kite	disgust	0.055	drake
humble	disgust	0.047	ödmjuk
tree	disgust	0.039	träd
torture	fear	0.984	tortyr
terrorist	fear	0.972	terrorist
terrorists	fear	0.969	terrorister
horrific	fear	0.969	hemskt
terrorism	fear	0.969	terrorism
suicidebombing	fear	0.967	självmordsbombning
kill	fear	0.962	döda
homicidal	fear	0.959	mordisk
catastrophe	fear	0.953	katastrof
annihilate	fear	0.953	förinta
murderer	fear	0.953	mördare
terror	fear	0.953	skräck
dying	fear	0.948	döende
war	fear	0.942	krig
bombing	fear	0.938	bombning
bomb	fear	0.935	bomba
missiles	fear	0.934	missiler
horror	fear	0.923	Skräck
brutality	fear	0.922	brutalitet
terrorize	fear	0.922	terrorisera
horrified	fear	0.922	förskräckt
bloodthirsty	fear	0.922	blodtörstig
murderous	fear	0.920	mördande
massacre	fear	0.911	massaker
terrifying	fear	0.906	skrämmande
fatality	fear	0.906	dödsoffer
horrifying	fear	0.906	skräckinjagande
demon	fear	0.906	demon
mutilation	fear	0.906	stympning
killing	fear	0.906	dödande
holocaust	fear	0.906	förintelse
assassinate	fear	0.906	mörda
terrified	fear	0.906	livrädd
devastation	fear	0.906	förödelse
murder	fear	0.906	mörda
horrors	fear	0.906	fasor
suicidal	fear	0.898	självmordsbenägen
assault	fear	0.891	överfall
kidnap	fear	0.891	kidnappa
slaughter	fear	0.891	slakt
crucifixion	fear	0.891	korsfästelse
doomed	fear	0.888	dömd
poisoned	fear	0.886	förgiftad
suicide	fear	0.879	självmord
explosion	fear	0.879	explosion
deadly	fear	0.875	dödligt
assassin	fear	0.875	mördare
annihilation	fear	0.875	förintelse
savagery	fear	0.875	barbari
disaster	fear	0.875	katastrof
threatening	fear	0.875	hotfull
slaughtering	fear	0.875	slakt
disastrous	fear	0.875	katastrofal
dismemberment	fear	0.875	styckning
suffocation	fear	0.875	kvävning
rape	fear	0.870	våldta
hell	fear	0.860	Helvete
homicide	fear	0.859	dråp
molestation	fear	0.859	ofredande
bloodshed	fear	0.859	blodsutgjutelse
barbaric	fear	0.859	barbarisk
explosive	fear	0.859	explosiv
warfare	fear	0.859	krigföring
ihatespiders	fear	0.859	jag hatar spindlar
tragedy	fear	0.859	tragedi
anthrax	fear	0.859	mjältbrand
demonic	fear	0.859	demonisk
executioner	fear	0.859	bödel
dread	fear	0.859	fruktan
guillotine	fear	0.859	giljotin
attacking	fear	0.859	attackera
peril	fear	0.859	fara
slaughterhouse	fear	0.859	slakteri
annihilated	fear	0.859	förintad
suffocating	fear	0.858	kvävande
treachery	fear	0.856	förräderi
fright	fear	0.853	skrämsel
monster	fear	0.844	monster
traumatic	fear	0.844	traumatisk
abomination	fear	0.844	avsky
apocalypse	fear	0.844	apokalyps
slayer	fear	0.844	baneman
scare	fear	0.844	skrämma
morgue	fear	0.844	bårhus
painful	fear	0.844	smärtsam
frightened	fear	0.844	skrämd
vengeance	fear	0.844	hämnd
scariest	fear	0.844	läskigaste
destroying	fear	0.844	förstöra
execution	fear	0.844	avrättning
panicked	fear	0.844	fick panik
petrified	fear	0.844	förstenad
afraid	fear	0.844	rädd
frightening	fear	0.844	skrämmande
drown	fear	0.844	drunkna
bombardment	fear	0.844	bombardemang
death	fear	0.843	död
chaos	fear	0.839	kaos
ghastly	fear	0.836	hemskt
evil	fear	0.833	ondska
intruder	fear	0.828	inkräktare
hellish	fear	0.828	helvetisk
brutal	fear	0.828	Brutal
cancer	fear	0.828	cancer
devil	fear	0.828	jäkel
grenade	fear	0.828	granat
eradication	fear	0.828	utrotning
frighten	fear	0.828	skrämma
explode	fear	0.828	explodera
assassination	fear	0.828	lönnmord
fatal	fear	0.828	dödlig
paralyze	fear	0.828	förlama
gunmen	fear	0.828	beväpnade män
violently	fear	0.828	våldsamt
nightmare	fear	0.828	mardröm
doomsday	fear	0.828	domedag
doom	fear	0.828	undergång
manslaughter	fear	0.828	dråp
fear	fear	0.828	rädsla
kidnapped	fear	0.828	kidnappad
trauma	fear	0.828	trauma
morbidity	fear	0.820	sjuklighet
crippling	fear	0.817	förlamande
savage	fear	0.814	vilde
shooting	fear	0.812	skytte
quake	fear	0.812	skalv
poisonous	fear	0.812	giftig
damnation	fear	0.812	fördömelse
violence	fear	0.812	våld
destructive	fear	0.812	destruktiv
aggressor	fear	0.812	angripare
suffering	fear	0.812	lidande
violent	fear	0.812	våldsam
frightful	fear	0.812	förskräcklig
crushed	fear	0.812	krossad
earthquake	fear	0.812	jordbävning
heartattack	fear	0.812	hjärtattack
hurricane	fear	0.811	orkan
imprisoned	fear	0.811	fången
exterminate	fear	0.810	utrota
fearing	fear	0.808	rädsla
hemorrhage	fear	0.807	blödning
torment	fear	0.806	plåga
lethal	fear	0.806	dödlig
venom	fear	0.804	gift
claustrophobia	fear	0.803	klaustrofobi
snakes	fear	0.802	ormar
danger	fear	0.802	fara
exorcism	fear	0.800	exorcism
obliterated	fear	0.800	utplånats
robbery	fear	0.800	rån
terrifies	fear	0.798	skrämmer
cyanide	fear	0.797	cyanid
incurable	fear	0.797	obotlig
anxietyattack	fear	0.797	ångestattack
mortality	fear	0.797	dödlighet
attack	fear	0.797	ge sig på
monstrosity	fear	0.797	monster
extermination	fear	0.797	utrotning
bombers	fear	0.797	bombplan
harmful	fear	0.797	skadlig
persecution	fear	0.797	förföljelse
biggestfear	fear	0.797	största rädsla
poison	fear	0.797	förgifta
cruelty	fear	0.797	grymhet
hysteria	fear	0.797	hysteri
destruction	fear	0.797	förstörelse
dreadfully	fear	0.796	fruktansvärt
arson	fear	0.794	mordbrand
devastate	fear	0.792	ödelägga
tyrant	fear	0.788	tyrann
warcrimes	fear	0.785	krigsbrott
perish	fear	0.784	förgås
feared	fear	0.782	fruktade
maniac	fear	0.781	galning
bloody	fear	0.781	blodig
freakingout	fear	0.781	flippar ut
warlike	fear	0.781	krigisk
rampage	fear	0.781	framfart
screaming	fear	0.781	skrikande
lifeless	fear	0.781	livlös
enslaved	fear	0.781	förslavad
venomous	fear	0.781	giftig
snake	fear	0.776	orm
epidemic	fear	0.776	epidemi
panicattack	fear	0.774	panikattack
crisis	fear	0.766	kris
hazardous	fear	0.766	farlig
fearful	fear	0.766	rädd
dangerously	fear	0.766	farligt
shipwreck	fear	0.766	förlisning
scary	fear	0.766	skrämmande
tumor	fear	0.766	tumör
invader	fear	0.766	inkräktare
invade	fear	0.766	invadera
die	fear	0.766	dö
detonate	fear	0.766	detonera
violation	fear	0.766	överträdelse
reprisal	fear	0.766	vedergällning
criminal	fear	0.766	kriminell
riot	fear	0.766	upplopp
obliterate	fear	0.766	utplåna
inferno	fear	0.766	inferno
leprosy	fear	0.766	spetälska
jihad	fear	0.766	jihad
ohshit	fear	0.766	oh shit
claustrophobic	fear	0.765	klaustrofobisk
hyperventilating	fear	0.762	hyperventilerande
nightmares	fear	0.759	mardrömmar
destroyed	fear	0.754	förstörd
ghostly	fear	0.754	spöklik
treacherous	fear	0.750	förrädisk
ptsd	fear	0.750	pkt
tragedies	fear	0.750	tragedier
slavery	fear	0.750	slaveri
cholera	fear	0.750	kolera
anarchist	fear	0.750	anarkist
panic	fear	0.750	panik
anaconda	fear	0.750	anakonda
hurricanes	fear	0.750	orkaner
wrenching	fear	0.750	vridande
tyranny	fear	0.750	tyranni
imprisonment	fear	0.750	fängelse
dreadful	fear	0.750	hemsk
agony	fear	0.750	vånda
dangerous	fear	0.750	farlig
obliteration	fear	0.750	utplånande
projectiles	fear	0.750	projektiler
destroyer	fear	0.750	jagare
strangle	fear	0.750	strypa
hazard	fear	0.750	fara
riotous	fear	0.750	utsvävande
accident	fear	0.750	olycka
mortuary	fear	0.750	bårhus
anarchy	fear	0.750	anarki
fears	fear	0.750	rädslor
malignancy	fear	0.742	malignitet
bombard	fear	0.740	bombardera
cannibal	fear	0.740	kannibal
abominable	fear	0.738	avskyvärd
depraved	fear	0.734	depraverad
bomber	fear	0.734	bombplan
crash	fear	0.734	krascha
tornado	fear	0.734	tornado
victimized	fear	0.734	offer
hyperventilate	fear	0.734	hyperventilera
melee	fear	0.734	närstrid
cursed	fear	0.734	förbannad
mutiny	fear	0.734	myteri
dictatorship	fear	0.734	diktatur
shoot	fear	0.734	skjuta
horrible	fear	0.734	fruktansvärd
misery	fear	0.734	elände
gore	fear	0.734	levrat blod
paralysis	fear	0.734	förlamning
tyrannical	fear	0.734	tyrannisk
missile	fear	0.734	missil
gun	fear	0.734	pistol
devilish	fear	0.734	djävulsk
diseased	fear	0.734	sjuklig
shot	fear	0.734	skott
mafia	fear	0.734	maffian
beast	fear	0.734	fä
malignant	fear	0.734	malign
scared	fear	0.734	rädd
hostage	fear	0.734	gisslan
threaten	fear	0.734	hota
turmoil	fear	0.733	kaos
combat	fear	0.728	bekämpa
alligator	fear	0.727	alligator
ruin	fear	0.725	ruin
shooter	fear	0.722	skytt
contagious	fear	0.720	smittosam
crime	fear	0.719	brottslighet
scream	fear	0.719	skrika
injured	fear	0.719	skadade
desperation	fear	0.719	desperation
struggle	fear	0.719	kamp
shock	fear	0.719	chock
seizure	fear	0.719	beslag
lynch	fear	0.719	lyncha
mortification	fear	0.719	förödmjukelse
fight	fear	0.719	bekämpa
harm	fear	0.719	skada
emergency	fear	0.719	nödsituation
phobia	fear	0.719	fobi
havoc	fear	0.719	kaos
devastating	fear	0.719	förödande
excruciating	fear	0.719	olidlig
casualty	fear	0.719	offer
miscarriage	fear	0.719	missfall
starvation	fear	0.719	svält
frantically	fear	0.717	frenetiskt
carnage	fear	0.717	blodbad
standoff	fear	0.716	standoff
infestation	fear	0.716	angrepp
soscary	fear	0.712	så läskigt
panicking	fear	0.708	panik
rupture	fear	0.706	brista
horrid	fear	0.705	otäck
frantic	fear	0.705	utom sig
sabotage	fear	0.703	sabotage
vendetta	fear	0.703	vendetta
arsenic	fear	0.703	arsenik
freaked	fear	0.703	freaked
burial	fear	0.703	begravning
sos	fear	0.703	sos
cobra	fear	0.703	kobra
dreaded	fear	0.703	fruktade
harrowing	fear	0.703	hemsk
aggressive	fear	0.703	aggressiv
prey	fear	0.703	byte
gash	fear	0.703	jack
hatred	fear	0.703	hat
schizophrenia	fear	0.703	schizofreni
upheaval	fear	0.703	omvälvning
armed	fear	0.703	väpnad
collapse	fear	0.703	kollaps
deranged	fear	0.703	rubbad
assailant	fear	0.703	angripare
terminal	fear	0.703	terminal
plague	fear	0.703	plåga
malevolent	fear	0.703	illvillig
psychosis	fear	0.703	psykos
carcinoma	fear	0.703	carcinom
diabolical	fear	0.703	djävulsk
wrecked	fear	0.703	havererade
grisly	fear	0.703	hemsk
hysterical	fear	0.703	hysterisk
fugitive	fear	0.703	flykting
neurotic	fear	0.703	neurotisk
witchcraft	fear	0.703	trolldom
avalanche	fear	0.703	lavin
anguish	fear	0.703	ångest
cripple	fear	0.703	krympling
agonizing	fear	0.703	plågsam
infectious	fear	0.703	infektiös
crocodile	fear	0.700	krokodil
forcibly	fear	0.700	med våld
abduction	fear	0.700	bortförande
offender	fear	0.698	lagbrytare
mayhem	fear	0.690	förödelse
hurt	fear	0.688	ont
shrapnel	fear	0.688	splitter
beastly	fear	0.688	djurisk
rabid	fear	0.688	fanatisk
guerilla	fear	0.688	gerilla-
ambush	fear	0.688	bakhåll
endanger	fear	0.688	äventyra
leukemia	fear	0.688	leukemi
contagion	fear	0.688	smitta
anarchism	fear	0.688	anarkism
paranoid	fear	0.688	paranoid
cadaver	fear	0.688	kadaver
agoraphobia	fear	0.688	agorafobi
alarm	fear	0.688	larm
trepidation	fear	0.688	bävan
blast	fear	0.688	kul
gory	fear	0.688	blodig
cyclone	fear	0.688	cyklon
brawl	fear	0.688	bråk
hopeless	fear	0.688	hopplös
banish	fear	0.688	förvisa
disease	fear	0.688	sjukdom
hostile	fear	0.688	fientlig
oppression	fear	0.688	förtryck
wounding	fear	0.688	sår
socialanxiety	fear	0.688	social ångest
radiation	fear	0.688	strålning
gallows	fear	0.686	galge
coffin	fear	0.684	Kista
madness	fear	0.675	galenskap
spook	fear	0.673	spöke
fury	fear	0.672	raseri
menace	fear	0.672	hot
perishing	fear	0.672	förgås
victim	fear	0.672	offer
sinister	fear	0.672	olycksbådande
thug	fear	0.672	gangster
carcass	fear	0.672	kadaver
shatter	fear	0.672	splittras
grim	fear	0.672	dyster
felon	fear	0.672	brottsling
stab	fear	0.672	hugg
trembling	fear	0.672	darrande
revolver	fear	0.672	revolver
militants	fear	0.672	militanter
dungeon	fear	0.672	fängelsehåla
outbreak	fear	0.672	utbrott
frankenstorm	fear	0.672	frankenstorm
viper	fear	0.672	huggorm
combatant	fear	0.672	stridande
vermin	fear	0.672	skadedjur
nervouswreck	fear	0.672	nervöst vrak
menacing	fear	0.672	hotfull
hurting	fear	0.672	gör ont
persecute	fear	0.672	förfölja
fangs	fear	0.672	huggtänder
militia	fear	0.672	milis
injury	fear	0.672	skada
scarier	fear	0.672	läskigare
mangle	fear	0.672	mangel
gang	fear	0.672	gäng
crushing	fear	0.672	förkrossande
eruption	fear	0.672	utbrott
soscared	fear	0.672	så rädd
ghost	fear	0.672	spöke
awful	fear	0.672	förfärlig
abhorrent	fear	0.672	motbjudande
abuse	fear	0.672	missbruk
freakedout	fear	0.672	flippade ur
atrocity	fear	0.672	illdåd
tarantula	fear	0.672	tarantel
ferocious	fear	0.667	våldsam
battered	fear	0.667	misshandlad
desolation	fear	0.667	ödslighet
pandemic	fear	0.664	pandemisk
cutthroat	fear	0.664	mördande
volcano	fear	0.663	vulkan
scares	fear	0.660	skrämmer
cruelly	fear	0.658	grymt
smash	fear	0.656	smash
xenophobia	fear	0.656	främlingshat
typhoon	fear	0.656	tyfon
spider	fear	0.656	Spindel
alarming	fear	0.656	oroväckande
nefarious	fear	0.656	skändlig
oppressive	fear	0.656	förtryckande
treason	fear	0.656	förräderi
neurosis	fear	0.656	neuros
cruel	fear	0.656	grym
crazed	fear	0.656	galen
coma	fear	0.656	koma
stroke	fear	0.656	stroke
tumult	fear	0.656	tumult
fearfully	fear	0.656	fruktansvärt
battlefield	fear	0.656	slagfält
emetophobia	fear	0.656	emetofobi
dictator	fear	0.656	diktator
armament	fear	0.656	beväpning
blizzard	fear	0.656	snöstorm
purgatory	fear	0.656	skärseld
lunatic	fear	0.656	galning
bully	fear	0.656	översittare
endangered	fear	0.656	hotad
insane	fear	0.656	sinnessjuk
malicious	fear	0.656	illvillig
selfharm	fear	0.656	självskada
despotic	fear	0.656	despotisk
revenge	fear	0.656	hämnd
encroachment	fear	0.656	intrång
shitless	fear	0.656	skitfri
ruthless	fear	0.656	hänsynslös
debauchery	fear	0.656	utsvävningar
distress	fear	0.656	ångest
traitor	fear	0.656	förrädare
punishment	fear	0.656	bestraffning
radioactive	fear	0.656	radioaktiv
projectile	fear	0.654	projektil
flog	fear	0.653	prygla
bang	fear	0.652	smäll
ransom	fear	0.644	lösen
criminality	fear	0.642	brottslighet
rattlesnake	fear	0.641	skallerorm
quivering	fear	0.641	darrande
perturbation	fear	0.641	störning
tumour	fear	0.641	tumör
conflict	fear	0.641	konflikt
injurious	fear	0.641	skadlig
vehement	fear	0.641	häftig
antichrist	fear	0.641	antikrist
isolated	fear	0.641	isolerat
raging	fear	0.641	rasande
aghast	fear	0.641	bestört
banshee	fear	0.641	banshee
cantbreathe	fear	0.641	kan inte andas
demented	fear	0.641	tokig
dastardly	fear	0.641	usel
abortion	fear	0.641	abort
deteriorate	fear	0.641	försämras
warlock	fear	0.641	trollkarl
hanging	fear	0.641	hängande
wreck	fear	0.641	förstöra
demise	fear	0.641	frånfälle
perilous	fear	0.641	farlig
duress	fear	0.641	tvång
dreading	fear	0.641	fruktar
raptors	fear	0.641	rovfåglar
haunt	fear	0.641	förfölja
punished	fear	0.641	straffad
hideous	fear	0.641	otäck
wildfire	fear	0.641	löpeld
scoundrel	fear	0.641	skurk
intimidate	fear	0.641	skrämma
targeted	fear	0.641	målinriktad
dementia	fear	0.641	demens
despair	fear	0.641	förtvivlan
retaliation	fear	0.641	hämnd
bestial	fear	0.639	bestialisk
serpent	fear	0.638	orm
condemnation	fear	0.637	fördömelse
fire	fear	0.636	brand
exclusion	fear	0.636	uteslutning
armaments	fear	0.636	vapen
corrosive	fear	0.636	frätande
nervousness	fear	0.627	nervositet
vengeful	fear	0.625	hämndlysten
pneumonia	fear	0.625	lunginflammation
mercenary	fear	0.625	legosoldat
smuggler	fear	0.625	smugglare
repression	fear	0.625	undertryckande
prison	fear	0.625	fängelse
malice	fear	0.625	illvilja
incarceration	fear	0.625	fängslande
wicked	fear	0.625	ond
disfigured	fear	0.625	vanställd
inhuman	fear	0.625	omänsklig
vampire	fear	0.625	vampyr
sickening	fear	0.625	kväljande
seize	fear	0.625	gripa
landslide	fear	0.625	jordskred
incendiary	fear	0.625	upphetsande
thundering	fear	0.625	dundrande
ruinous	fear	0.625	ödeläggande
spiders	fear	0.625	spindlar
madman	fear	0.625	galning
pestilence	fear	0.625	pest
stunned	fear	0.625	bedövad
manic	fear	0.625	manisk
turbulent	fear	0.625	turbulent
combative	fear	0.625	stridbar
injure	fear	0.625	skada
meltdown	fear	0.625	härdsmälta
infection	fear	0.625	infektion
virulence	fear	0.625	virulens
sarcoma	fear	0.625	sarkom
revolting	fear	0.625	upprörande
daemon	fear	0.625	demon
hurtful	fear	0.625	sårande
lunacy	fear	0.625	vansinne
enemy	fear	0.625	fiende
artillery	fear	0.625	artilleri
wracking	fear	0.625	wracking
irreparable	fear	0.625	irreparabel
ill	fear	0.621	sjuk
barbarian	fear	0.620	barbar
battled	fear	0.615	kämpade
plummet	fear	0.613	lod
