English Word	Emotion	Emotion-Intensity-Score	Hmong Word
plight	disgust	0.375	xwm txheej
irritation	disgust	0.375	khaus khaus
unworthy	disgust	0.375	tsis tsim nyog
misconduct	disgust	0.375	coj tsis ncaj
defective	disgust	0.375	ua txhaum
blame	disgust	0.375	liam
depressing	disgust	0.375	kev nyuaj siab
dislocated	disgust	0.375	ua tsis taus pa
irritating	disgust	0.375	khaus khaus
vainly	disgust	0.367	vainly
toad	disgust	0.367	qav
powerless	disgust	0.367	tsis muaj zog
coerce	disgust	0.367	quab yuam
shuddering	disgust	0.367	tshee hnyo
stripped	disgust	0.367	stripped
revoke	disgust	0.367	tshem tawm
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	tsis noj qab nyob zoo
exclusion	disgust	0.367	cais tawm
disillusionment	disgust	0.367	kev tsis pom kev
blatant	disgust	0.367	luag ntxhi
hurtful	disgust	0.367	mob siab
hoax	disgust	0.367	dag
wimp	disgust	0.367	wimp ua
cad	disgust	0.367	cad
pitfall	disgust	0.367	kev poob siab
squelch	disgust	0.367	squelch
deserted	disgust	0.359	tso tseg
damn	disgust	0.359	damn
incompatible	disgust	0.359	tsis sib haum
dispose	disgust	0.359	pov tseg
oddity	disgust	0.359	khib
rebellion	disgust	0.359	kev ntxeev siab
ineptitude	disgust	0.359	kev tsis zoo
bug	disgust	0.359	kab laum
disobedience	disgust	0.359	kev tsis mloog lus
inept	disgust	0.352	inept
litigate	disgust	0.352	teeb meem
dismissal	disgust	0.352	tshem tawm
cutting	disgust	0.352	txiav
untoward	disgust	0.352	tsis rau
displeased	disgust	0.352	tsis txaus siab
censor	disgust	0.352	censor
ridiculous	disgust	0.352	ruam
compost	disgust	0.352	compost
frustrate	disgust	0.352	chim siab
misbehavior	disgust	0.352	kev coj tsis ncaj
lawyer	disgust	0.352	kws lij choj
crushed	disgust	0.352	crushed
flesh	disgust	0.352	nqaij
uncertain	disgust	0.352	tsis paub meej
obi	disgust	0.352	obi
flinch	disgust	0.352	flinch
fierce	disgust	0.352	nruj
wrongful	disgust	0.352	yuam kev
depreciate	disgust	0.344	txo nqi
disapprove	disgust	0.344	tsis pom zoo
tearful	disgust	0.344	kua muag
grumble	disgust	0.336	yws
unsettled	disgust	0.336	tsis muaj chaw nyob
annoy	disgust	0.336	ntxhov siab
exigent	disgust	0.336	exigent
heartsick	disgust	0.336	mob siab
lawsuit	disgust	0.336	foob
discoloration	disgust	0.336	kev hloov xim
lumpy	disgust	0.336	pob
daft	disgust	0.336	daft
blunder	disgust	0.336	ua tsis ncaj
discontent	disgust	0.336	tsis txaus siab
bickering	disgust	0.336	kev sib cav sib ceg
thoughtless	disgust	0.336	tsis xav
disliked	disgust	0.336	tsis nyiam
disinclination	disgust	0.336	disinclination
distrust	disgust	0.336	tsis ntseeg
disallowed	disgust	0.336	tsis tso cai
instability	disgust	0.328	tsis ruaj khov
hydrophobia	disgust	0.328	hydrophobia
whine	disgust	0.328	xuav
inhibit	disgust	0.328	inhibit
excluded	disgust	0.328	cais
provoking	disgust	0.328	ua rau
grievance	disgust	0.328	kev tsis txaus siab
unmanageable	disgust	0.328	tswj tsis tau
sly	disgust	0.328	sly
exasperation	disgust	0.328	kev npau taws
cacophony	disgust	0.328	cacophony
unsatisfactory	disgust	0.328	tsis txaus siab
disappointed	disgust	0.328	poob siab
materialist	disgust	0.328	materialist
misleading	disgust	0.321	yuam kev
mishap	disgust	0.320	teeb meem
soot	disgust	0.320	soot
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	tsis lees paub
annoyance	disgust	0.320	kev ntxhov siab
disapproving	disgust	0.320	tsis pom zoo
disservice	disgust	0.320	kev puas tsuaj
reproach	disgust	0.320	thuam
confined	disgust	0.320	raug kaw
unequal	disgust	0.320	tsis sib npaug
rags	disgust	0.320	rags
groan	disgust	0.320	yws
soil	disgust	0.312	av
inappropriate	disgust	0.312	tsis tsim nyog
criticize	disgust	0.312	thuam
disincline	disgust	0.312	disincline
theism	disgust	0.312	kev ntseeg
depreciated	disgust	0.312	depreciated
inconsiderate	disgust	0.312	tsis xav txog
overpriced	disgust	0.312	tus nqi kim dhau
stomach	disgust	0.312	plab
burke	disgust	0.312	ua burke
sneeze	disgust	0.312	txham
gall	disgust	0.305	plab
bang	disgust	0.305	tawg
inadmissible	disgust	0.305	tsis lees paub
unfriendly	disgust	0.305	tsis phooj ywg
unaccountable	disgust	0.305	tsis raug cai
disparity	disgust	0.305	tsis sib xws
latent	disgust	0.305	latent
disliking	disgust	0.305	tsis nyiam
shack	disgust	0.305	txaj
grumpy	disgust	0.305	ruam
coop	disgust	0.304	coop
disappointment	disgust	0.297	kev poob siab
scold	disgust	0.297	cem
delay	disgust	0.297	ncua
congress	disgust	0.297	Congress
growling	disgust	0.297	yws
backwards	disgust	0.297	rov qab
soreness	disgust	0.297	mob
disregarded	disgust	0.297	tsis saib xyuas
rogue	disgust	0.297	neeg ruam
lonely	disgust	0.297	kho siab
notoriety	disgust	0.289	tsis muaj npe
catechism	disgust	0.289	kev qhuab qhia
flop	disgust	0.289	flop
infamous	disgust	0.289	ua phem
janitor	disgust	0.289	tus neeg saib xyuas
nettle	disgust	0.289	nettle
saturated	disgust	0.281	saturated
prohibited	disgust	0.281	txwv tsis pub
gaby	disgust	0.281	ua gby
wince	disgust	0.281	wince
desist	disgust	0.281	desist
unfair	disgust	0.281	tsis ncaj ncees
aftermath	disgust	0.281	tom qab
remiss	disgust	0.281	nco
tribunal	disgust	0.273	rooj plaub
discolored	disgust	0.273	tsis muaj xim
wrangling	disgust	0.273	kev sib cav
uneasy	disgust	0.273	tsis xis nyob
huff	disgust	0.273	huv
weird	disgust	0.266	txawv
impolite	disgust	0.266	tsis ncaj ncees
swig	disgust	0.266	swig
crawl	disgust	0.266	nkag mus
unsatisfied	disgust	0.266	tsis txaus siab
inefficiency	disgust	0.266	tsis muaj peev xwm
frantic	disgust	0.266	chim chim
bureaucrat	disgust	0.266	bureaucrat
politic	disgust	0.266	kev nom kev tswv
coldness	disgust	0.266	kev txias
gruff	disgust	0.258	gruff
octopus	disgust	0.258	octopus
chagrin	disgust	0.258	chagrin
barrow	disgust	0.258	barrow
copycat	disgust	0.258	copycat
incase	disgust	0.258	hauv
rascal	disgust	0.258	rascal
sarcasm	disgust	0.258	sarcasm
instinctive	disgust	0.258	kev xav
misconception	disgust	0.250	kev xav yuam kev
disinclined	disgust	0.250	disinclined
john	disgust	0.250	john
hulk	disgust	0.250	hulk
baboon	disgust	0.250	baboon
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	cupping
lose	disgust	0.250	poob
rook	disgust	0.242	rov
entangled	disgust	0.242	entangled
gratuitous	disgust	0.242	gratuitous
scrub	disgust	0.242	txhuam
opponent	disgust	0.242	tus neeg sib tw
tariff	disgust	0.242	tus nqi
questionable	disgust	0.234	nug tau
prolong	disgust	0.234	ncua
reluctance	disgust	0.234	tsis kam
lagging	disgust	0.234	lag luam
misstatement	disgust	0.234	hais lus tsis raug
resign	disgust	0.234	tawm haujlwm
unlucky	disgust	0.234	hmoov tsis zoo
backwardness	disgust	0.234	rov qab
ineffectual	disgust	0.227	tsis muaj txiaj ntsig
disqualified	disgust	0.227	tsis tsim nyog
subsidy	disgust	0.227	nyiaj pab
reversal	disgust	0.227	thim rov qab
default	disgust	0.227	ua ntej
fussy	disgust	0.227	fussy
unpopular	disgust	0.227	tsis nrov
petroleum	disgust	0.219	roj av
intense	disgust	0.219	khaus
evade	disgust	0.219	khiav tawm
frowning	disgust	0.219	ntsej muag
weight	disgust	0.219	hnyav
dame	disgust	0.219	yam
donkey	disgust	0.211	luav
actionable	disgust	0.211	ua tau
tawny	disgust	0.211	tawv
unhappy	disgust	0.211	tsis zoo siab
dandy	disgust	0.203	dandy
birch	disgust	0.203	birch
speck	disgust	0.203	speck
hood	disgust	0.203	hood
owing	disgust	0.203	tshuav
desert	disgust	0.203	suab puam
indifference	disgust	0.203	tsis quav ntsej
awkwardness	disgust	0.203	kev nyuaj siab
rave	disgust	0.203	rave
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	tsis yooj yim
howl	disgust	0.195	quaj
dabbling	disgust	0.195	dabbling
morals	disgust	0.195	kev ncaj ncees
misguided	disgust	0.195	yuam kev
airs	disgust	0.195	cua
gelatin	disgust	0.195	gelatin
fleece	disgust	0.195	fleece
monochrome	disgust	0.195	monochrome
lush	disgust	0.188	lush
celebrity	disgust	0.188	neeg nto moo
avoid	disgust	0.188	zam
gent	disgust	0.188	neeg
stalemate	disgust	0.188	ua tsis taus pa
lesser	disgust	0.188	tsawg dua
sunk	disgust	0.180	poob
nose	disgust	0.180	qhov ntswg
laughable	disgust	0.180	luag
claimant	disgust	0.180	tus neeg thov
possession	disgust	0.180	muaj
larger	disgust	0.164	loj dua
pregnancy	disgust	0.164	cev xeeb tub
thrift	disgust	0.164	nyiaj txiag
undoubted	disgust	0.164	tsis xav tsis thoob
mouthful	disgust	0.164	lus
hoot	disgust	0.164	hoot
sentence	disgust	0.156	kab lus
misplace	disgust	0.156	qhov chaw tsis raug
clamor	disgust	0.156	qw nrov
parrot	disgust	0.156	parrot
obliging	disgust	0.156	obliging
nameless	disgust	0.148	tsis muaj npe
bummer	disgust	0.148	bummer
elf	disgust	0.141	elf
feeling	disgust	0.141	kev xav
excellence	disgust	0.141	kev ua tau zoo
gray	disgust	0.133	grey
asymmetry	disgust	0.133	asymmetry
turn	disgust	0.133	tig
clumsy	disgust	0.133	ruam
stall	disgust	0.133	rooj
bran	disgust	0.125	bran
finally	disgust	0.125	thaum kawg
lord	disgust	0.125	tus tswv
nurture	disgust	0.117	txhawb nqa
savor	disgust	0.117	qab
cove	disgust	0.117	cove
winning	disgust	0.109	yeej
lemon	disgust	0.109	txiv qaub
powerful	disgust	0.102	muaj zog
glitter	disgust	0.094	ci ntsa iab
interior	disgust	0.086	sab hauv
mind	disgust	0.086	siab
interested	disgust	0.078	txaus siab
treat	disgust	0.078	kho
abundance	disgust	0.078	kev nplua nuj
honest	disgust	0.055	ncaj ncees
kite	disgust	0.055	kite
humble	disgust	0.047	txo hwj chim
tree	disgust	0.039	tsob ntoo
torture	fear	0.984	tsim txom
terrorist	fear	0.972	neeg phem
terrorists	fear	0.969	cov neeg phem
horrific	fear	0.969	txaus ntshai
terrorism	fear	0.969	kev ua phem
suicidebombing	fear	0.967	suicidebombing
kill	fear	0.962	tua
homicidal	fear	0.959	kev tua neeg
catastrophe	fear	0.953	kev puas tsuaj
annihilate	fear	0.953	rhuav tshem
murderer	fear	0.953	neeg tua neeg
terror	fear	0.953	ntshai
dying	fear	0.948	tuag
war	fear	0.942	tsov rog
bombing	fear	0.938	foob pob
bomb	fear	0.935	foob pob
missiles	fear	0.934	missiles
horror	fear	0.923	ntshai heev
brutality	fear	0.922	kev ua phem
terrorize	fear	0.922	ntshai
horrified	fear	0.922	txaus ntshai
bloodthirsty	fear	0.922	nqhis dej
murderous	fear	0.920	tua neeg
massacre	fear	0.911	tua neeg
terrifying	fear	0.906	txaus ntshai
fatality	fear	0.906	kev tuag
horrifying	fear	0.906	txaus ntshai
demon	fear	0.906	dab
mutilation	fear	0.906	kev sib hloov
killing	fear	0.906	tua
holocaust	fear	0.906	holocaust
assassinate	fear	0.906	tua neeg
terrified	fear	0.906	txaus ntshai
devastation	fear	0.906	kev puas tsuaj
murder	fear	0.906	kev tua neeg
horrors	fear	0.906	txaus ntshai
suicidal	fear	0.898	tua tus kheej
assault	fear	0.891	kev ua phem
kidnap	fear	0.891	tub sab
slaughter	fear	0.891	kev tua
crucifixion	fear	0.891	kev ntsia saum ntoo Khaublig
doomed	fear	0.888	puas tsuaj
poisoned	fear	0.886	raug lom
suicide	fear	0.879	tua tus kheej
explosion	fear	0.879	tawg
deadly	fear	0.875	tuag taus
assassin	fear	0.875	tus neeg tua neeg
annihilation	fear	0.875	kev puas tsuaj
savagery	fear	0.875	savagery
disaster	fear	0.875	kev puas tsuaj
threatening	fear	0.875	hem
slaughtering	fear	0.875	kev tua tsiaj
disastrous	fear	0.875	kev puas tsuaj
dismemberment	fear	0.875	kev puas tsuaj
suffocation	fear	0.875	ua tsis taus pa
rape	fear	0.870	rape
hell	fear	0.860	ntuj raug txim
homicide	fear	0.859	kev tua neeg
molestation	fear	0.859	kev ua phem ua qias
bloodshed	fear	0.859	ntshav
barbaric	fear	0.859	barbaric
explosive	fear	0.859	tawg
warfare	fear	0.859	tsov rog
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	xwm txheej
anthrax	fear	0.859	kab mob anthrax
demonic	fear	0.859	dab phem
executioner	fear	0.859	tus tua neeg
dread	fear	0.859	ntshai
guillotine	fear	0.859	guillotine
attacking	fear	0.859	ntaus
peril	fear	0.859	kev txom nyem
slaughterhouse	fear	0.859	tsev tua tsiaj
annihilated	fear	0.859	puas tsuaj
suffocating	fear	0.858	ua tsis taus pa
treachery	fear	0.856	kev ntxeev siab
fright	fear	0.853	ntshai
monster	fear	0.844	dab
traumatic	fear	0.844	raug mob
abomination	fear	0.844	kev qias
apocalypse	fear	0.844	apocalypse
slayer	fear	0.844	tus tua neeg
scare	fear	0.844	ntshai
morgue	fear	0.844	morgue
painful	fear	0.844	mob
frightened	fear	0.844	ntshai
vengeance	fear	0.844	kev ua pauj
scariest	fear	0.844	txaus ntshai
destroying	fear	0.844	rhuav tshem
execution	fear	0.844	kev ua
panicked	fear	0.844	ntshai
petrified	fear	0.844	ua petrified
afraid	fear	0.844	ntshai
frightening	fear	0.844	txaus ntshai
drown	fear	0.844	poob dej
bombardment	fear	0.844	kev foob pob
death	fear	0.843	tuag
chaos	fear	0.839	kev kub ntxhov
ghastly	fear	0.836	ua ghastly
evil	fear	0.833	phem
intruder	fear	0.828	intruder
hellish	fear	0.828	ntuj raug txim
brutal	fear	0.828	siab phem
cancer	fear	0.828	mob qog noj ntshav
devil	fear	0.828	dab ntxwg nyoog
grenade	fear	0.828	grenade
eradication	fear	0.828	kev tshem tawm
frighten	fear	0.828	ntshai
explode	fear	0.828	tawg
assassination	fear	0.828	kev tua neeg
fatal	fear	0.828	tuag
paralyze	fear	0.828	ua tsis taus pa
gunmen	fear	0.828	cov neeg tua phom
violently	fear	0.828	ua nruj ua tsiv
nightmare	fear	0.828	npau suav phem
doomsday	fear	0.828	hnub poob
doom	fear	0.828	doom
manslaughter	fear	0.828	kev tua neeg
fear	fear	0.828	ntshai
kidnapped	fear	0.828	raug nyiag lawm
trauma	fear	0.828	raug mob
morbidity	fear	0.820	mob mob
crippling	fear	0.817	ua txhaum
savage	fear	0.814	siab phem
shooting	fear	0.812	tua
quake	fear	0.812	av qeeg
poisonous	fear	0.812	lom
damnation	fear	0.812	kev tsim txom
violence	fear	0.812	kev ua phem
destructive	fear	0.812	puas tsuaj
aggressor	fear	0.812	tus neeg ua phem
suffering	fear	0.812	kev txom nyem
violent	fear	0.812	nruj
frightful	fear	0.812	txaus ntshai
crushed	fear	0.812	crushed
earthquake	fear	0.812	av qeeg
heartattack	fear	0.812	mob siab
hurricane	fear	0.811	nag xob nag cua
imprisoned	fear	0.811	raug kaw
exterminate	fear	0.810	tshem tawm
fearing	fear	0.808	ntshai
hemorrhage	fear	0.807	hemorrhage
torment	fear	0.806	kev tsim txom
lethal	fear	0.806	tuag
venom	fear	0.804	venom
claustrophobia	fear	0.803	claustrophobia
snakes	fear	0.802	nab
danger	fear	0.802	txaus ntshai
exorcism	fear	0.800	exorcism
obliterated	fear	0.800	obliterated
robbery	fear	0.800	tub sab
terrifies	fear	0.798	txaus ntshai
cyanide	fear	0.797	cyanide
incurable	fear	0.797	kho tsis tau
anxietyattack	fear	0.797	ntxhov siab vim
mortality	fear	0.797	kev tuag
attack	fear	0.797	nres
monstrosity	fear	0.797	kev tsis ncaj ncees
extermination	fear	0.797	kev tshem tawm
bombers	fear	0.797	cov foob pob tawg
harmful	fear	0.797	phom sij
persecution	fear	0.797	kev tsim txom
biggestfear	fear	0.797	ntshai tshaj plaws
poison	fear	0.797	tshuaj lom
cruelty	fear	0.797	kev ua phem
hysteria	fear	0.797	hysteria
destruction	fear	0.797	kev puas tsuaj
dreadfully	fear	0.796	txaus ntshai
arson	fear	0.794	hluav taws kub
devastate	fear	0.792	ua kev puas tsuaj
tyrant	fear	0.788	tyrant
warcrimes	fear	0.785	tsov rog
perish	fear	0.784	tuag
feared	fear	0.782	ntshai
maniac	fear	0.781	maniac
bloody	fear	0.781	ntshav
freakingout	fear	0.781	ntshai heev
warlike	fear	0.781	zoo li tsov rog
rampage	fear	0.781	kev ua phem
screaming	fear	0.781	qw
lifeless	fear	0.781	tsis muaj sia
enslaved	fear	0.781	ua qhev
venomous	fear	0.781	venom
snake	fear	0.776	nab
epidemic	fear	0.776	sib kis mus
panicattack	fear	0.774	panicattack
crisis	fear	0.766	kev kub ntxhov
hazardous	fear	0.766	phom sij
fearful	fear	0.766	ntshai
dangerously	fear	0.766	txaus ntshai
shipwreck	fear	0.766	nkoj tawg
scary	fear	0.766	txaus ntshai
tumor	fear	0.766	qog
invader	fear	0.766	invader
invade	fear	0.766	ntxeem tau
die	fear	0.766	tuag
detonate	fear	0.766	foob pob
violation	fear	0.766	ua txhaum cai
reprisal	fear	0.766	kev tsim txom
criminal	fear	0.766	txhaum cai
riot	fear	0.766	kev kub ntxhov
obliterate	fear	0.766	obliterate
inferno	fear	0.766	inferno
leprosy	fear	0.766	mob ruas
jihad	fear	0.766	jihad
ohshit	fear	0.766	ohshit
claustrophobic	fear	0.765	claustrophobic
hyperventilating	fear	0.762	hyperventilating
nightmares	fear	0.759	npau suav phem
destroyed	fear	0.754	puas lawm
ghostly	fear	0.754	dab dab
treacherous	fear	0.750	neeg ntxeev siab
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	xwm txheej
slavery	fear	0.750	kev ua qhev
cholera	fear	0.750	cholera
anarchist	fear	0.750	anarchist
panic	fear	0.750	poob siab
anaconda	fear	0.750	anaconda
hurricanes	fear	0.750	nag xob nag cua
wrenching	fear	0.750	wrenching
tyranny	fear	0.750	kev tyranny
imprisonment	fear	0.750	raug kaw
dreadful	fear	0.750	txaus ntshai
agony	fear	0.750	kev txom nyem
dangerous	fear	0.750	txaus ntshai
obliteration	fear	0.750	obliteration
projectiles	fear	0.750	projectiles
destroyer	fear	0.750	tus rhuav tshem
strangle	fear	0.750	tshum
hazard	fear	0.750	phom sij
riotous	fear	0.750	kev kub ntxhov
accident	fear	0.750	xwm txheej
mortuary	fear	0.750	mortuary
anarchy	fear	0.750	kev tsis ncaj ncees
fears	fear	0.750	ntshai
malignancy	fear	0.742	mob phem
bombard	fear	0.740	foob pob
cannibal	fear	0.740	neeg tsiaj
abominable	fear	0.738	qias neeg
depraved	fear	0.734	ua phem
bomber	fear	0.734	tus foob pob
crash	fear	0.734	tsoo
tornado	fear	0.734	cua daj cua dub
victimized	fear	0.734	raug tsim txom
hyperventilate	fear	0.734	hyperventilate
melee	fear	0.734	melee
cursed	fear	0.734	foom
mutiny	fear	0.734	kev tawm tsam
dictatorship	fear	0.734	dictatorship
shoot	fear	0.734	tua
horrible	fear	0.734	txaus ntshai
misery	fear	0.734	kev nyuaj siab
gore	fear	0.734	gore
paralysis	fear	0.734	tuag tes tuag taw
tyrannical	fear	0.734	kev ua phem
missile	fear	0.734	missile
gun	fear	0.734	phom
devilish	fear	0.734	dab ntxwg nyoog
diseased	fear	0.734	mob
shot	fear	0.734	txhaj tshuaj
mafia	fear	0.734	mafia
beast	fear	0.734	tsiaj qus
malignant	fear	0.734	mob phem
scared	fear	0.734	ntshai
hostage	fear	0.734	neeg raug txim
threaten	fear	0.734	hem
turmoil	fear	0.733	kev ntxhov siab
combat	fear	0.728	kev sib ntaus sib tua
alligator	fear	0.727	nuv ntses
ruin	fear	0.725	kev puas tsuaj
shooter	fear	0.722	tus neeg tua phom
contagious	fear	0.720	kab mob sib kis
crime	fear	0.719	kev ua txhaum
scream	fear	0.719	qw
injured	fear	0.719	raug mob
desperation	fear	0.719	kev poob siab
struggle	fear	0.719	kev tawm tsam
shock	fear	0.719	poob siab
seizure	fear	0.719	qaug dab peg
lynch	fear	0.719	lynch
mortification	fear	0.719	kev tuag
fight	fear	0.719	sib ntaus
harm	fear	0.719	ua mob
emergency	fear	0.719	xwm txheej ceev
phobia	fear	0.719	phobia
havoc	fear	0.719	kev phem
devastating	fear	0.719	kev puas tsuaj
excruciating	fear	0.719	excruciating
casualty	fear	0.719	raug mob
miscarriage	fear	0.719	nchuav menyuam
starvation	fear	0.719	kev tshaib kev nqhis
frantically	fear	0.717	frantically
carnage	fear	0.717	kev tua neeg
standoff	fear	0.716	sawv ntsug
infestation	fear	0.716	kab mob
soscary	fear	0.712	soscary
panicking	fear	0.708	ceeb
rupture	fear	0.706	tawg
horrid	fear	0.705	txaus ntshai
frantic	fear	0.705	chim chim
sabotage	fear	0.703	sabotage
vendetta	fear	0.703	vendetta
arsenic	fear	0.703	arsenic
freaked	fear	0.703	freaked
burial	fear	0.703	faus
sos	fear	0.703	sos
cobra	fear	0.703	cobra
dreaded	fear	0.703	ntshai
harrowing	fear	0.703	ua siab loj
aggressive	fear	0.703	txhoj puab heev
prey	fear	0.703	neeg raug tsim txom
gash	fear	0.703	gash
hatred	fear	0.703	kev ntxub ntxaug
schizophrenia	fear	0.703	schizophrenia
upheaval	fear	0.703	kev kub ntxhov
armed	fear	0.703	riam phom
collapse	fear	0.703	vaum
deranged	fear	0.703	ua tsis taus pa
assailant	fear	0.703	neeg tua neeg
terminal	fear	0.703	lub davhlau ya nyob twg
plague	fear	0.703	mob plague
malevolent	fear	0.703	siab phem
psychosis	fear	0.703	mob hlwb
carcinoma	fear	0.703	mob qog noj ntshav
diabolical	fear	0.703	diabolical
wrecked	fear	0.703	ua puas tsuaj
grisly	fear	0.703	grisly
hysterical	fear	0.703	hysterical
fugitive	fear	0.703	khiav tawm
neurotic	fear	0.703	neurotic
witchcraft	fear	0.703	khawv koob
avalanche	fear	0.703	avalanche
anguish	fear	0.703	mob siab
cripple	fear	0.703	ua txhaum
agonizing	fear	0.703	kev nyuaj siab
infectious	fear	0.703	kis tau
crocodile	fear	0.700	khej
forcibly	fear	0.700	quab yuam
abduction	fear	0.700	kev nyiag
offender	fear	0.698	tus neeg ua txhaum
mayhem	fear	0.690	kev phem
hurt	fear	0.688	mob
shrapnel	fear	0.688	rab riam
beastly	fear	0.688	tsiaj nyaum
rabid	fear	0.688	vwm
guerilla	fear	0.688	guerilla
ambush	fear	0.688	kev tawm tsam
endanger	fear	0.688	kev phom sij
leukemia	fear	0.688	leukemia
contagion	fear	0.688	kev sib kis
anarchism	fear	0.688	kev tsis ncaj ncees
paranoid	fear	0.688	paranoid
cadaver	fear	0.688	cadaver
agoraphobia	fear	0.688	agoraphobia
alarm	fear	0.688	tswb
trepidation	fear	0.688	ntxhov siab
blast	fear	0.688	tawg
gory	fear	0.688	gory
cyclone	fear	0.688	cua daj cua dub
brawl	fear	0.688	kev sib cav
hopeless	fear	0.688	tsis muaj kev cia siab
