English Word	Emotion	Emotion-Intensity-Score	Greek Word
neighbor	anticipation	0.281	γείτονας
holiness	anticipation	0.273	αγιότητα
devil	anticipation	0.273	διάβολος
picket	anticipation	0.273	φρουρώ
sentence	anticipation	0.273	πρόταση
latent	anticipation	0.273	λανθάνων
cream	anticipation	0.273	κρέμα
immaturity	anticipation	0.273	άωρο
habitual	anticipation	0.266	συνήθης
morals	anticipation	0.266	ήθη
neighborhood	anticipation	0.266	γειτονιά
lull	anticipation	0.266	νανουρίζω
bye	anticipation	0.258	αντίο
weight	anticipation	0.258	βάρος
organ	anticipation	0.250	όργανο
clown	anticipation	0.250	κλόουν
forearm	anticipation	0.250	πήχης
commonplace	anticipation	0.242	κοινός
quote	anticipation	0.242	παραθέτω, αναφορά
rail	anticipation	0.234	ράγα
dictatorship	anticipation	0.234	δικτατορία
treadmill	anticipation	0.234	ΗΛΕΚΤΡΙΚΟΣ ΔΙΑΔΡΟΜΟΣ
board	anticipation	0.234	σανίδα
tree	anticipation	0.227	δέντρο
sundial	anticipation	0.227	ηλιακό ωρολόγιο
paralysis	anticipation	0.211	παράλυση
cement	anticipation	0.203	τσιμέντο
worm	anticipation	0.203	σκουλήκι
organization	anticipation	0.203	οργάνωση
lagging	anticipation	0.180	μόνωση
neutral	anticipation	0.148	ουδέτερος
cannibalism	disgust	0.953	καννιβαλισμός
mutilation	disgust	0.930	ακρωτηριασμός
molestation	disgust	0.914	παρενόχληση
incest	disgust	0.914	αιμομιξία
rape	disgust	0.906	βιασμός
gonorrhea	disgust	0.906	βλεννόρροια
cannibal	disgust	0.898	ανθρωποφάγος
rot	disgust	0.891	σαπίλα
corpse	disgust	0.883	πτώμα
massacre	disgust	0.883	σφαγή
excrement	disgust	0.883	κόπρανα
barf	disgust	0.875	μπαρφ
slaughter	disgust	0.875	σφαγή
slaughterhouse	disgust	0.867	σφαγείο
incestuous	disgust	0.859	αιμομικτικός
sewerage	disgust	0.859	δίκτυο αποχέτευσης
filth	disgust	0.859	βρώμα
bigot	disgust	0.859	φανατικός
rancid	disgust	0.859	ταγγός
infestation	disgust	0.852	ενόχληση
plague	disgust	0.852	πανούκλα
holocaust	disgust	0.852	ολοκαύτωμα
bloodthirsty	disgust	0.852	αιμοδίψης
rotting	disgust	0.844	σάπισμα
fecal	disgust	0.844	κοπράνων
maggot	disgust	0.844	σκουλήκι
feces	disgust	0.844	περιττώματα
murder	disgust	0.839	δολοφονία
asshole	disgust	0.836	κώλος
homicide	disgust	0.836	ανθρωποκτονία
enslaved	disgust	0.836	υπόδουλος
infanticide	disgust	0.836	βρεφοκτονία
perverted	disgust	0.828	διεστραμμένος
excretion	disgust	0.828	απέκκριση
gore	disgust	0.828	τριγωνικό τεμάχιο
slaughtering	disgust	0.828	σφαγή
torture	disgust	0.828	βασανιστήριο
contaminate	disgust	0.821	μολύνω
revolting	disgust	0.820	αποκρουστικός
gory	disgust	0.820	αιματοβαμμένος
shit	disgust	0.820	σκατά
terrorist	disgust	0.820	τρομοκράτης
murderer	disgust	0.820	δολοφόνος
repugnant	disgust	0.820	απεχθής
manure	disgust	0.820	κοπριά
pervert	disgust	0.820	διαστρεβλώ
diarrhoea	disgust	0.820	διάρροια
grotesque	disgust	0.820	αλλόκοτος
desecration	disgust	0.820	βεβήλωση
faeces	disgust	0.812	περιττώματα
slavery	disgust	0.812	σκλαβιά
sewer	disgust	0.812	υπόνομος
cadaver	disgust	0.812	πτώμα
manslaughter	disgust	0.812	ανθρωποκτονία
dismemberment	disgust	0.812	διαμελισμός
vomit	disgust	0.812	κάνω εμετό
perverse	disgust	0.805	διεστραμμένος
repulsive	disgust	0.805	αποκρουστικός
hemorrhage	disgust	0.805	αιμορραγία
sewage	disgust	0.797	απόβλητα
filthy	disgust	0.797	ακάθαρτος
diseased	disgust	0.797	νόσων
depravity	disgust	0.797	διαφθορά
carcass	disgust	0.795	σκελετός
decompose	disgust	0.789	αναλύω
gruesome	disgust	0.789	φρικτός
mutilated	disgust	0.789	ακρωτηριασμένοι
puke	disgust	0.789	εμετός
herpes	disgust	0.789	έρπης
decayed	disgust	0.789	αποσύνθεση
dung	disgust	0.789	κοπριά
vermin	disgust	0.789	ζωύφια
murderous	disgust	0.789	φονικό
parasite	disgust	0.789	παράσιτο
horrific	disgust	0.789	φρικιαστικός
carnage	disgust	0.781	σφαγή
malaria	disgust	0.781	ελονοσία
slime	disgust	0.781	Χλαπάτσα
flatulence	disgust	0.781	φούσκωμα
pestilence	disgust	0.781	λοιμός
crap	disgust	0.781	σκατά
monstrosity	disgust	0.781	τερατούργημα
loathsome	disgust	0.773	απεχθής
toxic	disgust	0.773	τοξικός
morgue	disgust	0.773	νεκροτομείο
pus	disgust	0.773	πύο
herpesvirus	disgust	0.773	ερπητοϊός
leprosy	disgust	0.773	λέπρα
insidious	disgust	0.773	ύπουλος
cruel	disgust	0.766	σκληρός
regurgitation	disgust	0.766	παλινδρόμηση
anthrax	disgust	0.766	άνθρακας
xenophobia	disgust	0.766	ξενοφοβία
repugnance	disgust	0.766	αποστροφή
lynch	disgust	0.766	θανατώ άνευ δίκης
revulsion	disgust	0.766	μεταστροφή
whore	disgust	0.766	πόρνη
dissection	disgust	0.759	ανατομή
mucous	disgust	0.758	βλεννώδης
canker	disgust	0.758	σαράκι
slum	disgust	0.758	πτωχογειτονιά
infectious	disgust	0.758	μολυσματικός
evil	disgust	0.758	κακό
phlegm	disgust	0.758	φλέγμα
cruelty	disgust	0.758	σκληρότητα
perversion	disgust	0.758	διαστροφή
sinister	disgust	0.750	απαίσιος
leeches	disgust	0.750	βδέλλες
corrupting	disgust	0.750	διαφθείροντας
decomposition	disgust	0.750	αποσύνθεση
abomination	disgust	0.742	βδέλυγμα
stinking	disgust	0.742	απαίσιος
bile	disgust	0.742	χολή
demonic	disgust	0.742	δαιμονικός
deranged	disgust	0.742	διαταραγμένος
abhorrence	disgust	0.742	αποστροφή
soiled	disgust	0.742	λερωμένος
mucus	disgust	0.742	φλέγμα
septic	disgust	0.742	σηπτικός
sickening	disgust	0.742	αηδής
demon	disgust	0.742	δαίμονας
cancer	disgust	0.734	Καρκίνος
obese	disgust	0.734	παχύσαρκος
degeneracy	disgust	0.734	εκφυλισμός
despicable	disgust	0.734	ποταπός
atrocity	disgust	0.734	θηριωδία
foul	disgust	0.734	βρωμερός
sicken	disgust	0.734	αρρωσταίνω
crucifixion	disgust	0.734	σταύρωση
terrorism	disgust	0.734	τρομοκρατία
repulsion	disgust	0.727	αποστροφή
morbidity	disgust	0.727	νοσηρότητα
dysentery	disgust	0.727	δυσεντερία
enema	disgust	0.727	κλύσμα
bacterium	disgust	0.727	βακτήριο
dirty	disgust	0.727	βρώμικος
adultery	disgust	0.727	μοιχεία
contamination	disgust	0.727	μόλυνση
grisly	disgust	0.727	τρομερός
diabolical	disgust	0.727	διαβολικός
autopsy	disgust	0.719	αυτοψία
barbaric	disgust	0.719	βαρβαρικός
vulgar	disgust	0.719	χυδαίος
entrails	disgust	0.719	εντόσθια ζώου
disgust	disgust	0.719	αηδία
lewd	disgust	0.719	έκφυλος
muck	disgust	0.719	βόρβορος
bowels	disgust	0.719	σπλάχνα
garbage	disgust	0.719	σκουπίδια
deterioration	disgust	0.719	αλλοίωση
contagion	disgust	0.719	μετάδοση
vicious	disgust	0.719	φαύλος
disfigured	disgust	0.719	παραμορφωμένος
pungent	disgust	0.719	πικάντικος
gross	disgust	0.719	ακαθάριστο
bloodshed	disgust	0.714	αιματοχυσία
gag	disgust	0.711	φίμωτρο
pollute	disgust	0.711	ρυπαίνω
nausea	disgust	0.711	ναυτία
tyrant	disgust	0.711	τύραννος
wretched	disgust	0.711	άθλιος
mortification	disgust	0.711	ταπείνωση
violent	disgust	0.711	βίαιος
poisoned	disgust	0.711	δηλητηριασμένος
nauseate	disgust	0.703	αναγουλιάζω
slimy	disgust	0.703	γλοιώδης
grope	disgust	0.703	ψηλαφώ
slut	disgust	0.703	πόρνη
nasty	disgust	0.703	δυσάρεστος
disgusting	disgust	0.703	αηδιαστικός
depraved	disgust	0.703	διεφθαρμένος
porn	disgust	0.703	πορνογραφία
hateful	disgust	0.703	μισητός
vulgarity	disgust	0.703	χυδαιότητα
noxious	disgust	0.703	επιβλαβής
grime	disgust	0.703	λέρα
constipation	disgust	0.703	δυσκοιλιότητα
secretion	disgust	0.703	έκκριση
poisoning	disgust	0.703	δηλητηρίαση
despotism	disgust	0.703	δεσποτισμός
measles	disgust	0.696	ιλαρά
contagious	disgust	0.695	μεταδοτικός
obesity	disgust	0.695	ευσαρκία
wart	disgust	0.695	κρεατοελλιά
hate	disgust	0.695	μισώ
hellish	disgust	0.695	καταχθόνιος
scum	disgust	0.695	απόβρασμα
suicidal	disgust	0.695	αυτοκτονικός
wretch	disgust	0.695	φουκαράς
abuse	disgust	0.695	κατάχρηση
waste	disgust	0.695	απόβλητα
intestinal	disgust	0.695	εντερικός
heartworm	disgust	0.688	διροφιλαρίωση
ooze	disgust	0.688	λάσπη
treason	disgust	0.688	προδοσία
contaminated	disgust	0.688	μολυσμένο
smut	disgust	0.688	καπνιά
disease	disgust	0.688	νόσος
rabid	disgust	0.688	φανατικός
deformed	disgust	0.680	παραμορφωμένος
hell	disgust	0.680	κόλαση
soulless	disgust	0.680	άψυχος
cholera	disgust	0.680	χολέρα
bestial	disgust	0.680	κτηνώδης
antichrist	disgust	0.680	αντίχριστος
freakish	disgust	0.680	παράξενος
germ	disgust	0.680	φύτρο
detest	disgust	0.680	αντιπαθώ
pollution	disgust	0.680	ρύπανση
grimy	disgust	0.680	ρυπαρός
abhorrent	disgust	0.680	απεχθής
hatred	disgust	0.680	έχθρα
abominate	disgust	0.680	αποστρέφομαι
sickness	disgust	0.680	ασθένεια
hideous	disgust	0.672	βδελυρός
dictatorship	disgust	0.672	δικτατορία
loathful	disgust	0.672	αηδής
greasy	disgust	0.672	λιπαρός
dilapidated	disgust	0.672	σαραβαλιασμένος
inhuman	disgust	0.672	απάνθρωπος
loathing	disgust	0.672	σιχαμάρα
obscene	disgust	0.672	άσεμνος
cess	disgust	0.670	cess
devil	disgust	0.664	διάβολος
deformity	disgust	0.664	παραμόρφωση
nauseous	disgust	0.664	αηδιαστικός
deadly	disgust	0.664	θανάσιμα
swine	disgust	0.664	χοίρος
discrimination	disgust	0.664	διάκριση
abominable	disgust	0.664	απαίσιος
masochism	disgust	0.664	μαζοχισμός
heretic	disgust	0.664	αιρετικός
latrines	disgust	0.656	αποχωρητήρια
corruption	disgust	0.656	διαφθορά
poisonous	disgust	0.656	δηλητηριώδης
horror	disgust	0.656	φρίκη
nefarious	disgust	0.656	άνομος
bacteria	disgust	0.656	βακτήρια
horrible	disgust	0.656	φρικτός
trash	disgust	0.656	Σκουπίδια
abortion	disgust	0.656	άμβλωση
death	disgust	0.656	θάνατος
prejudiced	disgust	0.656	προκατειλημμένος
poison	disgust	0.656	δηλητήριο
oppression	disgust	0.656	καταπίεση
goo	disgust	0.656	κόλλα
victimized	disgust	0.656	θυματοποιημένος
mange	disgust	0.656	ψώρα ζώων
sludge	disgust	0.648	λάσπη
trashy	disgust	0.648	άχρηστος
vindictive	disgust	0.648	εκδικητικός
horrid	disgust	0.648	φρικαλέος
ugly	disgust	0.648	άσχημος
immoral	disgust	0.648	ανήθικος
bitch	disgust	0.648	σκύλα
outhouse	disgust	0.648	αποχωρητήριο
detestation	disgust	0.648	αποστροφή
horrifying	disgust	0.641	φοβερός
laxative	disgust	0.641	καθαρτικό
unsightly	disgust	0.641	άσχημος
derogatory	disgust	0.641	υποτιμητικός
slop	disgust	0.641	φθηνά ρούχα
malfeasance	disgust	0.641	αδικοπραγία
spew	disgust	0.641	εξεμώ
pimple	disgust	0.641	σπυρί
criminality	disgust	0.641	εγκληματικότητα
indecency	disgust	0.641	απρέπεια
cystic	disgust	0.641	κυστικός της κύστεως
villainous	disgust	0.641	άθλιος
queasy	disgust	0.633	σιχασιάρης
mildew	disgust	0.633	μούχλα
oppressive	disgust	0.633	καταπιεστικός
prostitution	disgust	0.633	πορνεία
secrete	disgust	0.633	εκκρίνω
ulcer	disgust	0.633	έλκος
rat	disgust	0.633	αρουραίος
bigoted	disgust	0.633	φανατικός
perpetrator	disgust	0.633	δράστης
doomsday	disgust	0.633	ημέρα της κρίσης
sinful	disgust	0.633	αμαρτωλός
degrading	disgust	0.625	εξευτελιστικό
ghastly	disgust	0.625	φρικτός
suffering	disgust	0.625	ταλαιπωρία
obscenity	disgust	0.625	αισχρότητα
devilish	disgust	0.625	διαβολικός
disgraceful	disgust	0.625	αισχρός
persecution	disgust	0.625	καταδίωξη
contemptible	disgust	0.625	ποταπός
cuckold	disgust	0.625	κερατάς
stools	disgust	0.625	κόπρανα
dastardly	disgust	0.625	ποταπός
sin	disgust	0.625	αμαρτία
gluttony	disgust	0.625	λαιμαργία
bloated	disgust	0.625	πρησμένος
fungus	disgust	0.625	μύκητας
aghast	disgust	0.625	εμβρόντητος
diaper	disgust	0.617	πάνα
malicious	disgust	0.617	κακεντρεχής
polygamy	disgust	0.617	πολυγαμία
dying	disgust	0.617	βαφή
termite	disgust	0.617	τερμίτης
fat	disgust	0.617	Λίπος
deceit	disgust	0.617	απάτη
atrocious	disgust	0.617	φρικτός
guillotine	disgust	0.617	καρμανιόλα
tetanus	disgust	0.617	τέτανος
spoil	disgust	0.617	λεία
crusty	disgust	0.617	κακότροπος
sickly	disgust	0.617	ασθενικός
louse	disgust	0.617	ψείρα
strangle	disgust	0.617	στραγγαλίζω
betrayal	disgust	0.617	προδοσία
loathe	disgust	0.617	σιχαίνομαι
