English Word	Emotion	Emotion-Intensity-Score	Odia Word
insufferable	disgust	0.555	ଅସହଯୋଗୀ |
segregate	disgust	0.555	ପୃଥକ
arsenic	disgust	0.555	ଆର୍ସେନିକ୍ |
threatening	disgust	0.555	ଧମକ
atrophy	disgust	0.555	atrophy
varicella	disgust	0.555	varicella
slayer	disgust	0.555	ହତ୍ୟାକାରୀ
distaste	disgust	0.555	ବିଚଳିତ |
coward	disgust	0.555	ଭୟଭୀତ
robbery	disgust	0.555	ଡକାୟତି
wickedness	disgust	0.555	ଦୁଷ୍ଟତା
anathema	disgust	0.547	ଆନାଥେମା |
malevolent	disgust	0.547	ଦୁଷ୍କର୍ମ
sty	disgust	0.547	sty
pillage	disgust	0.547	ଲୁଣ୍ଠନ
thief	disgust	0.547	ଚୋର
suffocating	disgust	0.547	ଶ୍ୱାସରୁଦ୍ଧ
condemnation	disgust	0.547	ନିନ୍ଦା
deleterious	disgust	0.547	ବିଲୋପକାରୀ
slur	disgust	0.547	slur
purgatory	disgust	0.547	purgatory
attacking	disgust	0.547	ଆକ୍ରମଣ
burglar	disgust	0.547	ଚୋର
ogre	disgust	0.547	ogre
coercion	disgust	0.547	ବାଧ୍ୟବାଧକତା |
vesicular	disgust	0.547	ଭେସିକୁଲାର୍ |
miserable	disgust	0.547	ଦୁଃଖୀ
bitterly	disgust	0.547	ତିକ୍ତ ଭାବରେ
sneer	disgust	0.539	ନିନ୍ଦା
greedy	disgust	0.539	ଲୋଭୀ
gob	disgust	0.539	gob
repellant	disgust	0.539	ପ୍ରତିରୋଧକ |
jealous	disgust	0.539	ealous ର୍ଷା
drunken	disgust	0.539	ମଦ୍ୟପ
shame	disgust	0.539	ଲଜ୍ଜା
thrash	disgust	0.539	ଥ୍ରାସ୍ |
fatty	disgust	0.539	ଚର୍ବି
liar	disgust	0.539	ମିଥ୍ୟାବାଦୀ
imprisoned	disgust	0.539	କାରାଗାରରେ
sloth	disgust	0.539	ଅଳସୁଆ |
repudiation	disgust	0.539	ପ୍ରତ୍ୟାଖ୍ୟାନ
disgrace	disgust	0.539	ଅପମାନ
infidelity	disgust	0.539	ଅବିଶ୍ୱାସ
pig	disgust	0.539	ଘୁଷୁରି
lethal	disgust	0.536	ସାଂଘାତିକ |
burnt	disgust	0.531	ଜଳିଗଲା |
brawl	disgust	0.531	raw ଗଡା
withered	disgust	0.531	ଶୁଖିଗଲା |
blemish	disgust	0.531	ଦୋଷ
hydrocephalus	disgust	0.531	ହାଇଡ୍ରୋସେଫାଲସ୍ |
aberration	disgust	0.531	ଘୃଣ୍ୟତା |
smuggler	disgust	0.531	ଚୋରା ଚାଲାଣକାରୀ |
painful	disgust	0.531	ଯନ୍ତ୍ରଣାଦାୟକ |
condescension	disgust	0.531	ଘନଘନ
intolerant	disgust	0.531	ଅସହିଷ୍ଣୁ |
blasphemous	disgust	0.531	ନିନ୍ଦା
lying	disgust	0.531	ମିଛ କହୁଛି
hanging	disgust	0.531	ଫାଶୀ
travesty	disgust	0.531	ଭ୍ରମଣକାରୀ |
ruined	disgust	0.531	ନଷ୍ଟ
intrusive	disgust	0.531	ଅନୁପ୍ରବେଶକାରୀ |
disintegrate	disgust	0.531	ବିଚ୍ଛିନ୍ନ
destructive	disgust	0.531	ବିନାଶକାରୀ |
neurotic	disgust	0.531	ସ୍ନାୟୁଗତ
disparaging	disgust	0.523	ଅପମାନଜନକ |
blighted	disgust	0.523	ବ୍ଲାଇଟ୍
intolerance	disgust	0.523	ଅସହିଷ୍ଣୁତା |
mistress	disgust	0.523	ମାଲିକାଣୀ
avarice	disgust	0.523	ଆଭାରିସ୍ |
disgraced	disgust	0.523	ଅପମାନିତ
derogation	disgust	0.523	ଅପମାନ
rubbish	disgust	0.523	ନିରର୍ଥକ
accusation	disgust	0.523	ଅଭିଯୋଗ
incarceration	disgust	0.523	କାରାଗାର
tortious	disgust	0.516	ନିର୍ଯାତନା
dishonor	disgust	0.516	ଅପମାନ
stink	disgust	0.516	ଦୁର୍ଗନ୍ଧ
grim	disgust	0.516	ଦୁ im ଖ
rob	disgust	0.516	ଲୁଟ
defraud	disgust	0.516	ପ୍ରତାରଣା
sump	disgust	0.516	ସମ୍ପ
cringe	disgust	0.516	କ୍ରଙ୍ଗ୍
vulture	disgust	0.516	ଶାଗୁଣା
deplorable	disgust	0.516	ଦୁ or ଖଦାୟକ
mite	disgust	0.516	ମାଇଟ୍
eradication	disgust	0.516	ବିଲୋପ
degrade	disgust	0.516	ଅବନତି
gutter	disgust	0.516	ଗୁଟର୍
convict	disgust	0.516	ଦୋଷୀ
remains	disgust	0.516	ରହିଥାଏ |
betray	disgust	0.516	ବିଶ୍ୱାସଘାତକତା
daemon	disgust	0.516	ଡେମନ୍ |
sham	disgust	0.509	ଶ୍ୟାମ
distasteful	disgust	0.508	ଘୃଣ୍ୟ
prisoner	disgust	0.508	ବନ୍ଦୀ
dreadfully	disgust	0.508	ଭୟଭୀତ
worthless	disgust	0.508	ମୂଲ୍ୟହୀନ
crude	disgust	0.508	ଅଶୋଧିତ
delirium	disgust	0.508	delirium
incurable	disgust	0.508	ଅସୁସ୍ଥ
smelling	disgust	0.508	ଗନ୍ଧ
idiocy	disgust	0.508	ମୂର୍ଖତା
resentment	disgust	0.508	ବିରକ୍ତି
bombed	disgust	0.508	ବୋମା ବିସ୍ଫୋରଣ |
blob	disgust	0.508	ବ୍ଲବ୍ |
cheat	disgust	0.508	ପ୍ରତାରଣା
schizophrenia	disgust	0.508	ସ୍କିଜୋଫ୍ରେନିଆ
rejection	disgust	0.508	ପ୍ରତ୍ୟାଖ୍ୟାନ
belittle	disgust	0.508	ତୁଚ୍ଛ
glut	disgust	0.508	ଗ୍ଲୁଟ୍ |
disaster	disgust	0.508	ବିପର୍ଯ୍ୟୟ |
distress	disgust	0.508	ଦୁ distress ଖ
pest	disgust	0.508	ପୋକ
endemic	disgust	0.508	ଏଣ୍ଡେମିକ୍ |
theft	disgust	0.500	ଚୋରି
banish	disgust	0.500	ବହିଷ୍କାର କର |
mire	disgust	0.500	କାଦୁଅ
flagrant	disgust	0.500	ଖରାପ
derision	disgust	0.500	ଉପହାସ
dirt	disgust	0.500	ମଇଳା
screaming	disgust	0.500	ଚିତ୍କାର
offense	disgust	0.500	ଅପରାଧ
jealousy	disgust	0.500	ealous ର୍ଷା
bribery	disgust	0.500	ଲାଞ୍ଚ
polemic	disgust	0.500	polemic
blight	disgust	0.500	ବ୍ଲାଇଟ୍
impeach	disgust	0.500	ଅପରାଜିତା
bitterness	disgust	0.500	ତିକ୍ତତା
taboo	disgust	0.500	ଟାବୁ |
duress	disgust	0.500	ସ୍ଥିରତା
goblin	disgust	0.500	ଗୋବଲିନ୍ |
shackle	disgust	0.500	ଶିକୁଳି
idolatry	disgust	0.500	ମୂର୍ତ୍ତିପୂଜା
greed	disgust	0.500	ଲୋଭ
impurity	disgust	0.500	ଅଶୁଦ୍ଧତା
tirade	disgust	0.500	ତିରଡେ |
idiot	disgust	0.492	ମୂର୍ଖ
boil	disgust	0.492	ଫୁଟାନ୍ତୁ
unconscionable	disgust	0.492	ଅବିଶ୍ୱାସନୀୟ |
disreputable	disgust	0.492	ଅପମାନଜନକ |
robber	disgust	0.492	ଡକାୟତ
malign	disgust	0.492	କୁପ୍ରଭାବ
wreck	disgust	0.492	ଧ୍ୱଂସ
recession	disgust	0.492	ବିମୁଦ୍ରାକରଣ |
gorge	disgust	0.492	ଘାଟ
leer	disgust	0.492	leer
ill	disgust	0.492	ଅସୁସ୍ଥ
squirm	disgust	0.492	squirm
raging	disgust	0.484	କ୍ରୋଧ
servile	disgust	0.484	ସେବା
mess	disgust	0.484	ବିଶୃଙ୍ଖଳା |
nappy	disgust	0.484	ନାପି
possessed	disgust	0.484	ଧାରଣ କରିଛି |
unbearable	disgust	0.484	ଅସହ୍ୟ
occult	disgust	0.484	ଜ୍ୟୋତିଷ
contraband	disgust	0.484	ନିଷେଧାଦେଶ
snarl	disgust	0.484	snarl
mutiny	disgust	0.484	ବିଦ୍ରୋହ
mad	disgust	0.484	ପାଗଳ
affliction	disgust	0.484	ଦୁ iction ଖ
stain	disgust	0.484	ଦାଗ
animosity	disgust	0.484	ଶତ୍ରୁତା |
contempt	disgust	0.484	ଅବମାନନା
tramp	disgust	0.484	ଟ୍ରମ୍ପ
nepotism	disgust	0.484	ଆତ୍ମୀୟତା
disrespectful	disgust	0.484	ଅସମ୍ମାନ
defamation	disgust	0.484	ବଦନାମ
inexcusable	disgust	0.484	ଅସହଯୋଗୀ |
aversation	disgust	0.484	ଘୃଣା
wasteful	disgust	0.484	ଅପଚୟ
offender	disgust	0.484	ଅପରାଧୀ
subjugation	disgust	0.484	ଅଧୀନତା |
illegality	disgust	0.477	ବେଆଇନତା |
dismal	disgust	0.477	ଅଶୁଭ |
criminal	disgust	0.477	ଅପରାଧୀ
unpleasant	disgust	0.477	ଅପ୍ରୀତିକର
palsy	disgust	0.477	ପକ୍ଷାଘାତ
antagonistic	disgust	0.477	ବିରୋଧୀ
pathetic	disgust	0.477	ଦୁ hetic ଖଦାୟକ |
uncaring	disgust	0.477	ଅବହେଳା
suppression	disgust	0.477	ଦମନ
immorality	disgust	0.477	ଅନ mo ତିକତା
mockery	disgust	0.477	ଉପହାସ
outrage	disgust	0.469	କ୍ରୋଧ
mocking	disgust	0.469	ପରିହାସ
wallow	disgust	0.469	କାନ୍ଥ
cough	disgust	0.469	କଫ
arrogant	disgust	0.469	ଅହଂକାରୀ
angry	disgust	0.469	କ୍ରୋଧିତ
poverty	disgust	0.469	ଦାରିଦ୍ର୍ୟ
grating	disgust	0.469	ଗ୍ରେଟିଂ
livid	disgust	0.469	ଉଜ୍ଜ୍ୱଳ
aggravation	disgust	0.469	ବୃଦ୍ଧି
repellent	disgust	0.469	ଘୃଣ୍ୟ
perspiration	disgust	0.469	iration ାଳ
banishment	disgust	0.469	ବହିଷ୍କାର
furious	disgust	0.469	କ୍ରୋଧିତ
shoddy	disgust	0.469	ଖରାପ
banshee	disgust	0.469	ବାଉଁଶ
deceive	disgust	0.461	ପ୍ରତାରଣା କର |
fool	disgust	0.461	ମୂର୍ଖ
quack	disgust	0.461	quack
distorted	disgust	0.461	ବିକୃତ
spider	disgust	0.461	ସ୍ପାଇଡର୍
unjustifiable	disgust	0.461	ଅଯ ust କ୍ତିକ |
deplore	disgust	0.461	ଦୁ ore ଖ
spurious	disgust	0.461	ଭ୍ରାନ୍ତ
perdition	disgust	0.461	ବିନାଶ
muddy	disgust	0.461	କାଦୁଅ
fraudulent	disgust	0.461	ଠକ
scar	disgust	0.461	ଦାଗ
prick	disgust	0.461	ପ୍ରିକ୍
insulting	disgust	0.461	ଅପମାନ
plunder	disgust	0.461	ଲୁଣ୍ଠନ
recklessness	disgust	0.461	ବେପରୁଆ
stigma	disgust	0.453	କଳଙ୍କ
disparage	disgust	0.453	ଭେଦଭାବ
unthinkable	disgust	0.453	ଅବାଞ୍ଛିତ |
disingenuous	disgust	0.453	ଅଲଗା
bane	disgust	0.453	ନିଷେଧ |
dishonest	disgust	0.453	ଅସାଧୁ
aphid	disgust	0.453	ଆପିଡ୍ |
elimination	disgust	0.453	ବିଲୋପ
cur	disgust	0.453	କର୍
selfish	disgust	0.453	ସ୍ୱାର୍ଥପର
eschew	disgust	0.453	ପଳାୟନ କରନ୍ତୁ |
dire	disgust	0.453	ଭୟଙ୍କର
indignation	disgust	0.453	କ୍ରୋଧ
antipathy	disgust	0.453	ଆଣ୍ଟିପାଥି
alienate	disgust	0.453	ବିଚ୍ଛିନ୍ନ
mosquito	disgust	0.445	ମଶା
piles	disgust	0.445	ଗଦା
pious	disgust	0.445	ଧାର୍ମିକ
lie	disgust	0.445	ମିଛ
opium	disgust	0.445	ଆପିମ୍ |
smell	disgust	0.445	ଗନ୍ଧ
iniquity	disgust	0.445	ଅଧର୍ମ
caries	disgust	0.445	କ୍ୟାରିସ୍ |
despair	disgust	0.445	ନିରାଶ
recalcitrant	disgust	0.445	ପୁନ al ବିଚାର
egotistical	disgust	0.445	ଅହଂକାର
wasted	disgust	0.445	ନଷ୍ଟ
vacuous	disgust	0.445	ଶୂନ୍ୟ
bankruptcy	disgust	0.445	ଦେବାଳିଆ
garish	disgust	0.445	garish
obnoxious	disgust	0.438	ଅବନୋକ୍ସିସ୍ |
ashamed	disgust	0.438	ଲଜ୍ଜିତ
abject	disgust	0.438	ଅବଜେକ୍ଟ
sticky	disgust	0.438	ଷ୍ଟିକି |
scream	disgust	0.438	ଚିତ୍କାର କର
hopelessness	disgust	0.438	ନିରାଶା
homeless	disgust	0.438	ଭୂମିହୀନ |
shun	disgust	0.438	ଦୂରେଇ ରୁହ |
inmate	disgust	0.438	ଅନ୍ତେବାସୀ
alien	disgust	0.438	ବିଦେଶୀ
hog	disgust	0.438	ହଗ୍
aversion	disgust	0.438	ଘୃଣା
abnormal	disgust	0.438	ଅସ୍ୱାଭାବିକ
cursing	disgust	0.430	ଅଭିଶାପ
undesirable	disgust	0.430	ଅବାଞ୍ଛିତ |
denounce	disgust	0.430	ନିନ୍ଦା
witch	disgust	0.430	ଯାଦୁକର
creature	disgust	0.430	ପ୍ରାଣୀ
lusty	disgust	0.430	ଲୋଭୀ
illegal	disgust	0.430	ବେଆଇନ |
debris	disgust	0.430	ଆବର୍ଜନା |
callous	disgust	0.430	କଲ୍
reflux	disgust	0.430	ପ୍ରତିଫଳନ
adverse	disgust	0.430	ପ୍ରତିକୂଳ
shameless	disgust	0.430	ଲଜ୍ଜାଜନକ |
separatist	disgust	0.430	ବିଚ୍ଛିନ୍ନତାବାଦୀ
trickery	disgust	0.430	ଚତୁରତା
falsity	disgust	0.430	ମିଥ୍ୟା
pall	disgust	0.430	ପଲ୍
defiance	disgust	0.430	ଅବମାନନା
incredulous	disgust	0.430	ଅବିଶ୍ୱାସନୀୟ |
curse	disgust	0.430	ଅଭିଶାପ
pompous	disgust	0.422	ଅହଂକାରୀ |
socialist	disgust	0.422	ସମାଜବାଦୀ
mistrust	disgust	0.422	ଅବିଶ୍ୱାସ
infantile	disgust	0.422	ଶିଶୁ
wasting	disgust	0.422	ଅପଚୟ
hairy	disgust	0.422	ଲୋମଶାଳୀ |
nicotine	disgust	0.422	ନିକୋଟିନ୍
denunciation	disgust	0.422	ନିନ୍ଦା
collapse	disgust	0.422	ଭୁଶୁଡ଼ିବା
untidy	disgust	0.422	ଅପରିଷ୍କାର
ferocious	disgust	0.422	ଭୟଙ୍କର
ammonia	disgust	0.422	ଆମୋନିଆ
carelessness	disgust	0.422	ଅସାବଧାନତା |
impure	disgust	0.422	ଅଶୁଦ୍ଧ
contentious	disgust	0.422	ବିବାଦୀୟ
bum	disgust	0.422	ବମ୍
affront	disgust	0.422	ଆଫ୍ରଣ୍ଟ୍
offend	disgust	0.422	ଅପମାନ
tarnish	disgust	0.422	କଳଙ୍କିତ |
idiotic	disgust	0.422	ମୂର୍ଖ
badness	disgust	0.422	ଖରାପ
delinquent	disgust	0.422	ଅପରାଧୀ
swarm	disgust	0.422	swarm
hypertrophy	disgust	0.422	ଉଚ୍ଚ ରକ୍ତଚାପ
gush	disgust	0.422	gush
tasteless	disgust	0.422	ସ୍ୱାଦହୀନ |
bovine	disgust	0.422	ବୋଭାଇନ୍ |
slush	disgust	0.422	ସ୍ଲାସ୍ |
litigious	disgust	0.414	ମକଦ୍ଦମା
dishonesty	disgust	0.414	ଅସାଧୁତା |
vegetative	disgust	0.414	ଶାକାହାରୀ
unfavorable	disgust	0.414	ଅନୁକୂଳ
displacency	disgust	0.414	ବିସ୍ଥାପନ
illegitimate	disgust	0.414	ଅବ ille ଧ |
sour	disgust	0.414	ଖଟା
socialism	disgust	0.414	ସମାଜବାଦ
disobey	disgust	0.414	ଅବମାନନା
drivel	disgust	0.414	ଡ୍ରାଇଭ୍
vampire	disgust	0.414	ବାଷ୍ପ
neglected	disgust	0.414	ଅବହେଳିତ
murky	disgust	0.414	ଅସ୍ପଷ୍ଟ
ignorant	disgust	0.406	ଅଜ୍ଞ
disgruntled	disgust	0.406	ଅସନ୍ତୁଷ୍ଟ
discontinuity	disgust	0.406	ବନ୍ଦ
dislike	disgust	0.406	ନାପସନ୍ଦ
unlawful	disgust	0.406	ବେଆଇନ୍ |
wrongdoing	disgust	0.406	ଭୁଲ୍
shoplifting	disgust	0.406	ଦୋକାନ ଚୋରୀ
recidivism	disgust	0.406	ପୁନ id ବିଚାର
outcast	disgust	0.406	ବହିଷ୍କୃତ
bogus	disgust	0.406	ବୋଗସ୍
displeasure	disgust	0.406	ଅସନ୍ତୁଷ୍ଟ
repel	disgust	0.406	ପ୍ରତ୍ୟାହାର
falsify	disgust	0.406	ମିଥ୍ୟା
ungrateful	disgust	0.406	କୃତଜ୍ଞ
unkind	disgust	0.406	ଦୟାଳୁ
phony	disgust	0.406	ଧୋନୀ
prosecution	disgust	0.406	ପ୍ରବର୍ତ୍ତନ
woe	disgust	0.398	ଧିକ୍
averse	disgust	0.398	ଘୃଣା
loon	disgust	0.398	ଲୋନ୍
worsening	disgust	0.398	ଖରାପ ହେବା
paucity	disgust	0.398	ସ୍ଥିରତା
unnatural	disgust	0.398	ଅପ୍ରାକୃତିକ |
amphetamines	disgust	0.398	ଆମ୍ଫେଟାମାଇନ୍ସ |
senseless	disgust	0.398	ଅଜ୍ଞାନ |
rigor	disgust	0.398	କଠୋର
subvert	disgust	0.398	subvert
failure	disgust	0.398	ବିଫଳତା
lick	disgust	0.398	ଲିକ୍
unruly	disgust	0.398	ଅନିୟମିତତା |
woefully	disgust	0.398	ଦୁ e ଖରେ
stingy	disgust	0.398	କଳଙ୍କିତ
crushing	disgust	0.398	ଚୂର୍ଣ୍ଣ
disdain	disgust	0.398	ଅବମାନନା
insult	disgust	0.393	ଅପମାନ
averseness	disgust	0.391	ଘୃଣା
disrelish	disgust	0.391	ଅସନ୍ତୁଷ୍ଟ
punished	disgust	0.391	ଦଣ୍ଡିତ
critter	disgust	0.391	କ୍ରିଟର୍ |
damage	disgust	0.391	କ୍ଷତି
scorpion	disgust	0.391	ବିଛା
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	ମଫ୍
farcical	disgust	0.391	ଫାର୍ସିକାଲ୍ |
antisocial	disgust	0.391	ଅସାମାଜିକ |
hardened	disgust	0.391	କଠିନ
punishment	disgust	0.391	ଦଣ୍ଡ
bad	disgust	0.391	ଖରାପ
expel	disgust	0.391	ବହିଷ୍କାର
surly	disgust	0.383	surly
lament	disgust	0.383	ବିଳାପ
illiterate	disgust	0.383	ଅଶିକ୍ଷିତ |
divorce	disgust	0.383	ଛାଡପତ୍ର
teeming	disgust	0.383	ଟିମିଙ୍ଗ୍
plagiarism	disgust	0.383	ଚୋରୀ
eviction	disgust	0.383	ବହିଷ୍କାର
orc	disgust	0.383	orc
disappoint	disgust	0.383	ନିରାଶ
shabby	disgust	0.383	ଶବ୍ଦ
presumptuous	disgust	0.383	ଅହଂକାରୀ
anaconda	disgust	0.383	ଆନାକୋଣ୍ଡା |
discord	disgust	0.383	ମତଭେଦ |
guilt	disgust	0.383	ଦୋଷ
fugitive	disgust	0.383	ପଳାତକ
irrational	disgust	0.383	ଅଯ irr କ୍ତିକ |
adder	disgust	0.383	ଆଡର୍
fulsome	disgust	0.383	ପୂର୍ଣ୍ଣ
sacrifices	disgust	0.383	ବଳିଦାନ
hypocritical	disgust	0.383	କପଟୀ
shock	disgust	0.375	shock ଟକା
alienation	disgust	0.375	ବିଚ୍ଛିନ୍ନତା
scoff	disgust	0.375	ପରିହାସ
plight	disgust	0.375	ଦୁ ight ଖ
irritation	disgust	0.375	ରାଗ
unworthy	disgust	0.375	ଅଯୋଗ୍ୟ
misconduct	disgust	0.375	ଦୁଷ୍କର୍ମ
defective	disgust	0.375	ତ୍ରୁଟିଯୁକ୍ତ
blame	disgust	0.375	ଦୋଷ
depressing	disgust	0.375	ଉଦାସୀନ
dislocated	disgust	0.375	ସ୍ଥାନାନ୍ତରିତ |
irritating	disgust	0.375	ବିରକ୍ତିକର |
vainly	disgust	0.367	ବୃଥା
toad	disgust	0.367	ଟୋଡ୍
powerless	disgust	0.367	ଶକ୍ତିହୀନ
coerce	disgust	0.367	ବାଧ୍ୟ କର |
shuddering	disgust	0.367	କମ୍ପିତ
stripped	disgust	0.367	ଛଡ଼ାଯାଇଛି
revoke	disgust	0.367	ପ୍ରତ୍ୟାହାର
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	ଅସ୍ୱାସ୍ଥ୍ୟକର
exclusion	disgust	0.367	ବହିଷ୍କାର
disillusionment	disgust	0.367	ନିରାଶା
blatant	disgust	0.367	ନିନ୍ଦନୀୟ
hurtful	disgust	0.367	କ୍ଷତିକାରକ |
hoax	disgust	0.367	ଛଳନା
wimp	disgust	0.367	wimp
cad	disgust	0.367	କ୍ୟାଡ୍
pitfall	disgust	0.367	ଗର୍ତ୍ତ
squelch	disgust	0.367	ସ୍କେଲଚ୍
deserted	disgust	0.359	ପରିତ୍ୟକ୍ତ
damn	disgust	0.359	ଅଭିଶାପ
incompatible	disgust	0.359	ଅସଙ୍ଗତ
dispose	disgust	0.359	ନିଷ୍କାସନ କରନ୍ତୁ |
oddity	disgust	0.359	ଅଦ୍ଭୁତତା |
rebellion	disgust	0.359	ବିଦ୍ରୋହ
ineptitude	disgust	0.359	ଅପାରଗତା |
bug	disgust	0.359	ତ୍ରୁଟି
disobedience	disgust	0.359	ଅମାନ୍ୟ
inept	disgust	0.352	ନିଷ୍କ୍ରିୟ
litigate	disgust	0.352	ମକଦ୍ଦମା
dismissal	disgust	0.352	ବରଖାସ୍ତ
cutting	disgust	0.352	କାଟିବା
untoward	disgust	0.352	ଅସନ୍ତୁଷ୍ଟ
displeased	disgust	0.352	ଅସନ୍ତୁଷ୍ଟ
censor	disgust	0.352	ସେନ୍ସର
ridiculous	disgust	0.352	ହାସ୍ୟାସ୍ପଦ
compost	disgust	0.352	କମ୍ପୋଷ୍ଟ
frustrate	disgust	0.352	ନିରାଶ
misbehavior	disgust	0.352	ଅସଦାଚରଣ
lawyer	disgust	0.352	ଓକିଲ
crushed	disgust	0.352	ଚୂର୍ଣ୍ଣ
flesh	disgust	0.352	ମାଂସ
uncertain	disgust	0.352	ଅନିଶ୍ଚିତତା |
obi	disgust	0.352	ଓବି
flinch	disgust	0.352	ଫ୍ଲିଞ୍ଚ୍ |
fierce	disgust	0.352	ଭୟଙ୍କର
wrongful	disgust	0.352	ଭୁଲ
depreciate	disgust	0.344	ଅବନତି
disapprove	disgust	0.344	ନାପସନ୍ଦ
tearful	disgust	0.344	ଅଶ୍ରୁଳ
grumble	disgust	0.336	ଅଭିଯୋଗ
unsettled	disgust	0.336	ଅସନ୍ତୁଷ୍ଟ
annoy	disgust	0.336	ବିରକ୍ତ
exigent	disgust	0.336	ଅତିରିକ୍ତ
heartsick	disgust	0.336	ହୃଦୟସ୍ପର୍ଶୀ |
lawsuit	disgust	0.336	ମକଦ୍ଦମା
discoloration	disgust	0.336	ରଙ୍ଗ
lumpy	disgust	0.336	ଲମ୍ପ୍
daft	disgust	0.336	daft
blunder	disgust	0.336	ତ୍ରୁଟି
discontent	disgust	0.336	ଅସନ୍ତୋଷ |
bickering	disgust	0.336	ବିବାଦ
thoughtless	disgust	0.336	ଚିନ୍ତାହୀନ |
disliked	disgust	0.336	ନାପସନ୍ଦ
disinclination	disgust	0.336	ବିଚ୍ଛିନ୍ନତା
distrust	disgust	0.336	ଅବିଶ୍ୱାସ
disallowed	disgust	0.336	ଅନୁମୋଦିତ
instability	disgust	0.328	ଅସ୍ଥିରତା |
hydrophobia	disgust	0.328	ହାଇଡ୍ରୋଫୋବିୟା |
whine	disgust	0.328	ଚିତ୍କାର
inhibit	disgust	0.328	ପ୍ରତିବନ୍ଧକ
excluded	disgust	0.328	ବାଦ ଦିଆଯାଇଛି
provoking	disgust	0.328	ଉତ୍ତେଜକ
grievance	disgust	0.328	ଅଭିଯୋଗ
unmanageable	disgust	0.328	ପରିଚାଳନାଯୋଗ୍ୟ ନୁହେଁ |
sly	disgust	0.328	ଚତୁର
exasperation	disgust	0.328	ବହିଷ୍କାର
cacophony	disgust	0.328	କାକୋଫୋନି |
unsatisfactory	disgust	0.328	ଅସନ୍ତୁଷ୍ଟ
disappointed	disgust	0.328	ନିରାଶ
materialist	disgust	0.328	ବସ୍ତୁବାଦୀ
misleading	disgust	0.321	ବିଭ୍ରାନ୍ତକାରୀ |
mishap	disgust	0.320	ଦୁର୍ଘଟଣା
soot	disgust	0.320	ସୁଟ୍
humbug	disgust	0.320	ହମ୍ବୁଗ୍
disclaim	disgust	0.320	ପ୍ରତ୍ୟାଖ୍ୟାନ କରନ୍ତୁ |
annoyance	disgust	0.320	ବିରକ୍ତିକର
disapproving	disgust	0.320	ନାପସନ୍ଦ
disservice	disgust	0.320	ଅସନ୍ତୋଷ |
reproach	disgust	0.320	ଅପମାନ
confined	disgust	0.320	ସୀମିତ
unequal	disgust	0.320	ଅସମାନ
