English Word	Emotion	Emotion-Intensity-Score	Xhosa Word
bleeding	disgust	0.609	ukopha
deform	disgust	0.609	deform
ghetto	disgust	0.609	ighetto
sabotage	disgust	0.609	ukonakaliswa
venomous	disgust	0.609	inetyhefu
abhor	disgust	0.609	cekisa
slander	disgust	0.609	ukunyelisa
hostile	disgust	0.609	enobutshaba
musty	disgust	0.602	inkungu
illicit	disgust	0.602	ngokungekho mthethweni
ugliness	disgust	0.602	ububi
unwashed	disgust	0.602	engahlanjwanga
swampy	disgust	0.602	manzi
deprivation	disgust	0.602	ukuswela
poaching	disgust	0.602	ukuzingela ngokungekho mthethweni
hag	disgust	0.602	hag
infidel	disgust	0.602	ongakholwayo
imprisonment	disgust	0.602	ukuvalelwa
traitor	disgust	0.602	umngcatshi
lunacy	disgust	0.602	ubuhlanya
queasiness	disgust	0.594	unxunguphalo
hostility	disgust	0.594	ubutshaba
repelling	disgust	0.594	ukugxotha
intoxicated	disgust	0.594	nxilile
thug	disgust	0.594	isigebenga
catastrophe	disgust	0.594	intlekele
lunatic	disgust	0.594	unegeza
misery	disgust	0.594	intlupheko
venom	disgust	0.594	ubuthi
butcher	disgust	0.594	umxheli
toilet	disgust	0.594	yangasese
blister	disgust	0.594	idyunguza
lurid	disgust	0.594	lurid
slug	disgust	0.594	i-slug
gut	disgust	0.594	amathumbu
sinner	disgust	0.594	umoni
deceitful	disgust	0.594	ngobuqhophololo
epidemic	disgust	0.594	indyikitya yesifo esisulelayo
deteriorated	disgust	0.586	iye yaba mandundu
lavatory	disgust	0.586	indawo yokuhlambela
unclean	disgust	0.586	iyinqambi
prostitute	disgust	0.586	ihenyukazi
incubus	disgust	0.586	Incubus
appalling	disgust	0.586	eyothusayo
dreadful	disgust	0.586	yoyikeka
pornography	disgust	0.586	imifanekiso engamanyala
harass	disgust	0.586	hlukumeza
squeamish	disgust	0.578	squeamish
expulsion	disgust	0.578	ukugxothwa
unfaithful	disgust	0.578	abangathembekanga
offensive	disgust	0.578	ekhubekisayo
hypocrite	disgust	0.578	umhanahanisi
humiliating	disgust	0.578	ukuhlazisa
larceny	disgust	0.578	ubuqhetseba
ruinous	disgust	0.578	yingozi
retard	disgust	0.578	deda
rash	disgust	0.578	irhashalala
flea	disgust	0.578	intakumba
debauchery	disgust	0.578	uburheletya
fiend	disgust	0.578	umhlobo
quagmire	disgust	0.578	i-quagmire
conspirator	disgust	0.578	umenzi weyelenqe
sick	disgust	0.578	abagulayo
mangle	disgust	0.578	umjita
dogsick	disgust	0.570	i-dogsick
egregious	disgust	0.570	kakhulu
flog	disgust	0.570	isabhokhwe
despise	disgust	0.570	dela
treacherous	disgust	0.570	ngobuqhophololo
oppress	disgust	0.570	cinezela
swamp	disgust	0.570	umgxobhozo
messy	disgust	0.570	mdaka
spit	disgust	0.570	amathe
dank	disgust	0.570	dank
bastard	disgust	0.570	Inja
devastating	disgust	0.570	etshabalalisayo
serpent	disgust	0.570	inyoka
loo	disgust	0.562	loo
indecent	disgust	0.562	engafanelekanga
insanity	disgust	0.562	impambano
stealing	disgust	0.562	ubusela
terrible	disgust	0.562	yoyikeka
tyrannical	disgust	0.562	ingqwabalala
humiliation	disgust	0.562	ukuthotywa
snake	disgust	0.562	inyoka
sloppy	disgust	0.562	bubudenge
sinning	disgust	0.562	ukona
harmful	disgust	0.562	eyingozi
harlot	disgust	0.562	ihenyukazi
sordid	disgust	0.562	muncu
enemy	disgust	0.562	utshaba
alcoholism	disgust	0.562	ubunxila
awful	disgust	0.562	yoyikeka
ruthless	disgust	0.562	abangenanceba
scoundrel	disgust	0.562	utsotsi
bloody	disgust	0.555	igazi
flabby	disgust	0.555	flabby
odious	disgust	0.555	edidayo
beastly	disgust	0.555	ngoburhamncwa
collusion	disgust	0.555	intsebenziswano
ridicule	disgust	0.555	isigculelo
discriminating	disgust	0.555	ukucalula
unattractive	disgust	0.555	engathandekiyo
insufferable	disgust	0.555	ayinyamezeleki
segregate	disgust	0.555	ukwahlula
arsenic	disgust	0.555	iarsenic
threatening	disgust	0.555	esongela
atrophy	disgust	0.555	i-atrophy
varicella	disgust	0.555	varisela
slayer	disgust	0.555	umbulali
distaste	disgust	0.555	ukucaphuka
coward	disgust	0.555	igwala
robbery	disgust	0.555	ukuphanga
wickedness	disgust	0.555	ubungendawo
anathema	disgust	0.547	isiqalekiso
malevolent	disgust	0.547	ukhohlakele
sty	disgust	0.547	isitayile
pillage	disgust	0.547	ukuphanga
thief	disgust	0.547	isela
suffocating	disgust	0.547	ukufuthanisela
condemnation	disgust	0.547	ukugwetywa
deleterious	disgust	0.547	derious
slur	disgust	0.547	intlebendwane
purgatory	disgust	0.547	intlambululo-miphefumlo
attacking	disgust	0.547	ukuhlasela
burglar	disgust	0.547	umqhekezi
ogre	disgust	0.547	ogre
coercion	disgust	0.547	ukunyanzeliswa
vesicular	disgust	0.547	vesicular
miserable	disgust	0.547	lusizi
bitterly	disgust	0.547	ngokukrakra
sneer	disgust	0.539	hlekisa
greedy	disgust	0.539	ukubawa
gob	disgust	0.539	gob
repellant	disgust	0.539	gxotha
jealous	disgust	0.539	unomona
drunken	disgust	0.539	unxilile
shame	disgust	0.539	shame
thrash	disgust	0.539	thrasha
fatty	disgust	0.539	amafutha
liar	disgust	0.539	ixoki
imprisoned	disgust	0.539	uvalelwe
sloth	disgust	0.539	ubuvila
repudiation	disgust	0.539	ukwala
disgrace	disgust	0.539	ihlazo
infidelity	disgust	0.539	ukungathembeki
pig	disgust	0.539	ihagu
lethal	disgust	0.536	ebulalayo
burnt	disgust	0.531	itshisiwe
brawl	disgust	0.531	ukuxabana
withered	disgust	0.531	ibunile
blemish	disgust	0.531	isiphako
hydrocephalus	disgust	0.531	i-hydrocephalus
aberration	disgust	0.531	ukuphambuka
smuggler	disgust	0.531	umrhwebi
painful	disgust	0.531	buhlungu
condescension	disgust	0.531	ukuzithoba
intolerant	disgust	0.531	ukunganyamezeli
blasphemous	disgust	0.531	unyeliso
lying	disgust	0.531	ukuxoka
hanging	disgust	0.531	ukuxhoma
travesty	disgust	0.531	ubugwenxa
ruined	disgust	0.531	yonakele
intrusive	disgust	0.531	engenelelayo
disintegrate	disgust	0.531	qhekeka
destructive	disgust	0.531	etshabalalisayo
neurotic	disgust	0.531	neurotic
disparaging	disgust	0.523	ukuthoba
blighted	disgust	0.523	yonakele
intolerance	disgust	0.523	ukunganyamezeli
mistress	disgust	0.523	unkosikazi
avarice	disgust	0.523	uburharha
disgraced	disgust	0.523	ihlazo
derogation	disgust	0.523	ukujongelwa phantsi
rubbish	disgust	0.523	inkunkuma
accusation	disgust	0.523	isityholo
incarceration	disgust	0.523	ukuvalelwa
tortious	disgust	0.516	tortious
dishonor	disgust	0.516	ihlazo
stink	disgust	0.516	ukunuka
grim	disgust	0.516	umbi
rob	disgust	0.516	phanga
defraud	disgust	0.516	ubuqhophololo
sump	disgust	0.516	sump
cringe	disgust	0.516	krwada
vulture	disgust	0.516	ixhalanga
deplorable	disgust	0.516	lusizi
mite	disgust	0.516	inkwethu
eradication	disgust	0.516	ukuphelisa
degrade	disgust	0.516	thoba isidima
gutter	disgust	0.516	umjelo
convict	disgust	0.516	ogwetyiweyo
remains	disgust	0.516	uhlala
betray	disgust	0.516	ukungcatsha
daemon	disgust	0.516	idaemon
sham	disgust	0.509	ihlazo
distasteful	disgust	0.508	engathandekiyo
prisoner	disgust	0.508	ibanjwa
dreadfully	disgust	0.508	ngokoyikeka
worthless	disgust	0.508	engenaxabiso
crude	disgust	0.508	krwada
delirium	disgust	0.508	I-delirium
incurable	disgust	0.508	enganyangekiyo
smelling	disgust	0.508	ukujoja
idiocy	disgust	0.508	isidenge
resentment	disgust	0.508	ukucaphuka
bombed	disgust	0.508	kuqhunyiswe ibhombu
blob	disgust	0.508	iblob
cheat	disgust	0.508	ukukopela
schizophrenia	disgust	0.508	schizophrenia
rejection	disgust	0.508	ukwaliwa
belittle	disgust	0.508	thoba
glut	disgust	0.508	glut
disaster	disgust	0.508	intlekele
distress	disgust	0.508	imbandezelo
pest	disgust	0.508	isitshabalalisi
endemic	disgust	0.508	i-endemic
theft	disgust	0.500	ubusela
banish	disgust	0.500	gxotha
mire	disgust	0.500	udaka
flagrant	disgust	0.500	intle
derision	disgust	0.500	isigculelo
dirt	disgust	0.500	ubumdaka
screaming	disgust	0.500	ekhwaza
offense	disgust	0.500	isikhubekiso
jealousy	disgust	0.500	umona
bribery	disgust	0.500	ukunyoba
polemic	disgust	0.500	ingxabano
blight	disgust	0.500	isibetho
impeach	disgust	0.500	ukumangalela
bitterness	disgust	0.500	ubukrakra
taboo	disgust	0.500	intlekisa
duress	disgust	0.500	unyanzeliso
goblin	disgust	0.500	goblin
shackle	disgust	0.500	ikhonkco
idolatry	disgust	0.500	unqulo-zithixo
greed	disgust	0.500	ukubawa
impurity	disgust	0.500	ukungcola
tirade	disgust	0.500	tirade
idiot	disgust	0.492	isidenge
boil	disgust	0.492	bilisa
unconscionable	disgust	0.492	ukungabi nasazela
disreputable	disgust	0.492	ehloniphekileyo
robber	disgust	0.492	umphangi
malign	disgust	0.492	kakubi
wreck	disgust	0.492	ukuphuka
recession	disgust	0.492	ukudodobala koqoqosho
gorge	disgust	0.492	umwonyo
leer	disgust	0.492	leer
ill	disgust	0.492	uyagula
squirm	disgust	0.492	tswina
raging	disgust	0.484	nomsindo
servile	disgust	0.484	luncedo
mess	disgust	0.484	isiphithiphithi
nappy	disgust	0.484	inapkeni
possessed	disgust	0.484	uphethwe
unbearable	disgust	0.484	ayinyamezeleki
occult	disgust	0.484	ubugqi
contraband	disgust	0.484	izinto ezingekho mthethweni
snarl	disgust	0.484	tswina
mutiny	disgust	0.484	imvukelo
mad	disgust	0.484	uphambene
affliction	disgust	0.484	inkxwaleko
stain	disgust	0.484	ibala
animosity	disgust	0.484	inzondo
contempt	disgust	0.484	indelelo
tramp	disgust	0.484	unyathela
nepotism	disgust	0.484	ukuthandana
disrespectful	disgust	0.484	ukungabi nantlonipho
defamation	disgust	0.484	ukunyeliswa
inexcusable	disgust	0.484	engenakuxolelwa
aversation	disgust	0.484	ukuchasa
wasteful	disgust	0.484	yinkcitho
offender	disgust	0.484	umoni
subjugation	disgust	0.484	ukuzithoba
illegality	disgust	0.477	ukungabikho mthethweni
dismal	disgust	0.477	lusizi
criminal	disgust	0.477	isaphuli-mthetho
unpleasant	disgust	0.477	engathandekiyo
palsy	disgust	0.477	okhubazekileyo
antagonistic	disgust	0.477	ochasayo
pathetic	disgust	0.477	lusizi
uncaring	disgust	0.477	ukungakhathali
suppression	disgust	0.477	ingcinezelo
immorality	disgust	0.477	ukuziphatha okubi
mockery	disgust	0.477	isigculelo
outrage	disgust	0.469	umsindo
mocking	disgust	0.469	ukuphoxisa
wallow	disgust	0.469	gingqika
cough	disgust	0.469	khohlokhohlo
arrogant	disgust	0.469	abanekratshi
angry	disgust	0.469	nomsindo
poverty	disgust	0.469	ubuhlwempu
grating	disgust	0.469	ukuhluza
livid	disgust	0.469	livid
aggravation	disgust	0.469	ukuxhwaleka
repellent	disgust	0.469	gxotha
perspiration	disgust	0.469	ukubila
banishment	disgust	0.469	ukugxothwa
furious	disgust	0.469	ngumsindo
shoddy	disgust	0.469	shoddy
banshee	disgust	0.469	banshee
deceive	disgust	0.461	khohlisa
fool	disgust	0.461	isidenge
quack	disgust	0.461	abantu abathi banolwazi lokunyanga kodwa bengenalo
distorted	disgust	0.461	igqwethekile
spider	disgust	0.461	isigcawu
unjustifiable	disgust	0.461	ayithetheleleki
deplore	disgust	0.461	deplore
spurious	disgust	0.461	bubuxoki
perdition	disgust	0.461	intshabalalo
muddy	disgust	0.461	enodaka
fraudulent	disgust	0.461	ngobuqhophololo
scar	disgust	0.461	isiva
prick	disgust	0.461	ukuhlaba
insulting	disgust	0.461	ukuthuka
plunder	disgust	0.461	phangwa
recklessness	disgust	0.461	ukungakhathali
stigma	disgust	0.453	ibala
disparage	disgust	0.453	ukugxeka
unthinkable	disgust	0.453	engenakucingelwa
disingenuous	disgust	0.453	engenanceba
bane	disgust	0.453	isibhanxa
dishonest	disgust	0.453	abanganyanisekanga
aphid	disgust	0.453	intwala
elimination	disgust	0.453	ukuphelisa
cur	disgust	0.453	cur
selfish	disgust	0.453	ukuzingca
eschew	disgust	0.453	eschew
dire	disgust	0.453	inzima
indignation	disgust	0.453	ukucaphuka
antipathy	disgust	0.453	inkcaso
alienate	disgust	0.453	ahlukanise
mosquito	disgust	0.445	ingcongconi
piles	disgust	0.445	iimfumba
pious	disgust	0.445	ungcwele
lie	disgust	0.445	xoka
opium	disgust	0.445	i-opium
smell	disgust	0.445	ivumba
iniquity	disgust	0.445	ubugwenxa
caries	disgust	0.445	iicaries
despair	disgust	0.445	ukuphelelwa lithemba
recalcitrant	disgust	0.445	umntu ongavumiyo
egotistical	disgust	0.445	ukuzingca
wasted	disgust	0.445	imoshakala
vacuous	disgust	0.445	engenamntu
bankruptcy	disgust	0.445	ukutshona
garish	disgust	0.445	gquma
obnoxious	disgust	0.438	elizothe
ashamed	disgust	0.438	uneentloni
abject	disgust	0.438	neentloni
sticky	disgust	0.438	incangathi
scream	disgust	0.438	khala
hopelessness	disgust	0.438	ukungabi nathemba
homeless	disgust	0.438	abangenamakhaya
shun	disgust	0.438	xwaya
inmate	disgust	0.438	ibanjwa
alien	disgust	0.438	wasemzini
hog	disgust	0.438	ihagu
aversion	disgust	0.438	ukucaphuka
abnormal	disgust	0.438	engaqhelekanga
cursing	disgust	0.430	isiqalekiso
undesirable	disgust	0.430	engafunekiyo
denounce	disgust	0.430	gxeka
witch	disgust	0.430	igqwirha
creature	disgust	0.430	isidalwa
lusty	disgust	0.430	nenkanuko
illegal	disgust	0.430	engekho mthethweni
debris	disgust	0.430	inkunkuma
callous	disgust	0.430	engenanceba
reflux	disgust	0.430	i-reflux
adverse	disgust	0.430	embi
shameless	disgust	0.430	bangenazintloni
separatist	disgust	0.430	umahluli
trickery	disgust	0.430	ubuqhophololo
falsity	disgust	0.430	ubuxoki
pall	disgust	0.430	buthathaka
defiance	disgust	0.430	inkcaso
incredulous	disgust	0.430	ngokungakholelwa
curse	disgust	0.430	isiqalekiso
pompous	disgust	0.422	uqhayisa
socialist	disgust	0.422	usoshiyali
mistrust	disgust	0.422	ukungathembani
infantile	disgust	0.422	usana
wasting	disgust	0.422	ukumosha
hairy	disgust	0.422	noboya
nicotine	disgust	0.422	inikotini
denunciation	disgust	0.422	isiqalekiso
collapse	disgust	0.422	ukuwa
untidy	disgust	0.422	emdaka
ferocious	disgust	0.422	khohlakele
ammonia	disgust	0.422	ammonia
carelessness	disgust	0.422	ukungakhathali
impure	disgust	0.422	ungcolile
contentious	disgust	0.422	ingxabano
bum	disgust	0.422	bum
affront	disgust	0.422	ukucaphukisa
offend	disgust	0.422	ukukhubekisa
tarnish	disgust	0.422	ngcolisa
idiotic	disgust	0.422	isidenge
badness	disgust	0.422	ububi
delinquent	disgust	0.422	ubunjubaqa
swarm	disgust	0.422	ibubu
hypertrophy	disgust	0.422	hypertrophy
gush	disgust	0.422	gush
tasteless	disgust	0.422	engenancasa
bovine	disgust	0.422	inyama yenkomo
slush	disgust	0.422	i-slush
litigious	disgust	0.414	icala
dishonesty	disgust	0.414	ukunganyaniseki
vegetative	disgust	0.414	izityalo
unfavorable	disgust	0.414	engathandekiyo
displacency	disgust	0.414	ukufuduka
illegitimate	disgust	0.414	abangekho mthethweni
sour	disgust	0.414	muncu
socialism	disgust	0.414	isoshiyali
disobey	disgust	0.414	ukungathobeli
drivel	disgust	0.414	qhuba
vampire	disgust	0.414	ivampire
neglected	disgust	0.414	ingahoywa
murky	disgust	0.414	buthuntu
ignorant	disgust	0.406	abangenalwazi
disgruntled	disgust	0.406	engonelisekanga
discontinuity	disgust	0.406	ukungaqhubeki
dislike	disgust	0.406	ukungathandi
unlawful	disgust	0.406	ngokungekho mthethweni
wrongdoing	disgust	0.406	ukwenza okungalunganga
shoplifting	disgust	0.406	ubusela ezivenkileni
recidivism	disgust	0.406	ukuphindaphinda
outcast	disgust	0.406	ngaphandle
bogus	disgust	0.406	mbumbulu
displeasure	disgust	0.406	ukungonwabi
repel	disgust	0.406	gxotha
falsify	disgust	0.406	xoka
ungrateful	disgust	0.406	abangenambulelo
unkind	disgust	0.406	abangenabubele
phony	disgust	0.406	inkohliso
prosecution	disgust	0.406	ukutshutshisa
woe	disgust	0.398	yeha
averse	disgust	0.398	gwenxa
loon	disgust	0.398	loon
worsening	disgust	0.398	ukuba mandundu
paucity	disgust	0.398	ubuthathaka
unnatural	disgust	0.398	engaqhelekanga
amphetamines	disgust	0.398	iiamphetamines
senseless	disgust	0.398	abangenangqondo
rigor	disgust	0.398	ubungqongqo
subvert	disgust	0.398	bhukuqa
failure	disgust	0.398	ukusilela
lick	disgust	0.398	khotha
unruly	disgust	0.398	ngokungalawulekiyo
woefully	disgust	0.398	ngokulusizi
stingy	disgust	0.398	bukhali
crushing	disgust	0.398	ukutyumza
disdain	disgust	0.398	indelelo
insult	disgust	0.393	isithuko
averseness	disgust	0.391	inkcaso
disrelish	disgust	0.391	ngenambeko
punished	disgust	0.391	wohlwaywa
critter	disgust	0.391	umgxeki
damage	disgust	0.391	umonakalo
scorpion	disgust	0.391	unomadudwane
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	i-farcical
antisocial	disgust	0.391	ukungahlalisani
hardened	disgust	0.391	lukhuni
punishment	disgust	0.391	isohlwayo
bad	disgust	0.391	embi
expel	disgust	0.391	gxotha
surly	disgust	0.383	ngokurhabaxa
lament	disgust	0.383	khala
illiterate	disgust	0.383	abangafundanga
divorce	disgust	0.383	uqhawulo-mtshato
teeming	disgust	0.383	enyakazelayo
plagiarism	disgust	0.383	ukukopa
eviction	disgust	0.383	ukugxothwa
orc	disgust	0.383	orc
disappoint	disgust	0.383	ukuphoxa
shabby	disgust	0.383	ishwabene
presumptuous	disgust	0.383	ukuzikhukhumalisa
anaconda	disgust	0.383	inhlwathi
discord	disgust	0.383	imbambano
guilt	disgust	0.383	ubutyala
fugitive	disgust	0.383	imbaleki
irrational	disgust	0.383	engenangqiqo
adder	disgust	0.383	inyoka
fulsome	disgust	0.383	ngokupheleleyo
sacrifices	disgust	0.383	imibingelelo
hypocritical	disgust	0.383	uhanahaniso
shock	disgust	0.375	umothuko
alienation	disgust	0.375	ukwahlukana
scoff	disgust	0.375	bagculele
plight	disgust	0.375	ingxaki
irritation	disgust	0.375	ukucaphuka
unworthy	disgust	0.375	engafanelekanga
misconduct	disgust	0.375	ukuziphatha kakubi
defective	disgust	0.375	isiphene
blame	disgust	0.375	ityala
depressing	disgust	0.375	ukudakumba
dislocated	disgust	0.375	shenxisiwe
irritating	disgust	0.375	iyacaphukisa
vainly	disgust	0.367	ngelize
toad	disgust	0.367	ixoxo
powerless	disgust	0.367	engenamandla
coerce	disgust	0.367	nyanzela
shuddering	disgust	0.367	engcangcazela
stripped	disgust	0.367	hlutywa
revoke	disgust	0.367	rhoxisa
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	engenampilo
exclusion	disgust	0.367	ukukhutshelwa ngaphandle
disillusionment	disgust	0.367	ukuphoxeka
blatant	disgust	0.367	ngokuphandle
hurtful	disgust	0.367	enzakalisayo
hoax	disgust	0.367	ubuxoki obenziwe ngamasibomu
wimp	disgust	0.367	wimp
cad	disgust	0.367	Ikhadi
pitfall	disgust	0.367	umgibe
squelch	disgust	0.367	ncwina
deserted	disgust	0.359	ishiywe
damn	disgust	0.359	Demethi
incompatible	disgust	0.359	engahambelaniyo
dispose	disgust	0.359	lahla
oddity	disgust	0.359	umnqa
rebellion	disgust	0.359	imvukelo
ineptitude	disgust	0.359	ukungabi nabuchule
bug	disgust	0.359	impazamo
disobedience	disgust	0.359	ukungathobeli
inept	disgust	0.352	engenamsebenzi
litigate	disgust	0.352	mangalelana
dismissal	disgust	0.352	ukugxothwa
cutting	disgust	0.352	ukusika
untoward	disgust	0.352	ngaphaya
displeased	disgust	0.352	engonwabanga
censor	disgust	0.352	censor
ridiculous	disgust	0.352	hlekisa
compost	disgust	0.352	umgquba
frustrate	disgust	0.352	ukuphoxa
misbehavior	disgust	0.352	ukuziphatha kakubi
lawyer	disgust	0.352	igqwetha
crushed	disgust	0.352	ityunyuziwe
flesh	disgust	0.352	inyama
uncertain	disgust	0.352	ukungaqiniseki
obi	disgust	0.352	obhi
flinch	disgust	0.352	qhwanyaza
fierce	disgust	0.352	zindlobongela
wrongful	disgust	0.352	engalunganga
depreciate	disgust	0.344	yehla
disapprove	disgust	0.344	ngavumi
tearful	disgust	0.344	iinyembezi
grumble	disgust	0.336	khalaza
unsettled	disgust	0.336	ukungazinzanga
annoy	disgust	0.336	caphukisa
exigent	disgust	0.336	exigent
heartsick	disgust	0.336	intliziyo ebuhlungu
lawsuit	disgust	0.336	ityala
discoloration	disgust	0.336	ukuguquka kwebala
lumpy	disgust	0.336	iqhuma
daft	disgust	0.336	daft
blunder	disgust	0.336	impazamo
discontent	disgust	0.336	ukungoneliseki
bickering	disgust	0.336	ukuxabana
thoughtless	disgust	0.336	engenangqondo
disliked	disgust	0.336	engathandwa
disinclination	disgust	0.336	ukungatyeleli
distrust	disgust	0.336	ukungathembi
disallowed	disgust	0.336	Akuvunyelwanga
instability	disgust	0.328	ukungazinzi
hydrophobia	disgust	0.328	i-hydrophobia
whine	disgust	0.328	khala
inhibit	disgust	0.328	thintela
excluded	disgust	0.328	ngaphandle
provoking	disgust	0.328	ukucaphukisa
grievance	disgust	0.328	isikhalazo
