English Word	Emotion	Emotion-Intensity-Score	Igbo Word
polygamy	disgust	0.617	ịlụ karịa otu nwanyị
dying	disgust	0.617	na-anwụ anwụ
termite	disgust	0.617	mbo
fat	disgust	0.617	abuba
deceit	disgust	0.617	aghụghọ
atrocious	disgust	0.617	obi ọjọọ
guillotine	disgust	0.617	guillotine
tetanus	disgust	0.617	tetanus
spoil	disgust	0.617	kwatara akwata
crusty	disgust	0.617	crusty
sickly	disgust	0.617	na-arịa ọrịa
louse	disgust	0.617	uwu
strangle	disgust	0.617	nyagburu
betrayal	disgust	0.617	aghụghọ
loathe	disgust	0.617	kpọrọ asị
wench	disgust	0.617	wench
infect	disgust	0.617	ife efe
violently	disgust	0.609	n'ike
brothel	disgust	0.609	ụlọ akwụna
drool	disgust	0.609	tufuo
bleeding	disgust	0.609	ọbara ọgbụgba
deform	disgust	0.609	deform
ghetto	disgust	0.609	ghetto
sabotage	disgust	0.609	sabotaji
venomous	disgust	0.609	nsi
abhor	disgust	0.609	ịkpọ asị
slander	disgust	0.609	nkwutọ
hostile	disgust	0.609	iro
musty	disgust	0.602	musty
illicit	disgust	0.602	ezighi ezi
ugliness	disgust	0.602	jọrọ njọ
unwashed	disgust	0.602	asaghị ya
swampy	disgust	0.602	apiti
deprivation	disgust	0.602	ụkọ
poaching	disgust	0.602	ịchụ nta
hag	disgust	0.602	hag
infidel	disgust	0.602	ekweghiekwe
imprisonment	disgust	0.602	mkpọrọ
traitor	disgust	0.602	onye sabo
lunacy	disgust	0.602	ara
queasiness	disgust	0.594	obi mgbawa
hostility	disgust	0.594	iro
repelling	disgust	0.594	na-achụgharị
intoxicated	disgust	0.594	mmanya na-egbu egbu
thug	disgust	0.594	onye ohi
catastrophe	disgust	0.594	ọdachi
lunatic	disgust	0.594	onye ara
misery	disgust	0.594	nhụsianya
venom	disgust	0.594	venom
butcher	disgust	0.594	onye na-egbu anụ
toilet	disgust	0.594	ụlọ mposi
blister	disgust	0.594	ọnya
lurid	disgust	0.594	lurid
slug	disgust	0.594	slug
gut	disgust	0.594	eriri afọ
sinner	disgust	0.594	onye nmehie
deceitful	disgust	0.594	aghụghọ
epidemic	disgust	0.594	ntiwapụ ọrịa
deteriorated	disgust	0.586	njọ
lavatory	disgust	0.586	ụlọ mposi
unclean	disgust	0.586	adịghị ọcha
prostitute	disgust	0.586	akwụna
incubus	disgust	0.586	incubus
appalling	disgust	0.586	dị egwu
dreadful	disgust	0.586	dị egwu
pornography	disgust	0.586	ihe na-akpali agụụ mmekọahụ
harass	disgust	0.586	imenye ụjọ
squeamish	disgust	0.578	mmuo
expulsion	disgust	0.578	nchụpụ
unfaithful	disgust	0.578	ekwesịghị ntụkwasị obi
offensive	disgust	0.578	mkparị
hypocrite	disgust	0.578	onye ihu abụọ
humiliating	disgust	0.578	na-eweda n'ala
larceny	disgust	0.578	mgbagha
ruinous	disgust	0.578	na-emebi emebi
retard	disgust	0.578	laghachi azụ
rash	disgust	0.578	ihe ọkụ ọkụ
flea	disgust	0.578	ahuhu
debauchery	disgust	0.578	omume rụrụ arụ
fiend	disgust	0.578	fiend
quagmire	disgust	0.578	gwuo egwu
conspirator	disgust	0.578	onye na-agba izu
sick	disgust	0.578	na-arịa ọrịa
mangle	disgust	0.578	mangle
dogsick	disgust	0.570	nkịta nkịta
egregious	disgust	0.570	dị egwu
flog	disgust	0.570	ụtarị
despise	disgust	0.570	lelịa
treacherous	disgust	0.570	aghụghọ
oppress	disgust	0.570	emegbu
swamp	disgust	0.570	apiti
messy	disgust	0.570	ime ntughari
spit	disgust	0.570	gbaa ọnụ mmiri
dank	disgust	0.570	dank
bastard	disgust	0.570	Enwe nne enwe nna
devastating	disgust	0.570	na-agbawa obi
serpent	disgust	0.570	agwo
loo	disgust	0.562	loo
indecent	disgust	0.562	adịghị mma
insanity	disgust	0.562	ara
stealing	disgust	0.562	izu ohi
terrible	disgust	0.562	egwu
tyrannical	disgust	0.562	aka ike
humiliation	disgust	0.562	ihere
snake	disgust	0.562	agwo
sloppy	disgust	0.562	slopi
sinning	disgust	0.562	mehie
harmful	disgust	0.562	emerụ
harlot	disgust	0.562	akwụna
sordid	disgust	0.562	dị nro
enemy	disgust	0.562	onye iro
alcoholism	disgust	0.562	mmanya na-egbu egbu
awful	disgust	0.562	jọgburu onwe ya
ruthless	disgust	0.562	enweghị obi ebere
scoundrel	disgust	0.562	onye njo
bloody	disgust	0.555	ọbara
flabby	disgust	0.555	flabby
odious	disgust	0.555	na-asọ oyi
beastly	disgust	0.555	anụ ọhịa
collusion	disgust	0.555	njikọ aka
ridicule	disgust	0.555	ịkwa emo
discriminating	disgust	0.555	ịkpa ókè
unattractive	disgust	0.555	na-adịghị mma
insufferable	disgust	0.555	enweghị atụ
segregate	disgust	0.555	ikewapụ
arsenic	disgust	0.555	arsenic
threatening	disgust	0.555	na-eyi egwu
atrophy	disgust	0.555	atrophy
varicella	disgust	0.555	varicella
slayer	disgust	0.555	ogbugbu
distaste	disgust	0.555	ịkpọasị
coward	disgust	0.555	onye ụjọ
robbery	disgust	0.555	ohi
wickedness	disgust	0.555	ajọ omume
anathema	disgust	0.547	anathema
malevolent	disgust	0.547	obi ọjọọ
sty	disgust	0.547	sty
pillage	disgust	0.547	ịkwakọrọ ihe
thief	disgust	0.547	onye ohi
suffocating	disgust	0.547	na-egbu egbu
condemnation	disgust	0.547	ikpe
deleterious	disgust	0.547	na-emebi emebi
slur	disgust	0.547	slur
purgatory	disgust	0.547	pọgatrị
attacking	disgust	0.547	na-awakpo
burglar	disgust	0.547	onye ohi
ogre	disgust	0.547	ogbara
coercion	disgust	0.547	mmanye
vesicular	disgust	0.547	vesicular
miserable	disgust	0.547	nhụsianya
bitterly	disgust	0.547	nke ilu
sneer	disgust	0.539	ịkwa emo
greedy	disgust	0.539	anyaukwu
gob	disgust	0.539	gob
repellant	disgust	0.539	onye na-achụgharị
jealous	disgust	0.539	ekworo
drunken	disgust	0.539	mmanya na-egbu egbu
shame	disgust	0.539	ihere
thrash	disgust	0.539	ogwugwu
fatty	disgust	0.539	abuba abuba
liar	disgust	0.539	onye ugha
imprisoned	disgust	0.539	a tụrụ mkpọrọ
sloth	disgust	0.539	sloth
repudiation	disgust	0.539	ịjụ oyi
disgrace	disgust	0.539	ihere
infidelity	disgust	0.539	ekwesịghị ntụkwasị obi
pig	disgust	0.539	ezi
lethal	disgust	0.536	na-egbu egbu
burnt	disgust	0.531	ọkụ
brawl	disgust	0.531	ọgụ
withered	disgust	0.531	akpọnwụwo
blemish	disgust	0.531	ntụpọ
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	aberration
smuggler	disgust	0.531	onye na-ebubata mmadụ
painful	disgust	0.531	na-egbu mgbu
condescension	disgust	0.531	nkwenye
intolerant	disgust	0.531	enweghị ndidi
blasphemous	disgust	0.531	nkwulu
lying	disgust	0.531	ịgha ụgha
hanging	disgust	0.531	kpọgidere
travesty	disgust	0.531	travesty
ruined	disgust	0.531	mebiri emebi
intrusive	disgust	0.531	ntinye aka
disintegrate	disgust	0.531	gbasasịa
destructive	disgust	0.531	na-ebibi ihe
neurotic	disgust	0.531	neurotic
disparaging	disgust	0.523	nlelị
blighted	disgust	0.523	blighted
intolerance	disgust	0.523	enweghi ndidi
mistress	disgust	0.523	nnenne
avarice	disgust	0.523	avarice
disgraced	disgust	0.523	ihere
derogation	disgust	0.523	nbibi
rubbish	disgust	0.523	ihe mkpofu
accusation	disgust	0.523	ebubo
incarceration	disgust	0.523	nganga
tortious	disgust	0.516	na-ata ahụhụ
dishonor	disgust	0.516	ihere
stink	disgust	0.516	isi ísì
grim	disgust	0.516	njo
rob	disgust	0.516	ezu
defraud	disgust	0.516	igwu wayo
sump	disgust	0.516	sump
cringe	disgust	0.516	mmuo
vulture	disgust	0.516	udele
deplorable	disgust	0.516	dị mwute
mite	disgust	0.516	àjà
eradication	disgust	0.516	ikpochapu
degrade	disgust	0.516	eweda ya ala
gutter	disgust	0.516	gota
convict	disgust	0.516	ikpe
remains	disgust	0.516	foduru
betray	disgust	0.516	raara onwe ya nye
daemon	disgust	0.516	daemon
sham	disgust	0.509	ihe efu
distasteful	disgust	0.508	na-asọ oyi
prisoner	disgust	0.508	onye mkpọrọ
dreadfully	disgust	0.508	dị egwu
worthless	disgust	0.508	abaghị uru
crude	disgust	0.508	cruden
delirium	disgust	0.508	delirium
incurable	disgust	0.508	enweghị ọgwụgwọ
smelling	disgust	0.508	na-esi isi
idiocy	disgust	0.508	nzuzu
resentment	disgust	0.508	iwe
bombed	disgust	0.508	tụrụ bọmbụ
blob	disgust	0.508	blob
cheat	disgust	0.508	aghụghọ
schizophrenia	disgust	0.508	schizophrenia
rejection	disgust	0.508	njụ
belittle	disgust	0.508	eleda
glut	disgust	0.508	nnunu
disaster	disgust	0.508	ọdachi
distress	disgust	0.508	nsogbu
pest	disgust	0.508	pesti
endemic	disgust	0.508	endemic
theft	disgust	0.500	izu ohi
banish	disgust	0.500	ịchụpụ
mire	disgust	0.500	apiti
flagrant	disgust	0.500	nke mara mma
derision	disgust	0.500	ịkwa emo
dirt	disgust	0.500	unyi
screaming	disgust	0.500	na-eti mkpu
offense	disgust	0.500	iwe
jealousy	disgust	0.500	ekworo
bribery	disgust	0.500	iri ngarị
polemic	disgust	0.500	polemic
blight	disgust	0.500	ọria
impeach	disgust	0.500	impeach
bitterness	disgust	0.500	obi ilu
taboo	disgust	0.500	taboo
duress	disgust	0.500	mmanye
goblin	disgust	0.500	goblin
shackle	disgust	0.500	njigide
idolatry	disgust	0.500	ikpere arụsị
greed	disgust	0.500	anyaukwu
impurity	disgust	0.500	adịghị ọcha
tirade	disgust	0.500	tirade
idiot	disgust	0.492	onye nzuzu
boil	disgust	0.492	obụpde
unconscionable	disgust	0.492	enweghị uche
disreputable	disgust	0.492	enweghị aha
robber	disgust	0.492	onye ohi
malign	disgust	0.492	njọ
wreck	disgust	0.492	mbibi
recession	disgust	0.492	nlaazu
gorge	disgust	0.492	ogbugbo
leer	disgust	0.492	leer
ill	disgust	0.492	na-arịa ọrịa
squirm	disgust	0.492	gwuo egwu
raging	disgust	0.484	iwe iwe
servile	disgust	0.484	eje ozi
mess	disgust	0.484	ọgbaghara
nappy	disgust	0.484	uwe akwa
possessed	disgust	0.484	nwere
unbearable	disgust	0.484	enweghị ike idi
occult	disgust	0.484	mgbaasị
contraband	disgust	0.484	ihe mgbochi
snarl	disgust	0.484	njakịrị
mutiny	disgust	0.484	igbu egbu
mad	disgust	0.484	ara
affliction	disgust	0.484	nhụsianya
stain	disgust	0.484	unyi
animosity	disgust	0.484	iro
contempt	disgust	0.484	nlelị
tramp	disgust	0.484	tramp
nepotism	disgust	0.484	nepotism
disrespectful	disgust	0.484	enweghị nkwanye ùgwù
defamation	disgust	0.484	nkwulu
inexcusable	disgust	0.484	enweghị ngọpụ
aversation	disgust	0.484	ịkpọasị
wasteful	disgust	0.484	na-emefusị ihe
offender	disgust	0.484	onye mejọrọ
subjugation	disgust	0.484	ido onwe
illegality	disgust	0.477	iwu na-akwadoghị
dismal	disgust	0.477	adịghị mma
criminal	disgust	0.477	omempụ
unpleasant	disgust	0.477	adịghị mma
palsy	disgust	0.477	kpọnwụrụ akpọnwụ
antagonistic	disgust	0.477	mmegide
pathetic	disgust	0.477	obi ebere
uncaring	disgust	0.477	enweghị mmasị
suppression	disgust	0.477	nkwụsị
immorality	disgust	0.477	omume rụrụ arụ
mockery	disgust	0.477	ịkwa emo
outrage	disgust	0.469	iwe
mocking	disgust	0.469	na-akwa emo
wallow	disgust	0.469	nwale
cough	disgust	0.469	ụkwara
arrogant	disgust	0.469	dị mpako
angry	disgust	0.469	iwe
poverty	disgust	0.469	ịda ogbenye
grating	disgust	0.469	grating
livid	disgust	0.469	livid
aggravation	disgust	0.469	ihe ka njọ
repellent	disgust	0.469	nke na-asọ oyi
perspiration	disgust	0.469	ọsụsọ
banishment	disgust	0.469	ịchụpụ
furious	disgust	0.469	iwe
shoddy	disgust	0.469	nke na-agba agba
banshee	disgust	0.469	banshee
deceive	disgust	0.461	aghụghọ
fool	disgust	0.461	onye nzuzu
quack	disgust	0.461	gwuo egwu
distorted	disgust	0.461	agbagọ
spider	disgust	0.461	udide
unjustifiable	disgust	0.461	na-ezighị ezi
deplore	disgust	0.461	gbaghara
spurious	disgust	0.461	nke adịgboroja
perdition	disgust	0.461	mbibi
muddy	disgust	0.461	apịtị
fraudulent	disgust	0.461	aghụghọ
scar	disgust	0.461	ọnya
prick	disgust	0.461	tuo
insulting	disgust	0.461	mkparị
plunder	disgust	0.461	ịkwakọrọ ihe
recklessness	disgust	0.461	enweghị uche
stigma	disgust	0.453	ihere
disparage	disgust	0.453	nlelị
unthinkable	disgust	0.453	enweghị atụ
disingenuous	disgust	0.453	ekweghiekwe
bane	disgust	0.453	bane
dishonest	disgust	0.453	akwụwaghị aka ọtọ
aphid	disgust	0.453	aphid
elimination	disgust	0.453	mkpochapu
cur	disgust	0.453	kwara
selfish	disgust	0.453	ịchọ ọdịmma onwe onye nanị
eschew	disgust	0.453	iche
dire	disgust	0.453	oke
indignation	disgust	0.453	iwe
antipathy	disgust	0.453	mgbochi ọrịa
alienate	disgust	0.453	kewapụ
mosquito	disgust	0.445	anwụnta
piles	disgust	0.445	ikpo
pious	disgust	0.445	nsọ
lie	disgust	0.445	ịgha ụgha
opium	disgust	0.445	opium
smell	disgust	0.445	isi
iniquity	disgust	0.445	ajọ omume
caries	disgust	0.445	caries
despair	disgust	0.445	obi nkoropụ
recalcitrant	disgust	0.445	na-atụgharị uche
egotistical	disgust	0.445	nke onwe
wasted	disgust	0.445	emefusịa
vacuous	disgust	0.445	oghere
bankruptcy	disgust	0.445	odida ego
garish	disgust	0.445	garish
obnoxious	disgust	0.438	jọrọ njọ
ashamed	disgust	0.438	ihere
abject	disgust	0.438	abihe
sticky	disgust	0.438	nnyapade
scream	disgust	0.438	tie mkpu
hopelessness	disgust	0.438	enweghị olileanya
homeless	disgust	0.438	enweghị ebe obibi
shun	disgust	0.438	zere
inmate	disgust	0.438	onye mkpọrọ
alien	disgust	0.438	ọbịa
hog	disgust	0.438	ezi
aversion	disgust	0.438	ịkpọasị
abnormal	disgust	0.438	ndiiche
cursing	disgust	0.430	ọbụbụ ọnụ
undesirable	disgust	0.430	na-achọghị
denounce	disgust	0.430	katọọ
witch	disgust	0.430	amoosu
creature	disgust	0.430	ihe e kere eke
lusty	disgust	0.430	agụụ mmekọahụ
illegal	disgust	0.430	iwu na-akwadoghị
debris	disgust	0.430	irighiri ihe
callous	disgust	0.430	nke obi
reflux	disgust	0.430	reflux
adverse	disgust	0.430	ọjọọ
shameless	disgust	0.430	ihere
separatist	disgust	0.430	onye nkewa
trickery	disgust	0.430	aghụghọ
falsity	disgust	0.430	ụgha
pall	disgust	0.430	pall
defiance	disgust	0.430	nnupụisi
incredulous	disgust	0.430	incredulous
curse	disgust	0.430	ọnụ
pompous	disgust	0.422	pompous
socialist	disgust	0.422	onye na-elekọta mmadụ
mistrust	disgust	0.422	enweghị ntụkwasị obi
infantile	disgust	0.422	nwa ọhụrụ
wasting	disgust	0.422	imefusị ihe
hairy	disgust	0.422	ntutu isi
nicotine	disgust	0.422	nicotine
denunciation	disgust	0.422	nkatọ
collapse	disgust	0.422	daa
untidy	disgust	0.422	adịghị ọcha
ferocious	disgust	0.422	dị egwu
ammonia	disgust	0.422	amonia
carelessness	disgust	0.422	akpachapụghị anya
impure	disgust	0.422	adịghị ọcha
contentious	disgust	0.422	na-ese okwu
bum	disgust	0.422	bum
affront	disgust	0.422	mkparị
offend	disgust	0.422	imejọ
tarnish	disgust	0.422	imebi
idiotic	disgust	0.422	onye nzuzu
badness	disgust	0.422	ihe ọjọọ
delinquent	disgust	0.422	onye nmehie
swarm	disgust	0.422	igwe mmadụ
hypertrophy	disgust	0.422	hypertrophy
gush	disgust	0.422	gbuo
tasteless	disgust	0.422	enweghị ụtọ
bovine	disgust	0.422	anụ ọhịa
slush	disgust	0.422	slush
litigious	disgust	0.414	ikpe ikpe
dishonesty	disgust	0.414	akwụwaghị aka ọtọ
vegetative	disgust	0.414	vegetative
unfavorable	disgust	0.414	adịghị mma
displacency	disgust	0.414	nchụpụ
illegitimate	disgust	0.414	ezighi ezi
sour	disgust	0.414	utoojoo
socialism	disgust	0.414	socialism
disobey	disgust	0.414	inupụrụ isi
drivel	disgust	0.414	ụgbọala
vampire	disgust	0.414	vampire
neglected	disgust	0.414	leghaara anya
murky	disgust	0.414	nwuru anwu
ignorant	disgust	0.406	amaghị ihe
disgruntled	disgust	0.406	ewe iwe
discontinuity	disgust	0.406	nkwụsị
dislike	disgust	0.406	enweghị mmasị
unlawful	disgust	0.406	iwu na-akwadoghị
wrongdoing	disgust	0.406	ime ihe ojoo
shoplifting	disgust	0.406	ịzụ ahịa
recidivism	disgust	0.406	recidivism
outcast	disgust	0.406	achupu
bogus	disgust	0.406	adịgboroja
displeasure	disgust	0.406	iwe
repel	disgust	0.406	ichughachiazu
falsify	disgust	0.406	ụgha
ungrateful	disgust	0.406	enweghị ekele
unkind	disgust	0.406	adịghị obiọma
phony	disgust	0.406	nke nzuzu
prosecution	disgust	0.406	ikpe
woe	disgust	0.398	ahuhu
averse	disgust	0.398	ịkpọasị
loon	disgust	0.398	loon
worsening	disgust	0.398	na-akawanye njọ
paucity	disgust	0.398	enweghi ike
unnatural	disgust	0.398	ekwekọghị n'okike
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	enweghị isi
rigor	disgust	0.398	siri ike
subvert	disgust	0.398	ntughari
failure	disgust	0.398	ọdịda
lick	disgust	0.398	ira ihe
unruly	disgust	0.398	na-adịghị akwụwa aka ọtọ
woefully	disgust	0.398	jọgburu onwe ya
stingy	disgust	0.398	nke ikereke
crushing	disgust	0.398	na-etipịa
disdain	disgust	0.398	nlelị
insult	disgust	0.393	mkparị
averseness	disgust	0.391	ịkpọasị
disrelish	disgust	0.391	adịghị ụtọ
punished	disgust	0.391	tara ahụhụ
critter	disgust	0.391	critter
damage	disgust	0.391	mmebi
scorpion	disgust	0.391	akpị
diatribe	disgust	0.391	ditribe
muff	disgust	0.391	mfu
farcical	disgust	0.391	facical
antisocial	disgust	0.391	imegide ọha
hardened	disgust	0.391	agbasie ike
punishment	disgust	0.391	ntaramahụhụ
bad	disgust	0.391	ọjọọ
expel	disgust	0.391	ịchụpụ
surly	disgust	0.383	dị egwu
lament	disgust	0.383	kwaa akwa
illiterate	disgust	0.383	agụghị akwụkwọ
divorce	disgust	0.383	ịgba alụkwaghịm
teeming	disgust	0.383	na-eju afọ
plagiarism	disgust	0.383	plagiarism
eviction	disgust	0.383	nchụpụ
orc	disgust	0.383	orc
disappoint	disgust	0.383	imechu ihu
shabby	disgust	0.383	emeghi ihere
presumptuous	disgust	0.383	nke mpako
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	esemokwu
guilt	disgust	0.383	ikpe ọmụma
fugitive	disgust	0.383	agbalaga
irrational	disgust	0.383	enweghị uche
adder	disgust	0.383	mgbakwunye
fulsome	disgust	0.383	mara mma
sacrifices	disgust	0.383	àjà
hypocritical	disgust	0.383	ihu abụọ
shock	disgust	0.375	ujo
alienation	disgust	0.375	nkewa
scoff	disgust	0.375	ịkwa emo
plight	disgust	0.375	nsogbu
irritation	disgust	0.375	iyatesịt
unworthy	disgust	0.375	erughị eru
misconduct	disgust	0.375	omume ọjọọ
defective	disgust	0.375	adịghị mma
blame	disgust	0.375	ụta
depressing	disgust	0.375	na-akụda mmụọ
dislocated	disgust	0.375	agbapụ
irritating	disgust	0.375	na-agbakasị ahụ
vainly	disgust	0.367	efu
toad	disgust	0.367	toad
powerless	disgust	0.367	enweghị ike
coerce	disgust	0.367	mmanye
shuddering	disgust	0.367	na-ama jijiji
stripped	disgust	0.367	yipu
revoke	disgust	0.367	kagbuo
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	adịghị mma
exclusion	disgust	0.367	mwepu
disillusionment	disgust	0.367	ndakpọ olileanya
blatant	disgust	0.367	kwụ ọtọ
hurtful	disgust	0.367	na-emerụ ahụ
hoax	disgust	0.367	hoax
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	ọnyà
squelch	disgust	0.367	ntanye
deserted	disgust	0.359	gbahapụrụ
damn	disgust	0.359	Ụchụ
incompatible	disgust	0.359	ekwekọghị
dispose	disgust	0.359	tufuo
oddity	disgust	0.359	odighi anya
rebellion	disgust	0.359	nnupụisi
ineptitude	disgust	0.359	enweghị uche
bug	disgust	0.359	ahụhụ
disobedience	disgust	0.359	nnupụisi
inept	disgust	0.352	inept
litigate	disgust	0.352	ikpe ikpe
dismissal	disgust	0.352	nchụpụ
cutting	disgust	0.352	ịcha
untoward	disgust	0.352	kwupụta
displeased	disgust	0.352	iwe adịghị mma
censor	disgust	0.352	nyocha
ridiculous	disgust	0.352	ihe ọchị
compost	disgust	0.352	compost
frustrate	disgust	0.352	iwe iwe
misbehavior	disgust	0.352	omume ọjọọ
lawyer	disgust	0.352	onye ọka iwu
crushed	disgust	0.352	anuahade
flesh	disgust	0.352	anụ ahụ
uncertain	disgust	0.352	ejighi n'aka
obi	disgust	0.352	obi
