English Word	Emotion	Emotion-Intensity-Score	Punjabi Word
illuminate	anticipation	0.594	ਰੋਸ਼ਨੀ
accelerate	anticipation	0.594	ਤੇਜ਼ ਕਰੋ
advent	anticipation	0.594	ਆਗਮਨ
romance	anticipation	0.594	ਰੋਮਾਂਸ
result	anticipation	0.594	ਨਤੀਜਾ
arrive	anticipation	0.594	ਪਹੁੰਚਣ
momentum	anticipation	0.594	ਗਤੀ
buzz	anticipation	0.594	buzz
rekindle	anticipation	0.594	ਮੁੜ ਜਗਾਉਣਾ
preparedness	anticipation	0.594	ਤਿਆਰੀ
acquiring	anticipation	0.594	ਹਾਸਲ ਕਰਨਾ
luck	anticipation	0.594	ਕਿਸਮਤ
marry	anticipation	0.594	ਵਿਆਹ
predict	anticipation	0.589	ਅੰਦਾਜ਼ਾ
money	anticipation	0.586	ਪੈਸਾ
auspices	anticipation	0.586	ਆਸ਼ੀਰਵਾਦ
uplift	anticipation	0.586	ਉਥਾਨ
fiesta	anticipation	0.586	ਤਿਉਹਾਰ
enjoying	anticipation	0.586	ਆਨੰਦ ਮਾਣ ਰਿਹਾ ਹੈ
preparation	anticipation	0.586	ਤਿਆਰੀ
raffle	anticipation	0.586	ਰੈਫਲ
investigation	anticipation	0.586	ਜਾਂਚ
progression	anticipation	0.586	ਤਰੱਕੀ
overdue	anticipation	0.586	ਬਕਾਇਆ
crave	anticipation	0.586	ਲਾਲਸਾ
impatient	anticipation	0.586	ਬੇਸਬਰ
enthusiast	anticipation	0.586	ਉਤਸ਼ਾਹੀ
flirt	anticipation	0.586	ਫਲਰਟ
seek	anticipation	0.586	ਭਾਲ
sequel	anticipation	0.586	ਸੀਕਵਲ
presumption	anticipation	0.586	ਅਨੁਮਾਨ
delightful	anticipation	0.586	ਅਨੰਦਦਾਇਕ
gambling	anticipation	0.586	ਜੂਆ
immerse	anticipation	0.586	ਡੁੱਬਣਾ
endeavor	anticipation	0.586	ਕੋਸ਼ਿਸ਼
experiment	anticipation	0.580	ਪ੍ਰਯੋਗ
enjoy	anticipation	0.578	ਆਨੰਦ ਮਾਣੋ
completing	anticipation	0.578	ਪੂਰਾ ਕਰਨਾ
clamor	anticipation	0.578	ਰੌਲਾ
angling	anticipation	0.578	angling
majestic	anticipation	0.578	ਸ਼ਾਨਦਾਰ
divination	anticipation	0.578	ਭਵਿੱਖਬਾਣੀ
transcendence	anticipation	0.578	ਅੰਤਰ
thriving	anticipation	0.578	ਸੰਪੰਨ
excavation	anticipation	0.578	ਖੁਦਾਈ
thirst	anticipation	0.578	ਪਿਆਸ
remedy	anticipation	0.578	ਉਪਾਅ
harvest	anticipation	0.578	ਵਾਢੀ
risk	anticipation	0.578	ਖਤਰਾ
healing	anticipation	0.578	ਇਲਾਜ
heavenly	anticipation	0.578	ਸਵਰਗੀ
inviting	anticipation	0.578	ਸੱਦਾ
precarious	anticipation	0.578	ਨਾਜ਼ੁਕ
attainable	anticipation	0.578	ਪ੍ਰਾਪਤੀਯੋਗ
blessing	anticipation	0.578	ਅਸੀਸ
prosper	anticipation	0.578	ਖੁਸ਼ਹਾਲ
tease	anticipation	0.570	ਛੇੜਛਾੜ
plan	anticipation	0.570	ਯੋਜਨਾ
sweetheart	anticipation	0.570	ਪਿਆਰੇ
zest	anticipation	0.570	ਜੋਸ਼
magnificence	anticipation	0.570	ਮਹਿਮਾ
ultimate	anticipation	0.570	ਅੰਤਮ
emancipation	anticipation	0.570	ਮੁਕਤੀ
restlessness	anticipation	0.570	ਬੇਚੈਨੀ
finally	anticipation	0.570	ਅੰਤ ਵਿੱਚ
intimate	anticipation	0.570	ਗੂੜ੍ਹਾ
omen	anticipation	0.570	ਸ਼ਗਨ
matchmaker	anticipation	0.570	ਮੈਚਮੇਕਰ
gambler	anticipation	0.570	ਜੁਆਰੀ
prospectively	anticipation	0.570	ਸੰਭਾਵੀ ਤੌਰ 'ਤੇ
dare	anticipation	0.570	ਹਿੰਮਤ
warned	anticipation	0.570	ਚੇਤਾਵਨੀ ਦਿੱਤੀ
invite	anticipation	0.570	ਸੱਦਾ
mysterious	anticipation	0.562	ਰਹੱਸਮਈ
accolade	anticipation	0.562	ਪ੍ਰਸ਼ੰਸਾ
lover	anticipation	0.562	ਪ੍ਰੇਮੀ
expose	anticipation	0.562	ਬੇਨਕਾਬ
enchant	anticipation	0.562	ਮੋਹਿਤ
attempt	anticipation	0.562	ਕੋਸ਼ਿਸ਼
festival	anticipation	0.562	ਤਿਉਹਾਰ
exalt	anticipation	0.562	ਉੱਚਾ
rejoice	anticipation	0.562	ਖੁਸ਼ੀ
independence	anticipation	0.562	ਆਜ਼ਾਦੀ
expected	anticipation	0.562	ਉਮੀਦ ਹੈ
fanfare	anticipation	0.562	ਧੂਮਧਾਮ
immortality	anticipation	0.562	ਅਮਰਤਾ
quicken	anticipation	0.562	ਤੇਜ਼ ਕਰਨਾ
parade	anticipation	0.562	ਪਰੇਡ
fun	anticipation	0.562	ਮਜ਼ੇਦਾਰ
predilection	anticipation	0.562	predilection
champion	anticipation	0.562	ਜੇਤੂ
forewarned	anticipation	0.562	ਪੂਰਵ ਚੇਤਾਵਨੀ ਦਿੱਤੀ
hypothesis	anticipation	0.562	ਪਰਿਕਲਪਨਾ
trophy	anticipation	0.562	ਟਰਾਫੀ
shopping	anticipation	0.555	ਖਰੀਦਦਾਰੀ
salvation	anticipation	0.555	ਮੁਕਤੀ
feeling	anticipation	0.555	ਭਾਵਨਾ
speculative	anticipation	0.555	ਸੱਟੇਬਾਜ਼
oracle	anticipation	0.555	ਓਰੇਕਲ
heroism	anticipation	0.555	ਬਹਾਦਰੀ
boisterous	anticipation	0.555	ਹੁਸ਼ਿਆਰ
grasping	anticipation	0.555	ਫੜਨਾ
uneasiness	anticipation	0.555	ਬੇਚੈਨੀ
curiosity	anticipation	0.555	ਉਤਸੁਕਤਾ
happy	anticipation	0.555	ਖੁਸ਼
rejoicing	anticipation	0.555	ਖੁਸ਼ੀ
fate	anticipation	0.555	ਕਿਸਮਤ
liberty	anticipation	0.555	ਆਜ਼ਾਦੀ
unfold	anticipation	0.555	ਉਜਾਗਰ
amour	anticipation	0.555	ਪਿਆਰ
lovely	anticipation	0.555	ਪਿਆਰਾ
splendor	anticipation	0.555	ਸ਼ਾਨ
grow	anticipation	0.555	ਵਧਣਾ
glimmer	anticipation	0.547	ਝਲਕ
incite	anticipation	0.547	ਭੜਕਾਉਣਾ
abundance	anticipation	0.547	ਭਰਪੂਰਤਾ
resultant	anticipation	0.547	ਨਤੀਜੇ ਵਜੋਂ
probability	anticipation	0.547	ਸੰਭਾਵਨਾ
recreational	anticipation	0.547	ਮਨੋਰੰਜਨ
glory	anticipation	0.547	ਮਹਿਮਾ
agape	anticipation	0.547	agape
delighted	anticipation	0.547	ਖੁਸ਼ ਹੋਇਆ
changeable	anticipation	0.547	ਬਦਲਣਯੋਗ
convergence	anticipation	0.547	ਕਨਵਰਜੈਂਸ
bountiful	anticipation	0.547	ਭਰਪੂਰ
warn	anticipation	0.547	ਚੇਤਾਵਨੀ
monetary	anticipation	0.547	ਮੁਦਰਾ
sorcery	anticipation	0.547	ਜਾਦੂ
morrow	anticipation	0.547	ਕੱਲ੍ਹ
apprehensive	anticipation	0.547	ਚਿੰਤਤ
hungry	anticipation	0.547	ਭੁੱਖਾ
vote	anticipation	0.547	ਵੋਟ
suspicious	anticipation	0.547	ਸ਼ੱਕੀ
pray	anticipation	0.547	ਪ੍ਰਾਰਥਨਾ ਕਰੋ
leisure	anticipation	0.547	ਆਰਾਮ
hunting	anticipation	0.539	ਸ਼ਿਕਾਰ
sensual	anticipation	0.539	ਸੰਵੇਦੀ
tempest	anticipation	0.539	ਤੂਫਾਨ
auction	anticipation	0.539	ਨਿਲਾਮੀ
ballot	anticipation	0.539	ਬੈਲਟ
grandchildren	anticipation	0.539	ਪੋਤੇ-ਪੋਤੀਆਂ
hankering	anticipation	0.539	ਹੰਕਾਰ
entertainment	anticipation	0.539	ਮਨੋਰੰਜਨ
merge	anticipation	0.539	ਅਭੇਦ
exceed	anticipation	0.539	ਵੱਧ
vindication	anticipation	0.539	ਪ੍ਰਮਾਣਿਕਤਾ
blessings	anticipation	0.539	ਅਸੀਸਾਂ
inquiry	anticipation	0.539	ਪੜਤਾਲ
bounty	anticipation	0.539	ਇਨਾਮ
worrying	anticipation	0.539	ਚਿੰਤਾਜਨਕ
contingent	anticipation	0.539	ਦਲ
glad	anticipation	0.536	ਖੁਸ਼
harbinger	anticipation	0.531	ਹਾਰਬਿੰਗਰ
magnificent	anticipation	0.531	ਸ਼ਾਨਦਾਰ
virginity	anticipation	0.531	ਕੁਆਰਾਪਨ
stealthy	anticipation	0.531	ਚੋਰੀ
appeal	anticipation	0.531	ਅਪੀਲ
forming	anticipation	0.531	ਬਣਾ ਰਿਹਾ
celestial	anticipation	0.531	ਆਕਾਸ਼ੀ
raving	anticipation	0.531	raving
deliverance	anticipation	0.531	ਛੁਟਕਾਰਾ
feat	anticipation	0.531	ਕਾਰਨਾਮਾ
cheer	anticipation	0.531	ਖੁਸ਼ੀ
responsive	anticipation	0.531	ਜਵਾਬਦੇਹ
hurried	anticipation	0.531	ਜਲਦੀ
betrothed	anticipation	0.531	ਵਿਆਹੁਤਾ
overthrow	anticipation	0.531	ਉਲਟਾਉਣਾ
spirits	anticipation	0.531	ਆਤਮਾਵਾਂ
dread	anticipation	0.531	ਡਰ
visitor	anticipation	0.531	ਵਿਜ਼ਟਰ
wait	anticipation	0.523	ਉਡੀਕ ਕਰੋ
revive	anticipation	0.523	ਮੁੜ ਸੁਰਜੀਤ
watch	anticipation	0.523	ਘੜੀ
hunter	anticipation	0.523	ਸ਼ਿਕਾਰੀ
radiance	anticipation	0.523	ਚਮਕ
planning	anticipation	0.523	ਯੋਜਨਾਬੰਦੀ
germination	anticipation	0.523	ਉਗਣਾ
competition	anticipation	0.523	ਮੁਕਾਬਲਾ
preparatory	anticipation	0.523	ਤਿਆਰੀ
prognostic	anticipation	0.523	ਭਵਿੱਖਬਾਣੀ
beaming	anticipation	0.523	ਬੀਮਿੰਗ
cheery	anticipation	0.523	ਖੁਸ਼ੀ
prevail	anticipation	0.523	ਪ੍ਰਬਲ
importance	anticipation	0.523	ਮਹੱਤਤਾ
notification	anticipation	0.523	ਸੂਚਨਾ
explosive	anticipation	0.523	ਵਿਸਫੋਟਕ
pleasant	anticipation	0.523	ਸੁਹਾਵਣਾ
ultimately	anticipation	0.523	ਆਖਰਕਾਰ
child	anticipation	0.523	ਬੱਚਾ
haste	anticipation	0.523	ਜਲਦਬਾਜ਼ੀ
prophet	anticipation	0.523	ਪੈਗੰਬਰ
recreation	anticipation	0.516	ਮਨੋਰੰਜਨ
present	anticipation	0.516	ਮੌਜੂਦ
time	anticipation	0.516	ਸਮਾਂ
sensuality	anticipation	0.516	ਕਾਮੁਕਤਾ
owing	anticipation	0.516	ਬਕਾਇਆ
loom	anticipation	0.516	ਲੂਮ
begun	anticipation	0.516	ਸ਼ੁਰੂ ਕੀਤਾ
salary	anticipation	0.516	ਤਨਖਾਹ
celebrity	anticipation	0.516	ਸੇਲਿਬ੍ਰਿਟੀ
treat	anticipation	0.516	ਇਲਾਜ
chocolate	anticipation	0.516	ਚਾਕਲੇਟ
caution	anticipation	0.516	ਸਾਵਧਾਨੀ
fermentation	anticipation	0.516	ਫਰਮੈਂਟੇਸ਼ਨ
uncontrollable	anticipation	0.516	ਬੇਕਾਬੂ
precious	anticipation	0.516	ਕੀਮਤੀ
compensate	anticipation	0.516	ਮੁਆਵਜ਼ਾ
endanger	anticipation	0.516	ਖ਼ਤਰੇ ਵਿੱਚ
renovation	anticipation	0.516	ਨਵੀਨੀਕਰਨ
signify	anticipation	0.508	ਸੰਕੇਤ ਕਰਦਾ ਹੈ
vigilance	anticipation	0.508	ਚੌਕਸੀ
prerequisite	anticipation	0.508	ਪੂਰਵ ਸ਼ਰਤ
perfection	anticipation	0.508	ਸੰਪੂਰਨਤਾ
cultivate	anticipation	0.508	ਖੇਤੀ ਕਰੋ
develop	anticipation	0.508	ਵਿਕਾਸ
cue	anticipation	0.508	ਸੰਕੇਤ
exigent	anticipation	0.508	ਲੋੜੀਂਦਾ
transitional	anticipation	0.508	ਪਰਿਵਰਤਨਸ਼ੀਲ
commemoration	anticipation	0.508	ਯਾਦਗਾਰ
intermission	anticipation	0.508	ਇੰਟਰਮਿਸ਼ਨ
elevation	anticipation	0.508	ਉਚਾਈ
infant	anticipation	0.508	ਬੱਚਾ
practise	anticipation	0.508	ਅਭਿਆਸ
contemplation	anticipation	0.508	ਚਿੰਤਨ
dreadful	anticipation	0.508	ਭਿਆਨਕ
wilderness	anticipation	0.508	ਉਜਾੜ
horizon	anticipation	0.508	ਹੋਰੀਜ਼ਨ
sneaking	anticipation	0.500	ਛਿਪੇ
uphill	anticipation	0.500	ਚੜ੍ਹਾਈ
puppy	anticipation	0.500	ਕਤੂਰੇ
blindfold	anticipation	0.500	ਅੱਖਾਂ 'ਤੇ ਪੱਟੀ ਬੰਨ੍ਹੀ
unbridled	anticipation	0.500	ਬੇਲਗਾਮ
horoscope	anticipation	0.500	ਕੁੰਡਲੀ
airport	anticipation	0.500	ਹਵਾਈ ਅੱਡਾ
reconciliation	anticipation	0.500	ਸੁਲ੍ਹਾ
advocacy	anticipation	0.500	ਵਕਾਲਤ
litigate	anticipation	0.500	ਮੁਕੱਦਮਾ
sunny	anticipation	0.500	ਧੁੱਪ
intuitively	anticipation	0.500	ਅਨੁਭਵੀ ਤੌਰ 'ਤੇ
hero	anticipation	0.500	ਹੀਰੋ
ardent	anticipation	0.500	ਉਤਸ਼ਾਹੀ
commemorate	anticipation	0.500	ਯਾਦ ਕਰਨਾ
romantic	anticipation	0.500	ਰੋਮਾਂਟਿਕ
doomsday	anticipation	0.500	ਕਿਆਮਤ ਦਾ ਦਿਨ
ready	anticipation	0.500	ਤਿਆਰ
nascent	anticipation	0.500	ਨਵਜਾਤ
invocation	anticipation	0.500	ਸੱਦਾ
depart	anticipation	0.500	ਰਵਾਨਗੀ
undisclosed	anticipation	0.500	ਅਣਜਾਣ
attendance	anticipation	0.500	ਹਾਜ਼ਰੀ
peril	anticipation	0.500	ਸੰਕਟ
income	anticipation	0.500	ਆਮਦਨ
calculation	anticipation	0.500	ਗਣਨਾ
zeal	anticipation	0.500	ਜੋਸ਼
eventuality	anticipation	0.500	ਘਟਨਾ
favorable	anticipation	0.500	ਅਨੁਕੂਲ
utopian	anticipation	0.500	ਯੂਟੋਪੀਅਨ
swim	anticipation	0.500	ਤੈਰਾਕੀ
proceeding	anticipation	0.492	ਜਾਰੀ
eventual	anticipation	0.492	ਅੰਤਮ
heyday	anticipation	0.492	ਉੱਤਮ ਦਿਨ
undertaking	anticipation	0.492	ਉੱਦਮ
improvise	anticipation	0.492	ਸੁਧਾਰ
inauguration	anticipation	0.492	ਉਦਘਾਟਨ
consequent	anticipation	0.492	ਨਤੀਜੇ ਵਜੋਂ
perspective	anticipation	0.492	ਦ੍ਰਿਸ਼ਟੀਕੋਣ
defense	anticipation	0.492	ਰੱਖਿਆ
repay	anticipation	0.492	ਮੁੜ ਭੁਗਤਾਨ
gaping	anticipation	0.492	ਅੰਤਰਾਲ
youth	anticipation	0.492	ਨੌਜਵਾਨ
parole	anticipation	0.492	ਪੈਰੋਲ
worry	anticipation	0.492	ਚਿੰਤਾ
bless	anticipation	0.492	ਅਸੀਸ
restorative	anticipation	0.492	ਬਹਾਲ ਕਰਨ ਵਾਲਾ
court	anticipation	0.492	ਅਦਾਲਤ
highest	anticipation	0.491	ਸਭ ਤੋਂ ਉੱਚਾ
shortly	anticipation	0.484	ਜਲਦੀ ਹੀ
auspicious	anticipation	0.484	ਸ਼ੁਭ
princely	anticipation	0.484	ਸ਼ਾਹੀ
correspondence	anticipation	0.484	ਲਿਖਤ - ਪੜ੍ਹਤ
generosity	anticipation	0.484	ਉਦਾਰਤਾ
sparkle	anticipation	0.484	ਚਮਕ
voluptuous	anticipation	0.484	ਕਾਮੁਕ
happen	anticipation	0.484	ਵਾਪਰਨਾ
tremor	anticipation	0.484	ਕੰਬਣਾ
letter	anticipation	0.484	ਪੱਤਰ
vow	anticipation	0.484	ਕਸਮ
sharpen	anticipation	0.484	ਤਿੱਖਾ ਕਰੋ
duel	anticipation	0.484	ਲੜਾਈ
conjure	anticipation	0.484	ਜਾਦੂ ਕਰਨਾ
threaten	anticipation	0.484	ਧਮਕੀ
god	anticipation	0.484	ਰੱਬ
engulf	anticipation	0.484	ਲਪੇਟ
unexplained	anticipation	0.484	ਅਸਪਸ਼ਟ
contagion	anticipation	0.484	ਛੂਤ
glorify	anticipation	0.477	ਵਡਿਆਈ
submit	anticipation	0.477	ਜਮ੍ਹਾਂ ਕਰੋ
enroll	anticipation	0.477	ਭਰਤੀ
unification	anticipation	0.477	ਏਕੀਕਰਨ
gravitate	anticipation	0.477	ਗ੍ਰੈਵੀਟੇਟ
glide	anticipation	0.477	ਗਲਾਈਡ
accompaniment	anticipation	0.477	ਸੰਗਤ
cherish	anticipation	0.477	ਪਾਲਨਾ
adore	anticipation	0.477	ਪਿਆਰ ਕਰਨਾ
powerful	anticipation	0.477	ਸ਼ਕਤੀਸ਼ਾਲੀ
clue	anticipation	0.477	ਸੁਰਾਗ
medal	anticipation	0.477	ਮੈਡਲ
contemplate	anticipation	0.477	ਸੋਚਣਾ
perilous	anticipation	0.477	ਖ਼ਤਰਨਾਕ
determinate	anticipation	0.477	ਨਿਰਧਾਰਤ ਕਰਨਾ
arbitration	anticipation	0.477	ਸਾਲਸੀ
recipient	anticipation	0.477	ਪ੍ਰਾਪਤਕਰਤਾ
onset	anticipation	0.477	ਸ਼ੁਰੂਆਤ
predispose	anticipation	0.477	predispose
score	anticipation	0.477	ਸਕੋਰ
torture	anticipation	0.477	ਤਸ਼ੱਦਦ
glow	anticipation	0.477	ਗਲੋ
praiseworthy	anticipation	0.473	ਸ਼ਲਾਘਾਯੋਗ
football	anticipation	0.469	ਫੁੱਟਬਾਲ
scare	anticipation	0.469	ਡਰਾਉਣਾ
elite	anticipation	0.469	ਕੁਲੀਨ
unknown	anticipation	0.469	ਅਗਿਆਤ
precursor	anticipation	0.469	ਪੂਰਵਗਾਮੀ
pry	anticipation	0.469	pry
providing	anticipation	0.469	ਪ੍ਰਦਾਨ ਕਰਨਾ
sweets	anticipation	0.469	ਮਿਠਾਈਆਂ
cautious	anticipation	0.469	ਸਾਵਧਾਨ
opera	anticipation	0.469	ਓਪੇਰਾ
motion	anticipation	0.469	ਮੋਸ਼ਨ
cash	anticipation	0.469	ਨਕਦ
creeping	anticipation	0.469	ਰੀਂਗਣਾ
invoke	anticipation	0.469	ਸੱਦਾ
star	anticipation	0.469	ਤਾਰਾ
shaky	anticipation	0.469	ਕੰਬਣੀ
production	anticipation	0.469	ਉਤਪਾਦਨ
successful	anticipation	0.469	ਸਫਲ
immediately	anticipation	0.469	ਤੁਰੰਤ
dawn	anticipation	0.469	ਸਵੇਰ
starry	anticipation	0.469	ਤਾਰਿਆਂ ਵਾਲਾ
unsurpassed	anticipation	0.469	ਬੇਮਿਸਾਲ
completion	anticipation	0.469	ਸੰਪੂਰਨਤਾ
hire	anticipation	0.469	ਕਿਰਾਏ 'ਤੇ
fete	anticipation	0.469	ਤਿਉਹਾਰ
commemorative	anticipation	0.461	ਯਾਦਗਾਰੀ
shining	anticipation	0.461	ਚਮਕਦਾਰ
testament	anticipation	0.461	ਵਸੀਅਤ
pay	anticipation	0.461	ਭੁਗਤਾਨ ਕਰੋ
alive	anticipation	0.461	ਜਿੰਦਾ
plight	anticipation	0.461	ਦੁਰਦਸ਼ਾ
preliminary	anticipation	0.461	ਸ਼ੁਰੂਆਤੀ
overture	anticipation	0.461	ਓਵਰਚਰ
sanctuary	anticipation	0.461	ਅਸਥਾਨ
regatta	anticipation	0.461	regatta
draft	anticipation	0.461	ਡਰਾਫਟ
synchronize	anticipation	0.461	ਸਮਕਾਲੀ
soundness	anticipation	0.461	ਤੰਦਰੁਸਤੀ
extricate	anticipation	0.461	ਕੱਢਣਾ
excel	anticipation	0.461	ਐਕਸਲ
punt	anticipation	0.461	ਪੰਟ
untold	anticipation	0.461	ਅਣਕਹੇ
brilliant	anticipation	0.461	ਹੁਸ਼ਿਆਰ
cheerfulness	anticipation	0.461	ਪ੍ਰਸੰਨਤਾ
jeopardy	anticipation	0.461	ਖ਼ਤਰਾ
friendly	anticipation	0.461	ਦੋਸਤਾਨਾ
mail	anticipation	0.461	ਡਾਕ
unexpected	anticipation	0.453	ਅਚਾਨਕ
basketball	anticipation	0.453	ਬਾਸਕਟਬਾਲ
inaugural	anticipation	0.453	ਉਦਘਾਟਨ
supremacy	anticipation	0.453	ਸਰਵਉੱਚਤਾ
rehabilitation	anticipation	0.453	ਪੁਨਰਵਾਸ
intimately	anticipation	0.453	ਨੇੜਿਓਂ
career	anticipation	0.453	ਕੈਰੀਅਰ
prevention	anticipation	0.453	ਰੋਕਥਾਮ
renovate	anticipation	0.453	ਨਵੀਨੀਕਰਨ
compliment	anticipation	0.453	ਤਾਰੀਫ਼
prologue	anticipation	0.453	ਪ੍ਰੋਲੋਗ
elegance	anticipation	0.453	ਖੂਬਸੂਰਤੀ
complement	anticipation	0.453	ਸਹਾਇਕਣ
flinch	anticipation	0.453	ਝਪਕਣਾ
infinity	anticipation	0.453	ਅਨੰਤਤਾ
perpetuity	anticipation	0.453	ਸਦੀਵੀਤਾ
sunset	anticipation	0.453	ਸੂਰਜ ਡੁੱਬਣਾ
improve	anticipation	0.453	ਸੁਧਾਰ
fitting	anticipation	0.445	ਫਿਟਿੰਗ
confidence	anticipation	0.445	ਦਾ ਭਰੋਸਾ
concealment	anticipation	0.445	ਛੁਪਾਉਣਾ
sweet	anticipation	0.445	ਮਿੱਠਾ
perfect	anticipation	0.445	ਸੰਪੂਰਣ
epidemic	anticipation	0.445	ਮਹਾਂਮਾਰੀ
fain	anticipation	0.445	ਬੇਹੋਸ਼
volunteer	anticipation	0.445	ਵਲੰਟੀਅਰ
share	anticipation	0.445	ਸ਼ੇਅਰ
surround	anticipation	0.445	ਆਲੇ-ਦੁਆਲੇ
conjecture	anticipation	0.445	ਅਨੁਮਾਨ
sun	anticipation	0.445	ਸੂਰਜ
veracity	anticipation	0.445	ਸੱਚਾਈ
serial	anticipation	0.438	ਸੀਰੀਅਲ
angel	anticipation	0.438	ਦੂਤ
aloha	anticipation	0.438	aloha
saint	anticipation	0.438	ਸੰਤ
tickle	anticipation	0.438	ਗੁੰਦ
superstitious	anticipation	0.438	ਅੰਧਵਿਸ਼ਵਾਸੀ
ferment	anticipation	0.438	ferment
conservation	anticipation	0.438	ਸੰਭਾਲ
devout	anticipation	0.438	ਸ਼ਰਧਾਲੂ
respect	anticipation	0.438	ਸਤਿਕਾਰ
reconstruction	anticipation	0.438	ਪੁਨਰ ਨਿਰਮਾਣ
goodness	anticipation	0.438	ਚੰਗਿਆਈ
reconstruct	anticipation	0.438	ਪੁਨਰਗਠਨ
faith	anticipation	0.438	ਵਿਸ਼ਵਾਸ
recombination	anticipation	0.438	ਮੁੜ ਸੰਯੋਜਨ
prepared	anticipation	0.438	ਤਿਆਰ
rabid	anticipation	0.438	ਪਾਗਲ
plea	anticipation	0.438	ਬੇਨਤੀ
medical	anticipation	0.438	ਮੈਡੀਕਲ
passenger	anticipation	0.438	ਯਾਤਰੀ
charitable	anticipation	0.430	ਚੈਰੀਟੇਬਲ
tabulate	anticipation	0.430	ਸਾਰਣੀ
peace	anticipation	0.430	ਸ਼ਾਂਤੀ
install	anticipation	0.430	ਇੰਸਟਾਲ ਕਰੋ
serenity	anticipation	0.430	ਸ਼ਾਂਤੀ
venerable	anticipation	0.430	ਸਤਿਕਾਰਯੋਗ
spa	anticipation	0.430	ਸਪਾ
labyrinth	anticipation	0.430	ਭੁਲੱਕੜ
luscious	anticipation	0.430	ਸੁਹਾਵਣਾ
perpetuate	anticipation	0.430	ਨੂੰ ਸਦੀਵੀ
strategist	anticipation	0.430	ਰਣਨੀਤੀਕਾਰ
unverified	anticipation	0.430	ਅਸਪਸ਼ਟ
tribunal	anticipation	0.430	ਟ੍ਰਿਬਿਊਨਲ
clap	anticipation	0.430	ਤਾੜੀ
peaceful	anticipation	0.422	ਸ਼ਾਂਤੀਪੂਰਨ
patience	anticipation	0.422	ਧੀਰਜ
unresolved	anticipation	0.422	ਅਣਸੁਲਝਿਆ
worship	anticipation	0.422	ਪੂਜਾ, ਭਗਤੀ
edification	anticipation	0.422	ਸੋਧ
oasis	anticipation	0.422	ਓਏਸਿਸ
grin	anticipation	0.422	ਮੁਸਕੁਰਾਉਣਾ
revere	anticipation	0.422	ਸਤਿਕਾਰ
candid	anticipation	0.422	ਨਿਰਪੱਖ
vista	anticipation	0.422	ਵਿਸਟਾ
conspirator	anticipation	0.422	ਸਾਜ਼ਿਸ਼ਕਰਤਾ
adrift	anticipation	0.422	ਭਟਕਣਾ
recognizable	anticipation	0.422	ਪਛਾਣਨਯੋਗ
volatility	anticipation	0.422	ਅਸਥਿਰਤਾ
forestall	anticipation	0.422	ਰੋਕਣਾ
laughter	anticipation	0.422	ਹਾਸਾ
continue	anticipation	0.414	ਜਾਰੀ ਰੱਖੋ
ongoing	anticipation	0.414	ਚੱਲ ਰਿਹਾ ਹੈ
astrologer	anticipation	0.414	ਜੋਤਸ਼ੀ
mediate	anticipation	0.414	ਵਿਚੋਲਗੀ
punctual	anticipation	0.414	ਸਮੇਂ ਦੇ ਪਾਬੰਦ
grant	anticipation	0.414	ਗ੍ਰਾਂਟ
morn	anticipation	0.414	ਸਵੇਰ
pretty	anticipation	0.414	ਸੁੰਦਰ
withstand	anticipation	0.414	ਝੱਲਣਾ
frisky	anticipation	0.414	ਤੇਜ਼
thought	anticipation	0.414	ਸੋਚਿਆ
probation	anticipation	0.414	ਪ੍ਰੋਬੇਸ਼ਨ
ordination	anticipation	0.414	ਤਾਲਮੇਲ
calls	anticipation	0.414	ਕਾਲਾਂ
detainee	anticipation	0.414	ਨਜ਼ਰਬੰਦ
craps	anticipation	0.414	ਬਕਵਾਸ
weigh	anticipation	0.414	ਵਜ਼ਨ
proficiency	anticipation	0.414	ਮੁਹਾਰਤ
sing	anticipation	0.411	ਗਾਓ
continuation	anticipation	0.406	ਨਿਰੰਤਰਤਾ
university	anticipation	0.406	ਯੂਨੀਵਰਸਿਟੀ
chicane	anticipation	0.406	ਚਿਕਨ
nurture	anticipation	0.406	ਪਾਲਣ ਪੋਸ਼ਣ
mother	anticipation	0.406	ਮਾਂ
punished	anticipation	0.406	ਸਜ਼ਾ ਦਿੱਤੀ
twinkle	anticipation	0.406	ਚਮਕਣਾ
confession	anticipation	0.406	ਇਕਬਾਲ
outdo	anticipation	0.406	ਬਾਹਰ
prophylactic	anticipation	0.406	ਪ੍ਰੋਫਾਈਲੈਕਟਿਕ
proud	anticipation	0.406	ਮਾਣ
midwife	anticipation	0.406	ਦਾਈ
wizard	anticipation	0.406	ਜਾਦੂਗਰ
headlight	anticipation	0.406	ਹੈੱਡਲਾਈਟ
long	anticipation	0.406	ਲੰਬੇ
banquet	anticipation	0.406	ਦਾਅਵਤ
comfort	anticipation	0.406	ਆਰਾਮ
navigable	anticipation	0.406	ਨੇਵੀਗੇਬਲ
subscribe	anticipation	0.406	ਗਾਹਕ ਬਣੋ
opponent	anticipation	0.406	ਵਿਰੋਧੀ
debenture	anticipation	0.406	ਡਿਬੈਂਚਰ
deal	anticipation	0.402	ਸੌਦਾ
symphony	anticipation	0.398	ਸਿੰਫਨੀ
saintly	anticipation	0.398	ਸੰਤ
judiciary	anticipation	0.398	ਨਿਆਂਪਾਲਿਕਾ
