English Word	Emotion	Emotion-Intensity-Score	Japanese Word
tree	disgust	0.039	木
torture	fear	0.984	拷問
terrorist	fear	0.972	テロリスト
terrorists	fear	0.969	テロリスト
horrific	fear	0.969	恐ろしい
terrorism	fear	0.969	テロ
suicidebombing	fear	0.967	自爆テロ
kill	fear	0.962	殺す
homicidal	fear	0.959	殺人的な
catastrophe	fear	0.953	大惨事
annihilate	fear	0.953	全滅させる
murderer	fear	0.953	殺人者
terror	fear	0.953	テロ
dying	fear	0.948	死んでいる
war	fear	0.942	戦争
bombing	fear	0.938	爆撃
bomb	fear	0.935	爆弾
missiles	fear	0.934	ミサイル
horror	fear	0.923	ホラー
brutality	fear	0.922	残忍
terrorize	fear	0.922	恐怖に陥れる
horrified	fear	0.922	恐ろしい
bloodthirsty	fear	0.922	血に飢えた
murderous	fear	0.920	殺人的な
massacre	fear	0.911	虐殺
terrifying	fear	0.906	恐ろしい
fatality	fear	0.906	死亡率
horrifying	fear	0.906	恐ろしい
demon	fear	0.906	悪魔
mutilation	fear	0.906	切断
killing	fear	0.906	殺す
holocaust	fear	0.906	ホロコースト
assassinate	fear	0.906	暗殺する
terrified	fear	0.906	おびえた
devastation	fear	0.906	荒廃
murder	fear	0.906	殺人
horrors	fear	0.906	恐怖
suicidal	fear	0.898	自殺的な
assault	fear	0.891	暴行
kidnap	fear	0.891	誘拐
slaughter	fear	0.891	虐殺
crucifixion	fear	0.891	はりつけ
doomed	fear	0.888	運命づけられた
poisoned	fear	0.886	毒された
suicide	fear	0.879	自殺
explosion	fear	0.879	爆発
deadly	fear	0.875	致命的な
assassin	fear	0.875	暗殺者
annihilation	fear	0.875	消滅
savagery	fear	0.875	野蛮人
disaster	fear	0.875	災害
threatening	fear	0.875	脅迫
slaughtering	fear	0.875	屠殺
disastrous	fear	0.875	悲惨な
dismemberment	fear	0.875	切断
suffocation	fear	0.875	窒息
rape	fear	0.870	レイプ
hell	fear	0.860	地獄
homicide	fear	0.859	殺人
molestation	fear	0.859	痴漢
bloodshed	fear	0.859	流血
barbaric	fear	0.859	野蛮な
explosive	fear	0.859	爆発物
warfare	fear	0.859	戦争
ihatespiders	fear	0.859	イハテスパイダー
tragedy	fear	0.859	悲劇
anthrax	fear	0.859	炭疽菌
demonic	fear	0.859	悪魔的な
executioner	fear	0.859	死刑執行人
dread	fear	0.859	恐怖
guillotine	fear	0.859	ギロチン
attacking	fear	0.859	攻撃
peril	fear	0.859	危険
slaughterhouse	fear	0.859	食肉処理場
annihilated	fear	0.859	全滅した
suffocating	fear	0.858	息苦しい
treachery	fear	0.856	裏切り
fright	fear	0.853	怖じけ
monster	fear	0.844	モンスター
traumatic	fear	0.844	外傷性
abomination	fear	0.844	憎悪
apocalypse	fear	0.844	黙示録
slayer	fear	0.844	スレイヤー
scare	fear	0.844	怖がらせる
morgue	fear	0.844	遺体安置所
painful	fear	0.844	痛い
frightened	fear	0.844	恐ろしかった
vengeance	fear	0.844	復讐
scariest	fear	0.844	一番怖い
destroying	fear	0.844	破壊
execution	fear	0.844	実行
panicked	fear	0.844	慌てた
petrified	fear	0.844	石化した
afraid	fear	0.844	恐れ
frightening	fear	0.844	恐ろしい
drown	fear	0.844	溺れる
bombardment	fear	0.844	砲撃
death	fear	0.843	死
chaos	fear	0.839	混沌
ghastly	fear	0.836	恐ろしい
evil	fear	0.833	悪の
intruder	fear	0.828	侵入者
hellish	fear	0.828	地獄のような
brutal	fear	0.828	残忍な
cancer	fear	0.828	癌
devil	fear	0.828	悪魔
grenade	fear	0.828	手榴弾
eradication	fear	0.828	根絶
frighten	fear	0.828	怖がらせる
explode	fear	0.828	爆発する
assassination	fear	0.828	暗殺
fatal	fear	0.828	致命的
paralyze	fear	0.828	麻痺させる
gunmen	fear	0.828	銃撃者
violently	fear	0.828	激しく
nightmare	fear	0.828	悪夢
doomsday	fear	0.828	終末
doom	fear	0.828	破滅
manslaughter	fear	0.828	過失致死
fear	fear	0.828	恐れ
kidnapped	fear	0.828	誘拐された
trauma	fear	0.828	トラウマ
morbidity	fear	0.820	罹患率
crippling	fear	0.817	不自由な
savage	fear	0.814	野蛮
shooting	fear	0.812	撮影
quake	fear	0.812	地震
poisonous	fear	0.812	有毒
damnation	fear	0.812	天罰
violence	fear	0.812	暴力
destructive	fear	0.812	破壊的な
aggressor	fear	0.812	侵略者
suffering	fear	0.812	苦しむ
violent	fear	0.812	暴力的な
frightful	fear	0.812	恐ろしい
crushed	fear	0.812	破砕されました
earthquake	fear	0.812	地震
heartattack	fear	0.812	心臓発作
hurricane	fear	0.811	ハリケーン
imprisoned	fear	0.811	投獄された
exterminate	fear	0.810	根絶する
fearing	fear	0.808	恐れている
hemorrhage	fear	0.807	出血
torment	fear	0.806	苦しめる
lethal	fear	0.806	致死
venom	fear	0.804	毒
claustrophobia	fear	0.803	閉所恐怖症
snakes	fear	0.802	ヘビ
danger	fear	0.802	危険
exorcism	fear	0.800	悪魔祓い
obliterated	fear	0.800	抹消された
robbery	fear	0.800	強盗
terrifies	fear	0.798	怖がらせる
cyanide	fear	0.797	シアン化物
incurable	fear	0.797	不治の病
anxietyattack	fear	0.797	不安発作
mortality	fear	0.797	死亡
attack	fear	0.797	攻撃
monstrosity	fear	0.797	怪物
extermination	fear	0.797	絶滅
bombers	fear	0.797	爆撃機
harmful	fear	0.797	危害を与える
persecution	fear	0.797	迫害
biggestfear	fear	0.797	最大の恐怖
poison	fear	0.797	毒
cruelty	fear	0.797	残酷さ
hysteria	fear	0.797	ヒステリー
destruction	fear	0.797	破壊
dreadfully	fear	0.796	ひどく
arson	fear	0.794	放火
devastate	fear	0.792	荒廃させる
tyrant	fear	0.788	暴君
warcrimes	fear	0.785	戦争犯罪
perish	fear	0.784	滅びる
feared	fear	0.782	恐れた
maniac	fear	0.781	マニアック
bloody	fear	0.781	流血
freakingout	fear	0.781	怖がら
warlike	fear	0.781	好戦的な
rampage	fear	0.781	大暴れ
screaming	fear	0.781	絶叫
lifeless	fear	0.781	生気のない
enslaved	fear	0.781	奴隷にされた
venomous	fear	0.781	有毒な
snake	fear	0.776	ヘビ
epidemic	fear	0.776	伝染病
panicattack	fear	0.774	パニック発作
crisis	fear	0.766	危機
hazardous	fear	0.766	危険な
fearful	fear	0.766	恐ろしい
dangerously	fear	0.766	危険なほど
shipwreck	fear	0.766	難破船
scary	fear	0.766	怖い
tumor	fear	0.766	腫瘍
invader	fear	0.766	インベーダー
invade	fear	0.766	侵入する
die	fear	0.766	死ぬ
detonate	fear	0.766	爆轟させる
violation	fear	0.766	違反
reprisal	fear	0.766	報復
criminal	fear	0.766	犯罪的
riot	fear	0.766	暴動
obliterate	fear	0.766	消し去る
inferno	fear	0.766	インフェルノ
leprosy	fear	0.766	ハンセン病
jihad	fear	0.766	ジハード
ohshit	fear	0.766	ああ、くそ
claustrophobic	fear	0.765	閉所恐怖症
hyperventilating	fear	0.762	過呼吸
nightmares	fear	0.759	悪夢
destroyed	fear	0.754	破壊されました
ghostly	fear	0.754	幽霊のような
treacherous	fear	0.750	危険な
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	悲劇
slavery	fear	0.750	奴隷制
cholera	fear	0.750	コレラ
anarchist	fear	0.750	アナキスト
panic	fear	0.750	パニック
anaconda	fear	0.750	アナコンダ
hurricanes	fear	0.750	ハリケーン
wrenching	fear	0.750	レンチ
tyranny	fear	0.750	専制政治
imprisonment	fear	0.750	投獄
dreadful	fear	0.750	恐ろしい
agony	fear	0.750	苦痛
dangerous	fear	0.750	危険な
obliteration	fear	0.750	抹消
projectiles	fear	0.750	発射物
destroyer	fear	0.750	駆逐艦
strangle	fear	0.750	絞め殺す
hazard	fear	0.750	危険
riotous	fear	0.750	騒々しい
accident	fear	0.750	事件
mortuary	fear	0.750	遺体安置所
anarchy	fear	0.750	無政府状態
fears	fear	0.750	恐怖
malignancy	fear	0.742	悪性
bombard	fear	0.740	砲撃
cannibal	fear	0.740	共食い
abominable	fear	0.738	忌まわしい
depraved	fear	0.734	堕落した
bomber	fear	0.734	爆撃機
crash	fear	0.734	クラッシュ
tornado	fear	0.734	竜巻
victimized	fear	0.734	犠牲になった
hyperventilate	fear	0.734	過呼吸する
melee	fear	0.734	乱闘
cursed	fear	0.734	呪われた
mutiny	fear	0.734	反乱
dictatorship	fear	0.734	独裁
shoot	fear	0.734	シュート
horrible	fear	0.734	最悪
misery	fear	0.734	悲惨
gore	fear	0.734	ゴア
paralysis	fear	0.734	麻痺
tyrannical	fear	0.734	横暴な
missile	fear	0.734	ミサイル
gun	fear	0.734	銃
devilish	fear	0.734	悪魔的な
diseased	fear	0.734	病気の
shot	fear	0.734	ショット
mafia	fear	0.734	マフィア
beast	fear	0.734	獣
malignant	fear	0.734	悪性
scared	fear	0.734	怖がった
hostage	fear	0.734	人質
threaten	fear	0.734	脅かす
turmoil	fear	0.733	混乱
combat	fear	0.728	戦闘
alligator	fear	0.727	アリゲーター
ruin	fear	0.725	破滅
shooter	fear	0.722	シューター
contagious	fear	0.720	伝染性
crime	fear	0.719	犯罪
scream	fear	0.719	悲鳴
injured	fear	0.719	怪我した
desperation	fear	0.719	絶望
struggle	fear	0.719	闘争
shock	fear	0.719	ショック
seizure	fear	0.719	発作
lynch	fear	0.719	リンチ
mortification	fear	0.719	苦行
fight	fear	0.719	喧嘩
harm	fear	0.719	危害
emergency	fear	0.719	緊急
phobia	fear	0.719	恐怖症
havoc	fear	0.719	大混乱
devastating	fear	0.719	壊滅的な
excruciating	fear	0.719	耐え難い
casualty	fear	0.719	死傷者
miscarriage	fear	0.719	流産
starvation	fear	0.719	飢餓
frantically	fear	0.717	必死に
carnage	fear	0.717	大虐殺
standoff	fear	0.716	スタンドオフ
infestation	fear	0.716	蔓延
soscary	fear	0.712	超怖い
panicking	fear	0.708	慌てる
rupture	fear	0.706	破裂
horrid	fear	0.705	恐ろしい
frantic	fear	0.705	必死の
sabotage	fear	0.703	破壊工作
vendetta	fear	0.703	復讐
arsenic	fear	0.703	砒素
freaked	fear	0.703	おびえた
burial	fear	0.703	埋葬
sos	fear	0.703	ソス
cobra	fear	0.703	コブラ
dreaded	fear	0.703	恐ろしい
harrowing	fear	0.703	悲惨な
aggressive	fear	0.703	攻撃的
prey	fear	0.703	獲物
gash	fear	0.703	ガッシュ
hatred	fear	0.703	憎しみ
schizophrenia	fear	0.703	統合失調症
upheaval	fear	0.703	激動
armed	fear	0.703	武装した
collapse	fear	0.703	崩壊
deranged	fear	0.703	狂った
assailant	fear	0.703	加害者
terminal	fear	0.703	ターミナル
plague	fear	0.703	ペスト
malevolent	fear	0.703	悪意のある
psychosis	fear	0.703	精神病
carcinoma	fear	0.703	癌腫
diabolical	fear	0.703	悪魔的な
wrecked	fear	0.703	難破した
grisly	fear	0.703	ぞっとする
hysterical	fear	0.703	ヒステリックな
fugitive	fear	0.703	逃亡者
neurotic	fear	0.703	神経症
witchcraft	fear	0.703	魔術
avalanche	fear	0.703	雪崩
anguish	fear	0.703	苦悩
cripple	fear	0.703	不自由
agonizing	fear	0.703	苦しむ
infectious	fear	0.703	伝染性
crocodile	fear	0.700	クロコダイル
forcibly	fear	0.700	強制的に
abduction	fear	0.700	拉致
offender	fear	0.698	違反者
mayhem	fear	0.690	騒乱
hurt	fear	0.688	傷つく
shrapnel	fear	0.688	破片
beastly	fear	0.688	野獣的な
rabid	fear	0.688	猛烈な
guerilla	fear	0.688	ゲリラ
ambush	fear	0.688	待ち伏せ
endanger	fear	0.688	危険にさらす
leukemia	fear	0.688	白血病
contagion	fear	0.688	伝染
anarchism	fear	0.688	アナキズム
paranoid	fear	0.688	妄想的な
cadaver	fear	0.688	死体
agoraphobia	fear	0.688	広場恐怖症
alarm	fear	0.688	警報
trepidation	fear	0.688	おびえ
blast	fear	0.688	爆発
gory	fear	0.688	血みどろ
cyclone	fear	0.688	サイクロン
brawl	fear	0.688	喧嘩
hopeless	fear	0.688	絶望的
banish	fear	0.688	追放する
disease	fear	0.688	疾患
hostile	fear	0.688	敵対的
oppression	fear	0.688	抑圧
wounding	fear	0.688	負傷
socialanxiety	fear	0.688	社会不安
radiation	fear	0.688	放射線
gallows	fear	0.686	絞首台
coffin	fear	0.684	棺
madness	fear	0.675	狂気
spook	fear	0.673	怖がらせる
fury	fear	0.672	怒り
menace	fear	0.672	脅威
perishing	fear	0.672	滅びる
victim	fear	0.672	被害者
sinister	fear	0.672	不吉な
thug	fear	0.672	凶悪犯
carcass	fear	0.672	枝肉
shatter	fear	0.672	粉々になる
grim	fear	0.672	厳しい
felon	fear	0.672	重罪人
stab	fear	0.672	刺す
trembling	fear	0.672	震え
revolver	fear	0.672	リボルバー
militants	fear	0.672	過激派
dungeon	fear	0.672	ダンジョン
outbreak	fear	0.672	アウトブレイク
frankenstorm	fear	0.672	フランケンストーム
viper	fear	0.672	バイパー
combatant	fear	0.672	戦闘員
vermin	fear	0.672	害虫
nervouswreck	fear	0.672	神経衰弱
menacing	fear	0.672	威嚇する
hurting	fear	0.672	傷つける
persecute	fear	0.672	迫害する
fangs	fear	0.672	牙
militia	fear	0.672	民兵
injury	fear	0.672	けが
scarier	fear	0.672	もっと怖い
mangle	fear	0.672	マングル
gang	fear	0.672	ギャング
crushing	fear	0.672	破砕
eruption	fear	0.672	噴火
soscared	fear	0.672	すごくこわい
ghost	fear	0.672	幽霊
awful	fear	0.672	最悪
abhorrent	fear	0.672	忌まわしい
abuse	fear	0.672	乱用
freakedout	fear	0.672	びびる
atrocity	fear	0.672	残虐行為
tarantula	fear	0.672	タランチュラ
ferocious	fear	0.667	猛烈な
battered	fear	0.667	ボロボロの
desolation	fear	0.667	荒廃
pandemic	fear	0.664	パンデミック
cutthroat	fear	0.664	殺し屋
volcano	fear	0.663	火山
scares	fear	0.660	怖がらせる
cruelly	fear	0.658	残酷に
smash	fear	0.656	スマッシュ
xenophobia	fear	0.656	外国人嫌悪
typhoon	fear	0.656	台風
spider	fear	0.656	クモ
alarming	fear	0.656	憂慮すべき
nefarious	fear	0.656	邪悪な
oppressive	fear	0.656	抑圧的な
treason	fear	0.656	反逆
neurosis	fear	0.656	神経症
cruel	fear	0.656	残酷
crazed	fear	0.656	狂った
coma	fear	0.656	昏睡
stroke	fear	0.656	脳卒中
tumult	fear	0.656	騒動
fearfully	fear	0.656	恐る恐る
battlefield	fear	0.656	戦場
emetophobia	fear	0.656	嘔吐恐怖症
dictator	fear	0.656	独裁者
armament	fear	0.656	武装
blizzard	fear	0.656	猛吹雪
purgatory	fear	0.656	煉獄
lunatic	fear	0.656	狂人
bully	fear	0.656	いじめっ子
endangered	fear	0.656	絶滅危惧種
insane	fear	0.656	非常識
malicious	fear	0.656	悪意のある
selfharm	fear	0.656	自傷
despotic	fear	0.656	独裁的な
revenge	fear	0.656	復讐
encroachment	fear	0.656	侵入
shitless	fear	0.656	くだらない
ruthless	fear	0.656	無慈悲な
debauchery	fear	0.656	放蕩
distress	fear	0.656	苦痛
traitor	fear	0.656	裏切り者
punishment	fear	0.656	罰
radioactive	fear	0.656	放射性
projectile	fear	0.654	発射物
flog	fear	0.653	フロッグ
bang	fear	0.652	強打
ransom	fear	0.644	身代金
criminality	fear	0.642	犯罪性
rattlesnake	fear	0.641	ガラガラヘビ
quivering	fear	0.641	震える
perturbation	fear	0.641	摂動
tumour	fear	0.641	腫瘍
conflict	fear	0.641	対立
injurious	fear	0.641	有害な
vehement	fear	0.641	激しい
antichrist	fear	0.641	反キリスト
isolated	fear	0.641	孤立した
raging	fear	0.641	荒れ狂う
aghast	fear	0.641	びっくり
banshee	fear	0.641	バンシー
cantbreathe	fear	0.641	息ができない
demented	fear	0.641	痴呆
dastardly	fear	0.641	卑劣に
abortion	fear	0.641	中絶
deteriorate	fear	0.641	劣化する
warlock	fear	0.641	ウォーロック
hanging	fear	0.641	ぶら下げ
wreck	fear	0.641	大破
demise	fear	0.641	終焉
perilous	fear	0.641	危険な
duress	fear	0.641	強要
dreading	fear	0.641	恐ろしい
raptors	fear	0.641	猛禽類
haunt	fear	0.641	出没
punished	fear	0.641	罰せられた
hideous	fear	0.641	恐ろしいです
wildfire	fear	0.641	山火事
scoundrel	fear	0.641	悪党
intimidate	fear	0.641	威嚇する
targeted	fear	0.641	的を絞った
dementia	fear	0.641	認知症
despair	fear	0.641	絶望
retaliation	fear	0.641	報復
bestial	fear	0.639	獣のような
serpent	fear	0.638	蛇
condemnation	fear	0.637	非難
fire	fear	0.636	火
exclusion	fear	0.636	除外
armaments	fear	0.636	軍備
corrosive	fear	0.636	腐食性の
nervousness	fear	0.627	緊張感
vengeful	fear	0.625	復讐心
pneumonia	fear	0.625	肺炎
mercenary	fear	0.625	傭兵
smuggler	fear	0.625	密輸業者
repression	fear	0.625	抑圧
prison	fear	0.625	刑務所
malice	fear	0.625	悪意
incarceration	fear	0.625	投獄
wicked	fear	0.625	邪悪な
disfigured	fear	0.625	変形した
inhuman	fear	0.625	非人道的な
vampire	fear	0.625	吸血鬼
sickening	fear	0.625	気分が悪くなる
seize	fear	0.625	つかむ
landslide	fear	0.625	土砂崩れ
incendiary	fear	0.625	焼夷弾
thundering	fear	0.625	雷鳴
ruinous	fear	0.625	破滅的な
spiders	fear	0.625	クモ
madman	fear	0.625	狂人
pestilence	fear	0.625	疫病
stunned	fear	0.625	唖然
manic	fear	0.625	躁病
turbulent	fear	0.625	激動の
combative	fear	0.625	好戦的な
injure	fear	0.625	傷つける
meltdown	fear	0.625	メルトダウン
infection	fear	0.625	感染
virulence	fear	0.625	毒性
sarcoma	fear	0.625	肉腫
revolting	fear	0.625	反抗的な
daemon	fear	0.625	デーモン
hurtful	fear	0.625	人を傷つける
lunacy	fear	0.625	狂気
enemy	fear	0.625	敵
artillery	fear	0.625	砲兵
wracking	fear	0.625	ひび割れ
irreparable	fear	0.625	取り返しのつかない
ill	fear	0.621	病気
barbarian	fear	0.620	野蛮人
battled	fear	0.615	戦った
plummet	fear	0.613	急落
blackmail	fear	0.612	恐喝
darkened	fear	0.610	暗くなった
contaminated	fear	0.610	汚染された
hangman	fear	0.610	ハングマン
abandonment	fear	0.609	放棄
alienation	fear	0.609	疎外
bleeding	fear	0.609	出血
oblivion	fear	0.609	忘却
interrogation	fear	0.609	尋問
sufferer	fear	0.609	被害者
injuring	fear	0.609	傷つける
despotism	fear	0.609	専制政治
conflagration	fear	0.609	大火
illness	fear	0.609	病気
disintegrate	fear	0.609	崩壊する
wrath	fear	0.609	怒り
merciless	fear	0.609	無慈悲な
deplorable	fear	0.609	嘆かわしい
insurmountable	fear	0.609	乗り越えられない
butcher	fear	0.609	肉屋
beating	fear	0.609	殴る
prosecute	fear	0.609	起訴する
malaria	fear	0.609	マラリア
rob	fear	0.609	奪う
aggression	fear	0.609	侵略
injection	fear	0.609	注入
dagger	fear	0.609	短剣
infanticide	fear	0.609	子殺し
ogre	fear	0.609	鬼
shackle	fear	0.609	シャックル
scourge	fear	0.609	惨劇
oppressor	fear	0.609	抑圧者
homeless	fear	0.609	ホームレス
threat	fear	0.604	脅威
nerves	fear	0.600	神経
firearms	fear	0.600	銃器
raid	fear	0.600	襲撃
eviction	fear	0.596	立ち退き
villain	fear	0.595	悪党
belligerent	fear	0.594	好戦的な
lightning	fear	0.594	雷
pounding	fear	0.594	ドキドキ
shelling	fear	0.594	砲撃
