English Word	Emotion	Emotion-Intensity-Score	Haitian-Creole Word
repudiation	disgust	0.539	repiyasyon
disgrace	disgust	0.539	wont
infidelity	disgust	0.539	enfidelite
pig	disgust	0.539	kochon
lethal	disgust	0.536	letal
burnt	disgust	0.531	boule
brawl	disgust	0.531	tapaj
withered	disgust	0.531	cheche
blemish	disgust	0.531	defo
hydrocephalus	disgust	0.531	idrosefali
aberration	disgust	0.531	aberasyon
smuggler	disgust	0.531	kontrebann
painful	disgust	0.531	douloure
condescension	disgust	0.531	kondesandans
intolerant	disgust	0.531	entolerans
blasphemous	disgust	0.531	blasfeme
lying	disgust	0.531	bay manti
hanging	disgust	0.531	pandye
travesty	disgust	0.531	parodye
ruined	disgust	0.531	depafini
intrusive	disgust	0.531	pèsistan
disintegrate	disgust	0.531	dezentegre
destructive	disgust	0.531	destriktif
neurotic	disgust	0.531	neurotic
disparaging	disgust	0.523	denigre
blighted	disgust	0.523	blese
intolerance	disgust	0.523	entolerans
mistress	disgust	0.523	metrès
avarice	disgust	0.523	avaris
disgraced	disgust	0.523	wont
derogation	disgust	0.523	derogasyon
rubbish	disgust	0.523	fatra
accusation	disgust	0.523	akizasyon
incarceration	disgust	0.523	anprizònman
tortious	disgust	0.516	tortious
dishonor	disgust	0.516	dezonore
stink	disgust	0.516	santi
grim	disgust	0.516	sombre
rob	disgust	0.516	vòlè
defraud	disgust	0.516	fwod
sump	disgust	0.516	pisan
cringe	disgust	0.516	kriye
vulture	disgust	0.516	vulture
deplorable	disgust	0.516	deplorab
mite	disgust	0.516	mite
eradication	disgust	0.516	eradikasyon
degrade	disgust	0.516	degrade
gutter	disgust	0.516	goutyè
convict	disgust	0.516	kondane
remains	disgust	0.516	rete
betray	disgust	0.516	trayi
daemon	disgust	0.516	demon
sham	disgust	0.509	tronpe
distasteful	disgust	0.508	degoutan
prisoner	disgust	0.508	prizonye
dreadfully	disgust	0.508	terib
worthless	disgust	0.508	san valè
crude	disgust	0.508	brit
delirium	disgust	0.508	delirium
incurable	disgust	0.508	incurable
smelling	disgust	0.508	pran sant
idiocy	disgust	0.508	moun sòt
resentment	disgust	0.508	resantiman
bombed	disgust	0.508	bonbade
blob	disgust	0.508	tach
cheat	disgust	0.508	tronpe
schizophrenia	disgust	0.508	eskizofreni
rejection	disgust	0.508	rejè
belittle	disgust	0.508	minimize
glut	disgust	0.508	boure
disaster	disgust	0.508	dezas
distress	disgust	0.508	detrès
pest	disgust	0.508	ensèk nuizib
endemic	disgust	0.508	andemik
theft	disgust	0.500	vòlè
banish	disgust	0.500	ban
mire	disgust	0.500	labou
flagrant	disgust	0.500	flagran
derision	disgust	0.500	rizib
dirt	disgust	0.500	pousyè tè
screaming	disgust	0.500	kriyan
offense	disgust	0.500	ofans
jealousy	disgust	0.500	jalouzi
bribery	disgust	0.500	koripsyon
polemic	disgust	0.500	polemik
blight	disgust	0.500	cheche
impeach	disgust	0.500	defi
bitterness	disgust	0.500	anmè
taboo	disgust	0.500	tabou
duress	disgust	0.500	kontrent
goblin	disgust	0.500	luten
shackle	disgust	0.500	chenn
idolatry	disgust	0.500	idolatri
greed	disgust	0.500	Evaris
impurity	disgust	0.500	enpurte
tirade	disgust	0.500	tirad
idiot	disgust	0.492	moun sòt
boil	disgust	0.492	bouyi
unconscionable	disgust	0.492	enkonsyan
disreputable	disgust	0.492	dezagreyab
robber	disgust	0.492	vòlè
malign	disgust	0.492	malign
wreck	disgust	0.492	epav
recession	disgust	0.492	resesyon
gorge	disgust	0.492	ravin
leer	disgust	0.492	leer
ill	disgust	0.492	malad
squirm	disgust	0.492	tòde
raging	disgust	0.484	anraje
servile	disgust	0.484	sèvil
mess	disgust	0.484	dezòd
nappy	disgust	0.484	kouchèt
possessed	disgust	0.484	posede
unbearable	disgust	0.484	ensipòtab
occult	disgust	0.484	occult
contraband	disgust	0.484	kontrebann
snarl	disgust	0.484	gronyen
mutiny	disgust	0.484	revòlt
mad	disgust	0.484	fache
affliction	disgust	0.484	afliksyon
stain	disgust	0.484	tach
animosity	disgust	0.484	animozite
contempt	disgust	0.484	mepri
tramp	disgust	0.484	vagabon
nepotism	disgust	0.484	nepotism
disrespectful	disgust	0.484	derespektan
defamation	disgust	0.484	difamasyon
inexcusable	disgust	0.484	inexcusable
aversation	disgust	0.484	advèsasyon
wasteful	disgust	0.484	gaspiyaj
offender	disgust	0.484	delenkan
subjugation	disgust	0.484	soumisyon
illegality	disgust	0.477	ilegalite
dismal	disgust	0.477	dezagreyab
criminal	disgust	0.477	kriminèl
unpleasant	disgust	0.477	dezagreyab
palsy	disgust	0.477	paralezi
antagonistic	disgust	0.477	antagonis
pathetic	disgust	0.477	pathetic
uncaring	disgust	0.477	san swen
suppression	disgust	0.477	repwesyon
immorality	disgust	0.477	imoralite
mockery	disgust	0.477	betiz
outrage	disgust	0.469	outraj
mocking	disgust	0.469	betiz
wallow	disgust	0.469	woule
cough	disgust	0.469	touse
arrogant	disgust	0.469	arogan
angry	disgust	0.469	fache
poverty	disgust	0.469	povrete
grating	disgust	0.469	griyaj
livid	disgust	0.469	livid
aggravation	disgust	0.469	agravasyon
repellent	disgust	0.469	repouse
perspiration	disgust	0.469	swè
banishment	disgust	0.469	depòte
furious	disgust	0.469	fache
shoddy	disgust	0.469	move
banshee	disgust	0.469	banshee
deceive	disgust	0.461	twonpe
fool	disgust	0.461	moun fou
quack	disgust	0.461	charlatan
distorted	disgust	0.461	defòme
spider	disgust	0.461	arenyen
unjustifiable	disgust	0.461	enjistifyab
deplore	disgust	0.461	deplore
spurious	disgust	0.461	espwè
perdition	disgust	0.461	perdisyon
muddy	disgust	0.461	labou
fraudulent	disgust	0.461	fwod
scar	disgust	0.461	mak
prick	disgust	0.461	pike
insulting	disgust	0.461	joure
plunder	disgust	0.461	piye
recklessness	disgust	0.461	ensousyan
stigma	disgust	0.453	stigma
disparage	disgust	0.453	denigre
unthinkable	disgust	0.453	enkwayab
disingenuous	disgust	0.453	malonèt
bane	disgust	0.453	malè
dishonest	disgust	0.453	malonèt
aphid	disgust	0.453	afid
elimination	disgust	0.453	eliminasyon
cur	disgust	0.453	kou
selfish	disgust	0.453	egoyis
eschew	disgust	0.453	evite
dire	disgust	0.453	tèt chaje
indignation	disgust	0.453	endiyasyon
antipathy	disgust	0.453	antipati
alienate	disgust	0.453	alyene
mosquito	disgust	0.445	moustik
piles	disgust	0.445	pil
pious	disgust	0.445	relijyeu
lie	disgust	0.445	bay manti
opium	disgust	0.445	opyòm
smell	disgust	0.445	pran sant
iniquity	disgust	0.445	inikite
caries	disgust	0.445	kari
despair	disgust	0.445	dezespwa
recalcitrant	disgust	0.445	rekalsitran
egotistical	disgust	0.445	egoistik
wasted	disgust	0.445	gaspiye
vacuous	disgust	0.445	vid
bankruptcy	disgust	0.445	fayit
garish	disgust	0.445	griyan
obnoxious	disgust	0.438	dezagreyab
ashamed	disgust	0.438	wont
abject	disgust	0.438	abject
sticky	disgust	0.438	kolan
scream	disgust	0.438	rèl
hopelessness	disgust	0.438	dezespwa
homeless	disgust	0.438	san kay
shun	disgust	0.438	evite
inmate	disgust	0.438	prizonye
alien	disgust	0.438	etranje
hog	disgust	0.438	kochon
aversion	disgust	0.438	degoutans
abnormal	disgust	0.438	nòmal
cursing	disgust	0.430	madichon
undesirable	disgust	0.430	endezirab
denounce	disgust	0.430	denonse
witch	disgust	0.430	sòsyè
creature	disgust	0.430	bèt
lusty	disgust	0.430	lusty
illegal	disgust	0.430	ilegal
debris	disgust	0.430	debri
callous	disgust	0.430	entansif
reflux	disgust	0.430	rflu
adverse	disgust	0.430	negatif
shameless	disgust	0.430	san wont
separatist	disgust	0.430	separatis
trickery	disgust	0.430	riz
falsity	disgust	0.430	fo
pall	disgust	0.430	pal
defiance	disgust	0.430	defi
incredulous	disgust	0.430	enkwayan
curse	disgust	0.430	madichon
pompous	disgust	0.422	ponpye
socialist	disgust	0.422	sosyalis
mistrust	disgust	0.422	mefyans
infantile	disgust	0.422	timoun
wasting	disgust	0.422	gaspiye
hairy	disgust	0.422	pwal sou tout kò
nicotine	disgust	0.422	nikotin
denunciation	disgust	0.422	denonsyasyon
collapse	disgust	0.422	tonbe
untidy	disgust	0.422	dezord
ferocious	disgust	0.422	feròs
ammonia	disgust	0.422	amonyak
carelessness	disgust	0.422	neglijans
impure	disgust	0.422	enpur
contentious	disgust	0.422	kontwovèsyal
bum	disgust	0.422	bom
affront	disgust	0.422	afwont
offend	disgust	0.422	ofanse
tarnish	disgust	0.422	sal
idiotic	disgust	0.422	moun sòt
badness	disgust	0.422	mechanste
delinquent	disgust	0.422	delenkan
swarm	disgust	0.422	swarm
hypertrophy	disgust	0.422	ipètrofi
gush	disgust	0.422	jarèt
tasteless	disgust	0.422	san gou
bovine	disgust	0.422	bovine
slush	disgust	0.422	labous
litigious	disgust	0.414	litijye
dishonesty	disgust	0.414	malonèt
vegetative	disgust	0.414	vejetatif
unfavorable	disgust	0.414	favorab
displacency	disgust	0.414	deplasman
illegitimate	disgust	0.414	ilejitim
sour	disgust	0.414	tounen
socialism	disgust	0.414	sosyalis
disobey	disgust	0.414	dezobeyi
drivel	disgust	0.414	kondui
vampire	disgust	0.414	vanpir
neglected	disgust	0.414	neglije
murky	disgust	0.414	twoub
ignorant	disgust	0.406	inyoran
disgruntled	disgust	0.406	mekontantman
discontinuity	disgust	0.406	diskontinuite
dislike	disgust	0.406	pa renmen
unlawful	disgust	0.406	ilegal
wrongdoing	disgust	0.406	move aksyon
shoplifting	disgust	0.406	vòl nan boutik
recidivism	disgust	0.406	recidivis
outcast	disgust	0.406	dezole
bogus	disgust	0.406	fos
displeasure	disgust	0.406	mekontantman
repel	disgust	0.406	repouse
falsify	disgust	0.406	fo
ungrateful	disgust	0.406	engra
unkind	disgust	0.406	mechan
phony	disgust	0.406	fo
prosecution	disgust	0.406	lajistis
woe	disgust	0.398	malè
averse	disgust	0.398	advèrsèr
loon	disgust	0.398	loon
worsening	disgust	0.398	vin pi grav
paucity	disgust	0.398	povrete
unnatural	disgust	0.398	anòmal
amphetamines	disgust	0.398	anfetamin
senseless	disgust	0.398	san sans
rigor	disgust	0.398	rigueur
subvert	disgust	0.398	subverti
failure	disgust	0.398	echèk
lick	disgust	0.398	niche
unruly	disgust	0.398	dezobeyisan
woefully	disgust	0.398	lapenn
stingy	disgust	0.398	chich
crushing	disgust	0.398	kraze
disdain	disgust	0.398	deden
insult	disgust	0.393	joure
averseness	disgust	0.391	advèsite
disrelish	disgust	0.391	dezagreman
punished	disgust	0.391	pini
critter	disgust	0.391	bèt
damage	disgust	0.391	domaj
scorpion	disgust	0.391	eskòpyon
diatribe	disgust	0.391	dyatrib
muff	disgust	0.391	manchèt
farcical	disgust	0.391	rize
antisocial	disgust	0.391	antisosyal
hardened	disgust	0.391	fè tèt di toujou
punishment	disgust	0.391	pinisyon
bad	disgust	0.391	move
expel	disgust	0.391	mete deyò
surly	disgust	0.383	mawon
lament	disgust	0.383	plenn
illiterate	disgust	0.383	analfabèt
divorce	disgust	0.383	divòs
teeming	disgust	0.383	batan
plagiarism	disgust	0.383	plagiat
eviction	disgust	0.383	degèpisman
orc	disgust	0.383	ork
disappoint	disgust	0.383	desevwa
shabby	disgust	0.383	ranyon
presumptuous	disgust	0.383	presumptuous
anaconda	disgust	0.383	anakonda
discord	disgust	0.383	dezakò
guilt	disgust	0.383	koupab
fugitive	disgust	0.383	sove
irrational	disgust	0.383	irasyonèl
adder	disgust	0.383	vipère
fulsome	disgust	0.383	plen
sacrifices	disgust	0.383	sakrifis
hypocritical	disgust	0.383	ipokrit
shock	disgust	0.375	chòk
alienation	disgust	0.375	izolman
scoff	disgust	0.375	betiz
plight	disgust	0.375	sitiyasyon
irritation	disgust	0.375	iritasyon
unworthy	disgust	0.375	endiy
misconduct	disgust	0.375	move konduit
defective	disgust	0.375	defo
blame	disgust	0.375	blame
depressing	disgust	0.375	depresyon
dislocated	disgust	0.375	deplase
irritating	disgust	0.375	enèvan
vainly	disgust	0.367	anven
toad	disgust	0.367	krapo
powerless	disgust	0.367	san pouvwa
coerce	disgust	0.367	fòse
shuddering	disgust	0.367	tranble
stripped	disgust	0.367	dezabiye
revoke	disgust	0.367	revoke
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	malsen
exclusion	disgust	0.367	esklizyon
disillusionment	disgust	0.367	desepsyon
blatant	disgust	0.367	flagran
hurtful	disgust	0.367	fè mal
hoax	disgust	0.367	fo
wimp	disgust	0.367	wimp
cad	disgust	0.367	kad
pitfall	disgust	0.367	pyèj
squelch	disgust	0.367	squelch
deserted	disgust	0.359	dezète
damn	disgust	0.359	modi
incompatible	disgust	0.359	enkonpatib
dispose	disgust	0.359	jete
oddity	disgust	0.359	etranj
rebellion	disgust	0.359	rebelyon
ineptitude	disgust	0.359	ineptitude
bug	disgust	0.359	pinèz
disobedience	disgust	0.359	dezobeyisans
inept	disgust	0.352	inepte
litigate	disgust	0.352	litige
dismissal	disgust	0.352	ranvwa
cutting	disgust	0.352	koupe
untoward	disgust	0.352	dezagreyab
displeased	disgust	0.352	pa kontan
censor	disgust	0.352	sansi
ridiculous	disgust	0.352	ridikil
compost	disgust	0.352	konpòs
frustrate	disgust	0.352	fristre
misbehavior	disgust	0.352	move konpòtman
lawyer	disgust	0.352	avoka
crushed	disgust	0.352	kraze
flesh	disgust	0.352	vyann
uncertain	disgust	0.352	ensèten
obi	disgust	0.352	obi
flinch	disgust	0.352	tranble
fierce	disgust	0.352	feròs
wrongful	disgust	0.352	mal
depreciate	disgust	0.344	depresyasyon
disapprove	disgust	0.344	dezapwouve
tearful	disgust	0.344	kriye
grumble	disgust	0.336	bougonnen
unsettled	disgust	0.336	deranje
annoy	disgust	0.336	anbete
exigent	disgust	0.336	egzijan
heartsick	disgust	0.336	kè malad
lawsuit	disgust	0.336	pwosè
discoloration	disgust	0.336	dekolorasyon
lumpy	disgust	0.336	boul
daft	disgust	0.336	daft
blunder	disgust	0.336	malè
discontent	disgust	0.336	mekontantman
bickering	disgust	0.336	diskisyon
thoughtless	disgust	0.336	san reflechi
disliked	disgust	0.336	pa renmen
disinclination	disgust	0.336	enklinasyon
distrust	disgust	0.336	defye
disallowed	disgust	0.336	anile
instability	disgust	0.328	enstabilite
hydrophobia	disgust	0.328	idrofobi
whine	disgust	0.328	plenyen
inhibit	disgust	0.328	anpeche
excluded	disgust	0.328	eskli
provoking	disgust	0.328	pwovoke
grievance	disgust	0.328	plent
unmanageable	disgust	0.328	enkapab
sly	disgust	0.328	sounwa
exasperation	disgust	0.328	egzasperasyon
cacophony	disgust	0.328	kakofoni
unsatisfactory	disgust	0.328	pa satisfezan
disappointed	disgust	0.328	desi
materialist	disgust	0.328	materyalis
misleading	disgust	0.321	twonpe
mishap	disgust	0.320	malè
soot	disgust	0.320	swi
humbug	disgust	0.320	enbesil
disclaim	disgust	0.320	renonse
annoyance	disgust	0.320	anmèdman
disapproving	disgust	0.320	dezapwouve
disservice	disgust	0.320	move sèvis
reproach	disgust	0.320	repwoche
confined	disgust	0.320	fèmen
unequal	disgust	0.320	inegal
rags	disgust	0.320	ranyon
groan	disgust	0.320	plenn
soil	disgust	0.312	tè
inappropriate	disgust	0.312	pa apwopriye
criticize	disgust	0.312	kritike
disincline	disgust	0.312	dezagreman
theism	disgust	0.312	teyis
depreciated	disgust	0.312	depresyasyon
inconsiderate	disgust	0.312	enkonsidere
overpriced	disgust	0.312	chè
stomach	disgust	0.312	lestomak
burke	disgust	0.312	burke
sneeze	disgust	0.312	etènye
gall	disgust	0.305	fyèl
bang	disgust	0.305	bang
inadmissible	disgust	0.305	inadmisib
unfriendly	disgust	0.305	pa zanmitay
unaccountable	disgust	0.305	san kont
disparity	disgust	0.305	disparite
latent	disgust	0.305	inaktif
disliking	disgust	0.305	pa renmen
shack	disgust	0.305	ti kay
grumpy	disgust	0.305	mosad
coop	disgust	0.304	poulaye
disappointment	disgust	0.297	desepsyon
scold	disgust	0.297	reprimande
delay	disgust	0.297	reta
congress	disgust	0.297	kongrè
growling	disgust	0.297	gwonde
backwards	disgust	0.297	bak
soreness	disgust	0.297	fè mal
disregarded	disgust	0.297	inyore
rogue	disgust	0.297	koken
lonely	disgust	0.297	poukont
notoriety	disgust	0.289	notoryete
catechism	disgust	0.289	katechism
flop	disgust	0.289	flop
infamous	disgust	0.289	trist
janitor	disgust	0.289	gardyen
nettle	disgust	0.289	orti
saturated	disgust	0.281	satire
prohibited	disgust	0.281	entèdi
gaby	disgust	0.281	gaby
wince	disgust	0.281	grimade
desist	disgust	0.281	desiste
unfair	disgust	0.281	enjis
aftermath	disgust	0.281	konsekans
remiss	disgust	0.281	neglijans
tribunal	disgust	0.273	tribinal
discolored	disgust	0.273	dekolore
wrangling	disgust	0.273	diskisyon
uneasy	disgust	0.273	alèz
huff	disgust	0.273	huff
weird	disgust	0.266	etranj
impolite	disgust	0.266	malpolite
swig	disgust	0.266	siw
crawl	disgust	0.266	rale
unsatisfied	disgust	0.266	pa satisfè
inefficiency	disgust	0.266	inefikasite
frantic	disgust	0.266	éfréné
bureaucrat	disgust	0.266	biwokrat
politic	disgust	0.266	politik
coldness	disgust	0.266	frèt
gruff	disgust	0.258	boug
octopus	disgust	0.258	poulp
chagrin	disgust	0.258	chagren
barrow	disgust	0.258	barrow
copycat	disgust	0.258	kopi
incase	disgust	0.258	incase
rascal	disgust	0.258	koken
sarcasm	disgust	0.258	sarkasm
instinctive	disgust	0.258	enstenktif
misconception	disgust	0.250	miskonsepsyon
disinclined	disgust	0.250	dezagreman
john	disgust	0.250	Jan
hulk	disgust	0.250	montay
baboon	disgust	0.250	babouin
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	ventouse
lose	disgust	0.250	pèdi
rook	disgust	0.242	wok
entangled	disgust	0.242	mele
gratuitous	disgust	0.242	gratis
scrub	disgust	0.242	fwote
opponent	disgust	0.242	advèsè
tariff	disgust	0.242	tarif yo
questionable	disgust	0.234	dout
prolong	disgust	0.234	prolonje
reluctance	disgust	0.234	repiyans
lagging	disgust	0.234	lagging
misstatement	disgust	0.234	enfòmasyon
resign	disgust	0.234	demisyone
unlucky	disgust	0.234	malheureux
backwardness	disgust	0.234	bak
ineffectual	disgust	0.227	inefikas
disqualified	disgust	0.227	diskalifye
subsidy	disgust	0.227	sibvansyon
reversal	disgust	0.227	ranvèse
default	disgust	0.227	default
fussy	disgust	0.227	rechiya
unpopular	disgust	0.227	enpopilè
petroleum	disgust	0.219	petwòl
intense	disgust	0.219	entans
evade	disgust	0.219	evade
frowning	disgust	0.219	fwonte
weight	disgust	0.219	pwa
dame	disgust	0.219	dame
donkey	disgust	0.211	bourik
actionable	disgust	0.211	aksyonab
tawny	disgust	0.211	tawny
unhappy	disgust	0.211	kontan
dandy	disgust	0.203	dandy
birch	disgust	0.203	Birch
speck	disgust	0.203	tach
hood	disgust	0.203	kapot
owing	disgust	0.203	dwe
desert	disgust	0.203	dezè
indifference	disgust	0.203	endiferans
awkwardness	disgust	0.203	malèz
rave	disgust	0.203	rave
gnome	disgust	0.203	fòlklorik lan
inconvenient	disgust	0.203	enkonvenyan
howl	disgust	0.195	kriye
dabbling	disgust	0.195	divilge
morals	disgust	0.195	moralite
misguided	disgust	0.195	egare
airs	disgust	0.195	lè
gelatin	disgust	0.195	jelatin
fleece	disgust	0.195	polaire
monochrome	disgust	0.195	kamayeu
lush	disgust	0.188	Fertile
celebrity	disgust	0.188	selebrite
avoid	disgust	0.188	evite
gent	disgust	0.188	mesye
stalemate	disgust	0.188	enpas
lesser	disgust	0.188	pi piti
sunk	disgust	0.180	koule
nose	disgust	0.180	nen
laughable	disgust	0.180	rizib
claimant	disgust	0.180	moun ki fè reklamasyon
possession	disgust	0.180	posesyon
larger	disgust	0.164	pi gwo
pregnancy	disgust	0.164	gwosès
thrift	disgust	0.164	économie
undoubted	disgust	0.164	san dout
mouthful	disgust	0.164	bouche
hoot	disgust	0.164	kriye
sentence	disgust	0.156	fraz
misplace	disgust	0.156	mal plase
clamor	disgust	0.156	clameur
