English Word	Emotion	Emotion-Intensity-Score	Urdu Word
cheat	disgust	0.508	دھوکہ
schizophrenia	disgust	0.508	شقاق دماغی
rejection	disgust	0.508	مسترد
belittle	disgust	0.508	چھوٹا
glut	disgust	0.508	گلوٹ
disaster	disgust	0.508	مصیبت
distress	disgust	0.508	تکلیف
pest	disgust	0.508	کیڑے
endemic	disgust	0.508	مقامی
theft	disgust	0.500	چوری
banish	disgust	0.500	نکال دینا
mire	disgust	0.500	کیچڑ
flagrant	disgust	0.500	صریح
derision	disgust	0.500	طنز
dirt	disgust	0.500	گندگی
screaming	disgust	0.500	چیخنا
offense	disgust	0.500	جرم
jealousy	disgust	0.500	حسد
bribery	disgust	0.500	رشوت
polemic	disgust	0.500	بحث
blight	disgust	0.500	بلائیٹ
impeach	disgust	0.500	مواخذہ
bitterness	disgust	0.500	تلخی
taboo	disgust	0.500	ممنوع
duress	disgust	0.500	جبر
goblin	disgust	0.500	گوبلن
shackle	disgust	0.500	بیڑی
idolatry	disgust	0.500	بت پرستی
greed	disgust	0.500	لالچ
impurity	disgust	0.500	نجاست
tirade	disgust	0.500	ٹائریڈ
idiot	disgust	0.492	بیوقوف
boil	disgust	0.492	ابال
unconscionable	disgust	0.492	بے حس
disreputable	disgust	0.492	نامناسب
robber	disgust	0.492	ڈاکو
malign	disgust	0.492	بدنام کرنا
wreck	disgust	0.492	ملبہ
recession	disgust	0.492	کساد بازاری
gorge	disgust	0.492	گھاٹی
leer	disgust	0.492	لیر
ill	disgust	0.492	بیمار
squirm	disgust	0.492	چیخ
raging	disgust	0.484	مشتعل
servile	disgust	0.484	خدمتگار
mess	disgust	0.484	گندگی
nappy	disgust	0.484	نیپی
possessed	disgust	0.484	قبضے میں
unbearable	disgust	0.484	ناقابل برداشت
occult	disgust	0.484	جادو
contraband	disgust	0.484	ممنوعہ
snarl	disgust	0.484	snarl
mutiny	disgust	0.484	بغاوت
mad	disgust	0.484	پاگل
affliction	disgust	0.484	مصیبت
stain	disgust	0.484	داغ
animosity	disgust	0.484	دشمنی
contempt	disgust	0.484	توہین
tramp	disgust	0.484	آوارا
nepotism	disgust	0.484	اقربا پروری
disrespectful	disgust	0.484	بے عزتی
defamation	disgust	0.484	بدنامی
inexcusable	disgust	0.484	ناقابل معافی
aversation	disgust	0.484	نفرت
wasteful	disgust	0.484	فضول
offender	disgust	0.484	مجرم
subjugation	disgust	0.484	محکومیت
illegality	disgust	0.477	غیر قانونی
dismal	disgust	0.477	مایوس کن
criminal	disgust	0.477	مجرمانہ
unpleasant	disgust	0.477	ناخوشگوار
palsy	disgust	0.477	فالج
antagonistic	disgust	0.477	مخالف
pathetic	disgust	0.477	دلکش
uncaring	disgust	0.477	بے پرواہ
suppression	disgust	0.477	دبانا
immorality	disgust	0.477	بے حیائی
mockery	disgust	0.477	طنز
outrage	disgust	0.469	غصہ
mocking	disgust	0.469	طنز
wallow	disgust	0.469	دیوار
cough	disgust	0.469	کھانسی
arrogant	disgust	0.469	مغرور
angry	disgust	0.469	ناراض
poverty	disgust	0.469	غربت
grating	disgust	0.469	جھنڈی
livid	disgust	0.469	بے چین
aggravation	disgust	0.469	اضطراب
repellent	disgust	0.469	اخترشک
perspiration	disgust	0.469	پسینہ
banishment	disgust	0.469	جلاوطنی
furious	disgust	0.469	غصہ
shoddy	disgust	0.469	ناقص
banshee	disgust	0.469	بنشی
deceive	disgust	0.461	دھوکہ دینا
fool	disgust	0.461	بیوقوف
quack	disgust	0.461	کویک
distorted	disgust	0.461	مسخ شدہ
spider	disgust	0.461	مکڑی
unjustifiable	disgust	0.461	ناقابل جواز
deplore	disgust	0.461	افسوس کرنا
spurious	disgust	0.461	جعلی
perdition	disgust	0.461	تباہی
muddy	disgust	0.461	کیچڑ
fraudulent	disgust	0.461	دھوکہ دہی
scar	disgust	0.461	داغ
prick	disgust	0.461	چبھنا
insulting	disgust	0.461	توہین آمیز
plunder	disgust	0.461	لوٹ مار
recklessness	disgust	0.461	لاپرواہی
stigma	disgust	0.453	کلنک
disparage	disgust	0.453	بے عزتی
unthinkable	disgust	0.453	ناقابل تصور
disingenuous	disgust	0.453	بے بنیاد
bane	disgust	0.453	نقصان
dishonest	disgust	0.453	بے ایمان
aphid	disgust	0.453	افیڈ
elimination	disgust	0.453	خاتمہ
cur	disgust	0.453	cur
selfish	disgust	0.453	خود غرض
eschew	disgust	0.453	بچنا
dire	disgust	0.453	سنگین
indignation	disgust	0.453	غصہ
antipathy	disgust	0.453	دشمنی
alienate	disgust	0.453	اجنبی
mosquito	disgust	0.445	مچھر
piles	disgust	0.445	ڈھیر
pious	disgust	0.445	متقی
lie	disgust	0.445	جھوٹ
opium	disgust	0.445	افیون
smell	disgust	0.445	بو
iniquity	disgust	0.445	ظلم
caries	disgust	0.445	کیریز
despair	disgust	0.445	مایوسی
recalcitrant	disgust	0.445	متزلزل
egotistical	disgust	0.445	مغرور
wasted	disgust	0.445	برباد
vacuous	disgust	0.445	خالی
bankruptcy	disgust	0.445	دیوالیہ پن
garish	disgust	0.445	دلکش
obnoxious	disgust	0.438	ناگوار
ashamed	disgust	0.438	شرمندہ
abject	disgust	0.438	حقیر
sticky	disgust	0.438	چپچپا
scream	disgust	0.438	چیخ
hopelessness	disgust	0.438	ناامیدی
homeless	disgust	0.438	بے گھر
shun	disgust	0.438	جھگڑا
inmate	disgust	0.438	قیدی
alien	disgust	0.438	اجنبی
hog	disgust	0.438	ہاگ
aversion	disgust	0.438	نفرت
abnormal	disgust	0.438	غیر معمولی
cursing	disgust	0.430	لعنت بھیجنا
undesirable	disgust	0.430	ناپسندیدہ
denounce	disgust	0.430	مذمت
witch	disgust	0.430	ڈائن
creature	disgust	0.430	مخلوق
lusty	disgust	0.430	ہوس
illegal	disgust	0.430	غیر قانونی
debris	disgust	0.430	ملبہ
callous	disgust	0.430	سخت
reflux	disgust	0.430	ریفلکس
adverse	disgust	0.430	منفی
shameless	disgust	0.430	بے شرم
separatist	disgust	0.430	علیحدگی پسند
trickery	disgust	0.430	فریب کاری
falsity	disgust	0.430	جھوٹ
pall	disgust	0.430	pall
defiance	disgust	0.430	خلاف ورزی
incredulous	disgust	0.430	ناقابل یقین
curse	disgust	0.430	لعنت
pompous	disgust	0.422	شاندار
socialist	disgust	0.422	سوشلسٹ
mistrust	disgust	0.422	عدم اعتماد
infantile	disgust	0.422	شیرخوار
wasting	disgust	0.422	برباد
hairy	disgust	0.422	بالوں والے
nicotine	disgust	0.422	نیکوٹین
denunciation	disgust	0.422	مذمت
collapse	disgust	0.422	گرنے
untidy	disgust	0.422	گندا
ferocious	disgust	0.422	زبردست
ammonia	disgust	0.422	امونیا
carelessness	disgust	0.422	لاپرواہی
impure	disgust	0.422	ناپاک
contentious	disgust	0.422	متنازعہ
bum	disgust	0.422	جاہل
affront	disgust	0.422	توہین
offend	disgust	0.422	توہین
tarnish	disgust	0.422	داغدار
idiotic	disgust	0.422	بیوقوف
badness	disgust	0.422	برائی
delinquent	disgust	0.422	مجرم
swarm	disgust	0.422	بھیڑ
hypertrophy	disgust	0.422	ہائپر ٹرافی
gush	disgust	0.422	گش
tasteless	disgust	0.422	بے ذائقہ
bovine	disgust	0.422	بوائین
slush	disgust	0.422	کیچڑ
litigious	disgust	0.414	قانونی
dishonesty	disgust	0.414	بے ایمانی
vegetative	disgust	0.414	نباتاتی
unfavorable	disgust	0.414	ناگوار
displacency	disgust	0.414	بے گھری
illegitimate	disgust	0.414	ناجائز
sour	disgust	0.414	کھٹے
socialism	disgust	0.414	سوشلزم
disobey	disgust	0.414	نافرمانی
drivel	disgust	0.414	ڈرائیو
vampire	disgust	0.414	ویمپائر
neglected	disgust	0.414	نظر انداز
murky	disgust	0.414	گندا
ignorant	disgust	0.406	جاہل
disgruntled	disgust	0.406	ناراض
discontinuity	disgust	0.406	وقفہ
dislike	disgust	0.406	ناپسندیدگی
unlawful	disgust	0.406	غیر قانونی
wrongdoing	disgust	0.406	غلط کام
shoplifting	disgust	0.406	شاپ لفٹنگ
recidivism	disgust	0.406	recidivism
outcast	disgust	0.406	جلاوطن
bogus	disgust	0.406	جعلی
displeasure	disgust	0.406	ناراضگی
repel	disgust	0.406	پیچھے ہٹانا
falsify	disgust	0.406	جھوٹ بولنا
ungrateful	disgust	0.406	ناشکرا
unkind	disgust	0.406	بے رحم
phony	disgust	0.406	جعلی
prosecution	disgust	0.406	استغاثہ
woe	disgust	0.398	افسوس
averse	disgust	0.398	مخالف
loon	disgust	0.398	لون
worsening	disgust	0.398	بگڑ رہا ہے
paucity	disgust	0.398	کمی
unnatural	disgust	0.398	غیر فطری
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	بے حس
rigor	disgust	0.398	سختی
subvert	disgust	0.398	الٹنا
failure	disgust	0.398	ناکامی
lick	disgust	0.398	چاٹ
unruly	disgust	0.398	بے قاعدہ
woefully	disgust	0.398	افسوس سے
stingy	disgust	0.398	کنجوس
crushing	disgust	0.398	کچلنا
disdain	disgust	0.398	حقارت
insult	disgust	0.393	توہین
averseness	disgust	0.391	نفرت
disrelish	disgust	0.391	ناپسندیدہ
punished	disgust	0.391	سزا دی
critter	disgust	0.391	critter
damage	disgust	0.391	نقصان
scorpion	disgust	0.391	بچھو
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	مف
farcical	disgust	0.391	طنزیہ
antisocial	disgust	0.391	غیر سماجی
hardened	disgust	0.391	سخت
punishment	disgust	0.391	سزا
bad	disgust	0.391	برا
expel	disgust	0.391	بے دخل
surly	disgust	0.383	سریلی
lament	disgust	0.383	نوحہ
illiterate	disgust	0.383	نا خواندگی
divorce	disgust	0.383	طلاق
teeming	disgust	0.383	بھیڑ
plagiarism	disgust	0.383	ادبی چوری
eviction	disgust	0.383	بے دخلی
orc	disgust	0.383	orc
disappoint	disgust	0.383	مایوس
shabby	disgust	0.383	خستہ حال
presumptuous	disgust	0.383	گستاخ
anaconda	disgust	0.383	ایناکونڈا
discord	disgust	0.383	اختلاف
guilt	disgust	0.383	جرم
fugitive	disgust	0.383	مفرور
irrational	disgust	0.383	غیر معقول
adder	disgust	0.383	جوڑنے والا
fulsome	disgust	0.383	بھرپور
sacrifices	disgust	0.383	قربانیاں
hypocritical	disgust	0.383	منافقانہ
shock	disgust	0.375	جھٹکا
alienation	disgust	0.375	بیگانگی
scoff	disgust	0.375	طنز
plight	disgust	0.375	حالت زار
irritation	disgust	0.375	جلن
unworthy	disgust	0.375	نااہل
misconduct	disgust	0.375	بدتمیزی
defective	disgust	0.375	عیب دار
blame	disgust	0.375	الزام
depressing	disgust	0.375	افسردہ کرنے والا
dislocated	disgust	0.375	منتشر
irritating	disgust	0.375	پریشان کن
vainly	disgust	0.367	بیکار
toad	disgust	0.367	میںڑک
powerless	disgust	0.367	بے اختیار
coerce	disgust	0.367	زبردستی
shuddering	disgust	0.367	لرزنے والا
stripped	disgust	0.367	چھین لیا
revoke	disgust	0.367	منسوخ
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	غیر صحت مند
exclusion	disgust	0.367	اخراج
disillusionment	disgust	0.367	مایوسی
blatant	disgust	0.367	صریح
hurtful	disgust	0.367	تکلیف دہ
hoax	disgust	0.367	چکما
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	نقصان
squelch	disgust	0.367	squelch
deserted	disgust	0.359	ویران
damn	disgust	0.359	لعنت
incompatible	disgust	0.359	غیر مطابقت پذیر
dispose	disgust	0.359	تصرف
oddity	disgust	0.359	عجیب
rebellion	disgust	0.359	بغاوت
ineptitude	disgust	0.359	نااہلی
bug	disgust	0.359	بگ
disobedience	disgust	0.359	نافرمانی
inept	disgust	0.352	نااہل
litigate	disgust	0.352	قانونی چارہ جوئی
dismissal	disgust	0.352	برطرفی
cutting	disgust	0.352	کاٹنے
untoward	disgust	0.352	ناخوشگوار
displeased	disgust	0.352	ناخوش
censor	disgust	0.352	سنسر
ridiculous	disgust	0.352	مضحکہ خیز
compost	disgust	0.352	ھاد
frustrate	disgust	0.352	مایوس
misbehavior	disgust	0.352	بد سلوکی
lawyer	disgust	0.352	وکیل
crushed	disgust	0.352	کچل دیا
flesh	disgust	0.352	گوشت
uncertain	disgust	0.352	غیر یقینی
obi	disgust	0.352	obi
flinch	disgust	0.352	جھڑکنا
fierce	disgust	0.352	شدید
wrongful	disgust	0.352	غلط
depreciate	disgust	0.344	قدر کم کرنا
disapprove	disgust	0.344	نامنظور
tearful	disgust	0.344	آنسو بھرے
grumble	disgust	0.336	بنبنانا
unsettled	disgust	0.336	غیر آباد
annoy	disgust	0.336	ناراض
exigent	disgust	0.336	ضرورت مند
heartsick	disgust	0.336	دل بیمار
lawsuit	disgust	0.336	مقدمہ
discoloration	disgust	0.336	رنگت
lumpy	disgust	0.336	گانٹھ
daft	disgust	0.336	ڈھیٹ
blunder	disgust	0.336	غلطی
discontent	disgust	0.336	عدم اطمینان
bickering	disgust	0.336	جھگڑا
thoughtless	disgust	0.336	بے خیال
disliked	disgust	0.336	ناپسندیدہ
disinclination	disgust	0.336	جھکاؤ
distrust	disgust	0.336	عدم اعتماد
disallowed	disgust	0.336	نامنظور
instability	disgust	0.328	عدم استحکام
hydrophobia	disgust	0.328	ہائیڈروفوبیا
whine	disgust	0.328	چیخنا
inhibit	disgust	0.328	روکنا
excluded	disgust	0.328	خارج کر دیا گیا
provoking	disgust	0.328	اشتعال انگیز
grievance	disgust	0.328	شکایت
unmanageable	disgust	0.328	بے قابو
sly	disgust	0.328	چالاک
exasperation	disgust	0.328	غصہ
cacophony	disgust	0.328	کیکوفونی
unsatisfactory	disgust	0.328	غیر اطمینان بخش
disappointed	disgust	0.328	مایوس
materialist	disgust	0.328	مادیت پسند
misleading	disgust	0.321	گمراہ کن
mishap	disgust	0.320	حادثہ
soot	disgust	0.320	کاجل
humbug	disgust	0.320	ہمبگ
disclaim	disgust	0.320	دستبرداری
annoyance	disgust	0.320	جھنجھلاہٹ
disapproving	disgust	0.320	نامنظور
disservice	disgust	0.320	خدمت
reproach	disgust	0.320	ملامت
confined	disgust	0.320	محدود
unequal	disgust	0.320	غیر مساوی
rags	disgust	0.320	چیتھڑے
groan	disgust	0.320	کراہنا
soil	disgust	0.312	مٹی
inappropriate	disgust	0.312	نامناسب
criticize	disgust	0.312	تنقید
disincline	disgust	0.312	منقطع
theism	disgust	0.312	تھیزم
depreciated	disgust	0.312	فرسودہ
inconsiderate	disgust	0.312	لاپرواہ
overpriced	disgust	0.312	زیادہ قیمت
stomach	disgust	0.312	معدہ
burke	disgust	0.312	برک
sneeze	disgust	0.312	چھینک
gall	disgust	0.305	پت
bang	disgust	0.305	دھماکے
inadmissible	disgust	0.305	ناقابل قبول
unfriendly	disgust	0.305	غیر دوستانہ
unaccountable	disgust	0.305	بے حساب
disparity	disgust	0.305	تفاوت
latent	disgust	0.305	اویکت
disliking	disgust	0.305	ناپسندیدہ
shack	disgust	0.305	جھونپڑی
grumpy	disgust	0.305	بدمزاج
coop	disgust	0.304	coop
disappointment	disgust	0.297	مایوسی
scold	disgust	0.297	ڈانٹنا
delay	disgust	0.297	تاخیر
congress	disgust	0.297	کانگریس
growling	disgust	0.297	گرجتا ہوا
backwards	disgust	0.297	پیچھے کی طرف
soreness	disgust	0.297	درد
disregarded	disgust	0.297	نظر انداز
rogue	disgust	0.297	بدمعاش
lonely	disgust	0.297	تنہا
notoriety	disgust	0.289	بدنامی
catechism	disgust	0.289	catechism
flop	disgust	0.289	فلاپ
infamous	disgust	0.289	بدنام
janitor	disgust	0.289	چوکیدار
nettle	disgust	0.289	نٹل
saturated	disgust	0.281	سیر شدہ
prohibited	disgust	0.281	ممنوع
gaby	disgust	0.281	گیبی
wince	disgust	0.281	wince
desist	disgust	0.281	باز آنا
unfair	disgust	0.281	غیر منصفانہ
aftermath	disgust	0.281	نتیجہ
remiss	disgust	0.281	یاد
tribunal	disgust	0.273	ٹریبونل
discolored	disgust	0.273	بے رنگ
wrangling	disgust	0.273	جھگڑا
uneasy	disgust	0.273	بے چین
huff	disgust	0.273	ہف
weird	disgust	0.266	عجیب
impolite	disgust	0.266	بے ادب
swig	disgust	0.266	جھولنا
crawl	disgust	0.266	رینگنا
unsatisfied	disgust	0.266	غیر مطمئن
inefficiency	disgust	0.266	نااہلی
frantic	disgust	0.266	جنونی
bureaucrat	disgust	0.266	بیوروکریٹ
politic	disgust	0.266	سیاسی
coldness	disgust	0.266	سردی
gruff	disgust	0.258	گرفت
octopus	disgust	0.258	آکٹوپس
chagrin	disgust	0.258	پریشان
barrow	disgust	0.258	بیرو
copycat	disgust	0.258	کاپی کیٹ
incase	disgust	0.258	کیس میں
rascal	disgust	0.258	بدمعاش
sarcasm	disgust	0.258	طنز
instinctive	disgust	0.258	فطری
misconception	disgust	0.250	غلط فہمی
disinclined	disgust	0.250	مائل
john	disgust	0.250	جان
hulk	disgust	0.250	ہلک
baboon	disgust	0.250	بابون
shanghai	disgust	0.250	شنگھائی
cupping	disgust	0.250	سنگی
lose	disgust	0.250	کھو جانا
rook	disgust	0.242	جھاڑی
entangled	disgust	0.242	الجھا ہوا
gratuitous	disgust	0.242	مفت
scrub	disgust	0.242	جھاڑو
opponent	disgust	0.242	مخالف
tariff	disgust	0.242	ٹیرف
questionable	disgust	0.234	قابل اعتراض
prolong	disgust	0.234	طول دینا
reluctance	disgust	0.234	ہچکچاہٹ
lagging	disgust	0.234	پیچھے رہنا
misstatement	disgust	0.234	غلط بیانی
resign	disgust	0.234	استعفیٰ
unlucky	disgust	0.234	بدقسمت
backwardness	disgust	0.234	پسماندگی
ineffectual	disgust	0.227	غیر موثر
disqualified	disgust	0.227	نااہل
subsidy	disgust	0.227	سبسڈی
reversal	disgust	0.227	الٹ
default	disgust	0.227	پہلے سے طے شدہ
fussy	disgust	0.227	ہلچل
unpopular	disgust	0.227	غیر مقبول
petroleum	disgust	0.219	پٹرولیم
intense	disgust	0.219	شدید
evade	disgust	0.219	بچنا
frowning	disgust	0.219	بھونکنا
weight	disgust	0.219	وزن
dame	disgust	0.219	لڑکی
donkey	disgust	0.211	گدھا
actionable	disgust	0.211	قابل عمل
tawny	disgust	0.211	ہلکا پھلکا
unhappy	disgust	0.211	ناخوش
dandy	disgust	0.203	بانکا
birch	disgust	0.203	برچ
speck	disgust	0.203	دھبہ
hood	disgust	0.203	ہڈ
owing	disgust	0.203	واجب الادا
desert	disgust	0.203	صحرا
indifference	disgust	0.203	بے حسی
awkwardness	disgust	0.203	عجیب و غریب پن
