English Word	Emotion	Emotion-Intensity-Score	Uzbek Word
fraudulent	disgust	0.461	firibgar
scar	disgust	0.461	chandiq
prick	disgust	0.461	sanchmoq
insulting	disgust	0.461	haqoratli
plunder	disgust	0.461	talon-taroj qilish
recklessness	disgust	0.461	ehtiyotsizlik
stigma	disgust	0.453	stigma
disparage	disgust	0.453	kamsitish
unthinkable	disgust	0.453	aqlga sig'maydigan
disingenuous	disgust	0.453	vijdonsiz
bane	disgust	0.453	yomon
dishonest	disgust	0.453	insofsiz
aphid	disgust	0.453	shira
elimination	disgust	0.453	bartaraf etish
cur	disgust	0.453	cur
selfish	disgust	0.453	xudbin
eschew	disgust	0.453	qochish
dire	disgust	0.453	dahshatli
indignation	disgust	0.453	g'azab
antipathy	disgust	0.453	antipatiya
alienate	disgust	0.453	begonalashtirish
mosquito	disgust	0.445	chivin
piles	disgust	0.445	qoziqlar
pious	disgust	0.445	taqvodor
lie	disgust	0.445	yolg'on
opium	disgust	0.445	afyun
smell	disgust	0.445	hid
iniquity	disgust	0.445	qonunbuzarlik
caries	disgust	0.445	kariyes
despair	disgust	0.445	umidsizlik
recalcitrant	disgust	0.445	bosh tortuvchi
egotistical	disgust	0.445	egoist
wasted	disgust	0.445	behuda
vacuous	disgust	0.445	bo'sh
bankruptcy	disgust	0.445	bankrotlik
garish	disgust	0.445	hashamatli
obnoxious	disgust	0.438	jirkanch
ashamed	disgust	0.438	uyaldi
abject	disgust	0.438	xor
sticky	disgust	0.438	yopishqoq
scream	disgust	0.438	qichqiriq
hopelessness	disgust	0.438	umidsizlik
homeless	disgust	0.438	uysiz
shun	disgust	0.438	qochmoq
inmate	disgust	0.438	mahkum
alien	disgust	0.438	begona
hog	disgust	0.438	cho'chqa
aversion	disgust	0.438	nafrat
abnormal	disgust	0.438	g'ayritabiiy
cursing	disgust	0.430	qarg'ish
undesirable	disgust	0.430	istalmagan
denounce	disgust	0.430	qoralamoq
witch	disgust	0.430	jodugar
creature	disgust	0.430	mavjudot
lusty	disgust	0.430	shahvatli
illegal	disgust	0.430	noqonuniy
debris	disgust	0.430	qoldiqlar
callous	disgust	0.430	shafqatsiz
reflux	disgust	0.430	reflyuks
adverse	disgust	0.430	salbiy
shameless	disgust	0.430	uyatsiz
separatist	disgust	0.430	separatist
trickery	disgust	0.430	ayyorlik
falsity	disgust	0.430	yolg'on
pall	disgust	0.430	palla
defiance	disgust	0.430	bo'ysunmaslik
incredulous	disgust	0.430	aql bovar qilmaydigan
curse	disgust	0.430	la'nat
pompous	disgust	0.422	dabdabali
socialist	disgust	0.422	sotsialistik
mistrust	disgust	0.422	ishonchsizlik
infantile	disgust	0.422	infantil
wasting	disgust	0.422	isrof qilish
hairy	disgust	0.422	tukli
nicotine	disgust	0.422	nikotin
denunciation	disgust	0.422	denonsatsiya
collapse	disgust	0.422	qulash
untidy	disgust	0.422	tartibsiz
ferocious	disgust	0.422	vahshiy
ammonia	disgust	0.422	ammiak
carelessness	disgust	0.422	ehtiyotsizlik
impure	disgust	0.422	nopok
contentious	disgust	0.422	bahsli
bum	disgust	0.422	bum
affront	disgust	0.422	haqorat qilish
offend	disgust	0.422	xafa qilish
tarnish	disgust	0.422	qoralash
idiotic	disgust	0.422	ahmoq
badness	disgust	0.422	yomonlik
delinquent	disgust	0.422	huquqbuzar
swarm	disgust	0.422	to'da
hypertrophy	disgust	0.422	gipertrofiya
gush	disgust	0.422	oqish
tasteless	disgust	0.422	mazasiz
bovine	disgust	0.422	sigir
slush	disgust	0.422	shilimshiq
litigious	disgust	0.414	munozarali
dishonesty	disgust	0.414	insofsizlik
vegetative	disgust	0.414	vegetativ
unfavorable	disgust	0.414	noqulay
displacency	disgust	0.414	joy almashish
illegitimate	disgust	0.414	noqonuniy
sour	disgust	0.414	nordon
socialism	disgust	0.414	sotsializm
disobey	disgust	0.414	itoatsizlik
drivel	disgust	0.414	haydovchi
vampire	disgust	0.414	vampir
neglected	disgust	0.414	e'tibordan chetda qolgan
murky	disgust	0.414	xira
ignorant	disgust	0.406	bilimsiz
disgruntled	disgust	0.406	norozi
discontinuity	disgust	0.406	uzilish
dislike	disgust	0.406	yoqtirmaslik
unlawful	disgust	0.406	noqonuniy
wrongdoing	disgust	0.406	noto'g'ri ish
shoplifting	disgust	0.406	do'kon o'g'irligi
recidivism	disgust	0.406	takroriy jinoyat
outcast	disgust	0.406	chetlangan
bogus	disgust	0.406	soxta
displeasure	disgust	0.406	norozilik
repel	disgust	0.406	qaytarmoq
falsify	disgust	0.406	soxtalashtirish
ungrateful	disgust	0.406	noshukur
unkind	disgust	0.406	shafqatsiz
phony	disgust	0.406	soxta
prosecution	disgust	0.406	ayblov
woe	disgust	0.398	voy
averse	disgust	0.398	qarshi
loon	disgust	0.398	loon
worsening	disgust	0.398	yomonlashishi
paucity	disgust	0.398	kamlik
unnatural	disgust	0.398	g'ayritabiiy
amphetamines	disgust	0.398	amfetaminlar
senseless	disgust	0.398	ma'nosiz
rigor	disgust	0.398	qattiqqo'llik
subvert	disgust	0.398	buzish
failure	disgust	0.398	muvaffaqiyatsizlik
lick	disgust	0.398	yalash
unruly	disgust	0.398	itoatsiz
woefully	disgust	0.398	achinarli
stingy	disgust	0.398	ziqna
crushing	disgust	0.398	maydalash
disdain	disgust	0.398	mensimaslik
insult	disgust	0.393	haqorat qilish
averseness	disgust	0.391	nafrat
disrelish	disgust	0.391	norozi
punished	disgust	0.391	jazoladi
critter	disgust	0.391	maxluq
damage	disgust	0.391	zarar
scorpion	disgust	0.391	chayon
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	kulgili
antisocial	disgust	0.391	antisosyal
hardened	disgust	0.391	qotib qolgan
punishment	disgust	0.391	jazo
bad	disgust	0.391	yomon
expel	disgust	0.391	haydab chiqarish
surly	disgust	0.383	qo'pol
lament	disgust	0.383	nola
illiterate	disgust	0.383	savodsiz
divorce	disgust	0.383	ajralish
teeming	disgust	0.383	to'lib-toshgan
plagiarism	disgust	0.383	plagiat
eviction	disgust	0.383	ko'chirish
orc	disgust	0.383	orc
disappoint	disgust	0.383	umidsizlik
shabby	disgust	0.383	eskirgan
presumptuous	disgust	0.383	takabbur
anaconda	disgust	0.383	anakonda
discord	disgust	0.383	kelishmovchilik
guilt	disgust	0.383	aybdorlik
fugitive	disgust	0.383	qochqin
irrational	disgust	0.383	mantiqsiz
adder	disgust	0.383	qo'shuvchi
fulsome	disgust	0.383	quvnoq
sacrifices	disgust	0.383	qurbonliklar
hypocritical	disgust	0.383	ikkiyuzlamachi
shock	disgust	0.375	zarba
alienation	disgust	0.375	begonalashish
scoff	disgust	0.375	masxara qilish
plight	disgust	0.375	ahvol
irritation	disgust	0.375	tirnash xususiyati
unworthy	disgust	0.375	noloyiq
misconduct	disgust	0.375	noto'g'ri xatti-harakatlar
defective	disgust	0.375	nuqsonli
blame	disgust	0.375	ayblash
depressing	disgust	0.375	tushkunlikka soluvchi
dislocated	disgust	0.375	dislokatsiya qilingan
irritating	disgust	0.375	bezovta qiluvchi
vainly	disgust	0.367	behuda
toad	disgust	0.367	qurbaqa
powerless	disgust	0.367	kuchsiz
coerce	disgust	0.367	majburlash
shuddering	disgust	0.367	titroq
stripped	disgust	0.367	yechib olingan
revoke	disgust	0.367	bekor qilish
wimpy	disgust	0.367	ahmoq
unhealthy	disgust	0.367	nosog'lom
exclusion	disgust	0.367	chiqarish
disillusionment	disgust	0.367	umidsizlik
blatant	disgust	0.367	ochiqchasiga
hurtful	disgust	0.367	og'riqli
hoax	disgust	0.367	yolg'on
wimp	disgust	0.367	ahmoq
cad	disgust	0.367	kad
pitfall	disgust	0.367	tuzoq
squelch	disgust	0.367	bostirish
deserted	disgust	0.359	tashlandiq
damn	disgust	0.359	Jin ursin
incompatible	disgust	0.359	mos kelmaydigan
dispose	disgust	0.359	tasarruf qilish
oddity	disgust	0.359	g'alati
rebellion	disgust	0.359	isyon
ineptitude	disgust	0.359	qobiliyatsizlik
bug	disgust	0.359	xato
disobedience	disgust	0.359	itoatsizlik
inept	disgust	0.352	qobiliyatsiz
litigate	disgust	0.352	da'vo qilish
dismissal	disgust	0.352	ishdan bo'shatish
cutting	disgust	0.352	kesish
untoward	disgust	0.352	nomaqbul
displeased	disgust	0.352	norozi
censor	disgust	0.352	tsenzura
ridiculous	disgust	0.352	kulgili
compost	disgust	0.352	kompost
frustrate	disgust	0.352	xafa qilmoq
misbehavior	disgust	0.352	noto'g'ri xatti-harakatlar
lawyer	disgust	0.352	yurist
crushed	disgust	0.352	ezilgan
flesh	disgust	0.352	go'sht
uncertain	disgust	0.352	noaniq
obi	disgust	0.352	obi
flinch	disgust	0.352	irkilmoq
fierce	disgust	0.352	shiddatli
wrongful	disgust	0.352	noto'g'ri
depreciate	disgust	0.344	amortizatsiya qilish
disapprove	disgust	0.344	rad etmoq
tearful	disgust	0.344	ko'z yoshi
grumble	disgust	0.336	nolimoq
unsettled	disgust	0.336	beqaror
annoy	disgust	0.336	bezovta qilmoq
exigent	disgust	0.336	talabchan
heartsick	disgust	0.336	yurak xasta
lawsuit	disgust	0.336	da'vo
discoloration	disgust	0.336	rangsizlanish
lumpy	disgust	0.336	bo'lakli
daft	disgust	0.336	daft
blunder	disgust	0.336	qo'pol xato
discontent	disgust	0.336	norozilik
bickering	disgust	0.336	janjal
thoughtless	disgust	0.336	o'ylamasdan
disliked	disgust	0.336	yoqtirmagan
disinclination	disgust	0.336	injiqlik
distrust	disgust	0.336	ishonchsizlik
disallowed	disgust	0.336	ruxsat berilmagan
instability	disgust	0.328	beqarorlik
hydrophobia	disgust	0.328	hidrofobiya
whine	disgust	0.328	yig'lash
inhibit	disgust	0.328	inhibe qilish
excluded	disgust	0.328	istisno qilingan
provoking	disgust	0.328	qo'zg'atuvchi
grievance	disgust	0.328	xafalik
unmanageable	disgust	0.328	boshqarib bo'lmaydigan
sly	disgust	0.328	ayyor
exasperation	disgust	0.328	g'azablanish
cacophony	disgust	0.328	kakofoniya
unsatisfactory	disgust	0.328	qoniqarsiz
disappointed	disgust	0.328	hafsalasi pir bo'ldi
materialist	disgust	0.328	materialist
misleading	disgust	0.321	chalg'ituvchi
mishap	disgust	0.320	baxtsiz hodisa
soot	disgust	0.320	qurum
humbug	disgust	0.320	kamtarlik
disclaim	disgust	0.320	rad etish
annoyance	disgust	0.320	bezovtalik
disapproving	disgust	0.320	norozi
disservice	disgust	0.320	yomon xizmat
reproach	disgust	0.320	tanbeh
confined	disgust	0.320	cheklangan
unequal	disgust	0.320	tengsiz
rags	disgust	0.320	lattalar
groan	disgust	0.320	nola
soil	disgust	0.312	tuproq
inappropriate	disgust	0.312	nomaqbul
criticize	disgust	0.312	tanqid qilish
disincline	disgust	0.312	injiqlik
theism	disgust	0.312	teizm
depreciated	disgust	0.312	amortizatsiya qilingan
inconsiderate	disgust	0.312	e'tiborsiz
overpriced	disgust	0.312	haddan tashqari baholangan
stomach	disgust	0.312	oshqozon
burke	disgust	0.312	burke
sneeze	disgust	0.312	aksirish
gall	disgust	0.305	o't
bang	disgust	0.305	portlash
inadmissible	disgust	0.305	qabul qilib bo'lmaydigan
unfriendly	disgust	0.305	do'stona emas
unaccountable	disgust	0.305	hisobsiz
disparity	disgust	0.305	nomutanosiblik
latent	disgust	0.305	yashirin
disliking	disgust	0.305	yoqtirmaslik
shack	disgust	0.305	kulba
grumpy	disgust	0.305	g'amgin
coop	disgust	0.304	qamoqxona
disappointment	disgust	0.297	umidsizlik
scold	disgust	0.297	tanbeh
delay	disgust	0.297	kechikish
congress	disgust	0.297	Kongress
growling	disgust	0.297	xirillash
backwards	disgust	0.297	orqaga
soreness	disgust	0.297	og'riq
disregarded	disgust	0.297	e'tiborga olinmagan
rogue	disgust	0.297	firibgar
lonely	disgust	0.297	yolg'iz
notoriety	disgust	0.289	mashhurlik
catechism	disgust	0.289	katexizm
flop	disgust	0.289	flop
infamous	disgust	0.289	mashxur
janitor	disgust	0.289	farrosh
nettle	disgust	0.289	qichitqi o'ti
saturated	disgust	0.281	to'yingan
prohibited	disgust	0.281	taqiqlangan
gaby	disgust	0.281	gaby
wince	disgust	0.281	qimirlamoq
desist	disgust	0.281	to'xtamoq
unfair	disgust	0.281	adolatsiz
aftermath	disgust	0.281	keyin
remiss	disgust	0.281	afsus
tribunal	disgust	0.273	tribunal
discolored	disgust	0.273	rangsizlangan
wrangling	disgust	0.273	janjal
uneasy	disgust	0.273	bezovta
huff	disgust	0.273	huff
weird	disgust	0.266	g'alati
impolite	disgust	0.266	qo'pol
swig	disgust	0.266	suzmoq
crawl	disgust	0.266	emaklash
unsatisfied	disgust	0.266	qoniqmagan
inefficiency	disgust	0.266	samarasizlik
frantic	disgust	0.266	g'azablangan
bureaucrat	disgust	0.266	byurokrat
politic	disgust	0.266	siyosiy
coldness	disgust	0.266	sovuqlik
gruff	disgust	0.258	qo'pol
octopus	disgust	0.258	sakkizoyoq
chagrin	disgust	0.258	xafa
barrow	disgust	0.258	qabr
copycat	disgust	0.258	ko'chiruvchi
incase	disgust	0.258	bu holatda
rascal	disgust	0.258	beadab
sarcasm	disgust	0.258	kinoya
instinctive	disgust	0.258	instinktiv
misconception	disgust	0.250	noto'g'ri tushuncha
disinclined	disgust	0.250	injiq
john	disgust	0.250	Jon
hulk	disgust	0.250	hulk
baboon	disgust	0.250	babun
shanghai	disgust	0.250	shanxay
cupping	disgust	0.250	chashka
lose	disgust	0.250	yo'qotish
rook	disgust	0.242	qal'a
entangled	disgust	0.242	chigallashgan
gratuitous	disgust	0.242	tekin
scrub	disgust	0.242	skrab
opponent	disgust	0.242	raqib
tariff	disgust	0.242	tarif
questionable	disgust	0.234	shubhali
prolong	disgust	0.234	uzaytirish
reluctance	disgust	0.234	istamaslik
lagging	disgust	0.234	orqada qolish
misstatement	disgust	0.234	noto'g'ri bayonot
resign	disgust	0.234	iste'foga chiqish
unlucky	disgust	0.234	omadsiz
backwardness	disgust	0.234	qoloqlik
ineffectual	disgust	0.227	samarasiz
disqualified	disgust	0.227	diskvalifikatsiya qilingan
subsidy	disgust	0.227	subsidiya
reversal	disgust	0.227	teskari
default	disgust	0.227	standart
fussy	disgust	0.227	notinch
unpopular	disgust	0.227	mashhur emas
petroleum	disgust	0.219	neft
intense	disgust	0.219	shiddatli
evade	disgust	0.219	qochish
frowning	disgust	0.219	qovog'ini burish
weight	disgust	0.219	vazn
dame	disgust	0.219	xonim
donkey	disgust	0.211	eshak
actionable	disgust	0.211	harakatga yaroqli
tawny	disgust	0.211	sarg'ish
unhappy	disgust	0.211	baxtsiz
dandy	disgust	0.203	dandy
birch	disgust	0.203	qayin
speck	disgust	0.203	dog'
hood	disgust	0.203	kaput
owing	disgust	0.203	qarz
desert	disgust	0.203	cho'l
indifference	disgust	0.203	befarqlik
awkwardness	disgust	0.203	noqulaylik
rave	disgust	0.203	maqtov
gnome	disgust	0.203	gnom
inconvenient	disgust	0.203	noqulay
howl	disgust	0.195	qichqirmoq
dabbling	disgust	0.195	chalg'itish
morals	disgust	0.195	axloq
misguided	disgust	0.195	adashgan
airs	disgust	0.195	havo beradi
gelatin	disgust	0.195	jelatin
fleece	disgust	0.195	jun
monochrome	disgust	0.195	monoxrom
lush	disgust	0.188	yam-yashil
celebrity	disgust	0.188	mashhur
avoid	disgust	0.188	qochish
gent	disgust	0.188	janob
stalemate	disgust	0.188	turg'un
lesser	disgust	0.188	kamroq
sunk	disgust	0.180	cho'kib ketgan
nose	disgust	0.180	burun
laughable	disgust	0.180	kulgili
claimant	disgust	0.180	da'vogar
possession	disgust	0.180	egalik qilish
larger	disgust	0.164	kattaroq
pregnancy	disgust	0.164	homiladorlik
thrift	disgust	0.164	tejamkorlik
undoubted	disgust	0.164	shubhasiz
mouthful	disgust	0.164	og'iz
hoot	disgust	0.164	hay
sentence	disgust	0.156	jumla
misplace	disgust	0.156	noto'g'ri joylashtirmoq
clamor	disgust	0.156	shovqin
parrot	disgust	0.156	to'tiqush
obliging	disgust	0.156	majburiyat beruvchi
nameless	disgust	0.148	nomsiz
bummer	disgust	0.148	g'amgin
elf	disgust	0.141	elf
feeling	disgust	0.141	tuyg'u
excellence	disgust	0.141	mukammallik
gray	disgust	0.133	kulrang
asymmetry	disgust	0.133	assimetriya
turn	disgust	0.133	burilish
clumsy	disgust	0.133	qo'pol
stall	disgust	0.133	to'xtash joyi
bran	disgust	0.125	kepak
finally	disgust	0.125	nihoyat
lord	disgust	0.125	lord
nurture	disgust	0.117	tarbiyalash
savor	disgust	0.117	tatib ko'ring
cove	disgust	0.117	koy
winning	disgust	0.109	g'alaba qozonish
lemon	disgust	0.109	limon
powerful	disgust	0.102	kuchli
glitter	disgust	0.094	yaltiroq
interior	disgust	0.086	ichki
mind	disgust	0.086	aql
interested	disgust	0.078	manfaatdor
treat	disgust	0.078	davolash
abundance	disgust	0.078	mo'l-ko'llik
honest	disgust	0.055	halol
kite	disgust	0.055	uçurtma
humble	disgust	0.047	kamtarin
tree	disgust	0.039	daraxt
torture	fear	0.984	qiynoqlar
terrorist	fear	0.972	terrorchi
terrorists	fear	0.969	terrorchilar
horrific	fear	0.969	dahshatli
terrorism	fear	0.969	terrorizm
suicidebombing	fear	0.967	o'z joniga qasd qilish
kill	fear	0.962	o'ldirish
homicidal	fear	0.959	qotillik
catastrophe	fear	0.953	falokat
annihilate	fear	0.953	yo'q qilish
murderer	fear	0.953	qotil
terror	fear	0.953	terror
dying	fear	0.948	o'lish
war	fear	0.942	urush
bombing	fear	0.938	bombardimon qilish
bomb	fear	0.935	bomba
missiles	fear	0.934	raketalar
horror	fear	0.923	dahshat
brutality	fear	0.922	shafqatsizlik
terrorize	fear	0.922	dahshatga solish
horrified	fear	0.922	dahshatga tushgan
bloodthirsty	fear	0.922	qonxo'r
murderous	fear	0.920	qotil
massacre	fear	0.911	qirg'in
terrifying	fear	0.906	dahshatli
fatality	fear	0.906	o'lim
horrifying	fear	0.906	dahshatli
demon	fear	0.906	jin
mutilation	fear	0.906	jarohatlanish
killing	fear	0.906	o'ldirish
holocaust	fear	0.906	holokost
assassinate	fear	0.906	suiqasd qilish
terrified	fear	0.906	dahshatga tushgan
devastation	fear	0.906	vayronagarchilik
murder	fear	0.906	qotillik
horrors	fear	0.906	dahshatlar
suicidal	fear	0.898	o'z joniga qasd qilish
assault	fear	0.891	hujum
kidnap	fear	0.891	o'g'irlash
slaughter	fear	0.891	so'yish
crucifixion	fear	0.891	xochga mixlanish
doomed	fear	0.888	mahkum
poisoned	fear	0.886	zaharlangan
suicide	fear	0.879	o'z joniga qasd qilish
explosion	fear	0.879	portlash
deadly	fear	0.875	halokatli
assassin	fear	0.875	qotil
annihilation	fear	0.875	yo'q qilish
savagery	fear	0.875	vahshiylik
disaster	fear	0.875	falokat
threatening	fear	0.875	tahdid qilish
slaughtering	fear	0.875	so'yish
disastrous	fear	0.875	halokatli
dismemberment	fear	0.875	parchalanish
suffocation	fear	0.875	bo'g'ilish
rape	fear	0.870	zo'rlash
hell	fear	0.860	jahannam
homicide	fear	0.859	qotillik
molestation	fear	0.859	zo'ravonlik
bloodshed	fear	0.859	qon to'kish
barbaric	fear	0.859	vahshiylik
explosive	fear	0.859	portlovchi
warfare	fear	0.859	urush
ihatespiders	fear	0.859	o'rgimchaklar
tragedy	fear	0.859	fojia
anthrax	fear	0.859	kuydirgi
demonic	fear	0.859	iblis
executioner	fear	0.859	jallod
dread	fear	0.859	qo'rquv
guillotine	fear	0.859	gilyotin
attacking	fear	0.859	hujum qilish
peril	fear	0.859	xavf
slaughterhouse	fear	0.859	qassobxona
annihilated	fear	0.859	yo'q qilingan
suffocating	fear	0.858	bo'g'uvchi
treachery	fear	0.856	xiyonat
fright	fear	0.853	qo'rquv
monster	fear	0.844	yirtqich hayvon
traumatic	fear	0.844	travmatik
abomination	fear	0.844	jirkanchlik
apocalypse	fear	0.844	apokalipsis
slayer	fear	0.844	qotil
scare	fear	0.844	qo'rqitish
morgue	fear	0.844	o'likxona
painful	fear	0.844	alamli
frightened	fear	0.844	qo'rqib ketgan
vengeance	fear	0.844	qasos
scariest	fear	0.844	eng qo'rqinchli
destroying	fear	0.844	vayron qilish
execution	fear	0.844	ijro
panicked	fear	0.844	vahima
petrified	fear	0.844	toshga aylangan
afraid	fear	0.844	qo'rqib
frightening	fear	0.844	qo'rqituvchi
drown	fear	0.844	cho'kmoq
bombardment	fear	0.844	bombardimon qilish
death	fear	0.843	o'lim
chaos	fear	0.839	tartibsizlik
ghastly	fear	0.836	dahshatli
evil	fear	0.833	yomon
intruder	fear	0.828	bosqinchi
hellish	fear	0.828	jahannam
brutal	fear	0.828	shafqatsiz
cancer	fear	0.828	saraton
devil	fear	0.828	shayton
grenade	fear	0.828	granata
eradication	fear	0.828	yo'q qilish
frighten	fear	0.828	qo'rqitmoq
explode	fear	0.828	portlash
assassination	fear	0.828	suiqasd
fatal	fear	0.828	halokatli
paralyze	fear	0.828	falaj qilish
gunmen	fear	0.828	qurolli odamlar
violently	fear	0.828	zo'ravonlik bilan
nightmare	fear	0.828	dahshatli tush
doomsday	fear	0.828	qiyomat kuni
doom	fear	0.828	halokat
manslaughter	fear	0.828	qotillik
fear	fear	0.828	qo'rquv
kidnapped	fear	0.828	o'g'irlab ketilgan
trauma	fear	0.828	travma
morbidity	fear	0.820	kasallanish
crippling	fear	0.817	nogironlik
savage	fear	0.814	vahshiy
shooting	fear	0.812	tortishish
quake	fear	0.812	zilzila
poisonous	fear	0.812	zaharli
damnation	fear	0.812	la'nat
violence	fear	0.812	zo'ravonlik
destructive	fear	0.812	halokatli
aggressor	fear	0.812	tajovuzkor
suffering	fear	0.812	azob chekish
violent	fear	0.812	zo'ravon
frightful	fear	0.812	qo'rqinchli
crushed	fear	0.812	ezilgan
earthquake	fear	0.812	zilzila
heartattack	fear	0.812	yurak huruji
hurricane	fear	0.811	bo'ron
imprisoned	fear	0.811	qamoqqa olingan
exterminate	fear	0.810	yo'q qilish
fearing	fear	0.808	qo'rquv
hemorrhage	fear	0.807	qon ketishi
torment	fear	0.806	azob
lethal	fear	0.806	halokatli
venom	fear	0.804	zahar
claustrophobia	fear	0.803	klaustrofobiya
snakes	fear	0.802	ilonlar
danger	fear	0.802	Xavfli
exorcism	fear	0.800	ekzorsizm
obliterated	fear	0.800	yo'q qilingan
robbery	fear	0.800	talonchilik
terrifies	fear	0.798	dahshatga soladi
cyanide	fear	0.797	siyanid
incurable	fear	0.797	davolab bo'lmaydigan
anxietyattack	fear	0.797	tashvish hujumi
mortality	fear	0.797	o'lim
attack	fear	0.797	hujum
monstrosity	fear	0.797	dahshatlilik
extermination	fear	0.797	yo'q qilish
bombers	fear	0.797	bombardimonchilar
