English Word	Emotion	Emotion-Intensity-Score	Catalan Word
eschew	disgust	0.453	defugir
dire	disgust	0.453	calamitós
indignation	disgust	0.453	indignació
antipathy	disgust	0.453	antipatia
alienate	disgust	0.453	alienar
mosquito	disgust	0.445	mosquit
piles	disgust	0.445	piles
pious	disgust	0.445	piadosa
lie	disgust	0.445	mentida
opium	disgust	0.445	opi
smell	disgust	0.445	olor
iniquity	disgust	0.445	iniquitat
caries	disgust	0.445	càries
despair	disgust	0.445	desesperació
recalcitrant	disgust	0.445	recalcitrant
egotistical	disgust	0.445	egoista
wasted	disgust	0.445	desaprofitat
vacuous	disgust	0.445	buit
bankruptcy	disgust	0.445	fallida
garish	disgust	0.445	cridaner
obnoxious	disgust	0.438	desagradable
ashamed	disgust	0.438	avergonyit
abject	disgust	0.438	abjecte
sticky	disgust	0.438	enganxós
scream	disgust	0.438	cridar
hopelessness	disgust	0.438	desesperança
homeless	disgust	0.438	sense sostre
shun	disgust	0.438	defugir
inmate	disgust	0.438	presoner
alien	disgust	0.438	alienígena
hog	disgust	0.438	porc
aversion	disgust	0.438	aversió
abnormal	disgust	0.438	anormal
cursing	disgust	0.430	maleint
undesirable	disgust	0.430	indesitjable
denounce	disgust	0.430	denunciar
witch	disgust	0.430	bruixa
creature	disgust	0.430	criatura
lusty	disgust	0.430	luxós
illegal	disgust	0.430	il·legal
debris	disgust	0.430	restes
callous	disgust	0.430	callós
reflux	disgust	0.430	reflux
adverse	disgust	0.430	adversos
shameless	disgust	0.430	desvergonyit
separatist	disgust	0.430	separatista
trickery	disgust	0.430	engany
falsity	disgust	0.430	falsedat
pall	disgust	0.430	pal
defiance	disgust	0.430	desafiament
incredulous	disgust	0.430	incrèdul
curse	disgust	0.430	maledicció
pompous	disgust	0.422	pompós
socialist	disgust	0.422	socialista
mistrust	disgust	0.422	desconfiança
infantile	disgust	0.422	infantil
wasting	disgust	0.422	malbaratament
hairy	disgust	0.422	pelut
nicotine	disgust	0.422	nicotina
denunciation	disgust	0.422	denúncia
collapse	disgust	0.422	col·lapse
untidy	disgust	0.422	desordenat
ferocious	disgust	0.422	ferotge
ammonia	disgust	0.422	amoníac
carelessness	disgust	0.422	descuit
impure	disgust	0.422	impur
contentious	disgust	0.422	polèmica
bum	disgust	0.422	bum
affront	disgust	0.422	afront
offend	disgust	0.422	ofendre
tarnish	disgust	0.422	embrutar
idiotic	disgust	0.422	idiota
badness	disgust	0.422	maldat
delinquent	disgust	0.422	delinqüent
swarm	disgust	0.422	eixam
hypertrophy	disgust	0.422	hipertròfia
gush	disgust	0.422	brollar
tasteless	disgust	0.422	sense gust
bovine	disgust	0.422	boví
slush	disgust	0.422	fang
litigious	disgust	0.414	litigiós
dishonesty	disgust	0.414	deshonestedat
vegetative	disgust	0.414	vegetatiu
unfavorable	disgust	0.414	desfavorable
displacency	disgust	0.414	desplaçament
illegitimate	disgust	0.414	il·legítim
sour	disgust	0.414	àcid
socialism	disgust	0.414	socialisme
disobey	disgust	0.414	desobeir
drivel	disgust	0.414	ximpleria
vampire	disgust	0.414	vampir
neglected	disgust	0.414	descuidat
murky	disgust	0.414	tèrbol
ignorant	disgust	0.406	ignorant
disgruntled	disgust	0.406	descontent
discontinuity	disgust	0.406	discontinuïtat
dislike	disgust	0.406	desagradar
unlawful	disgust	0.406	il·legal
wrongdoing	disgust	0.406	mala conducta
shoplifting	disgust	0.406	robatori
recidivism	disgust	0.406	reincidència
outcast	disgust	0.406	marginat
bogus	disgust	0.406	fals
displeasure	disgust	0.406	descontentament
repel	disgust	0.406	repel·lir
falsify	disgust	0.406	falsificar
ungrateful	disgust	0.406	desagraït
unkind	disgust	0.406	desagradable
phony	disgust	0.406	fals
prosecution	disgust	0.406	processament
woe	disgust	0.398	ai!
averse	disgust	0.398	avers
loon	disgust	0.398	boig
worsening	disgust	0.398	empitjorament
paucity	disgust	0.398	pobresa
unnatural	disgust	0.398	antinatural
amphetamines	disgust	0.398	amfetamines
senseless	disgust	0.398	sense sentit
rigor	disgust	0.398	rigor
subvert	disgust	0.398	subvertir
failure	disgust	0.398	fracàs
lick	disgust	0.398	llepar
unruly	disgust	0.398	indisciplinat
woefully	disgust	0.398	lamentablement
stingy	disgust	0.398	avaro
crushing	disgust	0.398	trituració
disdain	disgust	0.398	menyspreu
insult	disgust	0.393	insult
averseness	disgust	0.391	aversió
disrelish	disgust	0.391	desagradable
punished	disgust	0.391	castigat
critter	disgust	0.391	criatura
damage	disgust	0.391	dany
scorpion	disgust	0.391	escorpí
diatribe	disgust	0.391	diatriba
muff	disgust	0.391	màniga
farcical	disgust	0.391	farsa
antisocial	disgust	0.391	antisocial
hardened	disgust	0.391	endurit
punishment	disgust	0.391	càstig
bad	disgust	0.391	dolent
expel	disgust	0.391	expulsar
surly	disgust	0.383	malhumorat
lament	disgust	0.383	lamentar
illiterate	disgust	0.383	analfabet
divorce	disgust	0.383	divorci
teeming	disgust	0.383	ple
plagiarism	disgust	0.383	plagi
eviction	disgust	0.383	desallotjament
orc	disgust	0.383	orc
disappoint	disgust	0.383	decebre
shabby	disgust	0.383	lamentable
presumptuous	disgust	0.383	presumptuós
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	discòrdia
guilt	disgust	0.383	culpabilitat
fugitive	disgust	0.383	fugitiu
irrational	disgust	0.383	irracional
adder	disgust	0.383	sumador
fulsome	disgust	0.383	complet
sacrifices	disgust	0.383	sacrificis
hypocritical	disgust	0.383	hipòcrita
shock	disgust	0.375	xoc
alienation	disgust	0.375	alienació
scoff	disgust	0.375	burlar-se
plight	disgust	0.375	situació difícil
irritation	disgust	0.375	irritació
unworthy	disgust	0.375	indigne
misconduct	disgust	0.375	mala conducta
defective	disgust	0.375	defectuós
blame	disgust	0.375	culpa
depressing	disgust	0.375	depriment
dislocated	disgust	0.375	dislocat
irritating	disgust	0.375	irritant
vainly	disgust	0.367	en va
toad	disgust	0.367	gripau
powerless	disgust	0.367	impotent
coerce	disgust	0.367	coacció
shuddering	disgust	0.367	esgarrifós
stripped	disgust	0.367	despullat
revoke	disgust	0.367	revocar
wimpy	disgust	0.367	feble
unhealthy	disgust	0.367	poc sa
exclusion	disgust	0.367	exclusió
disillusionment	disgust	0.367	desencís
blatant	disgust	0.367	flagrant
hurtful	disgust	0.367	ferint
hoax	disgust	0.367	engany
wimp	disgust	0.367	flaut
cad	disgust	0.367	cad
pitfall	disgust	0.367	trampa
squelch	disgust	0.367	suprimir
deserted	disgust	0.359	deserta
damn	disgust	0.359	maleïda
incompatible	disgust	0.359	incompatible
dispose	disgust	0.359	disposar
oddity	disgust	0.359	estranyesa
rebellion	disgust	0.359	rebel·lió
ineptitude	disgust	0.359	ineptitud
bug	disgust	0.359	error
disobedience	disgust	0.359	desobediència
inept	disgust	0.352	ineptes
litigate	disgust	0.352	litigar
dismissal	disgust	0.352	acomiadament
cutting	disgust	0.352	tall
untoward	disgust	0.352	desagradable
displeased	disgust	0.352	disgustat
censor	disgust	0.352	censor
ridiculous	disgust	0.352	ridícul
compost	disgust	0.352	compost
frustrate	disgust	0.352	frustrar
misbehavior	disgust	0.352	mala conducta
lawyer	disgust	0.352	advocat
crushed	disgust	0.352	aixafat
flesh	disgust	0.352	carn
uncertain	disgust	0.352	incert
obi	disgust	0.352	obi
flinch	disgust	0.352	endollar-se
fierce	disgust	0.352	ferotge
wrongful	disgust	0.352	injust
depreciate	disgust	0.344	depreciar
disapprove	disgust	0.344	desaprovar
tearful	disgust	0.344	plorosa
grumble	disgust	0.336	murmurar
unsettled	disgust	0.336	inestables
annoy	disgust	0.336	molestar
exigent	disgust	0.336	exigent
heartsick	disgust	0.336	mal de cor
lawsuit	disgust	0.336	plet
discoloration	disgust	0.336	decoloració
lumpy	disgust	0.336	grumolls
daft	disgust	0.336	tonto
blunder	disgust	0.336	equivocació
discontent	disgust	0.336	descontentament
bickering	disgust	0.336	baralla
thoughtless	disgust	0.336	irreflexiva
disliked	disgust	0.336	no li agradava
disinclination	disgust	0.336	declinació
distrust	disgust	0.336	desconfiança
disallowed	disgust	0.336	desautoritzat
instability	disgust	0.328	inestabilitat
hydrophobia	disgust	0.328	hidrofòbia
whine	disgust	0.328	grinyols
inhibit	disgust	0.328	inhibir
excluded	disgust	0.328	exclosos
provoking	disgust	0.328	provocant
grievance	disgust	0.328	greuge
unmanageable	disgust	0.328	inmanejable
sly	disgust	0.328	astut
exasperation	disgust	0.328	exasperació
cacophony	disgust	0.328	cacofonia
unsatisfactory	disgust	0.328	insatisfactori
disappointed	disgust	0.328	decebut
materialist	disgust	0.328	materialista
misleading	disgust	0.321	enganyós
mishap	disgust	0.320	contratemps
soot	disgust	0.320	sutge
humbug	disgust	0.320	farsa
disclaim	disgust	0.320	renunciar
annoyance	disgust	0.320	molèstia
disapproving	disgust	0.320	desaprovar
disservice	disgust	0.320	desservei
reproach	disgust	0.320	retret
confined	disgust	0.320	confinat
unequal	disgust	0.320	desigual
rags	disgust	0.320	draps
groan	disgust	0.320	gemegar
soil	disgust	0.312	sòl
inappropriate	disgust	0.312	inadequat
criticize	disgust	0.312	criticar
disincline	disgust	0.312	declinar
theism	disgust	0.312	teisme
depreciated	disgust	0.312	depreciat
inconsiderate	disgust	0.312	desconsiderat
overpriced	disgust	0.312	massa car
stomach	disgust	0.312	estómac
burke	disgust	0.312	burke
sneeze	disgust	0.312	esternudar
gall	disgust	0.305	fel
bang	disgust	0.305	cop
inadmissible	disgust	0.305	inadmissible
unfriendly	disgust	0.305	antipàtic
unaccountable	disgust	0.305	inexplicable
disparity	disgust	0.305	disparitat
latent	disgust	0.305	latent
disliking	disgust	0.305	desagradable
shack	disgust	0.305	barraca
grumpy	disgust	0.305	malhumorat
coop	disgust	0.304	coop
disappointment	disgust	0.297	decepció
scold	disgust	0.297	renyar
delay	disgust	0.297	retard
congress	disgust	0.297	congrés
growling	disgust	0.297	grunyint
backwards	disgust	0.297	cap enrere
soreness	disgust	0.297	dolor
disregarded	disgust	0.297	desatès
rogue	disgust	0.297	canalla
lonely	disgust	0.297	solitària
notoriety	disgust	0.289	notorietat
catechism	disgust	0.289	catecisme
flop	disgust	0.289	flop
infamous	disgust	0.289	infame
janitor	disgust	0.289	conserge
nettle	disgust	0.289	ortiga
saturated	disgust	0.281	saturat
prohibited	disgust	0.281	prohibit
gaby	disgust	0.281	Gaby
wince	disgust	0.281	fer una mumia
desist	disgust	0.281	desistir
unfair	disgust	0.281	injust
aftermath	disgust	0.281	conseqüències
remiss	disgust	0.281	negligència
tribunal	disgust	0.273	tribunal
discolored	disgust	0.273	descolorida
wrangling	disgust	0.273	baralla
uneasy	disgust	0.273	incòmode
huff	disgust	0.273	xuf
weird	disgust	0.266	estrany
impolite	disgust	0.266	descortés
swig	disgust	0.266	glop
crawl	disgust	0.266	gatejar
unsatisfied	disgust	0.266	insatisfet
inefficiency	disgust	0.266	ineficiència
frantic	disgust	0.266	frenètic
bureaucrat	disgust	0.266	buròcrata
politic	disgust	0.266	política
coldness	disgust	0.266	fredor
gruff	disgust	0.258	gruixut
octopus	disgust	0.258	pop
chagrin	disgust	0.258	disgust
barrow	disgust	0.258	carretó
copycat	disgust	0.258	imitador
incase	disgust	0.258	en cas de
rascal	disgust	0.258	canalla
sarcasm	disgust	0.258	sarcasme
instinctive	disgust	0.258	instintiu
misconception	disgust	0.250	concepció errònia
disinclined	disgust	0.250	poc inclinat
john	disgust	0.250	Joan
hulk	disgust	0.250	hulk
baboon	disgust	0.250	babuí
shanghai	disgust	0.250	Xangai
cupping	disgust	0.250	ventosa
lose	disgust	0.250	perdre
rook	disgust	0.242	torre
entangled	disgust	0.242	enredat
gratuitous	disgust	0.242	gratuït
scrub	disgust	0.242	fregar
opponent	disgust	0.242	oponent
tariff	disgust	0.242	tarifa
questionable	disgust	0.234	qüestionable
prolong	disgust	0.234	prolongar
reluctance	disgust	0.234	reticències
lagging	disgust	0.234	endarrerit
misstatement	disgust	0.234	incorrecció
resign	disgust	0.234	dimitir
unlucky	disgust	0.234	mala sort
backwardness	disgust	0.234	endarreriment
ineffectual	disgust	0.227	ineficaç
disqualified	disgust	0.227	desqualificat
subsidy	disgust	0.227	subvenció
reversal	disgust	0.227	reversió
default	disgust	0.227	per defecte
fussy	disgust	0.227	llepafils
unpopular	disgust	0.227	impopulars
petroleum	disgust	0.219	petroli
intense	disgust	0.219	intens
evade	disgust	0.219	evadir
frowning	disgust	0.219	arrugant les celles
weight	disgust	0.219	pes
dame	disgust	0.219	dama
donkey	disgust	0.211	ruc
actionable	disgust	0.211	accionable
tawny	disgust	0.211	rojizo
unhappy	disgust	0.211	infeliç
dandy	disgust	0.203	dandi
birch	disgust	0.203	bedoll
speck	disgust	0.203	taca
hood	disgust	0.203	caputxa
owing	disgust	0.203	degut
desert	disgust	0.203	desert
indifference	disgust	0.203	indiferència
awkwardness	disgust	0.203	incomoditat
rave	disgust	0.203	deliri
gnome	disgust	0.203	gnom
inconvenient	disgust	0.203	inconvenient
howl	disgust	0.195	udolar
dabbling	disgust	0.195	barbotejant
morals	disgust	0.195	morals
misguided	disgust	0.195	equivocat
airs	disgust	0.195	aires
gelatin	disgust	0.195	gelatina
fleece	disgust	0.195	polar
monochrome	disgust	0.195	monocrom
lush	disgust	0.188	exuberant
celebrity	disgust	0.188	celebritat
avoid	disgust	0.188	evitar
gent	disgust	0.188	gent
stalemate	disgust	0.188	estancament
lesser	disgust	0.188	menor
sunk	disgust	0.180	enfonsat
nose	disgust	0.180	nas
laughable	disgust	0.180	risible
claimant	disgust	0.180	reclamant
possession	disgust	0.180	possessió
larger	disgust	0.164	més gran
pregnancy	disgust	0.164	embaràs
thrift	disgust	0.164	estalvi
undoubted	disgust	0.164	indubtable
mouthful	disgust	0.164	bocanada
hoot	disgust	0.164	xut
sentence	disgust	0.156	frase
misplace	disgust	0.156	fora de lloc
clamor	disgust	0.156	clamor
parrot	disgust	0.156	lloro
obliging	disgust	0.156	complaent
nameless	disgust	0.148	sense nom
bummer	disgust	0.148	llàstima
elf	disgust	0.141	elf
feeling	disgust	0.141	sentiment
excellence	disgust	0.141	excel·lència
gray	disgust	0.133	gris
asymmetry	disgust	0.133	asimetria
turn	disgust	0.133	torn
clumsy	disgust	0.133	maldestre
stall	disgust	0.133	parada
bran	disgust	0.125	segó
finally	disgust	0.125	finalment
lord	disgust	0.125	senyor
nurture	disgust	0.117	nodrir
savor	disgust	0.117	assaborir
cove	disgust	0.117	cala
winning	disgust	0.109	guanyant
lemon	disgust	0.109	llimona
powerful	disgust	0.102	potent
glitter	disgust	0.094	purpurina
interior	disgust	0.086	interior
mind	disgust	0.086	ment
interested	disgust	0.078	interessats
treat	disgust	0.078	tractar
abundance	disgust	0.078	abundància
honest	disgust	0.055	honest
kite	disgust	0.055	estel
humble	disgust	0.047	humils
tree	disgust	0.039	arbre
torture	fear	0.984	tortura
terrorist	fear	0.972	terrorista
terrorists	fear	0.969	terroristes
horrific	fear	0.969	horrible
terrorism	fear	0.969	terrorisme
suicidebombing	fear	0.967	bombardeig suïcida
kill	fear	0.962	matar
homicidal	fear	0.959	homicida
catastrophe	fear	0.953	catàstrofe
annihilate	fear	0.953	aniquilar
murderer	fear	0.953	assassí
terror	fear	0.953	terror
dying	fear	0.948	morint
war	fear	0.942	guerra
bombing	fear	0.938	bombardeig
bomb	fear	0.935	bomba
missiles	fear	0.934	míssils
horror	fear	0.923	horror
brutality	fear	0.922	brutalitat
terrorize	fear	0.922	terroritzar
horrified	fear	0.922	horroritzat
bloodthirsty	fear	0.922	assedegat de sang
murderous	fear	0.920	assassina
massacre	fear	0.911	massacre
terrifying	fear	0.906	aterridor
fatality	fear	0.906	fatalitat
horrifying	fear	0.906	horripilant
demon	fear	0.906	dimoni
mutilation	fear	0.906	mutilació
killing	fear	0.906	matar
holocaust	fear	0.906	holocaust
assassinate	fear	0.906	assassinar
terrified	fear	0.906	aterrit
devastation	fear	0.906	devastació
murder	fear	0.906	assassinat
horrors	fear	0.906	horrors
suicidal	fear	0.898	suïcida
assault	fear	0.891	assalt
kidnap	fear	0.891	segrestar
slaughter	fear	0.891	matança
crucifixion	fear	0.891	crucifixió
doomed	fear	0.888	condemnat
poisoned	fear	0.886	enverinat
suicide	fear	0.879	suïcidi
explosion	fear	0.879	explosió
deadly	fear	0.875	mortal
assassin	fear	0.875	assassí
annihilation	fear	0.875	aniquilació
savagery	fear	0.875	salvatgisme
disaster	fear	0.875	desastre
threatening	fear	0.875	amenaçador
slaughtering	fear	0.875	matança
disastrous	fear	0.875	desastrosa
dismemberment	fear	0.875	desmembrament
suffocation	fear	0.875	asfixia
rape	fear	0.870	violació
hell	fear	0.860	infern
homicide	fear	0.859	homicidi
molestation	fear	0.859	maltractament
bloodshed	fear	0.859	vessament de sang
barbaric	fear	0.859	bàrbar
explosive	fear	0.859	explosiu
warfare	fear	0.859	guerra
ihatespiders	fear	0.859	iodi les aranyes
tragedy	fear	0.859	tragèdia
anthrax	fear	0.859	àntrax
demonic	fear	0.859	demoníac
executioner	fear	0.859	botxí
dread	fear	0.859	por
guillotine	fear	0.859	guillotina
attacking	fear	0.859	atacant
peril	fear	0.859	perill
slaughterhouse	fear	0.859	escorxador
annihilated	fear	0.859	aniquilat
suffocating	fear	0.858	sufocant
treachery	fear	0.856	traïció
fright	fear	0.853	ensurt
monster	fear	0.844	monstre
traumatic	fear	0.844	traumàtic
abomination	fear	0.844	abominació
apocalypse	fear	0.844	apocalipsi
slayer	fear	0.844	assassí
scare	fear	0.844	por
morgue	fear	0.844	tancament
painful	fear	0.844	dolorós
frightened	fear	0.844	espantat
vengeance	fear	0.844	venjança
scariest	fear	0.844	més espantós
destroying	fear	0.844	destruint
execution	fear	0.844	execució
panicked	fear	0.844	en pànic
petrified	fear	0.844	petrificat
afraid	fear	0.844	por
frightening	fear	0.844	aterridor
drown	fear	0.844	ofegar
bombardment	fear	0.844	bombardeig
death	fear	0.843	mort
chaos	fear	0.839	Chaos
ghastly	fear	0.836	espantós
evil	fear	0.833	dolent
intruder	fear	0.828	intrús
hellish	fear	0.828	infernal
brutal	fear	0.828	brutal
cancer	fear	0.828	càncer
devil	fear	0.828	diable
grenade	fear	0.828	granada
eradication	fear	0.828	eradicació
frighten	fear	0.828	espantar
explode	fear	0.828	explotar
assassination	fear	0.828	assassinat
fatal	fear	0.828	fatal
paralyze	fear	0.828	paralitzar
gunmen	fear	0.828	pistolers
violently	fear	0.828	violentament
nightmare	fear	0.828	malson
doomsday	fear	0.828	dia del judici final
doom	fear	0.828	perdició
manslaughter	fear	0.828	homicidi involuntari
fear	fear	0.828	por
kidnapped	fear	0.828	segrestat
trauma	fear	0.828	trauma
morbidity	fear	0.820	morbilitat
crippling	fear	0.817	paralitzant
savage	fear	0.814	salvatge
shooting	fear	0.812	disparant
quake	fear	0.812	terratrèmol
poisonous	fear	0.812	verinós
