English Word	Emotion	Emotion-Intensity-Score	Chichewa Word
discreet	anticipation	0.289	wanzeru
noncompliance	anticipation	0.289	kusamvera
bruise	anticipation	0.289	kuvulaza
homeless	anticipation	0.289	opanda pokhala
astronomer	anticipation	0.281	katswiri wa zakuthambo
skewed	anticipation	0.281	zokhotakhota
neighbor	anticipation	0.281	mnansi
holiness	anticipation	0.273	chiyero
devil	anticipation	0.273	mdierekezi
picket	anticipation	0.273	picket
sentence	anticipation	0.273	chiganizo
latent	anticipation	0.273	zobisika
cream	anticipation	0.273	kirimu
immaturity	anticipation	0.273	kusakhwima
habitual	anticipation	0.266	chizolowezi
morals	anticipation	0.266	makhalidwe abwino
neighborhood	anticipation	0.266	Mdera
lull	anticipation	0.266	kuledzera
bye	anticipation	0.258	pa
weight	anticipation	0.258	kulemera
organ	anticipation	0.250	chiwalo
clown	anticipation	0.250	wojambula
forearm	anticipation	0.250	mkono
commonplace	anticipation	0.242	wamba
quote	anticipation	0.242	mawu
rail	anticipation	0.234	njanji
dictatorship	anticipation	0.234	ulamuliro wankhanza
treadmill	anticipation	0.234	chopondaponda
board	anticipation	0.234	bolodi
tree	anticipation	0.227	mtengo
sundial	anticipation	0.227	sundial
paralysis	anticipation	0.211	ziwalo
cement	anticipation	0.203	simenti
worm	anticipation	0.203	nyongolotsi
organization	anticipation	0.203	bungwe
lagging	anticipation	0.180	kuchedwa
neutral	anticipation	0.148	ndale
cannibalism	disgust	0.953	kudya anthu
mutilation	disgust	0.930	kudulidwa
molestation	disgust	0.914	kuzunza
incest	disgust	0.914	kugonana pachibale
rape	disgust	0.906	kugwiririra
gonorrhea	disgust	0.906	chinzonono
cannibal	disgust	0.898	wodya anthu
rot	disgust	0.891	kuvunda
corpse	disgust	0.883	mtembo
massacre	disgust	0.883	kupha anthu
excrement	disgust	0.883	chimbudzi
barf	disgust	0.875	bafi
slaughter	disgust	0.875	kupha
slaughterhouse	disgust	0.867	nyumba yophera
incestuous	disgust	0.859	wachibale
sewerage	disgust	0.859	ngalande
filth	disgust	0.859	nyansi
bigot	disgust	0.859	wamkulu
rancid	disgust	0.859	wosakhazikika
infestation	disgust	0.852	kugwidwa
plague	disgust	0.852	mliri
holocaust	disgust	0.852	chiwonongeko
bloodthirsty	disgust	0.852	waludzu
rotting	disgust	0.844	kuwola
fecal	disgust	0.844	ndowe
maggot	disgust	0.844	mphutsi
feces	disgust	0.844	ndowe
murder	disgust	0.839	kupha
asshole	disgust	0.836	Chitsiru
homicide	disgust	0.836	kupha
enslaved	disgust	0.836	kukhala akapolo
infanticide	disgust	0.836	kupha ana
perverted	disgust	0.828	wopotozedwa
excretion	disgust	0.828	excretion
gore	disgust	0.828	gore
slaughtering	disgust	0.828	kupha
torture	disgust	0.828	kuzunza
contaminate	disgust	0.821	wononga
revolting	disgust	0.820	wopanduka
gory	disgust	0.820	gory
shit	disgust	0.820	zoyipa
terrorist	disgust	0.820	zigawenga
murderer	disgust	0.820	wakupha
repugnant	disgust	0.820	zonyansa
manure	disgust	0.820	manyowa
pervert	disgust	0.820	kupotoza
diarrhoea	disgust	0.820	kutsekula m'mimba
grotesque	disgust	0.820	zodabwitsa
desecration	disgust	0.820	kuipitsidwa
faeces	disgust	0.812	ndowe
slavery	disgust	0.812	ukapolo
sewer	disgust	0.812	ngalande
cadaver	disgust	0.812	kamba
manslaughter	disgust	0.812	kupha munthu
dismemberment	disgust	0.812	kudulidwa ziwalo
vomit	disgust	0.812	masanzi
perverse	disgust	0.805	wokhota
repulsive	disgust	0.805	wonyansa
hemorrhage	disgust	0.805	kutaya magazi
sewage	disgust	0.797	zimbudzi
filthy	disgust	0.797	zonyansa
diseased	disgust	0.797	odwala
depravity	disgust	0.797	kuipa
carcass	disgust	0.795	nyama
decompose	disgust	0.789	kuwola
gruesome	disgust	0.789	zowopsya
mutilated	disgust	0.789	wodulidwa
puke	disgust	0.789	paka
herpes	disgust	0.789	herpes
decayed	disgust	0.789	chovunda
dung	disgust	0.789	ndowe
vermin	disgust	0.789	nsozi
murderous	disgust	0.789	wakupha
parasite	disgust	0.789	tiziromboti
horrific	disgust	0.789	zoopsa
carnage	disgust	0.781	kupha anthu
malaria	disgust	0.781	malungo
slime	disgust	0.781	matope
flatulence	disgust	0.781	flatulence
pestilence	disgust	0.781	mliri
crap	disgust	0.781	zopanda pake
monstrosity	disgust	0.781	monstrosity
loathsome	disgust	0.773	zonyansa
toxic	disgust	0.773	zapoizoni
morgue	disgust	0.773	morge
pus	disgust	0.773	pus
herpesvirus	disgust	0.773	herpesvirus
leprosy	disgust	0.773	khate
insidious	disgust	0.773	wonyenga
cruel	disgust	0.766	wankhanza
regurgitation	disgust	0.766	regurgitation
anthrax	disgust	0.766	matenda a anthrax
xenophobia	disgust	0.766	xenophobia
repugnance	disgust	0.766	kunyansidwa
lynch	disgust	0.766	lynch
revulsion	disgust	0.766	kuipidwa
whore	disgust	0.766	hule
dissection	disgust	0.759	kupatukana
mucous	disgust	0.758	mucous
canker	disgust	0.758	khansa
slum	disgust	0.758	malo osanja
infectious	disgust	0.758	opatsirana
evil	disgust	0.758	zoipa
phlegm	disgust	0.758	phlegm
cruelty	disgust	0.758	nkhanza
perversion	disgust	0.758	kupotoza
sinister	disgust	0.750	woyipa
leeches	disgust	0.750	leeches
corrupting	disgust	0.750	zowononga
decomposition	disgust	0.750	kuwonongeka
abomination	disgust	0.742	chonyansa
stinking	disgust	0.742	kununkha
bile	disgust	0.742	bile
demonic	disgust	0.742	wa ziwanda
deranged	disgust	0.742	wosokonezeka
abhorrence	disgust	0.742	kunyansidwa
soiled	disgust	0.742	wodetsedwa
mucus	disgust	0.742	mamina
septic	disgust	0.742	septic
sickening	disgust	0.742	kudwala
demon	disgust	0.742	chiwanda
cancer	disgust	0.734	khansa
obese	disgust	0.734	onenepa
degeneracy	disgust	0.734	kufooka
despicable	disgust	0.734	wonyozeka
atrocity	disgust	0.734	nkhanza
foul	disgust	0.734	zoipa
sicken	disgust	0.734	odwala
crucifixion	disgust	0.734	kupachikidwa
terrorism	disgust	0.734	uchigawenga
repulsion	disgust	0.727	kubweza
morbidity	disgust	0.727	matenda
dysentery	disgust	0.727	kamwazi
enema	disgust	0.727	enema
bacterium	disgust	0.727	bakiteriya
dirty	disgust	0.727	zakuda
adultery	disgust	0.727	chigololo
contamination	disgust	0.727	kuipitsidwa
grisly	disgust	0.727	mwaukali
diabolical	disgust	0.727	wauchiwanda
autopsy	disgust	0.719	autopsy
barbaric	disgust	0.719	wankhanza
vulgar	disgust	0.719	zonyansa
entrails	disgust	0.719	zamkati
disgust	disgust	0.719	kunyansidwa
lewd	disgust	0.719	zachiwerewere
muck	disgust	0.719	matope
bowels	disgust	0.719	matumbo
garbage	disgust	0.719	zinyalala
deterioration	disgust	0.719	kuwonongeka
contagion	disgust	0.719	kupatsirana
vicious	disgust	0.719	wankhanza
disfigured	disgust	0.719	owonongeka
pungent	disgust	0.719	chakupha
gross	disgust	0.719	zoyipa
bloodshed	disgust	0.714	kukhetsa mwazi
gag	disgust	0.711	gag
pollute	disgust	0.711	kuipitsa
nausea	disgust	0.711	nseru
tyrant	disgust	0.711	wankhanza
wretched	disgust	0.711	watsoka
mortification	disgust	0.711	mortification
violent	disgust	0.711	zachiwawa
poisoned	disgust	0.711	wakupha
nauseate	disgust	0.703	nseru
slimy	disgust	0.703	woonda
grope	disgust	0.703	kupapasa
slut	disgust	0.703	slut
nasty	disgust	0.703	zoipa
disgusting	disgust	0.703	zonyansa
depraved	disgust	0.703	woipa
porn	disgust	0.703	zolaula
hateful	disgust	0.703	wonyansa
vulgarity	disgust	0.703	zamwano
noxious	disgust	0.703	zoopsa
grime	disgust	0.703	grime
constipation	disgust	0.703	kudzimbidwa
secretion	disgust	0.703	kubisa
poisoning	disgust	0.703	poyizoni
despotism	disgust	0.703	kupondereza
measles	disgust	0.696	chikuku
contagious	disgust	0.695	opatsirana
obesity	disgust	0.695	kunenepa kwambiri
wart	disgust	0.695	njerewere
hate	disgust	0.695	chidani
hellish	disgust	0.695	gehena
scum	disgust	0.695	scum
suicidal	disgust	0.695	wodzipha
wretch	disgust	0.695	watsoka
abuse	disgust	0.695	nkhanza
waste	disgust	0.695	kutaya
intestinal	disgust	0.695	m'mimba
heartworm	disgust	0.688	mtima
ooze	disgust	0.688	uwu
treason	disgust	0.688	kuukira boma
contaminated	disgust	0.688	woipitsidwa
smut	disgust	0.688	smut
disease	disgust	0.688	matenda
rabid	disgust	0.688	wachikali
deformed	disgust	0.680	wopunduka
hell	disgust	0.680	gehena
soulless	disgust	0.680	wopanda moyo
cholera	disgust	0.680	kolera
bestial	disgust	0.680	wachinyama
antichrist	disgust	0.680	wokana Khristu
freakish	disgust	0.680	zodabwitsa
germ	disgust	0.680	nyongolosi
detest	disgust	0.680	kunyansidwa
pollution	disgust	0.680	kuipitsa
grimy	disgust	0.680	zachisoni
abhorrent	disgust	0.680	zonyansa
hatred	disgust	0.680	chidani
abominate	disgust	0.680	wonyansa
sickness	disgust	0.680	matenda
hideous	disgust	0.672	zoopsa
dictatorship	disgust	0.672	ulamuliro wankhanza
loathful	disgust	0.672	zonyansa
greasy	disgust	0.672	zamafuta
dilapidated	disgust	0.672	chofooka
inhuman	disgust	0.672	wopanda umunthu
loathing	disgust	0.672	kunyansidwa
obscene	disgust	0.672	zotukwana
cess	disgust	0.670	cess
devil	disgust	0.664	mdierekezi
deformity	disgust	0.664	chilema
nauseous	disgust	0.664	nseru
deadly	disgust	0.664	zakupha
swine	disgust	0.664	nkhumba
discrimination	disgust	0.664	tsankho
abominable	disgust	0.664	zonyansa
masochism	disgust	0.664	masochism
heretic	disgust	0.664	wonyenga
latrines	disgust	0.656	zimbudzi
corruption	disgust	0.656	ziphuphu
poisonous	disgust	0.656	chakupha
horror	disgust	0.656	mantha
nefarious	disgust	0.656	wonyansa
bacteria	disgust	0.656	mabakiteriya
horrible	disgust	0.656	zoopsa
trash	disgust	0.656	zinyalala
abortion	disgust	0.656	kuchotsa mimba
death	disgust	0.656	imfa
prejudiced	disgust	0.656	tsankho
poison	disgust	0.656	poizoni
oppression	disgust	0.656	kuponderezana
goo	disgust	0.656	goo
victimized	disgust	0.656	kuzunzidwa
mange	disgust	0.656	manga
sludge	disgust	0.648	matope
trashy	disgust	0.648	zinyalala
vindictive	disgust	0.648	wobwezera
horrid	disgust	0.648	zoopsa
ugly	disgust	0.648	woyipa
immoral	disgust	0.648	wachiwerewere
bitch	disgust	0.648	kuluma
outhouse	disgust	0.648	nyumba yakunja
detestation	disgust	0.648	kunyansidwa
horrifying	disgust	0.641	zochititsa mantha
laxative	disgust	0.641	mankhwala ofewetsa tuvi tolimba
unsightly	disgust	0.641	zosawoneka bwino
derogatory	disgust	0.641	wonyoza
slop	disgust	0.641	kutsetsereka
malfeasance	disgust	0.641	kusowa mphamvu
spew	disgust	0.641	mpweya
pimple	disgust	0.641	ziphuphu
criminality	disgust	0.641	umbanda
indecency	disgust	0.641	zamanyazi
cystic	disgust	0.641	cystic
villainous	disgust	0.641	woipa
queasy	disgust	0.633	queasy
mildew	disgust	0.633	mildew
oppressive	disgust	0.633	wopondereza
prostitution	disgust	0.633	uhule
secrete	disgust	0.633	chinsinsi
ulcer	disgust	0.633	chilonda
rat	disgust	0.633	makoswe
bigoted	disgust	0.633	wodzikweza
perpetrator	disgust	0.633	wolakwira
doomsday	disgust	0.633	tsiku lachiweruzo
sinful	disgust	0.633	wochimwa
degrading	disgust	0.625	kutsitsa ulemu
ghastly	disgust	0.625	mwankhanza
suffering	disgust	0.625	kuvutika
obscenity	disgust	0.625	zotukwana
devilish	disgust	0.625	wasatana
disgraceful	disgust	0.625	zamanyazi
persecution	disgust	0.625	kuzunzidwa
contemptible	disgust	0.625	wonyozeka
cuckold	disgust	0.625	kukoko
stools	disgust	0.625	chimbudzi
dastardly	disgust	0.625	mwamwayi
sin	disgust	0.625	tchimo
gluttony	disgust	0.625	kususuka
bloated	disgust	0.625	chotupa
fungus	disgust	0.625	bowa
aghast	disgust	0.625	mantha
diaper	disgust	0.617	thewera
malicious	disgust	0.617	wanjiru
polygamy	disgust	0.617	mitala
dying	disgust	0.617	akufa
termite	disgust	0.617	chiswe
fat	disgust	0.617	mafuta
deceit	disgust	0.617	chinyengo
atrocious	disgust	0.617	wankhanza
guillotine	disgust	0.617	guillotine
tetanus	disgust	0.617	kafumbata
spoil	disgust	0.617	wononga
crusty	disgust	0.617	chokhuthala
sickly	disgust	0.617	odwala
louse	disgust	0.617	nsabwe
strangle	disgust	0.617	nyonga
betrayal	disgust	0.617	kuperekedwa
loathe	disgust	0.617	kunyansidwa
wench	disgust	0.617	wench
infect	disgust	0.617	kupatsira
violently	disgust	0.609	mwankhanza
brothel	disgust	0.609	nyumba ya mahule
drool	disgust	0.609	drool
bleeding	disgust	0.609	kutuluka magazi
deform	disgust	0.609	kupunduka
ghetto	disgust	0.609	ghetto
sabotage	disgust	0.609	kuwononga
venomous	disgust	0.609	chakupha
abhor	disgust	0.609	kunyansidwa
slander	disgust	0.609	miseche
hostile	disgust	0.609	waudani
musty	disgust	0.602	musty
illicit	disgust	0.602	wosaloledwa
ugliness	disgust	0.602	kuipa
unwashed	disgust	0.602	osasamba
swampy	disgust	0.602	madambo
deprivation	disgust	0.602	kusowa
poaching	disgust	0.602	kupha nyama
hag	disgust	0.602	hag
infidel	disgust	0.602	wosakhulupirira
imprisonment	disgust	0.602	kumangidwa
traitor	disgust	0.602	wachiwembu
lunacy	disgust	0.602	wamisala
queasiness	disgust	0.594	queasiness
hostility	disgust	0.594	chidani
repelling	disgust	0.594	kubweza
intoxicated	disgust	0.594	kuledzera
thug	disgust	0.594	chigawenga
catastrophe	disgust	0.594	tsoka
lunatic	disgust	0.594	wamisala
misery	disgust	0.594	chisoni
venom	disgust	0.594	utsi
butcher	disgust	0.594	wopha nyama
toilet	disgust	0.594	chimbudzi
blister	disgust	0.594	chithuza
lurid	disgust	0.594	lurid
slug	disgust	0.594	slug
gut	disgust	0.594	matumbo
sinner	disgust	0.594	wochimwa
deceitful	disgust	0.594	wachinyengo
epidemic	disgust	0.594	mliri
deteriorated	disgust	0.586	zinawonongeka
lavatory	disgust	0.586	chimbudzi
unclean	disgust	0.586	wodetsedwa
prostitute	disgust	0.586	hule
incubus	disgust	0.586	incubus
appalling	disgust	0.586	zochititsa mantha
dreadful	disgust	0.586	zowopsya
pornography	disgust	0.586	zolaula
harass	disgust	0.586	zunza
squeamish	disgust	0.578	squeamish
expulsion	disgust	0.578	kuthamangitsidwa
unfaithful	disgust	0.578	osakhulupirika
offensive	disgust	0.578	zokhumudwitsa
hypocrite	disgust	0.578	wachinyengo
humiliating	disgust	0.578	kuchititsa manyazi
larceny	disgust	0.578	zachipongwe
ruinous	disgust	0.578	zowononga
retard	disgust	0.578	kuchedwa
rash	disgust	0.578	zidzolo
flea	disgust	0.578	utitiri
debauchery	disgust	0.578	chiwerewere
fiend	disgust	0.578	imfa
quagmire	disgust	0.578	quagmire
conspirator	disgust	0.578	wochitira chiwembu
sick	disgust	0.578	odwala
mangle	disgust	0.578	mgulu
dogsick	disgust	0.570	kudwala
egregious	disgust	0.570	zazikulu
flog	disgust	0.570	kukwapula
despise	disgust	0.570	kunyoza
treacherous	disgust	0.570	wachinyengo
oppress	disgust	0.570	kupondereza
swamp	disgust	0.570	madambo
messy	disgust	0.570	zosokoneza
spit	disgust	0.570	kulavulira
dank	disgust	0.570	pansi
bastard	disgust	0.570	Chitsiru
devastating	disgust	0.570	zowononga
serpent	disgust	0.570	njoka
loo	disgust	0.562	loo
indecent	disgust	0.562	wopanda ulemu
insanity	disgust	0.562	misala
stealing	disgust	0.562	kuba
terrible	disgust	0.562	zoopsa
tyrannical	disgust	0.562	wankhanza
humiliation	disgust	0.562	kunyozeka
snake	disgust	0.562	njoka
sloppy	disgust	0.562	wosasamala
sinning	disgust	0.562	kuchimwa
harmful	disgust	0.562	zovulaza
harlot	disgust	0.562	hule
sordid	disgust	0.562	zoipa
enemy	disgust	0.562	mdani
alcoholism	disgust	0.562	uchidakwa
awful	disgust	0.562	zoopsa
ruthless	disgust	0.562	wopanda chifundo
scoundrel	disgust	0.562	wachipongwe
bloody	disgust	0.555	wamagazi
flabby	disgust	0.555	choyipa
odious	disgust	0.555	zonyansa
beastly	disgust	0.555	mwachilombo
collusion	disgust	0.555	kugwirizana
ridicule	disgust	0.555	kunyoza
discriminating	disgust	0.555	kusankhana
unattractive	disgust	0.555	wosakongola
insufferable	disgust	0.555	osapirira
segregate	disgust	0.555	kusankha
arsenic	disgust	0.555	arsenic
threatening	disgust	0.555	kuwopseza
atrophy	disgust	0.555	kukomoka
varicella	disgust	0.555	varicella
slayer	disgust	0.555	wakupha
distaste	disgust	0.555	kuipidwa
coward	disgust	0.555	wamantha
robbery	disgust	0.555	umbava
wickedness	disgust	0.555	kuipa
anathema	disgust	0.547	anathema
malevolent	disgust	0.547	wankhanza
sty	disgust	0.547	sty
pillage	disgust	0.547	kulanda
thief	disgust	0.547	wakuba
suffocating	disgust	0.547	kukomoka
condemnation	disgust	0.547	kutsutsidwa
deleterious	disgust	0.547	zowononga
slur	disgust	0.547	slur
purgatory	disgust	0.547	purigatoriyo
attacking	disgust	0.547	kuukira
burglar	disgust	0.547	wakuba
ogre	disgust	0.547	ogre
coercion	disgust	0.547	kukakamiza
vesicular	disgust	0.547	vesicular
miserable	disgust	0.547	wachisoni
bitterly	disgust	0.547	zowawa
sneer	disgust	0.539	monyodola
greedy	disgust	0.539	wadyera
gob	disgust	0.539	gob
repellant	disgust	0.539	wobwebweta
jealous	disgust	0.539	wansanje
drunken	disgust	0.539	kuledzera
shame	disgust	0.539	manyazi
thrash	disgust	0.539	thrash
fatty	disgust	0.539	mafuta
liar	disgust	0.539	wabodza
imprisoned	disgust	0.539	kumangidwa
sloth	disgust	0.539	ulesi
repudiation	disgust	0.539	kukana
disgrace	disgust	0.539	manyazi
infidelity	disgust	0.539	kusakhulupirika
pig	disgust	0.539	nkhumba
lethal	disgust	0.536	zakupha
burnt	disgust	0.531	kuwotchedwa
brawl	disgust	0.531	kukangana
withered	disgust	0.531	chofota
blemish	disgust	0.531	chilema
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	kusokonekera
smuggler	disgust	0.531	wozembetsa
painful	disgust	0.531	zowawa
condescension	disgust	0.531	kudzichepetsa
intolerant	disgust	0.531	wosalolera
blasphemous	disgust	0.531	mwano
lying	disgust	0.531	kunama
hanging	disgust	0.531	kulendewera
travesty	disgust	0.531	kunyansidwa
ruined	disgust	0.531	wonongeka
intrusive	disgust	0.531	wosokoneza
disintegrate	disgust	0.531	kupasuka
destructive	disgust	0.531	zowononga
neurotic	disgust	0.531	neurotic
disparaging	disgust	0.523	kunyoza
blighted	disgust	0.523	choyipidwa
intolerance	disgust	0.523	kusalolera
mistress	disgust	0.523	mbuye
avarice	disgust	0.523	kudya
disgraced	disgust	0.523	manyazi
derogation	disgust	0.523	kunyoza
rubbish	disgust	0.523	zinyalala
accusation	disgust	0.523	mlandu
incarceration	disgust	0.523	kutsekeredwa m’ndende
tortious	disgust	0.516	wovutitsa
dishonor	disgust	0.516	manyazi
stink	disgust	0.516	kununkha
grim	disgust	0.516	zachisoni
rob	disgust	0.516	kulanda
