English Word	Emotion	Emotion-Intensity-Score	Korean Word
sewerage	disgust	0.859	하수 설비
filth	disgust	0.859	오물
bigot	disgust	0.859	편협한
rancid	disgust	0.859	썩은
infestation	disgust	0.852	침입
plague	disgust	0.852	역병
holocaust	disgust	0.852	대학살
bloodthirsty	disgust	0.852	피에 굶주린
rotting	disgust	0.844	썩어가는
fecal	disgust	0.844	대변
maggot	disgust	0.844	변덕
feces	disgust	0.844	대변
murder	disgust	0.839	살인
asshole	disgust	0.836	항문
homicide	disgust	0.836	살인
enslaved	disgust	0.836	노예
infanticide	disgust	0.836	영아 살해
perverted	disgust	0.828	이상의
excretion	disgust	0.828	배설
gore	disgust	0.828	핏덩어리
slaughtering	disgust	0.828	도살
torture	disgust	0.828	고문
contaminate	disgust	0.821	오염시키다
revolting	disgust	0.820	역겨운
gory	disgust	0.820	피투성이
shit	disgust	0.820	똥
terrorist	disgust	0.820	테러리스트
murderer	disgust	0.820	살인자
repugnant	disgust	0.820	지겨운
manure	disgust	0.820	비료
pervert	disgust	0.820	변태
diarrhoea	disgust	0.820	설사
grotesque	disgust	0.820	그로테스크한
desecration	disgust	0.820	신성 모독
faeces	disgust	0.812	대변
slavery	disgust	0.812	노예 제도
sewer	disgust	0.812	하수
cadaver	disgust	0.812	시체
manslaughter	disgust	0.812	살인
dismemberment	disgust	0.812	절단
vomit	disgust	0.812	토하다
perverse	disgust	0.805	변태
repulsive	disgust	0.805	혐오스러운
hemorrhage	disgust	0.805	출혈
sewage	disgust	0.797	하수 오물
filthy	disgust	0.797	불결한
diseased	disgust	0.797	병든
depravity	disgust	0.797	타락
carcass	disgust	0.795	시체
decompose	disgust	0.789	분해하다
gruesome	disgust	0.789	소름 끼치는
mutilated	disgust	0.789	훼손된
puke	disgust	0.789	구토
herpes	disgust	0.789	수포진
decayed	disgust	0.789	부패
dung	disgust	0.789	똥
vermin	disgust	0.789	해충
murderous	disgust	0.789	살인적인
parasite	disgust	0.789	기생물
horrific	disgust	0.789	무서운
carnage	disgust	0.781	대학살
malaria	disgust	0.781	말라리아
slime	disgust	0.781	더러운 것
flatulence	disgust	0.781	공허
pestilence	disgust	0.781	역병
crap	disgust	0.781	쓰레기
monstrosity	disgust	0.781	기괴
loathsome	disgust	0.773	기분 나쁜
toxic	disgust	0.773	독성
morgue	disgust	0.773	거만
pus	disgust	0.773	고름
herpesvirus	disgust	0.773	헤르페스 바이러스
leprosy	disgust	0.773	나병
insidious	disgust	0.773	교활한
cruel	disgust	0.766	잔혹한
regurgitation	disgust	0.766	역류
anthrax	disgust	0.766	탄저병
xenophobia	disgust	0.766	외국인 혐오증
repugnance	disgust	0.766	모순
lynch	disgust	0.766	사형
revulsion	disgust	0.766	격변
whore	disgust	0.766	매춘부
dissection	disgust	0.759	해부
mucous	disgust	0.758	점액
canker	disgust	0.758	구강 궤양
slum	disgust	0.758	빈민굴
infectious	disgust	0.758	전염성
evil	disgust	0.758	사악한
phlegm	disgust	0.758	담
cruelty	disgust	0.758	잔학
perversion	disgust	0.758	곡해
sinister	disgust	0.750	불길한
leeches	disgust	0.750	거머리
corrupting	disgust	0.750	부패
decomposition	disgust	0.750	분해
abomination	disgust	0.742	질색
stinking	disgust	0.742	냄새나는
bile	disgust	0.742	담즙
demonic	disgust	0.742	악마 같은
deranged	disgust	0.742	미친
abhorrence	disgust	0.742	혐오
soiled	disgust	0.742	더러워진
mucus	disgust	0.742	점액
septic	disgust	0.742	부패물
sickening	disgust	0.742	역겹다
demon	disgust	0.742	악마
cancer	disgust	0.734	암
obese	disgust	0.734	뚱뚱한
degeneracy	disgust	0.734	퇴화
despicable	disgust	0.734	비열한
atrocity	disgust	0.734	포악
foul	disgust	0.734	반칙
sicken	disgust	0.734	싫증 나게 하다
crucifixion	disgust	0.734	큰 시련
terrorism	disgust	0.734	테러
repulsion	disgust	0.727	반발
morbidity	disgust	0.727	병적 상태
dysentery	disgust	0.727	이질
enema	disgust	0.727	관장
bacterium	disgust	0.727	박테리아
dirty	disgust	0.727	더러운
adultery	disgust	0.727	간통
contamination	disgust	0.727	오염
grisly	disgust	0.727	소름 끼치게 하는
diabolical	disgust	0.727	악마 같은
autopsy	disgust	0.719	검시
barbaric	disgust	0.719	야만인 같은
vulgar	disgust	0.719	저속한
entrails	disgust	0.719	내장
disgust	disgust	0.719	싫음
lewd	disgust	0.719	음란
muck	disgust	0.719	쓰레기
bowels	disgust	0.719	창자
garbage	disgust	0.719	쓰레기
deterioration	disgust	0.719	악화
contagion	disgust	0.719	전염병
vicious	disgust	0.719	나쁜
disfigured	disgust	0.719	기형
pungent	disgust	0.719	날카로운
gross	disgust	0.719	역겨운
bloodshed	disgust	0.714	유혈
gag	disgust	0.711	개그
pollute	disgust	0.711	오염시키다
nausea	disgust	0.711	메스꺼움
tyrant	disgust	0.711	폭군
wretched	disgust	0.711	비참한
mortification	disgust	0.711	고행
violent	disgust	0.711	폭력적인
poisoned	disgust	0.711	중독된
nauseate	disgust	0.703	욕지기 나다
slimy	disgust	0.703	불쾌한
grope	disgust	0.703	더듬다
slut	disgust	0.703	암캐
nasty	disgust	0.703	끔찍한
disgusting	disgust	0.703	역겨운
depraved	disgust	0.703	타락한
porn	disgust	0.703	포르노
hateful	disgust	0.703	혐오스러운
vulgarity	disgust	0.703	속악
noxious	disgust	0.703	유해한
grime	disgust	0.703	때
constipation	disgust	0.703	변비
secretion	disgust	0.703	분비
poisoning	disgust	0.703	중독
despotism	disgust	0.703	전제국
measles	disgust	0.696	흥역
contagious	disgust	0.695	전염성의
obesity	disgust	0.695	비만
wart	disgust	0.695	사마귀
hate	disgust	0.695	싫어하다
hellish	disgust	0.695	지옥 같은
scum	disgust	0.695	찌끼
suicidal	disgust	0.695	자살 충동
wretch	disgust	0.695	놈
abuse	disgust	0.695	남용
waste	disgust	0.695	쓰레기
intestinal	disgust	0.695	장의
heartworm	disgust	0.688	심장사상충
ooze	disgust	0.688	습지
treason	disgust	0.688	반역
contaminated	disgust	0.688	더럽히는
smut	disgust	0.688	흑수병
disease	disgust	0.688	질병
rabid	disgust	0.688	맹렬한
deformed	disgust	0.680	변형
hell	disgust	0.680	지옥
soulless	disgust	0.680	영혼 없는
cholera	disgust	0.680	콜레라
bestial	disgust	0.680	짐승 같은
antichrist	disgust	0.680	적그리스도
freakish	disgust	0.680	이상한
germ	disgust	0.680	세균
detest	disgust	0.680	싫어하다
pollution	disgust	0.680	오염
grimy	disgust	0.680	때로 더럽혀진
abhorrent	disgust	0.680	혐오스러운
hatred	disgust	0.680	증오
abominate	disgust	0.680	가증하다
sickness	disgust	0.680	병
hideous	disgust	0.672	끔찍한
dictatorship	disgust	0.672	절대권
loathful	disgust	0.672	싫는
greasy	disgust	0.672	기름 바른
dilapidated	disgust	0.672	낡은
inhuman	disgust	0.672	비인간적인
loathing	disgust	0.672	싫음
obscene	disgust	0.672	역겨운
cess	disgust	0.670	운
devil	disgust	0.664	악마
deformity	disgust	0.664	기형
nauseous	disgust	0.664	메스꺼움
deadly	disgust	0.664	치명적인
swine	disgust	0.664	돼지
discrimination	disgust	0.664	차별
abominable	disgust	0.664	가증스러운
masochism	disgust	0.664	마조히즘
heretic	disgust	0.664	이교도
latrines	disgust	0.656	변소
corruption	disgust	0.656	부패
poisonous	disgust	0.656	유해한
horror	disgust	0.656	공포
nefarious	disgust	0.656	극악한
bacteria	disgust	0.656	박테리아
horrible	disgust	0.656	끔찍한
trash	disgust	0.656	쓰레기
abortion	disgust	0.656	낙태
death	disgust	0.656	죽음
prejudiced	disgust	0.656	편견
poison	disgust	0.656	독
oppression	disgust	0.656	압박
goo	disgust	0.656	찐득찐득한 것
victimized	disgust	0.656	희생
mange	disgust	0.656	옴
sludge	disgust	0.648	진흙
trashy	disgust	0.648	쓰레기
vindictive	disgust	0.648	복수심 있는
horrid	disgust	0.648	무서운
ugly	disgust	0.648	못생긴
immoral	disgust	0.648	부도덕한
bitch	disgust	0.648	암캐
outhouse	disgust	0.648	바깥채
detestation	disgust	0.648	아주 싫어함
horrifying	disgust	0.641	소름 끼치는
laxative	disgust	0.641	완하제
unsightly	disgust	0.641	보기 흉한
derogatory	disgust	0.641	경멸적인
slop	disgust	0.641	싸구려 기성복
malfeasance	disgust	0.641	부정 행위
spew	disgust	0.641	내뿜다
pimple	disgust	0.641	여드름
criminality	disgust	0.641	범죄
indecency	disgust	0.641	외설
cystic	disgust	0.641	낭포성
villainous	disgust	0.641	악한 같은
queasy	disgust	0.633	짜증나는
mildew	disgust	0.633	곰팡이
oppressive	disgust	0.633	억압적인
prostitution	disgust	0.633	매춘
secrete	disgust	0.633	분비하다
ulcer	disgust	0.633	궤양
rat	disgust	0.633	쥐
bigoted	disgust	0.633	편협한
perpetrator	disgust	0.633	가해자
doomsday	disgust	0.633	최후의 날
sinful	disgust	0.633	죄 많은
degrading	disgust	0.625	굴욕적인
ghastly	disgust	0.625	무서운
suffering	disgust	0.625	고통
obscenity	disgust	0.625	외설
devilish	disgust	0.625	악마 같은
disgraceful	disgust	0.625	수치스러운
persecution	disgust	0.625	박해
contemptible	disgust	0.625	경멸하는
cuckold	disgust	0.625	오쟁이 진 남편
stools	disgust	0.625	변
dastardly	disgust	0.625	비겁한
sin	disgust	0.625	죄
gluttony	disgust	0.625	대식
bloated	disgust	0.625	부푼
fungus	disgust	0.625	진균류
aghast	disgust	0.625	깜짝 놀라
diaper	disgust	0.617	기저귀
malicious	disgust	0.617	악의 있는
polygamy	disgust	0.617	일부다처제
dying	disgust	0.617	사망
termite	disgust	0.617	흰개미
fat	disgust	0.617	지방
deceit	disgust	0.617	책략
atrocious	disgust	0.617	극악한
guillotine	disgust	0.617	기요틴
tetanus	disgust	0.617	파상풍
spoil	disgust	0.617	약탈
crusty	disgust	0.617	딱딱한
sickly	disgust	0.617	병난
louse	disgust	0.617	이
strangle	disgust	0.617	교살
betrayal	disgust	0.617	배신
loathe	disgust	0.617	싫다
wench	disgust	0.617	처녀
infect	disgust	0.617	감염
violently	disgust	0.609	맹렬히
brothel	disgust	0.609	매음굴
drool	disgust	0.609	군침
bleeding	disgust	0.609	출혈
deform	disgust	0.609	추하게 하다
ghetto	disgust	0.609	빈민가
sabotage	disgust	0.609	사보타주
venomous	disgust	0.609	역겨운
abhor	disgust	0.609	혐오하다
slander	disgust	0.609	중상
hostile	disgust	0.609	적의
musty	disgust	0.602	곰팡내 나는
illicit	disgust	0.602	불법
ugliness	disgust	0.602	추함
unwashed	disgust	0.602	씻지 않은
swampy	disgust	0.602	늪
deprivation	disgust	0.602	박탈
poaching	disgust	0.602	밀렵
hag	disgust	0.602	추한 노파
infidel	disgust	0.602	신앙심 없는 사람
imprisonment	disgust	0.602	투옥
traitor	disgust	0.602	배신자
lunacy	disgust	0.602	전광
queasiness	disgust	0.594	욕지기
hostility	disgust	0.594	적의
repelling	disgust	0.594	격퇴
intoxicated	disgust	0.594	취한
thug	disgust	0.594	자객
catastrophe	disgust	0.594	대단원
lunatic	disgust	0.594	미치광이
misery	disgust	0.594	불행
venom	disgust	0.594	독액
butcher	disgust	0.594	푸줏간
toilet	disgust	0.594	화장실
blister	disgust	0.594	수포
lurid	disgust	0.594	어쩐지 기분 나쁜
slug	disgust	0.594	강타
gut	disgust	0.594	배짱
sinner	disgust	0.594	죄인
deceitful	disgust	0.594	기만적인
epidemic	disgust	0.594	감염병 유행
deteriorated	disgust	0.586	악화
lavatory	disgust	0.586	화장실
unclean	disgust	0.586	더러운
prostitute	disgust	0.586	매춘부
incubus	disgust	0.586	악마
appalling	disgust	0.586	질리는
dreadful	disgust	0.586	무서운
pornography	disgust	0.586	춘화
harass	disgust	0.586	괴롭히다
squeamish	disgust	0.578	비꼬는
expulsion	disgust	0.578	제명
unfaithful	disgust	0.578	불충실한
offensive	disgust	0.578	공격
hypocrite	disgust	0.578	위선자
humiliating	disgust	0.578	굴욕적인
larceny	disgust	0.578	절도죄
ruinous	disgust	0.578	파멸적인
retard	disgust	0.578	지체
rash	disgust	0.578	발진
flea	disgust	0.578	벼룩
debauchery	disgust	0.578	방탕
fiend	disgust	0.578	악마
quagmire	disgust	0.578	소택지
conspirator	disgust	0.578	공모자
sick	disgust	0.578	아픈
mangle	disgust	0.578	압착 롤러
dogsick	disgust	0.570	개병
egregious	disgust	0.570	악명 높은
flog	disgust	0.570	팔다
despise	disgust	0.570	경멸하다
treacherous	disgust	0.570	믿을 수 없는
oppress	disgust	0.570	억압하다
swamp	disgust	0.570	늪
messy	disgust	0.570	지저분한
spit	disgust	0.570	침
dank	disgust	0.570	축축한
bastard	disgust	0.570	새끼
devastating	disgust	0.570	지독한
serpent	disgust	0.570	뱀
loo	disgust	0.562	화장실
indecent	disgust	0.562	음란
insanity	disgust	0.562	광기
stealing	disgust	0.562	훔침
terrible	disgust	0.562	끔찍한
tyrannical	disgust	0.562	폭군
humiliation	disgust	0.562	굴욕
snake	disgust	0.562	뱀
sloppy	disgust	0.562	묽고 싱거운
sinning	disgust	0.562	죄를 짓다
harmful	disgust	0.562	해로운
harlot	disgust	0.562	매춘부
sordid	disgust	0.562	더러운
enemy	disgust	0.562	적
alcoholism	disgust	0.562	대주
awful	disgust	0.562	끔찍한
ruthless	disgust	0.562	무자비한
scoundrel	disgust	0.562	악당
bloody	disgust	0.555	피의
flabby	disgust	0.555	연약한
odious	disgust	0.555	추악한
beastly	disgust	0.555	짐승 같은
collusion	disgust	0.555	공모
ridicule	disgust	0.555	조소
discriminating	disgust	0.555	차별
unattractive	disgust	0.555	매력적이지 않은
insufferable	disgust	0.555	참을 수 없는
segregate	disgust	0.555	분리하다
arsenic	disgust	0.555	비소
threatening	disgust	0.555	험악한
atrophy	disgust	0.555	위축
varicella	disgust	0.555	수두
slayer	disgust	0.555	살해자
distaste	disgust	0.555	싫증
coward	disgust	0.555	겁쟁이
robbery	disgust	0.555	강도
wickedness	disgust	0.555	사악
anathema	disgust	0.547	저주
malevolent	disgust	0.547	악의 있는
sty	disgust	0.547	다래끼
pillage	disgust	0.547	약탈
thief	disgust	0.547	도둑
suffocating	disgust	0.547	질식
condemnation	disgust	0.547	비난
deleterious	disgust	0.547	해로운
slur	disgust	0.547	중상
purgatory	disgust	0.547	연옥
attacking	disgust	0.547	공격
burglar	disgust	0.547	강도
ogre	disgust	0.547	오우거
coercion	disgust	0.547	강제
vesicular	disgust	0.547	수포
miserable	disgust	0.547	비참한
bitterly	disgust	0.547	몹시
sneer	disgust	0.539	비웃음
greedy	disgust	0.539	탐욕스러운
gob	disgust	0.539	덩어리
repellant	disgust	0.539	구충제
jealous	disgust	0.539	질투하는
drunken	disgust	0.539	술취한
shame	disgust	0.539	창피
thrash	disgust	0.539	뒹굴다
fatty	disgust	0.539	지방이 많은
liar	disgust	0.539	거짓말쟁이
imprisoned	disgust	0.539	투옥
sloth	disgust	0.539	나태
repudiation	disgust	0.539	포기
disgrace	disgust	0.539	불명예
infidelity	disgust	0.539	부정
pig	disgust	0.539	돼지
lethal	disgust	0.536	치명적인
burnt	disgust	0.531	탄
brawl	disgust	0.531	말다툼
withered	disgust	0.531	시든
blemish	disgust	0.531	흠
hydrocephalus	disgust	0.531	수두증
aberration	disgust	0.531	수차
smuggler	disgust	0.531	밀수선
painful	disgust	0.531	괴로운
condescension	disgust	0.531	겸손
intolerant	disgust	0.531	편협
blasphemous	disgust	0.531	신성모독
lying	disgust	0.531	거짓말하는
hanging	disgust	0.531	교수형
