English Word	Emotion	Emotion-Intensity-Score	Lithuanian Word
stain	disgust	0.484	dėmė
animosity	disgust	0.484	priešiškumas
contempt	disgust	0.484	panieka
tramp	disgust	0.484	valkata
nepotism	disgust	0.484	nepotizmas
disrespectful	disgust	0.484	nepagarbus
defamation	disgust	0.484	šmeižimas
inexcusable	disgust	0.484	nepateisinama
aversation	disgust	0.484	pasibjaurėjimas
wasteful	disgust	0.484	švaistomi
offender	disgust	0.484	nusikaltėlis
subjugation	disgust	0.484	pajungimas
illegality	disgust	0.477	neteisėtumas
dismal	disgust	0.477	liūdnas
criminal	disgust	0.477	nusikaltėlis
unpleasant	disgust	0.477	nemalonus
palsy	disgust	0.477	paralyžius
antagonistic	disgust	0.477	antagonistinis
pathetic	disgust	0.477	apgailėtina
uncaring	disgust	0.477	nerūpestingas
suppression	disgust	0.477	slopinimas
immorality	disgust	0.477	amoralumas
mockery	disgust	0.477	pasityčiojimas
outrage	disgust	0.469	pasipiktinimas
mocking	disgust	0.469	pašaipiai
wallow	disgust	0.469	šliaužti
cough	disgust	0.469	kosulys
arrogant	disgust	0.469	arogantiškas
angry	disgust	0.469	piktas
poverty	disgust	0.469	skurdas
grating	disgust	0.469	grotelės
livid	disgust	0.469	liūdnas
aggravation	disgust	0.469	pasunkėjimas
repellent	disgust	0.469	atstumiantis
perspiration	disgust	0.469	prakaitavimas
banishment	disgust	0.469	tremtis
furious	disgust	0.469	įsiutęs
shoddy	disgust	0.469	menkas
banshee	disgust	0.469	banshee
deceive	disgust	0.461	apgauti
fool	disgust	0.461	kvailys
quack	disgust	0.461	kvatojasi
distorted	disgust	0.461	iškreiptas
spider	disgust	0.461	voras
unjustifiable	disgust	0.461	nepateisinamas
deplore	disgust	0.461	apgailestauti
spurious	disgust	0.461	netikras
perdition	disgust	0.461	pražūtis
muddy	disgust	0.461	purvinas
fraudulent	disgust	0.461	apgavikiškas
scar	disgust	0.461	randas
prick	disgust	0.461	dūrio
insulting	disgust	0.461	įžeidžiantis
plunder	disgust	0.461	plėšti
recklessness	disgust	0.461	neapdairumas
stigma	disgust	0.453	stigma
disparage	disgust	0.453	menkinti
unthinkable	disgust	0.453	neįsivaizduojamas
disingenuous	disgust	0.453	nesąžiningi
bane	disgust	0.453	bane
dishonest	disgust	0.453	nesąžiningi
aphid	disgust	0.453	amaras
elimination	disgust	0.453	pašalinimas
cur	disgust	0.453	cur
selfish	disgust	0.453	savanaudis
eschew	disgust	0.453	vengti
dire	disgust	0.453	baisu
indignation	disgust	0.453	pasipiktinimą
antipathy	disgust	0.453	antipatija
alienate	disgust	0.453	atstumti
mosquito	disgust	0.445	uodas
piles	disgust	0.445	krūvos
pious	disgust	0.445	pamaldus
lie	disgust	0.445	meluoti
opium	disgust	0.445	opiumas
smell	disgust	0.445	kvapas
iniquity	disgust	0.445	neteisybė
caries	disgust	0.445	kariesas
despair	disgust	0.445	neviltis
recalcitrant	disgust	0.445	nepaklusnus
egotistical	disgust	0.445	egoistiškas
wasted	disgust	0.445	iššvaistytas
vacuous	disgust	0.445	tuščias
bankruptcy	disgust	0.445	bankrotas
garish	disgust	0.445	žvalus
obnoxious	disgust	0.438	nemalonus
ashamed	disgust	0.438	gėdijantis
abject	disgust	0.438	apgailėtinas
sticky	disgust	0.438	lipnus
scream	disgust	0.438	rėkti
hopelessness	disgust	0.438	beviltiškumas
homeless	disgust	0.438	benamiai
shun	disgust	0.438	vengti
inmate	disgust	0.438	kalinys
alien	disgust	0.438	ateivis
hog	disgust	0.438	šernas
aversion	disgust	0.438	pasibjaurėjimas
abnormal	disgust	0.438	nenormalus
cursing	disgust	0.430	keikdamasis
undesirable	disgust	0.430	nepageidautinas
denounce	disgust	0.430	denonsuoti
witch	disgust	0.430	ragana
creature	disgust	0.430	būtybė
lusty	disgust	0.430	geidulingas
illegal	disgust	0.430	neteisėtas
debris	disgust	0.430	šiukšlės
callous	disgust	0.430	bejausmis
reflux	disgust	0.430	refliuksas
adverse	disgust	0.430	nepalankios
shameless	disgust	0.430	begėdiškas
separatist	disgust	0.430	separatistas
trickery	disgust	0.430	gudravimas
falsity	disgust	0.430	melas
pall	disgust	0.430	pall
defiance	disgust	0.430	nepaisymas
incredulous	disgust	0.430	netikintis
curse	disgust	0.430	prakeikimas
pompous	disgust	0.422	pompastiškas
socialist	disgust	0.422	socialistas
mistrust	disgust	0.422	nepasitikėjimas
infantile	disgust	0.422	infantilus
wasting	disgust	0.422	švaistymas
hairy	disgust	0.422	plaukuotas
nicotine	disgust	0.422	nikotino
denunciation	disgust	0.422	denonsavimas
collapse	disgust	0.422	griūtis
untidy	disgust	0.422	netvarkinga
ferocious	disgust	0.422	žiaurus
ammonia	disgust	0.422	amoniako
carelessness	disgust	0.422	neatsargumas
impure	disgust	0.422	nešvarus
contentious	disgust	0.422	ginčytinas
bum	disgust	0.422	bum
affront	disgust	0.422	įžeidimas
offend	disgust	0.422	įžeisti
tarnish	disgust	0.422	sutepti
idiotic	disgust	0.422	idiotiškas
badness	disgust	0.422	blogybė
delinquent	disgust	0.422	nusikaltėlis
swarm	disgust	0.422	spiečius
hypertrophy	disgust	0.422	hipertrofija
gush	disgust	0.422	trykšti
tasteless	disgust	0.422	neskanus
bovine	disgust	0.422	galvijų
slush	disgust	0.422	purvas
litigious	disgust	0.414	bylinėtis
dishonesty	disgust	0.414	nesąžiningumas
vegetative	disgust	0.414	vegetatyvinis
unfavorable	disgust	0.414	nepalankus
displacency	disgust	0.414	poslinkis
illegitimate	disgust	0.414	neteisėtas
sour	disgust	0.414	rūgštus
socialism	disgust	0.414	socializmas
disobey	disgust	0.414	nepaklusti
drivel	disgust	0.414	veržlus
vampire	disgust	0.414	vampyras
neglected	disgust	0.414	apleistas
murky	disgust	0.414	drumstas
ignorant	disgust	0.406	neišmanantis
disgruntled	disgust	0.406	nepatenkintas
discontinuity	disgust	0.406	nenutrūkstamumas
dislike	disgust	0.406	nepatinka
unlawful	disgust	0.406	neteisėtas
wrongdoing	disgust	0.406	neteisėtų veiksmų
shoplifting	disgust	0.406	vagystės iš parduotuvių
recidivism	disgust	0.406	recidyvas
outcast	disgust	0.406	atstumtasis
bogus	disgust	0.406	netikras
displeasure	disgust	0.406	nepasitenkinimą
repel	disgust	0.406	atstumti
falsify	disgust	0.406	falsifikuoti
ungrateful	disgust	0.406	nedėkingas
unkind	disgust	0.406	negeras
phony	disgust	0.406	netikras
prosecution	disgust	0.406	baudžiamasis persekiojimas
woe	disgust	0.398	vargas
averse	disgust	0.398	priešinasi
loon	disgust	0.398	lošimas
worsening	disgust	0.398	blogėja
paucity	disgust	0.398	stoka
unnatural	disgust	0.398	nenatūralus
amphetamines	disgust	0.398	amfetaminų
senseless	disgust	0.398	beprasmis
rigor	disgust	0.398	griežtumas
subvert	disgust	0.398	sugriauti
failure	disgust	0.398	nesėkmė
lick	disgust	0.398	laižyti
unruly	disgust	0.398	nepaklusnus
woefully	disgust	0.398	apgailėtinai
stingy	disgust	0.398	šykštus
crushing	disgust	0.398	gniuždymas
disdain	disgust	0.398	panieka
insult	disgust	0.393	įžeidimas
averseness	disgust	0.391	pasibjaurėjimas
disrelish	disgust	0.391	nepasitenkinimas
punished	disgust	0.391	nubaustas
critter	disgust	0.391	gyvūnas
damage	disgust	0.391	žalą
scorpion	disgust	0.391	skorpionas
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	mufas
farcical	disgust	0.391	farsas
antisocial	disgust	0.391	asocialus
hardened	disgust	0.391	užgrūdintas
punishment	disgust	0.391	bausmė
bad	disgust	0.391	blogai
expel	disgust	0.391	išvaryti
surly	disgust	0.383	rūstus
lament	disgust	0.383	dejuoti
illiterate	disgust	0.383	neraštingi
divorce	disgust	0.383	skyrybos
teeming	disgust	0.383	knibždėte knibžda
plagiarism	disgust	0.383	plagiatas
eviction	disgust	0.383	iškeldinimas
orc	disgust	0.383	ork
disappoint	disgust	0.383	nuvilti
shabby	disgust	0.383	apdriskęs
presumptuous	disgust	0.383	įžūlus
anaconda	disgust	0.383	anakonda
discord	disgust	0.383	nesantaika
guilt	disgust	0.383	kaltė
fugitive	disgust	0.383	pabėgęs
irrational	disgust	0.383	neracionalus
adder	disgust	0.383	sumatorius
fulsome	disgust	0.383	sotus
sacrifices	disgust	0.383	aukos
hypocritical	disgust	0.383	veidmainiškas
shock	disgust	0.375	šokas
alienation	disgust	0.375	susvetimėjimas
scoff	disgust	0.375	šaiposi
plight	disgust	0.375	bėda
irritation	disgust	0.375	dirginimas
unworthy	disgust	0.375	nevertas
misconduct	disgust	0.375	netinkamas elgesys
defective	disgust	0.375	defektinis
blame	disgust	0.375	kaltinti
depressing	disgust	0.375	slegiantis
dislocated	disgust	0.375	išniręs
irritating	disgust	0.375	erzina
vainly	disgust	0.367	veltui
toad	disgust	0.367	rupūžė
powerless	disgust	0.367	bejėgis
coerce	disgust	0.367	prievarta
shuddering	disgust	0.367	drebulys
stripped	disgust	0.367	nurengtas
revoke	disgust	0.367	atšaukti
wimpy	disgust	0.367	šlykštus
unhealthy	disgust	0.367	nesveika
exclusion	disgust	0.367	išskyrimas
disillusionment	disgust	0.367	nusivylimas
blatant	disgust	0.367	akiplėšiškas
hurtful	disgust	0.367	žeidžiantis
hoax	disgust	0.367	apgaulė
wimp	disgust	0.367	šlykštynė
cad	disgust	0.367	cad
pitfall	disgust	0.367	spąstai
squelch	disgust	0.367	squelch
deserted	disgust	0.359	apleistas
damn	disgust	0.359	prakeiktas
incompatible	disgust	0.359	nesuderinamas
dispose	disgust	0.359	disponuoti
oddity	disgust	0.359	keistenybė
rebellion	disgust	0.359	maištas
ineptitude	disgust	0.359	negebėjimas
bug	disgust	0.359	klaida
disobedience	disgust	0.359	nepaklusnumas
inept	disgust	0.352	netinkamas
litigate	disgust	0.352	bylinėtis
dismissal	disgust	0.352	atleidimas iš darbo
cutting	disgust	0.352	pjaustymas
untoward	disgust	0.352	nepalankus
displeased	disgust	0.352	nepatenkintas
censor	disgust	0.352	cenzorius
ridiculous	disgust	0.352	juokinga
compost	disgust	0.352	kompostas
frustrate	disgust	0.352	nuvilti
misbehavior	disgust	0.352	netinkamas elgesys
lawyer	disgust	0.352	teisininkas
crushed	disgust	0.352	sutraiškytas
flesh	disgust	0.352	mėsa
uncertain	disgust	0.352	neapibrėžtas
obi	disgust	0.352	obi
flinch	disgust	0.352	krūpčioti
fierce	disgust	0.352	nuožmus
wrongful	disgust	0.352	neteisėtas
depreciate	disgust	0.344	nuvertėti
disapprove	disgust	0.344	nepritarti
tearful	disgust	0.344	ašarojantis
grumble	disgust	0.336	niurzgėti
unsettled	disgust	0.336	neramus
annoy	disgust	0.336	erzinti
exigent	disgust	0.336	reiklus
heartsick	disgust	0.336	širdgėla
lawsuit	disgust	0.336	ieškinys
discoloration	disgust	0.336	spalvos pakitimas
lumpy	disgust	0.336	gumbuotas
daft	disgust	0.336	šlykštus
blunder	disgust	0.336	klaidą
discontent	disgust	0.336	nepasitenkinimas
bickering	disgust	0.336	kivirčys
thoughtless	disgust	0.336	neapgalvotas
disliked	disgust	0.336	nepatiko
disinclination	disgust	0.336	nepasitikėjimas
distrust	disgust	0.336	nepasitikėjimas
disallowed	disgust	0.336	neleidžiama
instability	disgust	0.328	nestabilumas
hydrophobia	disgust	0.328	hidrofobija
whine	disgust	0.328	verkšlenti
inhibit	disgust	0.328	slopinti
excluded	disgust	0.328	neįtraukti
provoking	disgust	0.328	provokuojantis
grievance	disgust	0.328	skundas
unmanageable	disgust	0.328	nevaldomas
sly	disgust	0.328	gudrus
exasperation	disgust	0.328	susierzinimas
cacophony	disgust	0.328	kakofonija
unsatisfactory	disgust	0.328	nepatenkinama
disappointed	disgust	0.328	nusivylęs
materialist	disgust	0.328	materialistas
misleading	disgust	0.321	klaidinantis
mishap	disgust	0.320	nelaimė
soot	disgust	0.320	suodžiai
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	atsisakyti
annoyance	disgust	0.320	susierzinimas
disapproving	disgust	0.320	nepritardamas
disservice	disgust	0.320	meškos paslauga
reproach	disgust	0.320	priekaištą
confined	disgust	0.320	apribotas
unequal	disgust	0.320	nelygios
rags	disgust	0.320	skudurai
groan	disgust	0.320	dejuoti
soil	disgust	0.312	dirvožemio
inappropriate	disgust	0.312	netinkamas
criticize	disgust	0.312	kritikuoti
disincline	disgust	0.312	atmesti
theism	disgust	0.312	teizmas
depreciated	disgust	0.312	nuvertėjo
inconsiderate	disgust	0.312	neapgalvotas
overpriced	disgust	0.312	per brangu
stomach	disgust	0.312	skrandis
burke	disgust	0.312	burke
sneeze	disgust	0.312	Čiaudėti
gall	disgust	0.305	tulžis
bang	disgust	0.305	sprogimas
inadmissible	disgust	0.305	nepriimtina
unfriendly	disgust	0.305	nedraugiškas
unaccountable	disgust	0.305	neatskaitingas
disparity	disgust	0.305	skirtumai
latent	disgust	0.305	latentinis
disliking	disgust	0.305	nepatinka
shack	disgust	0.305	lūšna
grumpy	disgust	0.305	rūstus
coop	disgust	0.304	bendradarbiauti
disappointment	disgust	0.297	nusivylimas
scold	disgust	0.297	barti
delay	disgust	0.297	uždelsimas
congress	disgust	0.297	kongresas
growling	disgust	0.297	urzgdamas
backwards	disgust	0.297	atgal
soreness	disgust	0.297	skausmingumas
disregarded	disgust	0.297	nepaisoma
rogue	disgust	0.297	nesąžiningas
lonely	disgust	0.297	vienišas
notoriety	disgust	0.289	žinomumas
catechism	disgust	0.289	katekizmas
flop	disgust	0.289	šnipštas
infamous	disgust	0.289	liūdnai pagarsėjęs
janitor	disgust	0.289	Durininkas
nettle	disgust	0.289	dilgėlė
saturated	disgust	0.281	prisotintas
prohibited	disgust	0.281	draudžiama
gaby	disgust	0.281	gaby
wince	disgust	0.281	susiraukti
desist	disgust	0.281	atsisakyti
unfair	disgust	0.281	Nesąžininga
aftermath	disgust	0.281	pasekmės
remiss	disgust	0.281	atleisti
tribunal	disgust	0.273	tribunolas
discolored	disgust	0.273	pakitusi spalva
wrangling	disgust	0.273	ginčytis
uneasy	disgust	0.273	neramus
huff	disgust	0.273	siautėti
weird	disgust	0.266	keista
impolite	disgust	0.266	nemandagus
swig	disgust	0.266	gurkšnoti
crawl	disgust	0.266	šliaužti
unsatisfied	disgust	0.266	nepatenkintas
inefficiency	disgust	0.266	neefektyvumas
frantic	disgust	0.266	pasiutęs
bureaucrat	disgust	0.266	biurokratas
politic	disgust	0.266	politinis
coldness	disgust	0.266	šaltumas
gruff	disgust	0.258	šiurkštus
octopus	disgust	0.258	aštuonkojis
chagrin	disgust	0.258	apmaudas
barrow	disgust	0.258	pilkapis
copycat	disgust	0.258	kopijavimas
incase	disgust	0.258	tuo atveju
rascal	disgust	0.258	niekšas
sarcasm	disgust	0.258	sarkazmas
instinctive	disgust	0.258	instinktyvus
misconception	disgust	0.250	klaidingas supratimas
disinclined	disgust	0.250	nusiteikęs
john	disgust	0.250	jonas
hulk	disgust	0.250	Hulk
baboon	disgust	0.250	babuinas
shanghai	disgust	0.250	Šanchajus
cupping	disgust	0.250	taurinimas
lose	disgust	0.250	prarasti
rook	disgust	0.242	bokštas
entangled	disgust	0.242	įsipainiojęs
gratuitous	disgust	0.242	neatlygintinai
scrub	disgust	0.242	šveitimas
opponent	disgust	0.242	priešininkas
tariff	disgust	0.242	tarifas
questionable	disgust	0.234	abejotinas
prolong	disgust	0.234	pratęsti
reluctance	disgust	0.234	nenoras
lagging	disgust	0.234	atsilieka
misstatement	disgust	0.234	iškraipymas
resign	disgust	0.234	pasitraukti
unlucky	disgust	0.234	nepasisekė
backwardness	disgust	0.234	atsilikimas
ineffectual	disgust	0.227	neveiksmingas
disqualified	disgust	0.227	diskvalifikuotas
subsidy	disgust	0.227	subsidija
reversal	disgust	0.227	apvertimas
default	disgust	0.227	numatytas
fussy	disgust	0.227	nerimtas
unpopular	disgust	0.227	nepopuliarus
petroleum	disgust	0.219	naftos
intense	disgust	0.219	intensyvus
evade	disgust	0.219	išsisukinėti
frowning	disgust	0.219	susiraukęs
weight	disgust	0.219	svorio
dame	disgust	0.219	ponia
donkey	disgust	0.211	asilas
actionable	disgust	0.211	veiksmingi
tawny	disgust	0.211	rudos spalvos
unhappy	disgust	0.211	nelaimingas
dandy	disgust	0.203	dendis
birch	disgust	0.203	beržas
speck	disgust	0.203	taškelis
hood	disgust	0.203	gaubtas
owing	disgust	0.203	skolingas
desert	disgust	0.203	dykuma
indifference	disgust	0.203	abejingumas
awkwardness	disgust	0.203	nerangumas
rave	disgust	0.203	siautėti
gnome	disgust	0.203	nykštukas
inconvenient	disgust	0.203	nepatogu
howl	disgust	0.195	kaukti
dabbling	disgust	0.195	blaškymasis
morals	disgust	0.195	moralės
misguided	disgust	0.195	suklaidintas
airs	disgust	0.195	eteryje
gelatin	disgust	0.195	želatina
fleece	disgust	0.195	vilnos
monochrome	disgust	0.195	vienspalvis
lush	disgust	0.188	sodrus
celebrity	disgust	0.188	įžymybė
avoid	disgust	0.188	vengti
gent	disgust	0.188	ponas
stalemate	disgust	0.188	aklavietė
lesser	disgust	0.188	mažesnis
sunk	disgust	0.180	nuskendo
nose	disgust	0.180	nosies
laughable	disgust	0.180	juokinga
claimant	disgust	0.180	ieškovas
possession	disgust	0.180	turėjimas
larger	disgust	0.164	didesnis
pregnancy	disgust	0.164	nėštumas
thrift	disgust	0.164	taupumas
undoubted	disgust	0.164	neabejotina
mouthful	disgust	0.164	burnoje
hoot	disgust	0.164	šaukti
sentence	disgust	0.156	sakinys
misplace	disgust	0.156	ne vietoje
clamor	disgust	0.156	klegesys
parrot	disgust	0.156	papūga
obliging	disgust	0.156	įpareigojantis
nameless	disgust	0.148	bevardis
bummer	disgust	0.148	bumas
elf	disgust	0.141	elfas
feeling	disgust	0.141	jausmas
excellence	disgust	0.141	puikybė
gray	disgust	0.133	pilka
asymmetry	disgust	0.133	asimetrija
turn	disgust	0.133	pasukti
clumsy	disgust	0.133	gremėzdiškas
stall	disgust	0.133	kioskas
bran	disgust	0.125	sėlenos
finally	disgust	0.125	pagaliau
lord	disgust	0.125	viešpatie
nurture	disgust	0.117	puoselėti
savor	disgust	0.117	pasimėgauti
cove	disgust	0.117	įlanka
winning	disgust	0.109	laimėti
lemon	disgust	0.109	citrina
powerful	disgust	0.102	galingas
glitter	disgust	0.094	blizgučiai
interior	disgust	0.086	interjeras
mind	disgust	0.086	protas
interested	disgust	0.078	suinteresuotas
treat	disgust	0.078	gydyti
abundance	disgust	0.078	gausa
honest	disgust	0.055	nuoširdus
kite	disgust	0.055	aitvaras
humble	disgust	0.047	nuolankus
tree	disgust	0.039	medis
torture	fear	0.984	kankinimas
terrorist	fear	0.972	teroristas
terrorists	fear	0.969	teroristai
horrific	fear	0.969	siaubinga
terrorism	fear	0.969	terorizmas
suicidebombing	fear	0.967	savižudžių sprogdinimų
kill	fear	0.962	nužudyti
homicidal	fear	0.959	žmogžudiškas
catastrophe	fear	0.953	katastrofa
annihilate	fear	0.953	sunaikinti
murderer	fear	0.953	žudikas
terror	fear	0.953	teroras
dying	fear	0.948	miršta
war	fear	0.942	karas
bombing	fear	0.938	bombardavimas
bomb	fear	0.935	bomba
missiles	fear	0.934	raketų
horror	fear	0.923	siaubas
brutality	fear	0.922	brutalumas
terrorize	fear	0.922	terorizuoti
horrified	fear	0.922	pasibaisėjęs
bloodthirsty	fear	0.922	kraujo ištroškęs
murderous	fear	0.920	žudikiškas
massacre	fear	0.911	žudynės
terrifying	fear	0.906	bauginantis
fatality	fear	0.906	mirtingumas
horrifying	fear	0.906	siaubingą
demon	fear	0.906	demonas
mutilation	fear	0.906	suluošinimas
killing	fear	0.906	žudymas
holocaust	fear	0.906	holokaustas
assassinate	fear	0.906	nužudyti
terrified	fear	0.906	išsigandusi
devastation	fear	0.906	niokojimas
murder	fear	0.906	nužudymas
horrors	fear	0.906	siaubas
suicidal	fear	0.898	savižudiškas
assault	fear	0.891	užpuolimas
kidnap	fear	0.891	pagrobti
slaughter	fear	0.891	skerdimas
crucifixion	fear	0.891	nukryžiavimas
doomed	fear	0.888	pasmerktas
poisoned	fear	0.886	apsinuodijęs
suicide	fear	0.879	savižudybė
explosion	fear	0.879	sprogimas
deadly	fear	0.875	mirtinas
assassin	fear	0.875	žudikas
annihilation	fear	0.875	susinaikinimas
savagery	fear	0.875	žiaurumas
disaster	fear	0.875	nelaimė
threatening	fear	0.875	grėsmingas
slaughtering	fear	0.875	skerdimas
disastrous	fear	0.875	pražūtingas
dismemberment	fear	0.875	išskaidymas
suffocation	fear	0.875	uždusimas
rape	fear	0.870	išprievartavimas
hell	fear	0.860	pragaras
homicide	fear	0.859	žmogžudystė
molestation	fear	0.859	tvirkinimą
bloodshed	fear	0.859	kraujo praliejimas
