English Word	Emotion	Emotion-Intensity-Score	Azerbaijani Word
repel	disgust	0.406	dəf etmək
falsify	disgust	0.406	saxtalaşdırmaq
ungrateful	disgust	0.406	nankor
unkind	disgust	0.406	mehriban
phony	disgust	0.406	uydurma
prosecution	disgust	0.406	ittiham
woe	disgust	0.398	vay
averse	disgust	0.398	qarşı
loon	disgust	0.398	loon
worsening	disgust	0.398	pisləşməsi
paucity	disgust	0.398	azlıq
unnatural	disgust	0.398	qeyri-təbii
amphetamines	disgust	0.398	amfetaminlər
senseless	disgust	0.398	mənasız
rigor	disgust	0.398	sərtlik
subvert	disgust	0.398	alt-üst etmək
failure	disgust	0.398	uğursuzluq
lick	disgust	0.398	yalamaq
unruly	disgust	0.398	itaətsiz
woefully	disgust	0.398	heyif ki
stingy	disgust	0.398	xəsis
crushing	disgust	0.398	sarsıdıcı
disdain	disgust	0.398	nifrət etmək
insult	disgust	0.393	təhqir etmək
averseness	disgust	0.391	həyasızlıq
disrelish	disgust	0.391	rəzil
punished	disgust	0.391	cəzalandırıldı
critter	disgust	0.391	məxluq
damage	disgust	0.391	zərər
scorpion	disgust	0.391	əqrəb
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	gülməli
antisocial	disgust	0.391	antisosial
hardened	disgust	0.391	bərkidilmiş
punishment	disgust	0.391	cəza
bad	disgust	0.391	pis
expel	disgust	0.391	qovmaq
surly	disgust	0.383	somurtkan
lament	disgust	0.383	mərsiyə
illiterate	disgust	0.383	savadsız
divorce	disgust	0.383	boşanma
teeming	disgust	0.383	dolu
plagiarism	disgust	0.383	plagiat
eviction	disgust	0.383	çıxarılması
orc	disgust	0.383	orc
disappoint	disgust	0.383	məyus etmək
shabby	disgust	0.383	köhnəlmiş
presumptuous	disgust	0.383	təkəbbürlü
anaconda	disgust	0.383	anakonda
discord	disgust	0.383	ixtilaf
guilt	disgust	0.383	günah
fugitive	disgust	0.383	qaçaq
irrational	disgust	0.383	irrasional
adder	disgust	0.383	toplayıcı
fulsome	disgust	0.383	şən
sacrifices	disgust	0.383	qurbanlar
hypocritical	disgust	0.383	ikiüzlü
shock	disgust	0.375	şok
alienation	disgust	0.375	yadlaşma
scoff	disgust	0.375	istehza
plight	disgust	0.375	acınacaqlı vəziyyət
irritation	disgust	0.375	qıcıqlanma
unworthy	disgust	0.375	layiqsiz
misconduct	disgust	0.375	pis davranış
defective	disgust	0.375	qüsurlu
blame	disgust	0.375	günahlandırmaq
depressing	disgust	0.375	depressiv
dislocated	disgust	0.375	yerindən çıxmışdır
irritating	disgust	0.375	acışdırıcı
vainly	disgust	0.367	boş yerə
toad	disgust	0.367	qurbağa
powerless	disgust	0.367	gücsüz
coerce	disgust	0.367	məcbur etmək
shuddering	disgust	0.367	titrəmə
stripped	disgust	0.367	soyulmuş
revoke	disgust	0.367	ləğv etmək
wimpy	disgust	0.367	hiyləgər
unhealthy	disgust	0.367	qeyri-sağlam
exclusion	disgust	0.367	təcrid
disillusionment	disgust	0.367	xəyal qırıqlığı
blatant	disgust	0.367	açıq-aşkar
hurtful	disgust	0.367	incidir
hoax	disgust	0.367	mistifikasiya
wimp	disgust	0.367	papaq
cad	disgust	0.367	cad
pitfall	disgust	0.367	tələ
squelch	disgust	0.367	susdurmaq
deserted	disgust	0.359	kimsəsiz
damn	disgust	0.359	lənət
incompatible	disgust	0.359	uyğunsuz
dispose	disgust	0.359	sərəncam vermək
oddity	disgust	0.359	qəribəlik
rebellion	disgust	0.359	üsyan
ineptitude	disgust	0.359	bacarıqsızlıq
bug	disgust	0.359	səhv
disobedience	disgust	0.359	itaətsizlik
inept	disgust	0.352	bacarıqsız
litigate	disgust	0.352	dava etmək
dismissal	disgust	0.352	işdən çıxarılma
cutting	disgust	0.352	kəsmə
untoward	disgust	0.352	xoşagəlməz
displeased	disgust	0.352	narazı
censor	disgust	0.352	senzura
ridiculous	disgust	0.352	gülünc
compost	disgust	0.352	kompost
frustrate	disgust	0.352	məyus etmək
misbehavior	disgust	0.352	pis davranış
lawyer	disgust	0.352	hüquqşünas
crushed	disgust	0.352	əzik
flesh	disgust	0.352	ət
uncertain	disgust	0.352	qeyri-müəyyən
obi	disgust	0.352	obi
flinch	disgust	0.352	çırpınmaq
fierce	disgust	0.352	şiddətli
wrongful	disgust	0.352	haqsız
depreciate	disgust	0.344	amortizasiya etmək
disapprove	disgust	0.344	bəyənməmək
tearful	disgust	0.344	göz yaşı tökür
grumble	disgust	0.336	deyinmək
unsettled	disgust	0.336	nizamsız
annoy	disgust	0.336	bezdirmək
exigent	disgust	0.336	tələbkar
heartsick	disgust	0.336	ürək ağrısı
lawsuit	disgust	0.336	iddia
discoloration	disgust	0.336	rəngsizləşmə
lumpy	disgust	0.336	yumru
daft	disgust	0.336	axmaq
blunder	disgust	0.336	kobud səhv
discontent	disgust	0.336	narazılıq
bickering	disgust	0.336	çəkişmə
thoughtless	disgust	0.336	düşüncəsiz
disliked	disgust	0.336	bəyənmədi
disinclination	disgust	0.336	meylsizlik
distrust	disgust	0.336	inamsızlıq
disallowed	disgust	0.336	icazə verilmir
instability	disgust	0.328	qeyri-sabitlik
hydrophobia	disgust	0.328	hidrofobiya
whine	disgust	0.328	ağlayıb-sızlamaq
inhibit	disgust	0.328	maneə törətmək
excluded	disgust	0.328	istisna olunur
provoking	disgust	0.328	təhrikedici
grievance	disgust	0.328	şikayət
unmanageable	disgust	0.328	idarəedilməz
sly	disgust	0.328	hiyləgər
exasperation	disgust	0.328	əsəbilik
cacophony	disgust	0.328	kakofoniya
unsatisfactory	disgust	0.328	qeyri-qənaətbəxş
disappointed	disgust	0.328	məyus
materialist	disgust	0.328	materialist
misleading	disgust	0.321	yanıltıcı
mishap	disgust	0.320	bədbəxtlik
soot	disgust	0.320	his
humbug	disgust	0.320	alçaldıcı
disclaim	disgust	0.320	rədd etmək
annoyance	disgust	0.320	qıcıqlanma
disapproving	disgust	0.320	bəyənməmək
disservice	disgust	0.320	pis xidmət
reproach	disgust	0.320	məzəmmət
confined	disgust	0.320	qapalı
unequal	disgust	0.320	qeyri-bərabər
rags	disgust	0.320	cır-cındır
groan	disgust	0.320	inildəmək
soil	disgust	0.312	torpaq
inappropriate	disgust	0.312	uyğunsuz
criticize	disgust	0.312	tənqid etmək
disincline	disgust	0.312	meylsizlik
theism	disgust	0.312	teizm
depreciated	disgust	0.312	amortizasiya olunub
inconsiderate	disgust	0.312	fikirsiz
overpriced	disgust	0.312	həddindən artıq qiymətə
stomach	disgust	0.312	mədə
burke	disgust	0.312	burke
sneeze	disgust	0.312	asqırmaq
gall	disgust	0.305	öd
bang	disgust	0.305	bang
inadmissible	disgust	0.305	qəbuledilməzdir
unfriendly	disgust	0.305	dost olmayan
unaccountable	disgust	0.305	məsuliyyətsiz
disparity	disgust	0.305	uyğunsuzluq
latent	disgust	0.305	gizli
disliking	disgust	0.305	bəyənməmək
shack	disgust	0.305	daxma
grumpy	disgust	0.305	qəmgin
coop	disgust	0.304	qəfəs
disappointment	disgust	0.297	məyusluq
scold	disgust	0.297	danlamaq
delay	disgust	0.297	gecikmə
congress	disgust	0.297	konqres
growling	disgust	0.297	hırıltı
backwards	disgust	0.297	geriyə
soreness	disgust	0.297	ağrı
disregarded	disgust	0.297	nəzərə alınmadı
rogue	disgust	0.297	yaramaz
lonely	disgust	0.297	tənha
notoriety	disgust	0.289	şöhrət
catechism	disgust	0.289	katexizm
flop	disgust	0.289	flop
infamous	disgust	0.289	məşhur olmayan
janitor	disgust	0.289	qapıçı
nettle	disgust	0.289	gicitkən
saturated	disgust	0.281	doymuş
prohibited	disgust	0.281	qadağandır
gaby	disgust	0.281	gaby
wince	disgust	0.281	süzmək
desist	disgust	0.281	əl çək
unfair	disgust	0.281	ədalətsiz
aftermath	disgust	0.281	sonra
remiss	disgust	0.281	bağışlamaq
tribunal	disgust	0.273	tribunal
discolored	disgust	0.273	rəngsizləşdi
wrangling	disgust	0.273	çəkişmə
uneasy	disgust	0.273	narahat
huff	disgust	0.273	huff
weird	disgust	0.266	qəribə
impolite	disgust	0.266	ədəbsiz
swig	disgust	0.266	süpürmək
crawl	disgust	0.266	sürünmək
unsatisfied	disgust	0.266	qanesiz
inefficiency	disgust	0.266	səmərəsizlik
frantic	disgust	0.266	qudurğan
bureaucrat	disgust	0.266	bürokrat
politic	disgust	0.266	siyasi
coldness	disgust	0.266	soyuqluq
gruff	disgust	0.258	kobud
octopus	disgust	0.258	ahtapot
chagrin	disgust	0.258	məyusluq
barrow	disgust	0.258	kurqan
copycat	disgust	0.258	surətçi
incase	disgust	0.258	halda
rascal	disgust	0.258	əclaf
sarcasm	disgust	0.258	sarkazm
instinctive	disgust	0.258	instinktiv
misconception	disgust	0.250	yanlış təsəvvür
disinclined	disgust	0.250	meylsiz
john	disgust	0.250	John
hulk	disgust	0.250	hulk
baboon	disgust	0.250	babun
shanghai	disgust	0.250	Şanxay
cupping	disgust	0.250	kubok
lose	disgust	0.250	itirmək
rook	disgust	0.242	qala
entangled	disgust	0.242	dolaşıq
gratuitous	disgust	0.242	təmənnasız
scrub	disgust	0.242	ovuşdurmaq
opponent	disgust	0.242	rəqib
tariff	disgust	0.242	tarif
questionable	disgust	0.234	şübhəli
prolong	disgust	0.234	uzatmaq
reluctance	disgust	0.234	istəksizlik
lagging	disgust	0.234	geriləmə
misstatement	disgust	0.234	təhrif
resign	disgust	0.234	istefa ver
unlucky	disgust	0.234	bəxtsiz
backwardness	disgust	0.234	gerilik
ineffectual	disgust	0.227	təsirsiz
disqualified	disgust	0.227	diskvalifikasiya edilib
subsidy	disgust	0.227	subsidiya
reversal	disgust	0.227	tərs çevrilmə
default	disgust	0.227	default
fussy	disgust	0.227	təlaşlı
unpopular	disgust	0.227	qeyri-populyar
petroleum	disgust	0.219	neft
intense	disgust	0.219	sıx
evade	disgust	0.219	qaçmaq
frowning	disgust	0.219	qaşqabaq
weight	disgust	0.219	çəki
dame	disgust	0.219	xanim
donkey	disgust	0.211	eşşək
actionable	disgust	0.211	təsirli
tawny	disgust	0.211	tünd qırmızı
unhappy	disgust	0.211	bədbəxt
dandy	disgust	0.203	zərif
birch	disgust	0.203	ağcaqayın
speck	disgust	0.203	ləkə
hood	disgust	0.203	başlıq
owing	disgust	0.203	borcludur
desert	disgust	0.203	səhra
indifference	disgust	0.203	biganəlik
awkwardness	disgust	0.203	yöndəmsizlik
rave	disgust	0.203	heyran
gnome	disgust	0.203	gnom
inconvenient	disgust	0.203	əlverişsiz
howl	disgust	0.195	ulama
dabbling	disgust	0.195	dabbing
morals	disgust	0.195	əxlaq
misguided	disgust	0.195	azmış
airs	disgust	0.195	hava verir
gelatin	disgust	0.195	jelatin
fleece	disgust	0.195	yun
monochrome	disgust	0.195	monoxrom
lush	disgust	0.188	sulu
celebrity	disgust	0.188	məşhur
avoid	disgust	0.188	çəkinin
gent	disgust	0.188	bəy
stalemate	disgust	0.188	dalana dirənmək
lesser	disgust	0.188	az
sunk	disgust	0.180	batdı
nose	disgust	0.180	burun
laughable	disgust	0.180	gülməli
claimant	disgust	0.180	iddiaçı
possession	disgust	0.180	sahiblik
larger	disgust	0.164	daha böyük
pregnancy	disgust	0.164	hamiləlik
thrift	disgust	0.164	qənaətcillik
undoubted	disgust	0.164	şübhəsiz
mouthful	disgust	0.164	ağız dolusu
hoot	disgust	0.164	vay
sentence	disgust	0.156	cümlə
misplace	disgust	0.156	səhv yer
clamor	disgust	0.156	hay-küy
parrot	disgust	0.156	tutuquşu
obliging	disgust	0.156	məcbur edən
nameless	disgust	0.148	adsız
bummer	disgust	0.148	bummer
elf	disgust	0.141	elf
feeling	disgust	0.141	hiss
excellence	disgust	0.141	mükəmməllik
gray	disgust	0.133	Boz
asymmetry	disgust	0.133	asimmetriya
turn	disgust	0.133	çevirmək
clumsy	disgust	0.133	bacarıqsız
stall	disgust	0.133	tövlə
bran	disgust	0.125	kəpək
finally	disgust	0.125	nəhayət
lord	disgust	0.125	ağa
nurture	disgust	0.117	tərbiyə etmək
savor	disgust	0.117	dadmaq
cove	disgust	0.117	koy
winning	disgust	0.109	qalib
lemon	disgust	0.109	limon
powerful	disgust	0.102	güclü
glitter	disgust	0.094	parıltı
interior	disgust	0.086	daxili
mind	disgust	0.086	ağıl
interested	disgust	0.078	maraqlandı
treat	disgust	0.078	müalicə etmək
abundance	disgust	0.078	bolluq
honest	disgust	0.055	vicdanlı
kite	disgust	0.055	uçurtma
humble	disgust	0.047	təvazökar
tree	disgust	0.039	ağac
torture	fear	0.984	işgəncə
terrorist	fear	0.972	terrorçu
terrorists	fear	0.969	terrorçular
horrific	fear	0.969	dəhşətli
terrorism	fear	0.969	terrorizm
suicidebombing	fear	0.967	intihar bombası
kill	fear	0.962	öldürmək
homicidal	fear	0.959	öldürücü
catastrophe	fear	0.953	fəlakət
annihilate	fear	0.953	məhv etmək
murderer	fear	0.953	qatil
terror	fear	0.953	terror
dying	fear	0.948	ölür
war	fear	0.942	müharibə
bombing	fear	0.938	bombalama
bomb	fear	0.935	bomba
missiles	fear	0.934	raketlər
horror	fear	0.923	dəhşət
brutality	fear	0.922	vəhşilik
terrorize	fear	0.922	terror etmək
horrified	fear	0.922	dəhşətə gəldi
bloodthirsty	fear	0.922	qaniçən
murderous	fear	0.920	qatil
massacre	fear	0.911	qırğın
terrifying	fear	0.906	dəhşətli
fatality	fear	0.906	ölüm
horrifying	fear	0.906	dəhşətli
demon	fear	0.906	Şeytan
mutilation	fear	0.906	şikəstlik
killing	fear	0.906	öldürmək
holocaust	fear	0.906	holokost
assassinate	fear	0.906	sui-qəsd etmək
terrified	fear	0.906	dəhşətə gəldi
devastation	fear	0.906	dağıntı
murder	fear	0.906	qətl
horrors	fear	0.906	dəhşətlər
suicidal	fear	0.898	intihara meylli
assault	fear	0.891	basqın
kidnap	fear	0.891	qaçırmaq
slaughter	fear	0.891	qırğın
crucifixion	fear	0.891	çarmıxa çəkilmə
doomed	fear	0.888	məhkum
poisoned	fear	0.886	zəhərləndi
suicide	fear	0.879	intihar
explosion	fear	0.879	partlayış
deadly	fear	0.875	ölümcül
assassin	fear	0.875	qatil
annihilation	fear	0.875	məhv edilməsi
savagery	fear	0.875	vəhşilik
disaster	fear	0.875	fəlakət
threatening	fear	0.875	təhdid edən
slaughtering	fear	0.875	kəsim
disastrous	fear	0.875	fəlakətli
dismemberment	fear	0.875	parçalanma
suffocation	fear	0.875	boğulma
rape	fear	0.870	zorlama
hell	fear	0.860	cəhənnəm
homicide	fear	0.859	cinayət
molestation	fear	0.859	təcavüz
bloodshed	fear	0.859	qan tökülməsi
barbaric	fear	0.859	barbar
explosive	fear	0.859	partlayıcı
warfare	fear	0.859	müharibə
ihatespiders	fear	0.859	nifrət hörümçəklər
tragedy	fear	0.859	faciə
anthrax	fear	0.859	qarayara
demonic	fear	0.859	şeytan
executioner	fear	0.859	cəllad
dread	fear	0.859	qorxu
guillotine	fear	0.859	gilyotin
attacking	fear	0.859	hücum edir
peril	fear	0.859	təhlükə
slaughterhouse	fear	0.859	kəsimxana
annihilated	fear	0.859	məhv edilmişdir
suffocating	fear	0.858	boğucu
treachery	fear	0.856	xəyanət
fright	fear	0.853	qorxu
monster	fear	0.844	canavar
traumatic	fear	0.844	travmatik
abomination	fear	0.844	iyrənclik
apocalypse	fear	0.844	apokalipsis
slayer	fear	0.844	qatil
scare	fear	0.844	qorxutmaq
morgue	fear	0.844	meyitxana
painful	fear	0.844	ağrılı
frightened	fear	0.844	qorxdu
vengeance	fear	0.844	intiqam
scariest	fear	0.844	ən qorxulu
destroying	fear	0.844	məhv edir
execution	fear	0.844	icra
panicked	fear	0.844	panikaya düşdü
petrified	fear	0.844	daşlaşmış
afraid	fear	0.844	qorxur
frightening	fear	0.844	qorxulu
drown	fear	0.844	boğulmaq
bombardment	fear	0.844	bombardman
death	fear	0.843	ölüm
chaos	fear	0.839	xaos
ghastly	fear	0.836	dəhşətli
evil	fear	0.833	pis
intruder	fear	0.828	təcavüzkar
hellish	fear	0.828	cəhənnəm
brutal	fear	0.828	qəddar
cancer	fear	0.828	xərçəng
devil	fear	0.828	şeytan
grenade	fear	0.828	qumbara
eradication	fear	0.828	aradan qaldırılması
frighten	fear	0.828	qorxutmaq
explode	fear	0.828	partlatmaq
assassination	fear	0.828	sui-qəsd
fatal	fear	0.828	ölümcül
paralyze	fear	0.828	iflic etmək
gunmen	fear	0.828	silahlılar
violently	fear	0.828	şiddətlə
nightmare	fear	0.828	kabus
doomsday	fear	0.828	qiyamət
doom	fear	0.828	əzab
manslaughter	fear	0.828	adam öldürmə
fear	fear	0.828	qorxu
kidnapped	fear	0.828	qaçırıldı
trauma	fear	0.828	travma
morbidity	fear	0.820	xəstələnmə
crippling	fear	0.817	şikəst
savage	fear	0.814	vəhşi
shooting	fear	0.812	çəkiliş
quake	fear	0.812	zəlzələ
poisonous	fear	0.812	zəhərli
damnation	fear	0.812	lənət
violence	fear	0.812	zorakılıq
destructive	fear	0.812	dağıdıcı
aggressor	fear	0.812	təcavüzkar
suffering	fear	0.812	əziyyət
violent	fear	0.812	şiddətli
frightful	fear	0.812	qorxulu
crushed	fear	0.812	əzik
earthquake	fear	0.812	zəlzələ
heartattack	fear	0.812	infarkt
hurricane	fear	0.811	qasırğa
imprisoned	fear	0.811	həbs edildi
exterminate	fear	0.810	məhv etmək
fearing	fear	0.808	qorxulu
hemorrhage	fear	0.807	qanaxma
torment	fear	0.806	əzab
lethal	fear	0.806	öldürücü
venom	fear	0.804	zəhər
claustrophobia	fear	0.803	klostrofobiya
snakes	fear	0.802	ilanlar
danger	fear	0.802	təhlükə
exorcism	fear	0.800	şeytan çıxarma
obliterated	fear	0.800	silindi
robbery	fear	0.800	soyğunçuluq
terrifies	fear	0.798	qorxudur
cyanide	fear	0.797	siyanür
incurable	fear	0.797	sağalmaz
anxietyattack	fear	0.797	narahatlıq hücumu
mortality	fear	0.797	ölüm
attack	fear	0.797	hücum
monstrosity	fear	0.797	vəhşilik
extermination	fear	0.797	məhv edilməsi
bombers	fear	0.797	bombardmançılar
harmful	fear	0.797	zərərli
persecution	fear	0.797	təqib
biggestfear	fear	0.797	ən böyük qorxu
poison	fear	0.797	zəhər
cruelty	fear	0.797	qəddarlıq
hysteria	fear	0.797	isteriya
destruction	fear	0.797	məhv
dreadfully	fear	0.796	qorxunc
arson	fear	0.794	yandırma
devastate	fear	0.792	viran etmək
tyrant	fear	0.788	tiran
warcrimes	fear	0.785	müharibə cinayətləri
perish	fear	0.784	məhv
feared	fear	0.782	qorxdu
maniac	fear	0.781	manyak
bloody	fear	0.781	qanlı
freakingout	fear	0.781	çılğınlıq
warlike	fear	0.781	döyüşkən
rampage	fear	0.781	coşmaq
screaming	fear	0.781	qışqıraraq
lifeless	fear	0.781	cansız
enslaved	fear	0.781	əsarət altına alındı
venomous	fear	0.781	zəhərli
snake	fear	0.776	ilan
epidemic	fear	0.776	epidemiya
panicattack	fear	0.774	panik atak
crisis	fear	0.766	böhran
hazardous	fear	0.766	təhlükəli
fearful	fear	0.766	qorxulu
dangerously	fear	0.766	təhlükəli şəkildə
shipwreck	fear	0.766	gəmi qəzası
scary	fear	0.766	qorxulu
tumor	fear	0.766	şiş
invader	fear	0.766	işğalçı
invade	fear	0.766	işğal etmək
die	fear	0.766	ölmək
detonate	fear	0.766	partlatmaq
violation	fear	0.766	pozulması
reprisal	fear	0.766	repressiya
criminal	fear	0.766	cinayətkar
riot	fear	0.766	iğtişaş
obliterate	fear	0.766	məhv etmək
inferno	fear	0.766	cəhənnəm
leprosy	fear	0.766	cüzam
jihad	fear	0.766	cihad
ohshit	fear	0.766	ohşit
claustrophobic	fear	0.765	klostrofobik
hyperventilating	fear	0.762	hiperventilyasiya
nightmares	fear	0.759	kabuslar
destroyed	fear	0.754	məhv edildi
ghostly	fear	0.754	kabus kimi
treacherous	fear	0.750	xain
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	faciələr
slavery	fear	0.750	köləlik
cholera	fear	0.750	vəba
anarchist	fear	0.750	anarxist
panic	fear	0.750	təlaş
anaconda	fear	0.750	anakonda
hurricanes	fear	0.750	qasırğalar
wrenching	fear	0.750	qırıcı
tyranny	fear	0.750	tiranlıq
imprisonment	fear	0.750	həbs
dreadful	fear	0.750	qorxulu
agony	fear	0.750	əzab
dangerous	fear	0.750	təhlükəli
obliteration	fear	0.750	məhv edilməsi
projectiles	fear	0.750	mərmilər
destroyer	fear	0.750	məhv edən
strangle	fear	0.750	boğmaq
hazard	fear	0.750	təhlükə
riotous	fear	0.750	üsyankar
accident	fear	0.750	qəza
mortuary	fear	0.750	meyitxana
anarchy	fear	0.750	anarxiya
fears	fear	0.750	qorxular
malignancy	fear	0.742	bədxassəli xəstəlik
bombard	fear	0.740	bombardman etmək
cannibal	fear	0.740	adamyeyən
abominable	fear	0.738	iyrənc
depraved	fear	0.734	pozğun
bomber	fear	0.734	bombardmançı
crash	fear	0.734	qəza
tornado	fear	0.734	tornado
victimized	fear	0.734	qurban
hyperventilate	fear	0.734	hiperventilyasiya
melee	fear	0.734	döyüş
cursed	fear	0.734	lənət
mutiny	fear	0.734	qiyam
dictatorship	fear	0.734	diktatura
shoot	fear	0.734	vur
horrible	fear	0.734	dəhşətli
misery	fear	0.734	səfalət
gore	fear	0.734	qan
paralysis	fear	0.734	iflic
tyrannical	fear	0.734	tiran
missile	fear	0.734	raket
gun	fear	0.734	silah
devilish	fear	0.734	şeytan
diseased	fear	0.734	xəstə
shot	fear	0.734	vuruldu
mafia	fear	0.734	mafiya
beast	fear	0.734	heyvan
malignant	fear	0.734	bədxassəli
scared	fear	0.734	qorxdu
hostage	fear	0.734	girov
threaten	fear	0.734	hədələmək
turmoil	fear	0.733	qarışıqlıq
combat	fear	0.728	döyüş
alligator	fear	0.727	timsah
ruin	fear	0.725	xaraba
shooter	fear	0.722	atıcı
contagious	fear	0.720	yoluxucu
crime	fear	0.719	cinayət
scream	fear	0.719	qışqırmaq
injured	fear	0.719	yaralanıb
desperation	fear	0.719	çarəsizlik
struggle	fear	0.719	mübarizə
shock	fear	0.719	şok
seizure	fear	0.719	tutma
lynch	fear	0.719	linç
mortification	fear	0.719	inciklik
fight	fear	0.719	döyüş
harm	fear	0.719	zərər
emergency	fear	0.719	təcili
phobia	fear	0.719	fobiya
havoc	fear	0.719	xarab
devastating	fear	0.719	dağıdıcı
excruciating	fear	0.719	dözülməz
casualty	fear	0.719	qurban
miscarriage	fear	0.719	düşük
starvation	fear	0.719	aclıq
