English Word	Emotion	Emotion-Intensity-Score	Hawaiian Word
arsenic	disgust	0.555	arsenic
threatening	disgust	0.555	hooweliweli
atrophy	disgust	0.555	atrophy
varicella	disgust	0.555	varicella
slayer	disgust	0.555	pepehi kanaka
distaste	disgust	0.555	inaina
coward	disgust	0.555	makaʻuʻuku
robbery	disgust	0.555	powa
wickedness	disgust	0.555	ka hewa
anathema	disgust	0.547	hoinoino
malevolent	disgust	0.547	kolohe
sty	disgust	0.547	sty
pillage	disgust	0.547	hao wale
thief	disgust	0.547	ʻaihue
suffocating	disgust	0.547	ʻoluʻolu
condemnation	disgust	0.547	ka hoohewa ana
deleterious	disgust	0.547	deleterious
slur	disgust	0.547	hoʻomāʻewaʻewa
purgatory	disgust	0.547	purgatory
attacking	disgust	0.547	hoouka kaua
burglar	disgust	0.547	ʻaihue
ogre	disgust	0.547	ogre
coercion	disgust	0.547	ka hooikaika ana
vesicular	disgust	0.547	vesicular
miserable	disgust	0.547	poino
bitterly	disgust	0.547	awaawa
sneer	disgust	0.539	hoʻomāʻewaʻewa
greedy	disgust	0.539	kuko wale
gob	disgust	0.539	gob
repellant	disgust	0.539	repellant
jealous	disgust	0.539	lili
drunken	disgust	0.539	ʻona
shame	disgust	0.539	hilahila
thrash	disgust	0.539	kāʻili
fatty	disgust	0.539	momona
liar	disgust	0.539	wahahee
imprisoned	disgust	0.539	paʻahao
sloth	disgust	0.539	palaualelo
repudiation	disgust	0.539	hoole ana
disgrace	disgust	0.539	ka hilahila
infidelity	disgust	0.539	hoopunipuni
pig	disgust	0.539	puaʻa
lethal	disgust	0.536	mea make
burnt	disgust	0.531	kuni
brawl	disgust	0.531	hakaka
withered	disgust	0.531	maloʻo
blemish	disgust	0.531	kina
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	kuhi hewa
smuggler	disgust	0.531	mea hoʻopio
painful	disgust	0.531	ʻehaʻeha
condescension	disgust	0.531	hoʻohaʻahaʻa
intolerant	disgust	0.531	hoʻomanawanui ʻole
blasphemous	disgust	0.531	olelo hoino
lying	disgust	0.531	wahahee
hanging	disgust	0.531	e kau ana
travesty	disgust	0.531	hana kolohe
ruined	disgust	0.531	hoʻopau ʻia
intrusive	disgust	0.531	hoʻopio
disintegrate	disgust	0.531	hoʻokaʻawale
destructive	disgust	0.531	mea luku
neurotic	disgust	0.531	neurotic
disparaging	disgust	0.523	hoowahawaha
blighted	disgust	0.523	ʻeha ʻia
intolerance	disgust	0.523	hoʻomanawanui ʻole
mistress	disgust	0.523	haku wahine
avarice	disgust	0.523	kuko wale
disgraced	disgust	0.523	hoʻohilahila ʻia
derogation	disgust	0.523	hoʻohaʻahaʻa
rubbish	disgust	0.523	ōpala
accusation	disgust	0.523	hoʻohewa
incarceration	disgust	0.523	hoʻopaʻahao
tortious	disgust	0.516	ʻinoʻino
dishonor	disgust	0.516	hilahila ole
stink	disgust	0.516	pilau
grim	disgust	0.516	ʻinoʻino
rob	disgust	0.516	powa
defraud	disgust	0.516	hoʻopunipuni
sump	disgust	0.516	ʻūhā
cringe	disgust	0.516	hoʻopiʻi
vulture	disgust	0.516	vulture
deplorable	disgust	0.516	poino
mite	disgust	0.516	mite
eradication	disgust	0.516	hoopau ana
degrade	disgust	0.516	hoʻohaʻahaʻa
gutter	disgust	0.516	ʻauwai
convict	disgust	0.516	hoahewa
remains	disgust	0.516	koe
betray	disgust	0.516	kumakaia
daemon	disgust	0.516	daemon
sham	disgust	0.509	hoʻopunipuni
distasteful	disgust	0.508	hoʻopailua
prisoner	disgust	0.508	pio
dreadfully	disgust	0.508	weliweli
worthless	disgust	0.508	waiwai ole
crude	disgust	0.508	ʻāpala
delirium	disgust	0.508	hiʻohiʻona
incurable	disgust	0.508	hiki ole ke hoolaia
smelling	disgust	0.508	honi
idiocy	disgust	0.508	pupule
resentment	disgust	0.508	ka inaina
bombed	disgust	0.508	pahū
blob	disgust	0.508	pulu
cheat	disgust	0.508	hoʻopunipuni
schizophrenia	disgust	0.508	schizophrenia
rejection	disgust	0.508	hoole
belittle	disgust	0.508	hoowahawaha
glut	disgust	0.508	pāʻani
disaster	disgust	0.508	pōʻino
distress	disgust	0.508	pilikia
pest	disgust	0.508	pest
endemic	disgust	0.508	endemic
theft	disgust	0.500	ʻaihue
banish	disgust	0.500	kipaku
mire	disgust	0.500	ʻeleʻele
flagrant	disgust	0.500	haʻaheo
derision	disgust	0.500	hoʻohenehene
dirt	disgust	0.500	lepo
screaming	disgust	0.500	uwauwa
offense	disgust	0.500	ka hewa
jealousy	disgust	0.500	lili
bribery	disgust	0.500	kipe
polemic	disgust	0.500	polemic
blight	disgust	0.500	ʻinoʻino
impeach	disgust	0.500	impeach
bitterness	disgust	0.500	ʻawaʻawa
taboo	disgust	0.500	kapu
duress	disgust	0.500	koʻikoʻi
goblin	disgust	0.500	goblin
shackle	disgust	0.500	kaulahao
idolatry	disgust	0.500	hoomanakii
greed	disgust	0.500	kuko
impurity	disgust	0.500	haumia
tirade	disgust	0.500	hōʻino
idiot	disgust	0.492	hupo
boil	disgust	0.492	paila
unconscionable	disgust	0.492	noonoo ole
disreputable	disgust	0.492	hoinoino
robber	disgust	0.492	powa
malign	disgust	0.492	ʻinoʻino
wreck	disgust	0.492	pōʻino
recession	disgust	0.492	ka emi ana
gorge	disgust	0.492	awāwa
leer	disgust	0.492	leer
ill	disgust	0.492	ma'i
squirm	disgust	0.492	ʻōniʻoniʻo
raging	disgust	0.484	e huhū ana
servile	disgust	0.484	hookauwa
mess	disgust	0.484	huikau
nappy	disgust	0.484	nape
possessed	disgust	0.484	loaa
unbearable	disgust	0.484	hiki ole ke hoomanawanui
occult	disgust	0.484	kilokilo
contraband	disgust	0.484	kipi
snarl	disgust	0.484	ʻūhū
mutiny	disgust	0.484	kipi
mad	disgust	0.484	huhū
affliction	disgust	0.484	ka pilikia
stain	disgust	0.484	lepo
animosity	disgust	0.484	inaina
contempt	disgust	0.484	hoowahawaha
tramp	disgust	0.484	hehi wāwae
nepotism	disgust	0.484	nepotism
disrespectful	disgust	0.484	mahalo ole
defamation	disgust	0.484	hoʻomāinoino
inexcusable	disgust	0.484	hiki ole ke kalaia
aversation	disgust	0.484	kūʻē
wasteful	disgust	0.484	hoopau wale
offender	disgust	0.484	lawehala
subjugation	disgust	0.484	ka hookauwa ana
illegality	disgust	0.477	kū kānāwai
dismal	disgust	0.477	pōʻino
criminal	disgust	0.477	lawehala
unpleasant	disgust	0.477	ʻoluʻolu ʻole
palsy	disgust	0.477	maʻi lolo
antagonistic	disgust	0.477	kūʻē
pathetic	disgust	0.477	minamina
uncaring	disgust	0.477	malama ole
suppression	disgust	0.477	kaohi ana
immorality	disgust	0.477	moe kolohe
mockery	disgust	0.477	hoohenehene
outrage	disgust	0.469	huhu
mocking	disgust	0.469	hoohenehene
wallow	disgust	0.469	kaahele
cough	disgust	0.469	ʻū
arrogant	disgust	0.469	haaheo
angry	disgust	0.469	huhu
poverty	disgust	0.469	ʻilihune
grating	disgust	0.469	mākūʻai
livid	disgust	0.469	ʻinoʻino
aggravation	disgust	0.469	hoehaehae
repellent	disgust	0.469	mea hoolei
perspiration	disgust	0.469	ka houhu
banishment	disgust	0.469	hookuke ana
furious	disgust	0.469	huhu
shoddy	disgust	0.469	ʻinoʻino
banshee	disgust	0.469	banshee
deceive	disgust	0.461	hoopunipuni
fool	disgust	0.461	lapuwale
quack	disgust	0.461	quack
distorted	disgust	0.461	kekee
spider	disgust	0.461	spider
unjustifiable	disgust	0.461	pono ole
deplore	disgust	0.461	minamina
spurious	disgust	0.461	hoopunipuni
perdition	disgust	0.461	ka make
muddy	disgust	0.461	lepo lepo
fraudulent	disgust	0.461	hoopunipuni
scar	disgust	0.461	ʻulaʻula
prick	disgust	0.461	kuʻi
insulting	disgust	0.461	hoʻomāinoino
plunder	disgust	0.461	hao wale
recklessness	disgust	0.461	ka malama ole
stigma	disgust	0.453	hōʻino
disparage	disgust	0.453	hoʻomāʻewaʻewa
unthinkable	disgust	0.453	hiki ole ke manao
disingenuous	disgust	0.453	manao ole
bane	disgust	0.453	hoʻopaʻapaʻa
dishonest	disgust	0.453	pono ole
aphid	disgust	0.453	aphid
elimination	disgust	0.453	ka hoopau ana
cur	disgust	0.453	cur
selfish	disgust	0.453	paʻakikī
eschew	disgust	0.453	pale aku
dire	disgust	0.453	weliweli
indignation	disgust	0.453	ukiuki
antipathy	disgust	0.453	antipathy
alienate	disgust	0.453	kaawale
mosquito	disgust	0.445	namu
piles	disgust	0.445	puʻu
pious	disgust	0.445	haipule
lie	disgust	0.445	wahahee
opium	disgust	0.445	opiuma
smell	disgust	0.445	honi
iniquity	disgust	0.445	ka hewa
caries	disgust	0.445	caries
despair	disgust	0.445	paulele
recalcitrant	disgust	0.445	hoʻopaʻapaʻa
egotistical	disgust	0.445	hoʻokiʻekiʻe
wasted	disgust	0.445	hoopau wale
vacuous	disgust	0.445	hakahaka
bankruptcy	disgust	0.445	banekorupa
garish	disgust	0.445	ʻāʻī
obnoxious	disgust	0.438	mea ino
ashamed	disgust	0.438	hilahila
abject	disgust	0.438	hoʻowahāwahā
sticky	disgust	0.438	pipili
scream	disgust	0.438	walaau
hopelessness	disgust	0.438	manaʻolana ʻole
homeless	disgust	0.438	home ole
shun	disgust	0.438	pale aku
inmate	disgust	0.438	paʻahao
alien	disgust	0.438	malihini
hog	disgust	0.438	puaʻa
aversion	disgust	0.438	hoʻopaʻapaʻa
abnormal	disgust	0.438	anoe
cursing	disgust	0.430	hoino
undesirable	disgust	0.430	makemake ole
denounce	disgust	0.430	hoʻohewa
witch	disgust	0.430	kupua
creature	disgust	0.430	mea ola
lusty	disgust	0.430	lusty
illegal	disgust	0.430	kānāwai ʻole
debris	disgust	0.430	ʻōpala
callous	disgust	0.430	pilihua
reflux	disgust	0.430	reflux
adverse	disgust	0.430	ʻinoʻino
shameless	disgust	0.430	hilahila ole
separatist	disgust	0.430	kaawale
trickery	disgust	0.430	hoopunipuni
falsity	disgust	0.430	hoopunipuni
pall	disgust	0.430	pall
defiance	disgust	0.430	ka hoole ana
incredulous	disgust	0.430	hoomaloka
curse	disgust	0.430	hōʻino
pompous	disgust	0.422	hanohano
socialist	disgust	0.422	pilikanaka
mistrust	disgust	0.422	paulele ole
infantile	disgust	0.422	kamaliʻi
wasting	disgust	0.422	hoomaunauna wale
hairy	disgust	0.422	huluhulu
nicotine	disgust	0.422	nikotine
denunciation	disgust	0.422	ka hoohewa ana
collapse	disgust	0.422	hāneʻe
untidy	disgust	0.422	maemae ole
ferocious	disgust	0.422	ʻinoʻino
ammonia	disgust	0.422	amonia
carelessness	disgust	0.422	ka malama ole
impure	disgust	0.422	haumia
contentious	disgust	0.422	paio
bum	disgust	0.422	bum
affront	disgust	0.422	hoowahawaha
offend	disgust	0.422	hana hewa
tarnish	disgust	0.422	ʻinoʻino
idiotic	disgust	0.422	pupule
badness	disgust	0.422	ino
delinquent	disgust	0.422	hewahewa
swarm	disgust	0.422	ʻāhuehue
hypertrophy	disgust	0.422	hypertrophy
gush	disgust	0.422	hū
tasteless	disgust	0.422	ono ole
bovine	disgust	0.422	pipi
slush	disgust	0.422	slush
litigious	disgust	0.414	hoʻopaʻapaʻa
dishonesty	disgust	0.414	ka pono ole
vegetative	disgust	0.414	mea kanu
unfavorable	disgust	0.414	maikaʻi ʻole
displacency	disgust	0.414	ka hoʻoneʻe ʻana
illegitimate	disgust	0.414	pono ole
sour	disgust	0.414	ʻawaʻawa
socialism	disgust	0.414	pilikanaka
disobey	disgust	0.414	hookuli
drivel	disgust	0.414	kalaiwa
vampire	disgust	0.414	vampire
neglected	disgust	0.414	malama ole ia
murky	disgust	0.414	pohu
ignorant	disgust	0.406	naaupo
disgruntled	disgust	0.406	hauʻoli
discontinuity	disgust	0.406	ka hoopau ana
dislike	disgust	0.406	makemake ole
unlawful	disgust	0.406	ku i ke kanawai
wrongdoing	disgust	0.406	hana hewa
shoplifting	disgust	0.406	ʻaihue hale kūʻai
recidivism	disgust	0.406	recidivism
outcast	disgust	0.406	kipakuia
bogus	disgust	0.406	hoopunipuni
displeasure	disgust	0.406	ʻoluʻolu
repel	disgust	0.406	kipaku
falsify	disgust	0.406	hoopunipuni
ungrateful	disgust	0.406	mahalo ole
unkind	disgust	0.406	aloha ole
phony	disgust	0.406	hoʻopunipuni
prosecution	disgust	0.406	hoʻopiʻi
woe	disgust	0.398	auwe
averse	disgust	0.398	hoole
loon	disgust	0.398	loon
worsening	disgust	0.398	e ino ana
paucity	disgust	0.398	hemahema
unnatural	disgust	0.398	kūlohelohe ʻole
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	naaupo
rigor	disgust	0.398	ʻoʻoleʻa
subvert	disgust	0.398	hoʻokahuli
failure	disgust	0.398	hāʻule
lick	disgust	0.398	lick
unruly	disgust	0.398	kū ʻole
woefully	disgust	0.398	poino
stingy	disgust	0.398	ʻoʻoleʻa
crushing	disgust	0.398	e uhai ana
disdain	disgust	0.398	hoowahawaha
insult	disgust	0.393	hōʻino
averseness	disgust	0.391	hoʻopaʻapaʻa
disrelish	disgust	0.391	ʻoluʻolu ʻole
punished	disgust	0.391	hoopaiia
critter	disgust	0.391	critter
damage	disgust	0.391	poino
scorpion	disgust	0.391	moohueloawa
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	hoʻohenehene
antisocial	disgust	0.391	kūʻē i ka pilikanaka
hardened	disgust	0.391	paakiki
punishment	disgust	0.391	hoʻopaʻi
bad	disgust	0.391	ino
expel	disgust	0.391	kipaku
surly	disgust	0.383	ʻoluʻolu
lament	disgust	0.383	kanikau
illiterate	disgust	0.383	ike ole i ka palapala
divorce	disgust	0.383	oki mare
teeming	disgust	0.383	piha
plagiarism	disgust	0.383	hoʻopalapala
eviction	disgust	0.383	kipaku ʻana
orc	disgust	0.383	orc
disappoint	disgust	0.383	hoka
shabby	disgust	0.383	ʻūlū
presumptuous	disgust	0.383	hookiekie
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	hoʻopaʻapaʻa
guilt	disgust	0.383	hewa
fugitive	disgust	0.383	mahuka
irrational	disgust	0.383	noonoo ole
adder	disgust	0.383	mea hoʻohui
fulsome	disgust	0.383	piha
sacrifices	disgust	0.383	mohai
hypocritical	disgust	0.383	hookamani
shock	disgust	0.375	haʻalulu
alienation	disgust	0.375	kaawale
scoff	disgust	0.375	hoʻomāʻewaʻewa
plight	disgust	0.375	pilikia
irritation	disgust	0.375	ukiuki
unworthy	disgust	0.375	pono ole
misconduct	disgust	0.375	kolohe
defective	disgust	0.375	hemahema
blame	disgust	0.375	hewa
depressing	disgust	0.375	kaumaha
dislocated	disgust	0.375	hoʻokaʻawale
irritating	disgust	0.375	hoonaukiuki
vainly	disgust	0.367	makehewa
toad	disgust	0.367	kāʻei
powerless	disgust	0.367	mana ole
coerce	disgust	0.367	hooikaika
shuddering	disgust	0.367	haalulu
stripped	disgust	0.367	wehe ʻia
revoke	disgust	0.367	hoʻopau
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	kino kino
exclusion	disgust	0.367	kaawale
disillusionment	disgust	0.367	hoʻohaʻahaʻa
blatant	disgust	0.367	hoolaha
hurtful	disgust	0.367	ʻehaʻeha
hoax	disgust	0.367	hoax
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	lua
squelch	disgust	0.367	kinai
deserted	disgust	0.359	mehameha
damn	disgust	0.359	poino
incompatible	disgust	0.359	launa ole
dispose	disgust	0.359	e hoolei aku
oddity	disgust	0.359	ʻano ʻokoʻa
rebellion	disgust	0.359	kipi
ineptitude	disgust	0.359	ka pono ole
bug	disgust	0.359	kīpē
disobedience	disgust	0.359	hookuli
inept	disgust	0.352	pono ole
litigate	disgust	0.352	hoʻopiʻi
dismissal	disgust	0.352	ka hoopau ana
cutting	disgust	0.352	ʻoki ʻoki
untoward	disgust	0.352	ʻinoʻino
displeased	disgust	0.352	ʻoluʻolu
censor	disgust	0.352	censor
ridiculous	disgust	0.352	hoohenehene
compost	disgust	0.352	compost
frustrate	disgust	0.352	hoohihia
misbehavior	disgust	0.352	kolohe
lawyer	disgust	0.352	loio
crushed	disgust	0.352	ʻeha ʻia
flesh	disgust	0.352	ʻiʻo
uncertain	disgust	0.352	maopopo ole
obi	disgust	0.352	obi
flinch	disgust	0.352	wiliwili
fierce	disgust	0.352	ʻinoʻino
wrongful	disgust	0.352	hewahewa
depreciate	disgust	0.344	hoemi iho
disapprove	disgust	0.344	hoole
tearful	disgust	0.344	waimaka
grumble	disgust	0.336	ʻōhumu
unsettled	disgust	0.336	kū ʻole
annoy	disgust	0.336	hoonaukiuki
exigent	disgust	0.336	pono
heartsick	disgust	0.336	ʻehaʻeha
lawsuit	disgust	0.336	hoʻopiʻi
discoloration	disgust	0.336	ka waihoʻoluʻu
lumpy	disgust	0.336	puʻupuʻu
daft	disgust	0.336	daft
blunder	disgust	0.336	kuhi hewa
discontent	disgust	0.336	ʻoluʻolu
bickering	disgust	0.336	hoʻopaʻapaʻa
thoughtless	disgust	0.336	noonoo ole
disliked	disgust	0.336	makemake ole
disinclination	disgust	0.336	manao ole
distrust	disgust	0.336	paulele ole
disallowed	disgust	0.336	ʻaʻole ʻae ʻia
instability	disgust	0.328	kū ʻole
hydrophobia	disgust	0.328	hydrophobia
whine	disgust	0.328	uwē
inhibit	disgust	0.328	kaohi
excluded	disgust	0.328	kaawale
provoking	disgust	0.328	hoonaukiuki
grievance	disgust	0.328	hoʻopiʻi
unmanageable	disgust	0.328	hiki ole ke hooponopono
sly	disgust	0.328	maalea
exasperation	disgust	0.328	ukiuki
cacophony	disgust	0.328	hoʻohenehene
unsatisfactory	disgust	0.328	ʻoluʻolu ʻole
disappointed	disgust	0.328	hoka
materialist	disgust	0.328	mea waiwai
misleading	disgust	0.321	alakai hewa
mishap	disgust	0.320	pōʻino
soot	disgust	0.320	ʻūhū
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	hoole
annoyance	disgust	0.320	hoonaukiuki
disapproving	disgust	0.320	hoole ana
disservice	disgust	0.320	hana ʻino
reproach	disgust	0.320	hoowahawaha
confined	disgust	0.320	paa
unequal	disgust	0.320	like ole
rags	disgust	0.320	lole lole
groan	disgust	0.320	kanikau
soil	disgust	0.312	lepo
inappropriate	disgust	0.312	pono ole
criticize	disgust	0.312	hoohewahewa
disincline	disgust	0.312	hoʻokaʻawale
theism	disgust	0.312	hoʻomanaʻo
depreciated	disgust	0.312	depreciated
inconsiderate	disgust	0.312	noonoo ole
overpriced	disgust	0.312	ʻoi aku ke kumu kūʻai
stomach	disgust	0.312	ʻōpū
burke	disgust	0.312	burke
sneeze	disgust	0.312	kihe
gall	disgust	0.305	ʻōpū
bang	disgust	0.305	pāʻani
inadmissible	disgust	0.305	hiki ʻole ke ʻae ʻia
unfriendly	disgust	0.305	aloha ole
unaccountable	disgust	0.305	ʻaʻole hiki ke hoʻopaʻa ʻia
disparity	disgust	0.305	ʻokoʻa
latent	disgust	0.305	huna
disliking	disgust	0.305	makemake ole
shack	disgust	0.305	hale hale
grumpy	disgust	0.305	huhuhu
coop	disgust	0.304	coop
disappointment	disgust	0.297	hoka
scold	disgust	0.297	ʻāhewa
delay	disgust	0.297	lohi
congress	disgust	0.297	ʻaha kūkā
growling	disgust	0.297	uwo ana
backwards	disgust	0.297	i hope
soreness	disgust	0.297	ʻehaʻeha
disregarded	disgust	0.297	mālama ʻole ʻia
rogue	disgust	0.297	pōā
lonely	disgust	0.297	mehameha
notoriety	disgust	0.289	kaulana
catechism	disgust	0.289	kākalakala
flop	disgust	0.289	hāʻule
infamous	disgust	0.289	kaulana ʻole
janitor	disgust	0.289	kahu mālama
nettle	disgust	0.289	ʻupena
saturated	disgust	0.281	māʻona
prohibited	disgust	0.281	pāpā ʻia
gaby	disgust	0.281	Gaby
wince	disgust	0.281	wince
desist	disgust	0.281	hoʻōki
unfair	disgust	0.281	pono ole
aftermath	disgust	0.281	hope
remiss	disgust	0.281	hoʻolele
tribunal	disgust	0.273	ʻaha hoʻokolokolo
discolored	disgust	0.273	ʻeleʻele
wrangling	disgust	0.273	paio ana
uneasy	disgust	0.273	pilikia ole
huff	disgust	0.273	huff
weird	disgust	0.266	ʻano ʻē
impolite	disgust	0.266	pono ole
swig	disgust	0.266	swig
crawl	disgust	0.266	kolo
unsatisfied	disgust	0.266	ʻoluʻolu ʻole
inefficiency	disgust	0.266	hemahema
frantic	disgust	0.266	puiwa
bureaucrat	disgust	0.266	luna ʻoihana
politic	disgust	0.266	kālaiʻāina
coldness	disgust	0.266	anuanu
gruff	disgust	0.258	ʻinoʻino
octopus	disgust	0.258	heʻe
chagrin	disgust	0.258	ʻehaʻeha
barrow	disgust	0.258	kaʻa
copycat	disgust	0.258	kope kope
incase	disgust	0.258	inā
rascal	disgust	0.258	kolohe
sarcasm	disgust	0.258	hoʻomāʻewaʻewa
instinctive	disgust	0.258	hoʻoikaika kino
misconception	disgust	0.250	kuhi hewa
disinclined	disgust	0.250	manao ole
john	disgust	0.250	loane
hulk	disgust	0.250	hulk
baboon	disgust	0.250	baboon
shanghai	disgust	0.250	Shanghai
cupping	disgust	0.250	kīʻaha kīʻaha
lose	disgust	0.250	lilo
rook	disgust	0.242	puʻukū
entangled	disgust	0.242	hihia
gratuitous	disgust	0.242	manuahi
scrub	disgust	0.242	ʻōpala
opponent	disgust	0.242	hoa paio
tariff	disgust	0.242	uku
questionable	disgust	0.234	mea kānalua
prolong	disgust	0.234	hooloihi
reluctance	disgust	0.234	makemake ole
lagging	disgust	0.234	lohi ana
misstatement	disgust	0.234	kuhi hewa
resign	disgust	0.234	haʻalele
unlucky	disgust	0.234	pōʻino
backwardness	disgust	0.234	hoʻi hope
ineffectual	disgust	0.227	pono ole
disqualified	disgust	0.227	hoʻokuʻu ʻia
subsidy	disgust	0.227	hāʻawi kālā
reversal	disgust	0.227	ka hoohuli ana
default	disgust	0.227	paʻamau
fussy	disgust	0.227	ʻoluʻolu
unpopular	disgust	0.227	kaulana ʻole
petroleum	disgust	0.219	ʻaila ʻaila
intense	disgust	0.219	ikaika loa
evade	disgust	0.219	pale aku
frowning	disgust	0.219	ka makamaka
weight	disgust	0.219	kaumaha
dame	disgust	0.219	dame
donkey	disgust	0.211	hoki
actionable	disgust	0.211	hiki ke hana
tawny	disgust	0.211	ʻulaʻula
unhappy	disgust	0.211	hauʻoli ʻole
dandy	disgust	0.203	dandy
birch	disgust	0.203	birch
speck	disgust	0.203	kikoʻī
hood	disgust	0.203	puʻupuʻu
owing	disgust	0.203	aie
desert	disgust	0.203	waoakua
indifference	disgust	0.203	manao ole
awkwardness	disgust	0.203	ʻinoʻino
rave	disgust	0.203	hoʻohiwahiwa
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	kūpono ʻole
howl	disgust	0.195	uwo
dabbling	disgust	0.195	hoʻopaʻapaʻa
