English Word	Emotion	Emotion-Intensity-Score	Hungarian Word
idiotic	disgust	0.422	ostoba
badness	disgust	0.422	rosszaság
delinquent	disgust	0.422	vétkes
swarm	disgust	0.422	raj
hypertrophy	disgust	0.422	hipertrófia
gush	disgust	0.422	áradat
tasteless	disgust	0.422	ízléstelen
bovine	disgust	0.422	szarvasmarha
slush	disgust	0.422	latyak
litigious	disgust	0.414	peres
dishonesty	disgust	0.414	tisztességtelenség
vegetative	disgust	0.414	vegetatív
unfavorable	disgust	0.414	kedvezőtlen
displacency	disgust	0.414	elmozdulás
illegitimate	disgust	0.414	törvénytelen
sour	disgust	0.414	savanyú
socialism	disgust	0.414	szocializmus
disobey	disgust	0.414	ellenszegül
drivel	disgust	0.414	lendületes
vampire	disgust	0.414	vámpír
neglected	disgust	0.414	elhanyagolt
murky	disgust	0.414	sötét
ignorant	disgust	0.406	tudatlan
disgruntled	disgust	0.406	elégedetlen
discontinuity	disgust	0.406	folytonossági zavar
dislike	disgust	0.406	ellenszenv
unlawful	disgust	0.406	törvénytelen
wrongdoing	disgust	0.406	bűntett
shoplifting	disgust	0.406	lopás
recidivism	disgust	0.406	visszaesés
outcast	disgust	0.406	kitaszított
bogus	disgust	0.406	hamis
displeasure	disgust	0.406	nemtetszését
repel	disgust	0.406	taszít
falsify	disgust	0.406	meghamisítani
ungrateful	disgust	0.406	hálátlan
unkind	disgust	0.406	barátságtalan
phony	disgust	0.406	hamis
prosecution	disgust	0.406	vád
woe	disgust	0.398	jaj
averse	disgust	0.398	idegenkedõ
loon	disgust	0.398	fajankó
worsening	disgust	0.398	rosszabbodik
paucity	disgust	0.398	szűkösség
unnatural	disgust	0.398	természetellenes
amphetamines	disgust	0.398	amfetaminok
senseless	disgust	0.398	öntudatlan
rigor	disgust	0.398	szigor
subvert	disgust	0.398	felforgatni
failure	disgust	0.398	kudarc
lick	disgust	0.398	nyalás
unruly	disgust	0.398	rakoncátlan
woefully	disgust	0.398	siralmasan
stingy	disgust	0.398	fukar
crushing	disgust	0.398	zúzó
disdain	disgust	0.398	megvetés
insult	disgust	0.393	sértés
averseness	disgust	0.391	idegenkedés
disrelish	disgust	0.391	irtózás
punished	disgust	0.391	megbüntették
critter	disgust	0.391	lény
damage	disgust	0.391	kár
scorpion	disgust	0.391	skorpió
diatribe	disgust	0.391	gyalázkodás
muff	disgust	0.391	muff
farcical	disgust	0.391	nevetséges
antisocial	disgust	0.391	társadalomellenes
hardened	disgust	0.391	edzett
punishment	disgust	0.391	büntetés
bad	disgust	0.391	rossz
expel	disgust	0.391	kiutasítani
surly	disgust	0.383	mogorva
lament	disgust	0.383	panaszkodik
illiterate	disgust	0.383	írástudatlan
divorce	disgust	0.383	válás
teeming	disgust	0.383	nyüzsgő
plagiarism	disgust	0.383	plágium
eviction	disgust	0.383	kilakoltatás
orc	disgust	0.383	ork
disappoint	disgust	0.383	csalódást okozni
shabby	disgust	0.383	kopott
presumptuous	disgust	0.383	merész
anaconda	disgust	0.383	anakonda
discord	disgust	0.383	viszály
guilt	disgust	0.383	bűnösség
fugitive	disgust	0.383	szökevény
irrational	disgust	0.383	irracionális
adder	disgust	0.383	vipera
fulsome	disgust	0.383	édeskés
sacrifices	disgust	0.383	áldozatokat
hypocritical	disgust	0.383	álszent
shock	disgust	0.375	sokk
alienation	disgust	0.375	elidegenítés
scoff	disgust	0.375	kötekedés
plight	disgust	0.375	nyomorúság
irritation	disgust	0.375	irritáció
unworthy	disgust	0.375	méltatlan
misconduct	disgust	0.375	helytelen magatartást
defective	disgust	0.375	hibás
blame	disgust	0.375	szemrehányás
depressing	disgust	0.375	nyomasztó
dislocated	disgust	0.375	kimozdult
irritating	disgust	0.375	irritáló
vainly	disgust	0.367	hiába
toad	disgust	0.367	varangy
powerless	disgust	0.367	tehetetlen
coerce	disgust	0.367	kényszeríteni
shuddering	disgust	0.367	borzongva
stripped	disgust	0.367	lecsupaszítva
revoke	disgust	0.367	visszavonni
wimpy	disgust	0.367	nyurga
unhealthy	disgust	0.367	egészségtelen
exclusion	disgust	0.367	kirekesztés
disillusionment	disgust	0.367	kiábrándulás
blatant	disgust	0.367	kirívó
hurtful	disgust	0.367	bántó
hoax	disgust	0.367	félrevezetés
wimp	disgust	0.367	nyavalyás
cad	disgust	0.367	cad
pitfall	disgust	0.367	csapda
squelch	disgust	0.367	squelch
deserted	disgust	0.359	elhagyatott
damn	disgust	0.359	átkozott
incompatible	disgust	0.359	összeegyeztethetetlen
dispose	disgust	0.359	eldob
oddity	disgust	0.359	furcsaság
rebellion	disgust	0.359	lázadó
ineptitude	disgust	0.359	képtelenség
bug	disgust	0.359	bogár
disobedience	disgust	0.359	engedetlenség
inept	disgust	0.352	alkalmatlan
litigate	disgust	0.352	perel
dismissal	disgust	0.352	elbocsátás
cutting	disgust	0.352	vágás
untoward	disgust	0.352	kellemetlen
displeased	disgust	0.352	elégedetlen
censor	disgust	0.352	cenzor
ridiculous	disgust	0.352	nevetséges
compost	disgust	0.352	komposzt
frustrate	disgust	0.352	meghiúsítani
misbehavior	disgust	0.352	neveletlenség
lawyer	disgust	0.352	jogász
crushed	disgust	0.352	összetörve
flesh	disgust	0.352	hús
uncertain	disgust	0.352	bizonytalan
obi	disgust	0.352	selyemöv
flinch	disgust	0.352	hátrál
fierce	disgust	0.352	vad
wrongful	disgust	0.352	jogtalan
depreciate	disgust	0.344	becsmérel
disapprove	disgust	0.344	helyteleníteni
tearful	disgust	0.344	könnyes
grumble	disgust	0.336	morog
unsettled	disgust	0.336	rendezetlen
annoy	disgust	0.336	bosszant
exigent	disgust	0.336	igényes
heartsick	disgust	0.336	szívbeteg
lawsuit	disgust	0.336	per
discoloration	disgust	0.336	elszíneződés
lumpy	disgust	0.336	darabos
daft	disgust	0.336	bolond
blunder	disgust	0.336	baklövés
discontent	disgust	0.336	elégedetlenség
bickering	disgust	0.336	civakodás
thoughtless	disgust	0.336	meggondolatlan
disliked	disgust	0.336	nem tetszett
disinclination	disgust	0.336	ellenszenv
distrust	disgust	0.336	bizalmatlanság
disallowed	disgust	0.336	nem engedélyezett
instability	disgust	0.328	instabilitás
hydrophobia	disgust	0.328	víziszony
whine	disgust	0.328	nyafog
inhibit	disgust	0.328	gátolják
excluded	disgust	0.328	kizárva
provoking	disgust	0.328	provokatív
grievance	disgust	0.328	sérelem
unmanageable	disgust	0.328	kezelhetetlen
sly	disgust	0.328	ravasz
exasperation	disgust	0.328	elkeseredés
cacophony	disgust	0.328	hangzavar
unsatisfactory	disgust	0.328	elégtelen
disappointed	disgust	0.328	csalódott
materialist	disgust	0.328	materialista
misleading	disgust	0.321	félrevezető
mishap	disgust	0.320	baleset
soot	disgust	0.320	korom
humbug	disgust	0.320	csaló
disclaim	disgust	0.320	lemondani
annoyance	disgust	0.320	bosszúság
disapproving	disgust	0.320	rosszalló
disservice	disgust	0.320	rossz szolgálat
reproach	disgust	0.320	szemrehányás
confined	disgust	0.320	korlátozott
unequal	disgust	0.320	egyenlőtlen
rags	disgust	0.320	rongyok
groan	disgust	0.320	nyögés
soil	disgust	0.312	talaj
inappropriate	disgust	0.312	alkalmatlan
criticize	disgust	0.312	kritizálni
disincline	disgust	0.312	elkedvetlenít
theism	disgust	0.312	teizmus
depreciated	disgust	0.312	amortizálódott
inconsiderate	disgust	0.312	tapintatlan
overpriced	disgust	0.312	túlárazott
stomach	disgust	0.312	gyomor
burke	disgust	0.312	burke
sneeze	disgust	0.312	tüsszent
gall	disgust	0.305	epe
bang	disgust	0.305	bumm
inadmissible	disgust	0.305	elfogadhatatlan
unfriendly	disgust	0.305	barátságtalan
unaccountable	disgust	0.305	megmagyarázhatatlan
disparity	disgust	0.305	különbség
latent	disgust	0.305	rejtett
disliking	disgust	0.305	ellenszenves
shack	disgust	0.305	kunyhó
grumpy	disgust	0.305	zsémbes
coop	disgust	0.304	coop
disappointment	disgust	0.297	csalódás
scold	disgust	0.297	szid
delay	disgust	0.297	késleltetés
congress	disgust	0.297	Kongresszus
growling	disgust	0.297	morogva
backwards	disgust	0.297	visszafelé
soreness	disgust	0.297	fájdalom
disregarded	disgust	0.297	figyelmen kívül hagyva
rogue	disgust	0.297	gazember
lonely	disgust	0.297	magányos
notoriety	disgust	0.289	hírhedtség
catechism	disgust	0.289	katekizmus
flop	disgust	0.289	flop
infamous	disgust	0.289	hírhedt
janitor	disgust	0.289	gondnok
nettle	disgust	0.289	csalán
saturated	disgust	0.281	telített
prohibited	disgust	0.281	tiltott
gaby	disgust	0.281	tökfilkó
wince	disgust	0.281	összerezzen
desist	disgust	0.281	eláll
unfair	disgust	0.281	tisztességtelen
aftermath	disgust	0.281	utóhatása
remiss	disgust	0.281	hanyag
tribunal	disgust	0.273	bíróság
discolored	disgust	0.273	elszíneződött
wrangling	disgust	0.273	civakodás
uneasy	disgust	0.273	kényelmetlen
huff	disgust	0.273	megsértődik
weird	disgust	0.266	furcsa
impolite	disgust	0.266	udvariatlan
swig	disgust	0.266	vedel
crawl	disgust	0.266	kúszni
unsatisfied	disgust	0.266	kielégítetlen
inefficiency	disgust	0.266	eredménytelenség
frantic	disgust	0.266	őrjöngő
bureaucrat	disgust	0.266	bürokrata
politic	disgust	0.266	politikus
coldness	disgust	0.266	hidegség
gruff	disgust	0.258	mogorva
octopus	disgust	0.258	polip
chagrin	disgust	0.258	bosszúság
barrow	disgust	0.258	talicska
copycat	disgust	0.258	másoló
incase	disgust	0.258	Amennyiben
rascal	disgust	0.258	gazember
sarcasm	disgust	0.258	gúny
instinctive	disgust	0.258	ösztönös
misconception	disgust	0.250	tévhit
disinclined	disgust	0.250	kedvetlen
john	disgust	0.250	János
hulk	disgust	0.250	Hulk
baboon	disgust	0.250	pávián
shanghai	disgust	0.250	sanghaj
cupping	disgust	0.250	köpölyözés
lose	disgust	0.250	elveszít
rook	disgust	0.242	bástya
entangled	disgust	0.242	összegabalyodott
gratuitous	disgust	0.242	ingyenes
scrub	disgust	0.242	bozót
opponent	disgust	0.242	ellenfél
tariff	disgust	0.242	tarifa
questionable	disgust	0.234	kérdéses
prolong	disgust	0.234	meghosszabbítja
reluctance	disgust	0.234	idegenkedés
lagging	disgust	0.234	lemaradva
misstatement	disgust	0.234	téves állítás
resign	disgust	0.234	lemond
unlucky	disgust	0.234	szerencsétlen
backwardness	disgust	0.234	elmaradottság
ineffectual	disgust	0.227	hatástalan
disqualified	disgust	0.227	diszkvalifikált
subsidy	disgust	0.227	szubvenció
reversal	disgust	0.227	megfordítása
default	disgust	0.227	alapértelmezett
fussy	disgust	0.227	fontoskodó
unpopular	disgust	0.227	népszerűtlen
petroleum	disgust	0.219	petróleum
intense	disgust	0.219	erős
evade	disgust	0.219	elkerülni
frowning	disgust	0.219	a homlokát ráncolva
weight	disgust	0.219	súly
dame	disgust	0.219	hölgy
donkey	disgust	0.211	szamár
actionable	disgust	0.211	perelhető
tawny	disgust	0.211	homokszínű
unhappy	disgust	0.211	boldogtalan
dandy	disgust	0.203	remek
birch	disgust	0.203	nyír-
speck	disgust	0.203	folt
hood	disgust	0.203	kapucni
owing	disgust	0.203	fizetendő
desert	disgust	0.203	sivatag
indifference	disgust	0.203	közöny
awkwardness	disgust	0.203	ügyetlenség
rave	disgust	0.203	félrebeszél
gnome	disgust	0.203	gnóm
inconvenient	disgust	0.203	kényelmetlen
howl	disgust	0.195	üvöltés
dabbling	disgust	0.195	döcögős
morals	disgust	0.195	erkölcsök
misguided	disgust	0.195	félrevezetett
airs	disgust	0.195	sugárzik
gelatin	disgust	0.195	zselatin
fleece	disgust	0.195	gyapjú
monochrome	disgust	0.195	monokróm
lush	disgust	0.188	buja
celebrity	disgust	0.188	híres ember
avoid	disgust	0.188	elkerül
gent	disgust	0.188	férfi
stalemate	disgust	0.188	patt
lesser	disgust	0.188	kevesebb
sunk	disgust	0.180	elsüllyedt
nose	disgust	0.180	orr
laughable	disgust	0.180	nevetséges
claimant	disgust	0.180	felperes
possession	disgust	0.180	birtoklása
larger	disgust	0.164	nagyobb
pregnancy	disgust	0.164	terhesség
thrift	disgust	0.164	takarékosság
undoubted	disgust	0.164	kétségtelen
mouthful	disgust	0.164	falat
hoot	disgust	0.164	huhogás
sentence	disgust	0.156	mondat
misplace	disgust	0.156	elhány
clamor	disgust	0.156	kiabálás
parrot	disgust	0.156	papagáj
obliging	disgust	0.156	kötelezve
nameless	disgust	0.148	névtelen
bummer	disgust	0.148	dőzsölés
elf	disgust	0.141	Manó
feeling	disgust	0.141	érzés
excellence	disgust	0.141	kiválóság
gray	disgust	0.133	szürke
asymmetry	disgust	0.133	aszimmetria
turn	disgust	0.133	fordulat
clumsy	disgust	0.133	ügyetlen
stall	disgust	0.133	istálló
bran	disgust	0.125	korpa
finally	disgust	0.125	végül
lord	disgust	0.125	lord
nurture	disgust	0.117	táplálkozás
savor	disgust	0.117	ízesít
cove	disgust	0.117	öbölben
winning	disgust	0.109	nyerő
lemon	disgust	0.109	citrom
powerful	disgust	0.102	erős
glitter	disgust	0.094	csillám
interior	disgust	0.086	belső
mind	disgust	0.086	ész
interested	disgust	0.078	érdekelt
treat	disgust	0.078	csemege
abundance	disgust	0.078	bőség
honest	disgust	0.055	becsületes
kite	disgust	0.055	sárkány
humble	disgust	0.047	alázatos
tree	disgust	0.039	fa
torture	fear	0.984	kínzás
terrorist	fear	0.972	terrorista
terrorists	fear	0.969	terroristák
horrific	fear	0.969	rettenetes
terrorism	fear	0.969	terrorizmus
suicidebombing	fear	0.967	öngyilkos merénylet
kill	fear	0.962	megöl
homicidal	fear	0.959	gyilkos
catastrophe	fear	0.953	katasztrófa
annihilate	fear	0.953	megsemmisíteni
murderer	fear	0.953	gyilkos
terror	fear	0.953	terror
dying	fear	0.948	haldoklik
war	fear	0.942	háború
bombing	fear	0.938	bombázás
bomb	fear	0.935	bomba
missiles	fear	0.934	rakéták
horror	fear	0.923	borzalom
brutality	fear	0.922	durvaság
terrorize	fear	0.922	terrorizálni
horrified	fear	0.922	elborzadva
bloodthirsty	fear	0.922	vérszomjas
murderous	fear	0.920	gyilkos
massacre	fear	0.911	mészárlás
terrifying	fear	0.906	félelmetes
fatality	fear	0.906	végzet
horrifying	fear	0.906	borzasztó
demon	fear	0.906	démon
mutilation	fear	0.906	csonkítás
killing	fear	0.906	gyilkolás
holocaust	fear	0.906	Holocaust
assassinate	fear	0.906	meggyilkolni
terrified	fear	0.906	rémülten
devastation	fear	0.906	pusztulás
murder	fear	0.906	gyilkosság
horrors	fear	0.906	borzalmak
suicidal	fear	0.898	öngyilkos
assault	fear	0.891	támadás
kidnap	fear	0.891	elrabol
slaughter	fear	0.891	levágás
crucifixion	fear	0.891	keresztre feszítés
doomed	fear	0.888	kudarcra ítélt
poisoned	fear	0.886	megmérgezve
suicide	fear	0.879	öngyilkosság
explosion	fear	0.879	robbanás
deadly	fear	0.875	halálos
assassin	fear	0.875	orgyilkos
annihilation	fear	0.875	megsemmisítés
savagery	fear	0.875	vadság
disaster	fear	0.875	katasztrófa
threatening	fear	0.875	fenyegető
slaughtering	fear	0.875	vágás
disastrous	fear	0.875	katasztrofális
dismemberment	fear	0.875	feldarabolás
suffocation	fear	0.875	fulladás
rape	fear	0.870	erőszak
hell	fear	0.860	pokol
homicide	fear	0.859	emberölés
molestation	fear	0.859	molesztálás
bloodshed	fear	0.859	vérontás
barbaric	fear	0.859	barbár
explosive	fear	0.859	robbanó
warfare	fear	0.859	hadviselés
ihatespiders	fear	0.859	utálom a pókokat
tragedy	fear	0.859	tragédia
anthrax	fear	0.859	lépfene
demonic	fear	0.859	démoni
executioner	fear	0.859	hóhér
dread	fear	0.859	retteg
guillotine	fear	0.859	guillotine
attacking	fear	0.859	támadó
peril	fear	0.859	veszély
slaughterhouse	fear	0.859	vágóhíd
annihilated	fear	0.859	megsemmisült
suffocating	fear	0.858	fullasztó
treachery	fear	0.856	árulás
fright	fear	0.853	ijedtség
monster	fear	0.844	szörnyeteg
traumatic	fear	0.844	traumás
abomination	fear	0.844	utálatos
apocalypse	fear	0.844	Apokalipszis
slayer	fear	0.844	Mészáros
scare	fear	0.844	megijeszt
morgue	fear	0.844	hullaház
painful	fear	0.844	fájdalmas
frightened	fear	0.844	rémült
vengeance	fear	0.844	bosszú
scariest	fear	0.844	legfélelmetesebb
destroying	fear	0.844	pusztító
execution	fear	0.844	végrehajtás
panicked	fear	0.844	pánikolt
petrified	fear	0.844	megkövült
afraid	fear	0.844	fél
frightening	fear	0.844	ijesztő
drown	fear	0.844	megfullad
bombardment	fear	0.844	bombázás
death	fear	0.843	halál
chaos	fear	0.839	káosz
ghastly	fear	0.836	kísérteties
evil	fear	0.833	gonosz
intruder	fear	0.828	betolakodó
hellish	fear	0.828	pokoli
brutal	fear	0.828	brutális
cancer	fear	0.828	rák
devil	fear	0.828	ördög
grenade	fear	0.828	gránát
eradication	fear	0.828	felszámolása
frighten	fear	0.828	megijeszteni
explode	fear	0.828	felrobban
assassination	fear	0.828	merényletet
fatal	fear	0.828	halálos
paralyze	fear	0.828	megbénítani
gunmen	fear	0.828	fegyveresek
violently	fear	0.828	erőszakosan
nightmare	fear	0.828	lidércnyomás
doomsday	fear	0.828	utolsó ítélet
doom	fear	0.828	végzet
manslaughter	fear	0.828	emberölés
fear	fear	0.828	félelem
kidnapped	fear	0.828	elrabolták
trauma	fear	0.828	sérülés
morbidity	fear	0.820	morbiditás
crippling	fear	0.817	bénító
savage	fear	0.814	vad
shooting	fear	0.812	lövés
quake	fear	0.812	remeg
poisonous	fear	0.812	mérgező
damnation	fear	0.812	kárhozat
violence	fear	0.812	erőszak
destructive	fear	0.812	romboló
aggressor	fear	0.812	agresszor
suffering	fear	0.812	szenvedő
violent	fear	0.812	erőszakos
frightful	fear	0.812	ijesztő
crushed	fear	0.812	összetörve
earthquake	fear	0.812	földrengés
heartattack	fear	0.812	szívroham
hurricane	fear	0.811	hurrikán
imprisoned	fear	0.811	bebörtönzött
exterminate	fear	0.810	kiirtani
fearing	fear	0.808	félve
hemorrhage	fear	0.807	vérzés
torment	fear	0.806	kín
lethal	fear	0.806	halálos
venom	fear	0.804	méreg
claustrophobia	fear	0.803	klausztrofóbia
snakes	fear	0.802	kígyók
danger	fear	0.802	veszély
exorcism	fear	0.800	ördögűzés
obliterated	fear	0.800	eltüntetett
robbery	fear	0.800	rablás
terrifies	fear	0.798	megrémít
cyanide	fear	0.797	cianid
incurable	fear	0.797	gyógyíthatatlan
anxietyattack	fear	0.797	pánikroham
mortality	fear	0.797	halálozás
attack	fear	0.797	támadás
monstrosity	fear	0.797	szörnyűség
extermination	fear	0.797	kiirtás
bombers	fear	0.797	bombázók
harmful	fear	0.797	káros
persecution	fear	0.797	üldözés
biggestfear	fear	0.797	legnagyobb félelem
poison	fear	0.797	méreg
cruelty	fear	0.797	kegyetlenség
hysteria	fear	0.797	hisztéria
destruction	fear	0.797	megsemmisítés
dreadfully	fear	0.796	rettenetesen
arson	fear	0.794	gyújtogatás
devastate	fear	0.792	elpusztít
tyrant	fear	0.788	zsarnok
warcrimes	fear	0.785	háborús bűnök
perish	fear	0.784	elpusztul
feared	fear	0.782	félt
maniac	fear	0.781	mániás
bloody	fear	0.781	véres
freakingout	fear	0.781	kiakad
warlike	fear	0.781	harcias
rampage	fear	0.781	tombol
screaming	fear	0.781	sikoltozva
lifeless	fear	0.781	élettelen
enslaved	fear	0.781	leigázott
venomous	fear	0.781	mérges
snake	fear	0.776	kígyó
epidemic	fear	0.776	járvány
panicattack	fear	0.774	pánikroham
crisis	fear	0.766	válság
hazardous	fear	0.766	veszélyes
fearful	fear	0.766	félelmetes
dangerously	fear	0.766	veszélyesen
shipwreck	fear	0.766	hajótörés
scary	fear	0.766	ijedős
tumor	fear	0.766	tumor
invader	fear	0.766	határsértő
invade	fear	0.766	behatolni
die	fear	0.766	meghal
detonate	fear	0.766	felrobbant
violation	fear	0.766	megsértése
reprisal	fear	0.766	megtorlás
criminal	fear	0.766	Bűnügyi
riot	fear	0.766	lázadás
obliterate	fear	0.766	kitöröl
inferno	fear	0.766	pokol
leprosy	fear	0.766	lepra
jihad	fear	0.766	dzsihád
ohshit	fear	0.766	basszus
claustrophobic	fear	0.765	klausztrofóbiás
hyperventilating	fear	0.762	hiperventilláció
