English Word	Emotion	Emotion-Intensity-Score	Hindi Word
mocking	disgust	0.469	मजाक
wallow	disgust	0.469	लोट लगाते
cough	disgust	0.469	खाँसी
arrogant	disgust	0.469	घमंडी
angry	disgust	0.469	नाराज़
poverty	disgust	0.469	गरीबी
grating	disgust	0.469	कर्कश
livid	disgust	0.469	जर्द
aggravation	disgust	0.469	उत्तेजना
repellent	disgust	0.469	विकर्षक
perspiration	disgust	0.469	पसीना
banishment	disgust	0.469	निर्वासन
furious	disgust	0.469	आगबबूला
shoddy	disgust	0.469	तुच्छ
banshee	disgust	0.469	Banshee
deceive	disgust	0.461	धोखा देना
fool	disgust	0.461	बुद्धू
quack	disgust	0.461	नीम हकीम
distorted	disgust	0.461	विकृत
spider	disgust	0.461	मकड़ी
unjustifiable	disgust	0.461	अनुचित
deplore	disgust	0.461	विलाप करना
spurious	disgust	0.461	जाली
perdition	disgust	0.461	तबाही
muddy	disgust	0.461	मैला
fraudulent	disgust	0.461	धोखाधड़ी
scar	disgust	0.461	निशान
prick	disgust	0.461	चुभन
insulting	disgust	0.461	अपमान
plunder	disgust	0.461	लूट
recklessness	disgust	0.461	लापरवाही
stigma	disgust	0.453	कलंक
disparage	disgust	0.453	उपेक्षा करना
unthinkable	disgust	0.453	असंभव
disingenuous	disgust	0.453	कपटी
bane	disgust	0.453	फटकार
dishonest	disgust	0.453	बेईमान
aphid	disgust	0.453	एफिड
elimination	disgust	0.453	निकाल देना
cur	disgust	0.453	कुर
selfish	disgust	0.453	स्वार्थी
eschew	disgust	0.453	त्याग करना
dire	disgust	0.453	भयानक
indignation	disgust	0.453	रोष
antipathy	disgust	0.453	घृणा
alienate	disgust	0.453	विमुख
mosquito	disgust	0.445	मच्छर
piles	disgust	0.445	धन
pious	disgust	0.445	धर्मनिष्ठ
lie	disgust	0.445	लेट जाना
opium	disgust	0.445	अफ़ीम
smell	disgust	0.445	महक
iniquity	disgust	0.445	अधर्म
caries	disgust	0.445	क्षय
despair	disgust	0.445	निराशा
recalcitrant	disgust	0.445	आज्ञा न माननेवाला
egotistical	disgust	0.445	घमंडी
wasted	disgust	0.445	बर्बाद
vacuous	disgust	0.445	असार
bankruptcy	disgust	0.445	दिवालियापन
garish	disgust	0.445	भड़कीला
obnoxious	disgust	0.438	अप्रिय
ashamed	disgust	0.438	शर्मिंदा
abject	disgust	0.438	अधम
sticky	disgust	0.438	चिपचिपा
scream	disgust	0.438	चीख
hopelessness	disgust	0.438	निराशा
homeless	disgust	0.438	बेघर
shun	disgust	0.438	सीधे खड़े हो
inmate	disgust	0.438	कैदी
alien	disgust	0.438	विदेशी
hog	disgust	0.438	सूअर
aversion	disgust	0.438	घृणा
abnormal	disgust	0.438	असामान्य
cursing	disgust	0.430	अपशब्द
undesirable	disgust	0.430	अवांछनीय
denounce	disgust	0.430	आरोप लगा देना
witch	disgust	0.430	डायन
creature	disgust	0.430	जंतु
lusty	disgust	0.430	लस्टी
illegal	disgust	0.430	गैरकानूनी
debris	disgust	0.430	मलबा
callous	disgust	0.430	कठोर
reflux	disgust	0.430	भाटा
adverse	disgust	0.430	विपरीत
shameless	disgust	0.430	बेशर्म
separatist	disgust	0.430	संप्रदायवादी
trickery	disgust	0.430	प्रवंचना
falsity	disgust	0.430	असत्यता
pall	disgust	0.430	कष्ट देना
defiance	disgust	0.430	अवज्ञा
incredulous	disgust	0.430	विश्वास न होना
curse	disgust	0.430	अभिशाप
pompous	disgust	0.422	गर्वित
socialist	disgust	0.422	समाजवादी
mistrust	disgust	0.422	संदेह
infantile	disgust	0.422	शिशु-संबंधी
wasting	disgust	0.422	बर्बाद कर
hairy	disgust	0.422	बालदार
nicotine	disgust	0.422	निकोटीन
denunciation	disgust	0.422	निंदा
collapse	disgust	0.422	गिर जाना
untidy	disgust	0.422	लापरवाह
ferocious	disgust	0.422	क्रूर
ammonia	disgust	0.422	अमोनिया
carelessness	disgust	0.422	लापरवाही
impure	disgust	0.422	अशुद्ध
contentious	disgust	0.422	विवादास्पद
bum	disgust	0.422	नितंब
affront	disgust	0.422	अपमान
offend	disgust	0.422	कष्ट पहुंचाना
tarnish	disgust	0.422	कलंकति करना
idiotic	disgust	0.422	मूर्खतापूर्ण
badness	disgust	0.422	बुराई
delinquent	disgust	0.422	अपराधी
swarm	disgust	0.422	झुंड
hypertrophy	disgust	0.422	अतिवृद्धि
gush	disgust	0.422	बौछार
tasteless	disgust	0.422	को फीका
bovine	disgust	0.422	साँड़ का
slush	disgust	0.422	कीचड़
litigious	disgust	0.414	विवादी
dishonesty	disgust	0.414	बेईमानी
vegetative	disgust	0.414	वनस्पतिक
unfavorable	disgust	0.414	प्रतिकूल
displacency	disgust	0.414	विस्थापन
illegitimate	disgust	0.414	अवैध
sour	disgust	0.414	खट्टा
socialism	disgust	0.414	समाजवाद
disobey	disgust	0.414	अवज्ञा
drivel	disgust	0.414	बेहूदा बात
vampire	disgust	0.414	पिशाच
neglected	disgust	0.414	नजरअंदाज कर दिया
murky	disgust	0.414	बदली का
ignorant	disgust	0.406	अनजान
disgruntled	disgust	0.406	असंतुष्ट
discontinuity	disgust	0.406	अलगाव
dislike	disgust	0.406	नापसन्द
unlawful	disgust	0.406	ग़ैरक़ानूनी
wrongdoing	disgust	0.406	अधर्म
shoplifting	disgust	0.406	दुकानों से सामान चोरी
recidivism	disgust	0.406	जुर्म
outcast	disgust	0.406	जाति से निकाला हुआ
bogus	disgust	0.406	जाली
displeasure	disgust	0.406	अप्रसन्नता
repel	disgust	0.406	पीछे हटाना
falsify	disgust	0.406	कपट करना
ungrateful	disgust	0.406	एहसान फरामोश
unkind	disgust	0.406	निर्दयी
phony	disgust	0.406	जाली
prosecution	disgust	0.406	अभियोग पक्ष
woe	disgust	0.398	हाय
averse	disgust	0.398	प्रतिकूल
loon	disgust	0.398	एक प्रकार की पक्षी
worsening	disgust	0.398	बिगड़ती
paucity	disgust	0.398	कमी
unnatural	disgust	0.398	अस्वाभाविक
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	बेहोश
rigor	disgust	0.398	कठोरता
subvert	disgust	0.398	पलट देना
failure	disgust	0.398	असफलता
lick	disgust	0.398	चटना
unruly	disgust	0.398	अनियंत्रित
woefully	disgust	0.398	बुरी तरह
stingy	disgust	0.398	कंजूस
crushing	disgust	0.398	मुंहतोड़
disdain	disgust	0.398	तिरस्कार
insult	disgust	0.393	अपमान करना
averseness	disgust	0.391	प्रतिकूलता
disrelish	disgust	0.391	नापसंद करना
punished	disgust	0.391	दंडित
critter	disgust	0.391	जीव
damage	disgust	0.391	क्षति
scorpion	disgust	0.391	बिच्छू
diatribe	disgust	0.391	अभियोगात्मक भाषण
muff	disgust	0.391	चूक
farcical	disgust	0.391	हंसी का
antisocial	disgust	0.391	सामाजिक सिद्धान्तों के विस्र्द्ध
hardened	disgust	0.391	कठोर
punishment	disgust	0.391	सज़ा
bad	disgust	0.391	बुरा
expel	disgust	0.391	निष्कासित
surly	disgust	0.383	असभ्य
lament	disgust	0.383	विलाप
illiterate	disgust	0.383	निरक्षर
divorce	disgust	0.383	तलाक
teeming	disgust	0.383	भरा हुआ
plagiarism	disgust	0.383	साहित्यिक चोरी
eviction	disgust	0.383	निष्कासन
orc	disgust	0.383	ओआरसी
disappoint	disgust	0.383	निराश
shabby	disgust	0.383	जर्जर
presumptuous	disgust	0.383	अभिमान
anaconda	disgust	0.383	एनाकोंडा
discord	disgust	0.383	कलह
guilt	disgust	0.383	अपराध
fugitive	disgust	0.383	भगोड़ा
irrational	disgust	0.383	तर्कहीन
adder	disgust	0.383	योजक
fulsome	disgust	0.383	अति
sacrifices	disgust	0.383	बलि
hypocritical	disgust	0.383	पाखंडी
shock	disgust	0.375	झटका
alienation	disgust	0.375	अलगाव की भावना
scoff	disgust	0.375	उपहास
plight	disgust	0.375	वचन
irritation	disgust	0.375	चिढ़
unworthy	disgust	0.375	नालायक कहीं का
misconduct	disgust	0.375	दुराचार
defective	disgust	0.375	दोषपूर्ण
blame	disgust	0.375	आरोप
depressing	disgust	0.375	दबाकर
dislocated	disgust	0.375	उखड़
irritating	disgust	0.375	चिड़चिड़ा
vainly	disgust	0.367	व्यर्थ
toad	disgust	0.367	मेंढक
powerless	disgust	0.367	शक्तिहीन
coerce	disgust	0.367	मजबूर करना
shuddering	disgust	0.367	सिहरन
stripped	disgust	0.367	छीन
revoke	disgust	0.367	रद्द करना
wimpy	disgust	0.367	कायर
unhealthy	disgust	0.367	बीमार
exclusion	disgust	0.367	बहिष्करण
disillusionment	disgust	0.367	मोहभंग
blatant	disgust	0.367	ज़बरदस्त
hurtful	disgust	0.367	हानिकारक
hoax	disgust	0.367	छल
wimp	disgust	0.367	डरपोक समझा
cad	disgust	0.367	पाजी
pitfall	disgust	0.367	ख़तरा
squelch	disgust	0.367	झंखाड़
deserted	disgust	0.359	सुनसान
damn	disgust	0.359	लानत है
incompatible	disgust	0.359	असंगत
dispose	disgust	0.359	निपटाने
oddity	disgust	0.359	विषमता
rebellion	disgust	0.359	विद्रोह
ineptitude	disgust	0.359	अयोग्यता
bug	disgust	0.359	कीड़ा
disobedience	disgust	0.359	आज्ञा का उल्लंघन
inept	disgust	0.352	अयोग्य
litigate	disgust	0.352	बाद करना
dismissal	disgust	0.352	पदच्युति
cutting	disgust	0.352	काट रहा है
untoward	disgust	0.352	अभागा
displeased	disgust	0.352	अप्रसन्न
censor	disgust	0.352	सेंसर
ridiculous	disgust	0.352	हास्यास्पद
compost	disgust	0.352	खाद
frustrate	disgust	0.352	हताश
misbehavior	disgust	0.352	दुराचार
lawyer	disgust	0.352	वकील
crushed	disgust	0.352	कुचल
flesh	disgust	0.352	माँस
uncertain	disgust	0.352	ढुलमुल
obi	disgust	0.352	ओबी
flinch	disgust	0.352	बच जाना
fierce	disgust	0.352	भयंकर
wrongful	disgust	0.352	गलत तरीके से
depreciate	disgust	0.344	मूल्य कम करना
disapprove	disgust	0.344	अस्वीकृत
tearful	disgust	0.344	शोकाकुल
grumble	disgust	0.336	बड़बड़ाना
unsettled	disgust	0.336	अस्थिर
annoy	disgust	0.336	चिढ़ाना
exigent	disgust	0.336	जल्द
heartsick	disgust	0.336	खिन्न
lawsuit	disgust	0.336	मुकदमा
discoloration	disgust	0.336	मलिनकिरण
lumpy	disgust	0.336	ढेलेदार
daft	disgust	0.336	बेधड़क
blunder	disgust	0.336	बड़ी भूल
discontent	disgust	0.336	असंतोष
bickering	disgust	0.336	कलह
thoughtless	disgust	0.336	अल्हड़
disliked	disgust	0.336	नापसंद
disinclination	disgust	0.336	अनिच्छा
distrust	disgust	0.336	शक
disallowed	disgust	0.336	अनुमति नहीं देना
instability	disgust	0.328	अस्थिरता
hydrophobia	disgust	0.328	जलांतक
whine	disgust	0.328	कराहना
inhibit	disgust	0.328	रोकना
excluded	disgust	0.328	छोड़ा गया
provoking	disgust	0.328	अफ़सोसनाक
grievance	disgust	0.328	शिकायत
unmanageable	disgust	0.328	असहनीय
sly	disgust	0.328	धूर्त
exasperation	disgust	0.328	खीज
cacophony	disgust	0.328	कोलाहल
unsatisfactory	disgust	0.328	असंतोषजनक
disappointed	disgust	0.328	निराश
materialist	disgust	0.328	भौतिकवादी
misleading	disgust	0.321	गुमराह करने वाले
mishap	disgust	0.320	दुर्घटना
soot	disgust	0.320	कालिख
humbug	disgust	0.320	पाखण्ड
disclaim	disgust	0.320	छोड़ना
annoyance	disgust	0.320	चिढ़
disapproving	disgust	0.320	अनुमोदन
