English Word	Emotion	Emotion-Intensity-Score	Dutch Word
remiss	disgust	0.281	nalatig
tribunal	disgust	0.273	tribunaal
discolored	disgust	0.273	verkleurd
wrangling	disgust	0.273	ruzie maken
uneasy	disgust	0.273	ongemakkelijk
huff	disgust	0.273	huff
weird	disgust	0.266	vreemd
impolite	disgust	0.266	onbeleefd
swig	disgust	0.266	slok
crawl	disgust	0.266	kruipen
unsatisfied	disgust	0.266	ontevreden
inefficiency	disgust	0.266	inefficiëntie
frantic	disgust	0.266	panisch
bureaucrat	disgust	0.266	bureaucraat
politic	disgust	0.266	politiek
coldness	disgust	0.266	koude
gruff	disgust	0.258	nors
octopus	disgust	0.258	Octopus
chagrin	disgust	0.258	verdriet
barrow	disgust	0.258	kruiwagen
copycat	disgust	0.258	copycat
incase	disgust	0.258	in geval dat
rascal	disgust	0.258	boefje
sarcasm	disgust	0.258	sarcasme
instinctive	disgust	0.258	instinctief
misconception	disgust	0.250	misvatting
disinclined	disgust	0.250	niet geneigd
john	disgust	0.250	John
hulk	disgust	0.250	hulk
baboon	disgust	0.250	baviaan
shanghai	disgust	0.250	sjanghai
cupping	disgust	0.250	cupping
lose	disgust	0.250	verliezen
rook	disgust	0.242	toren
entangled	disgust	0.242	verstrikt
gratuitous	disgust	0.242	gratis
scrub	disgust	0.242	schrobben
opponent	disgust	0.242	tegenstander
tariff	disgust	0.242	tarief
questionable	disgust	0.234	twijfelachtig
prolong	disgust	0.234	verlengen
reluctance	disgust	0.234	tegenzin
lagging	disgust	0.234	achterblijvend
misstatement	disgust	0.234	onjuistheid
resign	disgust	0.234	ontslag nemen
unlucky	disgust	0.234	pech gehad
backwardness	disgust	0.234	achterlijkheid
ineffectual	disgust	0.227	ineffectief
disqualified	disgust	0.227	gediskwalificeerd
subsidy	disgust	0.227	subsidie
reversal	disgust	0.227	omkering
default	disgust	0.227	standaard
fussy	disgust	0.227	kieskeurig
unpopular	disgust	0.227	impopulair
petroleum	disgust	0.219	aardolie
intense	disgust	0.219	intens
evade	disgust	0.219	ontwijken
frowning	disgust	0.219	fronsend
weight	disgust	0.219	gewicht
dame	disgust	0.219	dame
donkey	disgust	0.211	ezel
actionable	disgust	0.211	uitvoerbaar
tawny	disgust	0.211	geelbruin
unhappy	disgust	0.211	ongelukkig
dandy	disgust	0.203	dandy
birch	disgust	0.203	berk
speck	disgust	0.203	vlek
hood	disgust	0.203	kap
owing	disgust	0.203	verschuldigd
desert	disgust	0.203	woestijn
indifference	disgust	0.203	onverschilligheid
awkwardness	disgust	0.203	onhandigheid
rave	disgust	0.203	raaskallen
gnome	disgust	0.203	kabouter
inconvenient	disgust	0.203	ongemakkelijk
howl	disgust	0.195	gehuil
dabbling	disgust	0.195	ploeteren
morals	disgust	0.195	moraal
misguided	disgust	0.195	misleid
airs	disgust	0.195	uitgezonden
gelatin	disgust	0.195	gelatine
fleece	disgust	0.195	fleece
monochrome	disgust	0.195	monochroom
lush	disgust	0.188	weelderig
celebrity	disgust	0.188	beroemdheid
avoid	disgust	0.188	voorkomen
gent	disgust	0.188	mijnheer
stalemate	disgust	0.188	patstelling
lesser	disgust	0.188	minder
sunk	disgust	0.180	gezonken
nose	disgust	0.180	neus
laughable	disgust	0.180	lachwekkend
claimant	disgust	0.180	eiser
possession	disgust	0.180	bezit
larger	disgust	0.164	groter
pregnancy	disgust	0.164	zwangerschap
thrift	disgust	0.164	spaarzaamheid
undoubted	disgust	0.164	ongetwijfeld
mouthful	disgust	0.164	mondvol
hoot	disgust	0.164	hoera
sentence	disgust	0.156	zin
misplace	disgust	0.156	misplaatsen
clamor	disgust	0.156	geschreeuw
parrot	disgust	0.156	papegaai
obliging	disgust	0.156	gedienstig
nameless	disgust	0.148	naamloos
bummer	disgust	0.148	jammer
elf	disgust	0.141	elf
feeling	disgust	0.141	gevoel
excellence	disgust	0.141	uitmuntendheid
gray	disgust	0.133	grijs
asymmetry	disgust	0.133	asymmetrie
turn	disgust	0.133	draai
clumsy	disgust	0.133	onhandig
stall	disgust	0.133	kraam
bran	disgust	0.125	zemelen
finally	disgust	0.125	Tenslotte
lord	disgust	0.125	heer
nurture	disgust	0.117	voeden
savor	disgust	0.117	genieten
cove	disgust	0.117	inham
winning	disgust	0.109	winnen
lemon	disgust	0.109	citroen
powerful	disgust	0.102	krachtig
glitter	disgust	0.094	schitteren
interior	disgust	0.086	interieur
mind	disgust	0.086	verstand
interested	disgust	0.078	geïnteresseerd
treat	disgust	0.078	traktatie
abundance	disgust	0.078	overvloed
honest	disgust	0.055	eerlijk
kite	disgust	0.055	vlieger
humble	disgust	0.047	nederig
tree	disgust	0.039	boom
torture	fear	0.984	marteling
terrorist	fear	0.972	terrorist
terrorists	fear	0.969	terroristen
horrific	fear	0.969	afschuwelijk
terrorism	fear	0.969	terrorisme
suicidebombing	fear	0.967	zelfmoordaanslag
kill	fear	0.962	doden
homicidal	fear	0.959	moorddadige
catastrophe	fear	0.953	catastrofe
annihilate	fear	0.953	vernietigen
murderer	fear	0.953	moordenaar
terror	fear	0.953	terreur
dying	fear	0.948	stervende
war	fear	0.942	oorlog
bombing	fear	0.938	bombardementen
bomb	fear	0.935	bom
missiles	fear	0.934	raketten
horror	fear	0.923	verschrikking
brutality	fear	0.922	brutaliteit
terrorize	fear	0.922	terroriseren
horrified	fear	0.922	met afschuw vervuld
bloodthirsty	fear	0.922	bloeddorstig
murderous	fear	0.920	moorddadig
massacre	fear	0.911	bloedbad
terrifying	fear	0.906	angstaanjagend
fatality	fear	0.906	fataliteit
horrifying	fear	0.906	afschuwelijk
demon	fear	0.906	demon
mutilation	fear	0.906	verminking
killing	fear	0.906	moorden
holocaust	fear	0.906	holocaust
assassinate	fear	0.906	vermoorden
terrified	fear	0.906	doodsbang
devastation	fear	0.906	verwoesting
murder	fear	0.906	moord
horrors	fear	0.906	verschrikkingen
suicidal	fear	0.898	suïcidaal
assault	fear	0.891	overval
kidnap	fear	0.891	ontvoeren
slaughter	fear	0.891	slachten
crucifixion	fear	0.891	kruisiging
doomed	fear	0.888	gedoemd
poisoned	fear	0.886	vergiftigd
suicide	fear	0.879	zelfmoord
explosion	fear	0.879	explosie
deadly	fear	0.875	dodelijk
assassin	fear	0.875	Sluipmoordenaar
annihilation	fear	0.875	vernietiging
savagery	fear	0.875	wreedheid
disaster	fear	0.875	ramp
threatening	fear	0.875	dreigend
slaughtering	fear	0.875	slachten
disastrous	fear	0.875	rampzalig
dismemberment	fear	0.875	verbrokkeling
suffocation	fear	0.875	verstikking
rape	fear	0.870	verkrachting
hell	fear	0.860	hel
homicide	fear	0.859	moord
molestation	fear	0.859	molestering
bloodshed	fear	0.859	bloedvergieten
barbaric	fear	0.859	barbaars
explosive	fear	0.859	explosief
warfare	fear	0.859	oorlogvoering
ihatespiders	fear	0.859	ik haat spinnen
tragedy	fear	0.859	tragedie
anthrax	fear	0.859	miltvuur
demonic	fear	0.859	demonisch
executioner	fear	0.859	beul
dread	fear	0.859	draad
guillotine	fear	0.859	guillotine
attacking	fear	0.859	aanvallend
peril	fear	0.859	gevaar
slaughterhouse	fear	0.859	slachthuis
annihilated	fear	0.859	vernietigd
suffocating	fear	0.858	verstikkend
treachery	fear	0.856	verraad
fright	fear	0.853	schrik
monster	fear	0.844	monster
traumatic	fear	0.844	traumatisch
abomination	fear	0.844	gruwel
apocalypse	fear	0.844	Apocalypse
slayer	fear	0.844	moordenaar
scare	fear	0.844	laten schrikken
morgue	fear	0.844	lijkenhuis
painful	fear	0.844	pijnlijk
frightened	fear	0.844	bang
vengeance	fear	0.844	wraak
scariest	fear	0.844	engste
destroying	fear	0.844	vernietigen
execution	fear	0.844	uitvoering
panicked	fear	0.844	in paniek
petrified	fear	0.844	versteend
afraid	fear	0.844	bang
frightening	fear	0.844	beangstigend
drown	fear	0.844	verdrinken
bombardment	fear	0.844	bombardement
death	fear	0.843	dood
chaos	fear	0.839	chaos
ghastly	fear	0.836	afschuwelijk
evil	fear	0.833	slecht
intruder	fear	0.828	indringer
hellish	fear	0.828	hels
brutal	fear	0.828	brutaal
cancer	fear	0.828	kanker
devil	fear	0.828	duivel
grenade	fear	0.828	granaat
eradication	fear	0.828	uitroeiing
frighten	fear	0.828	bang maken
explode	fear	0.828	ontploffen
assassination	fear	0.828	moord
fatal	fear	0.828	fataal
paralyze	fear	0.828	verlammen
gunmen	fear	0.828	gewapende mannen
violently	fear	0.828	met geweld
nightmare	fear	0.828	nachtmerrie
doomsday	fear	0.828	dag des oordeels
doom	fear	0.828	ondergang
manslaughter	fear	0.828	doodslag
fear	fear	0.828	angst
kidnapped	fear	0.828	ontvoerd
trauma	fear	0.828	trauma
morbidity	fear	0.820	ziektecijfers
crippling	fear	0.817	verlammend
savage	fear	0.814	wild
shooting	fear	0.812	schieten
quake	fear	0.812	aardbeving
poisonous	fear	0.812	giftig
damnation	fear	0.812	verdoemenis
violence	fear	0.812	geweld
destructive	fear	0.812	destructief
aggressor	fear	0.812	agressor
suffering	fear	0.812	lijden
violent	fear	0.812	gewelddadig
frightful	fear	0.812	beangstigend
crushed	fear	0.812	verpletterd
earthquake	fear	0.812	aardbeving
heartattack	fear	0.812	hartaanval
hurricane	fear	0.811	orkaan
imprisoned	fear	0.811	gevangen gezet
exterminate	fear	0.810	uitroeien
fearing	fear	0.808	bang zijn
hemorrhage	fear	0.807	bloeding
torment	fear	0.806	kwelling
lethal	fear	0.806	dodelijk
venom	fear	0.804	venijn
claustrophobia	fear	0.803	claustrofobie
snakes	fear	0.802	slangen
danger	fear	0.802	Gevaar
exorcism	fear	0.800	uitdrijving
obliterated	fear	0.800	uitgewist
robbery	fear	0.800	beroving
terrifies	fear	0.798	beangstigt
cyanide	fear	0.797	cyanide
incurable	fear	0.797	ongeneeslijke
anxietyattack	fear	0.797	paniek aanval
mortality	fear	0.797	sterfte
attack	fear	0.797	aanval
monstrosity	fear	0.797	monsterachtigheid
extermination	fear	0.797	uitroeiing
bombers	fear	0.797	bommenwerpers
harmful	fear	0.797	schadelijk
persecution	fear	0.797	vervolging
biggestfear	fear	0.797	grootste angst
poison	fear	0.797	vergif
cruelty	fear	0.797	wreedheid
hysteria	fear	0.797	hysterie
destruction	fear	0.797	verwoesting
dreadfully	fear	0.796	vreselijk
arson	fear	0.794	brandstichting
devastate	fear	0.792	verwoesten
tyrant	fear	0.788	tiran
warcrimes	fear	0.785	oorlogsmisdaden
perish	fear	0.784	vergaan
feared	fear	0.782	gevreesd
maniac	fear	0.781	maniac
bloody	fear	0.781	verdomd
freakingout	fear	0.781	flippen
warlike	fear	0.781	oorlogszuchtig
rampage	fear	0.781	razernij
screaming	fear	0.781	schreeuwen
lifeless	fear	0.781	levenloos
enslaved	fear	0.781	tot slaaf gemaakt
venomous	fear	0.781	giftig
snake	fear	0.776	slang
epidemic	fear	0.776	epidemie
panicattack	fear	0.774	paniek aanval
crisis	fear	0.766	crisis
hazardous	fear	0.766	gevaarlijk
fearful	fear	0.766	angstig
dangerously	fear	0.766	gevaarlijk
shipwreck	fear	0.766	schipbreuk
scary	fear	0.766	eng
tumor	fear	0.766	tumor
invader	fear	0.766	indringer
invade	fear	0.766	binnenvallen
die	fear	0.766	dood gaan
detonate	fear	0.766	ontploffen
violation	fear	0.766	overtreding
reprisal	fear	0.766	wraakactie
criminal	fear	0.766	crimineel
riot	fear	0.766	opstand
obliterate	fear	0.766	uitwissen
inferno	fear	0.766	inferno
leprosy	fear	0.766	lepra
jihad	fear	0.766	jihad
ohshit	fear	0.766	oh shit
claustrophobic	fear	0.765	claustrofobisch
hyperventilating	fear	0.762	hyperventileren
nightmares	fear	0.759	nachtmerries
destroyed	fear	0.754	vernietigd
ghostly	fear	0.754	spookachtig
treacherous	fear	0.750	verraderlijk
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	tragedies
slavery	fear	0.750	slavernij
cholera	fear	0.750	cholera
anarchist	fear	0.750	anarchist
panic	fear	0.750	paniek
anaconda	fear	0.750	anaconda
hurricanes	fear	0.750	orkanen
wrenching	fear	0.750	hartverscheurend
tyranny	fear	0.750	tirannie
imprisonment	fear	0.750	gevangenisstraf
dreadful	fear	0.750	vreselijk
agony	fear	0.750	nood
dangerous	fear	0.750	gevaarlijk
obliteration	fear	0.750	vernietiging
projectiles	fear	0.750	projectielen
destroyer	fear	0.750	torpedojager
strangle	fear	0.750	wurgen
hazard	fear	0.750	gevaar
riotous	fear	0.750	losbandig
accident	fear	0.750	ongeluk
mortuary	fear	0.750	mortuarium
anarchy	fear	0.750	anarchie
fears	fear	0.750	angsten
malignancy	fear	0.742	maligniteit
bombard	fear	0.740	bombarderen
cannibal	fear	0.740	kannibaal
abominable	fear	0.738	afschuwelijk
depraved	fear	0.734	verdorven
bomber	fear	0.734	bommenwerper
crash	fear	0.734	Botsing
tornado	fear	0.734	tornado
victimized	fear	0.734	slachtoffer
hyperventilate	fear	0.734	hyperventileren
melee	fear	0.734	melee
cursed	fear	0.734	vervloekt
mutiny	fear	0.734	muiterij
dictatorship	fear	0.734	dictatuur
shoot	fear	0.734	schieten
horrible	fear	0.734	vreselijk
misery	fear	0.734	ellende
gore	fear	0.734	gore
paralysis	fear	0.734	verlamming
tyrannical	fear	0.734	tiranniek
missile	fear	0.734	raket
gun	fear	0.734	pistool
devilish	fear	0.734	duivels
diseased	fear	0.734	ziek
shot	fear	0.734	schot
mafia	fear	0.734	maffia
beast	fear	0.734	beest
malignant	fear	0.734	kwaadaardig
scared	fear	0.734	bang
hostage	fear	0.734	gegijzelde
threaten	fear	0.734	dreigen
turmoil	fear	0.733	onrust
combat	fear	0.728	strijden
alligator	fear	0.727	alligator
ruin	fear	0.725	ruïneren
shooter	fear	0.722	schutter
contagious	fear	0.720	besmettelijk
crime	fear	0.719	misdrijf
scream	fear	0.719	schreeuw
injured	fear	0.719	gewond
desperation	fear	0.719	wanhoop
struggle	fear	0.719	strijd
shock	fear	0.719	schok
seizure	fear	0.719	hartinfarct
lynch	fear	0.719	lynchen
mortification	fear	0.719	versterving
fight	fear	0.719	gevecht
harm	fear	0.719	leed
emergency	fear	0.719	noodgeval
phobia	fear	0.719	fobie
havoc	fear	0.719	ravage
devastating	fear	0.719	verwoestend
excruciating	fear	0.719	ondraaglijk
casualty	fear	0.719	slachtoffer
miscarriage	fear	0.719	miskraam
starvation	fear	0.719	hongersnood
frantically	fear	0.717	paniekerig
carnage	fear	0.717	bloedbad
standoff	fear	0.716	impasse
infestation	fear	0.716	besmetting
soscary	fear	0.712	zo eng
panicking	fear	0.708	in paniek
rupture	fear	0.706	scheuren
horrid	fear	0.705	afschuwelijk
frantic	fear	0.705	panisch
sabotage	fear	0.703	sabotage
vendetta	fear	0.703	vendetta
arsenic	fear	0.703	arseen-
freaked	fear	0.703	bang
burial	fear	0.703	begrafenis
sos	fear	0.703	Sos
cobra	fear	0.703	cobra
dreaded	fear	0.703	gevreesd
harrowing	fear	0.703	schrijnend
aggressive	fear	0.703	agressief
prey	fear	0.703	prooi
gash	fear	0.703	Jaap
hatred	fear	0.703	haat
schizophrenia	fear	0.703	schizofrenie
upheaval	fear	0.703	omwenteling
armed	fear	0.703	gewapend
collapse	fear	0.703	instorten
deranged	fear	0.703	gestoord
assailant	fear	0.703	aanvaller
terminal	fear	0.703	terminal
plague	fear	0.703	pest
malevolent	fear	0.703	kwaadaardig
psychosis	fear	0.703	psychose
carcinoma	fear	0.703	carcinoom
diabolical	fear	0.703	duivels
wrecked	fear	0.703	vernield
grisly	fear	0.703	griezelig
hysterical	fear	0.703	hysterisch
fugitive	fear	0.703	voortvluchtig
neurotic	fear	0.703	neurotisch
witchcraft	fear	0.703	hekserij
avalanche	fear	0.703	lawine
anguish	fear	0.703	doodsangst
cripple	fear	0.703	kreupel
agonizing	fear	0.703	kwellend
infectious	fear	0.703	besmettelijk
crocodile	fear	0.700	krokodil
forcibly	fear	0.700	met geweld
abduction	fear	0.700	ontvoering
offender	fear	0.698	overtreder
mayhem	fear	0.690	bocht
hurt	fear	0.688	pijn doen
shrapnel	fear	0.688	granaatscherven
beastly	fear	0.688	beestachtig
rabid	fear	0.688	hondsdolheid
guerilla	fear	0.688	guerilla
ambush	fear	0.688	hinderlaag
endanger	fear	0.688	in gevaar brengen
leukemia	fear	0.688	leukemie
contagion	fear	0.688	besmetting
anarchism	fear	0.688	anarchisme
paranoid	fear	0.688	paranoïde
cadaver	fear	0.688	kadaver
agoraphobia	fear	0.688	agorafobie
alarm	fear	0.688	alarm
trepidation	fear	0.688	opwinding
blast	fear	0.688	ontploffing
gory	fear	0.688	bloederig
cyclone	fear	0.688	cycloon
brawl	fear	0.688	vechtpartij
hopeless	fear	0.688	hopeloos
banish	fear	0.688	verbannen
disease	fear	0.688	ziekte
hostile	fear	0.688	gewelddadig
oppression	fear	0.688	onderdrukking
wounding	fear	0.688	verwonden
socialanxiety	fear	0.688	sociale angst
radiation	fear	0.688	straling
gallows	fear	0.686	galg
coffin	fear	0.684	kist
madness	fear	0.675	krankzinnigheid
spook	fear	0.673	spook
fury	fear	0.672	woede
menace	fear	0.672	bedreiging
perishing	fear	0.672	vergaan
victim	fear	0.672	slachtoffer
sinister	fear	0.672	sinister
thug	fear	0.672	misdadiger
carcass	fear	0.672	karkas
shatter	fear	0.672	breken
grim	fear	0.672	grimmig
felon	fear	0.672	misdadiger
stab	fear	0.672	steken
trembling	fear	0.672	bevend
revolver	fear	0.672	revolver
militants	fear	0.672	militanten
dungeon	fear	0.672	kerker
outbreak	fear	0.672	uitbraak
frankenstorm	fear	0.672	frankenstorm
viper	fear	0.672	adder
combatant	fear	0.672	strijder
vermin	fear	0.672	ongedierte
nervouswreck	fear	0.672	nerveus wrak
menacing	fear	0.672	dreigend
hurting	fear	0.672	pijn doen
persecute	fear	0.672	vervolgen
fangs	fear	0.672	hoektanden
militia	fear	0.672	militie
injury	fear	0.672	blessure
scarier	fear	0.672	enger
mangle	fear	0.672	mangel
gang	fear	0.672	bende
crushing	fear	0.672	verpletteren
eruption	fear	0.672	uitbarsting
soscared	fear	0.672	zo bang
ghost	fear	0.672	geest
awful	fear	0.672	vreselijk
abhorrent	fear	0.672	weerzinwekkend
abuse	fear	0.672	misbruik
freakedout	fear	0.672	in paniek
atrocity	fear	0.672	gruweldaad
tarantula	fear	0.672	tarantula
ferocious	fear	0.667	woest
battered	fear	0.667	gehavend
desolation	fear	0.667	verwoesting
pandemic	fear	0.664	pandemie
cutthroat	fear	0.664	moordenaar
volcano	fear	0.663	vulkaan
scares	fear	0.660	bang maken
cruelly	fear	0.658	wreed
smash	fear	0.656	verpletteren
xenophobia	fear	0.656	vreemdelingenhaat
typhoon	fear	0.656	tyfoon
spider	fear	0.656	spin
alarming	fear	0.656	alarmerend
nefarious	fear	0.656	schandelijk
oppressive	fear	0.656	benauwend
treason	fear	0.656	landverraad
neurosis	fear	0.656	neurose
cruel	fear	0.656	wreed
crazed	fear	0.656	gek
coma	fear	0.656	coma
stroke	fear	0.656	hartinfarct
tumult	fear	0.656	tumult
fearfully	fear	0.656	angstig
battlefield	fear	0.656	slagveld
emetophobia	fear	0.656	emetofobie
dictator	fear	0.656	dictator
armament	fear	0.656	bewapening
blizzard	fear	0.656	sneeuwstorm
purgatory	fear	0.656	vagevuur
lunatic	fear	0.656	gek
bully	fear	0.656	pestkop
endangered	fear	0.656	bedreigd
insane	fear	0.656	gestoord
malicious	fear	0.656	kwaadwillend
selfharm	fear	0.656	zelfverwonding
despotic	fear	0.656	despotisch
revenge	fear	0.656	wraak
encroachment	fear	0.656	aantasting
shitless	fear	0.656	shitless
ruthless	fear	0.656	meedogenloos
debauchery	fear	0.656	losbandigheid
distress	fear	0.656	angst
traitor	fear	0.656	verrader
punishment	fear	0.656	straf
radioactive	fear	0.656	radioactief
projectile	fear	0.654	projectiel
flog	fear	0.653	geseling
bang	fear	0.652	knal
ransom	fear	0.644	losgeld
criminality	fear	0.642	criminaliteit
rattlesnake	fear	0.641	ratelslang
quivering	fear	0.641	bevend
perturbation	fear	0.641	verstoring
tumour	fear	0.641	tumor
conflict	fear	0.641	conflict
injurious	fear	0.641	schadelijk
vehement	fear	0.641	heftig
antichrist	fear	0.641	antichrist
isolated	fear	0.641	geïsoleerd
raging	fear	0.641	woedend
aghast	fear	0.641	verbijsterd
banshee	fear	0.641	banshee
cantbreathe	fear	0.641	kan niet ademen
demented	fear	0.641	dementerend
dastardly	fear	0.641	lafhartig
abortion	fear	0.641	abortus
deteriorate	fear	0.641	verslechteren
warlock	fear	0.641	tovenaar
hanging	fear	0.641	hangend
wreck	fear	0.641	wrak
demise	fear	0.641	ondergang
perilous	fear	0.641	levensgevaarlijk
duress	fear	0.641	dwang
dreading	fear	0.641	bang voor
raptors	fear	0.641	roofvogels
haunt	fear	0.641	achtervolgen
punished	fear	0.641	gestraft
hideous	fear	0.641	afschuwelijk
wildfire	fear	0.641	wildvuur
scoundrel	fear	0.641	schurk
intimidate	fear	0.641	intimideren
targeted	fear	0.641	gericht
dementia	fear	0.641	Dementie
despair	fear	0.641	wanhoop
retaliation	fear	0.641	wraak
bestial	fear	0.639	beestachtig
serpent	fear	0.638	slang
condemnation	fear	0.637	veroordeling
fire	fear	0.636	vuur
exclusion	fear	0.636	uitsluiting
armaments	fear	0.636	bewapening
corrosive	fear	0.636	corrosief
nervousness	fear	0.627	nervositeit
vengeful	fear	0.625	wraakzuchtig
pneumonia	fear	0.625	longontsteking
mercenary	fear	0.625	huurling
smuggler	fear	0.625	smokkelaar
