English Word	Emotion	Emotion-Intensity-Score	Afrikaans Word
sticky	disgust	0.438	taai
scream	disgust	0.438	gil
hopelessness	disgust	0.438	hopeloosheid
homeless	disgust	0.438	haweloos
shun	disgust	0.438	vermy
inmate	disgust	0.438	gevangene
alien	disgust	0.438	vreemdeling
hog	disgust	0.438	vark
aversion	disgust	0.438	afkeer
abnormal	disgust	0.438	abnormaal
cursing	disgust	0.430	vloek
undesirable	disgust	0.430	ongewens
denounce	disgust	0.430	aan die kaak stel
witch	disgust	0.430	heks
creature	disgust	0.430	skepsel
lusty	disgust	0.430	wellustig
illegal	disgust	0.430	onwettig
debris	disgust	0.430	puin
callous	disgust	0.430	gevoelloos
reflux	disgust	0.430	refluks
adverse	disgust	0.430	nadelig
shameless	disgust	0.430	skaamteloos
separatist	disgust	0.430	separatis
trickery	disgust	0.430	bedrog
falsity	disgust	0.430	valsheid
pall	disgust	0.430	pall
defiance	disgust	0.430	uittarting
incredulous	disgust	0.430	ongelowig
curse	disgust	0.430	vloek
pompous	disgust	0.422	spoggerig
socialist	disgust	0.422	sosialistiese
mistrust	disgust	0.422	wantroue
infantile	disgust	0.422	infantiel
wasting	disgust	0.422	mors
hairy	disgust	0.422	harig
nicotine	disgust	0.422	nikotien
denunciation	disgust	0.422	veroordeling
collapse	disgust	0.422	inval
untidy	disgust	0.422	onnet
ferocious	disgust	0.422	woeste
ammonia	disgust	0.422	ammoniak
carelessness	disgust	0.422	sorgeloosheid
impure	disgust	0.422	onsuiwer
contentious	disgust	0.422	omstrede
bum	disgust	0.422	boemelaar
affront	disgust	0.422	beledig
offend	disgust	0.422	aanstoot gee
tarnish	disgust	0.422	teer
idiotic	disgust	0.422	idioot
badness	disgust	0.422	slegtheid
delinquent	disgust	0.422	misdadig
swarm	disgust	0.422	swerm
hypertrophy	disgust	0.422	hipertrofie
gush	disgust	0.422	spoel
tasteless	disgust	0.422	smaakloos
bovine	disgust	0.422	bees
slush	disgust	0.422	slyp
litigious	disgust	0.414	litigies
dishonesty	disgust	0.414	oneerlikheid
vegetative	disgust	0.414	vegetatief
unfavorable	disgust	0.414	ongunstig
displacency	disgust	0.414	verplasing
illegitimate	disgust	0.414	onwettig
sour	disgust	0.414	suur
socialism	disgust	0.414	sosialisme
disobey	disgust	0.414	ongehoorsaam
drivel	disgust	0.414	drif
vampire	disgust	0.414	vampier
neglected	disgust	0.414	verwaarloos
murky	disgust	0.414	troebel
ignorant	disgust	0.406	onkundig
disgruntled	disgust	0.406	ontevrede
discontinuity	disgust	0.406	diskontinuïteit
dislike	disgust	0.406	hou nie van nie
unlawful	disgust	0.406	onwettig
wrongdoing	disgust	0.406	oortreding
shoplifting	disgust	0.406	winkeldiefstal
recidivism	disgust	0.406	herhaling
outcast	disgust	0.406	uitgeworpene
bogus	disgust	0.406	vals
displeasure	disgust	0.406	misnoeë
repel	disgust	0.406	stoot
falsify	disgust	0.406	vervals
ungrateful	disgust	0.406	ondankbaar
unkind	disgust	0.406	onvriendelik
phony	disgust	0.406	vals
prosecution	disgust	0.406	vervolging
woe	disgust	0.398	wee
averse	disgust	0.398	afkeer
loon	disgust	0.398	leem
worsening	disgust	0.398	verergering
paucity	disgust	0.398	gebrek
unnatural	disgust	0.398	onnatuurlik
amphetamines	disgust	0.398	amfetamiene
senseless	disgust	0.398	sinneloos
rigor	disgust	0.398	strengheid
subvert	disgust	0.398	ondermyn
failure	disgust	0.398	mislukking
lick	disgust	0.398	lek
unruly	disgust	0.398	weerbarstig
woefully	disgust	0.398	jammerlik
stingy	disgust	0.398	suinig
crushing	disgust	0.398	verpletterend
disdain	disgust	0.398	minagting
insult	disgust	0.393	belediging
averseness	disgust	0.391	afkeer
disrelish	disgust	0.391	ontneem
punished	disgust	0.391	gestraf
critter	disgust	0.391	diertjie
damage	disgust	0.391	skade
scorpion	disgust	0.391	skerpioen
diatribe	disgust	0.391	diatrie
muff	disgust	0.391	mof
farcical	disgust	0.391	klug
antisocial	disgust	0.391	antisosiale
hardened	disgust	0.391	verhard
punishment	disgust	0.391	straf
bad	disgust	0.391	sleg
expel	disgust	0.391	skors
surly	disgust	0.383	nors
lament	disgust	0.383	weeklaag
illiterate	disgust	0.383	ongeletterd
divorce	disgust	0.383	egskeiding
teeming	disgust	0.383	wemel
plagiarism	disgust	0.383	plagiaat
eviction	disgust	0.383	uitsetting
orc	disgust	0.383	ork
disappoint	disgust	0.383	teleurstel
shabby	disgust	0.383	armoedig
presumptuous	disgust	0.383	aanmatigend
anaconda	disgust	0.383	anakonda
discord	disgust	0.383	onenigheid
guilt	disgust	0.383	skuld
fugitive	disgust	0.383	voortvlugtig
irrational	disgust	0.383	irrasioneel
adder	disgust	0.383	adder
fulsome	disgust	0.383	volop
sacrifices	disgust	0.383	opofferings
hypocritical	disgust	0.383	skynheilig
shock	disgust	0.375	skok
alienation	disgust	0.375	vervreemding
scoff	disgust	0.375	spot
plight	disgust	0.375	benarde toestand
irritation	disgust	0.375	irritasie
unworthy	disgust	0.375	onwaardig
misconduct	disgust	0.375	wangedrag
defective	disgust	0.375	foutief
blame	disgust	0.375	blameer
depressing	disgust	0.375	neerdrukkend
dislocated	disgust	0.375	ontwrig
irritating	disgust	0.375	irriterend
vainly	disgust	0.367	tevergeefs
toad	disgust	0.367	padda
powerless	disgust	0.367	magteloos
coerce	disgust	0.367	dwing
shuddering	disgust	0.367	sidder
stripped	disgust	0.367	gestroop
revoke	disgust	0.367	herroep
wimpy	disgust	0.367	wimpie
unhealthy	disgust	0.367	ongesond
exclusion	disgust	0.367	uitsluiting
disillusionment	disgust	0.367	ontnugtering
blatant	disgust	0.367	blatant
hurtful	disgust	0.367	kwetsend
hoax	disgust	0.367	klug
wimp	disgust	0.367	wip
cad	disgust	0.367	cad
pitfall	disgust	0.367	slaggat
squelch	disgust	0.367	swaai
deserted	disgust	0.359	verlate
damn	disgust	0.359	verdomp
incompatible	disgust	0.359	onversoenbaar
dispose	disgust	0.359	wegdoen
oddity	disgust	0.359	vreemdheid
rebellion	disgust	0.359	rebellie
ineptitude	disgust	0.359	onbekwaamheid
bug	disgust	0.359	fout
disobedience	disgust	0.359	ongehoorsaamheid
inept	disgust	0.352	onbekwaam
litigate	disgust	0.352	litigeer
dismissal	disgust	0.352	ontslag
cutting	disgust	0.352	sny
untoward	disgust	0.352	onaangenaam
displeased	disgust	0.352	ontevrede
censor	disgust	0.352	sensor
ridiculous	disgust	0.352	belaglik
compost	disgust	0.352	kompos
frustrate	disgust	0.352	frustreer
misbehavior	disgust	0.352	wangedrag
lawyer	disgust	0.352	prokureur
crushed	disgust	0.352	verpletter
flesh	disgust	0.352	vlees
uncertain	disgust	0.352	onseker
obi	disgust	0.352	obi
flinch	disgust	0.352	terugdeins
fierce	disgust	0.352	kwaai
wrongful	disgust	0.352	onregmatig
depreciate	disgust	0.344	depresieer
disapprove	disgust	0.344	afkeur
tearful	disgust	0.344	tranerig
grumble	disgust	0.336	gebrom
unsettled	disgust	0.336	onseker
annoy	disgust	0.336	vererg
exigent	disgust	0.336	dringend
heartsick	disgust	0.336	hartseer
lawsuit	disgust	0.336	regsgeding
discoloration	disgust	0.336	verkleuring
lumpy	disgust	0.336	knopperig
daft	disgust	0.336	dwaas
blunder	disgust	0.336	fout
discontent	disgust	0.336	ontevredenheid
bickering	disgust	0.336	gekibbel
thoughtless	disgust	0.336	onnadenkend
disliked	disgust	0.336	nie gehou het nie
disinclination	disgust	0.336	disinklinasie
distrust	disgust	0.336	wantroue
disallowed	disgust	0.336	nie toegelaat nie
instability	disgust	0.328	onstabiliteit
hydrophobia	disgust	0.328	hidrofobie
whine	disgust	0.328	kerm
inhibit	disgust	0.328	inhibeer
excluded	disgust	0.328	uitgesluit
provoking	disgust	0.328	uitlokkend
grievance	disgust	0.328	grief
unmanageable	disgust	0.328	onhanteerbaar
sly	disgust	0.328	skelm
exasperation	disgust	0.328	ergernis
cacophony	disgust	0.328	kakofonie
unsatisfactory	disgust	0.328	onbevredigend
disappointed	disgust	0.328	teleurgesteld
materialist	disgust	0.328	materialis
misleading	disgust	0.321	misleidend
mishap	disgust	0.320	ongeluk
soot	disgust	0.320	roet
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	ontken
annoyance	disgust	0.320	ergernis
disapproving	disgust	0.320	afkeur
disservice	disgust	0.320	ondiens
reproach	disgust	0.320	verwyt
confined	disgust	0.320	ingeperk
unequal	disgust	0.320	ongelyk
rags	disgust	0.320	lappe
groan	disgust	0.320	kreun
soil	disgust	0.312	grond
inappropriate	disgust	0.312	onvanpas
criticize	disgust	0.312	kritiseer
disincline	disgust	0.312	afkeur
theism	disgust	0.312	teïsme
depreciated	disgust	0.312	gedepresieer
inconsiderate	disgust	0.312	onbedagsaam
overpriced	disgust	0.312	te duur
stomach	disgust	0.312	maag
burke	disgust	0.312	burke
sneeze	disgust	0.312	nies
gall	disgust	0.305	gal
bang	disgust	0.305	Knal
inadmissible	disgust	0.305	ontoelaatbaar
unfriendly	disgust	0.305	onvriendelik
unaccountable	disgust	0.305	ontoerekeningsvatbaar
disparity	disgust	0.305	ongelykheid
latent	disgust	0.305	latente
disliking	disgust	0.305	afkeer
shack	disgust	0.305	hut
grumpy	disgust	0.305	knorrig
coop	disgust	0.304	hok
disappointment	disgust	0.297	teleurstelling
scold	disgust	0.297	skel
delay	disgust	0.297	vertraging
congress	disgust	0.297	kongres
growling	disgust	0.297	grommend
backwards	disgust	0.297	agteruit
soreness	disgust	0.297	seerheid
disregarded	disgust	0.297	verontagsaam
rogue	disgust	0.297	skelm
lonely	disgust	0.297	eensaam
notoriety	disgust	0.289	bekendheid
catechism	disgust	0.289	kategese
flop	disgust	0.289	flop
infamous	disgust	0.289	berug
janitor	disgust	0.289	opsigter
nettle	disgust	0.289	brandnetel
saturated	disgust	0.281	versadig
prohibited	disgust	0.281	verbied
gaby	disgust	0.281	gaby
wince	disgust	0.281	wink
desist	disgust	0.281	laat staan
unfair	disgust	0.281	onregverdig
aftermath	disgust	0.281	nasleep
remiss	disgust	0.281	nalaat
tribunal	disgust	0.273	tribunaal
discolored	disgust	0.273	verkleur
wrangling	disgust	0.273	stryery
uneasy	disgust	0.273	onrustig
huff	disgust	0.273	huf
weird	disgust	0.266	vreemd
impolite	disgust	0.266	ongeskik
swig	disgust	0.266	swig
crawl	disgust	0.266	kruip
unsatisfied	disgust	0.266	ontevrede
inefficiency	disgust	0.266	ondoeltreffendheid
frantic	disgust	0.266	woes
bureaucrat	disgust	0.266	burokraat
politic	disgust	0.266	politiek
coldness	disgust	0.266	koudheid
gruff	disgust	0.258	grof
octopus	disgust	0.258	seekat
chagrin	disgust	0.258	hartseer
barrow	disgust	0.258	kruiwa
copycat	disgust	0.258	kopieer
incase	disgust	0.258	ingeval
rascal	disgust	0.258	skelm
sarcasm	disgust	0.258	sarkasme
instinctive	disgust	0.258	instinktief
misconception	disgust	0.250	wanopvatting
disinclined	disgust	0.250	onwillig
john	disgust	0.250	john
hulk	disgust	0.250	hulk
baboon	disgust	0.250	bobbejaan
shanghai	disgust	0.250	Sjanghai
cupping	disgust	0.250	koppie
lose	disgust	0.250	verloor
rook	disgust	0.242	toring
entangled	disgust	0.242	gekoek
gratuitous	disgust	0.242	verniet
scrub	disgust	0.242	skrop
opponent	disgust	0.242	opponent
tariff	disgust	0.242	tarief
questionable	disgust	0.234	twyfelagtige
prolong	disgust	0.234	verleng
reluctance	disgust	0.234	onwilligheid
lagging	disgust	0.234	agterbly
misstatement	disgust	0.234	wanvoorstelling
resign	disgust	0.234	bedank
unlucky	disgust	0.234	ongelukkig
backwardness	disgust	0.234	agterlikheid
ineffectual	disgust	0.227	ondoeltreffend
disqualified	disgust	0.227	gediskwalifiseer
subsidy	disgust	0.227	subsidie
reversal	disgust	0.227	ommekeer
default	disgust	0.227	verstek
fussy	disgust	0.227	kieskeurig
unpopular	disgust	0.227	ongewild
petroleum	disgust	0.219	petroleum
intense	disgust	0.219	intens
evade	disgust	0.219	ontduik
frowning	disgust	0.219	frons
weight	disgust	0.219	gewig
dame	disgust	0.219	dame
donkey	disgust	0.211	donkie
actionable	disgust	0.211	optreebaar
tawny	disgust	0.211	geelbruin
unhappy	disgust	0.211	ongelukkig
dandy	disgust	0.203	dandy
birch	disgust	0.203	berk
speck	disgust	0.203	spikkeltjie
hood	disgust	0.203	kappie
owing	disgust	0.203	verskuldig
desert	disgust	0.203	woestyn
indifference	disgust	0.203	onverskilligheid
awkwardness	disgust	0.203	ongemaklikheid
rave	disgust	0.203	rave
gnome	disgust	0.203	kabouter
inconvenient	disgust	0.203	ongerieflik
howl	disgust	0.195	huil
dabbling	disgust	0.195	pruttel
morals	disgust	0.195	sedes
misguided	disgust	0.195	Mislei
airs	disgust	0.195	uitsaai
gelatin	disgust	0.195	gelatien
fleece	disgust	0.195	vag
monochrome	disgust	0.195	monochroom
lush	disgust	0.188	welig
celebrity	disgust	0.188	celebrity
avoid	disgust	0.188	verhoed
gent	disgust	0.188	meneer
stalemate	disgust	0.188	dooiepunt
lesser	disgust	0.188	minder
sunk	disgust	0.180	gesink
nose	disgust	0.180	neus
laughable	disgust	0.180	lagwekkend
claimant	disgust	0.180	eiser
possession	disgust	0.180	besit
larger	disgust	0.164	groter
pregnancy	disgust	0.164	swangerskap
thrift	disgust	0.164	spaarsamigheid
undoubted	disgust	0.164	ongetwyfeld
mouthful	disgust	0.164	mondvol
hoot	disgust	0.164	toet
sentence	disgust	0.156	vonnis
misplace	disgust	0.156	misplaas
clamor	disgust	0.156	geroep
parrot	disgust	0.156	papegaai
obliging	disgust	0.156	verpligtend
nameless	disgust	0.148	naamloos
bummer	disgust	0.148	bummer
elf	disgust	0.141	elf
feeling	disgust	0.141	gevoel
excellence	disgust	0.141	uitnemendheid
gray	disgust	0.133	grys
asymmetry	disgust	0.133	asimmetrie
turn	disgust	0.133	draai
clumsy	disgust	0.133	lomp
stall	disgust	0.133	stalletjie
bran	disgust	0.125	semels
finally	disgust	0.125	uiteindelik
lord	disgust	0.125	heer
nurture	disgust	0.117	koester
savor	disgust	0.117	smul
cove	disgust	0.117	inham
winning	disgust	0.109	wen
lemon	disgust	0.109	suurlemoen
powerful	disgust	0.102	kragtig
glitter	disgust	0.094	glinster
interior	disgust	0.086	binnekant
mind	disgust	0.086	verstand
interested	disgust	0.078	belangstel
treat	disgust	0.078	behandel
abundance	disgust	0.078	oorvloed
honest	disgust	0.055	eerlik
kite	disgust	0.055	vlieër
humble	disgust	0.047	nederig
tree	disgust	0.039	boom
torture	fear	0.984	marteling
terrorist	fear	0.972	terroris
terrorists	fear	0.969	terroriste
horrific	fear	0.969	gruwelik
terrorism	fear	0.969	terrorisme
suicidebombing	fear	0.967	selfmoordbomaanval
kill	fear	0.962	doodmaak
homicidal	fear	0.959	moorddadig
catastrophe	fear	0.953	katastrofe
annihilate	fear	0.953	vernietig
murderer	fear	0.953	moordenaar
terror	fear	0.953	terreur
dying	fear	0.948	sterf
war	fear	0.942	oorlog
bombing	fear	0.938	bombardering
bomb	fear	0.935	bom
missiles	fear	0.934	missiele
horror	fear	0.923	gruwel
brutality	fear	0.922	brutaliteit
terrorize	fear	0.922	terroriseer
horrified	fear	0.922	verskrik
bloodthirsty	fear	0.922	bloeddorstig
murderous	fear	0.920	moorddadig
massacre	fear	0.911	bloedbad
terrifying	fear	0.906	skrikwekkend
fatality	fear	0.906	sterflikheid
horrifying	fear	0.906	afgryslik
demon	fear	0.906	demoon
mutilation	fear	0.906	verminking
killing	fear	0.906	doodmaak
holocaust	fear	0.906	holocaust
assassinate	fear	0.906	vermoor
terrified	fear	0.906	verskrik
devastation	fear	0.906	verwoesting
murder	fear	0.906	moord
horrors	fear	0.906	gruwels
suicidal	fear	0.898	selfmoord
assault	fear	0.891	aanranding
kidnap	fear	0.891	ontvoer
slaughter	fear	0.891	slagting
crucifixion	fear	0.891	kruisiging
doomed	fear	0.888	gedoem
poisoned	fear	0.886	vergiftig
suicide	fear	0.879	selfmoord
explosion	fear	0.879	ontploffing
deadly	fear	0.875	dodelik
assassin	fear	0.875	sluipmoordenaar
annihilation	fear	0.875	uitwissing
savagery	fear	0.875	wreedheid
disaster	fear	0.875	ramp
threatening	fear	0.875	dreigend
slaughtering	fear	0.875	slagting
disastrous	fear	0.875	rampspoedig
dismemberment	fear	0.875	verbrokkeling
suffocation	fear	0.875	verstikking
rape	fear	0.870	verkragting
hell	fear	0.860	hel
homicide	fear	0.859	moord
molestation	fear	0.859	molestering
bloodshed	fear	0.859	bloedvergieting
barbaric	fear	0.859	barbaars
explosive	fear	0.859	plofstof
warfare	fear	0.859	oorlogvoering
ihatespiders	fear	0.859	i haatspinnekoppe
tragedy	fear	0.859	tragedie
anthrax	fear	0.859	miltsiekte
demonic	fear	0.859	demonies
executioner	fear	0.859	laksman
dread	fear	0.859	vrees
guillotine	fear	0.859	guillotine
attacking	fear	0.859	aanval
peril	fear	0.859	gevaar
slaughterhouse	fear	0.859	slaghuis
annihilated	fear	0.859	tot niet gemaak
suffocating	fear	0.858	verstikkend
treachery	fear	0.856	verraad
fright	fear	0.853	skrik
monster	fear	0.844	monster
traumatic	fear	0.844	traumaties
abomination	fear	0.844	gruwel
apocalypse	fear	0.844	apokalips
slayer	fear	0.844	moordenaar
scare	fear	0.844	skrik
morgue	fear	0.844	lykshuis
painful	fear	0.844	pynlike
frightened	fear	0.844	bang
vengeance	fear	0.844	wraak
scariest	fear	0.844	skrikwekkendste
destroying	fear	0.844	vernietig
execution	fear	0.844	uitvoering
panicked	fear	0.844	paniekerig geraak
petrified	fear	0.844	versteend
afraid	fear	0.844	bang
frightening	fear	0.844	skrikwekkend
drown	fear	0.844	verdrink
bombardment	fear	0.844	bombardement
death	fear	0.843	dood
chaos	fear	0.839	chaos
ghastly	fear	0.836	aaklig
evil	fear	0.833	kwaad
intruder	fear	0.828	indringer
hellish	fear	0.828	helse
brutal	fear	0.828	brutaal
cancer	fear	0.828	Kanker
devil	fear	0.828	duiwel
grenade	fear	0.828	granaat
eradication	fear	0.828	uitwissing
frighten	fear	0.828	skrik
explode	fear	0.828	ontplof
assassination	fear	0.828	sluipmoord
fatal	fear	0.828	noodlottig
paralyze	fear	0.828	verlam
gunmen	fear	0.828	gewapende mans
violently	fear	0.828	gewelddadig
nightmare	fear	0.828	nagmerrie
doomsday	fear	0.828	oordeelsdag
doom	fear	0.828	ondergang
manslaughter	fear	0.828	manslag
fear	fear	0.828	vrees
kidnapped	fear	0.828	ontvoer
trauma	fear	0.828	trauma
morbidity	fear	0.820	morbiditeit
crippling	fear	0.817	verlammende
savage	fear	0.814	woeste
shooting	fear	0.812	skiet
quake	fear	0.812	bewe
poisonous	fear	0.812	giftig
damnation	fear	0.812	verdoemenis
violence	fear	0.812	geweld
destructive	fear	0.812	vernietigende
aggressor	fear	0.812	aggressor
suffering	fear	0.812	lyding
violent	fear	0.812	gewelddadig
frightful	fear	0.812	skrikwekkend
crushed	fear	0.812	verpletter
earthquake	fear	0.812	aardbewing
heartattack	fear	0.812	hartaanval
hurricane	fear	0.811	orkaan
imprisoned	fear	0.811	gevange geneem
exterminate	fear	0.810	uitroei
fearing	fear	0.808	vrees
hemorrhage	fear	0.807	bloeding
torment	fear	0.806	pyniging
lethal	fear	0.806	dodelik
venom	fear	0.804	gif
claustrophobia	fear	0.803	claustrofobie
snakes	fear	0.802	slange
danger	fear	0.802	gevaar
exorcism	fear	0.800	eksorcisme
obliterated	fear	0.800	uitgewis
robbery	fear	0.800	roof
terrifies	fear	0.798	verskrik
cyanide	fear	0.797	sianied
incurable	fear	0.797	ongeneeslik
anxietyattack	fear	0.797	angsaanval
mortality	fear	0.797	sterflikheid
attack	fear	0.797	aanval
monstrosity	fear	0.797	monstrositeit
extermination	fear	0.797	uitwissing
bombers	fear	0.797	bomwerpers
harmful	fear	0.797	skadelik
persecution	fear	0.797	vervolging
biggestfear	fear	0.797	grootste vrees
poison	fear	0.797	gif
cruelty	fear	0.797	wreedheid
hysteria	fear	0.797	histerie
destruction	fear	0.797	vernietiging
dreadfully	fear	0.796	vreeslik
arson	fear	0.794	brandstigting
devastate	fear	0.792	verwoes
tyrant	fear	0.788	tiran
warcrimes	fear	0.785	oorlogsmisdade
perish	fear	0.784	vergaan
feared	fear	0.782	gevrees
maniac	fear	0.781	maniak
bloody	fear	0.781	bloederig
freakingout	fear	0.781	freaking-out
warlike	fear	0.781	oorlogsugtige
rampage	fear	0.781	amok
screaming	fear	0.781	skree
lifeless	fear	0.781	leweloos
enslaved	fear	0.781	verslaaf
venomous	fear	0.781	giftig
snake	fear	0.776	slang
epidemic	fear	0.776	epidemie
panicattack	fear	0.774	paniek aanval
crisis	fear	0.766	krisis
hazardous	fear	0.766	gevaarlik
fearful	fear	0.766	vreesbevange
dangerously	fear	0.766	gevaarlik
shipwreck	fear	0.766	skipbreuk
scary	fear	0.766	skrikwekkend
tumor	fear	0.766	gewas
invader	fear	0.766	indringer
