English Word	Emotion	Emotion-Intensity-Score	Spanish Word
bovine	disgust	0.422	bovino
slush	disgust	0.422	fango
litigious	disgust	0.414	litigioso
dishonesty	disgust	0.414	deshonestidad
vegetative	disgust	0.414	vegetativo
unfavorable	disgust	0.414	desfavorable
displacency	disgust	0.414	desplazamiento
illegitimate	disgust	0.414	ilegítimo
sour	disgust	0.414	agrio
socialism	disgust	0.414	socialismo
disobey	disgust	0.414	desobedecer
drivel	disgust	0.414	mentiras
vampire	disgust	0.414	vampiro
neglected	disgust	0.414	descuidado
murky	disgust	0.414	turbio
ignorant	disgust	0.406	ignorante
disgruntled	disgust	0.406	descontento
discontinuity	disgust	0.406	discontinuidad
dislike	disgust	0.406	disgusto
unlawful	disgust	0.406	ilegal
wrongdoing	disgust	0.406	marcha mala
shoplifting	disgust	0.406	hurto
recidivism	disgust	0.406	reincidencia
outcast	disgust	0.406	paria
bogus	disgust	0.406	falso
displeasure	disgust	0.406	disgusto
repel	disgust	0.406	repeler
falsify	disgust	0.406	falsificar
ungrateful	disgust	0.406	desagradecido
unkind	disgust	0.406	cruel
phony	disgust	0.406	falso
prosecution	disgust	0.406	enjuiciamiento
woe	disgust	0.398	aflicción
averse	disgust	0.398	contrario
loon	disgust	0.398	somorgujo
worsening	disgust	0.398	empeorando
paucity	disgust	0.398	escasez
unnatural	disgust	0.398	antinatural
amphetamines	disgust	0.398	anfetaminas
senseless	disgust	0.398	sin sentido
rigor	disgust	0.398	rigor
subvert	disgust	0.398	subvertir
failure	disgust	0.398	falla
lick	disgust	0.398	lamer
unruly	disgust	0.398	revoltoso
woefully	disgust	0.398	lamentablemente
stingy	disgust	0.398	tacaño
crushing	disgust	0.398	aplastante
disdain	disgust	0.398	desdén
insult	disgust	0.393	insulto
averseness	disgust	0.391	aversión
disrelish	disgust	0.391	ver a
punished	disgust	0.391	castigado
critter	disgust	0.391	bicho
damage	disgust	0.391	daño
scorpion	disgust	0.391	escorpión
diatribe	disgust	0.391	diatriba
muff	disgust	0.391	manguito
farcical	disgust	0.391	absurdo
antisocial	disgust	0.391	antisocial
hardened	disgust	0.391	curtido
punishment	disgust	0.391	castigo
bad	disgust	0.391	malo
expel	disgust	0.391	expulsar
surly	disgust	0.383	hosco
lament	disgust	0.383	lamento
illiterate	disgust	0.383	analfabeto
divorce	disgust	0.383	divorcio
teeming	disgust	0.383	repleto
plagiarism	disgust	0.383	plagio
eviction	disgust	0.383	desalojo
orc	disgust	0.383	orco
disappoint	disgust	0.383	decepcionar
shabby	disgust	0.383	en mal estado
presumptuous	disgust	0.383	presuntuoso
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	discordia
guilt	disgust	0.383	culpa
fugitive	disgust	0.383	fugitivo
irrational	disgust	0.383	irracional
adder	disgust	0.383	sumador
fulsome	disgust	0.383	exagerado
sacrifices	disgust	0.383	sacrificios
hypocritical	disgust	0.383	hipócrita
shock	disgust	0.375	choque
alienation	disgust	0.375	alienación
scoff	disgust	0.375	burla
plight	disgust	0.375	situación
irritation	disgust	0.375	irritación
unworthy	disgust	0.375	indigno de
misconduct	disgust	0.375	mala conducta
defective	disgust	0.375	defectuoso
blame	disgust	0.375	culpa
depressing	disgust	0.375	deprimente
dislocated	disgust	0.375	dislocado
irritating	disgust	0.375	irritante
vainly	disgust	0.367	vanamente
toad	disgust	0.367	sapo
powerless	disgust	0.367	impotente
coerce	disgust	0.367	obligar
shuddering	disgust	0.367	temblando
stripped	disgust	0.367	despojado
revoke	disgust	0.367	revocar
wimpy	disgust	0.367	debilucho
unhealthy	disgust	0.367	insalubre
exclusion	disgust	0.367	exclusión
disillusionment	disgust	0.367	desilusión
blatant	disgust	0.367	evidente
hurtful	disgust	0.367	hiriente
hoax	disgust	0.367	broma
wimp	disgust	0.367	endeble
cad	disgust	0.367	canalla
pitfall	disgust	0.367	trampa
squelch	disgust	0.367	aplastar
deserted	disgust	0.359	abandonado
damn	disgust	0.359	maldita sea
incompatible	disgust	0.359	incompatible
dispose	disgust	0.359	disponer
oddity	disgust	0.359	rareza
rebellion	disgust	0.359	rebelión
ineptitude	disgust	0.359	ineptitud
bug	disgust	0.359	insecto
disobedience	disgust	0.359	desobediencia
inept	disgust	0.352	inepto
litigate	disgust	0.352	litigar
dismissal	disgust	0.352	despido
cutting	disgust	0.352	corte
untoward	disgust	0.352	adverso
displeased	disgust	0.352	disgustado
censor	disgust	0.352	censurar
ridiculous	disgust	0.352	ridículo
compost	disgust	0.352	compost
frustrate	disgust	0.352	frustrar
misbehavior	disgust	0.352	mal comportamiento
lawyer	disgust	0.352	abogado
crushed	disgust	0.352	aplastada
flesh	disgust	0.352	carne
uncertain	disgust	0.352	incierto
obi	disgust	0.352	obi
flinch	disgust	0.352	retroceder
fierce	disgust	0.352	intenso
wrongful	disgust	0.352	ilegal
depreciate	disgust	0.344	depreciar
disapprove	disgust	0.344	desaprobar
tearful	disgust	0.344	lloroso
grumble	disgust	0.336	queja
unsettled	disgust	0.336	inestable
annoy	disgust	0.336	enojarse
exigent	disgust	0.336	exigente
heartsick	disgust	0.336	desconsolado
lawsuit	disgust	0.336	demanda judicial
discoloration	disgust	0.336	descoloramiento
lumpy	disgust	0.336	aterronado
daft	disgust	0.336	loco
blunder	disgust	0.336	torpeza
discontent	disgust	0.336	descontento
bickering	disgust	0.336	dimes y diretes
thoughtless	disgust	0.336	desconsiderado
disliked	disgust	0.336	disgustado
disinclination	disgust	0.336	aversión
distrust	disgust	0.336	desconfianza
disallowed	disgust	0.336	no permitido
instability	disgust	0.328	inestabilidad
hydrophobia	disgust	0.328	hidrofobia
whine	disgust	0.328	gimoteo
inhibit	disgust	0.328	inhibir
excluded	disgust	0.328	excluido
provoking	disgust	0.328	provocador
grievance	disgust	0.328	queja
unmanageable	disgust	0.328	inmanejable
sly	disgust	0.328	astuto
exasperation	disgust	0.328	exasperación
cacophony	disgust	0.328	cacofonía
unsatisfactory	disgust	0.328	insatisfactorio
disappointed	disgust	0.328	decepcionado
materialist	disgust	0.328	materialista
misleading	disgust	0.321	engañoso
mishap	disgust	0.320	percance
soot	disgust	0.320	Hollín
humbug	disgust	0.320	farsante
disclaim	disgust	0.320	negar
annoyance	disgust	0.320	molestia
disapproving	disgust	0.320	desaprobando
disservice	disgust	0.320	deservicio
reproach	disgust	0.320	reproche
confined	disgust	0.320	confinado
unequal	disgust	0.320	desigual
rags	disgust	0.320	harapos
groan	disgust	0.320	gemido
soil	disgust	0.312	suelo
inappropriate	disgust	0.312	inadecuado
criticize	disgust	0.312	criticar
disincline	disgust	0.312	tener pocas ganas de
theism	disgust	0.312	teísmo
depreciated	disgust	0.312	depreciado
inconsiderate	disgust	0.312	desconsiderado
overpriced	disgust	0.312	caro
stomach	disgust	0.312	estómago
burke	disgust	0.312	Burke
sneeze	disgust	0.312	estornudar
gall	disgust	0.305	hiel
bang	disgust	0.305	estallido
inadmissible	disgust	0.305	inadmisible
unfriendly	disgust	0.305	antipático
unaccountable	disgust	0.305	inexplicable
disparity	disgust	0.305	disparidad
latent	disgust	0.305	latente
disliking	disgust	0.305	no me gusta
shack	disgust	0.305	choza
grumpy	disgust	0.305	gruñón
coop	disgust	0.304	cooperativa
disappointment	disgust	0.297	decepción
scold	disgust	0.297	regañar
delay	disgust	0.297	demora
congress	disgust	0.297	congreso
growling	disgust	0.297	gruñendo
backwards	disgust	0.297	hacia atrás
soreness	disgust	0.297	dolor
disregarded	disgust	0.297	ignorado
rogue	disgust	0.297	pícaro
lonely	disgust	0.297	solitaria
notoriety	disgust	0.289	notoriedad
catechism	disgust	0.289	catecismo
flop	disgust	0.289	fracaso
infamous	disgust	0.289	infame
janitor	disgust	0.289	conserje
nettle	disgust	0.289	ortiga
saturated	disgust	0.281	saturado
prohibited	disgust	0.281	prohibido
gaby	disgust	0.281	callejear
wince	disgust	0.281	contraerse de dolor
desist	disgust	0.281	abstenerse
unfair	disgust	0.281	injusto
aftermath	disgust	0.281	secuelas
remiss	disgust	0.281	descuidado
tribunal	disgust	0.273	tribunal
discolored	disgust	0.273	descolorado
wrangling	disgust	0.273	discutiendo
uneasy	disgust	0.273	difícil
huff	disgust	0.273	Suspiro
weird	disgust	0.266	extraño
impolite	disgust	0.266	descortés
swig	disgust	0.266	trago
crawl	disgust	0.266	gatear
unsatisfied	disgust	0.266	insatisfecho
inefficiency	disgust	0.266	ineficacia
frantic	disgust	0.266	frenético
bureaucrat	disgust	0.266	burócrata
politic	disgust	0.266	diplomático
coldness	disgust	0.266	frialdad
gruff	disgust	0.258	brusco
octopus	disgust	0.258	pulpo
chagrin	disgust	0.258	disgusto
barrow	disgust	0.258	carretilla
copycat	disgust	0.258	imitador
incase	disgust	0.258	en caso
rascal	disgust	0.258	bribón
sarcasm	disgust	0.258	sarcasmo
instinctive	disgust	0.258	instintivo
misconception	disgust	0.250	Idea equivocada
disinclined	disgust	0.250	desganado
john	disgust	0.250	Juan
hulk	disgust	0.250	casco
baboon	disgust	0.250	babuino
shanghai	disgust	0.250	llevar a la fuerza
cupping	disgust	0.250	utilización de tazas
lose	disgust	0.250	perder
rook	disgust	0.242	torre
entangled	disgust	0.242	enredado
gratuitous	disgust	0.242	gratuito
scrub	disgust	0.242	maleza
opponent	disgust	0.242	adversario
tariff	disgust	0.242	arancel
questionable	disgust	0.234	cuestionable
prolong	disgust	0.234	prolongar
reluctance	disgust	0.234	reluctancia
lagging	disgust	0.234	rezagado
misstatement	disgust	0.234	declaración errónea
resign	disgust	0.234	renunciar
unlucky	disgust	0.234	desafortunado
backwardness	disgust	0.234	atraso
ineffectual	disgust	0.227	ineficaz
disqualified	disgust	0.227	descalificado
subsidy	disgust	0.227	subvención
reversal	disgust	0.227	inversión
default	disgust	0.227	defecto
fussy	disgust	0.227	exigente
unpopular	disgust	0.227	impopular
petroleum	disgust	0.219	petróleo
intense	disgust	0.219	intenso
evade	disgust	0.219	evadir
frowning	disgust	0.219	ceñudo
weight	disgust	0.219	peso
dame	disgust	0.219	dama
donkey	disgust	0.211	Burro
actionable	disgust	0.211	procesable
tawny	disgust	0.211	leonado
unhappy	disgust	0.211	infeliz
dandy	disgust	0.203	dandy
birch	disgust	0.203	abedul
speck	disgust	0.203	Partícula
hood	disgust	0.203	capucha
owing	disgust	0.203	debido
desert	disgust	0.203	Desierto
indifference	disgust	0.203	indiferencia
awkwardness	disgust	0.203	torpeza
rave	disgust	0.203	delirio
gnome	disgust	0.203	gnomo
inconvenient	disgust	0.203	inconveniente
howl	disgust	0.195	aullido
dabbling	disgust	0.195	chapoteando
morals	disgust	0.195	moralidad
misguided	disgust	0.195	equivocado
airs	disgust	0.195	aires
gelatin	disgust	0.195	gelatina
fleece	disgust	0.195	lana
monochrome	disgust	0.195	monocromo
lush	disgust	0.188	lozano
celebrity	disgust	0.188	celebridad
avoid	disgust	0.188	evitar
gent	disgust	0.188	caballero
stalemate	disgust	0.188	estancamiento
lesser	disgust	0.188	menor
sunk	disgust	0.180	hundido
nose	disgust	0.180	nariz
laughable	disgust	0.180	cómico
claimant	disgust	0.180	demandante
possession	disgust	0.180	posesión
larger	disgust	0.164	más grande
pregnancy	disgust	0.164	el embarazo
thrift	disgust	0.164	ahorro
undoubted	disgust	0.164	sin alguna duda
mouthful	disgust	0.164	bocado
hoot	disgust	0.164	ulular
sentence	disgust	0.156	frase
misplace	disgust	0.156	perder
clamor	disgust	0.156	clamor
parrot	disgust	0.156	loro
obliging	disgust	0.156	servicial
nameless	disgust	0.148	sin nombre
bummer	disgust	0.148	gorrón
elf	disgust	0.141	duende
feeling	disgust	0.141	sentimiento
excellence	disgust	0.141	excelencia
gray	disgust	0.133	gris
asymmetry	disgust	0.133	asimetría
turn	disgust	0.133	giro
clumsy	disgust	0.133	torpe
stall	disgust	0.133	parar
bran	disgust	0.125	salvado
finally	disgust	0.125	finalmente
lord	disgust	0.125	caballero
nurture	disgust	0.117	nutrir
savor	disgust	0.117	saborear
cove	disgust	0.117	ensenada
winning	disgust	0.109	victorioso
lemon	disgust	0.109	limón
powerful	disgust	0.102	poderoso
glitter	disgust	0.094	Brillantina
interior	disgust	0.086	interior
mind	disgust	0.086	mente
interested	disgust	0.078	interesado
treat	disgust	0.078	tratar
abundance	disgust	0.078	abundancia
honest	disgust	0.055	honesto
kite	disgust	0.055	cometa
humble	disgust	0.047	humilde
tree	disgust	0.039	árbol
torture	fear	0.984	tortura
terrorist	fear	0.972	terrorista
terrorists	fear	0.969	terroristas
horrific	fear	0.969	horrendo
terrorism	fear	0.969	terrorismo
suicidebombing	fear	0.967	atentado suicida
kill	fear	0.962	matar
homicidal	fear	0.959	homicida
catastrophe	fear	0.953	catástrofe
annihilate	fear	0.953	aniquilar
murderer	fear	0.953	asesino
terror	fear	0.953	terror
dying	fear	0.948	muriendo
war	fear	0.942	guerra
bombing	fear	0.938	bombardeo
bomb	fear	0.935	bomba
missiles	fear	0.934	misiles
horror	fear	0.923	horror
brutality	fear	0.922	brutalidad
terrorize	fear	0.922	aterrorizar
horrified	fear	0.922	horrorizado
bloodthirsty	fear	0.922	sanguinario
murderous	fear	0.920	asesino
massacre	fear	0.911	masacre
terrifying	fear	0.906	espantoso
fatality	fear	0.906	fatalidad
horrifying	fear	0.906	horripilante
demon	fear	0.906	demonio
mutilation	fear	0.906	mutilación
killing	fear	0.906	asesinato
holocaust	fear	0.906	holocausto
assassinate	fear	0.906	asesinar
terrified	fear	0.906	aterrorizado
devastation	fear	0.906	devastación
murder	fear	0.906	asesinato
horrors	fear	0.906	horrores
suicidal	fear	0.898	suicida
assault	fear	0.891	agresión
kidnap	fear	0.891	secuestrar
slaughter	fear	0.891	sacrificio
crucifixion	fear	0.891	crucifixión
doomed	fear	0.888	condenado
poisoned	fear	0.886	envenenado
suicide	fear	0.879	suicidio
explosion	fear	0.879	explosión
deadly	fear	0.875	mortal
assassin	fear	0.875	asesino
annihilation	fear	0.875	aniquilación
savagery	fear	0.875	salvajismo
disaster	fear	0.875	desastre
threatening	fear	0.875	amenazante
slaughtering	fear	0.875	matanza
disastrous	fear	0.875	desastroso
dismemberment	fear	0.875	desmembramiento
suffocation	fear	0.875	asfixia
rape	fear	0.870	violación
hell	fear	0.860	infierno
homicide	fear	0.859	homicidio
molestation	fear	0.859	acoso
bloodshed	fear	0.859	matanza
barbaric	fear	0.859	bárbaro
explosive	fear	0.859	explosivo
warfare	fear	0.859	guerra
ihatespiders	fear	0.859	odio las arañas
tragedy	fear	0.859	tragedia
anthrax	fear	0.859	ántrax
demonic	fear	0.859	demoníaco
executioner	fear	0.859	verdugo
dread	fear	0.859	miedo
guillotine	fear	0.859	guillotina
attacking	fear	0.859	agresor
peril	fear	0.859	peligro
slaughterhouse	fear	0.859	matadero
annihilated	fear	0.859	aniquilado
suffocating	fear	0.858	sofocante
treachery	fear	0.856	traición
fright	fear	0.853	susto
monster	fear	0.844	monstruo
traumatic	fear	0.844	traumático
abomination	fear	0.844	abominación
apocalypse	fear	0.844	apocalipsis
slayer	fear	0.844	asesino
scare	fear	0.844	susto
morgue	fear	0.844	morgue
painful	fear	0.844	doloroso
frightened	fear	0.844	atemorizado
vengeance	fear	0.844	venganza
scariest	fear	0.844	más aterrador
destroying	fear	0.844	destruyendo
execution	fear	0.844	ejecución
panicked	fear	0.844	pánico
petrified	fear	0.844	petrificado
afraid	fear	0.844	atemorizado
frightening	fear	0.844	alarmante
drown	fear	0.844	ahogar
bombardment	fear	0.844	bombardeo
death	fear	0.843	muerte
chaos	fear	0.839	caos
ghastly	fear	0.836	horrible
evil	fear	0.833	demonio
intruder	fear	0.828	intruso
hellish	fear	0.828	infernal
brutal	fear	0.828	brutal
cancer	fear	0.828	cáncer
devil	fear	0.828	demonio
grenade	fear	0.828	granada
eradication	fear	0.828	erradicación
frighten	fear	0.828	asustar
explode	fear	0.828	explotar
assassination	fear	0.828	asesinato
fatal	fear	0.828	fatal
paralyze	fear	0.828	paralizar
gunmen	fear	0.828	pistoleros
violently	fear	0.828	violentamente
nightmare	fear	0.828	pesadilla
doomsday	fear	0.828	Día del Juicio Final
doom	fear	0.828	condenar
manslaughter	fear	0.828	homicidio involuntario
fear	fear	0.828	miedo
kidnapped	fear	0.828	secuestrado
trauma	fear	0.828	trauma
morbidity	fear	0.820	morbosidad
crippling	fear	0.817	herida
savage	fear	0.814	salvaje
shooting	fear	0.812	tiroteo
quake	fear	0.812	terremoto
poisonous	fear	0.812	venenoso
damnation	fear	0.812	condenación
violence	fear	0.812	violencia
destructive	fear	0.812	destructivo
aggressor	fear	0.812	agresor
suffering	fear	0.812	sufrimiento
violent	fear	0.812	violento
frightful	fear	0.812	espantoso
crushed	fear	0.812	aplastada
earthquake	fear	0.812	terremoto
heartattack	fear	0.812	ataque al corazón
hurricane	fear	0.811	huracán
imprisoned	fear	0.811	encarcelado
exterminate	fear	0.810	exterminar
fearing	fear	0.808	temiendo
hemorrhage	fear	0.807	hemorragia
torment	fear	0.806	tormento
lethal	fear	0.806	letal
venom	fear	0.804	veneno
claustrophobia	fear	0.803	claustrofobia
snakes	fear	0.802	serpientes
danger	fear	0.802	peligro
exorcism	fear	0.800	exorcismo
obliterated	fear	0.800	borrado
robbery	fear	0.800	robo
terrifies	fear	0.798	aterroriza
cyanide	fear	0.797	cianuro
incurable	fear	0.797	incurable
anxietyattack	fear	0.797	ataque de ansiedad
mortality	fear	0.797	mortalidad
attack	fear	0.797	ataque
monstrosity	fear	0.797	monstruosidad
extermination	fear	0.797	exterminio
bombers	fear	0.797	bombarderos
harmful	fear	0.797	dañino
persecution	fear	0.797	persecucion
biggestfear	fear	0.797	El temor más grande
poison	fear	0.797	veneno
cruelty	fear	0.797	crueldad
hysteria	fear	0.797	histeria
destruction	fear	0.797	destrucción
dreadfully	fear	0.796	horrorosamente
arson	fear	0.794	incendio provocado
devastate	fear	0.792	devastar
tyrant	fear	0.788	tirano
warcrimes	fear	0.785	crímenes de guerra
perish	fear	0.784	perecer
feared	fear	0.782	temido
maniac	fear	0.781	maníaco
bloody	fear	0.781	sangriento
freakingout	fear	0.781	enloqueciendo
warlike	fear	0.781	belicoso
rampage	fear	0.781	alboroto
screaming	fear	0.781	gritando
lifeless	fear	0.781	sin vida
enslaved	fear	0.781	esclavizado
venomous	fear	0.781	venenoso
snake	fear	0.776	serpiente
epidemic	fear	0.776	epidemia
panicattack	fear	0.774	ataque de pánico
crisis	fear	0.766	crisis
hazardous	fear	0.766	peligroso
fearful	fear	0.766	temeroso
dangerously	fear	0.766	peligrosamente
shipwreck	fear	0.766	naufragio
scary	fear	0.766	aterrador
tumor	fear	0.766	tumor
invader	fear	0.766	invasor
invade	fear	0.766	invadir
die	fear	0.766	morir
detonate	fear	0.766	detonar
violation	fear	0.766	violación
reprisal	fear	0.766	represalia
criminal	fear	0.766	delincuente
riot	fear	0.766	disturbio
obliterate	fear	0.766	obliterar
inferno	fear	0.766	infierno
leprosy	fear	0.766	lepra
jihad	fear	0.766	yihad
ohshit	fear	0.766	Oh, mierda
claustrophobic	fear	0.765	claustrófobo
hyperventilating	fear	0.762	hiperventilando
nightmares	fear	0.759	pesadillas
destroyed	fear	0.754	destruido
ghostly	fear	0.754	fantasmal
treacherous	fear	0.750	traicionero
