English Word	Emotion	Emotion-Intensity-Score	Frisian Word
wretched	disgust	0.711	jammerdearlik
mortification	disgust	0.711	mortification
violent	disgust	0.711	gewelddiedich
poisoned	disgust	0.711	fergiftige
nauseate	disgust	0.703	mislik
slimy	disgust	0.703	slimy
grope	disgust	0.703	groppe
slut	disgust	0.703	slute
nasty	disgust	0.703	ferfelend
disgusting	disgust	0.703	walgelijk
depraved	disgust	0.703	ferdreaun
porn	disgust	0.703	porno
hateful	disgust	0.703	hateful
vulgarity	disgust	0.703	vulgariteit
noxious	disgust	0.703	skealik
grime	disgust	0.703	grime
constipation	disgust	0.703	constipatie
secretion	disgust	0.703	útskieding
poisoning	disgust	0.703	fergiftiging
despotism	disgust	0.703	despotisme
measles	disgust	0.696	mazelen
contagious	disgust	0.695	besmetlik
obesity	disgust	0.695	obesitas
wart	disgust	0.695	wart
hate	disgust	0.695	haat
hellish	disgust	0.695	helsk
scum	disgust	0.695	scum
suicidal	disgust	0.695	suicidal
wretch	disgust	0.695	jammerdearlik
abuse	disgust	0.695	misbrûk
waste	disgust	0.695	ôffal
intestinal	disgust	0.695	intestinal
heartworm	disgust	0.688	heartworm
ooze	disgust	0.688	ooze
treason	disgust	0.688	Ferrie
contaminated	disgust	0.688	fersmoarge
smut	disgust	0.688	smout
disease	disgust	0.688	sykte
rabid	disgust	0.688	rabid
deformed	disgust	0.680	misfoarme
hell	disgust	0.680	hel
soulless	disgust	0.680	sieleleas
cholera	disgust	0.680	goalera
bestial	disgust	0.680	bestial
antichrist	disgust	0.680	antykrist
freakish	disgust	0.680	freakish
germ	disgust	0.680	germ
detest	disgust	0.680	hekel
pollution	disgust	0.680	fersmoarging
grimy	disgust	0.680	grimy
abhorrent	disgust	0.680	ôfgryslik
hatred	disgust	0.680	hate
abominate	disgust	0.680	abominate
sickness	disgust	0.680	sykte
hideous	disgust	0.672	ôfgryslik
dictatorship	disgust	0.672	diktatuer
loathful	disgust	0.672	ôfgryslik
greasy	disgust	0.672	fetlik
dilapidated	disgust	0.672	ferfallen
inhuman	disgust	0.672	ûnminsklik
loathing	disgust	0.672	wearze
obscene	disgust	0.672	obscene
cess	disgust	0.670	cess
devil	disgust	0.664	duvel
deformity	disgust	0.664	misfoarming
nauseous	disgust	0.664	mislik
deadly	disgust	0.664	deadlik
swine	disgust	0.664	swine
discrimination	disgust	0.664	diskriminaasje
abominable	disgust	0.664	ôfgryslik
masochism	disgust	0.664	masochisme
heretic	disgust	0.664	ketter
latrines	disgust	0.656	latrines
corruption	disgust	0.656	korrupsje
poisonous	disgust	0.656	giftich
horror	disgust	0.656	ôfgriis
nefarious	disgust	0.656	skealik
bacteria	disgust	0.656	baktearjes
horrible	disgust	0.656	ôfgryslik
trash	disgust	0.656	Rommel
abortion	disgust	0.656	abortus
death	disgust	0.656	dea
prejudiced	disgust	0.656	foaroardielen
poison	disgust	0.656	fergif
oppression	disgust	0.656	ûnderdrukking
goo	disgust	0.656	goo
victimized	disgust	0.656	slachtoffer
mange	disgust	0.656	mange
sludge	disgust	0.648	slyk
trashy	disgust	0.648	jiskefet
vindictive	disgust	0.648	wraaksuchtich
horrid	disgust	0.648	horrid
ugly	disgust	0.648	ûnsjoch
immoral	disgust	0.648	ymmoreel
bitch	disgust	0.648	teef
outhouse	disgust	0.648	útfanhûs
detestation	disgust	0.648	fergriemerij
horrifying	disgust	0.641	ôfgryslik
laxative	disgust	0.641	laxeermiddel
unsightly	disgust	0.641	ûnsjoggelik
derogatory	disgust	0.641	derogatory
slop	disgust	0.641	slop
malfeasance	disgust	0.641	malfeasance
spew	disgust	0.641	spui
pimple	disgust	0.641	pimple
criminality	disgust	0.641	kriminaliteit
indecency	disgust	0.641	ûnfatsoenlikheid
cystic	disgust	0.641	cystysk
villainous	disgust	0.641	smjunt
queasy	disgust	0.633	mislik
mildew	disgust	0.633	skimmel
oppressive	disgust	0.633	ûnderdrukkend
prostitution	disgust	0.633	prostitúsje
secrete	disgust	0.633	secrete
ulcer	disgust	0.633	ulcer
rat	disgust	0.633	rôt
bigoted	disgust	0.633	bigoted
perpetrator	disgust	0.633	dieder
doomsday	disgust	0.633	doomsday
sinful	disgust	0.633	sûndich
degrading	disgust	0.625	ferneatigjend
ghastly	disgust	0.625	ôfgryslik
suffering	disgust	0.625	lijen
obscenity	disgust	0.625	obscenity
devilish	disgust	0.625	duvelsk
disgraceful	disgust	0.625	skande
persecution	disgust	0.625	ferfolging
contemptible	disgust	0.625	ferachtlik
cuckold	disgust	0.625	koeke
stools	disgust	0.625	krukkes
dastardly	disgust	0.625	ferfelend
sin	disgust	0.625	sûnde
gluttony	disgust	0.625	glutery
bloated	disgust	0.625	opblaasd
fungus	disgust	0.625	fungus
aghast	disgust	0.625	ôfgryslik
diaper	disgust	0.617	ruft
malicious	disgust	0.617	kwea-aardich
polygamy	disgust	0.617	polygamy
dying	disgust	0.617	ferstjerren
termite	disgust	0.617	termyt
fat	disgust	0.617	fet
deceit	disgust	0.617	bedrog
atrocious	disgust	0.617	ôfgryslik
guillotine	disgust	0.617	guillotine
tetanus	disgust	0.617	tetanus
spoil	disgust	0.617	bedjerre
crusty	disgust	0.617	krustige
sickly	disgust	0.617	siik
louse	disgust	0.617	lús
strangle	disgust	0.617	strangje
betrayal	disgust	0.617	ferried
loathe	disgust	0.617	wearze
wench	disgust	0.617	wench
infect	disgust	0.617	ynfektearje
violently	disgust	0.609	mei geweld
brothel	disgust	0.609	bordeel
drool	disgust	0.609	drool
bleeding	disgust	0.609	Bliedend
deform	disgust	0.609	ferfoarme
ghetto	disgust	0.609	ghetto
sabotage	disgust	0.609	sabotaazje
venomous	disgust	0.609	giftich
abhor	disgust	0.609	ôfgryslik
slander	disgust	0.609	rabberij
hostile	disgust	0.609	fijannich
musty	disgust	0.602	muf
illicit	disgust	0.602	yllegaal
ugliness	disgust	0.602	ûnsjoch
unwashed	disgust	0.602	unwashed
swampy	disgust	0.602	sompig
deprivation	disgust	0.602	deprivaasje
poaching	disgust	0.602	stropery
hag	disgust	0.602	hag
infidel	disgust	0.602	ûnleauwe
imprisonment	disgust	0.602	finzenisstraf
traitor	disgust	0.602	ferrieder
lunacy	disgust	0.602	gekheid
queasiness	disgust	0.594	mislikens
hostility	disgust	0.594	fijannigens
repelling	disgust	0.594	ôfwizing
intoxicated	disgust	0.594	dronken
thug	disgust	0.594	boef
catastrophe	disgust	0.594	katastrofe
lunatic	disgust	0.594	gek
misery	disgust	0.594	lijen
venom	disgust	0.594	venom
butcher	disgust	0.594	slachter
toilet	disgust	0.594	húske
blister	disgust	0.594	blier
lurid	disgust	0.594	lurid
slug	disgust	0.594	slach
gut	disgust	0.594	gut
sinner	disgust	0.594	sûnder
deceitful	disgust	0.594	ferrifeljend
epidemic	disgust	0.594	epidemy
deteriorated	disgust	0.586	efterút
lavatory	disgust	0.586	toilet
unclean	disgust	0.586	ûnrein
prostitute	disgust	0.586	prostituee
incubus	disgust	0.586	incubus
appalling	disgust	0.586	ferskriklik
dreadful	disgust	0.586	ferskriklik
pornography	disgust	0.586	pornografy
harass	disgust	0.586	lastigje
squeamish	disgust	0.578	smoarch
expulsion	disgust	0.578	útsetting
unfaithful	disgust	0.578	ûntrou
offensive	disgust	0.578	offensyf
hypocrite	disgust	0.578	hypokryt
humiliating	disgust	0.578	fernederjend
larceny	disgust	0.578	larceny
ruinous	disgust	0.578	ferneatigjend
retard	disgust	0.578	retard
rash	disgust	0.578	útslach
flea	disgust	0.578	flea
debauchery	disgust	0.578	debauchery
fiend	disgust	0.578	fiend
quagmire	disgust	0.578	moeras
conspirator	disgust	0.578	gearspanner
sick	disgust	0.578	siik
mangle	disgust	0.578	mangel
dogsick	disgust	0.570	hûnesyk
egregious	disgust	0.570	ferskriklik
flog	disgust	0.570	flog
despise	disgust	0.570	ferachtsje
treacherous	disgust	0.570	ferriederlik
oppress	disgust	0.570	ûnderdrukke
swamp	disgust	0.570	sompe
messy	disgust	0.570	rommelich
spit	disgust	0.570	spuie
dank	disgust	0.570	dank
bastard	disgust	0.570	bastard
devastating	disgust	0.570	ferneatigjend
serpent	disgust	0.570	slang
loo	disgust	0.562	loo
indecent	disgust	0.562	ûnfatsoenlik
insanity	disgust	0.562	waansin
stealing	disgust	0.562	stellen
terrible	disgust	0.562	freeslik
tyrannical	disgust	0.562	tirannysk
humiliation	disgust	0.562	fernedering
snake	disgust	0.562	slang
sloppy	disgust	0.562	slop
sinning	disgust	0.562	sûndigje
harmful	disgust	0.562	skealik
harlot	disgust	0.562	hoer
sordid	disgust	0.562	sordid
enemy	disgust	0.562	fijân
alcoholism	disgust	0.562	alkoholisme
awful	disgust	0.562	ôfgryslik
ruthless	disgust	0.562	ûnferbidlik
scoundrel	disgust	0.562	skurk
bloody	disgust	0.555	bloedich
flabby	disgust	0.555	flabby
odious	disgust	0.555	odious
beastly	disgust	0.555	bisteftich
collusion	disgust	0.555	gearspanning
ridicule	disgust	0.555	bespotlik
discriminating	disgust	0.555	diskriminearjend
unattractive	disgust	0.555	net oantreklik
insufferable	disgust	0.555	ûnferbidlik
segregate	disgust	0.555	segregearje
arsenic	disgust	0.555	arseen
threatening	disgust	0.555	driigjend
atrophy	disgust	0.555	atrophy
varicella	disgust	0.555	varicella
slayer	disgust	0.555	slachter
distaste	disgust	0.555	ôfkear
coward	disgust	0.555	leffert
robbery	disgust	0.555	oerfal
wickedness	disgust	0.555	kwea
anathema	disgust	0.547	anathema
malevolent	disgust	0.547	kwea-aardich
sty	disgust	0.547	sty
pillage	disgust	0.547	plonderje
thief	disgust	0.547	dief
suffocating	disgust	0.547	ferstikkend
condemnation	disgust	0.547	feroardieling
deleterious	disgust	0.547	skealik
slur	disgust	0.547	slur
purgatory	disgust	0.547	purgatory
attacking	disgust	0.547	oanfallen
burglar	disgust	0.547	ynbrekker
ogre	disgust	0.547	ogre
coercion	disgust	0.547	twang
vesicular	disgust	0.547	vesicular
miserable	disgust	0.547	jammerdearlik
bitterly	disgust	0.547	bitter
sneer	disgust	0.539	sneer
greedy	disgust	0.539	gierig
gob	disgust	0.539	gob
repellant	disgust	0.539	repellant
jealous	disgust	0.539	jaloersk
drunken	disgust	0.539	dronken
shame	disgust	0.539	skamte
thrash	disgust	0.539	thrash
fatty	disgust	0.539	fetlik
liar	disgust	0.539	liger
imprisoned	disgust	0.539	finzen set
sloth	disgust	0.539	sloth
repudiation	disgust	0.539	repudiation
disgrace	disgust	0.539	skande
infidelity	disgust	0.539	ûntrou
pig	disgust	0.539	baarch
lethal	disgust	0.536	deadlik
burnt	disgust	0.531	ferbaarnd
brawl	disgust	0.531	brawl
withered	disgust	0.531	ferdwûn
blemish	disgust	0.531	smet
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	aberraasje
smuggler	disgust	0.531	smokkelaar
painful	disgust	0.531	pynlik
condescension	disgust	0.531	konsenscension
intolerant	disgust	0.531	ûnferdraachsum
blasphemous	disgust	0.531	godslasterlik
lying	disgust	0.531	ligen
hanging	disgust	0.531	hingjen
travesty	disgust	0.531	travesty
ruined	disgust	0.531	ferwoaste
intrusive	disgust	0.531	opdringerig
disintegrate	disgust	0.531	útinoar falle
destructive	disgust	0.531	destruktyf
neurotic	disgust	0.531	neurotyk
disparaging	disgust	0.523	disparaging
blighted	disgust	0.523	ferwûne
intolerance	disgust	0.523	yntolerânsje
mistress	disgust	0.523	mêtresse
avarice	disgust	0.523	gierichheid
disgraced	disgust	0.523	skande
derogation	disgust	0.523	derogaasje
rubbish	disgust	0.523	jiskefet
accusation	disgust	0.523	beskuldiging
incarceration	disgust	0.523	finzenisstraf
tortious	disgust	0.516	tortious
dishonor	disgust	0.516	skande
stink	disgust	0.516	stank
grim	disgust	0.516	bartsk
rob	disgust	0.516	rob
defraud	disgust	0.516	fraude
sump	disgust	0.516	sump
cringe	disgust	0.516	krûpe
vulture	disgust	0.516	gier
deplorable	disgust	0.516	jammerdearlik
mite	disgust	0.516	mite
eradication	disgust	0.516	útroeiing
degrade	disgust	0.516	degradearje
gutter	disgust	0.516	gutter
convict	disgust	0.516	fonnisje
remains	disgust	0.516	oerbliuwsel
betray	disgust	0.516	ferriede
daemon	disgust	0.516	daemon
sham	disgust	0.509	sham
distasteful	disgust	0.508	distasteful
prisoner	disgust	0.508	finzene
dreadfully	disgust	0.508	ferskriklik
worthless	disgust	0.508	weardeleas
crude	disgust	0.508	crude
delirium	disgust	0.508	delirium
incurable	disgust	0.508	net te genêzen
smelling	disgust	0.508	rûkt
idiocy	disgust	0.508	idioat
resentment	disgust	0.508	wrok
bombed	disgust	0.508	bombardearre
blob	disgust	0.508	blob
cheat	disgust	0.508	cheat
schizophrenia	disgust	0.508	skizofreny
rejection	disgust	0.508	ôfwizing
belittle	disgust	0.508	belitte
glut	disgust	0.508	glut
disaster	disgust	0.508	ramp
distress	disgust	0.508	need
pest	disgust	0.508	pest
endemic	disgust	0.508	endemysk
theft	disgust	0.500	stellerij
banish	disgust	0.500	ferballe
mire	disgust	0.500	mire
flagrant	disgust	0.500	flagrant
derision	disgust	0.500	spot
dirt	disgust	0.500	smoargens
screaming	disgust	0.500	gûlend
offense	disgust	0.500	oanstjit
jealousy	disgust	0.500	jaloerskens
bribery	disgust	0.500	omkoping
polemic	disgust	0.500	polemyk
blight	disgust	0.500	smoargens
impeach	disgust	0.500	impeach
bitterness	disgust	0.500	ferbittering
taboo	disgust	0.500	taboe
duress	disgust	0.500	twang
goblin	disgust	0.500	goblin
shackle	disgust	0.500	boei
idolatry	disgust	0.500	ôfgoaderij
greed	disgust	0.500	habsucht
impurity	disgust	0.500	ûnreinheit
tirade	disgust	0.500	tirade
idiot	disgust	0.492	idioat
boil	disgust	0.492	siede
unconscionable	disgust	0.492	ûnbewust
disreputable	disgust	0.492	ûnreputabele
robber	disgust	0.492	rôver
malign	disgust	0.492	maligne
wreck	disgust	0.492	wrak
recession	disgust	0.492	resessy
gorge	disgust	0.492	kloof
leer	disgust	0.492	lear
ill	disgust	0.492	siik
squirm	disgust	0.492	squirm
raging	disgust	0.484	razende
servile	disgust	0.484	servile
mess	disgust	0.484	mess
nappy	disgust	0.484	luier
possessed	disgust	0.484	beset
unbearable	disgust	0.484	ûndraachlik
occult	disgust	0.484	okkulte
contraband	disgust	0.484	smoargens
snarl	disgust	0.484	snarl
mutiny	disgust	0.484	muiterij
mad	disgust	0.484	gek
affliction	disgust	0.484	ellinde
stain	disgust	0.484	flek
animosity	disgust	0.484	fijânskip
contempt	disgust	0.484	ferachting
tramp	disgust	0.484	swalker
nepotism	disgust	0.484	nepotisme
disrespectful	disgust	0.484	respektleas
defamation	disgust	0.484	laster
inexcusable	disgust	0.484	unexcusable
aversation	disgust	0.484	ôfkearing
wasteful	disgust	0.484	fergriemerij
offender	disgust	0.484	oertreder
subjugation	disgust	0.484	ûnderwerping
illegality	disgust	0.477	yllegaliteit
dismal	disgust	0.477	dismal
criminal	disgust	0.477	krimineel
unpleasant	disgust	0.477	onaangenaam
palsy	disgust	0.477	ferlamming
antagonistic	disgust	0.477	antagonistysk
pathetic	disgust	0.477	jammerdearlik
uncaring	disgust	0.477	ûnferskillich
suppression	disgust	0.477	ûnderdrukking
immorality	disgust	0.477	ymmoraliteit
mockery	disgust	0.477	spot
outrage	disgust	0.469	skande
mocking	disgust	0.469	spottend
wallow	disgust	0.469	wâlje
cough	disgust	0.469	hoest
arrogant	disgust	0.469	eigenwiis
angry	disgust	0.469	lilk
poverty	disgust	0.469	earmoed
grating	disgust	0.469	grating
livid	disgust	0.469	lilk
aggravation	disgust	0.469	aggravation
repellent	disgust	0.469	repellent
perspiration	disgust	0.469	transpiraasje
banishment	disgust	0.469	ferbanning
furious	disgust	0.469	fûleindich
shoddy	disgust	0.469	skean
banshee	disgust	0.469	banshee
deceive	disgust	0.461	ferrifelje
fool	disgust	0.461	gek
quack	disgust	0.461	kwak
distorted	disgust	0.461	ferfoarme
spider	disgust	0.461	spin
unjustifiable	disgust	0.461	unjustifiable
deplore	disgust	0.461	betreurje
spurious	disgust	0.461	falsk
perdition	disgust	0.461	ferneatiging
muddy	disgust	0.461	modderich
fraudulent	disgust	0.461	frauduleus
scar	disgust	0.461	litteken
prick	disgust	0.461	prik
insulting	disgust	0.461	beledigjend
plunder	disgust	0.461	plonderje
recklessness	disgust	0.461	roekeloosheid
stigma	disgust	0.453	stigma
disparage	disgust	0.453	disparate
unthinkable	disgust	0.453	net te tinken
disingenuous	disgust	0.453	ûngeunstich
bane	disgust	0.453	bane
dishonest	disgust	0.453	ûnearlik
aphid	disgust	0.453	bladlus
elimination	disgust	0.453	eliminaasje
cur	disgust	0.453	cur
selfish	disgust	0.453	egoïstysk
eschew	disgust	0.453	eschew
dire	disgust	0.453	dire
indignation	disgust	0.453	fergriemerij
antipathy	disgust	0.453	antypaty
alienate	disgust	0.453	ferfrjemdzje
mosquito	disgust	0.445	mosquito
piles	disgust	0.445	peallen
pious	disgust	0.445	frommes
lie	disgust	0.445	lizze
opium	disgust	0.445	opium
smell	disgust	0.445	rûke
iniquity	disgust	0.445	ûngerjuchtichheit
caries	disgust	0.445	karies
despair	disgust	0.445	wanhoop
recalcitrant	disgust	0.445	tsjinstridich
egotistical	disgust	0.445	egoïstysk
wasted	disgust	0.445	fergriemd
vacuous	disgust	0.445	vacuous
bankruptcy	disgust	0.445	fallisemint
garish	disgust	0.445	garish
obnoxious	disgust	0.438	onaangenaam
ashamed	disgust	0.438	beskamme
abject	disgust	0.438	abject
sticky	disgust	0.438	kleverig
scream	disgust	0.438	scream
hopelessness	disgust	0.438	hopeleazens
homeless	disgust	0.438	dakleas
shun	disgust	0.438	mije
inmate	disgust	0.438	finzene
alien	disgust	0.438	frjemdling
hog	disgust	0.438	hog
aversion	disgust	0.438	ôfkear
abnormal	disgust	0.438	abnormaal
cursing	disgust	0.430	ferflokt
undesirable	disgust	0.430	net winske
denounce	disgust	0.430	denounce
witch	disgust	0.430	hekse
creature	disgust	0.430	skepsel
lusty	disgust	0.430	lustig
illegal	disgust	0.430	yllegaal
debris	disgust	0.430	pún
callous	disgust	0.430	gefoelich
reflux	disgust	0.430	reflux
adverse	disgust	0.430	adverse
shameless	disgust	0.430	skamteleas
separatist	disgust	0.430	separatist
trickery	disgust	0.430	trickery
falsity	disgust	0.430	falskens
pall	disgust	0.430	pall
defiance	disgust	0.430	útdaging
incredulous	disgust	0.430	ûnleauwe
curse	disgust	0.430	flok
pompous	disgust	0.422	pompeus
socialist	disgust	0.422	sosjalist
mistrust	disgust	0.422	wantrouwen
infantile	disgust	0.422	infantile
wasting	disgust	0.422	fergrieme
hairy	disgust	0.422	hierrich
