English Word	Emotion	Emotion-Intensity-Score	Turkmen Word
inconvenient	disgust	0.203	oňaýsyz
howl	disgust	0.195	agla
dabbling	disgust	0.195	dabbling
morals	disgust	0.195	ahlak
misguided	disgust	0.195	azaşdy
airs	disgust	0.195	howa
gelatin	disgust	0.195	jelatin
fleece	disgust	0.195	ýüň
monochrome	disgust	0.195	monohrom
lush	disgust	0.188	gowy
celebrity	disgust	0.188	meşhur
avoid	disgust	0.188	gaça dur
gent	disgust	0.188	mylaýym
stalemate	disgust	0.188	dartgynlyk
lesser	disgust	0.188	kiçi
sunk	disgust	0.180	batdy
nose	disgust	0.180	burun
laughable	disgust	0.180	gülkünç
claimant	disgust	0.180	talap ediji
possession	disgust	0.180	eýeçilik etmek
larger	disgust	0.164	has uly
pregnancy	disgust	0.164	göwrelilik
thrift	disgust	0.164	tygşytly
undoubted	disgust	0.164	şübhesiz
mouthful	disgust	0.164	agzy
hoot	disgust	0.164	başlyk
sentence	disgust	0.156	sözlem
misplace	disgust	0.156	ýalňyş
clamor	disgust	0.156	gygyrmak
parrot	disgust	0.156	towuk
obliging	disgust	0.156	borçly
nameless	disgust	0.148	atsyz
bummer	disgust	0.148	bummer
elf	disgust	0.141	elf
feeling	disgust	0.141	duýmak
excellence	disgust	0.141	kämillik
gray	disgust	0.133	çal
asymmetry	disgust	0.133	assimetriýa
turn	disgust	0.133	öwrüň
clumsy	disgust	0.133	düşnüksiz
stall	disgust	0.133	duralga
bran	disgust	0.125	kepek
finally	disgust	0.125	ahyrynda
lord	disgust	0.125	lord
nurture	disgust	0.117	terbiýelemek
savor	disgust	0.117	hoşboý ys
cove	disgust	0.117	gowak
winning	disgust	0.109	ýeňiji
lemon	disgust	0.109	limon
powerful	disgust	0.102	güýçli
glitter	disgust	0.094	ýalpyldawuk
interior	disgust	0.086	içki
mind	disgust	0.086	akyl
interested	disgust	0.078	gyzyklanýar
treat	disgust	0.078	bejermek
abundance	disgust	0.078	bolçulyk
honest	disgust	0.055	dogruçyl
kite	disgust	0.055	uçar
humble	disgust	0.047	pespäl
tree	disgust	0.039	agaç
torture	fear	0.984	gynamalar
terrorist	fear	0.972	terrorist
terrorists	fear	0.969	terroristler
horrific	fear	0.969	elhenç
terrorism	fear	0.969	terrorçylyk
suicidebombing	fear	0.967	janyna kast etmek
kill	fear	0.962	öldürmek
homicidal	fear	0.959	adam öldürmek
catastrophe	fear	0.953	betbagtçylyk
annihilate	fear	0.953	ýok etmek
murderer	fear	0.953	ganhor
terror	fear	0.953	terror
dying	fear	0.948	ölýär
war	fear	0.942	uruş
bombing	fear	0.938	bombalamak
bomb	fear	0.935	bomba
missiles	fear	0.934	raketalary
horror	fear	0.923	elhençlik
brutality	fear	0.922	wagşylyk
terrorize	fear	0.922	terror etmek
horrified	fear	0.922	elhenç
bloodthirsty	fear	0.922	gan döküşikli
murderous	fear	0.920	ganhor
massacre	fear	0.911	gyrgynçylyk
terrifying	fear	0.906	elhenç
fatality	fear	0.906	ölüm
horrifying	fear	0.906	elhenç
demon	fear	0.906	jyn
mutilation	fear	0.906	şikeslendirmek
killing	fear	0.906	öldürmek
holocaust	fear	0.906	holokost
assassinate	fear	0.906	öldürmek
terrified	fear	0.906	gorkdy
devastation	fear	0.906	weýrançylyk
murder	fear	0.906	adam öldürmek
horrors	fear	0.906	elhençlikler
suicidal	fear	0.898	öz janyna kast etmek
assault	fear	0.891	hüjüm etmek
kidnap	fear	0.891	adam alyp gaçmak
slaughter	fear	0.891	soýmak
crucifixion	fear	0.891	haça çüýlenmek
doomed	fear	0.888	heläk bolar
poisoned	fear	0.886	zäherlenendir
suicide	fear	0.879	öz janyna kast etmek
explosion	fear	0.879	partlama
deadly	fear	0.875	ölüm howply
assassin	fear	0.875	ganhor
annihilation	fear	0.875	ýok etmek
savagery	fear	0.875	wagşyçylyk
disaster	fear	0.875	betbagtçylyk
threatening	fear	0.875	haýbat atýar
slaughtering	fear	0.875	soýmak
disastrous	fear	0.875	betbagtçylykly
dismemberment	fear	0.875	sökmek
suffocation	fear	0.875	demikmek
rape	fear	0.870	zorlamak
hell	fear	0.860	dowzah
homicide	fear	0.859	adam öldürmek
molestation	fear	0.859	zorlamak
bloodshed	fear	0.859	gan dökmek
barbaric	fear	0.859	wagşy
explosive	fear	0.859	partlaýjy
warfare	fear	0.859	söweş
ihatespiders	fear	0.859	ihatespiderler
tragedy	fear	0.859	betbagtçylyk
anthrax	fear	0.859	garynja
demonic	fear	0.859	jyn
executioner	fear	0.859	ýerine ýetiriji
dread	fear	0.859	gork
guillotine	fear	0.859	gillotin
attacking	fear	0.859	hüjüm etmek
peril	fear	0.859	howp
slaughterhouse	fear	0.859	gyrgynçylyk
annihilated	fear	0.859	ýok edildi
suffocating	fear	0.858	demikmek
treachery	fear	0.856	dönüklik
fright	fear	0.853	gorkmak
monster	fear	0.844	elhenç haýwan
traumatic	fear	0.844	trawmatiki
abomination	fear	0.844	ýigrenji
apocalypse	fear	0.844	apokalypse
slayer	fear	0.844	ganhor
scare	fear	0.844	gorkuz
morgue	fear	0.844	morg
painful	fear	0.844	agyryly
frightened	fear	0.844	gorkdy
vengeance	fear	0.844	ar almak
scariest	fear	0.844	iň gorkunç
destroying	fear	0.844	ýok etmek
execution	fear	0.844	ýerine ýetirmek
panicked	fear	0.844	howsala düşdi
petrified	fear	0.844	ýagly
afraid	fear	0.844	gorkýar
frightening	fear	0.844	gorkunç
drown	fear	0.844	gark bolmak
bombardment	fear	0.844	bombalamak
death	fear	0.843	ölüm
chaos	fear	0.839	bulam-bujarlyk
ghastly	fear	0.836	aljyraňňy
evil	fear	0.833	erbet
intruder	fear	0.828	çozýan
hellish	fear	0.828	dowzah
brutal	fear	0.828	wagşy
cancer	fear	0.828	rak
devil	fear	0.828	iblis
grenade	fear	0.828	granat
eradication	fear	0.828	ýok etmek
frighten	fear	0.828	gorkuz
explode	fear	0.828	partlady
assassination	fear	0.828	janyna kast etmek
fatal	fear	0.828	ölüm howply
paralyze	fear	0.828	ysmaz
gunmen	fear	0.828	ýaragly adamlar
violently	fear	0.828	zorluk bilen
nightmare	fear	0.828	düýş görmek
doomsday	fear	0.828	Kyýamat güni
doom	fear	0.828	jeza
manslaughter	fear	0.828	ganhorluk
fear	fear	0.828	gorky
kidnapped	fear	0.828	alnyp gaçyldy
trauma	fear	0.828	trawma
morbidity	fear	0.820	kesel
crippling	fear	0.817	maýyp
savage	fear	0.814	wagşy
shooting	fear	0.812	atyş
quake	fear	0.812	ýer titremesi
poisonous	fear	0.812	zäherli
damnation	fear	0.812	gargyş
violence	fear	0.812	zorluk
destructive	fear	0.812	weýran ediji
aggressor	fear	0.812	agressor
suffering	fear	0.812	ejir çekýär
violent	fear	0.812	zorlukly
frightful	fear	0.812	gorkunç
crushed	fear	0.812	ezilen
earthquake	fear	0.812	ýer titremesi
heartattack	fear	0.812	ýürek agyry
hurricane	fear	0.811	tupan
imprisoned	fear	0.811	türmä basyldy
exterminate	fear	0.810	ýok etmek
fearing	fear	0.808	gorkmak
hemorrhage	fear	0.807	gan akma
torment	fear	0.806	azap
lethal	fear	0.806	öldüriji
venom	fear	0.804	zäher
claustrophobia	fear	0.803	Klaustrofobiýa
snakes	fear	0.802	ýylanlar
danger	fear	0.802	howp
exorcism	fear	0.800	ekzorizm
obliterated	fear	0.800	ýok edildi
robbery	fear	0.800	talaňçylyk
terrifies	fear	0.798	gorkuzýar
cyanide	fear	0.797	sianid
incurable	fear	0.797	bejerip bolmaýar
anxietyattack	fear	0.797	aladalanma
mortality	fear	0.797	ölüm
attack	fear	0.797	hüjüm
monstrosity	fear	0.797	monstrosity
extermination	fear	0.797	ýok etmek
bombers	fear	0.797	bombaçylar
harmful	fear	0.797	zyýanly
persecution	fear	0.797	yzarlamalar
biggestfear	fear	0.797	Iň uly gorky
poison	fear	0.797	zäher
cruelty	fear	0.797	zalymlyk
hysteria	fear	0.797	histeriýa
destruction	fear	0.797	weýran etmek
dreadfully	fear	0.796	gorkunç
arson	fear	0.794	ot ýakmak
devastate	fear	0.792	weýran etmek
tyrant	fear	0.788	zalym
warcrimes	fear	0.785	uruş jenaýatlary
perish	fear	0.784	heläk bol
feared	fear	0.782	gorkdy
maniac	fear	0.781	manyak
bloody	fear	0.781	ganly
freakingout	fear	0.781	freakingout
warlike	fear	0.781	söweşjeň
rampage	fear	0.781	ýaýbaňlaşma
screaming	fear	0.781	diýip gygyrýar
lifeless	fear	0.781	jansyz
enslaved	fear	0.781	gul edildi
venomous	fear	0.781	zäherli
snake	fear	0.776	ýylan
epidemic	fear	0.776	epidemiýa
panicattack	fear	0.774	howsala
crisis	fear	0.766	krizisi
hazardous	fear	0.766	howply
fearful	fear	0.766	gorkunç
dangerously	fear	0.766	howply
shipwreck	fear	0.766	gämi heläkçiligi
scary	fear	0.766	gorkunç
tumor	fear	0.766	çiş
invader	fear	0.766	basybalyjy
invade	fear	0.766	çozmak
die	fear	0.766	öl
detonate	fear	0.766	partlady
violation	fear	0.766	bozulmagy
reprisal	fear	0.766	jeza
criminal	fear	0.766	jenaýatçy
riot	fear	0.766	bidüzgünçilik
obliterate	fear	0.766	ýok etmek
inferno	fear	0.766	inferno
leprosy	fear	0.766	heýwere
jihad	fear	0.766	jihad
ohshit	fear	0.766	ohshit
claustrophobic	fear	0.765	Klaustrofob
hyperventilating	fear	0.762	giperwenilýasiýa
nightmares	fear	0.759	düýş görmek
destroyed	fear	0.754	ýok edildi
ghostly	fear	0.754	aljyraňňy
treacherous	fear	0.750	dönük
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	betbagtçylyklar
slavery	fear	0.750	gulçulyk
cholera	fear	0.750	holera
anarchist	fear	0.750	anarhist
panic	fear	0.750	howsala
anaconda	fear	0.750	anakonda
hurricanes	fear	0.750	tupan
wrenching	fear	0.750	arassalamak
tyranny	fear	0.750	zulum
imprisonment	fear	0.750	azatlykdan mahrum etmek
dreadful	fear	0.750	gorkunç
agony	fear	0.750	agyry
dangerous	fear	0.750	howply
obliteration	fear	0.750	ýok etmek
projectiles	fear	0.750	proýektler
destroyer	fear	0.750	ýok ediji
strangle	fear	0.750	bogmak
hazard	fear	0.750	howp
riotous	fear	0.750	bidüzgünçilik
accident	fear	0.750	awariýa
mortuary	fear	0.750	jeset
anarchy	fear	0.750	anarhiýa
fears	fear	0.750	gorky
malignancy	fear	0.742	erbetlik
bombard	fear	0.740	bombalady
cannibal	fear	0.740	kanibal
abominable	fear	0.738	ýigrenji
depraved	fear	0.734	hapa
bomber	fear	0.734	bombaçy
crash	fear	0.734	heläkçilik
tornado	fear	0.734	tornado
victimized	fear	0.734	pidasy boldy
hyperventilate	fear	0.734	Giperventilate
melee	fear	0.734	melge
cursed	fear	0.734	nälet bolsun
mutiny	fear	0.734	gozgalaň
dictatorship	fear	0.734	diktatura
shoot	fear	0.734	at
horrible	fear	0.734	elhenç
misery	fear	0.734	betbagtlyk
gore	fear	0.734	Gor
paralysis	fear	0.734	ysmaz
tyrannical	fear	0.734	zalym
missile	fear	0.734	raketa
gun	fear	0.734	ýarag
devilish	fear	0.734	iblis
diseased	fear	0.734	näsag
shot	fear	0.734	atyldy
mafia	fear	0.734	mafiýa
beast	fear	0.734	haýwan
malignant	fear	0.734	erbet
scared	fear	0.734	gorkdy
hostage	fear	0.734	girew
threaten	fear	0.734	haýbat atyň
turmoil	fear	0.733	başagaýlyk
combat	fear	0.728	söweş
alligator	fear	0.727	alligator
ruin	fear	0.725	weýran etmek
shooter	fear	0.722	atyjy
contagious	fear	0.720	ýokanç
crime	fear	0.719	jenaýat
scream	fear	0.719	gygyr
injured	fear	0.719	ýaralandy
desperation	fear	0.719	umytsyzlyk
struggle	fear	0.719	göreş
shock	fear	0.719	şok
seizure	fear	0.719	tutgaý
lynch	fear	0.719	linç
mortification	fear	0.719	öldürmek
fight	fear	0.719	söweş
harm	fear	0.719	zyýany
emergency	fear	0.719	adatdan daşary ýagdaý
phobia	fear	0.719	fobiýa
havoc	fear	0.719	weýrançylyk
devastating	fear	0.719	weýran ediji
excruciating	fear	0.719	göwünjeň
casualty	fear	0.719	ýitgi
miscarriage	fear	0.719	göwrelilik
starvation	fear	0.719	açlyk
frantically	fear	0.717	aljyraňňy ýagdaýda
carnage	fear	0.717	gyrgynçylyk
standoff	fear	0.716	gapma-garşylyk
infestation	fear	0.716	infestasiýa
soscary	fear	0.712	soscary
panicking	fear	0.708	howsala düşdi
rupture	fear	0.706	ýarylmagy
horrid	fear	0.705	elhenç
frantic	fear	0.705	aljyraňňy
sabotage	fear	0.703	sabotaj
vendetta	fear	0.703	vendetta
arsenic	fear	0.703	arsen
freaked	fear	0.703	doňan
burial	fear	0.703	jaýlamak
sos	fear	0.703	sos
cobra	fear	0.703	kobra
dreaded	fear	0.703	gorkdy
harrowing	fear	0.703	owing
aggressive	fear	0.703	agressiw
prey	fear	0.703	ýyrtyjy
gash	fear	0.703	gaş
hatred	fear	0.703	ýigrenç
schizophrenia	fear	0.703	şizofreniýa
upheaval	fear	0.703	tolgunyşyk
armed	fear	0.703	ýaragly
collapse	fear	0.703	ýykylmagy
deranged	fear	0.703	kemsidildi
assailant	fear	0.703	hüjümçi
terminal	fear	0.703	terminal
plague	fear	0.703	gyrgyn
malevolent	fear	0.703	erbet niýet
psychosis	fear	0.703	psihoz
carcinoma	fear	0.703	karsinoma
diabolical	fear	0.703	diaboliki
wrecked	fear	0.703	weýran boldy
grisly	fear	0.703	elhenç
hysterical	fear	0.703	histeriki
fugitive	fear	0.703	gaçgak
neurotic	fear	0.703	newrotik
witchcraft	fear	0.703	jadygöýlik
avalanche	fear	0.703	Güýç
anguish	fear	0.703	hasrat
cripple	fear	0.703	maýyp
agonizing	fear	0.703	gynandyryjy
infectious	fear	0.703	ýokanç
crocodile	fear	0.700	krokodil
forcibly	fear	0.700	zor bilen
abduction	fear	0.700	alyp gaçmak
offender	fear	0.698	jenaýatçy
mayhem	fear	0.690	maýhem
hurt	fear	0.688	ýaralanmak
shrapnel	fear	0.688	gämi duralgasy
beastly	fear	0.688	haýwan
rabid	fear	0.688	guduz
guerilla	fear	0.688	partizan
ambush	fear	0.688	gabaw
endanger	fear	0.688	howp abandyrýar
leukemia	fear	0.688	leýkoz
contagion	fear	0.688	ýokaşma
anarchism	fear	0.688	anarhizm
paranoid	fear	0.688	paranoid
cadaver	fear	0.688	kader
agoraphobia	fear	0.688	agorafobiýa
alarm	fear	0.688	duýduryş
trepidation	fear	0.688	aljyraňňylyk
blast	fear	0.688	partlama
gory	fear	0.688	gory
cyclone	fear	0.688	siklon
brawl	fear	0.688	dawa
hopeless	fear	0.688	umytsyz
banish	fear	0.688	kowmak
disease	fear	0.688	kesel
hostile	fear	0.688	duşmançylykly
oppression	fear	0.688	sütem
wounding	fear	0.688	ýaralanmak
socialanxiety	fear	0.688	jemgyýetçilik aladalary
radiation	fear	0.688	radiasiýa
gallows	fear	0.686	galstuk
coffin	fear	0.684	tabyt
madness	fear	0.675	däli
spook	fear	0.673	ok
fury	fear	0.672	gahar
menace	fear	0.672	howp abanýar
perishing	fear	0.672	heläk bolmak
victim	fear	0.672	pidasy
sinister	fear	0.672	günäkär
thug	fear	0.672	garakçy
carcass	fear	0.672	läş
shatter	fear	0.672	döwmek
grim	fear	0.672	elhenç
felon	fear	0.672	jenaýatçy
stab	fear	0.672	pyçaklamak
trembling	fear	0.672	titreýär
revolver	fear	0.672	revolwer
militants	fear	0.672	söweşijiler
dungeon	fear	0.672	zyndana
outbreak	fear	0.672	wirus
frankenstorm	fear	0.672	tupan
viper	fear	0.672	möjek
combatant	fear	0.672	söweşiji
vermin	fear	0.672	gurçuk
nervouswreck	fear	0.672	nerw heläkçiligi
menacing	fear	0.672	howp abanýar
hurting	fear	0.672	agyrýar
persecute	fear	0.672	yzarlamak
fangs	fear	0.672	eller
militia	fear	0.672	milisiýa
injury	fear	0.672	şikes
scarier	fear	0.672	gorkunç
mangle	fear	0.672	gümürtik
gang	fear	0.672	topar
crushing	fear	0.672	ezmek
eruption	fear	0.672	atylmagy
soscared	fear	0.672	soscared
ghost	fear	0.672	arwah
awful	fear	0.672	aýylganç
abhorrent	fear	0.672	ýigrenji
abuse	fear	0.672	hyýanatçylykly peýdalanmak
freakedout	fear	0.672	freakedout
atrocity	fear	0.672	wagşyçylyk
tarantula	fear	0.672	tarantula
ferocious	fear	0.667	gazaply
battered	fear	0.667	ýenjildi
desolation	fear	0.667	harabalyk
pandemic	fear	0.664	pandemiýa
cutthroat	fear	0.664	kesik
volcano	fear	0.663	wulkan
scares	fear	0.660	gorkuzýar
cruelly	fear	0.658	rehimsizlik bilen
smash	fear	0.656	döwmek
xenophobia	fear	0.656	ksenofobiýa
typhoon	fear	0.656	taýfun
spider	fear	0.656	möý
alarming	fear	0.656	aladalandyryjy
nefarious	fear	0.656	nefarious
oppressive	fear	0.656	eziji
treason	fear	0.656	dönüklik
neurosis	fear	0.656	newroz
cruel	fear	0.656	rehimsiz
crazed	fear	0.656	däli
coma	fear	0.656	koma
stroke	fear	0.656	insult
tumult	fear	0.656	tolgunyşyk
fearfully	fear	0.656	gorkup
battlefield	fear	0.656	söweş meýdany
emetophobia	fear	0.656	emetofobiýa
dictator	fear	0.656	diktator
armament	fear	0.656	ýarag
blizzard	fear	0.656	tupan
purgatory	fear	0.656	purgatoriýa
lunatic	fear	0.656	lunatik
bully	fear	0.656	gödek
endangered	fear	0.656	howp astyna düşýär
insane	fear	0.656	däli
malicious	fear	0.656	zyýanly
selfharm	fear	0.656	öz-özüňi goramak
despotic	fear	0.656	despotik
revenge	fear	0.656	ar almak
encroachment	fear	0.656	çozuş
shitless	fear	0.656	utançsyz
ruthless	fear	0.656	rehimsiz
debauchery	fear	0.656	ahlaksyzlyk
distress	fear	0.656	kynçylyk
traitor	fear	0.656	dönük
punishment	fear	0.656	jeza
radioactive	fear	0.656	radioaktiw
projectile	fear	0.654	çişirilen
flog	fear	0.653	gamçy
bang	fear	0.652	bang
ransom	fear	0.644	töleg
criminality	fear	0.642	jenaýat
rattlesnake	fear	0.641	garaguş
quivering	fear	0.641	titremek
perturbation	fear	0.641	perturbasiýa
tumour	fear	0.641	çiş
conflict	fear	0.641	dawa
injurious	fear	0.641	zyýanly
vehement	fear	0.641	aljyraňňylyk
antichrist	fear	0.641	antihrist
isolated	fear	0.641	izolirlenen
raging	fear	0.641	gaharly
aghast	fear	0.641	aghast
banshee	fear	0.641	Banshee
cantbreathe	fear	0.641	dem almak
demented	fear	0.641	dementlenen
dastardly	fear	0.641	dastardly
abortion	fear	0.641	abort
deteriorate	fear	0.641	ýaramazlaşýar
warlock	fear	0.641	gulp
hanging	fear	0.641	asylýar
wreck	fear	0.641	heläkçilik
demise	fear	0.641	ýykylmak
perilous	fear	0.641	howply
duress	fear	0.641	dowamlylygy
dreading	fear	0.641	gorkmak
raptors	fear	0.641	raptorlar
haunt	fear	0.641	aw
punished	fear	0.641	jezalandyryldy
hideous	fear	0.641	ýigrenji
wildfire	fear	0.641	ýangyn
scoundrel	fear	0.641	kezzap
intimidate	fear	0.641	gorkuzmak
targeted	fear	0.641	nyşana alyndy
dementia	fear	0.641	demans
despair	fear	0.641	umytsyzlyk
retaliation	fear	0.641	ar alyş
bestial	fear	0.639	bestial
serpent	fear	0.638	ýylan
condemnation	fear	0.637	ýazgarmak
fire	fear	0.636	ot
exclusion	fear	0.636	çykarmak
armaments	fear	0.636	ýaraglar
corrosive	fear	0.636	poslaýjy
nervousness	fear	0.627	nerw
vengeful	fear	0.625	ar almak
pneumonia	fear	0.625	öýken keseli
mercenary	fear	0.625	hakyna tutma
smuggler	fear	0.625	kontrabandaçy
repression	fear	0.625	repressiýa
prison	fear	0.625	türme
malice	fear	0.625	erbetlik
incarceration	fear	0.625	türme
wicked	fear	0.625	erbet
disfigured	fear	0.625	üýtgedildi
inhuman	fear	0.625	adamkärçiliksiz
vampire	fear	0.625	wampir
sickening	fear	0.625	kesel
seize	fear	0.625	tutmak
landslide	fear	0.625	süýşmesi
incendiary	fear	0.625	gazaply
thundering	fear	0.625	ýyldyrym
ruinous	fear	0.625	weýran ediji
spiders	fear	0.625	möýler
madman	fear	0.625	däli
pestilence	fear	0.625	ýokançlyk
stunned	fear	0.625	haýran galdy
manic	fear	0.625	manik
turbulent	fear	0.625	turbulent
combative	fear	0.625	söweşiji
injure	fear	0.625	şikes ýetmek
meltdown	fear	0.625	eremek
infection	fear	0.625	ýokaşma
virulence	fear	0.625	wirus
sarcoma	fear	0.625	sarkoma
revolting	fear	0.625	gozgalaň
daemon	fear	0.625	daemon
hurtful	fear	0.625	zyýanly
lunacy	fear	0.625	lunacy
enemy	fear	0.625	duşman
artillery	fear	0.625	artilleriýa
wracking	fear	0.625	gaplamak
irreparable	fear	0.625	düzedip bolmajak
ill	fear	0.621	näsag
barbarian	fear	0.620	wagşy
battled	fear	0.615	söweşdi
plummet	fear	0.613	çökmek
blackmail	fear	0.612	şantaj
darkened	fear	0.610	garaňky
contaminated	fear	0.610	hapalanan
hangman	fear	0.610	asma adam
abandonment	fear	0.609	terk etmek
alienation	fear	0.609	keseki bolmak
bleeding	fear	0.609	gan akma
oblivion	fear	0.609	ýatdan çykarmak
interrogation	fear	0.609	sorag etmek
sufferer	fear	0.609	ejir çekýän
injuring	fear	0.609	ýaralanmak
despotism	fear	0.609	despotizm
conflagration	fear	0.609	ýangyn
illness	fear	0.609	kesel
disintegrate	fear	0.609	dargamak
wrath	fear	0.609	gahar
merciless	fear	0.609	rehimsiz
deplorable	fear	0.609	gynandyryjy
insurmountable	fear	0.609	ýeňip bolmajak
butcher	fear	0.609	gassap
beating	fear	0.609	urmak
prosecute	fear	0.609	kazyýet işi
malaria	fear	0.609	gyzzyrma
rob	fear	0.609	talamak
aggression	fear	0.609	agressiýa
injection	fear	0.609	sanjym
dagger	fear	0.609	hanjar
infanticide	fear	0.609	çaga öldürmek
ogre	fear	0.609	ogre
shackle	fear	0.609	zynjyr
scourge	fear	0.609	jeza
oppressor	fear	0.609	sütemçi
homeless	fear	0.609	öýsüz
threat	fear	0.604	howp
nerves	fear	0.600	nerwler
firearms	fear	0.600	ot açýan ýaraglar
raid	fear	0.600	reýd
eviction	fear	0.596	göçürmek
villain	fear	0.595	wagşy
belligerent	fear	0.594	söweşiji
lightning	fear	0.594	ýyldyrym
pounding	fear	0.594	urmak
shelling	fear	0.594	atyş
tremor	fear	0.594	titremek
possessed	fear	0.594	eýe
anxiety	fear	0.594	alada
villainous	fear	0.594	wagşy
ominous	fear	0.594	erbet
masochism	fear	0.594	masohizm
convict	fear	0.594	iş kesilen
sepsis	fear	0.594	sepsis
omen	fear	0.594	omen
cardiomyopathy	fear	0.594	kardiomiopatiýa
burglar	fear	0.594	ogry
pain	fear	0.594	agyry
flee	fear	0.594	gaç
restrained	fear	0.594	saklandy
deceit	fear	0.594	aldaw
rot	fear	0.594	çüýremek
dragon	fear	0.594	aagondarha
terrible	fear	0.594	aýylganç
haze	fear	0.594	duman
tribulation	fear	0.594	muşakgat
torrent	fear	0.594	torrent
sickness	fear	0.594	kesel
hypertrophy	fear	0.594	gipertrofiýa
fraught	fear	0.594	aljyraňňy
accursed	fear	0.594	nälet bolsun
casket	fear	0.594	tabyt
foe	fear	0.594	duşman
euthanasia	fear	0.594	ewtanaziýa
goblin	fear	0.594	goblin
