English Word	Emotion	Emotion-Intensity-Score	Romanian Word
mutilation	fear	0.906	mutilare
killing	fear	0.906	ucidere
holocaust	fear	0.906	holocaust
assassinate	fear	0.906	asasina
terrified	fear	0.906	îngrozit
devastation	fear	0.906	devastare
murder	fear	0.906	crimă
horrors	fear	0.906	ororile
suicidal	fear	0.898	sinucigaș
assault	fear	0.891	asalt
kidnap	fear	0.891	răpi
slaughter	fear	0.891	sacrificarea
crucifixion	fear	0.891	răstignire
doomed	fear	0.888	condamnat
poisoned	fear	0.886	otrăvit
suicide	fear	0.879	sinucidere
explosion	fear	0.879	explozie
deadly	fear	0.875	mortal
assassin	fear	0.875	asasin
annihilation	fear	0.875	anihilare
savagery	fear	0.875	sălbăticie
disaster	fear	0.875	dezastru
threatening	fear	0.875	amenintatoare
slaughtering	fear	0.875	sacrificarea
disastrous	fear	0.875	dezastruos
dismemberment	fear	0.875	dezmembrare
suffocation	fear	0.875	sufocare
rape	fear	0.870	viol
hell	fear	0.860	iad
homicide	fear	0.859	omucidere
molestation	fear	0.859	molestare
bloodshed	fear	0.859	vărsare de sânge
barbaric	fear	0.859	barbar
explosive	fear	0.859	exploziv
warfare	fear	0.859	război
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	tragedie
anthrax	fear	0.859	antrax
demonic	fear	0.859	demonic
executioner	fear	0.859	călău
dread	fear	0.859	a II Fii frica
guillotine	fear	0.859	ghilotină
attacking	fear	0.859	atacând
peril	fear	0.859	pune în pericol
slaughterhouse	fear	0.859	abator
annihilated	fear	0.859	anihilate
suffocating	fear	0.858	sufocant
treachery	fear	0.856	trădare
fright	fear	0.853	spaima
monster	fear	0.844	monstru
traumatic	fear	0.844	traumatic
abomination	fear	0.844	urâciune
apocalypse	fear	0.844	apocalipsa
slayer	fear	0.844	ucigaș
scare	fear	0.844	a speria
morgue	fear	0.844	morgă
painful	fear	0.844	dureros
frightened	fear	0.844	speriat
vengeance	fear	0.844	răzbunare
scariest	fear	0.844	cel mai înfricoșător
destroying	fear	0.844	distrugând
execution	fear	0.844	execuţie
panicked	fear	0.844	intrat în panică
petrified	fear	0.844	împietrit
afraid	fear	0.844	frică
frightening	fear	0.844	înfricoşător
drown	fear	0.844	îneca
bombardment	fear	0.844	bombardament
death	fear	0.843	moarte
chaos	fear	0.839	haos
ghastly	fear	0.836	îngrozitor
evil	fear	0.833	rău
intruder	fear	0.828	intrus
hellish	fear	0.828	infernal
brutal	fear	0.828	brutal
cancer	fear	0.828	cancer
devil	fear	0.828	diavol
grenade	fear	0.828	grenadă
eradication	fear	0.828	eradicare
frighten	fear	0.828	speria
explode	fear	0.828	exploda
assassination	fear	0.828	asasinat
fatal	fear	0.828	fatal
paralyze	fear	0.828	paraliza
gunmen	fear	0.828	oameni înarmați
violently	fear	0.828	violent
nightmare	fear	0.828	coșmar
doomsday	fear	0.828	judecata de apoi
doom	fear	0.828	soarta
manslaughter	fear	0.828	omor prin imprudenţă
fear	fear	0.828	frică
kidnapped	fear	0.828	răpit
trauma	fear	0.828	trauma
morbidity	fear	0.820	morbiditate
crippling	fear	0.817	schilod
savage	fear	0.814	sălbatic
shooting	fear	0.812	filmare
quake	fear	0.812	cutremur
poisonous	fear	0.812	otrăvitoare
damnation	fear	0.812	damnare
violence	fear	0.812	violenţă
destructive	fear	0.812	distructiv
aggressor	fear	0.812	agresor
suffering	fear	0.812	suferinţă
violent	fear	0.812	violent
frightful	fear	0.812	înfricoșător
crushed	fear	0.812	zdrobit
earthquake	fear	0.812	cutremur
heartattack	fear	0.812	infarct
hurricane	fear	0.811	uragan
imprisoned	fear	0.811	închis
exterminate	fear	0.810	extermina
fearing	fear	0.808	temându-se
hemorrhage	fear	0.807	hemoragie
torment	fear	0.806	chin
lethal	fear	0.806	mortal
venom	fear	0.804	venin
claustrophobia	fear	0.803	claustrofobie
snakes	fear	0.802	şerpi
danger	fear	0.802	Pericol
exorcism	fear	0.800	exorcism
obliterated	fear	0.800	şterse
robbery	fear	0.800	jaf
terrifies	fear	0.798	îngrozește
cyanide	fear	0.797	cianura
incurable	fear	0.797	incurabil
anxietyattack	fear	0.797	atac de anxietate
mortality	fear	0.797	mortalitate
attack	fear	0.797	atac
monstrosity	fear	0.797	monstruozitate
extermination	fear	0.797	exterminare
bombers	fear	0.797	bombardiere
harmful	fear	0.797	dăunătoare
persecution	fear	0.797	persecuţie
biggestfear	fear	0.797	cea mai mare frică
poison	fear	0.797	otravă
cruelty	fear	0.797	cruzime
hysteria	fear	0.797	isterie
destruction	fear	0.797	distrugere
dreadfully	fear	0.796	îngrozitor
arson	fear	0.794	incendiere
devastate	fear	0.792	devasta
tyrant	fear	0.788	tiran
warcrimes	fear	0.785	crime de război
perish	fear	0.784	pieri
feared	fear	0.782	temut
maniac	fear	0.781	maniac
bloody	fear	0.781	sângeros
freakingout	fear	0.781	înnebunit
warlike	fear	0.781	războinic
rampage	fear	0.781	ieşire violentă
screaming	fear	0.781	țipând
lifeless	fear	0.781	lipsit de viață
enslaved	fear	0.781	înrobit
venomous	fear	0.781	veninos
snake	fear	0.776	şarpe
epidemic	fear	0.776	epidemic
panicattack	fear	0.774	atac de panică
crisis	fear	0.766	criză
hazardous	fear	0.766	riscant
fearful	fear	0.766	fricos
dangerously	fear	0.766	periculos
shipwreck	fear	0.766	naufragiu
scary	fear	0.766	infricosator
tumor	fear	0.766	tumora
invader	fear	0.766	invadator
invade	fear	0.766	a invada
die	fear	0.766	a muri
detonate	fear	0.766	detona
violation	fear	0.766	încălcare
reprisal	fear	0.766	represalii
criminal	fear	0.766	penal
riot	fear	0.766	revoltă
obliterate	fear	0.766	şterge
inferno	fear	0.766	infern
leprosy	fear	0.766	lepră
jihad	fear	0.766	jihadul
ohshit	fear	0.766	Oh, la naiba
claustrophobic	fear	0.765	claustrofobic
hyperventilating	fear	0.762	hiperventilant
nightmares	fear	0.759	coşmaruri
destroyed	fear	0.754	distrus
ghostly	fear	0.754	fantomatic
treacherous	fear	0.750	perfid
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	tragedii
slavery	fear	0.750	robie
cholera	fear	0.750	holeră
anarchist	fear	0.750	anarhist
panic	fear	0.750	panică
anaconda	fear	0.750	anaconda
hurricanes	fear	0.750	uraganele
wrenching	fear	0.750	sfâşietoare
tyranny	fear	0.750	tiranie
imprisonment	fear	0.750	pedeapsa cu închisoarea
dreadful	fear	0.750	îngrozitor
agony	fear	0.750	agonie
dangerous	fear	0.750	periculos
obliteration	fear	0.750	obliterarea
projectiles	fear	0.750	proiectile
destroyer	fear	0.750	distrugător
strangle	fear	0.750	sugruma
hazard	fear	0.750	pericol
riotous	fear	0.750	răvăşitor
accident	fear	0.750	accident
mortuary	fear	0.750	morgă
anarchy	fear	0.750	anarhie
fears	fear	0.750	temerile
malignancy	fear	0.742	malignitate
bombard	fear	0.740	bombarda
cannibal	fear	0.740	canibal
abominable	fear	0.738	abominabil
depraved	fear	0.734	depravat
bomber	fear	0.734	bombardier
crash	fear	0.734	prăbușire
tornado	fear	0.734	tornadă
victimized	fear	0.734	victimizat
hyperventilate	fear	0.734	hiperventilați
melee	fear	0.734	corp la corp
cursed	fear	0.734	blestemat
mutiny	fear	0.734	revoltă
dictatorship	fear	0.734	dictatură
shoot	fear	0.734	trage
horrible	fear	0.734	oribil
misery	fear	0.734	mizerie
gore	fear	0.734	împunge
paralysis	fear	0.734	paralizie
tyrannical	fear	0.734	tiranic
missile	fear	0.734	rachetă
gun	fear	0.734	pistol
devilish	fear	0.734	diavolesc
diseased	fear	0.734	bolnav
shot	fear	0.734	lovitură
mafia	fear	0.734	mafia
beast	fear	0.734	fiară
malignant	fear	0.734	malign
scared	fear	0.734	speriat
hostage	fear	0.734	ostatic
threaten	fear	0.734	a ameninta
turmoil	fear	0.733	frământări
combat	fear	0.728	luptă
alligator	fear	0.727	aligator
ruin	fear	0.725	ruina
shooter	fear	0.722	trăgător
contagious	fear	0.720	contagios
crime	fear	0.719	crima
scream	fear	0.719	ţipăt
injured	fear	0.719	rănit
desperation	fear	0.719	disperare
struggle	fear	0.719	lupta
shock	fear	0.719	şoc
seizure	fear	0.719	convulsii
lynch	fear	0.719	linșarea
mortification	fear	0.719	mortificare
fight	fear	0.719	luptă
harm	fear	0.719	dăuna
emergency	fear	0.719	de urgență
phobia	fear	0.719	fobie
havoc	fear	0.719	ravagii
devastating	fear	0.719	devastator
excruciating	fear	0.719	chinuitor
casualty	fear	0.719	accidentat
miscarriage	fear	0.719	avort
starvation	fear	0.719	foame
frantically	fear	0.717	frenetic
carnage	fear	0.717	măcel
standoff	fear	0.716	standoff
infestation	fear	0.716	infestare
soscary	fear	0.712	atat de infricosator
panicking	fear	0.708	panicandu-se
rupture	fear	0.706	ruptură
horrid	fear	0.705	oribil
frantic	fear	0.705	frenetic
sabotage	fear	0.703	sabotaj
vendetta	fear	0.703	răzbunare
arsenic	fear	0.703	arsenic
freaked	fear	0.703	speriat
burial	fear	0.703	înmormântare
sos	fear	0.703	sos
cobra	fear	0.703	cobra
dreaded	fear	0.703	temut
harrowing	fear	0.703	chinuitor
aggressive	fear	0.703	agresiv
prey	fear	0.703	pradă
gash	fear	0.703	tăietură
hatred	fear	0.703	ură
schizophrenia	fear	0.703	schizofrenie
upheaval	fear	0.703	răsturnare
armed	fear	0.703	armat
collapse	fear	0.703	colaps
deranged	fear	0.703	deranjat
assailant	fear	0.703	atacator
terminal	fear	0.703	Terminal
plague	fear	0.703	ciuma
malevolent	fear	0.703	răuvoitor
psychosis	fear	0.703	psihoză
carcinoma	fear	0.703	carcinom
diabolical	fear	0.703	diabolic
wrecked	fear	0.703	naufragiat
grisly	fear	0.703	îngrozitor
hysterical	fear	0.703	isteric
fugitive	fear	0.703	fugar
neurotic	fear	0.703	nevrotic
witchcraft	fear	0.703	vrăjitorie
avalanche	fear	0.703	avalanşă
anguish	fear	0.703	angoasa
cripple	fear	0.703	infirm
agonizing	fear	0.703	agonizant
infectious	fear	0.703	infectioase
crocodile	fear	0.700	crocodil
forcibly	fear	0.700	cu forţa
abduction	fear	0.700	răpire
offender	fear	0.698	contravenient
mayhem	fear	0.690	haos
hurt	fear	0.688	rănit
shrapnel	fear	0.688	șrapnel
beastly	fear	0.688	bestial
rabid	fear	0.688	turbat
guerilla	fear	0.688	gherilă
ambush	fear	0.688	ambuscadă
endanger	fear	0.688	periclita
leukemia	fear	0.688	leucemie
contagion	fear	0.688	contagiune
anarchism	fear	0.688	anarhism
paranoid	fear	0.688	paranoid
cadaver	fear	0.688	cadavru
agoraphobia	fear	0.688	agorafobie
alarm	fear	0.688	alarma
trepidation	fear	0.688	trepidare
blast	fear	0.688	explozie
gory	fear	0.688	sângeros
cyclone	fear	0.688	ciclon
brawl	fear	0.688	certa
hopeless	fear	0.688	fara speranta
banish	fear	0.688	alunga
disease	fear	0.688	boala
hostile	fear	0.688	ostil
oppression	fear	0.688	opresiune
wounding	fear	0.688	rănirea
socialanxiety	fear	0.688	anxietate socială
radiation	fear	0.688	radiatii
gallows	fear	0.686	spânzurătoare
coffin	fear	0.684	sicriu
madness	fear	0.675	nebunie
spook	fear	0.673	sperie
fury	fear	0.672	furie
menace	fear	0.672	ameninţare
perishing	fear	0.672	pierind
victim	fear	0.672	victimă
sinister	fear	0.672	sinistru
thug	fear	0.672	asasin
carcass	fear	0.672	carcasă
shatter	fear	0.672	sfărâma
grim	fear	0.672	rău
felon	fear	0.672	infractor
stab	fear	0.672	înjunghia
trembling	fear	0.672	tremurând
revolver	fear	0.672	revolver
militants	fear	0.672	militanti
dungeon	fear	0.672	Temniță
outbreak	fear	0.672	epidemie
frankenstorm	fear	0.672	frankenstorm
viper	fear	0.672	viperă
combatant	fear	0.672	combatant
vermin	fear	0.672	paraziţi
nervouswreck	fear	0.672	epavă nervoasă
menacing	fear	0.672	ameninţător
hurting	fear	0.672	doare
persecute	fear	0.672	persecuta
fangs	fear	0.672	colti
militia	fear	0.672	miliţie
injury	fear	0.672	rănire
scarier	fear	0.672	mai înfricoșător
mangle	fear	0.672	calandru
gang	fear	0.672	bandă
crushing	fear	0.672	strivire
eruption	fear	0.672	erupţie
soscared	fear	0.672	atât de speriat
ghost	fear	0.672	fantomă
awful	fear	0.672	îngrozitor
abhorrent	fear	0.672	dezgustător
abuse	fear	0.672	abuz
freakedout	fear	0.672	speriat
atrocity	fear	0.672	atrocitate
tarantula	fear	0.672	tarantula
ferocious	fear	0.667	feroce
battered	fear	0.667	batut
desolation	fear	0.667	pustiire
pandemic	fear	0.664	pandemic
cutthroat	fear	0.664	taiat
volcano	fear	0.663	vulcan
scares	fear	0.660	sperie
cruelly	fear	0.658	cu cruzime
smash	fear	0.656	lovitura
xenophobia	fear	0.656	xenofobie
typhoon	fear	0.656	taifun
spider	fear	0.656	păianjen
alarming	fear	0.656	alarmant
nefarious	fear	0.656	nefast
oppressive	fear	0.656	apăsătoare
treason	fear	0.656	trădare
neurosis	fear	0.656	nevroză
cruel	fear	0.656	crud
crazed	fear	0.656	înnebunit
coma	fear	0.656	comă
stroke	fear	0.656	accident vascular cerebral
tumult	fear	0.656	tumult
fearfully	fear	0.656	cu frică
battlefield	fear	0.656	câmpul de luptă
emetophobia	fear	0.656	emetofobie
dictator	fear	0.656	dictator
armament	fear	0.656	armament
blizzard	fear	0.656	viscol
purgatory	fear	0.656	purgatoriu
lunatic	fear	0.656	nebun
bully	fear	0.656	bătăuş
endangered	fear	0.656	pe cale de dispariţie
insane	fear	0.656	nebun
malicious	fear	0.656	răutăcios
selfharm	fear	0.656	autoagresiune
despotic	fear	0.656	despotic
revenge	fear	0.656	răzbunare
encroachment	fear	0.656	invadare
shitless	fear	0.656	nenorocit
ruthless	fear	0.656	nemilos
debauchery	fear	0.656	depravare
distress	fear	0.656	suferință
traitor	fear	0.656	trădător
punishment	fear	0.656	pedeapsă
radioactive	fear	0.656	radioactiv
projectile	fear	0.654	proiectil
flog	fear	0.653	biciui
bang	fear	0.652	bang
ransom	fear	0.644	răscumpărare
criminality	fear	0.642	criminalitatea
rattlesnake	fear	0.641	şarpe cu clopoţei
quivering	fear	0.641	tremurând
perturbation	fear	0.641	perturbare
tumour	fear	0.641	tumora
conflict	fear	0.641	conflict
injurious	fear	0.641	vătămătoare
vehement	fear	0.641	vehement
antichrist	fear	0.641	antihrist
isolated	fear	0.641	izolat
raging	fear	0.641	furios
aghast	fear	0.641	îngrozit
banshee	fear	0.641	banshee
cantbreathe	fear	0.641	nu pot respira
demented	fear	0.641	dement
dastardly	fear	0.641	mişelesc
abortion	fear	0.641	intrerupere de sarcina
deteriorate	fear	0.641	deteriora
warlock	fear	0.641	vrăjitor
hanging	fear	0.641	agăţat
wreck	fear	0.641	distruge
demise	fear	0.641	deces
perilous	fear	0.641	periculos
duress	fear	0.641	constrângere
dreading	fear	0.641	de frică
raptors	fear	0.641	răpitori
haunt	fear	0.641	bântuie
punished	fear	0.641	pedepsit
hideous	fear	0.641	hidos
wildfire	fear	0.641	Foc salbatic
scoundrel	fear	0.641	ticălos
intimidate	fear	0.641	intimida
targeted	fear	0.641	vizate
dementia	fear	0.641	demenţă
despair	fear	0.641	disperare
retaliation	fear	0.641	represalii
bestial	fear	0.639	bestial
serpent	fear	0.638	şarpe
condemnation	fear	0.637	condamnare
fire	fear	0.636	foc
exclusion	fear	0.636	excludere
armaments	fear	0.636	armamentului
corrosive	fear	0.636	corozive
nervousness	fear	0.627	nervozitate
vengeful	fear	0.625	răzbunător
pneumonia	fear	0.625	pneumonie
mercenary	fear	0.625	mercenar
smuggler	fear	0.625	contrabandist
repression	fear	0.625	represiune
prison	fear	0.625	închisoare
malice	fear	0.625	răutate
incarceration	fear	0.625	încarcerare
wicked	fear	0.625	rău
disfigured	fear	0.625	desfigurat
inhuman	fear	0.625	inuman
vampire	fear	0.625	vampir
sickening	fear	0.625	îmbolnăvitor
seize	fear	0.625	apuca
landslide	fear	0.625	alunecare de teren
incendiary	fear	0.625	incendiar
thundering	fear	0.625	fulminant
ruinous	fear	0.625	ruinatoare
spiders	fear	0.625	păianjeni
madman	fear	0.625	nebun
pestilence	fear	0.625	ciuma
stunned	fear	0.625	uluit
manic	fear	0.625	maniacal
turbulent	fear	0.625	turbulent
combative	fear	0.625	combativ
injure	fear	0.625	răni
meltdown	fear	0.625	topire
infection	fear	0.625	infecţie
virulence	fear	0.625	virulenţă
sarcoma	fear	0.625	sarcom
revolting	fear	0.625	revoltător
daemon	fear	0.625	demonul
hurtful	fear	0.625	rănitoare
lunacy	fear	0.625	nebunie
enemy	fear	0.625	dusman
artillery	fear	0.625	artilerie
wracking	fear	0.625	zdrobire
irreparable	fear	0.625	ireparabil
ill	fear	0.621	bolnav
barbarian	fear	0.620	barbar
battled	fear	0.615	luptat
plummet	fear	0.613	prăbușire
blackmail	fear	0.612	şantaj
darkened	fear	0.610	întunecat
contaminated	fear	0.610	contaminate
hangman	fear	0.610	călău
abandonment	fear	0.609	abandon
alienation	fear	0.609	alienare
bleeding	fear	0.609	sângerare
oblivion	fear	0.609	uitare
interrogation	fear	0.609	interogare
sufferer	fear	0.609	suferind
injuring	fear	0.609	rănirea
despotism	fear	0.609	despotism
conflagration	fear	0.609	conflagraţie
illness	fear	0.609	maladie
disintegrate	fear	0.609	dezintegra
wrath	fear	0.609	mânie
merciless	fear	0.609	nemilos
deplorable	fear	0.609	deplorabil
insurmountable	fear	0.609	de netrecut
butcher	fear	0.609	măcelar
beating	fear	0.609	bătaie
prosecute	fear	0.609	urmărirea penală
malaria	fear	0.609	malarie
rob	fear	0.609	jefuiesc
aggression	fear	0.609	agresiune
injection	fear	0.609	injecţie
dagger	fear	0.609	pumnal
infanticide	fear	0.609	infanticid
ogre	fear	0.609	căpcăun
shackle	fear	0.609	cătuşe
scourge	fear	0.609	flagel
oppressor	fear	0.609	opresor
homeless	fear	0.609	fără adăpost
threat	fear	0.604	amenințare
nerves	fear	0.600	nervi
firearms	fear	0.600	arme de foc
raid	fear	0.600	raid
eviction	fear	0.596	evacuare
villain	fear	0.595	ticălos
belligerent	fear	0.594	beligerant
lightning	fear	0.594	fulger
pounding	fear	0.594	lovind
shelling	fear	0.594	decojirea
tremor	fear	0.594	tremor
possessed	fear	0.594	posedat
anxiety	fear	0.594	anxietate
villainous	fear	0.594	mizerabil
ominous	fear	0.594	de rău augur
masochism	fear	0.594	masochismul
convict	fear	0.594	condamna
sepsis	fear	0.594	septicemie
omen	fear	0.594	augur
cardiomyopathy	fear	0.594	cardiomiopatie
burglar	fear	0.594	hoț
pain	fear	0.594	durere
flee	fear	0.594	fugi
restrained	fear	0.594	reţinut
deceit	fear	0.594	înşelăciune
rot	fear	0.594	putrezi
dragon	fear	0.594	balaur
terrible	fear	0.594	teribil
haze	fear	0.594	ceață
tribulation	fear	0.594	necazul
torrent	fear	0.594	torent
sickness	fear	0.594	boală
hypertrophy	fear	0.594	hipertrofie
fraught	fear	0.594	plin
accursed	fear	0.594	blestemat
casket	fear	0.594	sicriu
foe	fear	0.594	duşman
euthanasia	fear	0.594	eutanasie
goblin	fear	0.594	elf
paranoia	fear	0.594	paranoia
infidel	fear	0.594	necredincios
wounded	fear	0.592	rănit
lava	fear	0.588	lavă
elimination	fear	0.588	eliminare
spank	fear	0.587	lovitură
hostilities	fear	0.586	ostilități
dismal	fear	0.584	sumbru
blockade	fear	0.582	blocadă
punch	fear	0.580	lovi cu pumnul
bacteria	fear	0.578	bacterii
sostressed	fear	0.578	stresat
cringe	fear	0.578	înfiorare
deprivation	fear	0.578	privare
abyss	fear	0.578	abis
tumultuous	fear	0.578	tumultuoasă
demoralized	fear	0.578	demoralizat
stealing	fear	0.578	furtul
haunted	fear	0.578	bântuit
evacuate	fear	0.578	evacuez
jail	fear	0.578	temniță
desecration	fear	0.578	profanare
dire	fear	0.578	groaznic
curse	fear	0.578	blestem
coward	fear	0.578	laş
shady	fear	0.578	umbrită
volatility	fear	0.578	volatilitate
surgery	fear	0.578	interventie chirurgicala
forbidding	fear	0.578	interzicând
failure	fear	0.578	eșec
infliction	fear	0.578	infligere
quarantine	fear	0.578	carantină
eatingdisorders	fear	0.578	tulburari de alimentatie
pained	fear	0.578	îndurerat
assail	fear	0.578	asalta
dispossessed	fear	0.578	deposedat
parasite	fear	0.578	parazit
shudder	fear	0.578	fior
apprehensive	fear	0.578	îngrozitor
grizzly	fear	0.578	grizzly
clashing	fear	0.578	ciocnindu-se
hateful	fear	0.578	odios
loss	fear	0.578	pierderi
confined	fear	0.578	închis
jeopardy	fear	0.578	primejdie
worry	fear	0.578	îngrijorare
angina	fear	0.578	angină pectorală
perdition	fear	0.577	pierzanie
mob	fear	0.577	gloată
unholy	fear	0.575	nesfânt
comatose	fear	0.575	comatoasă
