English Word	Emotion	Emotion-Intensity-Score	Tamil Word
indifference	disgust	0.203	அலட்சியம்
awkwardness	disgust	0.203	அருவருப்பு
rave	disgust	0.203	வெறித்தனமாக
gnome	disgust	0.203	க்னோம்
inconvenient	disgust	0.203	சிரமமான
howl	disgust	0.195	அலறல்
dabbling	disgust	0.195	பேசுதல்
morals	disgust	0.195	ஒழுக்கங்கள்
misguided	disgust	0.195	தவறாக வழிநடத்தப்பட்டது
airs	disgust	0.195	ஒளிபரப்பு
gelatin	disgust	0.195	ஜெலட்டின்
fleece	disgust	0.195	கொள்ளையை
monochrome	disgust	0.195	ஒரே வண்ணமுடைய
lush	disgust	0.188	பசுமையான
celebrity	disgust	0.188	பிரபலம்
avoid	disgust	0.188	தவிர்க்க
gent	disgust	0.188	ஜென்மம்
stalemate	disgust	0.188	முட்டுக்கட்டை
lesser	disgust	0.188	குறைவான
sunk	disgust	0.180	மூழ்கியது
nose	disgust	0.180	மூக்கு
laughable	disgust	0.180	சிரிக்கக்கூடிய
claimant	disgust	0.180	உரிமை கோருபவர்
possession	disgust	0.180	உடைமை
larger	disgust	0.164	பெரியது
pregnancy	disgust	0.164	கர்ப்பம்
thrift	disgust	0.164	சிக்கனம்
undoubted	disgust	0.164	சந்தேகத்திற்கு இடமின்றி
mouthful	disgust	0.164	வாய் நிறைந்த
hoot	disgust	0.164	கூச்சல்
sentence	disgust	0.156	வாக்கியம்
misplace	disgust	0.156	தவறான இடம்
clamor	disgust	0.156	ஆரவரம்
parrot	disgust	0.156	கிளி
obliging	disgust	0.156	கட்டாயப்படுத்துதல்
nameless	disgust	0.148	பெயரற்ற
bummer	disgust	0.148	பம்மர்
elf	disgust	0.141	தெய்வம்
feeling	disgust	0.141	உணர்வு
excellence	disgust	0.141	சிறப்பு
gray	disgust	0.133	சாம்பல்
asymmetry	disgust	0.133	சமச்சீரற்ற தன்மை
turn	disgust	0.133	திரும்ப
clumsy	disgust	0.133	விகாரமான
stall	disgust	0.133	விற்பனையகம்
bran	disgust	0.125	தவிடு
finally	disgust	0.125	இறுதியாக
lord	disgust	0.125	இறைவன்
nurture	disgust	0.117	வளர்ப்பு
savor	disgust	0.117	சுவைக்க
cove	disgust	0.117	மூடை
winning	disgust	0.109	வெற்றி
lemon	disgust	0.109	எலுமிச்சை
powerful	disgust	0.102	சக்தி வாய்ந்த
glitter	disgust	0.094	மினுமினுப்பு
interior	disgust	0.086	உட்புறம்
mind	disgust	0.086	மனம்
interested	disgust	0.078	ஆர்வம்
treat	disgust	0.078	சிகிச்சை
abundance	disgust	0.078	மிகுதியாக
honest	disgust	0.055	நேர்மையான
kite	disgust	0.055	காத்தாடி
humble	disgust	0.047	அடக்கமான
tree	disgust	0.039	மரம்
torture	fear	0.984	சித்திரவதை
terrorist	fear	0.972	பயங்கரவாதி
terrorists	fear	0.969	பயங்கரவாதிகள்
horrific	fear	0.969	பயங்கரமான
terrorism	fear	0.969	பயங்கரவாதம்
suicidebombing	fear	0.967	தற்கொலை குண்டுவெடிப்பு
kill	fear	0.962	கொல்ல
homicidal	fear	0.959	கொலை
catastrophe	fear	0.953	பேரழிவு
annihilate	fear	0.953	நிர்மூலமாக்கு
murderer	fear	0.953	கொலைகாரன்
terror	fear	0.953	பயங்கரம்
dying	fear	0.948	இறக்கும்
war	fear	0.942	போர்
bombing	fear	0.938	குண்டுவீச்சு
bomb	fear	0.935	குண்டு
missiles	fear	0.934	ஏவுகணைகள்
horror	fear	0.923	திகில்
brutality	fear	0.922	மிருகத்தனம்
terrorize	fear	0.922	பயமுறுத்துகின்றன
horrified	fear	0.922	திகிலடைந்தது
bloodthirsty	fear	0.922	இரத்தவெறி
murderous	fear	0.920	கொலைகாரன்
massacre	fear	0.911	படுகொலை
terrifying	fear	0.906	திகிலூட்டும்
fatality	fear	0.906	மரணம்
horrifying	fear	0.906	திகிலூட்டும்
demon	fear	0.906	பேய்
mutilation	fear	0.906	சிதைத்தல்
killing	fear	0.906	கொலை
holocaust	fear	0.906	படுகொலை
assassinate	fear	0.906	படுகொலை செய்
terrified	fear	0.906	பயந்து
devastation	fear	0.906	அழிவு
murder	fear	0.906	கொலை
horrors	fear	0.906	பயங்கரங்கள்
suicidal	fear	0.898	தற்கொலை
assault	fear	0.891	தாக்குதல்
kidnap	fear	0.891	கடத்தல்
slaughter	fear	0.891	படுகொலை
crucifixion	fear	0.891	சிலுவை மரணம்
doomed	fear	0.888	அழிந்தது
poisoned	fear	0.886	விஷம்
suicide	fear	0.879	தற்கொலை
explosion	fear	0.879	வெடிப்பு
deadly	fear	0.875	கொடிய
assassin	fear	0.875	கொலையாளி
annihilation	fear	0.875	அழித்தல்
savagery	fear	0.875	காட்டுமிராண்டித்தனம்
disaster	fear	0.875	பேரழிவு
threatening	fear	0.875	அச்சுறுத்தும்
slaughtering	fear	0.875	படுகொலை
disastrous	fear	0.875	பேரழிவு
dismemberment	fear	0.875	துண்டாடுதல்
suffocation	fear	0.875	மூச்சுத்திணறல்
rape	fear	0.870	கற்பழிப்பு
hell	fear	0.860	நரகம்
homicide	fear	0.859	கொலை
molestation	fear	0.859	துன்புறுத்தல்
bloodshed	fear	0.859	இரத்தக்களரி
barbaric	fear	0.859	காட்டுமிராண்டித்தனமான
explosive	fear	0.859	வெடிக்கும்
warfare	fear	0.859	போர்முறை
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	சோகம்
anthrax	fear	0.859	ஆந்த்ராக்ஸ்
demonic	fear	0.859	பேய்
executioner	fear	0.859	மரணதண்டனை செய்பவர்
dread	fear	0.859	பயம்
guillotine	fear	0.859	கில்லட்டின்
attacking	fear	0.859	தாக்குகிறது
peril	fear	0.859	ஆபத்து
slaughterhouse	fear	0.859	இறைச்சி கூடம்
annihilated	fear	0.859	நிர்மூலமாக்கப்பட்டது
suffocating	fear	0.858	மூச்சுத்திணறல்
treachery	fear	0.856	துரோகம்
fright	fear	0.853	பயம்
monster	fear	0.844	அசுரன்
traumatic	fear	0.844	அதிர்ச்சிகரமான
abomination	fear	0.844	அருவருப்பு
apocalypse	fear	0.844	பேரழிவு
slayer	fear	0.844	கொலைகாரன்
scare	fear	0.844	பயமுறுத்தும்
morgue	fear	0.844	பிணவறை
painful	fear	0.844	வலி
frightened	fear	0.844	பயமுறுத்தியது
vengeance	fear	0.844	பழிவாங்கும்
scariest	fear	0.844	பயங்கரமான
destroying	fear	0.844	அழிக்கும்
execution	fear	0.844	மரணதண்டனை
panicked	fear	0.844	பீதியடைந்தார்
petrified	fear	0.844	கலங்கியது
afraid	fear	0.844	பயம்
frightening	fear	0.844	பயமுறுத்தும்
drown	fear	0.844	மூழ்கி
bombardment	fear	0.844	குண்டுவீச்சு
death	fear	0.843	இறப்பு
chaos	fear	0.839	குழப்பம்
ghastly	fear	0.836	கொடூரமான
evil	fear	0.833	தீய
intruder	fear	0.828	ஊடுருவி
hellish	fear	0.828	நரகமானது
brutal	fear	0.828	மிருகத்தனமான
cancer	fear	0.828	புற்றுநோய்
devil	fear	0.828	பிசாசு
grenade	fear	0.828	கையெறி குண்டு
eradication	fear	0.828	ஒழிப்பு
frighten	fear	0.828	பயமுறுத்துகின்றன
explode	fear	0.828	வெடிக்கும்
assassination	fear	0.828	படுகொலை
fatal	fear	0.828	அபாயகரமான
paralyze	fear	0.828	முடக்கு
gunmen	fear	0.828	துப்பாக்கி ஏந்தியவர்கள்
violently	fear	0.828	வன்முறையாக
nightmare	fear	0.828	கனவு
doomsday	fear	0.828	அழிவுநாள்
doom	fear	0.828	பேரழிவு
manslaughter	fear	0.828	ஆணவக் கொலை
fear	fear	0.828	பயம்
kidnapped	fear	0.828	கடத்தப்பட்டது
trauma	fear	0.828	அதிர்ச்சி
morbidity	fear	0.820	நோயுற்ற தன்மை
crippling	fear	0.817	முடமாக்கும்
savage	fear	0.814	காட்டுமிராண்டித்தனமான
shooting	fear	0.812	படப்பிடிப்பு
quake	fear	0.812	நிலநடுக்கம்
poisonous	fear	0.812	விஷம்
damnation	fear	0.812	சாபம்
violence	fear	0.812	வன்முறை
destructive	fear	0.812	அழிவுகரமான
aggressor	fear	0.812	ஆக்கிரமிப்பாளர்
suffering	fear	0.812	துன்பம்
violent	fear	0.812	வன்முறை
frightful	fear	0.812	பயமுறுத்தும்
crushed	fear	0.812	நசுக்கப்பட்டது
earthquake	fear	0.812	நிலநடுக்கம்
heartattack	fear	0.812	மாரடைப்பு
hurricane	fear	0.811	சூறாவளி
imprisoned	fear	0.811	சிறையில் அடைக்கப்பட்டார்
exterminate	fear	0.810	அழிக்க
fearing	fear	0.808	பயந்து
hemorrhage	fear	0.807	இரத்தப்போக்கு
torment	fear	0.806	வேதனை
lethal	fear	0.806	கொடியது
venom	fear	0.804	விஷம்
claustrophobia	fear	0.803	கிளாஸ்ட்ரோஃபோபியா
snakes	fear	0.802	பாம்புகள்
danger	fear	0.802	ஆபத்து
exorcism	fear	0.800	பேயோட்டுதல்
obliterated	fear	0.800	அழிக்கப்பட்டது
robbery	fear	0.800	கொள்ளை
terrifies	fear	0.798	பயமுறுத்துகிறது
cyanide	fear	0.797	சயனைடு
incurable	fear	0.797	குணப்படுத்த முடியாதது
anxietyattack	fear	0.797	கவலை தாக்குதல்
mortality	fear	0.797	இறப்பு
attack	fear	0.797	தாக்குதல்
monstrosity	fear	0.797	அரக்கத்தனம்
extermination	fear	0.797	அழித்தல்
bombers	fear	0.797	குண்டுவீச்சுக்காரர்கள்
harmful	fear	0.797	தீங்கு விளைவிக்கும்
persecution	fear	0.797	துன்புறுத்தல்
biggestfear	fear	0.797	மிகப்பெரிய பயம்
poison	fear	0.797	விஷம்
cruelty	fear	0.797	கொடுமை
hysteria	fear	0.797	வெறி
destruction	fear	0.797	அழிவு
dreadfully	fear	0.796	பயமின்றி
arson	fear	0.794	தீ வைப்பு
devastate	fear	0.792	அழிக்கும்
tyrant	fear	0.788	கொடுங்கோலன்
warcrimes	fear	0.785	போர்க்குற்றங்கள்
perish	fear	0.784	அழிந்து
feared	fear	0.782	அஞ்சினார்
maniac	fear	0.781	வெறி பிடித்தவன்
bloody	fear	0.781	இரத்தக்களரி
freakingout	fear	0.781	பயத்துடன்
warlike	fear	0.781	போர்க்குணம்
rampage	fear	0.781	வெறித்தனம்
screaming	fear	0.781	அலறல்
lifeless	fear	0.781	உயிரற்ற
enslaved	fear	0.781	அடிமைப்படுத்தப்பட்டது
venomous	fear	0.781	விஷமுள்ள
snake	fear	0.776	பாம்பு
epidemic	fear	0.776	பெருவாரியாகப் பரவும் தொற்று நோய்
