English Word	Emotion	Emotion-Intensity-Score	Mongolian Word
ridicule	disgust	0.555	шоолох
discriminating	disgust	0.555	ялгаварлан гадуурхах
unattractive	disgust	0.555	сонирхолгүй
insufferable	disgust	0.555	тэвчихийн аргагүй
segregate	disgust	0.555	тусгаарлах
arsenic	disgust	0.555	хүнцэл
threatening	disgust	0.555	заналхийлж байна
atrophy	disgust	0.555	атрофи
varicella	disgust	0.555	салхин цэцэг
slayer	disgust	0.555	алуурчин
distaste	disgust	0.555	дургүй
coward	disgust	0.555	хулчгар
robbery	disgust	0.555	дээрэм
wickedness	disgust	0.555	ёс бус байдал
anathema	disgust	0.547	анатема
malevolent	disgust	0.547	хорон санаатай
sty	disgust	0.547	мод
pillage	disgust	0.547	дээрэм
thief	disgust	0.547	хулгайч
suffocating	disgust	0.547	амьсгал давчдах
condemnation	disgust	0.547	зэмлэл
deleterious	disgust	0.547	хор хөнөөлтэй
slur	disgust	0.547	доромжлол
purgatory	disgust	0.547	цэвэршүүлэх газар
attacking	disgust	0.547	довтолж байна
burglar	disgust	0.547	хулгайч
ogre	disgust	0.547	мангас
coercion	disgust	0.547	албадлага
vesicular	disgust	0.547	цэврүүт
miserable	disgust	0.547	өрөвдөлтэй
bitterly	disgust	0.547	гашуунаар
sneer	disgust	0.539	шоолох
greedy	disgust	0.539	шуналтай
gob	disgust	0.539	гоб
repellant	disgust	0.539	зэвүүн бодис
jealous	disgust	0.539	хартай
drunken	disgust	0.539	согтуу
shame	disgust	0.539	ичмээр
thrash	disgust	0.539	цохих
fatty	disgust	0.539	тарган
liar	disgust	0.539	худалч
imprisoned	disgust	0.539	шоронд хоригдсон
sloth	disgust	0.539	залхуу
repudiation	disgust	0.539	няцаалт
disgrace	disgust	0.539	гутамшиг
infidelity	disgust	0.539	үнэнч бус байдал
pig	disgust	0.539	гахай
lethal	disgust	0.536	үхлийн аюултай
burnt	disgust	0.531	шатсан
brawl	disgust	0.531	зодоон
withered	disgust	0.531	хатсан
blemish	disgust	0.531	толбо
hydrocephalus	disgust	0.531	гидросефали
aberration	disgust	0.531	гажуудал
smuggler	disgust	0.531	хууль бус наймаачин
painful	disgust	0.531	өвдөлттэй
condescension	disgust	0.531	доромжлол
intolerant	disgust	0.531	үл тэвчих
blasphemous	disgust	0.531	доромжилсон
lying	disgust	0.531	худлаа
hanging	disgust	0.531	өлгөөтэй
travesty	disgust	0.531	онигоо
ruined	disgust	0.531	сүйрсэн
intrusive	disgust	0.531	интрузив
disintegrate	disgust	0.531	задрах
destructive	disgust	0.531	хор хөнөөлтэй
neurotic	disgust	0.531	мэдрэлийн эмгэг
disparaging	disgust	0.523	доромжлох
blighted	disgust	0.523	шархалсан
intolerance	disgust	0.523	үл тэвчих
mistress	disgust	0.523	эзэгтэй
avarice	disgust	0.523	шунал
disgraced	disgust	0.523	гутамшигтай
derogation	disgust	0.523	хасах
rubbish	disgust	0.523	хог
accusation	disgust	0.523	буруутгах
incarceration	disgust	0.523	хорих
tortious	disgust	0.516	зовлонтой
dishonor	disgust	0.516	нэр төргүй
stink	disgust	0.516	өмхий
grim	disgust	0.516	баргар
rob	disgust	0.516	дээрэмдэх
defraud	disgust	0.516	залилан мэхлэх
sump	disgust	0.516	зумп
cringe	disgust	0.516	шаналах
vulture	disgust	0.516	тас шувуу
deplorable	disgust	0.516	өрөвдмөөр
mite	disgust	0.516	хачиг
eradication	disgust	0.516	устгах
degrade	disgust	0.516	доройтох
gutter	disgust	0.516	суваг
convict	disgust	0.516	ялтан
remains	disgust	0.516	үлддэг
betray	disgust	0.516	урвах
daemon	disgust	0.516	демон
sham	disgust	0.509	хуурамч
distasteful	disgust	0.508	таагүй
prisoner	disgust	0.508	хоригдол
dreadfully	disgust	0.508	аймшигтай
worthless	disgust	0.508	үнэ цэнэгүй
crude	disgust	0.508	түүхий
delirium	disgust	0.508	дэмийрэл
incurable	disgust	0.508	эдгэршгүй
smelling	disgust	0.508	үнэртэй
idiocy	disgust	0.508	тэнэглэл
resentment	disgust	0.508	дургүйцэл
bombed	disgust	0.508	бөмбөгдсөн
blob	disgust	0.508	бөмбөг
cheat	disgust	0.508	хуурах
schizophrenia	disgust	0.508	шизофрени
rejection	disgust	0.508	татгалзах
belittle	disgust	0.508	доромжлох
glut	disgust	0.508	өтгөн
disaster	disgust	0.508	гамшиг
distress	disgust	0.508	зовлон
pest	disgust	0.508	хортон шавьж
endemic	disgust	0.508	эндемик
theft	disgust	0.500	хулгай
banish	disgust	0.500	хөөх
mire	disgust	0.500	шавар
flagrant	disgust	0.500	илт
derision	disgust	0.500	доог тохуу
dirt	disgust	0.500	шороо
screaming	disgust	0.500	хашгирч байна
offense	disgust	0.500	гэмт хэрэг
jealousy	disgust	0.500	атаархал
bribery	disgust	0.500	хээл хахууль
polemic	disgust	0.500	полемик
blight	disgust	0.500	хорхой
impeach	disgust	0.500	яллах
bitterness	disgust	0.500	хорсол
taboo	disgust	0.500	хориотой
duress	disgust	0.500	шахалт
goblin	disgust	0.500	гоблин
shackle	disgust	0.500	дөнгө
idolatry	disgust	0.500	шүтээн шүтэх
greed	disgust	0.500	шунал
impurity	disgust	0.500	бохирдол
tirade	disgust	0.500	бухимдал
idiot	disgust	0.492	тэнэг
boil	disgust	0.492	буцалгана
unconscionable	disgust	0.492	ухамсаргүй
disreputable	disgust	0.492	нэр хүндгүй
robber	disgust	0.492	дээрэмчин
malign	disgust	0.492	хортой
wreck	disgust	0.492	сүйрэл
recession	disgust	0.492	уналт
gorge	disgust	0.492	хавцал
leer	disgust	0.492	ухаантай
ill	disgust	0.492	өвчтэй
squirm	disgust	0.492	эргэлдэх
raging	disgust	0.484	уурлаж байна
servile	disgust	0.484	зарц
mess	disgust	0.484	замбараагүй
nappy	disgust	0.484	живх
possessed	disgust	0.484	эзэмшсэн
unbearable	disgust	0.484	тэвчихийн аргагүй
occult	disgust	0.484	далд
contraband	disgust	0.484	хууль бус бараа
snarl	disgust	0.484	хашгирах
mutiny	disgust	0.484	бослого
mad	disgust	0.484	галзуу
affliction	disgust	0.484	зовлон зүдгүүр
stain	disgust	0.484	толбо
animosity	disgust	0.484	дайсагнал
contempt	disgust	0.484	жигшил
tramp	disgust	0.484	тэнэмэл
nepotism	disgust	0.484	непотизм
disrespectful	disgust	0.484	үл хүндэтгэсэн
defamation	disgust	0.484	гүтгэлэг
inexcusable	disgust	0.484	уучлах аргагүй
aversation	disgust	0.484	дургүйцэл
wasteful	disgust	0.484	үрэлгэн
offender	disgust	0.484	гэмт хэрэгтэн
subjugation	disgust	0.484	захирагдах
illegality	disgust	0.477	хууль бус байдал
dismal	disgust	0.477	гунигтай
criminal	disgust	0.477	гэмт хэрэгтэн
unpleasant	disgust	0.477	тааламжгүй
palsy	disgust	0.477	саажилттай
antagonistic	disgust	0.477	антагонист
pathetic	disgust	0.477	өрөвдмөөр
uncaring	disgust	0.477	хайхрамжгүй
suppression	disgust	0.477	дарангуйлал
immorality	disgust	0.477	ёс суртахуунгүй байдал
mockery	disgust	0.477	доог тохуу
outrage	disgust	0.469	уур хилэн
mocking	disgust	0.469	шоолж байна
wallow	disgust	0.469	савлах
cough	disgust	0.469	ханиалгах
arrogant	disgust	0.469	ихэмсэг
angry	disgust	0.469	ууртай
poverty	disgust	0.469	ядуурал
grating	disgust	0.469	сараалжтай
livid	disgust	0.469	уйтгартай
aggravation	disgust	0.469	хүндрүүлэх
repellent	disgust	0.469	зэвүүн
perspiration	disgust	0.469	хөлрөх
banishment	disgust	0.469	хөөн зайлуулах
furious	disgust	0.469	ууртай
shoddy	disgust	0.469	чанаргүй
banshee	disgust	0.469	банши
deceive	disgust	0.461	хуурах
fool	disgust	0.461	тэнэг
quack	disgust	0.461	шажиг
distorted	disgust	0.461	гажуудуулсан
spider	disgust	0.461	аалз
unjustifiable	disgust	0.461	үндэслэлгүй
deplore	disgust	0.461	харамсах
spurious	disgust	0.461	хуурамч
perdition	disgust	0.461	мөхөл
muddy	disgust	0.461	шаварлаг
fraudulent	disgust	0.461	луйварчин
scar	disgust	0.461	сорви
prick	disgust	0.461	хатгах
insulting	disgust	0.461	доромжилсон
plunder	disgust	0.461	дээрэмдэх
recklessness	disgust	0.461	болгоомжгүй байдал
stigma	disgust	0.453	гутаан доромжлол
disparage	disgust	0.453	доромжлох
unthinkable	disgust	0.453	төсөөлшгүй
disingenuous	disgust	0.453	үнэнч бус
bane	disgust	0.453	муу
dishonest	disgust	0.453	шударга бус
aphid	disgust	0.453	aphid
elimination	disgust	0.453	арилгах
cur	disgust	0.453	cur
selfish	disgust	0.453	хувиа хичээсэн
eschew	disgust	0.453	зайлсхий
dire	disgust	0.453	аймшигт
indignation	disgust	0.453	уур хилэн
antipathy	disgust	0.453	антипати
alienate	disgust	0.453	холдуулах
mosquito	disgust	0.445	шумуул
piles	disgust	0.445	овоолго
pious	disgust	0.445	сүсэгтэн
lie	disgust	0.445	худлаа
opium	disgust	0.445	опиум
smell	disgust	0.445	үнэр
iniquity	disgust	0.445	гэм буруу
caries	disgust	0.445	цоорох өвчин
despair	disgust	0.445	цөхрөл
recalcitrant	disgust	0.445	эсэргүүцэгч
egotistical	disgust	0.445	хувиа хичээсэн
wasted	disgust	0.445	дэмий үрсэн
vacuous	disgust	0.445	хоосон
bankruptcy	disgust	0.445	дампуурал
garish	disgust	0.445	тансаг
obnoxious	disgust	0.438	зэвүүн
ashamed	disgust	0.438	ичиж байна
abject	disgust	0.438	адгийн
sticky	disgust	0.438	наалдамхай
scream	disgust	0.438	хашгирах
hopelessness	disgust	0.438	найдваргүй байдал
homeless	disgust	0.438	орон гэргүй
shun	disgust	0.438	зайлсхий
inmate	disgust	0.438	хоригдол
alien	disgust	0.438	харийн
hog	disgust	0.438	гахай
aversion	disgust	0.438	дургүйцэл
abnormal	disgust	0.438	хэвийн бус
cursing	disgust	0.430	хараал
undesirable	disgust	0.430	хүсээгүй
denounce	disgust	0.430	буруушаах
witch	disgust	0.430	шулам
creature	disgust	0.430	амьтан
lusty	disgust	0.430	тачаангуй
illegal	disgust	0.430	хууль бус
debris	disgust	0.430	хог хаягдал
callous	disgust	0.430	ааштай
reflux	disgust	0.430	рефлюкс
adverse	disgust	0.430	сөрөг
shameless	disgust	0.430	ичгүүргүй
separatist	disgust	0.430	салан тусгаарлагч
trickery	disgust	0.430	заль мэх
falsity	disgust	0.430	худал хуурмаг
pall	disgust	0.430	цайвар
defiance	disgust	0.430	эсэргүүцэх
incredulous	disgust	0.430	итгэмээргүй
curse	disgust	0.430	хараал
pompous	disgust	0.422	сүрлэг
socialist	disgust	0.422	социалист
mistrust	disgust	0.422	үл итгэх
infantile	disgust	0.422	нялх хүүхэд
wasting	disgust	0.422	дэмий үрэх
hairy	disgust	0.422	үсэрхэг
nicotine	disgust	0.422	никотин
denunciation	disgust	0.422	буруушаах
collapse	disgust	0.422	уналт
untidy	disgust	0.422	эмх замбараагүй
ferocious	disgust	0.422	догшин
ammonia	disgust	0.422	аммиак
carelessness	disgust	0.422	хайхрамжгүй байдал
impure	disgust	0.422	бузар
contentious	disgust	0.422	маргаантай
bum	disgust	0.422	бузар
affront	disgust	0.422	доромжлох
offend	disgust	0.422	гомдоох
tarnish	disgust	0.422	будах
idiotic	disgust	0.422	тэнэг
badness	disgust	0.422	муу муухай
delinquent	disgust	0.422	зөрчилтэй
swarm	disgust	0.422	сүрэг
hypertrophy	disgust	0.422	гипертрофи
gush	disgust	0.422	урсах
tasteless	disgust	0.422	амтгүй
bovine	disgust	0.422	үхэр
slush	disgust	0.422	лаг
litigious	disgust	0.414	маргаантай
dishonesty	disgust	0.414	шударга бус байдал
vegetative	disgust	0.414	ургамлын гаралтай
unfavorable	disgust	0.414	таагүй
displacency	disgust	0.414	нүүлгэн шилжүүлэлт
illegitimate	disgust	0.414	хууль бус
sour	disgust	0.414	исгэлэн
socialism	disgust	0.414	социализм
disobey	disgust	0.414	дуулгаваргүй байх
drivel	disgust	0.414	жолоодох
vampire	disgust	0.414	цус сорогч
neglected	disgust	0.414	хайхрамжгүй хандсан
murky	disgust	0.414	булингартай
ignorant	disgust	0.406	мунхаг
disgruntled	disgust	0.406	дургүйцсэн
discontinuity	disgust	0.406	тасалдал
dislike	disgust	0.406	дургүй
unlawful	disgust	0.406	хууль бус
wrongdoing	disgust	0.406	буруу үйлдэл
shoplifting	disgust	0.406	дэлгүүрийн хулгай
recidivism	disgust	0.406	давтан гэмт хэрэг
outcast	disgust	0.406	гадуурхагдсан
bogus	disgust	0.406	хуурамч
displeasure	disgust	0.406	дургүйцэл
repel	disgust	0.406	няцаах
falsify	disgust	0.406	хуурамчаар үйлдэх
ungrateful	disgust	0.406	талархалгүй
unkind	disgust	0.406	эелдэг бус
phony	disgust	0.406	хуурамч
prosecution	disgust	0.406	яллах
woe	disgust	0.398	халаг
averse	disgust	0.398	дургүй
loon	disgust	0.398	loon
worsening	disgust	0.398	муудаж байна
paucity	disgust	0.398	хомсдол
unnatural	disgust	0.398	байгалийн бус
amphetamines	disgust	0.398	амфетаминууд
senseless	disgust	0.398	утгагүй
rigor	disgust	0.398	хатуужил
subvert	disgust	0.398	урвуулах
failure	disgust	0.398	бүтэлгүйтэл
lick	disgust	0.398	долоох
unruly	disgust	0.398	сахилгагүй
woefully	disgust	0.398	харамсалтай
stingy	disgust	0.398	хомс
crushing	disgust	0.398	бутлах
disdain	disgust	0.398	үл тоомсорлох
insult	disgust	0.393	доромжлох
averseness	disgust	0.391	дургүйцэл
