English Word	Emotion	Emotion-Intensity-Score	Danish Word
canker	disgust	0.758	kræft
slum	disgust	0.758	slumkvarter
infectious	disgust	0.758	smitsom
evil	disgust	0.758	ond
phlegm	disgust	0.758	slim
cruelty	disgust	0.758	grusomhed
perversion	disgust	0.758	perversion
sinister	disgust	0.750	uhyggelig
leeches	disgust	0.750	igler
corrupting	disgust	0.750	korrumperer
decomposition	disgust	0.750	nedbrydning
abomination	disgust	0.742	vederstyggelighed
stinking	disgust	0.742	stinkende
bile	disgust	0.742	galde
demonic	disgust	0.742	dæmonisk
deranged	disgust	0.742	sindsforvirret
abhorrence	disgust	0.742	afsky
soiled	disgust	0.742	snavset
mucus	disgust	0.742	slim
septic	disgust	0.742	septisk
sickening	disgust	0.742	kvalmende
demon	disgust	0.742	dæmon
cancer	disgust	0.734	Kræft
obese	disgust	0.734	overvægtige
degeneracy	disgust	0.734	degeneration
despicable	disgust	0.734	foragtelig
atrocity	disgust	0.734	grusomhed
foul	disgust	0.734	fejl
sicken	disgust	0.734	syg
crucifixion	disgust	0.734	korsfæstelse
terrorism	disgust	0.734	terrorisme
repulsion	disgust	0.727	frastødelse
morbidity	disgust	0.727	sygelighed
dysentery	disgust	0.727	dysenteri
enema	disgust	0.727	lavement
bacterium	disgust	0.727	bakterie
dirty	disgust	0.727	snavset
adultery	disgust	0.727	ægteskabsbrud
contamination	disgust	0.727	forurening
grisly	disgust	0.727	uhyggeligt
diabolical	disgust	0.727	djævelsk
autopsy	disgust	0.719	obduktion
barbaric	disgust	0.719	barbarisk
vulgar	disgust	0.719	vulgær
entrails	disgust	0.719	indvolde
disgust	disgust	0.719	afsky
lewd	disgust	0.719	uanstændig
muck	disgust	0.719	møg
bowels	disgust	0.719	tarme
garbage	disgust	0.719	affald
deterioration	disgust	0.719	forringelse
contagion	disgust	0.719	smitte
vicious	disgust	0.719	ondskabsfuld
disfigured	disgust	0.719	vansiret
pungent	disgust	0.719	stikkende
gross	disgust	0.719	brutto
bloodshed	disgust	0.714	blodsudgydelse
gag	disgust	0.711	gag
pollute	disgust	0.711	forurene
nausea	disgust	0.711	kvalme
tyrant	disgust	0.711	tyrann
wretched	disgust	0.711	elendige
mortification	disgust	0.711	mortifikation
violent	disgust	0.711	voldsom
poisoned	disgust	0.711	forgiftet
nauseate	disgust	0.703	kvalme
slimy	disgust	0.703	slimet
grope	disgust	0.703	Befamle
slut	disgust	0.703	tøs
nasty	disgust	0.703	grim
disgusting	disgust	0.703	ulækkert
depraved	disgust	0.703	fordærvet
porn	disgust	0.703	porno
hateful	disgust	0.703	hadefulde
vulgarity	disgust	0.703	vulgaritet
noxious	disgust	0.703	skadelig
grime	disgust	0.703	snavs
constipation	disgust	0.703	forstoppelse
secretion	disgust	0.703	sekretion
poisoning	disgust	0.703	forgiftning
despotism	disgust	0.703	despoti
measles	disgust	0.696	mæslinger
contagious	disgust	0.695	smitsom
obesity	disgust	0.695	fedme
wart	disgust	0.695	vorte
hate	disgust	0.695	had
hellish	disgust	0.695	helvedes
scum	disgust	0.695	afskum
suicidal	disgust	0.695	selvmorderisk
wretch	disgust	0.695	stakkel
abuse	disgust	0.695	misbrug
waste	disgust	0.695	spild
intestinal	disgust	0.695	tarm
heartworm	disgust	0.688	hjerteorm
ooze	disgust	0.688	oser
treason	disgust	0.688	forræderi
contaminated	disgust	0.688	forurenet
smut	disgust	0.688	smut
disease	disgust	0.688	sygdom
rabid	disgust	0.688	rabiat
deformed	disgust	0.680	deform
hell	disgust	0.680	helvede
soulless	disgust	0.680	sjælløs
cholera	disgust	0.680	kolera
bestial	disgust	0.680	bestialsk
antichrist	disgust	0.680	antikrist
freakish	disgust	0.680	freakish
germ	disgust	0.680	kim
detest	disgust	0.680	afsky
pollution	disgust	0.680	forurening
grimy	disgust	0.680	snavset
abhorrent	disgust	0.680	afskyeligt
hatred	disgust	0.680	had
abominate	disgust	0.680	afskyeligt
sickness	disgust	0.680	sygdom
hideous	disgust	0.672	hæslig
dictatorship	disgust	0.672	diktatur
loathful	disgust	0.672	afskyelige
greasy	disgust	0.672	fedtet
dilapidated	disgust	0.672	faldefærdig
inhuman	disgust	0.672	umenneskelig
loathing	disgust	0.672	afsky
obscene	disgust	0.672	obskøn
cess	disgust	0.670	cess
devil	disgust	0.664	djævel
deformity	disgust	0.664	deformitet
nauseous	disgust	0.664	kvalme
deadly	disgust	0.664	dødelig
swine	disgust	0.664	svin
discrimination	disgust	0.664	forskelsbehandling
abominable	disgust	0.664	afskyeligt
masochism	disgust	0.664	masochisme
heretic	disgust	0.664	kættersk
latrines	disgust	0.656	latriner
corruption	disgust	0.656	korruption
poisonous	disgust	0.656	giftig
horror	disgust	0.656	rædsel
nefarious	disgust	0.656	ondsindet
bacteria	disgust	0.656	bakterie
horrible	disgust	0.656	forfærdelig
trash	disgust	0.656	affald
abortion	disgust	0.656	abort
death	disgust	0.656	død
prejudiced	disgust	0.656	forudindtaget
poison	disgust	0.656	gift
oppression	disgust	0.656	undertrykkelse
goo	disgust	0.656	goo
victimized	disgust	0.656	ofre
mange	disgust	0.656	mange
sludge	disgust	0.648	slam
trashy	disgust	0.648	skrald
vindictive	disgust	0.648	hævngerrig
horrid	disgust	0.648	rædselsfuldt
ugly	disgust	0.648	grim
immoral	disgust	0.648	umoralsk
bitch	disgust	0.648	tæve
outhouse	disgust	0.648	udhus
detestation	disgust	0.648	afsky
horrifying	disgust	0.641	rædselsvækkende
laxative	disgust	0.641	afføringsmiddel
unsightly	disgust	0.641	uskøn
derogatory	disgust	0.641	nedsættende
slop	disgust	0.641	slop
malfeasance	disgust	0.641	misbrug
spew	disgust	0.641	spy
pimple	disgust	0.641	filipens
criminality	disgust	0.641	kriminalitet
indecency	disgust	0.641	uanstændighed
cystic	disgust	0.641	cystisk
villainous	disgust	0.641	skurkagtig
queasy	disgust	0.633	kvalmende
mildew	disgust	0.633	meldug
oppressive	disgust	0.633	undertrykkende
prostitution	disgust	0.633	prostitution
secrete	disgust	0.633	udskille
ulcer	disgust	0.633	mavesår
rat	disgust	0.633	rotte
bigoted	disgust	0.633	storslået
perpetrator	disgust	0.633	gerningsmand
doomsday	disgust	0.633	dommedag
sinful	disgust	0.633	syndig
degrading	disgust	0.625	nedværdigende
ghastly	disgust	0.625	uhyggeligt
suffering	disgust	0.625	lidelse
obscenity	disgust	0.625	obskønitet
devilish	disgust	0.625	djævelsk
disgraceful	disgust	0.625	vanærende
persecution	disgust	0.625	forfølgelse
contemptible	disgust	0.625	foragtelig
cuckold	disgust	0.625	hanrej
stools	disgust	0.625	afføring
dastardly	disgust	0.625	uhyggeligt
sin	disgust	0.625	synd
gluttony	disgust	0.625	frådseri
bloated	disgust	0.625	oppustet
fungus	disgust	0.625	svamp
aghast	disgust	0.625	forfærdet
diaper	disgust	0.617	ble
malicious	disgust	0.617	ondsindet
polygamy	disgust	0.617	polygami
dying	disgust	0.617	døende
termite	disgust	0.617	termit
fat	disgust	0.617	fed
deceit	disgust	0.617	bedrag
atrocious	disgust	0.617	grusom
guillotine	disgust	0.617	guillotine
tetanus	disgust	0.617	stivkrampe
spoil	disgust	0.617	forkæle
crusty	disgust	0.617	skorpeagtig
sickly	disgust	0.617	sygelig
louse	disgust	0.617	lus
strangle	disgust	0.617	kvæle
betrayal	disgust	0.617	forræderi
loathe	disgust	0.617	afsky
wench	disgust	0.617	pige
infect	disgust	0.617	inficere
violently	disgust	0.609	voldsomt
brothel	disgust	0.609	bordel
drool	disgust	0.609	savle
bleeding	disgust	0.609	blødende
deform	disgust	0.609	deformere
ghetto	disgust	0.609	ghetto
sabotage	disgust	0.609	sabotage
venomous	disgust	0.609	giftigt
abhor	disgust	0.609	afsky
slander	disgust	0.609	bagvaskelse
hostile	disgust	0.609	fjendtlig
musty	disgust	0.602	muggen
illicit	disgust	0.602	ulovlig
ugliness	disgust	0.602	grimhed
unwashed	disgust	0.602	uvaskede
swampy	disgust	0.602	sumpet
deprivation	disgust	0.602	afsavn
poaching	disgust	0.602	krybskytteri
hag	disgust	0.602	hag
infidel	disgust	0.602	vantro
imprisonment	disgust	0.602	fængsling
traitor	disgust	0.602	forræder
lunacy	disgust	0.602	galskab
queasiness	disgust	0.594	kvalme
hostility	disgust	0.594	fjendtlighed
repelling	disgust	0.594	frastødende
intoxicated	disgust	0.594	beruset
thug	disgust	0.594	bandit
catastrophe	disgust	0.594	katastrofe
lunatic	disgust	0.594	sindssyg
misery	disgust	0.594	elendighed
venom	disgust	0.594	gift
butcher	disgust	0.594	slagter
toilet	disgust	0.594	toilet
blister	disgust	0.594	blære
lurid	disgust	0.594	uhyggelig
slug	disgust	0.594	snegl
gut	disgust	0.594	tarm
sinner	disgust	0.594	synder
deceitful	disgust	0.594	bedragerisk
epidemic	disgust	0.594	epidemi
deteriorated	disgust	0.586	forringet
lavatory	disgust	0.586	toilet
unclean	disgust	0.586	uren
prostitute	disgust	0.586	prostitueret
incubus	disgust	0.586	inkubus
appalling	disgust	0.586	rystende
dreadful	disgust	0.586	forfærdelig
pornography	disgust	0.586	pornografi
harass	disgust	0.586	plage
squeamish	disgust	0.578	sart
expulsion	disgust	0.578	udvisning
unfaithful	disgust	0.578	utro
offensive	disgust	0.578	offensiv
hypocrite	disgust	0.578	hykler
humiliating	disgust	0.578	ydmygende
larceny	disgust	0.578	tyveri
ruinous	disgust	0.578	ruinerende
retard	disgust	0.578	retard
rash	disgust	0.578	udslæt
flea	disgust	0.578	loppe
debauchery	disgust	0.578	udskejelser
fiend	disgust	0.578	djævel
quagmire	disgust	0.578	sump
conspirator	disgust	0.578	konspirator
sick	disgust	0.578	syg
mangle	disgust	0.578	mangle
dogsick	disgust	0.570	hundesyg
egregious	disgust	0.570	uhyggelig
flog	disgust	0.570	piske
despise	disgust	0.570	foragte
treacherous	disgust	0.570	forræderisk
oppress	disgust	0.570	undertrykke
swamp	disgust	0.570	sump
messy	disgust	0.570	rodet
spit	disgust	0.570	spytte
dank	disgust	0.570	dank
bastard	disgust	0.570	bastard
devastating	disgust	0.570	ødelæggende
serpent	disgust	0.570	slange
loo	disgust	0.562	loo
indecent	disgust	0.562	uanstændig
insanity	disgust	0.562	sindssyge
stealing	disgust	0.562	stjæle
terrible	disgust	0.562	forfærdeligt
tyrannical	disgust	0.562	tyrannisk
humiliation	disgust	0.562	ydmygelse
snake	disgust	0.562	slange
sloppy	disgust	0.562	sløset
sinning	disgust	0.562	synde
harmful	disgust	0.562	skadelig
harlot	disgust	0.562	skøge
sordid	disgust	0.562	elendigt
enemy	disgust	0.562	fjende
alcoholism	disgust	0.562	alkoholisme
awful	disgust	0.562	forfærdelig
ruthless	disgust	0.562	ubarmhjertig
scoundrel	disgust	0.562	slyngel
bloody	disgust	0.555	blodig
flabby	disgust	0.555	slap
odious	disgust	0.555	odiøs
beastly	disgust	0.555	dyrisk
collusion	disgust	0.555	hemmeligt samarbejde
ridicule	disgust	0.555	latterliggøre
discriminating	disgust	0.555	diskriminerende
unattractive	disgust	0.555	uattraktivt
insufferable	disgust	0.555	utålelig
segregate	disgust	0.555	udskille
arsenic	disgust	0.555	arsenik
threatening	disgust	0.555	truende
atrophy	disgust	0.555	atrofi
varicella	disgust	0.555	skoldkopper
slayer	disgust	0.555	dræber
distaste	disgust	0.555	afsky
coward	disgust	0.555	kujon
robbery	disgust	0.555	røveri
wickedness	disgust	0.555	ondskab
anathema	disgust	0.547	anathema
malevolent	disgust	0.547	ondsindet
sty	disgust	0.547	sty
pillage	disgust	0.547	plyndring
thief	disgust	0.547	tyv
suffocating	disgust	0.547	kvælende
condemnation	disgust	0.547	fordømmelse
deleterious	disgust	0.547	skadelig
slur	disgust	0.547	slumre
purgatory	disgust	0.547	skærsilden
attacking	disgust	0.547	angribende
burglar	disgust	0.547	indbrudstyv
ogre	disgust	0.547	ogre
coercion	disgust	0.547	tvang
vesicular	disgust	0.547	vesikulær
miserable	disgust	0.547	elendig
bitterly	disgust	0.547	bittert
sneer	disgust	0.539	hån
greedy	disgust	0.539	grådig
gob	disgust	0.539	gob
repellant	disgust	0.539	afskrækningsmiddel
jealous	disgust	0.539	jaloux
drunken	disgust	0.539	beruset
shame	disgust	0.539	skam
thrash	disgust	0.539	thrash
fatty	disgust	0.539	fed
liar	disgust	0.539	løgner
imprisoned	disgust	0.539	fængslet
sloth	disgust	0.539	dovendyr
repudiation	disgust	0.539	afvisning
disgrace	disgust	0.539	vanære
infidelity	disgust	0.539	utroskab
pig	disgust	0.539	svin
lethal	disgust	0.536	dødbringende
burnt	disgust	0.531	brændt
brawl	disgust	0.531	slagsmål
withered	disgust	0.531	visnet
blemish	disgust	0.531	skamplet
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	aberration
smuggler	disgust	0.531	smugler
painful	disgust	0.531	smertefuld
condescension	disgust	0.531	nedladenhed
intolerant	disgust	0.531	intolerant
blasphemous	disgust	0.531	blasfemisk
lying	disgust	0.531	at lyve
hanging	disgust	0.531	hængende
travesty	disgust	0.531	parodi
ruined	disgust	0.531	ødelagt
intrusive	disgust	0.531	påtrængende
disintegrate	disgust	0.531	gå i opløsning
destructive	disgust	0.531	Destruktiv
neurotic	disgust	0.531	neurotisk
disparaging	disgust	0.523	nedsættende
blighted	disgust	0.523	ødelagt
intolerance	disgust	0.523	intolerance
mistress	disgust	0.523	elskerinde
avarice	disgust	0.523	griskhed
disgraced	disgust	0.523	vanæret
derogation	disgust	0.523	dispensation
rubbish	disgust	0.523	vrøvl
accusation	disgust	0.523	anklage
incarceration	disgust	0.523	fængsling
tortious	disgust	0.516	skadevoldende
dishonor	disgust	0.516	vanære
stink	disgust	0.516	stinke
grim	disgust	0.516	barsk
rob	disgust	0.516	røve
defraud	disgust	0.516	bedrage
sump	disgust	0.516	sump
cringe	disgust	0.516	krympe
vulture	disgust	0.516	Grib
deplorable	disgust	0.516	beklageligt
mite	disgust	0.516	mide
eradication	disgust	0.516	udryddelse
degrade	disgust	0.516	nedbryde
gutter	disgust	0.516	tagrende
convict	disgust	0.516	straffefange
remains	disgust	0.516	forbliver
betray	disgust	0.516	forråde
daemon	disgust	0.516	dæmon
sham	disgust	0.509	falsk
distasteful	disgust	0.508	usmageligt
prisoner	disgust	0.508	fange
dreadfully	disgust	0.508	frygteligt
worthless	disgust	0.508	værdiløs
crude	disgust	0.508	rå
delirium	disgust	0.508	delirium
incurable	disgust	0.508	uhelbredelig
smelling	disgust	0.508	lugter
idiocy	disgust	0.508	idioti
resentment	disgust	0.508	vrede
bombed	disgust	0.508	bombet
blob	disgust	0.508	klat
cheat	disgust	0.508	snyde
schizophrenia	disgust	0.508	skizofreni
rejection	disgust	0.508	afvisning
belittle	disgust	0.508	forklejne
glut	disgust	0.508	overflod
disaster	disgust	0.508	katastrofe
distress	disgust	0.508	nød
pest	disgust	0.508	skadedyr
endemic	disgust	0.508	endemisk
theft	disgust	0.500	tyveri
banish	disgust	0.500	forjage
mire	disgust	0.500	myr
flagrant	disgust	0.500	flagrant
derision	disgust	0.500	hån
dirt	disgust	0.500	smuds
screaming	disgust	0.500	skrigende
offense	disgust	0.500	forbrydelse
jealousy	disgust	0.500	misundelse
bribery	disgust	0.500	bestikkelse
polemic	disgust	0.500	polemik
blight	disgust	0.500	skimmelsvamp
impeach	disgust	0.500	rigsret
bitterness	disgust	0.500	bitterhed
taboo	disgust	0.500	tabu
duress	disgust	0.500	tvang
goblin	disgust	0.500	nisse
shackle	disgust	0.500	lænke
idolatry	disgust	0.500	afgudsdyrkelse
greed	disgust	0.500	grådighed
impurity	disgust	0.500	urenhed
tirade	disgust	0.500	tirade
idiot	disgust	0.492	idiot
boil	disgust	0.492	koge
unconscionable	disgust	0.492	samvittighedsløs
disreputable	disgust	0.492	uansete
robber	disgust	0.492	røver
malign	disgust	0.492	ondartet
wreck	disgust	0.492	vrag
recession	disgust	0.492	recession
gorge	disgust	0.492	kløft
leer	disgust	0.492	leer
ill	disgust	0.492	syg
squirm	disgust	0.492	vride sig
raging	disgust	0.484	raser
servile	disgust	0.484	servile
mess	disgust	0.484	rod
nappy	disgust	0.484	ble
possessed	disgust	0.484	besad
unbearable	disgust	0.484	uudholdelig
occult	disgust	0.484	okkulte
contraband	disgust	0.484	kontrabande
snarl	disgust	0.484	snerre
mutiny	disgust	0.484	mytteri
mad	disgust	0.484	gal
affliction	disgust	0.484	lidelse
stain	disgust	0.484	plet
animosity	disgust	0.484	fjendskab
contempt	disgust	0.484	foragt
tramp	disgust	0.484	tramp
nepotism	disgust	0.484	nepotisme
disrespectful	disgust	0.484	respektløst
defamation	disgust	0.484	ærekrænkelse
inexcusable	disgust	0.484	utilgiveligt
aversation	disgust	0.484	modvilje
wasteful	disgust	0.484	ødsel
offender	disgust	0.484	gerningsmand
subjugation	disgust	0.484	underkastelse
illegality	disgust	0.477	ulovlighed
dismal	disgust	0.477	dystre
criminal	disgust	0.477	kriminel
unpleasant	disgust	0.477	ubehagelig
palsy	disgust	0.477	parese
antagonistic	disgust	0.477	antagonistisk
pathetic	disgust	0.477	patetisk
uncaring	disgust	0.477	ligeglad
suppression	disgust	0.477	undertrykkelse
immorality	disgust	0.477	umoral
mockery	disgust	0.477	hån
outrage	disgust	0.469	skandale
mocking	disgust	0.469	hånende
wallow	disgust	0.469	vælte sig
cough	disgust	0.469	hoste
arrogant	disgust	0.469	arrogant
angry	disgust	0.469	vred
poverty	disgust	0.469	fattigdom
grating	disgust	0.469	rist
livid	disgust	0.469	rasende
aggravation	disgust	0.469	forværring
repellent	disgust	0.469	frastødende
perspiration	disgust	0.469	sved
banishment	disgust	0.469	forvisning
furious	disgust	0.469	rasende
shoddy	disgust	0.469	sjusket
banshee	disgust	0.469	banshee
deceive	disgust	0.461	bedrage
fool	disgust	0.461	narre
