English Word	Emotion	Emotion-Intensity-Score	Somali Word
abject	disgust	0.438	ceeb
sticky	disgust	0.438	dhegdhegaysan
scream	disgust	0.438	qaylo
hopelessness	disgust	0.438	rajo la'aan
homeless	disgust	0.438	guri la'aan
shun	disgust	0.438	iska ilaali
inmate	disgust	0.438	maxbuus
alien	disgust	0.438	shisheeye
hog	disgust	0.438	hog
aversion	disgust	0.438	nacayb
abnormal	disgust	0.438	aan caadi ahayn
cursing	disgust	0.430	habaarid
undesirable	disgust	0.430	aan la rabin
denounce	disgust	0.430	cambaarayn
witch	disgust	0.430	saaxirad
creature	disgust	0.430	makhluuq
lusty	disgust	0.430	macaan
illegal	disgust	0.430	sharci darro ah
debris	disgust	0.430	burbur
callous	disgust	0.430	warxumo
reflux	disgust	0.430	reflux
adverse	disgust	0.430	xumaan
shameless	disgust	0.430	xishood la'aan
separatist	disgust	0.430	gooni goosad
trickery	disgust	0.430	khiyaano
falsity	disgust	0.430	been abuurnimo
pall	disgust	0.430	calaacalaha
defiance	disgust	0.430	diidid
incredulous	disgust	0.430	cajiib ah
curse	disgust	0.430	habaar
pompous	disgust	0.422	bompous
socialist	disgust	0.422	hantiwadaag
mistrust	disgust	0.422	kalsooni darro
infantile	disgust	0.422	dhallaan
wasting	disgust	0.422	khasaarin
hairy	disgust	0.422	timo leh
nicotine	disgust	0.422	nikotiinka
denunciation	disgust	0.422	cambaarayn
collapse	disgust	0.422	dumin
untidy	disgust	0.422	aan nadiif ahayn
ferocious	disgust	0.422	bahalnimo
ammonia	disgust	0.422	ammonia
carelessness	disgust	0.422	taxadar la'aan
impure	disgust	0.422	aan daahir ahayn
contentious	disgust	0.422	muran badan
bum	disgust	0.422	bam
affront	disgust	0.422	aflagaado
offend	disgust	0.422	gaf
tarnish	disgust	0.422	wasakhayn
idiotic	disgust	0.422	nacasnimo
badness	disgust	0.422	xumaan
delinquent	disgust	0.422	dambiile
swarm	disgust	0.422	raxan
hypertrophy	disgust	0.422	hypertrophy
gush	disgust	0.422	guf
tasteless	disgust	0.422	aan dhadhamin
bovine	disgust	0.422	hilib lo'aad
slush	disgust	0.422	dharbaaxo
litigious	disgust	0.414	dacwayn
dishonesty	disgust	0.414	daacadnimo
vegetative	disgust	0.414	daaqsin
unfavorable	disgust	0.414	aan wanaagsanayn
displacency	disgust	0.414	barakac
illegitimate	disgust	0.414	aan sharci ahayn
sour	disgust	0.414	Dhanaan
socialism	disgust	0.414	hantiwadaaga
disobey	disgust	0.414	caasiyo
drivel	disgust	0.414	darawalnimo
vampire	disgust	0.414	vampire
neglected	disgust	0.414	dayacan
murky	disgust	0.414	mugdi badan
ignorant	disgust	0.406	jaahilnimo
disgruntled	disgust	0.406	niyad jabsan
discontinuity	disgust	0.406	joojinta
dislike	disgust	0.406	necbahay
unlawful	disgust	0.406	sharci darro ah
wrongdoing	disgust	0.406	xumaan
shoplifting	disgust	0.406	dukaan dhac
recidivism	disgust	0.406	dib-u-celinta
outcast	disgust	0.406	ka baxsan
bogus	disgust	0.406	been abuur ah
displeasure	disgust	0.406	xanaaq
repel	disgust	0.406	iska celin
falsify	disgust	0.406	been abuurid
ungrateful	disgust	0.406	aan la mahadin
unkind	disgust	0.406	naxariis darro
phony	disgust	0.406	xishood
prosecution	disgust	0.406	dacwaynta
woe	disgust	0.398	hoog
averse	disgust	0.398	diidid
loon	disgust	0.398	loon
worsening	disgust	0.398	sii xumaanaya
paucity	disgust	0.398	yarayn
unnatural	disgust	0.398	aan dabiici ahayn
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	caqli-xumo
rigor	disgust	0.398	adag
subvert	disgust	0.398	afgembi
failure	disgust	0.398	guuldarro
lick	disgust	0.398	leefid
unruly	disgust	0.398	maamul la'aan
woefully	disgust	0.398	si xun
stingy	disgust	0.398	bakhaylnimo
crushing	disgust	0.398	burburin
disdain	disgust	0.398	quudhsi
insult	disgust	0.393	cay
averseness	disgust	0.391	nacayb
disrelish	disgust	0.391	aan jeclayn
punished	disgust	0.391	ciqaabay
critter	disgust	0.391	critter
damage	disgust	0.391	dhaawac
scorpion	disgust	0.391	Dabaqoollo
diatribe	disgust	0.391	ditribe
muff	disgust	0.391	muff
farcical	disgust	0.391	faasiq ah
antisocial	disgust	0.391	bulshada ka soo horjeeda
hardened	disgust	0.391	qallafsanaan
punishment	disgust	0.391	ciqaab
bad	disgust	0.391	xun
expel	disgust	0.391	cayrin
surly	disgust	0.383	qallafsan
lament	disgust	0.383	baroorta
illiterate	disgust	0.383	waxna akhriyin
divorce	disgust	0.383	furriin
teeming	disgust	0.383	ciirciiraya
plagiarism	disgust	0.383	xatooyo
eviction	disgust	0.383	guri ka saarid
orc	disgust	0.383	orc
disappoint	disgust	0.383	niyad jab
shabby	disgust	0.383	xishood badan
presumptuous	disgust	0.383	kibir badan
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	khilaaf
guilt	disgust	0.383	dambi
fugitive	disgust	0.383	baxsad ah
irrational	disgust	0.383	caqli-xumo
adder	disgust	0.383	dardaaranka
fulsome	disgust	0.383	buuxa
sacrifices	disgust	0.383	allabaryo
hypocritical	disgust	0.383	munaafaqnimo
shock	disgust	0.375	naxdin
alienation	disgust	0.375	fogaansho
scoff	disgust	0.375	jeesjees
plight	disgust	0.375	dhibaato
irritation	disgust	0.375	xanaaqid
unworthy	disgust	0.375	aan u qalmin
misconduct	disgust	0.375	dhaqanxumo
defective	disgust	0.375	cilladaysan
blame	disgust	0.375	eedda
depressing	disgust	0.375	niyad jab
dislocated	disgust	0.375	kala daadsan
irritating	disgust	0.375	xanaaqsan
vainly	disgust	0.367	micne lahayn
toad	disgust	0.367	toad
powerless	disgust	0.367	aan awood lahayn
coerce	disgust	0.367	qasbid
shuddering	disgust	0.367	gariir
stripped	disgust	0.367	qaawiyey
revoke	disgust	0.367	ka noqosho
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	caafimaad darro
exclusion	disgust	0.367	ka saarid
disillusionment	disgust	0.367	niyad jab
blatant	disgust	0.367	cad
hurtful	disgust	0.367	dhaawac leh
hoax	disgust	0.367	been abuur
wimp	disgust	0.367	garaacid
cad	disgust	0.367	cad
pitfall	disgust	0.367	dabin
squelch	disgust	0.367	xajin
deserted	disgust	0.359	cidla ah
damn	disgust	0.359	nacalad
incompatible	disgust	0.359	aan isqaban karin
dispose	disgust	0.359	tuurid
oddity	disgust	0.359	aan caadi ahayn
rebellion	disgust	0.359	jabhadayn
ineptitude	disgust	0.359	daacadnimo
bug	disgust	0.359	bug
disobedience	disgust	0.359	caasinimo
inept	disgust	0.352	aan qummanayn
litigate	disgust	0.352	dacwad
dismissal	disgust	0.352	cayrin
cutting	disgust	0.352	goyn
untoward	disgust	0.352	u jeedsan
displeased	disgust	0.352	xanaaqsan
censor	disgust	0.352	faafreeb
ridiculous	disgust	0.352	wax lagu qoslo
compost	disgust	0.352	compost
frustrate	disgust	0.352	niyad jabin
misbehavior	disgust	0.352	dhaqan xumo
lawyer	disgust	0.352	Garyaqaan
crushed	disgust	0.352	la jajabiyey
flesh	disgust	0.352	hilib
uncertain	disgust	0.352	aan la hubin
obi	disgust	0.352	obi
flinch	disgust	0.352	gariir
fierce	disgust	0.352	daran
wrongful	disgust	0.352	gardaran
depreciate	disgust	0.344	qiimo dhimis
disapprove	disgust	0.344	diidaan
tearful	disgust	0.344	oohin
grumble	disgust	0.336	gunuunac
unsettled	disgust	0.336	degganayn
annoy	disgust	0.336	xanaaqsan
exigent	disgust	0.336	xamaasad leh
heartsick	disgust	0.336	qalbi jab
lawsuit	disgust	0.336	dacwad
discoloration	disgust	0.336	midab-doorasho
lumpy	disgust	0.336	bararsan
daft	disgust	0.336	daf
blunder	disgust	0.336	khalad
discontent	disgust	0.336	niyad jab
bickering	disgust	0.336	isqabqabsi
thoughtless	disgust	0.336	fikir la'aan
disliked	disgust	0.336	necbahay
disinclination	disgust	0.336	niyad jabin
distrust	disgust	0.336	kalsooni darro
disallowed	disgust	0.336	la diiday
instability	disgust	0.328	xasillooni darro
hydrophobia	disgust	0.328	cuqdad nafsiyeed
whine	disgust	0.328	cabaad
inhibit	disgust	0.328	joojiso
excluded	disgust	0.328	laga reebo
provoking	disgust	0.328	kicin
grievance	disgust	0.328	cabasho
unmanageable	disgust	0.328	aan la maarayn karin
sly	disgust	0.328	khiyaano
exasperation	disgust	0.328	xanaaqid
cacophony	disgust	0.328	cacophony
unsatisfactory	disgust	0.328	aan ku qanacsanayn
disappointed	disgust	0.328	niyad jabay
materialist	disgust	0.328	maatada
misleading	disgust	0.321	marin habaabin
mishap	disgust	0.320	xumaan
soot	disgust	0.320	danbas
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	diidmo
annoyance	disgust	0.320	xanaaqid
disapproving	disgust	0.320	diidmo
disservice	disgust	0.320	adeeg xumo
reproach	disgust	0.320	cay
confined	disgust	0.320	xiran
unequal	disgust	0.320	aan sinnayn
rags	disgust	0.320	calal
groan	disgust	0.320	taah
soil	disgust	0.312	ciidda
inappropriate	disgust	0.312	aan habboonayn
criticize	disgust	0.312	dhaleecayn
disincline	disgust	0.312	niyad jabin
theism	disgust	0.312	aragti
depreciated	disgust	0.312	hoos u dhacay
inconsiderate	disgust	0.312	aan laga fiirsan
overpriced	disgust	0.312	qiimo jaban
stomach	disgust	0.312	caloosha
burke	disgust	0.312	burke
sneeze	disgust	0.312	hindhiso
gall	disgust	0.305	xameetida
bang	disgust	0.305	bang
inadmissible	disgust	0.305	aan la aqbali karin
unfriendly	disgust	0.305	saaxiibtinimo la'aan
unaccountable	disgust	0.305	xisaab la'aan
disparity	disgust	0.305	kala duwanaansho
latent	disgust	0.305	qarsoon
disliking	disgust	0.305	neceb
shack	disgust	0.305	shaax
grumpy	disgust	0.305	xanaaqsan
coop	disgust	0.304	coop
disappointment	disgust	0.297	Niyad Jab
scold	disgust	0.297	canaanto
delay	disgust	0.297	dib u dhac
congress	disgust	0.297	shirweynaha
growling	disgust	0.297	guuxa
backwards	disgust	0.297	dib u dhac
soreness	disgust	0.297	xanuun
disregarded	disgust	0.297	la dafiray
rogue	disgust	0.297	damiir lahayn
lonely	disgust	0.297	cidlo
notoriety	disgust	0.289	caannimo
catechism	disgust	0.289	catechism
flop	disgust	0.289	flop
infamous	disgust	0.289	magac xumo
janitor	disgust	0.289	ilaaliye
nettle	disgust	0.289	shabag
saturated	disgust	0.281	dheregsan
prohibited	disgust	0.281	mamnuuc
gaby	disgust	0.281	gabyi
wince	disgust	0.281	guulayso
desist	disgust	0.281	joojin
unfair	disgust	0.281	cadaalad darro
aftermath	disgust	0.281	ka dib
remiss	disgust	0.281	iska dhaaf
tribunal	disgust	0.273	maxkamad
discolored	disgust	0.273	midab-doorsoomay
wrangling	disgust	0.273	muransanaan
uneasy	disgust	0.273	dhib la'aan
huff	disgust	0.273	huf
weird	disgust	0.266	yaab leh
impolite	disgust	0.266	akhlaaq xumo
swig	disgust	0.266	luqluqsi
crawl	disgust	0.266	gurguurto
unsatisfied	disgust	0.266	aan ku qanacsanayn
inefficiency	disgust	0.266	waxtar la'aan
frantic	disgust	0.266	waalan
bureaucrat	disgust	0.266	maamule
politic	disgust	0.266	siyaasad
coldness	disgust	0.266	qaboow
gruff	disgust	0.258	ciil
octopus	disgust	0.258	Octopus
chagrin	disgust	0.258	murugo
barrow	disgust	0.258	barrow
copycat	disgust	0.258	koobiyeyn
incase	disgust	0.258	Lacalla
rascal	disgust	0.258	cunfi
sarcasm	disgust	0.258	jeesjees
instinctive	disgust	0.258	dareen leh
misconception	disgust	0.250	fikrad khaldan
disinclined	disgust	0.250	diidday
john	disgust	0.250	john
hulk	disgust	0.250	hulk
baboon	disgust	0.250	baboon
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	koobab
lose	disgust	0.250	lumin
rook	disgust	0.242	rux
entangled	disgust	0.242	isku duuban
gratuitous	disgust	0.242	deeqsinimo
scrub	disgust	0.242	xoqin
opponent	disgust	0.242	ka soo horjeeda
tariff	disgust	0.242	canshuur
questionable	disgust	0.234	la is waydiin karo
prolong	disgust	0.234	dheerayn
reluctance	disgust	0.234	cagajiid
lagging	disgust	0.234	dib u dhac
misstatement	disgust	0.234	hadal khaldan
resign	disgust	0.234	is casil
unlucky	disgust	0.234	nasiib darro
backwardness	disgust	0.234	dib u dhac
ineffectual	disgust	0.227	aan waxtar lahayn
disqualified	disgust	0.227	u qalmin
subsidy	disgust	0.227	kabitaan
reversal	disgust	0.227	rogaal celin
default	disgust	0.227	default
fussy	disgust	0.227	xanaaqsan
unpopular	disgust	0.227	aan la jeclayn
petroleum	disgust	0.219	batroolka
intense	disgust	0.219	daran
evade	disgust	0.219	ka cararid
frowning	disgust	0.219	weji weji
weight	disgust	0.219	miisaanka
dame	disgust	0.219	gabar
donkey	disgust	0.211	dameer
actionable	disgust	0.211	waxqabad leh
tawny	disgust	0.211	tawny
unhappy	disgust	0.211	aan faraxsanayn
dandy	disgust	0.203	dandy
birch	disgust	0.203	bjørk
speck	disgust	0.203	xabo
hood	disgust	0.203	dabool
owing	disgust	0.203	lagu leeyahay
desert	disgust	0.203	lamadegaan
indifference	disgust	0.203	danayn la'aan
awkwardness	disgust	0.203	gardarro
rave	disgust	0.203	hanuunin
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	aan dhib lahayn
howl	disgust	0.195	baroor
dabbling	disgust	0.195	dabcin
morals	disgust	0.195	anshaxa
misguided	disgust	0.195	la marin habaabiyay
airs	disgust	0.195	hawo
gelatin	disgust	0.195	jelatin
fleece	disgust	0.195	dhogorta
monochrome	disgust	0.195	monochrome
lush	disgust	0.188	macaan
celebrity	disgust	0.188	caan ah
avoid	disgust	0.188	iska ilaali
gent	disgust	0.188	caan ah
stalemate	disgust	0.188	ismarinwaad
lesser	disgust	0.188	ka yar
sunk	disgust	0.180	quustay
nose	disgust	0.180	sanka
laughable	disgust	0.180	lagu qosli karo
claimant	disgust	0.180	sheeganaysa
possession	disgust	0.180	haysashada
larger	disgust	0.164	ka weyn
pregnancy	disgust	0.164	uurka
thrift	disgust	0.164	baqdin
undoubted	disgust	0.164	shaki la'aan
mouthful	disgust	0.164	af leh
hoot	disgust	0.164	hoot
sentence	disgust	0.156	xukun
misplace	disgust	0.156	meel qaldan
clamor	disgust	0.156	qaylo
parrot	disgust	0.156	baqbaqaaq
obliging	disgust	0.156	waajibinaysa
nameless	disgust	0.148	magac la'aan
bummer	disgust	0.148	garaacid
elf	disgust	0.141	elf
feeling	disgust	0.141	dareen
excellence	disgust	0.141	heer sare
gray	disgust	0.133	cawlan
asymmetry	disgust	0.133	asymmetry
turn	disgust	0.133	leexo
clumsy	disgust	0.133	qallafsanaan
stall	disgust	0.133	fadhiid
bran	disgust	0.125	laan
finally	disgust	0.125	ugu dambeyntii
lord	disgust	0.125	Sayidow
nurture	disgust	0.117	korin
savor	disgust	0.117	dhadhan
cove	disgust	0.117	damac
winning	disgust	0.109	guulaysta
lemon	disgust	0.109	liin
powerful	disgust	0.102	awood leh
glitter	disgust	0.094	dhalaalid
interior	disgust	0.086	gudaha
mind	disgust	0.086	maskaxda
interested	disgust	0.078	xiiseeya
treat	disgust	0.078	daweyn
abundance	disgust	0.078	faro badan
honest	disgust	0.055	daacad ah
kite	disgust	0.055	qaniinyo
humble	disgust	0.047	khushuucsan
tree	disgust	0.039	geed
torture	fear	0.984	jirdil
terrorist	fear	0.972	argagixisada
terrorists	fear	0.969	argagixisada
horrific	fear	0.969	naxdin leh
terrorism	fear	0.969	argagixisada
suicidebombing	fear	0.967	isqarxin
kill	fear	0.962	dil
homicidal	fear	0.959	dilid
catastrophe	fear	0.953	masiibo
annihilate	fear	0.953	baabi'in
murderer	fear	0.953	gacan ku dhiigle
terror	fear	0.953	argagax
dying	fear	0.948	dhimanaya
war	fear	0.942	dagaal
bombing	fear	0.938	duqeyn
bomb	fear	0.935	bam
missiles	fear	0.934	gantaalada
horror	fear	0.923	argagax
brutality	fear	0.922	naxariis darro
terrorize	fear	0.922	argagaxiso
horrified	fear	0.922	argagaxay
bloodthirsty	fear	0.922	dhiigyacab
murderous	fear	0.920	dilaa ah
massacre	fear	0.911	xasuuq
terrifying	fear	0.906	argagax leh
fatality	fear	0.906	dhimasho
horrifying	fear	0.906	naxdin leh
demon	fear	0.906	jinni
mutilation	fear	0.906	naafaynta
killing	fear	0.906	dilid
holocaust	fear	0.906	xasuuq
assassinate	fear	0.906	dilaan
terrified	fear	0.906	argagaxay
devastation	fear	0.906	burbur
murder	fear	0.906	dil
horrors	fear	0.906	argagax
suicidal	fear	0.898	isdilid
assault	fear	0.891	weerar
kidnap	fear	0.891	afduub
slaughter	fear	0.891	gowrac
crucifixion	fear	0.891	iskutallaabta
doomed	fear	0.888	halaagsamay
poisoned	fear	0.886	sumaysan
suicide	fear	0.879	isdilid
explosion	fear	0.879	qarax
deadly	fear	0.875	dilaa ah
assassin	fear	0.875	gacan ku dhiigle
annihilation	fear	0.875	baabi'in
savagery	fear	0.875	wuxuushnimo
disaster	fear	0.875	masiibo
threatening	fear	0.875	hanjabaad
slaughtering	fear	0.875	gawraca
disastrous	fear	0.875	masiibo
dismemberment	fear	0.875	kala goyn
suffocation	fear	0.875	caburin
rape	fear	0.870	kufsi
hell	fear	0.860	cadaab
homicide	fear	0.859	dil
molestation	fear	0.859	faraxumayn
bloodshed	fear	0.859	dhiig daata
barbaric	fear	0.859	barbaric
explosive	fear	0.859	qarxa
warfare	fear	0.859	dagaal
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	musiibo
anthrax	fear	0.859	kudka
demonic	fear	0.859	jinni
executioner	fear	0.859	fuline
dread	fear	0.859	cabsi
guillotine	fear	0.859	guillotiin
attacking	fear	0.859	weerar
peril	fear	0.859	khatar
slaughterhouse	fear	0.859	kawaanka
annihilated	fear	0.859	la baabi'iyay
suffocating	fear	0.858	caburin
treachery	fear	0.856	khiyaamo
fright	fear	0.853	cabsi
monster	fear	0.844	bahalnimo
traumatic	fear	0.844	naxdin leh
abomination	fear	0.844	karaahiyo
apocalypse	fear	0.844	apocalypse
slayer	fear	0.844	dilaa
scare	fear	0.844	cabsi
morgue	fear	0.844	qolka meydka
painful	fear	0.844	xanuun badan
frightened	fear	0.844	baqay
vengeance	fear	0.844	aargoosi
scariest	fear	0.844	ugu cabsida badan
destroying	fear	0.844	burburin
execution	fear	0.844	dil
panicked	fear	0.844	argagaxay
petrified	fear	0.844	damqasho
afraid	fear	0.844	cabsi
frightening	fear	0.844	cabsi
drown	fear	0.844	qarqiyey
bombardment	fear	0.844	duqeyn
death	fear	0.843	dhimasho
chaos	fear	0.839	fowdo
ghastly	fear	0.836	si xun
evil	fear	0.833	xumaan
intruder	fear	0.828	soo dhex galay
hellish	fear	0.828	naarta
brutal	fear	0.828	arxan daran
cancer	fear	0.828	kansarka
devil	fear	0.828	shaydaan
grenade	fear	0.828	bam gacmeed
eradication	fear	0.828	ciribtirka
frighten	fear	0.828	cabsiin
explode	fear	0.828	qarxin
assassination	fear	0.828	dil
fatal	fear	0.828	dilaa ah
paralyze	fear	0.828	curyaan
gunmen	fear	0.828	dabley
violently	fear	0.828	gacan ka hadal
nightmare	fear	0.828	qarow
doomsday	fear	0.828	qiyaamaha
doom	fear	0.828	cadaab
manslaughter	fear	0.828	dilid
fear	fear	0.828	cabsi
kidnapped	fear	0.828	afduubtay
trauma	fear	0.828	dhaawac
morbidity	fear	0.820	jirrada
crippling	fear	0.817	curyaan
savage	fear	0.814	dugaag
shooting	fear	0.812	toogashada
quake	fear	0.812	gariir
poisonous	fear	0.812	sun ah
damnation	fear	0.812	habaar
violence	fear	0.812	gacan ka hadal
destructive	fear	0.812	burburin
aggressor	fear	0.812	gardaro
suffering	fear	0.812	silica
violent	fear	0.812	gacan ka hadal
frightful	fear	0.812	cabsi badan
crushed	fear	0.812	la jajabiyey
earthquake	fear	0.812	dhulgariir
heartattack	fear	0.812	wadne xanuun
hurricane	fear	0.811	duufaan
imprisoned	fear	0.811	la xidhay
exterminate	fear	0.810	dabargoyn
fearing	fear	0.808	cabsi
hemorrhage	fear	0.807	dhiigbax
torment	fear	0.806	cadaab
lethal	fear	0.806	Halis ah
venom	fear	0.804	sunta
claustrophobia	fear	0.803	claustrophobia
snakes	fear	0.802	masaska
danger	fear	0.802	khatar
exorcism	fear	0.800	kaxaynta
obliterated	fear	0.800	la tirtiray
robbery	fear	0.800	dhac
terrifies	fear	0.798	argagax
cyanide	fear	0.797	cyanide
incurable	fear	0.797	aan dawo lahayn
anxietyattack	fear	0.797	weerar walaac
mortality	fear	0.797	dhimashada
attack	fear	0.797	weerar
monstrosity	fear	0.797	bahalnimo
extermination	fear	0.797	dabargoyn
bombers	fear	0.797	kuwa wax duqeeya
harmful	fear	0.797	waxyeello leh
persecution	fear	0.797	cadaadis
biggestfear	fear	0.797	cabsida ugu weyn
poison	fear	0.797	sun
cruelty	fear	0.797	naxariis darro
hysteria	fear	0.797	humaag
destruction	fear	0.797	burburin
dreadfully	fear	0.796	cabsi badan
arson	fear	0.794	gubasho
devastate	fear	0.792	baabba'
tyrant	fear	0.788	daalim
warcrimes	fear	0.785	dambiyada dagaalka
perish	fear	0.784	halaagsamo
feared	fear	0.782	laga baqo
maniac	fear	0.781	waalan
bloody	fear	0.781	dhiig leh
freakingout	fear	0.781	freakingout
warlike	fear	0.781	dagaal jecel
rampage	fear	0.781	dabadhilifnimo
screaming	fear	0.781	qaylinaya
lifeless	fear	0.781	naf la'aan
enslaved	fear	0.781	la adoonsado
venomous	fear	0.781	sun leh
snake	fear	0.776	abeeso
epidemic	fear	0.776	xanuun saf-mar ah
panicattack	fear	0.774	argagaxa
crisis	fear	0.766	dhibaato
hazardous	fear	0.766	khatar ah
fearful	fear	0.766	cabsi leh
dangerously	fear	0.766	khatar ah
shipwreck	fear	0.766	burburtay
scary	fear	0.766	cabsi
tumor	fear	0.766	buro
invader	fear	0.766	duullaan
invade	fear	0.766	duulaan
die	fear	0.766	dhiman
detonate	fear	0.766	qarxin
violation	fear	0.766	xadgudub
reprisal	fear	0.766	aargoosi
criminal	fear	0.766	dambiile
riot	fear	0.766	rabshado
obliterate	fear	0.766	baabi'in
inferno	fear	0.766	hurdo
leprosy	fear	0.766	baras
jihad	fear	0.766	jihaad
ohshit	fear	0.766	ohshit
claustrophobic	fear	0.765	claustrophobia
hyperventilating	fear	0.762	hawo-qaadid
nightmares	fear	0.759	qarow
destroyed	fear	0.754	burburay
ghostly	fear	0.754	jinni
treacherous	fear	0.750	khiyaano badan
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	masiibooyinka
slavery	fear	0.750	addoonsiga
