English Word	Emotion	Emotion-Intensity-Score	Kazakh Word
sham	disgust	0.509	Жалған
distasteful	disgust	0.508	ұнамсыз
prisoner	disgust	0.508	тұтқын
dreadfully	disgust	0.508	қорқынышты
worthless	disgust	0.508	түкке тұрғысыз
crude	disgust	0.508	шикі
delirium	disgust	0.508	делирий
incurable	disgust	0.508	емделмейтін
smelling	disgust	0.508	иіс шығару
idiocy	disgust	0.508	ақымақтық
resentment	disgust	0.508	реніш
bombed	disgust	0.508	бомбаланған
blob	disgust	0.508	бөртпе
cheat	disgust	0.508	алдау
schizophrenia	disgust	0.508	шизофрения
rejection	disgust	0.508	бас тарту
belittle	disgust	0.508	кемсіту
glut	disgust	0.508	тойым
disaster	disgust	0.508	апат
distress	disgust	0.508	күйзеліс
pest	disgust	0.508	зиянкес
endemic	disgust	0.508	эндемиялық
theft	disgust	0.500	ұрлық
banish	disgust	0.500	қуып жіберу
mire	disgust	0.500	батпақ
flagrant	disgust	0.500	айқын
derision	disgust	0.500	мазақ ету
dirt	disgust	0.500	кір
screaming	disgust	0.500	айқайлау
offense	disgust	0.500	құқық бұзушылық
jealousy	disgust	0.500	қызғаныш
bribery	disgust	0.500	парақорлық
polemic	disgust	0.500	полемикалық
blight	disgust	0.500	күйік
impeach	disgust	0.500	импичмент
bitterness	disgust	0.500	ащылық
taboo	disgust	0.500	тыйым
duress	disgust	0.500	мәжбүрлеу
goblin	disgust	0.500	гоблин
shackle	disgust	0.500	бұғау
idolatry	disgust	0.500	пұтқа табынушылық
greed	disgust	0.500	ашкөздік
impurity	disgust	0.500	қоспа
tirade	disgust	0.500	реніш
idiot	disgust	0.492	ақымақ
boil	disgust	0.492	қайнатыңыз
unconscionable	disgust	0.492	санасыз
disreputable	disgust	0.492	беделсіз
robber	disgust	0.492	қарақшы
malign	disgust	0.492	қатерлі
wreck	disgust	0.492	қирау
recession	disgust	0.492	рецессия
gorge	disgust	0.492	шатқал
leer	disgust	0.492	зерек
ill	disgust	0.492	ауру
squirm	disgust	0.492	серпілу
raging	disgust	0.484	қаһарлы
servile	disgust	0.484	қызметші
mess	disgust	0.484	тәртіпсіздік
nappy	disgust	0.484	жаялық
possessed	disgust	0.484	иеленген
unbearable	disgust	0.484	төзгісіз
occult	disgust	0.484	оккульт
contraband	disgust	0.484	контрабанда
snarl	disgust	0.484	ырылдау
mutiny	disgust	0.484	бүлік
mad	disgust	0.484	жынды
affliction	disgust	0.484	қасірет
stain	disgust	0.484	дақ
animosity	disgust	0.484	дұшпандық
contempt	disgust	0.484	менсінбеу
tramp	disgust	0.484	қаңғыбас
nepotism	disgust	0.484	непотизм
disrespectful	disgust	0.484	сыйламаушылық
defamation	disgust	0.484	жала жабу
inexcusable	disgust	0.484	кешірілмейтін
aversation	disgust	0.484	жирену
wasteful	disgust	0.484	ысырапшыл
offender	disgust	0.484	қылмыскер
subjugation	disgust	0.484	бағындыру
illegality	disgust	0.477	заңсыздық
dismal	disgust	0.477	көңілсіз
criminal	disgust	0.477	қылмыстық
unpleasant	disgust	0.477	жағымсыз
palsy	disgust	0.477	сал ауруы
antagonistic	disgust	0.477	антагонистік
pathetic	disgust	0.477	аянышты
uncaring	disgust	0.477	қамқорлықсыз
suppression	disgust	0.477	басу
immorality	disgust	0.477	азғындық
mockery	disgust	0.477	мазақ ету
outrage	disgust	0.469	ашу
mocking	disgust	0.469	мазақ ету
wallow	disgust	0.469	өрмелеу
cough	disgust	0.469	жөтел
arrogant	disgust	0.469	тәкаппар
angry	disgust	0.469	ашулы
poverty	disgust	0.469	кедейлік
grating	disgust	0.469	тор
livid	disgust	0.469	діріл
aggravation	disgust	0.469	шиеленісуі
repellent	disgust	0.469	репеллент
perspiration	disgust	0.469	терлеу
banishment	disgust	0.469	қуылу
furious	disgust	0.469	ашулы
shoddy	disgust	0.469	сапасыз
banshee	disgust	0.469	банши
deceive	disgust	0.461	алдау
fool	disgust	0.461	ақымақ
quack	disgust	0.461	шақалақ
distorted	disgust	0.461	бұрмаланған
spider	disgust	0.461	өрмекші
unjustifiable	disgust	0.461	негізсіз
deplore	disgust	0.461	өкініш
spurious	disgust	0.461	жалған
perdition	disgust	0.461	жойылу
muddy	disgust	0.461	лайлы
fraudulent	disgust	0.461	алаяқ
scar	disgust	0.461	тыртық
prick	disgust	0.461	шаншу
insulting	disgust	0.461	қорлау
plunder	disgust	0.461	тонау
recklessness	disgust	0.461	абайсыздық
stigma	disgust	0.453	стигма
disparage	disgust	0.453	кемсіту
unthinkable	disgust	0.453	мүмкін емес
disingenuous	disgust	0.453	адал емес
bane	disgust	0.453	қасірет
dishonest	disgust	0.453	адал емес
aphid	disgust	0.453	тли
elimination	disgust	0.453	жою
cur	disgust	0.453	cur
selfish	disgust	0.453	өзімшіл
eschew	disgust	0.453	бас тарту
dire	disgust	0.453	қорқынышты
indignation	disgust	0.453	наразылық
antipathy	disgust	0.453	антипатия
alienate	disgust	0.453	иеліктен шығару
mosquito	disgust	0.445	москит
piles	disgust	0.445	қадалар
pious	disgust	0.445	тақуа
lie	disgust	0.445	өтірік
opium	disgust	0.445	апиын
smell	disgust	0.445	иіс
iniquity	disgust	0.445	заңсыздық
caries	disgust	0.445	кариес
despair	disgust	0.445	үмітсіздік
recalcitrant	disgust	0.445	көнбейтін
egotistical	disgust	0.445	эгоист
wasted	disgust	0.445	ысырап болды
vacuous	disgust	0.445	бос
bankruptcy	disgust	0.445	банкроттық
garish	disgust	0.445	ғажайып
obnoxious	disgust	0.438	жағымсыз
ashamed	disgust	0.438	ұялды
abject	disgust	0.438	сұмдық
sticky	disgust	0.438	жабысқақ
scream	disgust	0.438	айқайлау
hopelessness	disgust	0.438	үмітсіздік
homeless	disgust	0.438	баспанасыз
shun	disgust	0.438	қашу
inmate	disgust	0.438	тұтқын
alien	disgust	0.438	бөтен
hog	disgust	0.438	шошқа
aversion	disgust	0.438	жирену
abnormal	disgust	0.438	қалыптан тыс
cursing	disgust	0.430	қарғыс айту
undesirable	disgust	0.430	қалаусыз
denounce	disgust	0.430	айыптау
witch	disgust	0.430	бақсы
creature	disgust	0.430	жаратылыс
lusty	disgust	0.430	құмар
illegal	disgust	0.430	заңсыз
debris	disgust	0.430	қоқыс
callous	disgust	0.430	қатал
reflux	disgust	0.430	рефлюкс
adverse	disgust	0.430	қолайсыз
shameless	disgust	0.430	ұятсыз
separatist	disgust	0.430	сепаратист
trickery	disgust	0.430	қулық
falsity	disgust	0.430	жалғандық
pall	disgust	0.430	бозғылт
defiance	disgust	0.430	қарсылық
incredulous	disgust	0.430	сенбейтін
curse	disgust	0.430	қарғыс
pompous	disgust	0.422	сәнқой
socialist	disgust	0.422	социалистік
mistrust	disgust	0.422	сенімсіздік
infantile	disgust	0.422	нәрестелік
wasting	disgust	0.422	ысырап ету
hairy	disgust	0.422	түкті
nicotine	disgust	0.422	никотин
denunciation	disgust	0.422	денонсация
collapse	disgust	0.422	құлау
untidy	disgust	0.422	ретсіз
ferocious	disgust	0.422	қатыгез
ammonia	disgust	0.422	аммиак
carelessness	disgust	0.422	абайсыздық
impure	disgust	0.422	таза емес
contentious	disgust	0.422	даулы
bum	disgust	0.422	бомж
affront	disgust	0.422	қорлау
offend	disgust	0.422	ренжіту
tarnish	disgust	0.422	дақ түсіру
idiotic	disgust	0.422	идиотик
badness	disgust	0.422	жамандық
delinquent	disgust	0.422	құқық бұзушы
swarm	disgust	0.422	үйір
hypertrophy	disgust	0.422	гипертрофия
gush	disgust	0.422	атқылау
tasteless	disgust	0.422	дәмсіз
bovine	disgust	0.422	ірі қара
slush	disgust	0.422	батпақ
litigious	disgust	0.414	даулы
dishonesty	disgust	0.414	адалдық
vegetative	disgust	0.414	вегетативті
unfavorable	disgust	0.414	қолайсыз
displacency	disgust	0.414	орын ауыстыру
illegitimate	disgust	0.414	заңсыз
sour	disgust	0.414	қышқыл
socialism	disgust	0.414	социализм
disobey	disgust	0.414	бағынбау
drivel	disgust	0.414	жетек
vampire	disgust	0.414	вампир
neglected	disgust	0.414	назардан тыс қалған
murky	disgust	0.414	бұлыңғыр
ignorant	disgust	0.406	надан
disgruntled	disgust	0.406	наразы
discontinuity	disgust	0.406	үзіліс
dislike	disgust	0.406	ұнатпау
unlawful	disgust	0.406	заңсыз
wrongdoing	disgust	0.406	қателік
shoplifting	disgust	0.406	дүкен ұрлығы
recidivism	disgust	0.406	қайталану
outcast	disgust	0.406	қуылған
bogus	disgust	0.406	жалған
displeasure	disgust	0.406	наразылық
repel	disgust	0.406	тойтару
falsify	disgust	0.406	бұрмалау
ungrateful	disgust	0.406	алғыссыз
unkind	disgust	0.406	мейірімсіз
phony	disgust	0.406	жалған
prosecution	disgust	0.406	қудалау
woe	disgust	0.398	қасірет
averse	disgust	0.398	қарсы
loon	disgust	0.398	құмар
worsening	disgust	0.398	нашарлауы
paucity	disgust	0.398	аздық
unnatural	disgust	0.398	табиғи емес
amphetamines	disgust	0.398	амфетаминдер
senseless	disgust	0.398	мағынасыз
rigor	disgust	0.398	қатаңдық
subvert	disgust	0.398	бұзу
failure	disgust	0.398	сәтсіздік
lick	disgust	0.398	жалау
unruly	disgust	0.398	бағынбайтын
woefully	disgust	0.398	өкінішті
stingy	disgust	0.398	сараң
crushing	disgust	0.398	ұсақтау
disdain	disgust	0.398	менсінбеу
insult	disgust	0.393	қорлау
averseness	disgust	0.391	ашуланшақтық
disrelish	disgust	0.391	көңілсіз
punished	disgust	0.391	жазаланды
critter	disgust	0.391	жаратылыс
damage	disgust	0.391	зақымдану
scorpion	disgust	0.391	шаян
diatribe	disgust	0.391	диатриб
muff	disgust	0.391	муфта
farcical	disgust	0.391	күлкілі
antisocial	disgust	0.391	антисоциалды
hardened	disgust	0.391	шыңдалған
punishment	disgust	0.391	жаза
bad	disgust	0.391	нашар
expel	disgust	0.391	шығару
surly	disgust	0.383	ашулы
lament	disgust	0.383	жоқтау
illiterate	disgust	0.383	сауатсыз
divorce	disgust	0.383	ажырасу
teeming	disgust	0.383	толы
plagiarism	disgust	0.383	плагиат
eviction	disgust	0.383	шығару
orc	disgust	0.383	orc
disappoint	disgust	0.383	көңілін қалдыру
shabby	disgust	0.383	тозған
presumptuous	disgust	0.383	менменшіл
anaconda	disgust	0.383	анаконда
discord	disgust	0.383	келіспеушілік
guilt	disgust	0.383	кінә
fugitive	disgust	0.383	қашқын
irrational	disgust	0.383	қисынсыз
adder	disgust	0.383	қосқыш
fulsome	disgust	0.383	көңілді
sacrifices	disgust	0.383	құрбандықтар
hypocritical	disgust	0.383	екіжүзді
shock	disgust	0.375	шок
alienation	disgust	0.375	иеліктен шығару
scoff	disgust	0.375	мазақ ету
plight	disgust	0.375	ауыр жағдай
irritation	disgust	0.375	тітіркену
unworthy	disgust	0.375	лайықсыз
misconduct	disgust	0.375	теріс қылықтар
defective	disgust	0.375	ақаулы
blame	disgust	0.375	кінә
depressing	disgust	0.375	депрессиялық
dislocated	disgust	0.375	дислокацияланған
irritating	disgust	0.375	тітіркендіргіш
vainly	disgust	0.367	босқа
toad	disgust	0.367	бақа
powerless	disgust	0.367	күшсіз
coerce	disgust	0.367	мәжбүрлеу
shuddering	disgust	0.367	дірілдеу
stripped	disgust	0.367	шешілген
revoke	disgust	0.367	күшін жою
wimpy	disgust	0.367	сұмдық
unhealthy	disgust	0.367	сау емес
exclusion	disgust	0.367	алып тастау
disillusionment	disgust	0.367	көңілсіздік
blatant	disgust	0.367	ашық
hurtful	disgust	0.367	жаралы
hoax	disgust	0.367	ойнау
wimp	disgust	0.367	сұмдық
cad	disgust	0.367	кад
pitfall	disgust	0.367	тұзақ
squelch	disgust	0.367	басу
deserted	disgust	0.359	қаңырап қалған
damn	disgust	0.359	Шайтан алғыр
incompatible	disgust	0.359	үйлесімсіз
dispose	disgust	0.359	кәдеге жарату
oddity	disgust	0.359	оғаштық
rebellion	disgust	0.359	көтеріліс
ineptitude	disgust	0.359	дәрменсіздік
bug	disgust	0.359	қате
disobedience	disgust	0.359	бағынбау
inept	disgust	0.352	дәрменсіз
litigate	disgust	0.352	соттасу
dismissal	disgust	0.352	жұмыстан шығару
cutting	disgust	0.352	кесу
untoward	disgust	0.352	жағымсыз
displeased	disgust	0.352	наразы
censor	disgust	0.352	цензор
ridiculous	disgust	0.352	күлкілі
compost	disgust	0.352	компост
frustrate	disgust	0.352	ренжіту
misbehavior	disgust	0.352	теріс мінез-құлық
lawyer	disgust	0.352	заңгер
crushed	disgust	0.352	ұсақталған
flesh	disgust	0.352	ет
uncertain	disgust	0.352	белгісіз
obi	disgust	0.352	obi
flinch	disgust	0.352	секіру
fierce	disgust	0.352	қаһарлы
wrongful	disgust	0.352	қате
depreciate	disgust	0.344	құнсыздану
disapprove	disgust	0.344	мақұлдамау
tearful	disgust	0.344	жылау
grumble	disgust	0.336	күңкілдеу
unsettled	disgust	0.336	тұрақсыз
annoy	disgust	0.336	ренжіту
exigent	disgust	0.336	талапшыл
heartsick	disgust	0.336	жүрегі ауырады
lawsuit	disgust	0.336	сот ісі
discoloration	disgust	0.336	түссіздену
lumpy	disgust	0.336	кесек
daft	disgust	0.336	ақымақ
