English Word	Emotion	Emotion-Intensity-Score	Swahili Word
slaughtering	disgust	0.828	kuchinja
torture	disgust	0.828	mateso
contaminate	disgust	0.821	kuchafua
revolting	disgust	0.820	kuasi
gory	disgust	0.820	gori
shit	disgust	0.820	shit
terrorist	disgust	0.820	kigaidi
murderer	disgust	0.820	muuaji
repugnant	disgust	0.820	kuchukiza
manure	disgust	0.820	samadi
pervert	disgust	0.820	kupotosha
diarrhoea	disgust	0.820	kuhara
grotesque	disgust	0.820	ya kuchukiza
desecration	disgust	0.820	kunajisi
faeces	disgust	0.812	kinyesi
slavery	disgust	0.812	utumwa
sewer	disgust	0.812	mfereji wa maji machafu
cadaver	disgust	0.812	kada
manslaughter	disgust	0.812	mauaji
dismemberment	disgust	0.812	kukatwa viungo
vomit	disgust	0.812	kutapika
perverse	disgust	0.805	potovu
repulsive	disgust	0.805	yenye kuchukiza
hemorrhage	disgust	0.805	kutokwa na damu
sewage	disgust	0.797	maji taka
filthy	disgust	0.797	mchafu
diseased	disgust	0.797	mgonjwa
depravity	disgust	0.797	upotovu
carcass	disgust	0.795	mzoga
decompose	disgust	0.789	kuoza
gruesome	disgust	0.789	ya kutisha
mutilated	disgust	0.789	kukatwa viungo vyake
puke	disgust	0.789	Tapika
herpes	disgust	0.789	malengelenge
decayed	disgust	0.789	imeoza
dung	disgust	0.789	mavi
vermin	disgust	0.789	wanyama waharibifu
murderous	disgust	0.789	muuaji
parasite	disgust	0.789	vimelea
horrific	disgust	0.789	ya kutisha
carnage	disgust	0.781	mauaji
malaria	disgust	0.781	malaria
slime	disgust	0.781	lami
flatulence	disgust	0.781	gesi tumboni
pestilence	disgust	0.781	tauni
crap	disgust	0.781	ujinga
monstrosity	disgust	0.781	unyama
loathsome	disgust	0.773	ya kuchukiza
toxic	disgust	0.773	yenye sumu
morgue	disgust	0.773	chumba cha kuhifadhi maiti
pus	disgust	0.773	usaha
herpesvirus	disgust	0.773	virusi vya herpes
leprosy	disgust	0.773	ukoma
insidious	disgust	0.773	mwenye hila
cruel	disgust	0.766	mkatili
regurgitation	disgust	0.766	regurgitation
anthrax	disgust	0.766	kimeta
xenophobia	disgust	0.766	chuki dhidi ya wageni
repugnance	disgust	0.766	chukizo
lynch	disgust	0.766	lynch
revulsion	disgust	0.766	chukizo
whore	disgust	0.766	kahaba
dissection	disgust	0.759	mgawanyiko
mucous	disgust	0.758	mucous
canker	disgust	0.758	donda
slum	disgust	0.758	makazi duni
infectious	disgust	0.758	kuambukiza
evil	disgust	0.758	uovu
phlegm	disgust	0.758	phlegm
cruelty	disgust	0.758	ukatili
perversion	disgust	0.758	upotoshaji
sinister	disgust	0.750	mbaya
leeches	disgust	0.750	ruba
corrupting	disgust	0.750	kufisadi
decomposition	disgust	0.750	mtengano
abomination	disgust	0.742	chukizo
stinking	disgust	0.742	kunuka
bile	disgust	0.742	nyongo
demonic	disgust	0.742	kipepo
deranged	disgust	0.742	wamechanganyikiwa
abhorrence	disgust	0.742	chukizo
soiled	disgust	0.742	iliyochafuliwa
mucus	disgust	0.742	kamasi
septic	disgust	0.742	septic
sickening	disgust	0.742	kuugua
demon	disgust	0.742	pepo
cancer	disgust	0.734	saratani
obese	disgust	0.734	feta
degeneracy	disgust	0.734	kuzorota
despicable	disgust	0.734	kudharauliwa
atrocity	disgust	0.734	ukatili
foul	disgust	0.734	uchafu
sicken	disgust	0.734	mgonjwa
crucifixion	disgust	0.734	kusulubishwa
terrorism	disgust	0.734	ugaidi
repulsion	disgust	0.727	kukataa
morbidity	disgust	0.727	maradhi
dysentery	disgust	0.727	kuhara damu
enema	disgust	0.727	enema
bacterium	disgust	0.727	bakteria
dirty	disgust	0.727	chafu
adultery	disgust	0.727	uzinzi
contamination	disgust	0.727	uchafuzi
grisly	disgust	0.727	kwa ukali
diabolical	disgust	0.727	ya kishetani
autopsy	disgust	0.719	uchunguzi wa maiti
barbaric	disgust	0.719	kishenzi
vulgar	disgust	0.719	mchafu
entrails	disgust	0.719	matumbo
disgust	disgust	0.719	karaha
lewd	disgust	0.719	mwasherati
muck	disgust	0.719	matope
bowels	disgust	0.719	matumbo
garbage	disgust	0.719	takataka
deterioration	disgust	0.719	Kuzorota
contagion	disgust	0.719	uambukizi
vicious	disgust	0.719	mbaya
disfigured	disgust	0.719	kuharibika
pungent	disgust	0.719	yenye harufu kali
gross	disgust	0.719	jumla
bloodshed	disgust	0.714	umwagaji damu
gag	disgust	0.711	gag
pollute	disgust	0.711	kuchafua
nausea	disgust	0.711	kichefuchefu
tyrant	disgust	0.711	jeuri
wretched	disgust	0.711	mnyonge
mortification	disgust	0.711	unyogovu
violent	disgust	0.711	vurugu
poisoned	disgust	0.711	sumu
nauseate	disgust	0.703	kichefuchefu
slimy	disgust	0.703	mwembamba
grope	disgust	0.703	kupapasa
slut	disgust	0.703	mchumba
nasty	disgust	0.703	mbaya
disgusting	disgust	0.703	kuchukiza
depraved	disgust	0.703	potovu
porn	disgust	0.703	ngono
hateful	disgust	0.703	mwenye chuki
vulgarity	disgust	0.703	uchafu
noxious	disgust	0.703	ya kutisha
grime	disgust	0.703	uchafu
constipation	disgust	0.703	kuvimbiwa
secretion	disgust	0.703	usiri
poisoning	disgust	0.703	sumu
despotism	disgust	0.703	udhalimu
measles	disgust	0.696	surua
contagious	disgust	0.695	ya kuambukiza
obesity	disgust	0.695	fetma
wart	disgust	0.695	wart
hate	disgust	0.695	chuki
hellish	disgust	0.695	kuzimu
scum	disgust	0.695	uchafu
suicidal	disgust	0.695	ya kujiua
wretch	disgust	0.695	mnyonge
abuse	disgust	0.695	unyanyasaji
waste	disgust	0.695	upotevu
intestinal	disgust	0.695	utumbo
heartworm	disgust	0.688	mdudu wa moyo
ooze	disgust	0.688	oze
treason	disgust	0.688	uhaini
contaminated	disgust	0.688	iliyochafuliwa
smut	disgust	0.688	uchafu
disease	disgust	0.688	ugonjwa
rabid	disgust	0.688	kichaa
deformed	disgust	0.680	kasoro
hell	disgust	0.680	kuzimu
soulless	disgust	0.680	wasio na roho
cholera	disgust	0.680	kipindupindu
bestial	disgust	0.680	mnyama
antichrist	disgust	0.680	mpinga Kristo
freakish	disgust	0.680	kituko
germ	disgust	0.680	kijidudu
detest	disgust	0.680	chukizo
pollution	disgust	0.680	Uchafuzi
grimy	disgust	0.680	mbaya
abhorrent	disgust	0.680	ya kuchukiza
hatred	disgust	0.680	chuki
abominate	disgust	0.680	chukizo
sickness	disgust	0.680	ugonjwa
hideous	disgust	0.672	ya kutisha
dictatorship	disgust	0.672	udikteta
loathful	disgust	0.672	chukizo
greasy	disgust	0.672	yenye mafuta
dilapidated	disgust	0.672	chakavu
inhuman	disgust	0.672	unyama
loathing	disgust	0.672	kuchukia
obscene	disgust	0.672	uchafu
cess	disgust	0.670	cess
devil	disgust	0.664	shetani
deformity	disgust	0.664	ulemavu
nauseous	disgust	0.664	kichefuchefu
deadly	disgust	0.664	mauti
swine	disgust	0.664	nguruwe
discrimination	disgust	0.664	ubaguzi
abominable	disgust	0.664	ya kuchukiza
masochism	disgust	0.664	umaskini
heretic	disgust	0.664	mzushi
latrines	disgust	0.656	vyoo
corruption	disgust	0.656	rushwa
poisonous	disgust	0.656	yenye sumu
horror	disgust	0.656	hofu
nefarious	disgust	0.656	mchafu
bacteria	disgust	0.656	bakteria
horrible	disgust	0.656	ya kutisha
trash	disgust	0.656	takataka
abortion	disgust	0.656	utoaji mimba
death	disgust	0.656	kifo
prejudiced	disgust	0.656	kutengwa
poison	disgust	0.656	sumu
oppression	disgust	0.656	ukandamizaji
goo	disgust	0.656	goo
victimized	disgust	0.656	kudhulumiwa
mange	disgust	0.656	mange
sludge	disgust	0.648	uchafu
trashy	disgust	0.648	takataka
vindictive	disgust	0.648	mwenye kulipiza kisasi
horrid	disgust	0.648	mbaya
ugly	disgust	0.648	mbaya
immoral	disgust	0.648	wasio na maadili
bitch	disgust	0.648	mbwa mwitu
outhouse	disgust	0.648	nyumba ya nje
detestation	disgust	0.648	chukizo
horrifying	disgust	0.641	ya kutisha
laxative	disgust	0.641	laxative
unsightly	disgust	0.641	isiyopendeza
derogatory	disgust	0.641	dharau
slop	disgust	0.641	mteremko
malfeasance	disgust	0.641	uovu
spew	disgust	0.641	mate
pimple	disgust	0.641	chunusi
criminality	disgust	0.641	uhalifu
indecency	disgust	0.641	uchafu
cystic	disgust	0.641	cystic
villainous	disgust	0.641	mwovu
queasy	disgust	0.633	wasiwasi
mildew	disgust	0.633	ukungu
oppressive	disgust	0.633	dhuluma
prostitution	disgust	0.633	ukahaba
secrete	disgust	0.633	siri
ulcer	disgust	0.633	kidonda
rat	disgust	0.633	panya
bigoted	disgust	0.633	mwenye ubinafsi
perpetrator	disgust	0.633	mhalifu
doomsday	disgust	0.633	siku ya mwisho
sinful	disgust	0.633	mwenye dhambi
degrading	disgust	0.625	kudhalilisha
ghastly	disgust	0.625	kutisha
suffering	disgust	0.625	mateso
obscenity	disgust	0.625	uchafu
devilish	disgust	0.625	shetani
disgraceful	disgust	0.625	ya aibu
persecution	disgust	0.625	mateso
contemptible	disgust	0.625	dharau
cuckold	disgust	0.625	cuckold
stools	disgust	0.625	viti
dastardly	disgust	0.625	dastardly
sin	disgust	0.625	dhambi
gluttony	disgust	0.625	ulafi
bloated	disgust	0.625	uvimbe
fungus	disgust	0.625	Kuvu
aghast	disgust	0.625	mshtuko
diaper	disgust	0.617	diaper
malicious	disgust	0.617	hasidi
polygamy	disgust	0.617	mitala
dying	disgust	0.617	kufa
termite	disgust	0.617	mchwa
fat	disgust	0.617	mafuta
deceit	disgust	0.617	udanganyifu
atrocious	disgust	0.617	ukatili
guillotine	disgust	0.617	guillotine
tetanus	disgust	0.617	pepopunda
spoil	disgust	0.617	haribu
crusty	disgust	0.617	ukoko
sickly	disgust	0.617	mgonjwa
louse	disgust	0.617	chawa
strangle	disgust	0.617	nyonga
betrayal	disgust	0.617	usaliti
loathe	disgust	0.617	chukia
wench	disgust	0.617	wenchi
infect	disgust	0.617	kuambukiza
violently	disgust	0.609	kwa ukali
brothel	disgust	0.609	danguro
drool	disgust	0.609	drool
bleeding	disgust	0.609	Vujadamu
deform	disgust	0.609	ulemavu
ghetto	disgust	0.609	geto
sabotage	disgust	0.609	hujuma
venomous	disgust	0.609	yenye sumu
abhor	disgust	0.609	chukia
slander	disgust	0.609	kashfa
hostile	disgust	0.609	uadui
musty	disgust	0.602	uchafu
illicit	disgust	0.602	haramu
ugliness	disgust	0.602	ubaya
unwashed	disgust	0.602	bila kunawa
swampy	disgust	0.602	kinamasi
deprivation	disgust	0.602	kunyimwa
poaching	disgust	0.602	ujangili
hag	disgust	0.602	hag
infidel	disgust	0.602	kafiri
imprisonment	disgust	0.602	kifungo
traitor	disgust	0.602	msaliti
lunacy	disgust	0.602	kichaa
queasiness	disgust	0.594	wasiwasi
hostility	disgust	0.594	uadui
repelling	disgust	0.594	kukataa
intoxicated	disgust	0.594	kulewa
thug	disgust	0.594	mhuni
catastrophe	disgust	0.594	janga
lunatic	disgust	0.594	kichaa
misery	disgust	0.594	taabu
venom	disgust	0.594	sumu
butcher	disgust	0.594	mchinjaji
toilet	disgust	0.594	choo
blister	disgust	0.594	malengelenge
lurid	disgust	0.594	lurid
slug	disgust	0.594	konokono
gut	disgust	0.594	utumbo
sinner	disgust	0.594	mwenye dhambi
deceitful	disgust	0.594	mdanganyifu
epidemic	disgust	0.594	janga
deteriorated	disgust	0.586	imeharibika
lavatory	disgust	0.586	lavatory
unclean	disgust	0.586	najisi
prostitute	disgust	0.586	kahaba
incubus	disgust	0.586	incubus
appalling	disgust	0.586	ya kutisha
dreadful	disgust	0.586	ya kutisha
pornography	disgust	0.586	ponografia
harass	disgust	0.586	nyanyasa
squeamish	disgust	0.578	squeamish
expulsion	disgust	0.578	kufukuzwa
unfaithful	disgust	0.578	wasio mwaminifu
offensive	disgust	0.578	kukera
hypocrite	disgust	0.578	mnafiki
humiliating	disgust	0.578	kudhalilisha
larceny	disgust	0.578	ulafi
ruinous	disgust	0.578	uharibifu
retard	disgust	0.578	kuchelewa
rash	disgust	0.578	upele
flea	disgust	0.578	kiroboto
debauchery	disgust	0.578	ufisadi
fiend	disgust	0.578	rafiki
quagmire	disgust	0.578	quagmire
conspirator	disgust	0.578	mpanga njama
sick	disgust	0.578	mgonjwa
mangle	disgust	0.578	manyoya
dogsick	disgust	0.570	mbwa
egregious	disgust	0.570	mbaya
flog	disgust	0.570	pigo
despise	disgust	0.570	dharau
treacherous	disgust	0.570	wasaliti
oppress	disgust	0.570	kudhulumu
swamp	disgust	0.570	kinamasi
messy	disgust	0.570	fujo
spit	disgust	0.570	mate
dank	disgust	0.570	dank
bastard	disgust	0.570	mwanaharamu
devastating	disgust	0.570	yenye kuangamiza
serpent	disgust	0.570	nyoka
loo	disgust	0.562	loo
indecent	disgust	0.562	isiyo na adabu
insanity	disgust	0.562	kichaa
stealing	disgust	0.562	kuiba
terrible	disgust	0.562	ya kutisha
tyrannical	disgust	0.562	dhalimu
humiliation	disgust	0.562	unyonge
snake	disgust	0.562	nyoka
sloppy	disgust	0.562	mzembe
sinning	disgust	0.562	kutenda dhambi
harmful	disgust	0.562	madhara
harlot	disgust	0.562	kahaba
sordid	disgust	0.562	mchafu
enemy	disgust	0.562	adui
alcoholism	disgust	0.562	ulevi
awful	disgust	0.562	mbaya
ruthless	disgust	0.562	wasio na huruma
scoundrel	disgust	0.562	mhuni
bloody	disgust	0.555	damu
flabby	disgust	0.555	flabby
odious	disgust	0.555	yenye kuchukiza
beastly	disgust	0.555	kinyama
collusion	disgust	0.555	kula njama
ridicule	disgust	0.555	dhihaka
discriminating	disgust	0.555	kubagua
unattractive	disgust	0.555	isiyovutia
insufferable	disgust	0.555	isiyoweza kuvumilika
segregate	disgust	0.555	kutenganisha
arsenic	disgust	0.555	arseniki
threatening	disgust	0.555	kutisha
atrophy	disgust	0.555	kudhoofika
varicella	disgust	0.555	varisela
slayer	disgust	0.555	mwuaji
distaste	disgust	0.555	chukizo
coward	disgust	0.555	mwoga
robbery	disgust	0.555	wizi
wickedness	disgust	0.555	uovu
anathema	disgust	0.547	anathema
malevolent	disgust	0.547	mbaya
sty	disgust	0.547	mtindo
pillage	disgust	0.547	uporaji
thief	disgust	0.547	mwizi
suffocating	disgust	0.547	kukosa hewa
condemnation	disgust	0.547	hukumu
deleterious	disgust	0.547	ya kufuta
slur	disgust	0.547	matusi
purgatory	disgust	0.547	toharani
attacking	disgust	0.547	kushambulia
burglar	disgust	0.547	mwizi
ogre	disgust	0.547	zimwi
coercion	disgust	0.547	kulazimisha
vesicular	disgust	0.547	vesicular
miserable	disgust	0.547	huzuni
bitterly	disgust	0.547	kwa uchungu
sneer	disgust	0.539	dharau
greedy	disgust	0.539	mwenye tamaa
gob	disgust	0.539	gob
repellant	disgust	0.539	ya kukataa
jealous	disgust	0.539	mwenye wivu
drunken	disgust	0.539	mlevi
shame	disgust	0.539	aibu
thrash	disgust	0.539	thrash
fatty	disgust	0.539	mafuta
liar	disgust	0.539	mwongo
imprisoned	disgust	0.539	kufungwa
sloth	disgust	0.539	mvivu
repudiation	disgust	0.539	kukataliwa
disgrace	disgust	0.539	fedheha
infidelity	disgust	0.539	ukafiri
pig	disgust	0.539	nguruwe
lethal	disgust	0.536	hatari
burnt	disgust	0.531	kuchomwa moto
brawl	disgust	0.531	rabsha
withered	disgust	0.531	iliyonyauka
blemish	disgust	0.531	doa
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	kupotoka
smuggler	disgust	0.531	mfanya magendo
painful	disgust	0.531	chungu
condescension	disgust	0.531	unyenyekevu
intolerant	disgust	0.531	kutovumilia
blasphemous	disgust	0.531	kukufuru
lying	disgust	0.531	uongo
hanging	disgust	0.531	kunyongwa
travesty	disgust	0.531	uzembe
ruined	disgust	0.531	kuharibiwa
intrusive	disgust	0.531	intrusive
disintegrate	disgust	0.531	kusambaratika
destructive	disgust	0.531	uharibifu
neurotic	disgust	0.531	ugonjwa wa neva
disparaging	disgust	0.523	kudhalilisha
blighted	disgust	0.523	kuharibiwa
intolerance	disgust	0.523	kutovumilia
mistress	disgust	0.523	bibi
avarice	disgust	0.523	ubadhirifu
disgraced	disgust	0.523	fedheha
derogation	disgust	0.523	kudharauliwa
rubbish	disgust	0.523	takataka
accusation	disgust	0.523	mashtaka
incarceration	disgust	0.523	kufungwa
tortious	disgust	0.516	mwenye mateso
dishonor	disgust	0.516	aibu
stink	disgust	0.516	uvundo
grim	disgust	0.516	mbaya
rob	disgust	0.516	kuiba
defraud	disgust	0.516	udanganyifu
sump	disgust	0.516	sump
cringe	disgust	0.516	chechemea
vulture	disgust	0.516	tai
deplorable	disgust	0.516	ya kusikitisha
mite	disgust	0.516	mchwa
eradication	disgust	0.516	kutokomeza
degrade	disgust	0.516	haribu
gutter	disgust	0.516	mfereji wa maji
convict	disgust	0.516	hatia
remains	disgust	0.516	mabaki
betray	disgust	0.516	kusaliti
daemon	disgust	0.516	daemoni
sham	disgust	0.509	sham
distasteful	disgust	0.508	ya kuchukiza
prisoner	disgust	0.508	mfungwa
dreadfully	disgust	0.508	kwa kutisha
worthless	disgust	0.508	isiyo na thamani
crude	disgust	0.508	ghafi
delirium	disgust	0.508	delirium
incurable	disgust	0.508	isiyoweza kupona
smelling	disgust	0.508	kunusa
idiocy	disgust	0.508	ujinga
resentment	disgust	0.508	chuki
bombed	disgust	0.508	kupigwa mabomu
blob	disgust	0.508	blob
cheat	disgust	0.508	kudanganya
schizophrenia	disgust	0.508	skizofrenia
rejection	disgust	0.508	kukataliwa
belittle	disgust	0.508	duni
glut	disgust	0.508	glut
disaster	disgust	0.508	janga
distress	disgust	0.508	dhiki
pest	disgust	0.508	wadudu
endemic	disgust	0.508	endemic
theft	disgust	0.500	wizi
banish	disgust	0.500	fukuza
mire	disgust	0.500	matope
flagrant	disgust	0.500	mkali
derision	disgust	0.500	dhihaka
dirt	disgust	0.500	uchafu
screaming	disgust	0.500	kupiga kelele
offense	disgust	0.500	kosa
jealousy	disgust	0.500	wivu
bribery	disgust	0.500	rushwa
polemic	disgust	0.500	polemic
blight	disgust	0.500	doa
impeach	disgust	0.500	mashtaka
bitterness	disgust	0.500	uchungu
taboo	disgust	0.500	mwiko
duress	disgust	0.500	shinikizo
goblin	disgust	0.500	goblin
shackle	disgust	0.500	pingu
idolatry	disgust	0.500	ibada ya sanamu
greed	disgust	0.500	uchoyo
impurity	disgust	0.500	uchafu
tirade	disgust	0.500	tirade
idiot	disgust	0.492	mjinga
boil	disgust	0.492	chemsha
unconscionable	disgust	0.492	asiye na fahamu
disreputable	disgust	0.492	asiyeheshimika
robber	disgust	0.492	mwizi
malign	disgust	0.492	dhuluma
wreck	disgust	0.492	ajali
recession	disgust	0.492	kushuka kwa uchumi
gorge	disgust	0.492	korongo
leer	disgust	0.492	leer
ill	disgust	0.492	mgonjwa
squirm	disgust	0.492	squirm
raging	disgust	0.484	hasira
servile	disgust	0.484	mtumishi
mess	disgust	0.484	fujo
nappy	disgust	0.484	nepi
possessed	disgust	0.484	mwenye mali
unbearable	disgust	0.484	isiyovumilika
occult	disgust	0.484	uchawi
contraband	disgust	0.484	magendo
snarl	disgust	0.484	piga kelele
mutiny	disgust	0.484	maasi
mad	disgust	0.484	wazimu
affliction	disgust	0.484	mateso
stain	disgust	0.484	doa
animosity	disgust	0.484	uadui
contempt	disgust	0.484	dharau
tramp	disgust	0.484	jambazi
nepotism	disgust	0.484	upendeleo
disrespectful	disgust	0.484	wasio na heshima
defamation	disgust	0.484	kashfa
inexcusable	disgust	0.484	isiyo na udhuru
aversation	disgust	0.484	chukizo
wasteful	disgust	0.484	fujo
offender	disgust	0.484	mkosaji
subjugation	disgust	0.484	kutiishwa
illegality	disgust	0.477	uharamu
dismal	disgust	0.477	huzuni
criminal	disgust	0.477	jinai
unpleasant	disgust	0.477	isiyopendeza
