English Word	Emotion	Emotion-Intensity-Score	Yiddish Word
repay	anticipation	0.492	צוריקצאָלן
gaping	anticipation	0.492	גאַפּינג
youth	anticipation	0.492	יוגנט
parole	anticipation	0.492	פּאַראָל
worry	anticipation	0.492	זארגן
bless	anticipation	0.492	בענטשן
restorative	anticipation	0.492	רעסטאָראַטיוו
court	anticipation	0.492	פּלאַץ
highest	anticipation	0.491	העכסטן
shortly	anticipation	0.484	באלד
auspicious	anticipation	0.484	גינסטיק
princely	anticipation	0.484	פּרינץ
correspondence	anticipation	0.484	מיטשטימונג
generosity	anticipation	0.484	ברייטהאַרציקייט
sparkle	anticipation	0.484	פינקלען
voluptuous	anticipation	0.484	וווילטויק
happen	anticipation	0.484	פּאַסירן
tremor	anticipation	0.484	טרעמער
letter	anticipation	0.484	בריוו
vow	anticipation	0.484	נדר
sharpen	anticipation	0.484	שלייַפן
duel	anticipation	0.484	דועל
conjure	anticipation	0.484	קאַנדזשער
threaten	anticipation	0.484	סטראַשען
god	anticipation	0.484	גאָט
engulf	anticipation	0.484	פאַרניכטן
unexplained	anticipation	0.484	אומדערקלערט
contagion	anticipation	0.484	קאַנטיידזשאַן
glorify	anticipation	0.477	אכפערן
submit	anticipation	0.477	פאָרלייגן
enroll	anticipation	0.477	פאַרשרייַבן
unification	anticipation	0.477	פֿאַראייניקונג
gravitate	anticipation	0.477	גראַוויטירן
glide	anticipation	0.477	גליטשן
accompaniment	anticipation	0.477	אַקאַמפּנימאַנט
cherish	anticipation	0.477	אָפיטן
adore	anticipation	0.477	אַדאָר
powerful	anticipation	0.477	שטאַרק
clue	anticipation	0.477	קלו
medal	anticipation	0.477	מעדאַל
contemplate	anticipation	0.477	באַטראַכטן
perilous	anticipation	0.477	געפערלעך
determinate	anticipation	0.477	באַשטימען
arbitration	anticipation	0.477	אַרביטריישאַן
recipient	anticipation	0.477	באַקומער
onset	anticipation	0.477	אָנסעט
predispose	anticipation	0.477	פּרידיספּאָוזד
score	anticipation	0.477	כעזשבן
torture	anticipation	0.477	פּייַניקונג
glow	anticipation	0.477	שייַנען
praiseworthy	anticipation	0.473	לויבן
football	anticipation	0.469	פוטבאָל
scare	anticipation	0.469	יבערשרעקן
elite	anticipation	0.469	עליט
unknown	anticipation	0.469	אומבאַקאַנט
precursor	anticipation	0.469	פּריקערסער
pry	anticipation	0.469	ויסקוקן
providing	anticipation	0.469	פּראַוויידינג
sweets	anticipation	0.469	זיסוואַרג
cautious	anticipation	0.469	פארזיכטיק
opera	anticipation	0.469	אָפּעראַ
motion	anticipation	0.469	באַוועגונג
cash	anticipation	0.469	געלט
creeping	anticipation	0.469	קריכן
invoke	anticipation	0.469	אָנרופן
star	anticipation	0.469	שטערן
shaky	anticipation	0.469	שוידערלעך
production	anticipation	0.469	פּראָדוקציע
successful	anticipation	0.469	מצליח
immediately	anticipation	0.469	מיד
dawn	anticipation	0.469	פאַרטאָג
starry	anticipation	0.469	שטערן
unsurpassed	anticipation	0.469	אַנסערפּאַסט
completion	anticipation	0.469	קאַמפּלישאַן
hire	anticipation	0.469	אָנשטעלן
fete	anticipation	0.469	פעטע
commemorative	anticipation	0.461	קאַמעמעראַטיוו
shining	anticipation	0.461	שייַנען
testament	anticipation	0.461	טעסטאַמענט
pay	anticipation	0.461	באַצאָלן
alive	anticipation	0.461	לעבעדיק
plight	anticipation	0.461	קלעם
preliminary	anticipation	0.461	פּרילימאַנערי
overture	anticipation	0.461	יבערקערן
sanctuary	anticipation	0.461	מיזבייעך
regatta	anticipation	0.461	רעגאַטטאַ
draft	anticipation	0.461	פּלאַן
synchronize	anticipation	0.461	סינגקראַנייז
soundness	anticipation	0.461	געזונטקייט
extricate	anticipation	0.461	אויסשטרעקן
excel	anticipation	0.461	יקסעל
punt	anticipation	0.461	punt
untold	anticipation	0.461	אומדערציילט
brilliant	anticipation	0.461	בריליאַנט
cheerfulness	anticipation	0.461	פריילעכקייט
jeopardy	anticipation	0.461	סאַקאָנע
friendly	anticipation	0.461	פרייַנדלעך
mail	anticipation	0.461	פּאָסט
unexpected	anticipation	0.453	אומגעריכט
basketball	anticipation	0.453	קוישבאָל
inaugural	anticipation	0.453	ינאָגיעראַל
supremacy	anticipation	0.453	העכערקייט
rehabilitation	anticipation	0.453	ריכאַבילאַטיישאַן
intimately	anticipation	0.453	ינטאַמאַטיק
career	anticipation	0.453	קאַריערע
prevention	anticipation	0.453	פאַרהיטונג
renovate	anticipation	0.453	רעמאָנטירן
compliment	anticipation	0.453	קאָמפּלימענט
prologue	anticipation	0.453	פּראָלאָג
elegance	anticipation	0.453	עלאַגאַנס
complement	anticipation	0.453	דערגאַנג
flinch	anticipation	0.453	קריכן זיך
infinity	anticipation	0.453	ומענדיקייַט
perpetuity	anticipation	0.453	אייביקייט
sunset	anticipation	0.453	זונ - ונטערגאַנג
improve	anticipation	0.453	פֿאַרבעסערן
fitting	anticipation	0.445	פּאַסן
confidence	anticipation	0.445	צוטרוי
concealment	anticipation	0.445	באַהאַלטן
sweet	anticipation	0.445	זיס
perfect	anticipation	0.445	גאנץ
epidemic	anticipation	0.445	עפידעמיע
fain	anticipation	0.445	fain
volunteer	anticipation	0.445	פרייַוויליקער
share	anticipation	0.445	טיילן
surround	anticipation	0.445	אַרומרינגלען
conjecture	anticipation	0.445	קאָנדזשעקטורע
sun	anticipation	0.445	זון
veracity	anticipation	0.445	אמת
serial	anticipation	0.438	סיריאַל
angel	anticipation	0.438	מלאך
aloha	anticipation	0.438	אַלאָהאַ
saint	anticipation	0.438	הייליקער
tickle	anticipation	0.438	קיצלען
superstitious	anticipation	0.438	גלייבלעך
ferment	anticipation	0.438	פערמענט
conservation	anticipation	0.438	קאַנסערוויישאַן
devout	anticipation	0.438	פרום
respect	anticipation	0.438	רעספּעקט
reconstruction	anticipation	0.438	ריקאַנסטראַקשאַן
goodness	anticipation	0.438	גוטסקייט
reconstruct	anticipation	0.438	רעקאָנסטרוירן
faith	anticipation	0.438	אמונה
recombination	anticipation	0.438	רעקאָמבינאַטיאָן
prepared	anticipation	0.438	צוגעגרייט
rabid	anticipation	0.438	מעשוגע
plea	anticipation	0.438	בעטן
medical	anticipation	0.438	מעדיציניש
passenger	anticipation	0.438	פּאַסאַזשיר
charitable	anticipation	0.430	צדקה
tabulate	anticipation	0.430	טאַבלעט
peace	anticipation	0.430	שלום
install	anticipation	0.430	ינסטאַלירן
serenity	anticipation	0.430	קלאָרקייט
venerable	anticipation	0.430	ערעוודיק
spa	anticipation	0.430	ספּאַ
labyrinth	anticipation	0.430	לאַבירינטה
luscious	anticipation	0.430	געשמאַק
perpetuate	anticipation	0.430	פאַראייביקן
strategist	anticipation	0.430	סטראַטעג
unverified	anticipation	0.430	אַנוועראַפייד
tribunal	anticipation	0.430	טריבונאַל
clap	anticipation	0.430	קלאַפּן
peaceful	anticipation	0.422	פרידלעך
patience	anticipation	0.422	געדולד
unresolved	anticipation	0.422	אַנריזאַלד
worship	anticipation	0.422	דינען
edification	anticipation	0.422	אויפבויען
oasis	anticipation	0.422	אָאַזיס
grin	anticipation	0.422	שמייכלען
revere	anticipation	0.422	כבוד
candid	anticipation	0.422	אָפנהאַרציק
vista	anticipation	0.422	וויסטאַ
conspirator	anticipation	0.422	קאָנספּיראַטאָר
adrift	anticipation	0.422	אַדריפט
recognizable	anticipation	0.422	רעקאַגנייזאַבאַל
volatility	anticipation	0.422	וואַלאַטילאַטי
forestall	anticipation	0.422	פאָרסטאָל
laughter	anticipation	0.422	געלעכטער
continue	anticipation	0.414	פאָרזעצן
ongoing	anticipation	0.414	אָנגאָינג
astrologer	anticipation	0.414	אַסטראָלאָג
mediate	anticipation	0.414	פאַרמיטלען
punctual	anticipation	0.414	אויף צייט
grant	anticipation	0.414	שענקען
morn	anticipation	0.414	מאָרגן
pretty	anticipation	0.414	שיין
withstand	anticipation	0.414	וויטסטאַנד
frisky	anticipation	0.414	פריסקי
thought	anticipation	0.414	געדאַנק
probation	anticipation	0.414	פּראָוביישאַן
ordination	anticipation	0.414	אָרדאַניישאַן
calls	anticipation	0.414	רופט
detainee	anticipation	0.414	אַרעסטאַנט
craps	anticipation	0.414	קראַפּס
weigh	anticipation	0.414	וואָג
proficiency	anticipation	0.414	באַהאַוונטקייט
sing	anticipation	0.411	זינגען
continuation	anticipation	0.406	המשך
university	anticipation	0.406	אוניווערסיטעט
chicane	anticipation	0.406	טשיקאַן
nurture	anticipation	0.406	נערטשער
mother	anticipation	0.406	מוטער
punished	anticipation	0.406	באשטראפט
twinkle	anticipation	0.406	פינקלען
confession	anticipation	0.406	קאָנפעסיע
outdo	anticipation	0.406	אויסשטרעקן
prophylactic	anticipation	0.406	פּראַפילאַקטיק
proud	anticipation	0.406	שטאָלץ
midwife	anticipation	0.406	אַקושערקע
wizard	anticipation	0.406	מאַזעק
headlight	anticipation	0.406	כעדלייכט
long	anticipation	0.406	לאַנג
banquet	anticipation	0.406	באַנקעט
comfort	anticipation	0.406	טרייסטן
navigable	anticipation	0.406	נאַוואַגאַבאַל
subscribe	anticipation	0.406	אַבאָנירן
opponent	anticipation	0.406	קעגנער
debenture	anticipation	0.406	דיבענטורע
deal	anticipation	0.402	האַנדלען
symphony	anticipation	0.398	סימפאָניע
saintly	anticipation	0.398	הייליק
judiciary	anticipation	0.398	דזשודישיערי
lettered	anticipation	0.398	אותיות
vigil	anticipation	0.398	וואַך
reliance	anticipation	0.398	צוטרוי
distracting	anticipation	0.398	דיסטראַקטינג
mortification	anticipation	0.398	מאָרפיקאַטיאָן
balm	anticipation	0.398	באַלזאַם
simmer	anticipation	0.398	מליען
top	anticipation	0.398	אויבן
obliging	anticipation	0.398	אַבליידזשד
efficient	anticipation	0.398	עפעקטיוו
guillotine	anticipation	0.398	גיליאטינע
representing	anticipation	0.398	רעפּריזענטינג
death	anticipation	0.398	טויט
assurance	anticipation	0.391	פארזיכערונג
familiarity	anticipation	0.391	פאַמיליעראַטי
depraved	anticipation	0.391	פאַרדאָרבן
condemnation	anticipation	0.391	פאַרשילטן
undoubted	anticipation	0.391	בלי ספק
sanctify	anticipation	0.391	פאַרהייליקן
diplomacy	anticipation	0.391	דיפּלאָומאַסי
antidote	anticipation	0.391	קעגנגיפט
trust	anticipation	0.391	צוטרוי
linger	anticipation	0.391	זאַמענ זיך
objective	anticipation	0.391	אָביעקטיוו
chuckle	anticipation	0.391	לאַכן
poke	anticipation	0.391	שטורכען
abeyance	anticipation	0.391	אַבייאַנס
maternal	anticipation	0.391	מוטערלעך
art	anticipation	0.391	קונסט
unfulfilled	anticipation	0.391	אַנפולפילד
inoculation	anticipation	0.384	ינאַקיאַליישאַן
simplify	anticipation	0.383	פאַרפּאָשעטערן
depend	anticipation	0.383	אָפענגען
chant	anticipation	0.383	געזאַנג
ram	anticipation	0.383	באַראַן
banger	anticipation	0.383	banger
playground	anticipation	0.383	שפּילפּלאַץ
labor	anticipation	0.383	אַרבעט
scientist	anticipation	0.383	געלערנטער
good	anticipation	0.383	גוט
humanitarian	anticipation	0.383	כיומאַנאַטעריאַן
failing	anticipation	0.383	פיילינג
hap	anticipation	0.383	האַפּ
dutiful	anticipation	0.383	פליכטיג
hymn	anticipation	0.383	הימען
ship	anticipation	0.383	שיף
discretion	anticipation	0.383	דיסקרעשאַן
undecided	anticipation	0.383	ניט באַשלאָסן
gradual	anticipation	0.375	גראַדזשואַל
navigator	anticipation	0.375	נאַוויגאַטאָר
track	anticipation	0.375	שפּור
cradle	anticipation	0.375	וויגעלע
sterling	anticipation	0.375	סטערלינג
interim	anticipation	0.375	ינטערים
clock	anticipation	0.375	זייגער
mountain	anticipation	0.375	באַרג
interminable	anticipation	0.375	אינטערמאַנאַבאַל
public	anticipation	0.375	עפנטלעך
recurrent	anticipation	0.375	ריקעראַנט
savor	anticipation	0.375	גוסטירן
abide	anticipation	0.367	בלייבן
concealed	anticipation	0.367	באַהאַלטן
spear	anticipation	0.367	שפּיז
lesson	anticipation	0.367	לעקציע
instructions	anticipation	0.367	ינסטראַקשאַנז
sonar	anticipation	0.367	sonar
biennial	anticipation	0.367	בייעניאַל
convince	anticipation	0.367	איבערצייגן
whim	anticipation	0.367	קאַפּריז
shiver	anticipation	0.367	ציטערן
towering	anticipation	0.367	טאָוערינג
musical	anticipation	0.367	מוזיקאַליש
offset	anticipation	0.359	אָפסעט
theory	anticipation	0.359	טעאָריע
theology	anticipation	0.359	טעאָלאָגיע
undying	anticipation	0.359	ומבאַקוועם
timidity	anticipation	0.359	שרעק
plump	anticipation	0.359	פליישיק
atone	anticipation	0.359	כפרה
audience	anticipation	0.357	וילעם
dietary	anticipation	0.352	דייאַטערי
consecration	anticipation	0.352	קאַנסאַקריישאַן
localize	anticipation	0.352	לאָקאַליזירן
paragon	anticipation	0.352	פּאַראַגאָן
store	anticipation	0.352	קראָם
farm	anticipation	0.352	פאַרם
daily	anticipation	0.352	טעגלעך
cramp	anticipation	0.352	קראַמפּ
nobility	anticipation	0.352	אדלשטאנד
closure	anticipation	0.352	קלאָוזשער
edition	anticipation	0.352	אויסגאבע
kindred	anticipation	0.352	קרובים
stripped	anticipation	0.344	אויסגעטוען
errand	anticipation	0.344	אַרבעט
archaeology	anticipation	0.344	אַרכעאָלאָגיע
mutable	anticipation	0.344	מיוטאַבאַל
wireless	anticipation	0.344	וויירליס
meditate	anticipation	0.344	קלערן
mobile	anticipation	0.344	רירעוודיק
germ	anticipation	0.336	גערמע
brotherly	anticipation	0.336	ברודערלעך
lessen	anticipation	0.336	פאַרמינערן
unbeaten	anticipation	0.336	אומגעשלאגן
pare	anticipation	0.336	pare
buddy	anticipation	0.336	חבר
unaccountable	anticipation	0.336	אומפאַראַנטוואָרטלעכקייט
dove	anticipation	0.328	טויב
patient	anticipation	0.328	פּאַציענט
secular	anticipation	0.328	וועלטלעך
digress	anticipation	0.328	דיגרעסס
chastity	anticipation	0.328	ריינקייַט
council	anticipation	0.328	ראַט
olfactory	anticipation	0.328	אָלפאַקטאָרי
ribbon	anticipation	0.328	בענד
possess	anticipation	0.328	פאַרמאָגן
disposed	anticipation	0.320	דיספּאָוזד
scrutinize	anticipation	0.320	דורכקוקן
immature	anticipation	0.320	ומצייַטיק
mediator	anticipation	0.320	פארמיטלער
regularity	anticipation	0.320	רעגיאַלעראַטי
cove	anticipation	0.320	קאָווע
infanticide	anticipation	0.320	קינדער מאָרד
