English Word	Emotion	Emotion-Intensity-Score	Welsh Word
infantile	disgust	0.422	babanaidd
wasting	disgust	0.422	gwastraffu
hairy	disgust	0.422	blewog
nicotine	disgust	0.422	nicotin
denunciation	disgust	0.422	ymwadiad
collapse	disgust	0.422	llewyg
untidy	disgust	0.422	blêr
ferocious	disgust	0.422	ffyrnig
ammonia	disgust	0.422	amonia
carelessness	disgust	0.422	diofalwch
impure	disgust	0.422	amhur
contentious	disgust	0.422	cynhennus
bum	disgust	0.422	bwm
affront	disgust	0.422	sarhau
offend	disgust	0.422	troseddu
tarnish	disgust	0.422	llychwino
idiotic	disgust	0.422	idiotaidd
badness	disgust	0.422	drygioni
delinquent	disgust	0.422	tramgwyddus
swarm	disgust	0.422	haid
hypertrophy	disgust	0.422	hypertroffedd
gush	disgust	0.422	gush
tasteless	disgust	0.422	di-chwaeth
bovine	disgust	0.422	buchol
slush	disgust	0.422	slush
litigious	disgust	0.414	cyfreithgar
dishonesty	disgust	0.414	anonestrwydd
vegetative	disgust	0.414	llysieuol
unfavorable	disgust	0.414	anffafriol
displacency	disgust	0.414	dadleoliad
illegitimate	disgust	0.414	anghyfreithlon
sour	disgust	0.414	sur
socialism	disgust	0.414	sosialaeth
disobey	disgust	0.414	anufuddhau
drivel	disgust	0.414	gyrrul
vampire	disgust	0.414	fampir
neglected	disgust	0.414	hesgeuluso
murky	disgust	0.414	muriog
ignorant	disgust	0.406	anwybodus
disgruntled	disgust	0.406	anfodlon
discontinuity	disgust	0.406	diffyg parhad
dislike	disgust	0.406	ddim yn hoffi
unlawful	disgust	0.406	anghyfreithlon
wrongdoing	disgust	0.406	camwedd
shoplifting	disgust	0.406	dwyn o siopau
recidivism	disgust	0.406	atgwympo
outcast	disgust	0.406	alltud
bogus	disgust	0.406	ffug
displeasure	disgust	0.406	anfodlonrwydd
repel	disgust	0.406	gwrthyrru
falsify	disgust	0.406	ffugio
ungrateful	disgust	0.406	anniolchgar
unkind	disgust	0.406	angharedig
phony	disgust	0.406	ffoni
prosecution	disgust	0.406	erlyniad
woe	disgust	0.398	gwae
averse	disgust	0.398	gwrthun
loon	disgust	0.398	loon
worsening	disgust	0.398	gwaethygu
paucity	disgust	0.398	prinder
unnatural	disgust	0.398	annaturiol
amphetamines	disgust	0.398	amffetaminau
senseless	disgust	0.398	disynnwyr
rigor	disgust	0.398	llymder
subvert	disgust	0.398	gwyrdroi
failure	disgust	0.398	methiant
lick	disgust	0.398	llyfu
unruly	disgust	0.398	afreolus
woefully	disgust	0.398	yn druenus
stingy	disgust	0.398	stingy
crushing	disgust	0.398	gwasgu
disdain	disgust	0.398	dirmyg
insult	disgust	0.393	sarhad
averseness	disgust	0.391	anghysurusrwydd
disrelish	disgust	0.391	digalonni
punished	disgust	0.391	cosbi
critter	disgust	0.391	creadur
damage	disgust	0.391	difrod
scorpion	disgust	0.391	sgorpion
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	ffarsig
antisocial	disgust	0.391	gwrthgymdeithasol
hardened	disgust	0.391	caledu
punishment	disgust	0.391	cosb
bad	disgust	0.391	drwg
expel	disgust	0.391	diarddel
surly	disgust	0.383	suriog
lament	disgust	0.383	galarnad
illiterate	disgust	0.383	anllythrennog
divorce	disgust	0.383	ysgariad
teeming	disgust	0.383	yn ferw
plagiarism	disgust	0.383	llên-ladrad
eviction	disgust	0.383	troi allan
orc	disgust	0.383	orc
disappoint	disgust	0.383	siomi
shabby	disgust	0.383	di-raen
presumptuous	disgust	0.383	rhyfygus
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	anghytgord
guilt	disgust	0.383	euogrwydd
fugitive	disgust	0.383	ffo
irrational	disgust	0.383	afresymegol
adder	disgust	0.383	gwiber
fulsome	disgust	0.383	fulsome
sacrifices	disgust	0.383	ebyrth
hypocritical	disgust	0.383	rhagrithiol
shock	disgust	0.375	sioc
alienation	disgust	0.375	dieithrwch
scoff	disgust	0.375	gwatwar
plight	disgust	0.375	cyflwr
irritation	disgust	0.375	llid
unworthy	disgust	0.375	annheilwng
misconduct	disgust	0.375	camymddygiad
defective	disgust	0.375	diffygiol
blame	disgust	0.375	bai
depressing	disgust	0.375	digalon
dislocated	disgust	0.375	dadleoli
irritating	disgust	0.375	cythruddo
vainly	disgust	0.367	ofer
toad	disgust	0.367	llyffant
powerless	disgust	0.367	di-rym
coerce	disgust	0.367	gorfodaeth
shuddering	disgust	0.367	crynu
stripped	disgust	0.367	stripio
revoke	disgust	0.367	dirymu
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	afiach
exclusion	disgust	0.367	gwahardd
disillusionment	disgust	0.367	dadrithiad
blatant	disgust	0.367	amlwg
hurtful	disgust	0.367	niweidiol
hoax	disgust	0.367	ffug
wimp	disgust	0.367	gwimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	pitw
squelch	disgust	0.367	gwichian
deserted	disgust	0.359	anghyfannedd
damn	disgust	0.359	damn
incompatible	disgust	0.359	anghydnaws
dispose	disgust	0.359	gwared
oddity	disgust	0.359	odrwydd
rebellion	disgust	0.359	gwrthryfel
ineptitude	disgust	0.359	anallu
bug	disgust	0.359	byg
disobedience	disgust	0.359	anufudd-dod
inept	disgust	0.352	anaddas
litigate	disgust	0.352	ymgyfreithio
dismissal	disgust	0.352	diswyddiad
cutting	disgust	0.352	torri
untoward	disgust	0.352	anwastad
displeased	disgust	0.352	anfodlon
censor	disgust	0.352	sensor
ridiculous	disgust	0.352	chwerthinllyd
compost	disgust	0.352	compost
frustrate	disgust	0.352	rhwystredig
misbehavior	disgust	0.352	camymddwyn
lawyer	disgust	0.352	cyfreithiwr
crushed	disgust	0.352	mâl
flesh	disgust	0.352	cnawd
uncertain	disgust	0.352	ansicr
obi	disgust	0.352	obi
flinch	disgust	0.352	fflys
fierce	disgust	0.352	ffyrnig
wrongful	disgust	0.352	anghyfiawn
depreciate	disgust	0.344	dibrisio
disapprove	disgust	0.344	anghymeradwyo
tearful	disgust	0.344	dagreuol
grumble	disgust	0.336	grwgnach
unsettled	disgust	0.336	ansefydlog
annoy	disgust	0.336	blin
exigent	disgust	0.336	dirfawr
heartsick	disgust	0.336	tost calon
lawsuit	disgust	0.336	chyngaws
discoloration	disgust	0.336	afliwiad
lumpy	disgust	0.336	talpiog
daft	disgust	0.336	gwirion
blunder	disgust	0.336	blunder
discontent	disgust	0.336	anniddigrwydd
bickering	disgust	0.336	cecru
thoughtless	disgust	0.336	difeddwl
disliked	disgust	0.336	ddim yn hoffi
disinclination	disgust	0.336	dadguddiad
distrust	disgust	0.336	drwgdybiaeth
disallowed	disgust	0.336	anghymeradwy
instability	disgust	0.328	ansefydlogrwydd
hydrophobia	disgust	0.328	hydroffobia
whine	disgust	0.328	gwynfan
inhibit	disgust	0.328	llesteirio
excluded	disgust	0.328	eithriedig
provoking	disgust	0.328	pryfocio
grievance	disgust	0.328	achwyn
unmanageable	disgust	0.328	anhylaw
sly	disgust	0.328	slei
exasperation	disgust	0.328	gorfoledd
cacophony	disgust	0.328	cacophony
unsatisfactory	disgust	0.328	anfoddhaol
disappointed	disgust	0.328	siomedig
materialist	disgust	0.328	materol
misleading	disgust	0.321	camarweiniol
mishap	disgust	0.320	anffawd
soot	disgust	0.320	huddygl
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	ymwadu
annoyance	disgust	0.320	annifyrrwch
disapproving	disgust	0.320	anghymeradwyo
disservice	disgust	0.320	anghymwynas
reproach	disgust	0.320	gwaradwydd
confined	disgust	0.320	cyfyng
unequal	disgust	0.320	anghyfartal
rags	disgust	0.320	carpiau
groan	disgust	0.320	griddfan
soil	disgust	0.312	pridd
inappropriate	disgust	0.312	amhriodol
criticize	disgust	0.312	beirniadu
disincline	disgust	0.312	anghytunedd
theism	disgust	0.312	theistiaeth
depreciated	disgust	0.312	dibrisio
inconsiderate	disgust	0.312	anystyriol
overpriced	disgust	0.312	gorbris
stomach	disgust	0.312	stumog
burke	disgust	0.312	bwrc
sneeze	disgust	0.312	Tisian
gall	disgust	0.305	bustl
bang	disgust	0.305	glec
inadmissible	disgust	0.305	annerbyniadwy
unfriendly	disgust	0.305	anghyfeillgar
unaccountable	disgust	0.305	anatebol
disparity	disgust	0.305	gwahaniaeth
latent	disgust	0.305	cudd
disliking	disgust	0.305	atgasedd
shack	disgust	0.305	shack
grumpy	disgust	0.305	sarrug
coop	disgust	0.304	cwp
disappointment	disgust	0.297	siomiant
scold	disgust	0.297	ysgarth
delay	disgust	0.297	oedi
congress	disgust	0.297	cyngres
growling	disgust	0.297	crychlyd
backwards	disgust	0.297	yn ol
soreness	disgust	0.297	dolur
disregarded	disgust	0.297	diystyru
rogue	disgust	0.297	twyllodrus
lonely	disgust	0.297	unig
notoriety	disgust	0.289	enwogrwydd
catechism	disgust	0.289	catecism
flop	disgust	0.289	fflop
infamous	disgust	0.289	anenwog
janitor	disgust	0.289	porthor
nettle	disgust	0.289	danadl
saturated	disgust	0.281	dirlawn
prohibited	disgust	0.281	gwaharddedig
gaby	disgust	0.281	gabi
wince	disgust	0.281	wince
desist	disgust	0.281	ymatal
unfair	disgust	0.281	annheg
aftermath	disgust	0.281	canlyn
remiss	disgust	0.281	esgeuluso
tribunal	disgust	0.273	tribiwnlys
discolored	disgust	0.273	afliwiedig
wrangling	disgust	0.273	ymgecru
uneasy	disgust	0.273	anesmwyth
huff	disgust	0.273	hwff
weird	disgust	0.266	rhyfedd
impolite	disgust	0.266	anghwrtais
swig	disgust	0.266	swig
crawl	disgust	0.266	cropian
unsatisfied	disgust	0.266	anfoddlon
inefficiency	disgust	0.266	aneffeithlonrwydd
frantic	disgust	0.266	gwyllt
bureaucrat	disgust	0.266	biwrocrat
politic	disgust	0.266	gwleidyddol
coldness	disgust	0.266	oerni
gruff	disgust	0.258	gruff
octopus	disgust	0.258	octopws
chagrin	disgust	0.258	chagrin
barrow	disgust	0.258	crug
copycat	disgust	0.258	copicat
incase	disgust	0.258	rhag ofn
rascal	disgust	0.258	rascal
sarcasm	disgust	0.258	coegni
instinctive	disgust	0.258	greddfol
misconception	disgust	0.250	camsyniad
disinclined	disgust	0.250	anghytunol
john	disgust	0.250	john
hulk	disgust	0.250	hulc
baboon	disgust	0.250	babwn
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	cwpanu
lose	disgust	0.250	colli
rook	disgust	0.242	roc
entangled	disgust	0.242	ymlynu
gratuitous	disgust	0.242	am ddim
scrub	disgust	0.242	prysgwydd
opponent	disgust	0.242	gwrthwynebwr
tariff	disgust	0.242	tariff
questionable	disgust	0.234	amheus
prolong	disgust	0.234	ymestyn
reluctance	disgust	0.234	amharodrwydd
lagging	disgust	0.234	lagio
misstatement	disgust	0.234	camddatganiad
resign	disgust	0.234	ymddiswyddo
unlucky	disgust	0.234	anlwcus
backwardness	disgust	0.234	backwardness
ineffectual	disgust	0.227	aneffeithiol
disqualified	disgust	0.227	diarddel
subsidy	disgust	0.227	cymhorthdal
reversal	disgust	0.227	gwrthdroi
default	disgust	0.227	rhagosodedig
fussy	disgust	0.227	ffyslyd
unpopular	disgust	0.227	amhoblogaidd
petroleum	disgust	0.219	petrolewm
intense	disgust	0.219	dwys
evade	disgust	0.219	osgoi
frowning	disgust	0.219	gwgu
weight	disgust	0.219	pwysau
dame	disgust	0.219	dammeg
donkey	disgust	0.211	asyn
actionable	disgust	0.211	gweithredadwy
tawny	disgust	0.211	brech
unhappy	disgust	0.211	anhapus
dandy	disgust	0.203	dandi
birch	disgust	0.203	bedw
speck	disgust	0.203	brycheuyn
hood	disgust	0.203	cwfl
owing	disgust	0.203	dyledus
desert	disgust	0.203	anialwch
indifference	disgust	0.203	difaterwch
awkwardness	disgust	0.203	lletchwithdod
rave	disgust	0.203	rêf
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	anghyfleus
howl	disgust	0.195	udo
dabbling	disgust	0.195	dablo
morals	disgust	0.195	moesau
misguided	disgust	0.195	cyfeiliornus
airs	disgust	0.195	aeron
gelatin	disgust	0.195	gelatin
fleece	disgust	0.195	cnu
monochrome	disgust	0.195	unlliw
lush	disgust	0.188	gwyrddlas
celebrity	disgust	0.188	enwog
avoid	disgust	0.188	osgoi
gent	disgust	0.188	boneddig
stalemate	disgust	0.188	stalemate
lesser	disgust	0.188	llai
sunk	disgust	0.180	suddo
nose	disgust	0.180	trwyn
laughable	disgust	0.180	chwerthinllyd
claimant	disgust	0.180	hawliwr
possession	disgust	0.180	meddiant
larger	disgust	0.164	mwy
pregnancy	disgust	0.164	beichiogrwydd
thrift	disgust	0.164	clustog Fair
undoubted	disgust	0.164	yn ddiamau
mouthful	disgust	0.164	llond ceg
hoot	disgust	0.164	hoot
sentence	disgust	0.156	brawddeg
misplace	disgust	0.156	camle
clamor	disgust	0.156	crochlefain
parrot	disgust	0.156	parot
obliging	disgust	0.156	gorfodi
nameless	disgust	0.148	dienw
bummer	disgust	0.148	bummer
elf	disgust	0.141	coblyn
feeling	disgust	0.141	teimlad
excellence	disgust	0.141	rhagoriaeth
gray	disgust	0.133	llwyd
asymmetry	disgust	0.133	anghymesuredd
turn	disgust	0.133	tro
clumsy	disgust	0.133	trwsgl
stall	disgust	0.133	stondin
bran	disgust	0.125	bran
finally	disgust	0.125	yn olaf
lord	disgust	0.125	arglwydd
nurture	disgust	0.117	meithrin
savor	disgust	0.117	sawrus
cove	disgust	0.117	cildraeth
winning	disgust	0.109	ennill
lemon	disgust	0.109	lemwn
powerful	disgust	0.102	nerthol
glitter	disgust	0.094	gliter
interior	disgust	0.086	tu mewn
mind	disgust	0.086	meddwl
interested	disgust	0.078	diddordeb
treat	disgust	0.078	trin
abundance	disgust	0.078	helaethrwydd
honest	disgust	0.055	onest
kite	disgust	0.055	barcud
humble	disgust	0.047	gostyngedig
tree	disgust	0.039	coeden
torture	fear	0.984	artaith
terrorist	fear	0.972	terfysgol
terrorists	fear	0.969	terfysgwyr
horrific	fear	0.969	erchyll
terrorism	fear	0.969	terfysgaeth
suicidebombing	fear	0.967	hunanfomio
kill	fear	0.962	lladd
homicidal	fear	0.959	lladdiad
catastrophe	fear	0.953	trychineb
annihilate	fear	0.953	difodi
murderer	fear	0.953	llofrudd
terror	fear	0.953	braw
dying	fear	0.948	yn marw
war	fear	0.942	Rhyfel
bombing	fear	0.938	bomio
bomb	fear	0.935	bom
missiles	fear	0.934	taflegrau
horror	fear	0.923	arswyd
brutality	fear	0.922	creulondeb
terrorize	fear	0.922	terfysgu
horrified	fear	0.922	arswydus
bloodthirsty	fear	0.922	gwaedlyd
murderous	fear	0.920	llofruddiol
massacre	fear	0.911	cyflafan
terrifying	fear	0.906	dychrynllyd
fatality	fear	0.906	marwolaeth
horrifying	fear	0.906	arswydus
demon	fear	0.906	cythraul
mutilation	fear	0.906	llurguniad
killing	fear	0.906	lladd
holocaust	fear	0.906	holocost
assassinate	fear	0.906	llofruddio
terrified	fear	0.906	dychryn
devastation	fear	0.906	dinistr
murder	fear	0.906	llofruddiaeth
horrors	fear	0.906	erchylltra
suicidal	fear	0.898	hunanladdol
assault	fear	0.891	ymosodiad
kidnap	fear	0.891	herwgipio
slaughter	fear	0.891	lladd
crucifixion	fear	0.891	croeshoeliad
doomed	fear	0.888	tynghedu
poisoned	fear	0.886	gwenwyno
suicide	fear	0.879	hunanladdiad
explosion	fear	0.879	ffrwydriad
deadly	fear	0.875	marwol
assassin	fear	0.875	llofrudd
annihilation	fear	0.875	difodiant
savagery	fear	0.875	anwaraidd
disaster	fear	0.875	trychineb
threatening	fear	0.875	bygythiol
slaughtering	fear	0.875	lladd
disastrous	fear	0.875	trychinebus
dismemberment	fear	0.875	dadelfeniad
suffocation	fear	0.875	mygu
rape	fear	0.870	treisio
hell	fear	0.860	uffern
homicide	fear	0.859	lladdiad
molestation	fear	0.859	molestu
bloodshed	fear	0.859	tywallt gwaed
barbaric	fear	0.859	barbaraidd
explosive	fear	0.859	ffrwydrol
warfare	fear	0.859	rhyfela
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	trasiedi
anthrax	fear	0.859	anthracs
demonic	fear	0.859	demonig
executioner	fear	0.859	dienyddiwr
dread	fear	0.859	dychryn
guillotine	fear	0.859	gilotîn
attacking	fear	0.859	ymosod
peril	fear	0.859	peryg
slaughterhouse	fear	0.859	lladd-dy
annihilated	fear	0.859	difodi
suffocating	fear	0.858	mygu
treachery	fear	0.856	bradwriaeth
fright	fear	0.853	braw
monster	fear	0.844	anghenfil
traumatic	fear	0.844	trawmatig
abomination	fear	0.844	ffieidd-dra
apocalypse	fear	0.844	apocalypse
slayer	fear	0.844	lladdwr
scare	fear	0.844	dychryn
morgue	fear	0.844	morgue
painful	fear	0.844	poenus
frightened	fear	0.844	ofnus
vengeance	fear	0.844	dialedd
scariest	fear	0.844	mwyaf brawychus
destroying	fear	0.844	dinistrio
execution	fear	0.844	dienyddiad
panicked	fear	0.844	mynd i banig
petrified	fear	0.844	caregog
afraid	fear	0.844	ofn
frightening	fear	0.844	brawychus
drown	fear	0.844	boddi
bombardment	fear	0.844	peledu
death	fear	0.843	marwolaeth
chaos	fear	0.839	anhrefn
ghastly	fear	0.836	yn arswydus
evil	fear	0.833	drwg
intruder	fear	0.828	tresmaswr
hellish	fear	0.828	uffernol
brutal	fear	0.828	creulon
cancer	fear	0.828	cancr
devil	fear	0.828	diafol
grenade	fear	0.828	grenâd
eradication	fear	0.828	dileu
frighten	fear	0.828	dychryn
explode	fear	0.828	ffrwydro
assassination	fear	0.828	llofruddiaeth
fatal	fear	0.828	angheuol
paralyze	fear	0.828	parlysu
gunmen	fear	0.828	gwnwyr
violently	fear	0.828	yn dreisgar
nightmare	fear	0.828	hunllef
doomsday	fear	0.828	dydd dooms
doom	fear	0.828	tynghedu
manslaughter	fear	0.828	dynladdiad
fear	fear	0.828	ofn
kidnapped	fear	0.828	herwgipio
trauma	fear	0.828	trawma
morbidity	fear	0.820	morbidrwydd
crippling	fear	0.817	crychu
savage	fear	0.814	milain
shooting	fear	0.812	saethu
quake	fear	0.812	daeargryn
poisonous	fear	0.812	gwenwynig
damnation	fear	0.812	damnedigaeth
violence	fear	0.812	trais
destructive	fear	0.812	dinistriol
aggressor	fear	0.812	ymosodwr
suffering	fear	0.812	dioddefaint
violent	fear	0.812	treisgar
frightful	fear	0.812	brawychus
crushed	fear	0.812	mâl
earthquake	fear	0.812	daeargryn
heartattack	fear	0.812	trawiad ar y galon
hurricane	fear	0.811	corwynt
imprisoned	fear	0.811	carcharu
exterminate	fear	0.810	difodi
fearing	fear	0.808	yn ofni
hemorrhage	fear	0.807	gwaedlif
torment	fear	0.806	poenydio
lethal	fear	0.806	angheuol
venom	fear	0.804	gwenwyn
claustrophobia	fear	0.803	clawstroffobia
snakes	fear	0.802	nadroedd
danger	fear	0.802	perygl
exorcism	fear	0.800	exorcism
obliterated	fear	0.800	dileu
robbery	fear	0.800	lladrad
terrifies	fear	0.798	dychryn
cyanide	fear	0.797	cyanid
incurable	fear	0.797	anwelladwy
anxietyattack	fear	0.797	ymosodiad pryder
mortality	fear	0.797	marwoldeb
attack	fear	0.797	ymosod
monstrosity	fear	0.797	gwrthun
extermination	fear	0.797	difodi
bombers	fear	0.797	bomwyr
harmful	fear	0.797	niweidiol
persecution	fear	0.797	erlidigaeth
biggestfear	fear	0.797	ofn mwyaf
poison	fear	0.797	gwenwyn
cruelty	fear	0.797	creulondeb
hysteria	fear	0.797	hysteria
destruction	fear	0.797	dinistr
dreadfully	fear	0.796	yn ofnadwy
arson	fear	0.794	llosgi bwriadol
devastate	fear	0.792	distryw
tyrant	fear	0.788	teyrn
warcrimes	fear	0.785	troseddau rhyfel
perish	fear	0.784	trengu
feared	fear	0.782	ofni
maniac	fear	0.781	maniac
bloody	fear	0.781	gwaedlyd
freakingout	fear	0.781	freakingout
warlike	fear	0.781	rhyfelgar
rampage	fear	0.781	rhemp
screaming	fear	0.781	sgrechian
lifeless	fear	0.781	difywyd
enslaved	fear	0.781	caethiwed
venomous	fear	0.781	gwenwynig
snake	fear	0.776	neidr
epidemic	fear	0.776	epidemig
panicattack	fear	0.774	ymosodiad panic
crisis	fear	0.766	argyfwng
hazardous	fear	0.766	peryglus
fearful	fear	0.766	ofnus
dangerously	fear	0.766	yn beryglus
shipwreck	fear	0.766	llongddrylliad
scary	fear	0.766	brawychus
tumor	fear	0.766	tiwmor
invader	fear	0.766	goresgynnwr
invade	fear	0.766	goresgyn
die	fear	0.766	marw
detonate	fear	0.766	tanio
violation	fear	0.766	groes
reprisal	fear	0.766	dial
criminal	fear	0.766	troseddol
riot	fear	0.766	terfysg
obliterate	fear	0.766	dileu
inferno	fear	0.766	inferno
leprosy	fear	0.766	gwahanglwyf
jihad	fear	0.766	jihad
ohshit	fear	0.766	ohshit
claustrophobic	fear	0.765	clawstroffobig
hyperventilating	fear	0.762	goranadlu
nightmares	fear	0.759	hunllefau
destroyed	fear	0.754	dinistrio
ghostly	fear	0.754	bwgan
treacherous	fear	0.750	bradwrus
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	trasiedïau
slavery	fear	0.750	caethwasiaeth
cholera	fear	0.750	colera
anarchist	fear	0.750	anarchydd
panic	fear	0.750	panig
anaconda	fear	0.750	anaconda
hurricanes	fear	0.750	corwyntoedd
wrenching	fear	0.750	rhwygo
tyranny	fear	0.750	gormes
imprisonment	fear	0.750	carchar
dreadful	fear	0.750	ofnadwy
agony	fear	0.750	poenau
dangerous	fear	0.750	peryglus
obliteration	fear	0.750	dileu
projectiles	fear	0.750	taflegrau
destroyer	fear	0.750	dinistriwr
strangle	fear	0.750	tagu
hazard	fear	0.750	perygl
riotous	fear	0.750	terfysglyd
accident	fear	0.750	damwain
mortuary	fear	0.750	marwdy
anarchy	fear	0.750	anarchiaeth
fears	fear	0.750	ofnau
malignancy	fear	0.742	malaenedd
bombard	fear	0.740	peledu
cannibal	fear	0.740	canibal
abominable	fear	0.738	ffiaidd
depraved	fear	0.734	digalon
bomber	fear	0.734	bomiwr
crash	fear	0.734	damwain
tornado	fear	0.734	corwynt
victimized	fear	0.734	erlid
hyperventilate	fear	0.734	goranadlu
melee	fear	0.734	melee
cursed	fear	0.734	melltigedig
mutiny	fear	0.734	gwrthryfel
dictatorship	fear	0.734	unbennaeth
shoot	fear	0.734	saethu
horrible	fear	0.734	erchyll
misery	fear	0.734	trallod
gore	fear	0.734	gore
paralysis	fear	0.734	parlys
tyrannical	fear	0.734	gormesol
missile	fear	0.734	taflegryn
gun	fear	0.734	gwn
devilish	fear	0.734	cythreulig
diseased	fear	0.734	afiach
shot	fear	0.734	ergyd
mafia	fear	0.734	maffia
beast	fear	0.734	bwystfil
malignant	fear	0.734	malaen
scared	fear	0.734	ofnus
hostage	fear	0.734	gwystl
threaten	fear	0.734	bygwth
turmoil	fear	0.733	cythrwfl
combat	fear	0.728	ymladd
alligator	fear	0.727	alligator
ruin	fear	0.725	adfail
