English Word	Emotion	Emotion-Intensity-Score	Samoan Word
ridiculous	disgust	0.352	fa'avalevalea
compost	disgust	0.352	faapalaga
frustrate	disgust	0.352	fa'anoanoa
misbehavior	disgust	0.352	amio leaga
lawyer	disgust	0.352	loia
crushed	disgust	0.352	nutimomoia
flesh	disgust	0.352	aano
uncertain	disgust	0.352	le mautinoa
obi	disgust	0.352	obi
flinch	disgust	0.352	fa'afefe
fierce	disgust	0.352	sauā
wrongful	disgust	0.352	sese
depreciate	disgust	0.344	fa'aitiitiga
disapprove	disgust	0.344	lē talia
tearful	disgust	0.344	loimata
grumble	disgust	0.336	muimui
unsettled	disgust	0.336	le mautu
annoy	disgust	0.336	ita
exigent	disgust	0.336	mana'omia
heartsick	disgust	0.336	lototiga
lawsuit	disgust	0.336	faamasinoga
discoloration	disgust	0.336	felanulanua'i
lumpy	disgust	0.336	gugutu
daft	disgust	0.336	leaga
blunder	disgust	0.336	sese
discontent	disgust	0.336	le fiafia
bickering	disgust	0.336	misa
thoughtless	disgust	0.336	lē mafaufau
disliked	disgust	0.336	le fiafia
disinclination	disgust	0.336	le fiafia
distrust	disgust	0.336	le talitonuina
disallowed	disgust	0.336	lē fa'atagaina
instability	disgust	0.328	le mautu
hydrophobia	disgust	0.328	hydrophobia
whine	disgust	0.328	tagi
inhibit	disgust	0.328	taofia
excluded	disgust	0.328	fa'aesea
provoking	disgust	0.328	fa'aoso
grievance	disgust	0.328	fa'aseā
unmanageable	disgust	0.328	le pulea
sly	disgust	0.328	fa'a'ole'ole
exasperation	disgust	0.328	ita
cacophony	disgust	0.328	pu'upu'u
unsatisfactory	disgust	0.328	le faamalieina
disappointed	disgust	0.328	le fiafia
materialist	disgust	0.328	meafaitino
misleading	disgust	0.321	fa'asesē
mishap	disgust	0.320	fa'alavelave
soot	disgust	0.320	soot
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	faafitia
annoyance	disgust	0.320	ita
disapproving	disgust	0.320	le taliaina
disservice	disgust	0.320	fa'aleagaina
reproach	disgust	0.320	faalumaina
confined	disgust	0.320	saisaitia
unequal	disgust	0.320	lē tutusa
rags	disgust	0.320	ieie
groan	disgust	0.320	ōi
soil	disgust	0.312	eleele
inappropriate	disgust	0.312	le talafeagai
criticize	disgust	0.312	faitio
disincline	disgust	0.312	le fiafia
theism	disgust	0.312	talitonuga
depreciated	disgust	0.312	faaitiitia
inconsiderate	disgust	0.312	lē manatu mamafa
overpriced	disgust	0.312	taugata tele
stomach	disgust	0.312	manava
burke	disgust	0.312	burke
sneeze	disgust	0.312	mafatua
gall	disgust	0.305	ga'o
bang	disgust	0.305	pa
inadmissible	disgust	0.305	lē taliaina
unfriendly	disgust	0.305	le faauo
unaccountable	disgust	0.305	lē tali atu
disparity	disgust	0.305	fa'atasi
latent	disgust	0.305	lilo
disliking	disgust	0.305	le fiafia
shack	disgust	0.305	faleo'o
grumpy	disgust	0.305	itaita
coop	disgust	0.304	fale
disappointment	disgust	0.297	le fiafia
scold	disgust	0.297	otegia
delay	disgust	0.297	tuai
congress	disgust	0.297	fono
growling	disgust	0.297	tagi
backwards	disgust	0.297	tua i tua
soreness	disgust	0.297	tiga
disregarded	disgust	0.297	le amanaia
rogue	disgust	0.297	faomea
lonely	disgust	0.297	tuulafoaiina
notoriety	disgust	0.289	ta'uta'ua
catechism	disgust	0.289	catechism
flop	disgust	0.289	fa'aletonu
infamous	disgust	0.289	ta'uleagaina
janitor	disgust	0.289	tausi fale
nettle	disgust	0.289	oga
saturated	disgust	0.281	tumu
prohibited	disgust	0.281	fa'asa
gaby	disgust	0.281	gaby
wince	disgust	0.281	fa'ata'ita'i
desist	disgust	0.281	taofi
unfair	disgust	0.281	le tonu
aftermath	disgust	0.281	i'uga
remiss	disgust	0.281	fa'amagalo
tribunal	disgust	0.273	faamasinoga
discolored	disgust	0.273	felanulanua'i
wrangling	disgust	0.273	misa
uneasy	disgust	0.273	fa'anoanoa
huff	disgust	0.273	huff
weird	disgust	0.266	uiga ese
impolite	disgust	0.266	le faaaloalo
swig	disgust	0.266	swig
crawl	disgust	0.266	fetolofi
unsatisfied	disgust	0.266	le faamalieina
inefficiency	disgust	0.266	le lelei
frantic	disgust	0.266	vevesi
bureaucrat	disgust	0.266	ofisa pule
politic	disgust	0.266	polokiki
coldness	disgust	0.266	malulu
gruff	disgust	0.258	ulavale
octopus	disgust	0.258	fe'e
chagrin	disgust	0.258	ita
barrow	disgust	0.258	uta
copycat	disgust	0.258	kopi kopi
incase	disgust	0.258	mea ane
rascal	disgust	0.258	ulavale
sarcasm	disgust	0.258	tauemu
instinctive	disgust	0.258	fa'anatinati
misconception	disgust	0.250	manatu sese
disinclined	disgust	0.250	le fiafia
john	disgust	0.250	Ioane
hulk	disgust	0.250	hulk
baboon	disgust	0.250	papou
shanghai	disgust	0.250	Shanghai
cupping	disgust	0.250	ipu
lose	disgust	0.250	leiloa
rook	disgust	0.242	papa
entangled	disgust	0.242	lavelavea
gratuitous	disgust	0.242	fua
scrub	disgust	0.242	fufulu
opponent	disgust	0.242	fili
tariff	disgust	0.242	tau
questionable	disgust	0.234	fesiligia
prolong	disgust	0.234	faaumi
reluctance	disgust	0.234	musuā
lagging	disgust	0.234	tuai
misstatement	disgust	0.234	fa'amatalaga sese
resign	disgust	0.234	faamavae
unlucky	disgust	0.234	le manuia
backwardness	disgust	0.234	tuaa
ineffectual	disgust	0.227	le aoga
disqualified	disgust	0.227	fa'aleaogaina
subsidy	disgust	0.227	fesoasoani
reversal	disgust	0.227	liliu
default	disgust	0.227	faaletonu
fussy	disgust	0.227	fusuaga
unpopular	disgust	0.227	lē ta'uta'ua
petroleum	disgust	0.219	suauu
intense	disgust	0.219	malosi
evade	disgust	0.219	alo ese
frowning	disgust	0.219	fa'amata'u
weight	disgust	0.219	mamafa
dame	disgust	0.219	tama'ita'i
donkey	disgust	0.211	asini
actionable	disgust	0.211	mafai ona faatino
tawny	disgust	0.211	enaena
unhappy	disgust	0.211	le fiafia
dandy	disgust	0.203	dandy
birch	disgust	0.203	birch
speck	disgust	0.203	fasimea
hood	disgust	0.203	pulou
owing	disgust	0.203	aitalafu
desert	disgust	0.203	toafa
indifference	disgust	0.203	fa'atauva'a
awkwardness	disgust	0.203	fa'aletonu
rave	disgust	0.203	fa'afefe
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	le talafeagai
howl	disgust	0.195	uiō
dabbling	disgust	0.195	taufetuli
morals	disgust	0.195	amio lelei
misguided	disgust	0.195	faaseseina
airs	disgust	0.195	ea
gelatin	disgust	0.195	gelatin
fleece	disgust	0.195	fulufulu mamoe
monochrome	disgust	0.195	monochrome
lush	disgust	0.188	lauolaola
celebrity	disgust	0.188	ta'uta'ua
avoid	disgust	0.188	alo ese
gent	disgust	0.188	matai
stalemate	disgust	0.188	fa'aletonu
lesser	disgust	0.188	itiiti
sunk	disgust	0.180	goto
nose	disgust	0.180	isu
laughable	disgust	0.180	talie
claimant	disgust	0.180	tagi
possession	disgust	0.180	umia
larger	disgust	0.164	tetele
pregnancy	disgust	0.164	maitaga
thrift	disgust	0.164	sefe
undoubted	disgust	0.164	e le masalomia
mouthful	disgust	0.164	gutu gutu
hoot	disgust	0.164	hoot
sentence	disgust	0.156	faasalaga
misplace	disgust	0.156	mea sese
clamor	disgust	0.156	tagi
parrot	disgust	0.156	sega
obliging	disgust	0.156	fa'atosina
nameless	disgust	0.148	leai se igoa
bummer	disgust	0.148	fa'anoanoa
elf	disgust	0.141	elf
feeling	disgust	0.141	lagona
excellence	disgust	0.141	tulaga silisili
gray	disgust	0.133	lanu efuefu
asymmetry	disgust	0.133	le tutusa
turn	disgust	0.133	liliu
clumsy	disgust	0.133	fa'avalevalea
stall	disgust	0.133	fa'atau
bran	disgust	0.125	parani
finally	disgust	0.125	mulimuli ane
lord	disgust	0.125	alii
nurture	disgust	0.117	faafailele
savor	disgust	0.117	tofo
cove	disgust	0.117	cove
winning	disgust	0.109	manumalo
lemon	disgust	0.109	tipolo
powerful	disgust	0.102	malosi
glitter	disgust	0.094	feilafi
interior	disgust	0.086	totonu
mind	disgust	0.086	mafaufau
interested	disgust	0.078	fiafia
treat	disgust	0.078	togafiti
abundance	disgust	0.078	tele
honest	disgust	0.055	faamaoni
kite	disgust	0.055	kite
humble	disgust	0.047	loto maulalo
tree	disgust	0.039	laau
torture	fear	0.984	sauaga
terrorist	fear	0.972	tagata faatupu faalavelave
terrorists	fear	0.969	tagata faatupu faalavelave
horrific	fear	0.969	mata'utia
terrorism	fear	0.969	faiga faatupu faalavelave
suicidebombing	fear	0.967	pule i le ola
kill	fear	0.962	fasioti
homicidal	fear	0.959	fasioti tagata
catastrophe	fear	0.953	mala
annihilate	fear	0.953	fa'aumatia
murderer	fear	0.953	fasioti tagata
terror	fear	0.953	mata'u
dying	fear	0.948	oti
war	fear	0.942	taua
bombing	fear	0.938	pomu
bomb	fear	0.935	pomu
missiles	fear	0.934	fana
horror	fear	0.923	mata'utia
brutality	fear	0.922	sauā
terrorize	fear	0.922	fa'amata'u
horrified	fear	0.922	mata'utia
bloodthirsty	fear	0.922	fia inu toto
murderous	fear	0.920	fasioti tagata
massacre	fear	0.911	fasiotiga tagata
terrifying	fear	0.906	mata'utia
fatality	fear	0.906	oti
horrifying	fear	0.906	mata'utia
demon	fear	0.906	temoni
mutilation	fear	0.906	fa'aleagaina
killing	fear	0.906	fasioti tagata
holocaust	fear	0.906	mūmū
assassinate	fear	0.906	fasioti tagata
terrified	fear	0.906	fefe
devastation	fear	0.906	faatafunaga
murder	fear	0.906	fasioti tagata
horrors	fear	0.906	mata'utia
suicidal	fear	0.898	pule i le pule
assault	fear	0.891	osofa'iga
kidnap	fear	0.891	ave faamalosi
slaughter	fear	0.891	fasia
crucifixion	fear	0.891	faasatauroga
doomed	fear	0.888	malaia
poisoned	fear	0.886	'ona
suicide	fear	0.879	pule i le ola
explosion	fear	0.879	pa
deadly	fear	0.875	oti
assassin	fear	0.875	fasioti tagata
annihilation	fear	0.875	fa'aumatiaga
savagery	fear	0.875	saua
disaster	fear	0.875	mala
threatening	fear	0.875	fa'amata'u
slaughtering	fear	0.875	fasia
disastrous	fear	0.875	malaia
dismemberment	fear	0.875	vavaeeseina
suffocation	fear	0.875	mānava
rape	fear	0.870	toso teine
hell	fear	0.860	seoli
homicide	fear	0.859	fasioti tagata
molestation	fear	0.859	fa'aleagaina
bloodshed	fear	0.859	faamasaa toto
barbaric	fear	0.859	fa'atauvalea
explosive	fear	0.859	mea pāpā
warfare	fear	0.859	taua
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	fa'alavelave
anthrax	fear	0.859	anthrax
demonic	fear	0.859	temoni
executioner	fear	0.859	fa'asala
dread	fear	0.859	mata'u
guillotine	fear	0.859	guillotine
attacking	fear	0.859	osofa'i
peril	fear	0.859	fa'alavelave
slaughterhouse	fear	0.859	fale fasimanu
annihilated	fear	0.859	fa'aumatia
suffocating	fear	0.858	mānava
treachery	fear	0.856	fa'a'ole'ole
fright	fear	0.853	fefe
monster	fear	0.844	sau'ai
traumatic	fear	0.844	fa'alavelave
abomination	fear	0.844	mea inosia
apocalypse	fear	0.844	apocalypse
slayer	fear	0.844	fasioti tagata
scare	fear	0.844	fa'afefe
morgue	fear	0.844	fale maliu
painful	fear	0.844	tiga
frightened	fear	0.844	fefe
vengeance	fear	0.844	tauimasui
scariest	fear	0.844	aupito taufaafefe
destroying	fear	0.844	fa'aleagaina
execution	fear	0.844	fa'asalaga
panicked	fear	0.844	popolevale
petrified	fear	0.844	petrified
afraid	fear	0.844	fefe
frightening	fear	0.844	taufaafefe
drown	fear	0.844	malemo
bombardment	fear	0.844	osofa'iga
death	fear	0.843	oti
chaos	fear	0.839	vevesi
ghastly	fear	0.836	mata'utia
evil	fear	0.833	leaga
intruder	fear	0.828	fa'alavelave
hellish	fear	0.828	seoli
brutal	fear	0.828	sauā
cancer	fear	0.828	kanesa
devil	fear	0.828	tiapolo
grenade	fear	0.828	pulufana
eradication	fear	0.828	tafiesea
frighten	fear	0.828	fa'afefe
explode	fear	0.828	pa
assassination	fear	0.828	fasioti tagata
fatal	fear	0.828	oti
paralyze	fear	0.828	pipili
gunmen	fear	0.828	tagata fana
violently	fear	0.828	sauā
nightmare	fear	0.828	miti taufaafefe
doomsday	fear	0.828	aso oti
doom	fear	0.828	malaia
manslaughter	fear	0.828	fasioti tagata
fear	fear	0.828	fefe
kidnapped	fear	0.828	ave faamalosi
trauma	fear	0.828	manu'a
morbidity	fear	0.820	ma'i
crippling	fear	0.817	pipili
savage	fear	0.814	feai
shooting	fear	0.812	fana
quake	fear	0.812	mafui'e
poisonous	fear	0.812	oona
damnation	fear	0.812	malaia
violence	fear	0.812	sauaga
destructive	fear	0.812	fa'aleagaina
aggressor	fear	0.812	tagata fa'asa
suffering	fear	0.812	puapuaga
violent	fear	0.812	sauā
frightful	fear	0.812	mata'utia
crushed	fear	0.812	nutimomoia
earthquake	fear	0.812	mafuie
heartattack	fear	0.812	ma'i fatu
hurricane	fear	0.811	afa
imprisoned	fear	0.811	falepuipui
exterminate	fear	0.810	fa'aumatia
fearing	fear	0.808	fefe
hemorrhage	fear	0.807	toto toto
torment	fear	0.806	puapuaga
lethal	fear	0.806	oti
venom	fear	0.804	oona
claustrophobia	fear	0.803	claustrophobia
snakes	fear	0.802	gata
danger	fear	0.802	matautia
exorcism	fear	0.800	fa'ate'a
obliterated	fear	0.800	fa'aumatia
robbery	fear	0.800	faomea
terrifies	fear	0.798	mata'utia
cyanide	fear	0.797	cyanide
incurable	fear	0.797	e le mafai ona togafitia
anxietyattack	fear	0.797	osofa'iga popole
mortality	fear	0.797	olaga nei
attack	fear	0.797	osofa'iga
monstrosity	fear	0.797	mata'utia
extermination	fear	0.797	fa'aumatiaga
bombers	fear	0.797	pomu
harmful	fear	0.797	leaga
persecution	fear	0.797	sauaga
biggestfear	fear	0.797	fefe tele
poison	fear	0.797	oona
cruelty	fear	0.797	sauā
hysteria	fear	0.797	i'a i'a
destruction	fear	0.797	faatafunaga
dreadfully	fear	0.796	mata'utia
arson	fear	0.794	susunu
devastate	fear	0.792	fa'aleaga
tyrant	fear	0.788	sauā
warcrimes	fear	0.785	solitulafono tau
perish	fear	0.784	fano
feared	fear	0.782	fefe
maniac	fear	0.781	vale
bloody	fear	0.781	toto
freakingout	fear	0.781	freakingout
warlike	fear	0.781	fa'a taua
rampage	fear	0.781	osooso
screaming	fear	0.781	'e'e
lifeless	fear	0.781	leai se ola
enslaved	fear	0.781	faapologaina
venomous	fear	0.781	oona
snake	fear	0.776	gata
epidemic	fear	0.776	fa'ama'i pipisi i se atunu'u
panicattack	fear	0.774	osofa'iga
crisis	fear	0.766	fa'alavelave
hazardous	fear	0.766	matautia
fearful	fear	0.766	fefe
dangerously	fear	0.766	matautia
shipwreck	fear	0.766	malepelepe
scary	fear	0.766	taufaafefe
tumor	fear	0.766	tumo
invader	fear	0.766	osofa'i
invade	fear	0.766	osofa'i
die	fear	0.766	oti
detonate	fear	0.766	pa
violation	fear	0.766	soliga
reprisal	fear	0.766	tauimasui
criminal	fear	0.766	solitulafono
riot	fear	0.766	vevesi
obliterate	fear	0.766	fa'aumatia
inferno	fear	0.766	inferno
leprosy	fear	0.766	lepela
jihad	fear	0.766	jihad
ohshit	fear	0.766	oka
claustrophobic	fear	0.765	claustrophobic
hyperventilating	fear	0.762	hyperventilation
nightmares	fear	0.759	miti leaga
destroyed	fear	0.754	fa'aumatia
ghostly	fear	0.754	aitu
treacherous	fear	0.750	fa'a'ole'ole
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	fa'alavelave
slavery	fear	0.750	pologa
cholera	fear	0.750	kolera
anarchist	fear	0.750	anarchist
panic	fear	0.750	popole
anaconda	fear	0.750	anaconda
hurricanes	fear	0.750	afa
wrenching	fear	0.750	fa'atiga
tyranny	fear	0.750	sauā
imprisonment	fear	0.750	falepuipui
dreadful	fear	0.750	mata'utia
agony	fear	0.750	tiga
dangerous	fear	0.750	matautia
obliteration	fear	0.750	fa'aumatiaga
projectiles	fear	0.750	projectiles
destroyer	fear	0.750	fa'aleaga
strangle	fear	0.750	titina
hazard	fear	0.750	lamatiaga
riotous	fear	0.750	vevesi
accident	fear	0.750	fa'alavelave
mortuary	fear	0.750	fale maliu
anarchy	fear	0.750	fa'aleaga
fears	fear	0.750	fefe
malignancy	fear	0.742	leaga
bombard	fear	0.740	pomu
cannibal	fear	0.740	'ai tagata
abominable	fear	0.738	inosia
depraved	fear	0.734	amio leaga
bomber	fear	0.734	pomu
crash	fear	0.734	fa'alavelave
tornado	fear	0.734	asiosio
victimized	fear	0.734	fa'aleagaina
hyperventilate	fear	0.734	hyperventilate
melee	fear	0.734	fa'alavelave
cursed	fear	0.734	fetuuina
mutiny	fear	0.734	fouvalega
dictatorship	fear	0.734	fa'apulepulega
shoot	fear	0.734	fana
horrible	fear	0.734	mata'utia
misery	fear	0.734	malaia
gore	fear	0.734	tui
paralysis	fear	0.734	pipili
tyrannical	fear	0.734	sauā
missile	fear	0.734	fana
gun	fear	0.734	fana
devilish	fear	0.734	temoni
diseased	fear	0.734	mama'i
shot	fear	0.734	fana
mafia	fear	0.734	mafia
beast	fear	0.734	manu fe'ai
malignant	fear	0.734	leaga
scared	fear	0.734	fefe
hostage	fear	0.734	ave faapagota
threaten	fear	0.734	fa'amata'u
turmoil	fear	0.733	vevesi
combat	fear	0.728	taua
alligator	fear	0.727	u'amea
ruin	fear	0.725	fa'aleagaina
shooter	fear	0.722	tagata fana
contagious	fear	0.720	pipisi
crime	fear	0.719	solitulafono
scream	fear	0.719	ee
injured	fear	0.719	manu'a
desperation	fear	0.719	fa'anoanoa
struggle	fear	0.719	tauiviga
shock	fear	0.719	te'i
seizure	fear	0.719	faoa faamalosi
lynch	fear	0.719	lynch
mortification	fear	0.719	fa'anoanoa
fight	fear	0.719	tau
harm	fear	0.719	leaga
emergency	fear	0.719	fa'alavelave
phobia	fear	0.719	phobia
havoc	fear	0.719	malaia
devastating	fear	0.719	faataumaoi
excruciating	fear	0.719	tigaina
casualty	fear	0.719	manu'a
miscarriage	fear	0.719	ma'itaga
starvation	fear	0.719	matelaina
frantically	fear	0.717	ma le atuatuvale
carnage	fear	0.717	fasiotiga tagata
standoff	fear	0.716	fa'asagatau
infestation	fear	0.716	fa'ama'i
soscary	fear	0.712	soscary
panicking	fear	0.708	popolevale
rupture	fear	0.706	malepelepe
horrid	fear	0.705	mata'utia
frantic	fear	0.705	vevesi
sabotage	fear	0.703	sabotage
vendetta	fear	0.703	taui ma sui
arsenic	fear	0.703	arsenic
freaked	fear	0.703	fefete
burial	fear	0.703	tanuga
sos	fear	0.703	sos
cobra	fear	0.703	gata ula
dreaded	fear	0.703	mata'utia
harrowing	fear	0.703	mata'utia
aggressive	fear	0.703	fa'amalosi
prey	fear	0.703	vete
gash	fear	0.703	gase
hatred	fear	0.703	inoino
schizophrenia	fear	0.703	schizophrenia
upheaval	fear	0.703	vevesi
armed	fear	0.703	faaauupegaina
collapse	fear	0.703	pa'u
deranged	fear	0.703	fa'aletonu
assailant	fear	0.703	fa'asagatau
terminal	fear	0.703	fa'amauina
plague	fear	0.703	mala
malevolent	fear	0.703	leaga
psychosis	fear	0.703	ma'i mafaufau
carcinoma	fear	0.703	kanesa
diabolical	fear	0.703	fa'aleaga
wrecked	fear	0.703	malepelepe
grisly	fear	0.703	mata'utia
hysterical	fear	0.703	fa'ama'i
fugitive	fear	0.703	sola
neurotic	fear	0.703	neurotic
witchcraft	fear	0.703	faataulaitu
avalanche	fear	0.703	avalange
anguish	fear	0.703	tiga
cripple	fear	0.703	pipili
agonizing	fear	0.703	tigaina
infectious	fear	0.703	fa'ama'i
crocodile	fear	0.700	korokotaila
forcibly	fear	0.700	fa'amalosi
abduction	fear	0.700	ave faamalosi
offender	fear	0.698	tagata solitulafono
mayhem	fear	0.690	vevesi
hurt	fear	0.688	tiga
shrapnel	fear	0.688	ma'ai
beastly	fear	0.688	fa'amanu
rabid	fear	0.688	fa'asā
guerilla	fear	0.688	fa'afitafita
ambush	fear	0.688	osofa'i
endanger	fear	0.688	lamatia
leukemia	fear	0.688	leukemia
contagion	fear	0.688	fa'ama'i
anarchism	fear	0.688	anarchism
paranoid	fear	0.688	fa'alogona
cadaver	fear	0.688	tino oti
agoraphobia	fear	0.688	agoraphobia
alarm	fear	0.688	fa'ailo
trepidation	fear	0.688	fefete
blast	fear	0.688	pa
gory	fear	0.688	totogoa
cyclone	fear	0.688	afa
brawl	fear	0.688	misa
hopeless	fear	0.688	leai se faamoemoe
banish	fear	0.688	tulia
disease	fear	0.688	faama'i
hostile	fear	0.688	fa'aleaga
oppression	fear	0.688	sauaga
wounding	fear	0.688	manu'a
socialanxiety	fear	0.688	popolega lautele
radiation	fear	0.688	fa'avevela
gallows	fear	0.686	laau faalava
coffin	fear	0.684	pusa oti
madness	fear	0.675	valea
spook	fear	0.673	mata'utia
fury	fear	0.672	ita
menace	fear	0.672	fa'amata'u
perishing	fear	0.672	fano
victim	fear	0.672	manu'a
sinister	fear	0.672	amio leaga
thug	fear	0.672	faomea
carcass	fear	0.672	tino oti
shatter	fear	0.672	malepelepe
grim	fear	0.672	mata'utia
felon	fear	0.672	tagata solitulafono
stab	fear	0.672	tui
trembling	fear	0.672	gatete
revolver	fear	0.672	fana fana
militants	fear	0.672	fitafita
dungeon	fear	0.672	falepuipui
outbreak	fear	0.672	pepesi
frankenstorm	fear	0.672	afa
viper	fear	0.672	gata gata
combatant	fear	0.672	tau
vermin	fear	0.672	mea leaga
nervouswreck	fear	0.672	popolevale
menacing	fear	0.672	taufaamata'u
hurting	fear	0.672	tiga
persecute	fear	0.672	sauāina
fangs	fear	0.672	nifo
militia	fear	0.672	militia
injury	fear	0.672	manu'a
scarier	fear	0.672	taufaafefe
mangle	fear	0.672	mangle
gang	fear	0.672	kegi
crushing	fear	0.672	nutimomoia
eruption	fear	0.672	pa
soscared	fear	0.672	fefeu
ghost	fear	0.672	aitu
awful	fear	0.672	mata'utia
abhorrent	fear	0.672	inosia
abuse	fear	0.672	faatautala
freakedout	fear	0.672	freakedout
atrocity	fear	0.672	sauā
tarantula	fear	0.672	tarantula
ferocious	fear	0.667	sauā
battered	fear	0.667	sasaina
desolation	fear	0.667	faatafunaina
pandemic	fear	0.664	fa'ama'i pipisi i le lalolagi
cutthroat	fear	0.664	tipi
volcano	fear	0.663	maugamu
scares	fear	0.660	fa'afefe
cruelly	fear	0.658	sauā
smash	fear	0.656	tu'i
xenophobia	fear	0.656	xenophobia
typhoon	fear	0.656	afa
spider	fear	0.656	apogaleveleve
alarming	fear	0.656	mata'utia
nefarious	fear	0.656	leaga
oppressive	fear	0.656	sauā
treason	fear	0.656	faalata
neurosis	fear	0.656	neurosis
cruel	fear	0.656	sauā
crazed	fear	0.656	valea
coma	fear	0.656	koma
stroke	fear	0.656	taia
tumult	fear	0.656	vevesi
fearfully	fear	0.656	ma le fefe
battlefield	fear	0.656	malae tau
emetophobia	fear	0.656	emetophobia
dictator	fear	0.656	ta'ita'i pule
armament	fear	0.656	auupega
blizzard	fear	0.656	afa
purgatory	fear	0.656	pulekatolio
lunatic	fear	0.656	valea
bully	fear	0.656	taufaaleaga
endangered	fear	0.656	lamatia
insane	fear	0.656	valea
malicious	fear	0.656	leaga
