English Word	Emotion	Emotion-Intensity-Score	Galician Word
organization	anticipation	0.203	organización
lagging	anticipation	0.180	atrasado
neutral	anticipation	0.148	neutro
cannibalism	disgust	0.953	canibalismo
mutilation	disgust	0.930	mutilación
molestation	disgust	0.914	abuso sexual
incest	disgust	0.914	incesto
rape	disgust	0.906	violación
gonorrhea	disgust	0.906	gonorrea
cannibal	disgust	0.898	caníbal
rot	disgust	0.891	podremia
corpse	disgust	0.883	cadáver
massacre	disgust	0.883	masacre
excrement	disgust	0.883	excremento
barf	disgust	0.875	barf
slaughter	disgust	0.875	matanza
slaughterhouse	disgust	0.867	matadoiro
incestuous	disgust	0.859	incestuosa
sewerage	disgust	0.859	sumidoiros
filth	disgust	0.859	lixo
bigot	disgust	0.859	fanático
rancid	disgust	0.859	rancio
infestation	disgust	0.852	infestación
plague	disgust	0.852	peste
holocaust	disgust	0.852	holocausto
bloodthirsty	disgust	0.852	sanguinario
rotting	disgust	0.844	podrecendo
fecal	disgust	0.844	fecais
maggot	disgust	0.844	gusano
feces	disgust	0.844	feces
murder	disgust	0.839	asasinato
asshole	disgust	0.836	gilipollas
homicide	disgust	0.836	homicidio
enslaved	disgust	0.836	escravo
infanticide	disgust	0.836	infanticidio
perverted	disgust	0.828	pervertido
excretion	disgust	0.828	excreción
gore	disgust	0.828	gore
slaughtering	disgust	0.828	matanza
torture	disgust	0.828	tortura
contaminate	disgust	0.821	contaminar
revolting	disgust	0.820	revolta
gory	disgust	0.820	sangriento
shit	disgust	0.820	merda
terrorist	disgust	0.820	terrorista
murderer	disgust	0.820	asasino
repugnant	disgust	0.820	repugnante
manure	disgust	0.820	esterco
pervert	disgust	0.820	pervertido
diarrhoea	disgust	0.820	diarrea
grotesque	disgust	0.820	grotesco
desecration	disgust	0.820	profanación
faeces	disgust	0.812	feces
slavery	disgust	0.812	escravitude
sewer	disgust	0.812	sumidoiro
cadaver	disgust	0.812	cadáver
manslaughter	disgust	0.812	homicidio involuntario
dismemberment	disgust	0.812	desmembramento
vomit	disgust	0.812	vomitar
perverse	disgust	0.805	perverso
repulsive	disgust	0.805	repulsivo
hemorrhage	disgust	0.805	hemorraxia
sewage	disgust	0.797	sumidoiros
filthy	disgust	0.797	sucio
diseased	disgust	0.797	enfermo
depravity	disgust	0.797	depravación
carcass	disgust	0.795	cadáver
decompose	disgust	0.789	descompoñer
gruesome	disgust	0.789	espantoso
mutilated	disgust	0.789	mutilado
puke	disgust	0.789	vomitar
herpes	disgust	0.789	herpes
decayed	disgust	0.789	decaído
dung	disgust	0.789	esterco
vermin	disgust	0.789	alimañas
murderous	disgust	0.789	asasino
parasite	disgust	0.789	parasito
horrific	disgust	0.789	horrible
carnage	disgust	0.781	carnicería
malaria	disgust	0.781	malaria
slime	disgust	0.781	limo
flatulence	disgust	0.781	flatulencia
pestilence	disgust	0.781	peste
crap	disgust	0.781	merda
monstrosity	disgust	0.781	monstruosidade
loathsome	disgust	0.773	repugnante
toxic	disgust	0.773	tóxico
morgue	disgust	0.773	morgue
pus	disgust	0.773	pus
herpesvirus	disgust	0.773	herpesvirus
leprosy	disgust	0.773	lepra
insidious	disgust	0.773	insidioso
cruel	disgust	0.766	cruel
regurgitation	disgust	0.766	regurgitación
anthrax	disgust	0.766	ántrax
xenophobia	disgust	0.766	xenofobia
repugnance	disgust	0.766	repugnancia
lynch	disgust	0.766	linchamento
revulsion	disgust	0.766	repulsa
whore	disgust	0.766	puta
dissection	disgust	0.759	disección
mucous	disgust	0.758	mucoso
canker	disgust	0.758	cancro
slum	disgust	0.758	chabola
infectious	disgust	0.758	infeccioso
evil	disgust	0.758	mal
phlegm	disgust	0.758	flema
cruelty	disgust	0.758	crueldade
perversion	disgust	0.758	perversión
sinister	disgust	0.750	sinistro
leeches	disgust	0.750	sanguijuelas
corrupting	disgust	0.750	corrompendo
decomposition	disgust	0.750	descomposición
abomination	disgust	0.742	abominación
stinking	disgust	0.742	fedorento
bile	disgust	0.742	bile
demonic	disgust	0.742	demoníaco
deranged	disgust	0.742	desquiciado
abhorrence	disgust	0.742	aborrecemento
soiled	disgust	0.742	ensuciada
mucus	disgust	0.742	moco
septic	disgust	0.742	séptico
sickening	disgust	0.742	enfermiza
demon	disgust	0.742	demo
cancer	disgust	0.734	cancro
obese	disgust	0.734	Obeso
degeneracy	disgust	0.734	dexeneración
despicable	disgust	0.734	desprezable
atrocity	disgust	0.734	atrocidade
foul	disgust	0.734	falta
sicken	disgust	0.734	enfermo
crucifixion	disgust	0.734	crucifixión
terrorism	disgust	0.734	terrorismo
repulsion	disgust	0.727	repulsión
morbidity	disgust	0.727	morbilidade
dysentery	disgust	0.727	disentería
enema	disgust	0.727	enema
bacterium	disgust	0.727	bacteria
dirty	disgust	0.727	sucio
adultery	disgust	0.727	adulterio
contamination	disgust	0.727	contaminación
grisly	disgust	0.727	espantoso
diabolical	disgust	0.727	diabólico
autopsy	disgust	0.719	autopsia
barbaric	disgust	0.719	bárbaro
vulgar	disgust	0.719	vulgar
entrails	disgust	0.719	entrañas
disgust	disgust	0.719	noxo
lewd	disgust	0.719	lascivo
muck	disgust	0.719	lixo
bowels	disgust	0.719	intestinos
garbage	disgust	0.719	lixo
deterioration	disgust	0.719	deterioro
contagion	disgust	0.719	contaxio
vicious	disgust	0.719	vicioso
disfigured	disgust	0.719	desfigurado
pungent	disgust	0.719	picante
gross	disgust	0.719	bruto
bloodshed	disgust	0.714	derramamento de sangue
gag	disgust	0.711	mordaza
pollute	disgust	0.711	contaminar
nausea	disgust	0.711	náuseas
tyrant	disgust	0.711	tirano
wretched	disgust	0.711	miserable
mortification	disgust	0.711	mortificación
violent	disgust	0.711	violento
poisoned	disgust	0.711	envelenado
nauseate	disgust	0.703	náuseas
slimy	disgust	0.703	viscoso
grope	disgust	0.703	tatear
slut	disgust	0.703	puta
nasty	disgust	0.703	desagradable
disgusting	disgust	0.703	repugnante
depraved	disgust	0.703	depravado
porn	disgust	0.703	porno
hateful	disgust	0.703	odiosa
vulgarity	disgust	0.703	vulgaridade
noxious	disgust	0.703	nocivo
grime	disgust	0.703	mugre
constipation	disgust	0.703	estreñimiento
secretion	disgust	0.703	secreción
poisoning	disgust	0.703	intoxicación
despotism	disgust	0.703	despotismo
measles	disgust	0.696	sarampelo
contagious	disgust	0.695	contaxioso
obesity	disgust	0.695	obesidade
wart	disgust	0.695	verruga
hate	disgust	0.695	odio
hellish	disgust	0.695	infernal
scum	disgust	0.695	escoria
suicidal	disgust	0.695	suicida
wretch	disgust	0.695	miserable
abuse	disgust	0.695	abuso
waste	disgust	0.695	residuos
intestinal	disgust	0.695	intestinal
heartworm	disgust	0.688	verme do corazón
ooze	disgust	0.688	rezumar
treason	disgust	0.688	traizón
contaminated	disgust	0.688	contaminado
smut	disgust	0.688	smut
disease	disgust	0.688	enfermidade
rabid	disgust	0.688	rabioso
deformed	disgust	0.680	deformado
hell	disgust	0.680	inferno
soulless	disgust	0.680	sen alma
cholera	disgust	0.680	cólera
bestial	disgust	0.680	bestial
antichrist	disgust	0.680	anticristo
freakish	disgust	0.680	estraño
germ	disgust	0.680	xerme
detest	disgust	0.680	detestar
pollution	disgust	0.680	contaminación
grimy	disgust	0.680	sucio
abhorrent	disgust	0.680	aborrecible
hatred	disgust	0.680	odio
abominate	disgust	0.680	abominar
sickness	disgust	0.680	enfermidade
hideous	disgust	0.672	horrible
dictatorship	disgust	0.672	ditadura
loathful	disgust	0.672	repugnante
greasy	disgust	0.672	graxa
dilapidated	disgust	0.672	en ruínas
inhuman	disgust	0.672	inhumano
loathing	disgust	0.672	odio
obscene	disgust	0.672	obsceno
cess	disgust	0.670	ceso
devil	disgust	0.664	demo
deformity	disgust	0.664	deformidade
nauseous	disgust	0.664	náuseas
deadly	disgust	0.664	mortal
swine	disgust	0.664	porco
discrimination	disgust	0.664	discriminación
abominable	disgust	0.664	abominable
masochism	disgust	0.664	masoquismo
heretic	disgust	0.664	herexe
latrines	disgust	0.656	letrinas
corruption	disgust	0.656	corrupción
poisonous	disgust	0.656	velenoso
horror	disgust	0.656	horror
nefarious	disgust	0.656	nefasto
bacteria	disgust	0.656	bacterias
horrible	disgust	0.656	horrible
trash	disgust	0.656	lixo
abortion	disgust	0.656	aborto
death	disgust	0.656	morte
prejudiced	disgust	0.656	prexudicado
poison	disgust	0.656	veleno
oppression	disgust	0.656	opresión
goo	disgust	0.656	bo
victimized	disgust	0.656	victimizado
mange	disgust	0.656	sarna
sludge	disgust	0.648	lodos
trashy	disgust	0.648	lixo
vindictive	disgust	0.648	reivindicativo
horrid	disgust	0.648	horrible
ugly	disgust	0.648	feo
immoral	disgust	0.648	inmoral
bitch	disgust	0.648	cadela
outhouse	disgust	0.648	letrina
detestation	disgust	0.648	detestación
horrifying	disgust	0.641	arrepiante
laxative	disgust	0.641	laxante
unsightly	disgust	0.641	antiestético
derogatory	disgust	0.641	despectivo
slop	disgust	0.641	pendente
malfeasance	disgust	0.641	malversación
spew	disgust	0.641	vomitar
pimple	disgust	0.641	espiña
criminality	disgust	0.641	criminalidade
indecency	disgust	0.641	indecencia
cystic	disgust	0.641	quístico
villainous	disgust	0.641	vilán
queasy	disgust	0.633	náusea
mildew	disgust	0.633	mildeu
oppressive	disgust	0.633	opresivo
prostitution	disgust	0.633	prostitución
secrete	disgust	0.633	segregar
ulcer	disgust	0.633	úlcera
rat	disgust	0.633	rata
bigoted	disgust	0.633	intolerante
perpetrator	disgust	0.633	autor
doomsday	disgust	0.633	día do final
sinful	disgust	0.633	pecador
degrading	disgust	0.625	degradante
ghastly	disgust	0.625	espantoso
suffering	disgust	0.625	sufrimento
obscenity	disgust	0.625	obscenidade
devilish	disgust	0.625	diabólico
disgraceful	disgust	0.625	vergonzoso
persecution	disgust	0.625	persecución
contemptible	disgust	0.625	desprezable
cuckold	disgust	0.625	cornudo
stools	disgust	0.625	feces
dastardly	disgust	0.625	cobarde
sin	disgust	0.625	pecado
gluttony	disgust	0.625	gula
bloated	disgust	0.625	inchado
fungus	disgust	0.625	fungo
aghast	disgust	0.625	horrorizado
diaper	disgust	0.617	cueiro
malicious	disgust	0.617	malicioso
polygamy	disgust	0.617	poligamia
dying	disgust	0.617	morrendo
termite	disgust	0.617	termita
fat	disgust	0.617	graxas
deceit	disgust	0.617	engano
atrocious	disgust	0.617	atroz
guillotine	disgust	0.617	guillotina
tetanus	disgust	0.617	tétanos
spoil	disgust	0.617	estragar
crusty	disgust	0.617	crujiente
sickly	disgust	0.617	enfermiza
louse	disgust	0.617	piollo
strangle	disgust	0.617	estrangular
betrayal	disgust	0.617	traizón
loathe	disgust	0.617	aborrecer
wench	disgust	0.617	moza
infect	disgust	0.617	infectar
violently	disgust	0.609	violentamente
brothel	disgust	0.609	bordel
drool	disgust	0.609	baba
bleeding	disgust	0.609	sangramento
deform	disgust	0.609	deformar
ghetto	disgust	0.609	gueto
sabotage	disgust	0.609	sabotaxe
venomous	disgust	0.609	velenoso
abhor	disgust	0.609	aborrecer
slander	disgust	0.609	calumnias
hostile	disgust	0.609	hostís
musty	disgust	0.602	mohoso
illicit	disgust	0.602	ilícito
ugliness	disgust	0.602	feísmo
unwashed	disgust	0.602	sen lavar
swampy	disgust	0.602	pantanoso
deprivation	disgust	0.602	privación
poaching	disgust	0.602	caza furtiva
hag	disgust	0.602	bruxa
infidel	disgust	0.602	infiel
imprisonment	disgust	0.602	prisión
traitor	disgust	0.602	traidor
lunacy	disgust	0.602	loucura
queasiness	disgust	0.594	mareos
hostility	disgust	0.594	hostilidade
repelling	disgust	0.594	repelendo
intoxicated	disgust	0.594	intoxicado
thug	disgust	0.594	matón
catastrophe	disgust	0.594	catástrofe
lunatic	disgust	0.594	lunático
misery	disgust	0.594	miseria
venom	disgust	0.594	veleno
butcher	disgust	0.594	carniceiro
toilet	disgust	0.594	aseo
blister	disgust	0.594	burbulla
lurid	disgust	0.594	espantoso
slug	disgust	0.594	babosa
gut	disgust	0.594	tripa
sinner	disgust	0.594	pecador
deceitful	disgust	0.594	enganoso
epidemic	disgust	0.594	epidemia
deteriorated	disgust	0.586	deteriorado
lavatory	disgust	0.586	lavabo
unclean	disgust	0.586	impuro
prostitute	disgust	0.586	prostituta
incubus	disgust	0.586	íncubo
appalling	disgust	0.586	espantoso
dreadful	disgust	0.586	terrible
pornography	disgust	0.586	pornografía
harass	disgust	0.586	acosar
squeamish	disgust	0.578	escándalo
expulsion	disgust	0.578	expulsión
unfaithful	disgust	0.578	infiel
offensive	disgust	0.578	ofensivo
hypocrite	disgust	0.578	hipócrita
humiliating	disgust	0.578	humillante
larceny	disgust	0.578	roubo
ruinous	disgust	0.578	ruinoso
retard	disgust	0.578	retraso
rash	disgust	0.578	erupción cutánea
flea	disgust	0.578	pulga
debauchery	disgust	0.578	libertinaxe
fiend	disgust	0.578	demonio
quagmire	disgust	0.578	pantano
conspirator	disgust	0.578	conspirador
sick	disgust	0.578	enfermo
mangle	disgust	0.578	destrozar
dogsick	disgust	0.570	enfermo de can
egregious	disgust	0.570	flagrante
flog	disgust	0.570	azotar
despise	disgust	0.570	desprezar
treacherous	disgust	0.570	traizoeiro
oppress	disgust	0.570	oprimir
swamp	disgust	0.570	pantano
messy	disgust	0.570	desordenado
spit	disgust	0.570	cuspir
dank	disgust	0.570	húmedo
bastard	disgust	0.570	cabrón
devastating	disgust	0.570	devastador
serpent	disgust	0.570	serpe
loo	disgust	0.562	lao
indecent	disgust	0.562	indecente
insanity	disgust	0.562	tolemia
stealing	disgust	0.562	roubando
terrible	disgust	0.562	terrible
tyrannical	disgust	0.562	tiránico
humiliation	disgust	0.562	humillación
snake	disgust	0.562	serpe
sloppy	disgust	0.562	descuidado
sinning	disgust	0.562	pecando
harmful	disgust	0.562	prexudicial
harlot	disgust	0.562	prostituta
sordid	disgust	0.562	sórdido
enemy	disgust	0.562	inimigo
alcoholism	disgust	0.562	alcoholismo
awful	disgust	0.562	horrible
ruthless	disgust	0.562	desapiadado
scoundrel	disgust	0.562	canalla
bloody	disgust	0.555	sanguento
flabby	disgust	0.555	flácido
odious	disgust	0.555	odioso
beastly	disgust	0.555	bestial
collusion	disgust	0.555	connivencia
ridicule	disgust	0.555	ridiculizar
discriminating	disgust	0.555	discriminando
unattractive	disgust	0.555	pouco atractivo
insufferable	disgust	0.555	insoportable
segregate	disgust	0.555	segregar
arsenic	disgust	0.555	arsénico
threatening	disgust	0.555	ameazante
atrophy	disgust	0.555	atrofia
varicella	disgust	0.555	varicela
slayer	disgust	0.555	asasino
distaste	disgust	0.555	desgusto
coward	disgust	0.555	covarde
robbery	disgust	0.555	roubo
wickedness	disgust	0.555	maldade
anathema	disgust	0.547	anatema
malevolent	disgust	0.547	malévolo
sty	disgust	0.547	orzuelo
pillage	disgust	0.547	pillaxe
thief	disgust	0.547	ladroa
suffocating	disgust	0.547	asfixiante
condemnation	disgust	0.547	condena
deleterious	disgust	0.547	prexudicial
slur	disgust	0.547	ligar
purgatory	disgust	0.547	purgatorio
attacking	disgust	0.547	atacando
burglar	disgust	0.547	ladrón
ogre	disgust	0.547	ogro
coercion	disgust	0.547	coacción
vesicular	disgust	0.547	vesicular
miserable	disgust	0.547	miserable
bitterly	disgust	0.547	amargamente
sneer	disgust	0.539	mofa
greedy	disgust	0.539	cobizoso
gob	disgust	0.539	gob
repellant	disgust	0.539	repelente
jealous	disgust	0.539	celoso
drunken	disgust	0.539	borracho
shame	disgust	0.539	vergoña
thrash	disgust	0.539	golear
fatty	disgust	0.539	graxos
liar	disgust	0.539	embusteiro
imprisoned	disgust	0.539	preso
sloth	disgust	0.539	preguiza
repudiation	disgust	0.539	repudio
disgrace	disgust	0.539	deshonra
infidelity	disgust	0.539	infidelidade
pig	disgust	0.539	porco
lethal	disgust	0.536	letal
burnt	disgust	0.531	queimado
brawl	disgust	0.531	pelexa
withered	disgust	0.531	murchas
blemish	disgust	0.531	mancha
hydrocephalus	disgust	0.531	hidrocefalia
aberration	disgust	0.531	aberración
smuggler	disgust	0.531	contrabandista
painful	disgust	0.531	doloroso
condescension	disgust	0.531	condescendencia
