English Word	Emotion	Emotion-Intensity-Score	Cebuano Word
carcass	disgust	0.795	patayng lawas
decompose	disgust	0.789	madunot
gruesome	disgust	0.789	makalilisang
mutilated	disgust	0.789	giputolputol
puke	disgust	0.789	pagsuka
herpes	disgust	0.789	herpes
decayed	disgust	0.789	nadunot
dung	disgust	0.789	tae
vermin	disgust	0.789	peste
murderous	disgust	0.789	mamumuno
parasite	disgust	0.789	parasito
horrific	disgust	0.789	makalilisang
carnage	disgust	0.781	pagpatay
malaria	disgust	0.781	malaria
slime	disgust	0.781	lapok
flatulence	disgust	0.781	utot
pestilence	disgust	0.781	kamatay
crap	disgust	0.781	kabuang
monstrosity	disgust	0.781	kamangtas
loathsome	disgust	0.773	makaluod
toxic	disgust	0.773	makahilo
morgue	disgust	0.773	morge
pus	disgust	0.773	nana
herpesvirus	disgust	0.773	herpes virus
leprosy	disgust	0.773	sanla
insidious	disgust	0.773	malimbungon
cruel	disgust	0.766	mapintas
regurgitation	disgust	0.766	regurgitation
anthrax	disgust	0.766	anthrax
xenophobia	disgust	0.766	xenophobia
repugnance	disgust	0.766	pagdumot
lynch	disgust	0.766	lynch
revulsion	disgust	0.766	pagsukol
whore	disgust	0.766	bigaon
dissection	disgust	0.759	dissection
mucous	disgust	0.758	mucous
canker	disgust	0.758	kan-on
slum	disgust	0.758	slum
infectious	disgust	0.758	makatakod
evil	disgust	0.758	daotan
phlegm	disgust	0.758	plema
cruelty	disgust	0.758	kabangis
perversion	disgust	0.758	kahiwian
sinister	disgust	0.750	daotan
leeches	disgust	0.750	mga linta
corrupting	disgust	0.750	makadaot
decomposition	disgust	0.750	pagkadunot
abomination	disgust	0.742	dulumtanan
stinking	disgust	0.742	baho
bile	disgust	0.742	apdo
demonic	disgust	0.742	demonyo
deranged	disgust	0.742	nabuang
abhorrence	disgust	0.742	pagdumot
soiled	disgust	0.742	hugaw
mucus	disgust	0.742	mucus
septic	disgust	0.742	septic
sickening	disgust	0.742	makapasakit
demon	disgust	0.742	demonyo
cancer	disgust	0.734	kanser
obese	disgust	0.734	tambok kaayo
degeneracy	disgust	0.734	pagkadunot
despicable	disgust	0.734	talamayon
atrocity	disgust	0.734	kabangis
foul	disgust	0.734	foul
sicken	disgust	0.734	nagsakit
crucifixion	disgust	0.734	paglansang sa krus
terrorism	disgust	0.734	terorismo
repulsion	disgust	0.727	pagsalikway
morbidity	disgust	0.727	sakit
dysentery	disgust	0.727	dysentery
enema	disgust	0.727	enema
bacterium	disgust	0.727	bakterya
dirty	disgust	0.727	hugaw
adultery	disgust	0.727	pagpanapaw
contamination	disgust	0.727	kontaminasyon
grisly	disgust	0.727	ngil-ad
diabolical	disgust	0.727	yawan-on
autopsy	disgust	0.719	autopsy
barbaric	disgust	0.719	salbahis
vulgar	disgust	0.719	bulgar
entrails	disgust	0.719	mga tinai
disgust	disgust	0.719	kasuko
lewd	disgust	0.719	malaw-ay
muck	disgust	0.719	hugaw
bowels	disgust	0.719	mga tinai
garbage	disgust	0.719	basura
deterioration	disgust	0.719	pagsamot
contagion	disgust	0.719	contagion
vicious	disgust	0.719	bangis
disfigured	disgust	0.719	nadaot ang dagway
pungent	disgust	0.719	mahait
gross	disgust	0.719	grabe
bloodshed	disgust	0.714	pagpaagas sa dugo
gag	disgust	0.711	gag
pollute	disgust	0.711	hugaw
nausea	disgust	0.711	kasukaon
tyrant	disgust	0.711	malupigon
wretched	disgust	0.711	alaut
mortification	disgust	0.711	kasubo
violent	disgust	0.711	bayolente
poisoned	disgust	0.711	gihiloan
nauseate	disgust	0.703	kasukaon
slimy	disgust	0.703	slimy
grope	disgust	0.703	pagpangapkap
slut	disgust	0.703	bigaon
nasty	disgust	0.703	daotan
disgusting	disgust	0.703	makaluod
depraved	disgust	0.703	daotan
porn	disgust	0.703	porno
hateful	disgust	0.703	madumtanon
vulgarity	disgust	0.703	pagkabulgar
noxious	disgust	0.703	makadaot
grime	disgust	0.703	hugaw
constipation	disgust	0.703	constipation
secretion	disgust	0.703	pagtago
poisoning	disgust	0.703	pagkahilo
despotism	disgust	0.703	despotismo
measles	disgust	0.696	tipdas
contagious	disgust	0.695	makatakud
obesity	disgust	0.695	hilabihang katambok
wart	disgust	0.695	wart
hate	disgust	0.695	pagdumot
hellish	disgust	0.695	impyerno
scum	disgust	0.695	hugaw
suicidal	disgust	0.695	paghikog
wretch	disgust	0.695	alaut
abuse	disgust	0.695	pag-abuso
waste	disgust	0.695	basura
intestinal	disgust	0.695	tinai
heartworm	disgust	0.688	heartworm
ooze	disgust	0.688	nag-agos
treason	disgust	0.688	pagbudhi
contaminated	disgust	0.688	kontaminado
smut	disgust	0.688	hugaw
disease	disgust	0.688	sakit
rabid	disgust	0.688	masupilon
deformed	disgust	0.680	deformed
hell	disgust	0.680	impyerno
soulless	disgust	0.680	walay kalag
cholera	disgust	0.680	kolera
bestial	disgust	0.680	mananap
antichrist	disgust	0.680	antikristo
freakish	disgust	0.680	makalibog
germ	disgust	0.680	kagaw
detest	disgust	0.680	pagdumot
pollution	disgust	0.680	polusyon
grimy	disgust	0.680	hugaw
abhorrent	disgust	0.680	salawayon
hatred	disgust	0.680	pagdumot
abominate	disgust	0.680	dulumtanan
sickness	disgust	0.680	sakit
hideous	disgust	0.672	makalilisang
dictatorship	disgust	0.672	diktadurya
loathful	disgust	0.672	makaluod
greasy	disgust	0.672	greasy
dilapidated	disgust	0.672	guba
inhuman	disgust	0.672	dili tawhanon
loathing	disgust	0.672	gikasilagan
obscene	disgust	0.672	malaw-ay
cess	disgust	0.670	cess
devil	disgust	0.664	yawa
deformity	disgust	0.664	deformity
nauseous	disgust	0.664	kasukaon
deadly	disgust	0.664	makamatay
swine	disgust	0.664	baboy
discrimination	disgust	0.664	diskriminasyon
abominable	disgust	0.664	salawayon
masochism	disgust	0.664	masokismo
heretic	disgust	0.664	erehes
latrines	disgust	0.656	kasilyas
corruption	disgust	0.656	korapsyon
poisonous	disgust	0.656	makahilo
horror	disgust	0.656	kalisang
nefarious	disgust	0.656	daotan
bacteria	disgust	0.656	bakterya
horrible	disgust	0.656	makalilisang
trash	disgust	0.656	basura
abortion	disgust	0.656	aborsyon
death	disgust	0.656	kamatayon
prejudiced	disgust	0.656	may pagpihig
poison	disgust	0.656	hilo
oppression	disgust	0.656	pagpanglupig
goo	disgust	0.656	goo
victimized	disgust	0.656	nabiktima
mange	disgust	0.656	mange
sludge	disgust	0.648	lapok
trashy	disgust	0.648	basura
vindictive	disgust	0.648	mapanimaslon
horrid	disgust	0.648	makalilisang
ugly	disgust	0.648	ngil-ad
immoral	disgust	0.648	imoral
bitch	disgust	0.648	aswang
outhouse	disgust	0.648	gawas sa balay
detestation	disgust	0.648	pagdumot
horrifying	disgust	0.641	makalilisang
laxative	disgust	0.641	laxative
unsightly	disgust	0.641	dili nindot tan-awon
derogatory	disgust	0.641	makapaubos
slop	disgust	0.641	slop
malfeasance	disgust	0.641	pagkadaotan
spew	disgust	0.641	isuka
pimple	disgust	0.641	bugasbugas
criminality	disgust	0.641	kriminalidad
indecency	disgust	0.641	kalaw-ay
cystic	disgust	0.641	cystic
villainous	disgust	0.641	kontrabida
queasy	disgust	0.633	makalibog
mildew	disgust	0.633	agup-op
oppressive	disgust	0.633	malupigon
prostitution	disgust	0.633	prostitusyon
secrete	disgust	0.633	itago
ulcer	disgust	0.633	ulser
rat	disgust	0.633	ilaga
bigoted	disgust	0.633	panatiko
perpetrator	disgust	0.633	tigbuhat
doomsday	disgust	0.633	adlaw sa kalaglagan
sinful	disgust	0.633	makasasala
degrading	disgust	0.625	makapaubos
ghastly	disgust	0.625	makalilisang
suffering	disgust	0.625	pag-antos
obscenity	disgust	0.625	kahilayan
devilish	disgust	0.625	yawan-on
disgraceful	disgust	0.625	makauulaw
persecution	disgust	0.625	pagpanggukod
contemptible	disgust	0.625	talamayon
cuckold	disgust	0.625	cuckold
stools	disgust	0.625	mga bangkito
dastardly	disgust	0.625	walay pulos
sin	disgust	0.625	sala
gluttony	disgust	0.625	kahakog
bloated	disgust	0.625	niburot
fungus	disgust	0.625	fungus
aghast	disgust	0.625	kapungot
diaper	disgust	0.617	lampin
malicious	disgust	0.617	malisyoso
polygamy	disgust	0.617	poligamiya
dying	disgust	0.617	himalatyon
termite	disgust	0.617	anay
fat	disgust	0.617	tambok
deceit	disgust	0.617	limbong
atrocious	disgust	0.617	bangis
guillotine	disgust	0.617	guillotine
tetanus	disgust	0.617	tetanus
spoil	disgust	0.617	inagaw
crusty	disgust	0.617	crust
sickly	disgust	0.617	masakiton
louse	disgust	0.617	kuto
strangle	disgust	0.617	pagluok
betrayal	disgust	0.617	pagbudhi
loathe	disgust	0.617	gikasilagan
wench	disgust	0.617	babaye
infect	disgust	0.617	makatakod
violently	disgust	0.609	mapintas
brothel	disgust	0.609	brothel
drool	disgust	0.609	drool
bleeding	disgust	0.609	nagdugo
deform	disgust	0.609	deform
ghetto	disgust	0.609	ghetto
sabotage	disgust	0.609	pagsabotahe
venomous	disgust	0.609	makahilo
abhor	disgust	0.609	pagdumot
slander	disgust	0.609	pagbutangbutang
hostile	disgust	0.609	kaaway
musty	disgust	0.602	abog
illicit	disgust	0.602	gidili
ugliness	disgust	0.602	kangil-ad
unwashed	disgust	0.602	wala mahugasi
swampy	disgust	0.602	kalapokan
deprivation	disgust	0.602	kawad-on
poaching	disgust	0.602	pagpanguha
hag	disgust	0.602	hag
infidel	disgust	0.602	walay pagtuo
imprisonment	disgust	0.602	pagkabilanggo
traitor	disgust	0.602	traydor
lunacy	disgust	0.602	pagkabuang
queasiness	disgust	0.594	kalibog
hostility	disgust	0.594	pagdumot
repelling	disgust	0.594	pagsalikway
intoxicated	disgust	0.594	nahubog
thug	disgust	0.594	kawatan
catastrophe	disgust	0.594	katalagman
lunatic	disgust	0.594	buangbuang
misery	disgust	0.594	kaalaot
venom	disgust	0.594	lala
butcher	disgust	0.594	berdugo
toilet	disgust	0.594	kasilyas
blister	disgust	0.594	paltos
lurid	disgust	0.594	makalibog
slug	disgust	0.594	slug
gut	disgust	0.594	gut
sinner	disgust	0.594	makasasala
deceitful	disgust	0.594	malimbungon
epidemic	disgust	0.594	epidemya
deteriorated	disgust	0.586	nadaot
lavatory	disgust	0.586	kasilyas
unclean	disgust	0.586	mahugaw
prostitute	disgust	0.586	bigaon
incubus	disgust	0.586	incubus
appalling	disgust	0.586	makalilisang
dreadful	disgust	0.586	makalilisang
pornography	disgust	0.586	pornograpiya
harass	disgust	0.586	manghasi
squeamish	disgust	0.578	nagkisikisi
expulsion	disgust	0.578	pagpalagpot
unfaithful	disgust	0.578	dili matinud-anon
offensive	disgust	0.578	opensiba
hypocrite	disgust	0.578	tigpakaaron-ingnon
humiliating	disgust	0.578	pagpakaulaw
larceny	disgust	0.578	pagpangawat
ruinous	disgust	0.578	makaguba
retard	disgust	0.578	paglangan
rash	disgust	0.578	hinanali
flea	disgust	0.578	pulgas
debauchery	disgust	0.578	pagpatuyang
fiend	disgust	0.578	daotan
quagmire	disgust	0.578	kalibonan
conspirator	disgust	0.578	nagkunsabo
sick	disgust	0.578	masakiton
mangle	disgust	0.578	mangle
dogsick	disgust	0.570	sakit sa iro
egregious	disgust	0.570	grabe
flog	disgust	0.570	latigo
despise	disgust	0.570	pagtamay
treacherous	disgust	0.570	maluibon
oppress	disgust	0.570	lupigon
swamp	disgust	0.570	kalamakan
messy	disgust	0.570	gubot
spit	disgust	0.570	laway
dank	disgust	0.570	dank
bastard	disgust	0.570	bastos
devastating	disgust	0.570	makaguba
serpent	disgust	0.570	bitin
loo	disgust	0.562	loo
indecent	disgust	0.562	malaw-ay
insanity	disgust	0.562	pagkabuang
stealing	disgust	0.562	pagpangawat
terrible	disgust	0.562	makalilisang
tyrannical	disgust	0.562	malupigon
humiliation	disgust	0.562	pagpaubos
snake	disgust	0.562	bitin
sloppy	disgust	0.562	palpak
sinning	disgust	0.562	pagpakasala
harmful	disgust	0.562	makadaot
harlot	disgust	0.562	bigaon
sordid	disgust	0.562	bastos
enemy	disgust	0.562	kaaway
alcoholism	disgust	0.562	alkoholismo
awful	disgust	0.562	makalilisang
ruthless	disgust	0.562	walay kaluoy
scoundrel	disgust	0.562	bastos
bloody	disgust	0.555	dugoon
flabby	disgust	0.555	lubog
odious	disgust	0.555	ngil-ad
beastly	disgust	0.555	mapintas nga mananap
collusion	disgust	0.555	panagkunsabo
ridicule	disgust	0.555	pagbiaybiay
discriminating	disgust	0.555	pagpihigpihig
unattractive	disgust	0.555	dili madanihon
insufferable	disgust	0.555	dili maagwanta
segregate	disgust	0.555	ilain
arsenic	disgust	0.555	arsenic
threatening	disgust	0.555	paghulga
atrophy	disgust	0.555	atrophy
varicella	disgust	0.555	varicella
slayer	disgust	0.555	mamumuno
distaste	disgust	0.555	kasuko
coward	disgust	0.555	talawan
robbery	disgust	0.555	pagpanulis
wickedness	disgust	0.555	pagkadautan
anathema	disgust	0.547	tunglo
malevolent	disgust	0.547	daotan
sty	disgust	0.547	sty
pillage	disgust	0.547	pagpangawat
thief	disgust	0.547	kawatan
suffocating	disgust	0.547	makahuot
condemnation	disgust	0.547	pagkondenar
deleterious	disgust	0.547	makadaot
slur	disgust	0.547	pagbugalbugal
purgatory	disgust	0.547	purgatoryo
attacking	disgust	0.547	pag-atake
burglar	disgust	0.547	kawatan
ogre	disgust	0.547	ogre
coercion	disgust	0.547	pagpamugos
vesicular	disgust	0.547	vesicular
miserable	disgust	0.547	makalolooy
bitterly	disgust	0.547	mapait
sneer	disgust	0.539	pagyubit
greedy	disgust	0.539	hakog
gob	disgust	0.539	gob
repellant	disgust	0.539	repellant
jealous	disgust	0.539	selos
drunken	disgust	0.539	hubog
shame	disgust	0.539	kaulaw
thrash	disgust	0.539	pagkurog
fatty	disgust	0.539	tambokon
liar	disgust	0.539	bakakon
imprisoned	disgust	0.539	napriso
sloth	disgust	0.539	tapulan
repudiation	disgust	0.539	pagsalikway
disgrace	disgust	0.539	kaulawan
infidelity	disgust	0.539	pagluib
pig	disgust	0.539	baboy
lethal	disgust	0.536	makapatay
burnt	disgust	0.531	nasunog
brawl	disgust	0.531	away
withered	disgust	0.531	nalaya
blemish	disgust	0.531	mantsa
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	aberasyon
smuggler	disgust	0.531	smuggler
painful	disgust	0.531	masakit
condescension	disgust	0.531	pagpaubos
intolerant	disgust	0.531	intolerant
blasphemous	disgust	0.531	mapasipalahon
lying	disgust	0.531	namakak
hanging	disgust	0.531	nagbitay
travesty	disgust	0.531	kabuang
ruined	disgust	0.531	naguba
intrusive	disgust	0.531	makasapot
disintegrate	disgust	0.531	mabungkag
destructive	disgust	0.531	makadaot
neurotic	disgust	0.531	neurotic
disparaging	disgust	0.523	pagpakaulaw
blighted	disgust	0.523	nadaot
intolerance	disgust	0.523	intolerance
mistress	disgust	0.523	ginang
avarice	disgust	0.523	kahakog
disgraced	disgust	0.523	gipakaulawan
derogation	disgust	0.523	pagpaubos
rubbish	disgust	0.523	basura
accusation	disgust	0.523	sumbong
incarceration	disgust	0.523	pagkabilanggo
tortious	disgust	0.516	gubot
dishonor	disgust	0.516	pagpakaulaw
stink	disgust	0.516	baho
grim	disgust	0.516	ngil-ad
rob	disgust	0.516	kawatan
defraud	disgust	0.516	pagpanglimbong
sump	disgust	0.516	sump
cringe	disgust	0.516	managpasakup
vulture	disgust	0.516	buwitre
deplorable	disgust	0.516	makaluluoy
mite	disgust	0.516	mite
eradication	disgust	0.516	pagwagtang
degrade	disgust	0.516	pagpaubos
gutter	disgust	0.516	kanal
convict	disgust	0.516	konbiktado
remains	disgust	0.516	nagpabilin
betray	disgust	0.516	magbudhi
daemon	disgust	0.516	daemon
sham	disgust	0.509	limbong
distasteful	disgust	0.508	makaluod
prisoner	disgust	0.508	binilanggo
dreadfully	disgust	0.508	makalilisang
worthless	disgust	0.508	walay bili
crude	disgust	0.508	krudo
delirium	disgust	0.508	deliryo
incurable	disgust	0.508	dili matambalan
smelling	disgust	0.508	pagpanimaho
idiocy	disgust	0.508	kabuang
resentment	disgust	0.508	kayugot
bombed	disgust	0.508	gibombahan
blob	disgust	0.508	blob
cheat	disgust	0.508	manglimbong
schizophrenia	disgust	0.508	schizophrenia
rejection	disgust	0.508	pagsalikway
belittle	disgust	0.508	pagpaubos
glut	disgust	0.508	glut
disaster	disgust	0.508	katalagman
distress	disgust	0.508	kagul-anan
pest	disgust	0.508	peste
endemic	disgust	0.508	endemic
theft	disgust	0.500	pagpangawat
banish	disgust	0.500	papahawaon
mire	disgust	0.500	lapok
flagrant	disgust	0.500	dayag
derision	disgust	0.500	pagbiaybiay
dirt	disgust	0.500	hugaw
screaming	disgust	0.500	nagsiyagit
offense	disgust	0.500	paglapas
jealousy	disgust	0.500	pangabugho
bribery	disgust	0.500	panghiphip
polemic	disgust	0.500	polemic
blight	disgust	0.500	blight
impeach	disgust	0.500	impeach
bitterness	disgust	0.500	kapaitan
taboo	disgust	0.500	bawal
duress	disgust	0.500	pagpugos
goblin	disgust	0.500	goblin
shackle	disgust	0.500	gapos
idolatry	disgust	0.500	idolatriya
greed	disgust	0.500	kahakog
impurity	disgust	0.500	kahugawan
tirade	disgust	0.500	pagyawyaw
idiot	disgust	0.492	tanga
boil	disgust	0.492	hubag
unconscionable	disgust	0.492	walay konsensya
disreputable	disgust	0.492	walay dungog
robber	disgust	0.492	tulisan
malign	disgust	0.492	maligno
wreck	disgust	0.492	pagkaguba
recession	disgust	0.492	ekonomiya
gorge	disgust	0.492	bung-aw
leer	disgust	0.492	leer
ill	disgust	0.492	sakit
squirm	disgust	0.492	magkurog
raging	disgust	0.484	naglagot
servile	disgust	0.484	ulipon
mess	disgust	0.484	kagubot
nappy	disgust	0.484	lampin
possessed	disgust	0.484	gipanag-iya
unbearable	disgust	0.484	dili maantus
occult	disgust	0.484	okulto
contraband	disgust	0.484	kontrabando
snarl	disgust	0.484	sungog
mutiny	disgust	0.484	mutiny
mad	disgust	0.484	buang
affliction	disgust	0.484	kasakitan
stain	disgust	0.484	mantsa
animosity	disgust	0.484	kasuko
contempt	disgust	0.484	pagtamay
tramp	disgust	0.484	tramp
nepotism	disgust	0.484	nepotismo
disrespectful	disgust	0.484	walay pagtahod
defamation	disgust	0.484	pagpasipala
inexcusable	disgust	0.484	dili mapasaylo
aversation	disgust	0.484	pagsupak
wasteful	disgust	0.484	mausik
offender	disgust	0.484	nakasala
subjugation	disgust	0.484	pagpasakop
illegality	disgust	0.477	ilegalidad
dismal	disgust	0.477	makaluluoy
criminal	disgust	0.477	kriminal
unpleasant	disgust	0.477	dili maayong
palsy	disgust	0.477	paralitiko
antagonistic	disgust	0.477	antagonistiko
pathetic	disgust	0.477	makaluluoy
uncaring	disgust	0.477	walay pagtagad
suppression	disgust	0.477	pagsumpo
immorality	disgust	0.477	imoralidad
