English Word	Emotion	Emotion-Intensity-Score	Bulgarian Word
carelessness	disgust	0.422	невнимание
impure	disgust	0.422	нечист
contentious	disgust	0.422	спорен
bum	disgust	0.422	скитник
affront	disgust	0.422	оскърбление
offend	disgust	0.422	обиждам
tarnish	disgust	0.422	опетнявам
idiotic	disgust	0.422	идиотски
badness	disgust	0.422	лошотия
delinquent	disgust	0.422	делинквент
swarm	disgust	0.422	рояк
hypertrophy	disgust	0.422	хипертрофия
gush	disgust	0.422	блика
tasteless	disgust	0.422	безвкусен
bovine	disgust	0.422	говежди
slush	disgust	0.422	киша
litigious	disgust	0.414	съдебен
dishonesty	disgust	0.414	нечестност
vegetative	disgust	0.414	вегетативен
unfavorable	disgust	0.414	неблагоприятен
displacency	disgust	0.414	изместване
illegitimate	disgust	0.414	нелегитимен
sour	disgust	0.414	кисело
socialism	disgust	0.414	социализъм
disobey	disgust	0.414	не се подчиняват
drivel	disgust	0.414	глупости
vampire	disgust	0.414	вампир
neglected	disgust	0.414	пренебрегнати
murky	disgust	0.414	мътен
ignorant	disgust	0.406	невежа
disgruntled	disgust	0.406	недоволен
discontinuity	disgust	0.406	прекъсване
dislike	disgust	0.406	неприязън
unlawful	disgust	0.406	незаконно
wrongdoing	disgust	0.406	неправомерни действия
shoplifting	disgust	0.406	кражби от магазини
recidivism	disgust	0.406	рецидивизъм
outcast	disgust	0.406	изгнаник
bogus	disgust	0.406	фалшив
displeasure	disgust	0.406	недоволство
repel	disgust	0.406	отблъсквам
falsify	disgust	0.406	фалшифицирам
ungrateful	disgust	0.406	неблагодарен
unkind	disgust	0.406	нелюбезен
phony	disgust	0.406	фалшив
prosecution	disgust	0.406	наказателно преследване
woe	disgust	0.398	горко
averse	disgust	0.398	противен
loon	disgust	0.398	луна
worsening	disgust	0.398	влошаване
paucity	disgust	0.398	оскъдица
unnatural	disgust	0.398	неестествено
amphetamines	disgust	0.398	амфетамини
senseless	disgust	0.398	безсмислен
rigor	disgust	0.398	строгост
subvert	disgust	0.398	подкопавам
failure	disgust	0.398	провал
lick	disgust	0.398	облизвам
unruly	disgust	0.398	непокорен
woefully	disgust	0.398	жалко
stingy	disgust	0.398	скъперник
crushing	disgust	0.398	смачкване
disdain	disgust	0.398	презрение
insult	disgust	0.393	обида
averseness	disgust	0.391	неприязън
disrelish	disgust	0.391	недоволство
punished	disgust	0.391	наказани
critter	disgust	0.391	създание
damage	disgust	0.391	щета
scorpion	disgust	0.391	скорпион
diatribe	disgust	0.391	диатриба
muff	disgust	0.391	маншон
farcical	disgust	0.391	фарсов
antisocial	disgust	0.391	антисоциален
hardened	disgust	0.391	закалени
punishment	disgust	0.391	наказание
bad	disgust	0.391	лошо
expel	disgust	0.391	изгонвам
surly	disgust	0.383	навъсен
lament	disgust	0.383	оплаквам се
illiterate	disgust	0.383	неграмотен
divorce	disgust	0.383	развод
teeming	disgust	0.383	изобилен
plagiarism	disgust	0.383	плагиатство
eviction	disgust	0.383	изселване
orc	disgust	0.383	орк
disappoint	disgust	0.383	разочаровам
shabby	disgust	0.383	опърпан
presumptuous	disgust	0.383	самонадеян
anaconda	disgust	0.383	анаконда
discord	disgust	0.383	раздор
guilt	disgust	0.383	вина
fugitive	disgust	0.383	беглец
irrational	disgust	0.383	ирационален
adder	disgust	0.383	суматор
fulsome	disgust	0.383	възникнал
sacrifices	disgust	0.383	жертви
hypocritical	disgust	0.383	лицемерен
shock	disgust	0.375	шок
alienation	disgust	0.375	отчуждение
scoff	disgust	0.375	присмивам се
plight	disgust	0.375	тежко положение
irritation	disgust	0.375	раздразнение
unworthy	disgust	0.375	недостоен
misconduct	disgust	0.375	неправомерно поведение
defective	disgust	0.375	дефектен
blame	disgust	0.375	обвинявам
depressing	disgust	0.375	депресиращо
dislocated	disgust	0.375	изкълчен
irritating	disgust	0.375	дразнещо
vainly	disgust	0.367	напразно
toad	disgust	0.367	жаба
powerless	disgust	0.367	безсилен
coerce	disgust	0.367	принуждавам
shuddering	disgust	0.367	тръпки
stripped	disgust	0.367	съблечен
revoke	disgust	0.367	отмени
wimpy	disgust	0.367	слабичък
unhealthy	disgust	0.367	нездравословен
exclusion	disgust	0.367	изключване
disillusionment	disgust	0.367	разочарование
blatant	disgust	0.367	крещящо
hurtful	disgust	0.367	нараняващо
hoax	disgust	0.367	измама
wimp	disgust	0.367	слабак
cad	disgust	0.367	кад
pitfall	disgust	0.367	клопка
squelch	disgust	0.367	шумоподтискане
deserted	disgust	0.359	безлюден
damn	disgust	0.359	по дяволите
incompatible	disgust	0.359	несъвместими
dispose	disgust	0.359	изхвърлям
oddity	disgust	0.359	странност
rebellion	disgust	0.359	бунт
ineptitude	disgust	0.359	некадърност
bug	disgust	0.359	буболечка
disobedience	disgust	0.359	неподчинение
inept	disgust	0.352	некадърен
litigate	disgust	0.352	водя дела
dismissal	disgust	0.352	уволнение
cutting	disgust	0.352	рязане
untoward	disgust	0.352	неприятно
displeased	disgust	0.352	недоволен
censor	disgust	0.352	цензор
ridiculous	disgust	0.352	нелепо
compost	disgust	0.352	компост
frustrate	disgust	0.352	разочаровам
misbehavior	disgust	0.352	лошо поведение
lawyer	disgust	0.352	адвокат
crushed	disgust	0.352	смачкан
flesh	disgust	0.352	плът
uncertain	disgust	0.352	несигурен
obi	disgust	0.352	оби
flinch	disgust	0.352	трепвам
fierce	disgust	0.352	свиреп
wrongful	disgust	0.352	неправомерно
depreciate	disgust	0.344	амортизирам
disapprove	disgust	0.344	неодобрявам
tearful	disgust	0.344	сълзлив
grumble	disgust	0.336	мрънкам
unsettled	disgust	0.336	неуреден
annoy	disgust	0.336	дразня
exigent	disgust	0.336	взискателен
heartsick	disgust	0.336	сърдечен
lawsuit	disgust	0.336	съдебен процес
discoloration	disgust	0.336	обезцветяване
lumpy	disgust	0.336	на бучки
daft	disgust	0.336	глупав
blunder	disgust	0.336	гаф
discontent	disgust	0.336	недоволство
bickering	disgust	0.336	пререкания
thoughtless	disgust	0.336	необмислено
disliked	disgust	0.336	не харесван
disinclination	disgust	0.336	нежелание
distrust	disgust	0.336	недоверие
disallowed	disgust	0.336	забранено
instability	disgust	0.328	нестабилност
hydrophobia	disgust	0.328	хидрофобия
whine	disgust	0.328	хленча
inhibit	disgust	0.328	инхибирам
excluded	disgust	0.328	изключени
provoking	disgust	0.328	провокиращ
grievance	disgust	0.328	оплакване
unmanageable	disgust	0.328	неуправляем
sly	disgust	0.328	хитър
exasperation	disgust	0.328	раздразнение
cacophony	disgust	0.328	какофония
unsatisfactory	disgust	0.328	незадоволителен
disappointed	disgust	0.328	разочарован
materialist	disgust	0.328	материалист
misleading	disgust	0.321	подвеждащ
mishap	disgust	0.320	злополука
soot	disgust	0.320	сажди
humbug	disgust	0.320	измама
disclaim	disgust	0.320	отказ от отговорност
annoyance	disgust	0.320	раздразнение
disapproving	disgust	0.320	неодобрително
disservice	disgust	0.320	лоша услуга
reproach	disgust	0.320	укор
confined	disgust	0.320	ограничено
unequal	disgust	0.320	неравен
rags	disgust	0.320	парцали
groan	disgust	0.320	пъшкам
soil	disgust	0.312	почва
inappropriate	disgust	0.312	неподходящо
criticize	disgust	0.312	критикувам
disincline	disgust	0.312	нежелание
theism	disgust	0.312	теизъм
depreciated	disgust	0.312	амортизирана
inconsiderate	disgust	0.312	невнимателен
overpriced	disgust	0.312	надценени
stomach	disgust	0.312	стомаха
burke	disgust	0.312	Бърк
sneeze	disgust	0.312	кихане
gall	disgust	0.305	жлъчка
bang	disgust	0.305	трясък
inadmissible	disgust	0.305	недопустимо
unfriendly	disgust	0.305	неприятелски
unaccountable	disgust	0.305	безотчетен
disparity	disgust	0.305	несъответствие
latent	disgust	0.305	латентен
disliking	disgust	0.305	неприязън
shack	disgust	0.305	барака
grumpy	disgust	0.305	сприхав
coop	disgust	0.304	кокошарник
disappointment	disgust	0.297	разочарование
scold	disgust	0.297	карам се
delay	disgust	0.297	забавяне
congress	disgust	0.297	конгрес
growling	disgust	0.297	ръмжене
backwards	disgust	0.297	наопаки
soreness	disgust	0.297	болезненост
disregarded	disgust	0.297	пренебрегнати
rogue	disgust	0.297	измамник
lonely	disgust	0.297	самотен
notoriety	disgust	0.289	известност
catechism	disgust	0.289	катехизис
flop	disgust	0.289	флоп
infamous	disgust	0.289	позорен
janitor	disgust	0.289	портиер
nettle	disgust	0.289	коприва
saturated	disgust	0.281	наситен
prohibited	disgust	0.281	забранено
gaby	disgust	0.281	габи
wince	disgust	0.281	трепвам
desist	disgust	0.281	откажи се
unfair	disgust	0.281	несправедлива
aftermath	disgust	0.281	последствия
remiss	disgust	0.281	небрежност
tribunal	disgust	0.273	трибунал
discolored	disgust	0.273	обезцветен
wrangling	disgust	0.273	спорове
uneasy	disgust	0.273	неспокоен
huff	disgust	0.273	хъф
weird	disgust	0.266	странно
impolite	disgust	0.266	неучтив
swig	disgust	0.266	глътка
crawl	disgust	0.266	пълзене
unsatisfied	disgust	0.266	неудовлетворен
inefficiency	disgust	0.266	неефективност
frantic	disgust	0.266	неистов
bureaucrat	disgust	0.266	бюрократ
politic	disgust	0.266	политика
coldness	disgust	0.266	студенина
gruff	disgust	0.258	груб
octopus	disgust	0.258	октопод
chagrin	disgust	0.258	огорчение
barrow	disgust	0.258	могила
copycat	disgust	0.258	имитатор
incase	disgust	0.258	в случай
rascal	disgust	0.258	негодник
sarcasm	disgust	0.258	сарказъм
instinctive	disgust	0.258	инстинктивен
misconception	disgust	0.250	погрешно схващане
disinclined	disgust	0.250	не е склонен
john	disgust	0.250	Джон
hulk	disgust	0.250	Хълк
baboon	disgust	0.250	бабуин
shanghai	disgust	0.250	шанхай
cupping	disgust	0.250	вендузи
lose	disgust	0.250	губя
rook	disgust	0.242	топ
entangled	disgust	0.242	заплетени
gratuitous	disgust	0.242	безвъзмездно
scrub	disgust	0.242	скраб
opponent	disgust	0.242	опонент
tariff	disgust	0.242	тарифа
questionable	disgust	0.234	съмнително
prolong	disgust	0.234	удължавам
reluctance	disgust	0.234	нежелание
lagging	disgust	0.234	изоставащ
misstatement	disgust	0.234	погрешно твърдение
