English Word	Emotion	Emotion-Intensity-Score	Malagasy Word
blasphemous	disgust	0.531	fitenenan-dratsy
lying	disgust	0.531	ny lainga
hanging	disgust	0.531	varavarana lamba
travesty	disgust	0.531	travesty
ruined	disgust	0.531	simba
intrusive	disgust	0.531	manelingelina
disintegrate	disgust	0.531	mikorosy fahana
destructive	disgust	0.531	Handringanana
neurotic	disgust	0.531	neurotika
disparaging	disgust	0.523	fanambaniana
blighted	disgust	0.523	mijaly
intolerance	disgust	0.523	tsy fandeferana
mistress	disgust	0.523	tompovavy
avarice	disgust	0.523	fitiavam-bola
disgraced	disgust	0.523	afa-baraka
derogation	disgust	0.523	fepetra
rubbish	disgust	0.523	fako
accusation	disgust	0.523	fiampangana
incarceration	disgust	0.523	fampidirana am-ponja
tortious	disgust	0.516	tortious
dishonor	disgust	0.516	ny fahafaham-boninahitra
stink	disgust	0.516	maimbo
grim	disgust	0.516	mampalahelo
rob	disgust	0.516	rob
defraud	disgust	0.516	Aza misara-pandriana
sump	disgust	0.516	sump
cringe	disgust	0.516	henatra
vulture	disgust	0.516	voltora
deplorable	disgust	0.516	trangan-javatra mampalahelo
mite	disgust	0.516	farantsakelin'ilay
eradication	disgust	0.516	fanafoanana
degrade	disgust	0.516	manambany
gutter	disgust	0.516	fantsona
convict	disgust	0.516	voaheloka
remains	disgust	0.516	sisa tavela
betray	disgust	0.516	hamadika
daemon	disgust	0.516	daemon
sham	disgust	0.509	sham
distasteful	disgust	0.508	naharikoriko
prisoner	disgust	0.508	gadra
dreadfully	disgust	0.508	mahatsiravina
worthless	disgust	0.508	Misy Ilana Azy
crude	disgust	0.508	hiteny ratsy
delirium	disgust	0.508	delirium
incurable	disgust	0.508	tsy azo sitranina
smelling	disgust	0.508	fofona
idiocy	disgust	0.508	hadalana
resentment	disgust	0.508	lolom-po
bombed	disgust	0.508	baomba
blob	disgust	0.508	blob
cheat	disgust	0.508	hanambaka
schizophrenia	disgust	0.508	aretin-tsaina
rejection	disgust	0.508	fandavana
belittle	disgust	0.508	tsinontsinona
glut	disgust	0.508	glut
disaster	disgust	0.508	Voina
distress	disgust	0.508	fahoriana
pest	disgust	0.508	pest
endemic	disgust	0.508	tsy fahita hatraiza hatraiza
theft	disgust	0.500	halatra
banish	disgust	0.500	manaisotra
mire	disgust	0.500	fotaka eny
flagrant	disgust	0.500	nibaribary
derision	disgust	0.500	fihomehezana
dirt	disgust	0.500	vovoka
screaming	disgust	0.500	nikiakiaka
offense	disgust	0.500	Fandikan-dalàna
jealousy	disgust	0.500	fahasaro-piaro
bribery	disgust	0.500	kolikoly
polemic	disgust	0.500	polémika
blight	disgust	0.500	mampikorontana
impeach	disgust	0.500	impeach
bitterness	disgust	0.500	mangidy
taboo	disgust	0.500	fady
duress	disgust	0.500	fanerena
goblin	disgust	0.500	goblin
shackle	disgust	0.500	gadra
idolatry	disgust	0.500	fanompoan-tsampy
greed	disgust	0.500	fitiavam-bola tafahoatra
impurity	disgust	0.500	fahalotoana
tirade	disgust	0.500	manaratsy
idiot	disgust	0.492	adala
boil	disgust	0.492	vay
unconscionable	disgust	0.492	tsy voahevitra
disreputable	disgust	0.492	tsy mendri-pitokisana
robber	disgust	0.492	jiolahy
malign	disgust	0.492	hanaratsy
wreck	disgust	0.492	seranam-piaramanidina
recession	disgust	0.492	ara-toekarena
gorge	disgust	0.492	harambato
leer	disgust	0.492	Fitetezana ny wiki
ill	disgust	0.492	marary
squirm	disgust	0.492	mihodinkodina
raging	disgust	0.484	nisamboaravoara
servile	disgust	0.484	manandevo
mess	disgust	0.484	mikorontana
nappy	disgust	0.484	napy
possessed	disgust	0.484	nahazo
unbearable	disgust	0.484	zaka
occult	disgust	0.484	asan'ny maizina
contraband	disgust	0.484	fanondranana entana
snarl	disgust	0.484	snarl
mutiny	disgust	0.484	fikomiana
mad	disgust	0.484	adala
affliction	disgust	0.484	fahoriana
stain	disgust	0.484	tasy
animosity	disgust	0.484	fankahalana
contempt	disgust	0.484	fanamavoana
tramp	disgust	0.484	tramp
nepotism	disgust	0.484	nepotisme
disrespectful	disgust	0.484	fanajana
defamation	disgust	0.484	ny fanalam-baraka
inexcusable	disgust	0.484	afa-tsiny
aversation	disgust	0.484	aversation
wasteful	disgust	0.484	simbasimba
offender	disgust	0.484	ratsy
subjugation	disgust	0.484	fahababoana
illegality	disgust	0.477	dalàna
dismal	disgust	0.477	Mampahonena
criminal	disgust	0.477	mpanao heloka bevava
unpleasant	disgust	0.477	mahafinaritra
palsy	disgust	0.477	paralysisa
antagonistic	disgust	0.477	manohitra
pathetic	disgust	0.477	mampalahelo
uncaring	disgust	0.477	miraharaha
suppression	disgust	0.477	fanafoanana
immorality	disgust	0.477	fitondran-tena maloto
mockery	disgust	0.477	fanesoana
outrage	disgust	0.469	hatezerana
mocking	disgust	0.469	naneso
wallow	disgust	0.469	mihosinkosin
cough	disgust	0.469	mikohaka
arrogant	disgust	0.469	miavonavona
angry	disgust	0.469	TEZITRA
poverty	disgust	0.469	FAHANTRANA
grating	disgust	0.469	makarakara
livid	disgust	0.469	Tezitra be mihitsy
aggravation	disgust	0.469	faharatsiana
repellent	disgust	0.469	ody
perspiration	disgust	0.469	hatsembohana
banishment	disgust	0.469	horoahina
furious	disgust	0.469	tezitra
shoddy	disgust	0.469	ratsy
banshee	disgust	0.469	banshee
deceive	disgust	0.461	mamita-
fool	disgust	0.461	adala
quack	disgust	0.461	quack
distorted	disgust	0.461	diso
spider	disgust	0.461	hala
unjustifiable	disgust	0.461	tsy azo hamarinina
deplore	disgust	0.461	Mampahonena
spurious	disgust	0.461	am-boalohany
perdition	disgust	0.461	fahaverezana
muddy	disgust	0.461	feno fotaka
fraudulent	disgust	0.461	hosoka
scar	disgust	0.461	fahamaimaizana
prick	disgust	0.461	mampahory koa
insulting	disgust	0.461	faniratsirana
plunder	disgust	0.461	babo
recklessness	disgust	0.461	tsy miraika
stigma	disgust	0.453	henatra
disparage	disgust	0.453	hitsikera
unthinkable	disgust	0.453	mihitsy
disingenuous	disgust	0.453	tsy mivadika
bane	disgust	0.453	zava-doza
dishonest	disgust	0.453	tsy marina
aphid	disgust	0.453	aphid
elimination	disgust	0.453	fanafoanana
cur	disgust	0.453	ank
selfish	disgust	0.453	feno fitiavan-tena
eschew	disgust	0.453	hiala amin'ny
dire	disgust	0.453	tsarotra
indignation	disgust	0.453	fahatezerana
antipathy	disgust	0.453	antipatia
alienate	disgust	0.453	hafindrany
mosquito	disgust	0.445	moka
piles	disgust	0.445	antontan
pious	disgust	0.445	mpivavaka
lie	disgust	0.445	lainga
opium	disgust	0.445	ôpiôma
smell	disgust	0.445	fofona
iniquity	disgust	0.445	ratsy
caries	disgust	0.445	caries
despair	disgust	0.445	kivy
recalcitrant	disgust	0.445	recalcitrant
egotistical	disgust	0.445	mieboebo
wasted	disgust	0.445	rava
vacuous	disgust	0.445	banga
bankruptcy	disgust	0.445	Tsy niraharaha
garish	disgust	0.445	garish
obnoxious	disgust	0.438	isalasalana
ashamed	disgust	0.438	menatra
abject	disgust	0.438	faraidiny
sticky	disgust	0.438	dity
scream	disgust	0.438	mikiakiaka
hopelessness	disgust	0.438	fahaverezam-panantenana
homeless	disgust	0.438	tsy manan-kialofana
shun	disgust	0.438	Aza tia
inmate	disgust	0.438	voafonja
alien	disgust	0.438	vahiny
hog	disgust	0.438	mibodo
aversion	disgust	0.438	tsy fitiavany maizina
abnormal	disgust	0.438	ara-dalàna
cursing	disgust	0.430	ozona
undesirable	disgust	0.430	faniry
denounce	disgust	0.430	manameloka
witch	disgust	0.430	mpamosavy
creature	disgust	0.430	zavaboary
lusty	disgust	0.430	lusty
illegal	disgust	0.430	Tsy Ara-dalàna
debris	disgust	0.430	potipoti-javatra
callous	disgust	0.430	mafy fo
reflux	disgust	0.430	reflux
adverse	disgust	0.430	voka
shameless	disgust	0.430	mahamenatra
separatist	disgust	0.430	mpisintaka
trickery	disgust	0.430	fitaka
falsity	disgust	0.430	lainga
pall	disgust	0.430	Páll
defiance	disgust	0.430	fihantsiana
incredulous	disgust	0.430	tsy tena nino
curse	disgust	0.430	hanozona
pompous	disgust	0.422	mpandanilany
socialist	disgust	0.422	sosialista
mistrust	disgust	0.422	tsy fahatokisana
infantile	disgust	0.422	zazakely
wasting	disgust	0.422	mandany
hairy	disgust	0.422	voloina
nicotine	disgust	0.422	nikôtinina
denunciation	disgust	0.422	fanamelohana
collapse	disgust	0.422	firodanan'ny
untidy	disgust	0.422	mikorontana
ferocious	disgust	0.422	masiaka
ammonia	disgust	0.422	amoniaka
carelessness	disgust	0.422	tsirambina
impure	disgust	0.422	maloto
contentious	disgust	0.422	tia ady
bum	disgust	0.422	bum
affront	disgust	0.422	tafintohina
offend	disgust	0.422	hanafintohina
tarnish	disgust	0.422	manimba
idiotic	disgust	0.422	adaladala
badness	disgust	0.422	ratsy
delinquent	disgust	0.422	maditra
swarm	disgust	0.422	nivangongo
hypertrophy	disgust	0.422	hypertrophy
gush	disgust	0.422	nijininika
tasteless	disgust	0.422	matsatso
bovine	disgust	0.422	omby
slush	disgust	0.422	slush
litigious	disgust	0.414	ara-pitsarana
dishonesty	disgust	0.414	tsy fahamarinan-toetra
vegetative	disgust	0.414	vegetative
unfavorable	disgust	0.414	sarotra aza
displacency	disgust	0.414	fifindran-toerana
illegitimate	disgust	0.414	tsy ara-dalàna
sour	disgust	0.414	maharikivy
socialism	disgust	0.414	sosialisma
disobey	disgust	0.414	nankatò
drivel	disgust	0.414	drivel
vampire	disgust	0.414	vampira
neglected	disgust	0.414	tsirambina
murky	disgust	0.414	Nanjombona ny
ignorant	disgust	0.406	tsy mahalala
disgruntled	disgust	0.406	sosotra
discontinuity	disgust	0.406	fijanonana
dislike	disgust	0.406	tsy tia
unlawful	disgust	0.406	ara-dalàna
wrongdoing	disgust	0.406	ratsy
shoplifting	disgust	0.406	fivarotana
recidivism	disgust	0.406	famerenana indray
outcast	disgust	0.406	noroahina
bogus	disgust	0.406	sandoka
displeasure	disgust	0.406	tsy faly
repel	disgust	0.406	Mandositra ny
falsify	disgust	0.406	hosoka
ungrateful	disgust	0.406	tsy mahay mankasitraka
unkind	disgust	0.406	ratsy fanahy
phony	disgust	0.406	sandoka
prosecution	disgust	0.406	fitsarana
woe	disgust	0.398	loza
averse	disgust	0.398	nisalasala
loon	disgust	0.398	vorona
worsening	disgust	0.398	niharatsy
paucity	disgust	0.398	fahantrana
unnatural	disgust	0.398	voajanahary
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	tsy misy antony
rigor	disgust	0.398	fatratra
subvert	disgust	0.398	famadihana
failure	disgust	0.398	tsy fahombiazana
lick	disgust	0.398	toerana iray feno
unruly	disgust	0.398	maditra
woefully	disgust	0.398	manatontosa
stingy	disgust	0.398	kahihitra
crushing	disgust	0.398	nanorotoro
disdain	disgust	0.398	tsinontsinona
insult	disgust	0.393	fanevatevana
averseness	disgust	0.391	averseness
disrelish	disgust	0.391	tsy tia
punished	disgust	0.391	voasazy
critter	disgust	0.391	biby
damage	disgust	0.391	fahavoazana
scorpion	disgust	0.391	maingoka
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	farcical
antisocial	disgust	0.391	tia miray hina
hardened	disgust	0.391	mafy fo
punishment	disgust	0.391	sazy
bad	disgust	0.391	ratsy
expel	disgust	0.391	handroaka
surly	disgust	0.383	miavona ny mpiasan'ny
lament	disgust	0.383	mitomania
illiterate	disgust	0.383	mahay taratasy
divorce	disgust	0.383	FISARAHAM-PANAMBADIANA
teeming	disgust	0.383	mikisaka
plagiarism	disgust	0.383	fisandohana
eviction	disgust	0.383	fandroahana
orc	disgust	0.383	orc
disappoint	disgust	0.383	handiso fanantenana
shabby	disgust	0.383	shabby
presumptuous	disgust	0.383	manambony
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	ady
guilt	disgust	0.383	ho meloka
fugitive	disgust	0.383	mpandositra
irrational	disgust	0.383	tsy mahay mandinika
adder	disgust	0.383	menarana
fulsome	disgust	0.383	feno
sacrifices	disgust	0.383	fanatitra
hypocritical	disgust	0.383	mihatsaravelatsihy
shock	disgust	0.375	dona
alienation	disgust	0.375	fahafoizako
scoff	disgust	0.375	kosa maneso
plight	disgust	0.375	manjo
irritation	disgust	0.375	fahasosorana
unworthy	disgust	0.375	tsy mendrika
misconduct	disgust	0.375	fitondran-tena
defective	disgust	0.375	tsininy
blame	disgust	0.375	tsiny
depressing	disgust	0.375	mahakivy
dislocated	disgust	0.375	mikisaka
irritating	disgust	0.375	mahasosotra
vainly	disgust	0.367	zava-poana
toad	disgust	0.367	saobakaka
powerless	disgust	0.367	tsy manan-kery
coerce	disgust	0.367	manery
shuddering	disgust	0.367	tora
stripped	disgust	0.367	nesoriny ny akanjony
revoke	disgust	0.367	manafoana
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	salama
exclusion	disgust	0.367	fanilikilihana
disillusionment	disgust	0.367	fahadisoam-panantenana
blatant	disgust	0.367	miharihary
hurtful	disgust	0.367	-dratsy
hoax	disgust	0.367	fanambakana
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	fandrika
squelch	disgust	0.367	squelch
deserted	disgust	0.359	foana
damn	disgust	0.359	Tss
incompatible	disgust	0.359	Ilana
dispose	disgust	0.359	Ario
oddity	disgust	0.359	hafahafa
rebellion	disgust	0.359	fikomiana
ineptitude	disgust	0.359	tsy fahaizana
bug	disgust	0.359	bibikely
disobedience	disgust	0.359	ny tsy fankatoavana
inept	disgust	0.352	Nampahery
litigate	disgust	0.352	mitsara
dismissal	disgust	0.352	fandroahana
cutting	disgust	0.352	fanapahana
untoward	disgust	0.352	tsy taitra
displeased	disgust	0.352	tezitra
censor	disgust	0.352	sivana
ridiculous	disgust	0.352	mampihomehy
compost	disgust	0.352	zezika
frustrate	disgust	0.352	hahafoana
misbehavior	disgust	0.352	namela
lawyer	disgust	0.352	mpisolo vava
crushed	disgust	0.352	nanorotoro
flesh	disgust	0.352	NOFO
uncertain	disgust	0.352	tsy azo antoka
obi	disgust	0.352	obi
flinch	disgust	0.352	tafintohina
fierce	disgust	0.352	masiaka
wrongful	disgust	0.352	diso
depreciate	disgust	0.344	mitongilana
disapprove	disgust	0.344	halan'Andriamanitra
tearful	disgust	0.344	nitomany
grumble	disgust	0.336	mimonomonona
unsettled	disgust	0.336	sahiran-tsaina
annoy	disgust	0.336	mahasorena sy mahadiso
exigent	disgust	0.336	ilaina
heartsick	disgust	0.336	marary fo
lawsuit	disgust	0.336	fitoriana
discoloration	disgust	0.336	fanovana loko
lumpy	disgust	0.336	mivonto
daft	disgust	0.336	daft
blunder	disgust	0.336	fahadisoana
discontent	disgust	0.336	tsy fahafaliana
bickering	disgust	0.336	Niteraka fifamaliana
thoughtless	disgust	0.336	voahevitra
disliked	disgust	0.336	Tsy nankafy
disinclination	disgust	0.336	tsy firaiketam-po
distrust	disgust	0.336	fitokisana
disallowed	disgust	0.336	nandrara
instability	disgust	0.328	fikorontanana
hydrophobia	disgust	0.328	hydrophobia
whine	disgust	0.328	mimenomenona
inhibit	disgust	0.328	manakana
excluded	disgust	0.328	voaroaka
provoking	disgust	0.328	mihantsy
grievance	disgust	0.328	fahoriana Hianao
unmanageable	disgust	0.328	tsy azo fehezina
sly	disgust	0.328	fetsy
exasperation	disgust	0.328	sosotra
cacophony	disgust	0.328	cacophony
unsatisfactory	disgust	0.328	mahafa-po
disappointed	disgust	0.328	diso fanantenana
materialist	disgust	0.328	zavatra ara-nofo
misleading	disgust	0.321	mamitaka
mishap	disgust	0.320	loza
soot	disgust	0.320	molaly
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	fandavana
annoyance	disgust	0.320	fahasorenana
disapproving	disgust	0.320	tsy mankasitraka
disservice	disgust	0.320	hanimba
reproach	disgust	0.320	fahafaham-baraka
confined	disgust	0.320	afa-miala
unequal	disgust	0.320	mitovy
rags	disgust	0.320	Rotidrotika
groan	disgust	0.320	fisentoan'ny
soil	disgust	0.312	nofon-tany
inappropriate	disgust	0.312	tsy manara-penitra
criticize	disgust	0.312	mitsikera
disincline	disgust	0.312	tsy miraharaha
theism	disgust	0.312	theism
depreciated	disgust	0.312	mitongilana
inconsiderate	disgust	0.312	mieritreritra
overpriced	disgust	0.312	lafo loatra
stomach	disgust	0.312	vavony
burke	disgust	0.312	burke
sneeze	disgust	0.312	mievina
gall	disgust	0.305	zava-mangidy
bang	disgust	0.305	bang
inadmissible	disgust	0.305	tsy azo ekena
unfriendly	disgust	0.305	ninamana
unaccountable	disgust	0.305	tsy tambo isaina
disparity	disgust	0.305	fitoviana
latent	disgust	0.305	miseho
disliking	disgust	0.305	tsy tia
shack	disgust	0.305	trano bozaka
grumpy	disgust	0.305	tezitra
coop	disgust	0.304	tranon'akoho
disappointment	disgust	0.297	Fahadisoam-panantenana
scold	disgust	0.297	nibedy
delay	disgust	0.297	fahatarana
congress	disgust	0.297	kongresy
growling	disgust	0.297	fieron'ny
backwards	disgust	0.297	backwards
soreness	disgust	0.297	fanaintainana
disregarded	disgust	0.297	tsy niraharaha
rogue	disgust	0.297	rogue
lonely	disgust	0.297	manirery
notoriety	disgust	0.289	laza
catechism	disgust	0.289	katesizy
flop	disgust	0.289	flop
infamous	disgust	0.289	nalaza ratsy
janitor	disgust	0.289	mpiandry trano
nettle	disgust	0.289	tsilo no
saturated	disgust	0.281	tototry
prohibited	disgust	0.281	VOARARA
gaby	disgust	0.281	gaby
wince	disgust	0.281	mitsikafona
desist	disgust	0.281	hitsahatra
unfair	disgust	0.281	tsy ara-drariny
aftermath	disgust	0.281	taorian'ny
remiss	disgust	0.281	ankilabao
tribunal	disgust	0.273	fitsarana
discolored	disgust	0.273	miloko
wrangling	disgust	0.273	ny adilahy
uneasy	disgust	0.273	mahazo aina
huff	disgust	0.273	huff
weird	disgust	0.266	hafahafa
impolite	disgust	0.266	tsy mahalala fomba
swig	disgust	0.266	swig
crawl	disgust	0.266	mandady
unsatisfied	disgust	0.266	afa-po
inefficiency	disgust	0.266	tsy fahombiazana
frantic	disgust	0.266	tarihan'i
bureaucrat	disgust	0.266	birao
politic	disgust	0.266	politika
coldness	disgust	0.266	mangatsiaka
gruff	disgust	0.258	gruff
octopus	disgust	0.258	orita
chagrin	disgust	0.258	fahasorenana
barrow	disgust	0.258	barrow
copycat	disgust	0.258	kopia
incase	disgust	0.258	raha toa ka
rascal	disgust	0.258	rascal
sarcasm	disgust	0.258	esoeso
instinctive	disgust	0.258	voajanahary
misconception	disgust	0.250	hevi-diso
disinclined	disgust	0.250	lasa kamo
john	disgust	0.250	Jaona
hulk	disgust	0.250	hulk
baboon	disgust	0.250	baboon
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	kaopy
lose	disgust	0.250	very
rook	disgust	0.242	rook
entangled	disgust	0.242	Azon'ny tamberintany
gratuitous	disgust	0.242	maimaim-poana
scrub	disgust	0.242	kirihitra
opponent	disgust	0.242	mpifanandrina
tariff	disgust	0.242	tarif
questionable	disgust	0.234	mampiahiahy
prolong	disgust	0.234	ho maro
reluctance	disgust	0.234	fisalasalany
lagging	disgust	0.234	lagging
misstatement	disgust	0.234	diso filazana
resign	disgust	0.234	hametra-pialana
unlucky	disgust	0.234	ratsy vintana
backwardness	disgust	0.234	fihemorana
ineffectual	disgust	0.227	tsy mahomby
disqualified	disgust	0.227	nahafeno fepetra
subsidy	disgust	0.227	fanampiana
reversal	disgust	0.227	izany fiovan-javatra
default	disgust	0.227	toerana misy anao
fussy	disgust	0.227	sarotiny
unpopular	disgust	0.227	tian'ny
petroleum	disgust	0.219	solitany
intense	disgust	0.219	mafy
evade	disgust	0.219	hanarahana ny diany
frowning	disgust	0.219	mikentrona
weight	disgust	0.219	lanja
dame	disgust	0.219	dame
donkey	disgust	0.211	boriky
actionable	disgust	0.211	azo atao
tawny	disgust	0.211	lisy
unhappy	disgust	0.211	tsy faly
dandy	disgust	0.203	dandy
birch	disgust	0.203	birch
speck	disgust	0.203	sombin-kazo eo
hood	disgust	0.203	kapaoty
owing	disgust	0.203	Noho
desert	disgust	0.203	EFITRA
indifference	disgust	0.203	tsy firaharahiana
awkwardness	disgust	0.203	hadalana
rave	disgust	0.203	fiderana faran'izay tsara
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	manahirana
howl	disgust	0.195	midradradradrà
dabbling	disgust	0.195	ve ny Mitsabaka
morals	disgust	0.195	fitondran-tena
misguided	disgust	0.195	diso lalana
airs	disgust	0.195	hiseho hahalala
