English Word	Emotion	Emotion-Intensity-Score	Slovenian Word
cupping	disgust	0.250	cupping
lose	disgust	0.250	izgubiti
rook	disgust	0.242	top
entangled	disgust	0.242	zapletena
gratuitous	disgust	0.242	neodplačno
scrub	disgust	0.242	piling
opponent	disgust	0.242	nasprotnik
tariff	disgust	0.242	tarifa
questionable	disgust	0.234	vprašljivo
prolong	disgust	0.234	podaljšati
reluctance	disgust	0.234	nenaklonjenost
lagging	disgust	0.234	zaostajanje
misstatement	disgust	0.234	napačna navedba
resign	disgust	0.234	odstopiti
unlucky	disgust	0.234	nesrečen
backwardness	disgust	0.234	zaostalost
ineffectual	disgust	0.227	neučinkovito
disqualified	disgust	0.227	diskvalificiran
subsidy	disgust	0.227	subvencija
reversal	disgust	0.227	preobrat
default	disgust	0.227	privzeto
fussy	disgust	0.227	sitna
unpopular	disgust	0.227	nepriljubljen
petroleum	disgust	0.219	nafta
intense	disgust	0.219	intenzivno
evade	disgust	0.219	izogniti se
frowning	disgust	0.219	namrščena
weight	disgust	0.219	utež
dame	disgust	0.219	dame
donkey	disgust	0.211	osel
actionable	disgust	0.211	ukrepljiv
tawny	disgust	0.211	tawny
unhappy	disgust	0.211	nesrečen
dandy	disgust	0.203	dandy
birch	disgust	0.203	breza
speck	disgust	0.203	pega
hood	disgust	0.203	napa
owing	disgust	0.203	dolguje
desert	disgust	0.203	puščava
indifference	disgust	0.203	ravnodušnost
awkwardness	disgust	0.203	nerodnost
rave	disgust	0.203	rave
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	neprijetno
howl	disgust	0.195	tuliti
dabbling	disgust	0.195	dabbling
morals	disgust	0.195	morala
misguided	disgust	0.195	zgrešena
airs	disgust	0.195	zrači
gelatin	disgust	0.195	želatina
fleece	disgust	0.195	flis
monochrome	disgust	0.195	enobarvno
lush	disgust	0.188	bujna
celebrity	disgust	0.188	slavna oseba
avoid	disgust	0.188	izogibajte se
gent	disgust	0.188	gospod
stalemate	disgust	0.188	zastoj
lesser	disgust	0.188	manjša
sunk	disgust	0.180	potopljeno
nose	disgust	0.180	nos
laughable	disgust	0.180	smešno
claimant	disgust	0.180	tožnik
possession	disgust	0.180	posest
larger	disgust	0.164	večji
pregnancy	disgust	0.164	nosečnost
thrift	disgust	0.164	varčnost
undoubted	disgust	0.164	nedvomno
mouthful	disgust	0.164	zalogaj
hoot	disgust	0.164	huk
sentence	disgust	0.156	stavek
misplace	disgust	0.156	napačno mesto
clamor	disgust	0.156	hrup
parrot	disgust	0.156	papiga
obliging	disgust	0.156	ustrežljiv
nameless	disgust	0.148	brezimni
bummer	disgust	0.148	bummer
elf	disgust	0.141	elf
feeling	disgust	0.141	občutek
excellence	disgust	0.141	odličnost
gray	disgust	0.133	siva
asymmetry	disgust	0.133	asimetrija
turn	disgust	0.133	obrat
clumsy	disgust	0.133	neroden
stall	disgust	0.133	stojnica
bran	disgust	0.125	otrobi
finally	disgust	0.125	končno
lord	disgust	0.125	gospod
nurture	disgust	0.117	negovati
savor	disgust	0.117	okusiti
cove	disgust	0.117	zaliv
winning	disgust	0.109	zmagovalni
lemon	disgust	0.109	limona
powerful	disgust	0.102	močan
glitter	disgust	0.094	bleščice
interior	disgust	0.086	notranjost
mind	disgust	0.086	um
interested	disgust	0.078	zanima
treat	disgust	0.078	zdravljenje
abundance	disgust	0.078	obilje
honest	disgust	0.055	pošten
kite	disgust	0.055	zmaj
humble	disgust	0.047	skromen
tree	disgust	0.039	drevo
torture	fear	0.984	mučenje
terrorist	fear	0.972	terorist
terrorists	fear	0.969	teroristi
horrific	fear	0.969	grozljivo
terrorism	fear	0.969	terorizem
suicidebombing	fear	0.967	samomorilski napad
kill	fear	0.962	ubiti
homicidal	fear	0.959	morilski
catastrophe	fear	0.953	katastrofa
annihilate	fear	0.953	izničiti
murderer	fear	0.953	morilec
terror	fear	0.953	teror
dying	fear	0.948	umiranje
war	fear	0.942	vojna
bombing	fear	0.938	bombardiranje
bomb	fear	0.935	bomba
missiles	fear	0.934	rakete
horror	fear	0.923	groza
brutality	fear	0.922	brutalnost
terrorize	fear	0.922	terorizirati
horrified	fear	0.922	zgrožen
bloodthirsty	fear	0.922	krvoločni
murderous	fear	0.920	ubijalski
massacre	fear	0.911	masaker
terrifying	fear	0.906	grozljivo
fatality	fear	0.906	smrtnost
horrifying	fear	0.906	grozljivo
demon	fear	0.906	demon
mutilation	fear	0.906	pohabljanje
killing	fear	0.906	ubijanje
holocaust	fear	0.906	holokavst
assassinate	fear	0.906	atentat
terrified	fear	0.906	prestrašen
devastation	fear	0.906	opustošenje
murder	fear	0.906	umor
horrors	fear	0.906	grozljivke
suicidal	fear	0.898	samomorilno
assault	fear	0.891	napad
kidnap	fear	0.891	ugrabiti
slaughter	fear	0.891	zakol
crucifixion	fear	0.891	križanje
doomed	fear	0.888	obsojen na propad
poisoned	fear	0.886	zastrupljen
suicide	fear	0.879	samomor
explosion	fear	0.879	eksplozija
deadly	fear	0.875	smrtonosno
assassin	fear	0.875	morilec
annihilation	fear	0.875	izničenje
savagery	fear	0.875	divjaštvo
disaster	fear	0.875	nesreča
threatening	fear	0.875	grozeče
slaughtering	fear	0.875	zakol
disastrous	fear	0.875	katastrofalno
dismemberment	fear	0.875	razkosanje
suffocation	fear	0.875	zadušitev
rape	fear	0.870	posilstvo
hell	fear	0.860	pekel
homicide	fear	0.859	umor
molestation	fear	0.859	nadlegovanje
bloodshed	fear	0.859	prelivanje krvi
barbaric	fear	0.859	barbarski
explosive	fear	0.859	eksplozivno
warfare	fear	0.859	vojskovanje
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	tragedija
anthrax	fear	0.859	antraks
demonic	fear	0.859	demonski
executioner	fear	0.859	krvnik
dread	fear	0.859	strah
guillotine	fear	0.859	giljotina
attacking	fear	0.859	napadajoč
peril	fear	0.859	nevarnost
slaughterhouse	fear	0.859	klavnica
annihilated	fear	0.859	izničen
suffocating	fear	0.858	zadušljivo
treachery	fear	0.856	izdaja
fright	fear	0.853	prestrašenost
monster	fear	0.844	pošast
traumatic	fear	0.844	travmatična
abomination	fear	0.844	gnusoba
apocalypse	fear	0.844	apokalipsa
slayer	fear	0.844	ubijalec
scare	fear	0.844	prestrašiti
morgue	fear	0.844	mrtvašnica
painful	fear	0.844	boleče
frightened	fear	0.844	prestrašen
vengeance	fear	0.844	maščevanje
scariest	fear	0.844	najstrašnejši
destroying	fear	0.844	uničevanje
execution	fear	0.844	izvedba
panicked	fear	0.844	panično
petrified	fear	0.844	okamenel
afraid	fear	0.844	strah
frightening	fear	0.844	zastrašujoče
drown	fear	0.844	utopiti
bombardment	fear	0.844	bombardiranje
death	fear	0.843	smrt
chaos	fear	0.839	kaos
ghastly	fear	0.836	grozljivo
evil	fear	0.833	zlo
intruder	fear	0.828	vsiljivec
hellish	fear	0.828	peklensko
brutal	fear	0.828	brutalen
cancer	fear	0.828	rak
devil	fear	0.828	Hudič
grenade	fear	0.828	granata
eradication	fear	0.828	izkoreninjenje
frighten	fear	0.828	prestrašiti
explode	fear	0.828	eksplodirati
assassination	fear	0.828	atentat
fatal	fear	0.828	usodna
paralyze	fear	0.828	paralizirati
gunmen	fear	0.828	orožniki
violently	fear	0.828	nasilno
nightmare	fear	0.828	nočna mora
doomsday	fear	0.828	sodni dan
doom	fear	0.828	poguba
manslaughter	fear	0.828	umor
fear	fear	0.828	strah
kidnapped	fear	0.828	ugrabljen
trauma	fear	0.828	travma
morbidity	fear	0.820	obolevnost
crippling	fear	0.817	hromenje
savage	fear	0.814	divjak
shooting	fear	0.812	streljanje
quake	fear	0.812	potres
poisonous	fear	0.812	strupeno
damnation	fear	0.812	prekletstvo
violence	fear	0.812	nasilje
destructive	fear	0.812	uničujoče
aggressor	fear	0.812	agresor
suffering	fear	0.812	trpljenje
violent	fear	0.812	nasilen
frightful	fear	0.812	strašno
crushed	fear	0.812	zdrobljen
earthquake	fear	0.812	potres
heartattack	fear	0.812	srčni infarkt
hurricane	fear	0.811	orkan
imprisoned	fear	0.811	zaprt
exterminate	fear	0.810	iztrebiti
fearing	fear	0.808	strah
hemorrhage	fear	0.807	krvavitev
torment	fear	0.806	muka
lethal	fear	0.806	smrtonosno
venom	fear	0.804	strup
claustrophobia	fear	0.803	klavstrofobija
snakes	fear	0.802	kače
danger	fear	0.802	nevarnost
exorcism	fear	0.800	eksorcizem
obliterated	fear	0.800	izbrisano
robbery	fear	0.800	rop
terrifies	fear	0.798	grozi
cyanide	fear	0.797	cianid
incurable	fear	0.797	neozdravljivo
anxietyattack	fear	0.797	anksiozni napad
mortality	fear	0.797	umrljivost
attack	fear	0.797	napad
monstrosity	fear	0.797	pošastnost
extermination	fear	0.797	iztrebljanje
bombers	fear	0.797	bombniki
harmful	fear	0.797	škodljivo
persecution	fear	0.797	preganjanje
biggestfear	fear	0.797	največji strah
poison	fear	0.797	strup
cruelty	fear	0.797	krutost
hysteria	fear	0.797	histerija
destruction	fear	0.797	uničenje
dreadfully	fear	0.796	grozljivo
arson	fear	0.794	požig
devastate	fear	0.792	opustošiti
tyrant	fear	0.788	tiran
warcrimes	fear	0.785	vojni zločini
perish	fear	0.784	poginiti
feared	fear	0.782	strah
maniac	fear	0.781	manijak
bloody	fear	0.781	krvav
freakingout	fear	0.781	norišnica
warlike	fear	0.781	bojevit
rampage	fear	0.781	divjanje
screaming	fear	0.781	kričanje
lifeless	fear	0.781	brez življenja
enslaved	fear	0.781	zasužnjen
venomous	fear	0.781	strupena
snake	fear	0.776	kača
epidemic	fear	0.776	epidemija
panicattack	fear	0.774	panični napad
crisis	fear	0.766	kriza
hazardous	fear	0.766	Nevarno
fearful	fear	0.766	prestrašen
dangerously	fear	0.766	nevarno
shipwreck	fear	0.766	brodolomec
scary	fear	0.766	strašljivo
tumor	fear	0.766	tumor
invader	fear	0.766	vsiljivec
invade	fear	0.766	vdreti
die	fear	0.766	umreti
detonate	fear	0.766	detonirati
violation	fear	0.766	kršitev
reprisal	fear	0.766	maščevanje
criminal	fear	0.766	zločinec
riot	fear	0.766	nemiri
obliterate	fear	0.766	izbrisati
inferno	fear	0.766	pekel
leprosy	fear	0.766	gobavost
jihad	fear	0.766	džihad
ohshit	fear	0.766	oh sranje
claustrophobic	fear	0.765	klavstrofobičen
hyperventilating	fear	0.762	hiperventilacijo
nightmares	fear	0.759	nočne more
destroyed	fear	0.754	uničeno
ghostly	fear	0.754	duhovit
treacherous	fear	0.750	zahrbten
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	tragedije
slavery	fear	0.750	suženjstvo
cholera	fear	0.750	kolera
anarchist	fear	0.750	anarhist
panic	fear	0.750	panika
anaconda	fear	0.750	anakonda
hurricanes	fear	0.750	orkani
wrenching	fear	0.750	zvijanje
tyranny	fear	0.750	tiranija
imprisonment	fear	0.750	zaporna kazen
dreadful	fear	0.750	grozljivo
agony	fear	0.750	agonija
dangerous	fear	0.750	nevarno
obliteration	fear	0.750	izbris
projectiles	fear	0.750	izstrelki
destroyer	fear	0.750	rušilec
strangle	fear	0.750	zadaviti
hazard	fear	0.750	nevarnost
riotous	fear	0.750	izgredniški
accident	fear	0.750	nesreča
mortuary	fear	0.750	mrliška vežica
anarchy	fear	0.750	anarhija
fears	fear	0.750	strahovi
malignancy	fear	0.742	malignost
bombard	fear	0.740	bombardirati
cannibal	fear	0.740	kanibal
abominable	fear	0.738	gnusno
depraved	fear	0.734	izprijen
bomber	fear	0.734	bombnik
crash	fear	0.734	strmoglavljenje
tornado	fear	0.734	tornado
victimized	fear	0.734	žrtev
hyperventilate	fear	0.734	hiperventilirati
melee	fear	0.734	blizu
cursed	fear	0.734	preklet
mutiny	fear	0.734	upor
dictatorship	fear	0.734	diktatura
shoot	fear	0.734	streljati
horrible	fear	0.734	grozno
misery	fear	0.734	beda
gore	fear	0.734	gore
paralysis	fear	0.734	paraliza
tyrannical	fear	0.734	tiranski
missile	fear	0.734	izstrelek
gun	fear	0.734	pištolo
devilish	fear	0.734	hudičevo
diseased	fear	0.734	oboleli
shot	fear	0.734	strel
mafia	fear	0.734	mafija
beast	fear	0.734	Zver
malignant	fear	0.734	maligni
scared	fear	0.734	prestrašen
hostage	fear	0.734	talec
threaten	fear	0.734	groziti
turmoil	fear	0.733	nemir
combat	fear	0.728	boj
alligator	fear	0.727	aligator
ruin	fear	0.725	propad
shooter	fear	0.722	strelec
contagious	fear	0.720	nalezljiv
crime	fear	0.719	zločin
scream	fear	0.719	kričati
injured	fear	0.719	poškodovani
desperation	fear	0.719	obup
struggle	fear	0.719	boj
shock	fear	0.719	šok
seizure	fear	0.719	zaseg
lynch	fear	0.719	linč
mortification	fear	0.719	mortifikacijo
fight	fear	0.719	boj
harm	fear	0.719	škodo
emergency	fear	0.719	nujnost
phobia	fear	0.719	fobija
havoc	fear	0.719	opustošenje
devastating	fear	0.719	uničujoče
excruciating	fear	0.719	boleče
casualty	fear	0.719	žrtev
miscarriage	fear	0.719	spontani splav
starvation	fear	0.719	lakota
frantically	fear	0.717	mrzlično
carnage	fear	0.717	poboj
standoff	fear	0.716	zastoj
infestation	fear	0.716	okužba
soscary	fear	0.712	tako strašno
panicking	fear	0.708	paničen
rupture	fear	0.706	zlom
horrid	fear	0.705	grozno
frantic	fear	0.705	podivjan
sabotage	fear	0.703	sabotaža
vendetta	fear	0.703	maščevanje
arsenic	fear	0.703	arzen
freaked	fear	0.703	prestrašen
burial	fear	0.703	pokop
sos	fear	0.703	sos
cobra	fear	0.703	kobra
dreaded	fear	0.703	prestrašen
harrowing	fear	0.703	mučenje
aggressive	fear	0.703	agresiven
prey	fear	0.703	plen
gash	fear	0.703	rana
hatred	fear	0.703	sovraštvo
schizophrenia	fear	0.703	shizofrenija
upheaval	fear	0.703	preobrat
armed	fear	0.703	oborožen
collapse	fear	0.703	kolaps
deranged	fear	0.703	zmešan
assailant	fear	0.703	napadalec
terminal	fear	0.703	terminal
plague	fear	0.703	kuga
malevolent	fear	0.703	zlonamerno
psychosis	fear	0.703	psihoza
carcinoma	fear	0.703	karcinom
diabolical	fear	0.703	diabolično
wrecked	fear	0.703	uničen
grisly	fear	0.703	grozljivo
hysterical	fear	0.703	histerično
fugitive	fear	0.703	ubežnik
neurotic	fear	0.703	nevrotik
witchcraft	fear	0.703	čarovništvo
avalanche	fear	0.703	snežni plaz
anguish	fear	0.703	bojazen
cripple	fear	0.703	pohabiti
agonizing	fear	0.703	mučen
infectious	fear	0.703	nalezljive
crocodile	fear	0.700	krokodil
forcibly	fear	0.700	prisilno
abduction	fear	0.700	ugrabitev
offender	fear	0.698	storilec
mayhem	fear	0.690	nesreča
hurt	fear	0.688	poškodovati
shrapnel	fear	0.688	šrapneli
beastly	fear	0.688	zversko
rabid	fear	0.688	besen
guerilla	fear	0.688	gverila
ambush	fear	0.688	zaseda
endanger	fear	0.688	ogrožati
leukemia	fear	0.688	levkemija
contagion	fear	0.688	nalezljivost
anarchism	fear	0.688	anarhizem
paranoid	fear	0.688	paranoičen
cadaver	fear	0.688	truplo
agoraphobia	fear	0.688	agorafobija
alarm	fear	0.688	alarm
trepidation	fear	0.688	trema
blast	fear	0.688	razstreliti
gory	fear	0.688	krvav
cyclone	fear	0.688	ciklon
brawl	fear	0.688	prepir
hopeless	fear	0.688	brezupno
banish	fear	0.688	izgnati
disease	fear	0.688	bolezen
hostile	fear	0.688	sovražno
oppression	fear	0.688	zatiranje
wounding	fear	0.688	ranjenje
socialanxiety	fear	0.688	socialna anksioznost
radiation	fear	0.688	sevanje
gallows	fear	0.686	vislice
coffin	fear	0.684	krsta
madness	fear	0.675	norost
spook	fear	0.673	spook
fury	fear	0.672	bes
menace	fear	0.672	grožnja
perishing	fear	0.672	propadanje
victim	fear	0.672	žrtev
sinister	fear	0.672	zlovešča
thug	fear	0.672	razbojnik
carcass	fear	0.672	trup
shatter	fear	0.672	razbiti
grim	fear	0.672	mračno
felon	fear	0.672	zločinec
stab	fear	0.672	zabodel
trembling	fear	0.672	tresenje
revolver	fear	0.672	revolver
militants	fear	0.672	militanti
dungeon	fear	0.672	ječa
outbreak	fear	0.672	izbruh
frankenstorm	fear	0.672	frankenstorm
viper	fear	0.672	viper
combatant	fear	0.672	borec
vermin	fear	0.672	škodljivci
nervouswreck	fear	0.672	živčni razpad
menacing	fear	0.672	grozeče
hurting	fear	0.672	boli
persecute	fear	0.672	preganjati
fangs	fear	0.672	zobje
militia	fear	0.672	milica
injury	fear	0.672	poškodba
scarier	fear	0.672	strašnejši
mangle	fear	0.672	mangle
gang	fear	0.672	tolpa
crushing	fear	0.672	drobljenje
eruption	fear	0.672	izbruh
soscared	fear	0.672	soscared
ghost	fear	0.672	duh
awful	fear	0.672	grozno
abhorrent	fear	0.672	gnusno
abuse	fear	0.672	zloraba
freakedout	fear	0.672	prestrašen
atrocity	fear	0.672	grozodejstvo
tarantula	fear	0.672	tarantela
ferocious	fear	0.667	divji
battered	fear	0.667	potolčen
desolation	fear	0.667	opustošenje
pandemic	fear	0.664	pandemija
cutthroat	fear	0.664	zareznik
volcano	fear	0.663	vulkan
scares	fear	0.660	straši
cruelly	fear	0.658	kruto
smash	fear	0.656	razbiti
xenophobia	fear	0.656	ksenofobija
typhoon	fear	0.656	tajfun
spider	fear	0.656	pajek
alarming	fear	0.656	alarmantno
nefarious	fear	0.656	zloben
oppressive	fear	0.656	zatiralsko
treason	fear	0.656	izdaja
neurosis	fear	0.656	nevroza
cruel	fear	0.656	kruto
crazed	fear	0.656	ponorel
coma	fear	0.656	koma
stroke	fear	0.656	kap
tumult	fear	0.656	nemir
fearfully	fear	0.656	prestrašeno
battlefield	fear	0.656	bojišče
emetophobia	fear	0.656	emetofobija
dictator	fear	0.656	diktator
armament	fear	0.656	oborožitev
blizzard	fear	0.656	snežni metež
purgatory	fear	0.656	čistilnica
lunatic	fear	0.656	norec
bully	fear	0.656	nasilnež
endangered	fear	0.656	ogrožena
insane	fear	0.656	noro
malicious	fear	0.656	zlonamerno
selfharm	fear	0.656	samopoškodovanje
despotic	fear	0.656	despotski
revenge	fear	0.656	maščevanje
encroachment	fear	0.656	poseganje
shitless	fear	0.656	usran
ruthless	fear	0.656	neusmiljen
debauchery	fear	0.656	razuzdanost
distress	fear	0.656	stiska
traitor	fear	0.656	izdajalec
punishment	fear	0.656	kazen
radioactive	fear	0.656	radioaktivno
projectile	fear	0.654	projektil
flog	fear	0.653	bičati
bang	fear	0.652	pok
ransom	fear	0.644	odkupnina
criminality	fear	0.642	kriminaliteta
rattlesnake	fear	0.641	klopotača
quivering	fear	0.641	drgetanje
perturbation	fear	0.641	motnja
tumour	fear	0.641	tumor
conflict	fear	0.641	konflikt
injurious	fear	0.641	škodljivo
vehement	fear	0.641	vehementen
antichrist	fear	0.641	antikrist
isolated	fear	0.641	izolirana
raging	fear	0.641	divjanje
aghast	fear	0.641	zgrožen
banshee	fear	0.641	banshee
cantbreathe	fear	0.641	ne morem dihati
demented	fear	0.641	dementen
dastardly	fear	0.641	podlo
abortion	fear	0.641	splav
deteriorate	fear	0.641	razpadati
warlock	fear	0.641	čarovnik
hanging	fear	0.641	visi
wreck	fear	0.641	razbitina
demise	fear	0.641	smrt
perilous	fear	0.641	nevarno
duress	fear	0.641	prisila
dreading	fear	0.641	groza
raptors	fear	0.641	ujede
haunt	fear	0.641	strašiti
punished	fear	0.641	kaznovan
hideous	fear	0.641	ostudno
wildfire	fear	0.641	gozdni požar
scoundrel	fear	0.641	podlež
intimidate	fear	0.641	ustrahovati
targeted	fear	0.641	usmerjeno
dementia	fear	0.641	demenca
despair	fear	0.641	obup
retaliation	fear	0.641	maščevanje
bestial	fear	0.639	živalski
serpent	fear	0.638	kača
condemnation	fear	0.637	obsojanje
fire	fear	0.636	ogenj
exclusion	fear	0.636	izključitev
armaments	fear	0.636	oborožitev
corrosive	fear	0.636	jedko
nervousness	fear	0.627	živčnost
vengeful	fear	0.625	maščevalen
pneumonia	fear	0.625	pljučnica
mercenary	fear	0.625	plačanec
smuggler	fear	0.625	tihotapec
repression	fear	0.625	represija
prison	fear	0.625	zapor
malice	fear	0.625	zloba
incarceration	fear	0.625	zaprtje
wicked	fear	0.625	hudoben
disfigured	fear	0.625	iznakažen
inhuman	fear	0.625	nečloveško
vampire	fear	0.625	vampir
sickening	fear	0.625	mučno
seize	fear	0.625	zaseči
landslide	fear	0.625	zemeljski plaz
incendiary	fear	0.625	zažigalno
thundering	fear	0.625	grmenje
ruinous	fear	0.625	pogubno
spiders	fear	0.625	pajki
madman	fear	0.625	norec
pestilence	fear	0.625	kuga
stunned	fear	0.625	omamljen
manic	fear	0.625	manično
turbulent	fear	0.625	turbulentno
combative	fear	0.625	bojevita
injure	fear	0.625	poškodovati
meltdown	fear	0.625	stopiti
infection	fear	0.625	okužba
virulence	fear	0.625	virulentnost
sarcoma	fear	0.625	sarkom
revolting	fear	0.625	odporno
daemon	fear	0.625	daemon
hurtful	fear	0.625	boleče
lunacy	fear	0.625	norost
enemy	fear	0.625	sovražnik
artillery	fear	0.625	topništvo
wracking	fear	0.625	uničenje
irreparable	fear	0.625	nepopravljivo
ill	fear	0.621	bolan
barbarian	fear	0.620	barbar
battled	fear	0.615	boril
plummet	fear	0.613	padati
blackmail	fear	0.612	izsiljevanje
darkened	fear	0.610	zatemnjena
contaminated	fear	0.610	onesnažena
hangman	fear	0.610	obešenjak
abandonment	fear	0.609	opustitev
alienation	fear	0.609	odtujenost
bleeding	fear	0.609	krvavitev
oblivion	fear	0.609	pozaba
interrogation	fear	0.609	zaslišanje
