English Word	Emotion	Emotion-Intensity-Score	Chinese-Simplified Word
ill	disgust	0.492	患病的
squirm	disgust	0.492	蠕动
raging	disgust	0.484	愤怒
servile	disgust	0.484	奴性的
mess	disgust	0.484	混乱
nappy	disgust	0.484	尿布
possessed	disgust	0.484	拥有
unbearable	disgust	0.484	难以忍受
occult	disgust	0.484	神秘的
contraband	disgust	0.484	违禁品
snarl	disgust	0.484	咆哮
mutiny	disgust	0.484	兵变
mad	disgust	0.484	疯狂的
affliction	disgust	0.484	痛苦
stain	disgust	0.484	弄脏
animosity	disgust	0.484	敌意
contempt	disgust	0.484	鄙视
tramp	disgust	0.484	流浪汉
nepotism	disgust	0.484	裙带关系
disrespectful	disgust	0.484	不敬
defamation	disgust	0.484	诽谤
inexcusable	disgust	0.484	不可原谅
aversation	disgust	0.484	厌恶
wasteful	disgust	0.484	浪费的
offender	disgust	0.484	罪犯
subjugation	disgust	0.484	征服
illegality	disgust	0.477	违法性
dismal	disgust	0.477	惨淡
criminal	disgust	0.477	刑事
unpleasant	disgust	0.477	不愉快
palsy	disgust	0.477	麻痹
antagonistic	disgust	0.477	敌对的
pathetic	disgust	0.477	可怜的
uncaring	disgust	0.477	漠不关心
suppression	disgust	0.477	抑制
immorality	disgust	0.477	不道德
mockery	disgust	0.477	嘲讽
outrage	disgust	0.469	暴行
mocking	disgust	0.469	嘲弄
wallow	disgust	0.469	泥坑
cough	disgust	0.469	咳嗽
arrogant	disgust	0.469	傲慢的
angry	disgust	0.469	生气的
poverty	disgust	0.469	贫困
grating	disgust	0.469	光栅
livid	disgust	0.469	铁青
aggravation	disgust	0.469	加重
repellent	disgust	0.469	驱虫剂
perspiration	disgust	0.469	汗
banishment	disgust	0.469	流放
furious	disgust	0.469	狂怒
shoddy	disgust	0.469	粗制滥造
banshee	disgust	0.469	女妖
deceive	disgust	0.461	欺骗
fool	disgust	0.461	傻子
quack	disgust	0.461	嘎嘎
distorted	disgust	0.461	扭曲的
spider	disgust	0.461	蜘蛛
unjustifiable	disgust	0.461	无理
deplore	disgust	0.461	痛惜
spurious	disgust	0.461	虚假的
perdition	disgust	0.461	灭亡
muddy	disgust	0.461	浑
fraudulent	disgust	0.461	欺诈的
scar	disgust	0.461	瘢痕
prick	disgust	0.461	刺
insulting	disgust	0.461	侮辱
plunder	disgust	0.461	掠夺
recklessness	disgust	0.461	鲁莽
stigma	disgust	0.453	柱头
disparage	disgust	0.453	贬损
unthinkable	disgust	0.453	不可思议
disingenuous	disgust	0.453	不诚实的
bane	disgust	0.453	祸根
dishonest	disgust	0.453	不诚实
aphid	disgust	0.453	蚜
elimination	disgust	0.453	消除
cur	disgust	0.453	电流
selfish	disgust	0.453	自私
eschew	disgust	0.453	避开
dire	disgust	0.453	可怕的
indignation	disgust	0.453	愤慨
antipathy	disgust	0.453	反感
alienate	disgust	0.453	离间
mosquito	disgust	0.445	蚊子
piles	disgust	0.445	桩
pious	disgust	0.445	虔诚的
lie	disgust	0.445	说谎
opium	disgust	0.445	鸦片
smell	disgust	0.445	闻
iniquity	disgust	0.445	罪孽
caries	disgust	0.445	龋齿
despair	disgust	0.445	绝望
recalcitrant	disgust	0.445	顽固的
egotistical	disgust	0.445	自负的
wasted	disgust	0.445	浪费了
vacuous	disgust	0.445	空虚的
bankruptcy	disgust	0.445	破产
garish	disgust	0.445	扎眼
obnoxious	disgust	0.438	讨厌的
ashamed	disgust	0.438	羞愧
abject	disgust	0.438	下贱的
sticky	disgust	0.438	黏
scream	disgust	0.438	尖叫
hopelessness	disgust	0.438	绝望
homeless	disgust	0.438	无家可归
shun	disgust	0.438	顺
inmate	disgust	0.438	犯人
alien	disgust	0.438	外星人
hog	disgust	0.438	猪
aversion	disgust	0.438	厌恶
abnormal	disgust	0.438	异常
cursing	disgust	0.430	咒骂
undesirable	disgust	0.430	不受欢迎的
denounce	disgust	0.430	声讨
witch	disgust	0.430	巫婆
creature	disgust	0.430	生物
lusty	disgust	0.430	精力充沛
illegal	disgust	0.430	非法的
debris	disgust	0.430	碎片
callous	disgust	0.430	冷酷
reflux	disgust	0.430	回流
adverse	disgust	0.430	不利的
shameless	disgust	0.430	不要脸
separatist	disgust	0.430	分裂主义者
trickery	disgust	0.430	诡计
falsity	disgust	0.430	虚假
pall	disgust	0.430	颇尔
defiance	disgust	0.430	蔑视
incredulous	disgust	0.430	难以置信
curse	disgust	0.430	诅咒
pompous	disgust	0.422	浮夸的
socialist	disgust	0.422	社会主义者
mistrust	disgust	0.422	不信任
infantile	disgust	0.422	婴儿
wasting	disgust	0.422	浪费
hairy	disgust	0.422	毛茸茸
nicotine	disgust	0.422	尼古丁
denunciation	disgust	0.422	谴责
collapse	disgust	0.422	坍塌
untidy	disgust	0.422	襶
ferocious	disgust	0.422	凶猛
ammonia	disgust	0.422	氨
carelessness	disgust	0.422	疏忽
impure	disgust	0.422	不纯的
contentious	disgust	0.422	有争议的
bum	disgust	0.422	屁股
affront	disgust	0.422	冒犯
offend	disgust	0.422	得罪
tarnish	disgust	0.422	玷污
idiotic	disgust	0.422	白痴
badness	disgust	0.422	坏处
delinquent	disgust	0.422	拖欠
swarm	disgust	0.422	一群
hypertrophy	disgust	0.422	肥大
gush	disgust	0.422	喷
tasteless	disgust	0.422	无味
bovine	disgust	0.422	牛
slush	disgust	0.422	雪泥
litigious	disgust	0.414	诉讼
dishonesty	disgust	0.414	不诚实
vegetative	disgust	0.414	植物人
unfavorable	disgust	0.414	不利
displacency	disgust	0.414	位移
illegitimate	disgust	0.414	非法的
sour	disgust	0.414	酸的
socialism	disgust	0.414	社会主义
disobey	disgust	0.414	违
drivel	disgust	0.414	胡言乱语
vampire	disgust	0.414	吸血鬼
neglected	disgust	0.414	被忽视
murky	disgust	0.414	阴暗的
ignorant	disgust	0.406	无知
disgruntled	disgust	0.406	不满
discontinuity	disgust	0.406	不连续性
dislike	disgust	0.406	不喜欢
unlawful	disgust	0.406	非法的
wrongdoing	disgust	0.406	不法行为
shoplifting	disgust	0.406	入店行窃
recidivism	disgust	0.406	累犯
outcast	disgust	0.406	弃儿
bogus	disgust	0.406	虚假
displeasure	disgust	0.406	不悦
repel	disgust	0.406	击退
falsify	disgust	0.406	伪造
ungrateful	disgust	0.406	忘恩负义
unkind	disgust	0.406	刻薄
phony	disgust	0.406	假
prosecution	disgust	0.406	起诉
woe	disgust	0.398	祸不单行
averse	disgust	0.398	厌恶
loon	disgust	0.398	龙
worsening	disgust	0.398	恶化
paucity	disgust	0.398	稀缺
unnatural	disgust	0.398	不自然
amphetamines	disgust	0.398	苯丙胺类
senseless	disgust	0.398	无意义的
rigor	disgust	0.398	严格
subvert	disgust	0.398	颠覆
failure	disgust	0.398	失败
lick	disgust	0.398	舔
unruly	disgust	0.398	不羁
woefully	disgust	0.398	悲惨地
stingy	disgust	0.398	小气
crushing	disgust	0.398	粉碎
disdain	disgust	0.398	蔑视
insult	disgust	0.393	侮辱
averseness	disgust	0.391	厌恶
disrelish	disgust	0.391	不喜欢
punished	disgust	0.391	受到惩罚
critter	disgust	0.391	小动物
damage	disgust	0.391	损害
scorpion	disgust	0.391	蝎
diatribe	disgust	0.391	谩骂
muff	disgust	0.391	莫夫
farcical	disgust	0.391	滑稽的
antisocial	disgust	0.391	反社会
hardened	disgust	0.391	硬化
punishment	disgust	0.391	惩罚
bad	disgust	0.391	坏的
expel	disgust	0.391	驱逐
surly	disgust	0.383	粗暴
lament	disgust	0.383	哀叹
illiterate	disgust	0.383	文盲
divorce	disgust	0.383	离婚
teeming	disgust	0.383	人山人海
plagiarism	disgust	0.383	抄袭
eviction	disgust	0.383	驱逐
orc	disgust	0.383	兽人
disappoint	disgust	0.383	辜负
shabby	disgust	0.383	破旧
presumptuous	disgust	0.383	放肆
anaconda	disgust	0.383	蟒蛇
discord	disgust	0.383	不和谐
guilt	disgust	0.383	有罪
fugitive	disgust	0.383	逃犯
irrational	disgust	0.383	非理性的
adder	disgust	0.383	加法器
fulsome	disgust	0.383	充实的
sacrifices	disgust	0.383	牺牲
hypocritical	disgust	0.383	虚伪
shock	disgust	0.375	震惊
alienation	disgust	0.375	异化
scoff	disgust	0.375	嘲笑
plight	disgust	0.375	困境
irritation	disgust	0.375	刺激
unworthy	disgust	0.375	不配
misconduct	disgust	0.375	不当行为
defective	disgust	0.375	有缺陷的
blame	disgust	0.375	责备
depressing	disgust	0.375	沉闷
dislocated	disgust	0.375	脱臼
irritating	disgust	0.375	恼人的
vainly	disgust	0.367	徒劳的
toad	disgust	0.367	蟾蜍
powerless	disgust	0.367	无力
coerce	disgust	0.367	胁迫
shuddering	disgust	0.367	不寒而栗
stripped	disgust	0.367	剥离
revoke	disgust	0.367	撤销
wimpy	disgust	0.367	懦弱的
unhealthy	disgust	0.367	不良
exclusion	disgust	0.367	排除
disillusionment	disgust	0.367	幻灭
blatant	disgust	0.367	明目张胆的
hurtful	disgust	0.367	伤人的
hoax	disgust	0.367	骗局
wimp	disgust	0.367	懦夫
cad	disgust	0.367	cad
pitfall	disgust	0.367	陷阱
squelch	disgust	0.367	静噪
deserted	disgust	0.359	冷清
damn	disgust	0.359	该死
incompatible	disgust	0.359	不相容
dispose	disgust	0.359	处置
oddity	disgust	0.359	古怪
rebellion	disgust	0.359	叛乱
ineptitude	disgust	0.359	无能
bug	disgust	0.359	漏洞
disobedience	disgust	0.359	不服从
inept	disgust	0.352	无能
litigate	disgust	0.352	诉讼
dismissal	disgust	0.352	解雇
cutting	disgust	0.352	切割
untoward	disgust	0.352	不幸的
displeased	disgust	0.352	不高兴
censor	disgust	0.352	审查
ridiculous	disgust	0.352	荒谬的
compost	disgust	0.352	堆肥
frustrate	disgust	0.352	阻挠
misbehavior	disgust	0.352	不当行为
lawyer	disgust	0.352	律师
crushed	disgust	0.352	碎
flesh	disgust	0.352	肉
uncertain	disgust	0.352	不确定
obi	disgust	0.352	带
flinch	disgust	0.352	退缩
fierce	disgust	0.352	凶猛的
wrongful	disgust	0.352	不法的
depreciate	disgust	0.344	贬值
disapprove	disgust	0.344	不赞成
tearful	disgust	0.344	内牛满面
grumble	disgust	0.336	叽
unsettled	disgust	0.336	不安
annoy	disgust	0.336	惹恼
exigent	disgust	0.336	紧急
heartsick	disgust	0.336	心痛
lawsuit	disgust	0.336	诉讼
discoloration	disgust	0.336	变色
lumpy	disgust	0.336	块状
daft	disgust	0.336	愚蠢的
blunder	disgust	0.336	错误
discontent	disgust	0.336	不满
bickering	disgust	0.336	争吵
thoughtless	disgust	0.336	轻率
disliked	disgust	0.336	不喜欢
disinclination	disgust	0.336	不喜欢
distrust	disgust	0.336	怀疑
disallowed	disgust	0.336	不允许
instability	disgust	0.328	不稳定
hydrophobia	disgust	0.328	恐水症
whine	disgust	0.328	抱怨
inhibit	disgust	0.328	抑制
excluded	disgust	0.328	排除在外
provoking	disgust	0.328	挑衅
grievance	disgust	0.328	委屈
unmanageable	disgust	0.328	难以管理
sly	disgust	0.328	狡猾
exasperation	disgust	0.328	恼怒
cacophony	disgust	0.328	杂音
unsatisfactory	disgust	0.328	不满意
disappointed	disgust	0.328	失望的
materialist	disgust	0.328	唯物主义者
misleading	disgust	0.321	误导
mishap	disgust	0.320	事故
soot	disgust	0.320	煤烟
humbug	disgust	0.320	骗子
disclaim	disgust	0.320	放弃
annoyance	disgust	0.320	烦恼
disapproving	disgust	0.320	不赞成
disservice	disgust	0.320	伤害
reproach	disgust	0.320	责备
confined	disgust	0.320	受限的
unequal	disgust	0.320	不等
rags	disgust	0.320	破布
groan	disgust	0.320	呻吟
soil	disgust	0.312	土壤
inappropriate	disgust	0.312	不当
criticize	disgust	0.312	批评
disincline	disgust	0.312	不喜欢
theism	disgust	0.312	有神论
depreciated	disgust	0.312	折旧的
inconsiderate	disgust	0.312	不体贴
overpriced	disgust	0.312	价格过高
stomach	disgust	0.312	胃
burke	disgust	0.312	伯克
sneeze	disgust	0.312	喷嚏
gall	disgust	0.305	瘿
bang	disgust	0.305	砰
inadmissible	disgust	0.305	不允许
unfriendly	disgust	0.305	不友好
unaccountable	disgust	0.305	不负责任的
disparity	disgust	0.305	差距
latent	disgust	0.305	潜
disliking	disgust	0.305	不喜欢
shack	disgust	0.305	窝棚
grumpy	disgust	0.305	脾气暴躁
coop	disgust	0.304	鸡舍
disappointment	disgust	0.297	失望
scold	disgust	0.297	骂
delay	disgust	0.297	延迟
congress	disgust	0.297	国会
growling	disgust	0.297	咆哮
backwards	disgust	0.297	向后
soreness	disgust	0.297	疼痛
disregarded	disgust	0.297	无视
rogue	disgust	0.297	流氓
lonely	disgust	0.297	孤独
notoriety	disgust	0.289	恶名
catechism	disgust	0.289	教理问答
flop	disgust	0.289	翻牌
infamous	disgust	0.289	臭名昭著
janitor	disgust	0.289	看门人
nettle	disgust	0.289	荨麻
saturated	disgust	0.281	饱和的
prohibited	disgust	0.281	禁止
gaby	disgust	0.281	盖比
wince	disgust	0.281	畏缩
desist	disgust	0.281	停止
unfair	disgust	0.281	不公平
aftermath	disgust	0.281	后果
remiss	disgust	0.281	疏忽
tribunal	disgust	0.273	法庭
discolored	disgust	0.273	变色
wrangling	disgust	0.273	争吵
uneasy	disgust	0.273	不安
huff	disgust	0.273	一怒之下
weird	disgust	0.266	诡异的
impolite	disgust	0.266	不礼貌
swig	disgust	0.266	痛饮
crawl	disgust	0.266	爬行
unsatisfied	disgust	0.266	不满意
inefficiency	disgust	0.266	效率低下
frantic	disgust	0.266	发狂
bureaucrat	disgust	0.266	官僚
politic	disgust	0.266	政治的
coldness	disgust	0.266	寒冷
gruff	disgust	0.258	粗暴
octopus	disgust	0.258	章鱼
chagrin	disgust	0.258	懊恼
barrow	disgust	0.258	手推车
copycat	disgust	0.258	山寨
incase	disgust	0.258	如果
rascal	disgust	0.258	无赖
sarcasm	disgust	0.258	讽刺
instinctive	disgust	0.258	本能的
misconception	disgust	0.250	误解
disinclined	disgust	0.250	不情愿
john	disgust	0.250	约翰
hulk	disgust	0.250	绿巨人
baboon	disgust	0.250	狒狒
shanghai	disgust	0.250	上海
cupping	disgust	0.250	拔罐
lose	disgust	0.250	失去
rook	disgust	0.242	车
entangled	disgust	0.242	纠缠不清
gratuitous	disgust	0.242	无偿的
scrub	disgust	0.242	擦洗
opponent	disgust	0.242	对手
tariff	disgust	0.242	关税
questionable	disgust	0.234	可疑的
prolong	disgust	0.234	延长
reluctance	disgust	0.234	不情愿
lagging	disgust	0.234	落后
misstatement	disgust	0.234	错报
resign	disgust	0.234	辞职
unlucky	disgust	0.234	倒霉
backwardness	disgust	0.234	落后
ineffectual	disgust	0.227	无效的
disqualified	disgust	0.227	取消资格
subsidy	disgust	0.227	补贴
reversal	disgust	0.227	逆转
default	disgust	0.227	默认
fussy	disgust	0.227	挑剔
unpopular	disgust	0.227	不受欢迎
petroleum	disgust	0.219	石油
intense	disgust	0.219	激烈的
evade	disgust	0.219	逃避
frowning	disgust	0.219	皱着眉头
weight	disgust	0.219	重量
dame	disgust	0.219	贵妇人
donkey	disgust	0.211	驴
actionable	disgust	0.211	可操作的
tawny	disgust	0.211	黄褐色
unhappy	disgust	0.211	不开心
dandy	disgust	0.203	花花公子
birch	disgust	0.203	桦木
speck	disgust	0.203	斑点
hood	disgust	0.203	兜帽
owing	disgust	0.203	欠
desert	disgust	0.203	沙漠
indifference	disgust	0.203	漠不关心
awkwardness	disgust	0.203	尴尬
rave	disgust	0.203	狂欢
gnome	disgust	0.203	侏儒
inconvenient	disgust	0.203	不方便
howl	disgust	0.195	嗥
dabbling	disgust	0.195	涉猎
morals	disgust	0.195	德
misguided	disgust	0.195	被误导
airs	disgust	0.195	装腔作势
gelatin	disgust	0.195	明胶
fleece	disgust	0.195	羊毛
monochrome	disgust	0.195	单色
lush	disgust	0.188	郁郁葱葱
celebrity	disgust	0.188	名人
avoid	disgust	0.188	避免
gent	disgust	0.188	绅士
stalemate	disgust	0.188	相持
lesser	disgust	0.188	较小的
sunk	disgust	0.180	沉没
nose	disgust	0.180	鼻子
laughable	disgust	0.180	可笑的
claimant	disgust	0.180	索赔
possession	disgust	0.180	拥有
larger	disgust	0.164	较大
pregnancy	disgust	0.164	怀孕
thrift	disgust	0.164	节约
undoubted	disgust	0.164	毫无疑问
mouthful	disgust	0.164	满嘴
hoot	disgust	0.164	叱
sentence	disgust	0.156	句子
misplace	disgust	0.156	错位
clamor	disgust	0.156	叫嚣
parrot	disgust	0.156	鹦鹉
obliging	disgust	0.156	有义务的
nameless	disgust	0.148	无名
bummer	disgust	0.148	无赖
elf	disgust	0.141	精灵
feeling	disgust	0.141	感觉
excellence	disgust	0.141	卓越
gray	disgust	0.133	灰色的
asymmetry	disgust	0.133	不对称
turn	disgust	0.133	转动
clumsy	disgust	0.133	笨拙
stall	disgust	0.133	摊位
bran	disgust	0.125	麸
finally	disgust	0.125	最后
lord	disgust	0.125	主
nurture	disgust	0.117	培育
savor	disgust	0.117	品尝
cove	disgust	0.117	湾
winning	disgust	0.109	获胜
lemon	disgust	0.109	柠檬
powerful	disgust	0.102	强大的
glitter	disgust	0.094	闪光
interior	disgust	0.086	内部的
mind	disgust	0.086	头脑
interested	disgust	0.078	感兴趣的
treat	disgust	0.078	对待
abundance	disgust	0.078	丰富
honest	disgust	0.055	诚实的
kite	disgust	0.055	风筝
humble	disgust	0.047	谦逊的
tree	disgust	0.039	树
torture	fear	0.984	折磨
terrorist	fear	0.972	恐怖分子
terrorists	fear	0.969	恐怖分子
horrific	fear	0.969	可怕的
terrorism	fear	0.969	恐怖主义
suicidebombing	fear	0.967	自杀式炸弹袭击
kill	fear	0.962	杀
homicidal	fear	0.959	杀人的
catastrophe	fear	0.953	灾难
annihilate	fear	0.953	歼灭
murderer	fear	0.953	凶手
terror	fear	0.953	恐怖
dying	fear	0.948	垂死
war	fear	0.942	战争
bombing	fear	0.938	轰炸
bomb	fear	0.935	炸弹
missiles	fear	0.934	导弹
horror	fear	0.923	恐怖
brutality	fear	0.922	残酷
terrorize	fear	0.922	恐吓
horrified	fear	0.922	吓坏了
bloodthirsty	fear	0.922	嗜血的
murderous	fear	0.920	杀气腾腾
massacre	fear	0.911	屠杀
terrifying	fear	0.906	可怕的
fatality	fear	0.906	死亡
horrifying	fear	0.906	可怕的
demon	fear	0.906	恶魔
mutilation	fear	0.906	肢解
killing	fear	0.906	杀戮
holocaust	fear	0.906	大屠杀
assassinate	fear	0.906	暗杀
terrified	fear	0.906	吓坏了
devastation	fear	0.906	破坏
murder	fear	0.906	谋杀
horrors	fear	0.906	恐怖
suicidal	fear	0.898	自杀的
assault	fear	0.891	突击
kidnap	fear	0.891	绑架
slaughter	fear	0.891	屠宰
crucifixion	fear	0.891	钉十字架
doomed	fear	0.888	注定
poisoned	fear	0.886	中毒
suicide	fear	0.879	自杀
explosion	fear	0.879	爆炸
deadly	fear	0.875	致命
assassin	fear	0.875	刺客
annihilation	fear	0.875	湮灭
savagery	fear	0.875	野蛮
disaster	fear	0.875	灾难
threatening	fear	0.875	威胁的
slaughtering	fear	0.875	屠宰
disastrous	fear	0.875	惨重
dismemberment	fear	0.875	肢解
suffocation	fear	0.875	窒息
rape	fear	0.870	强奸
hell	fear	0.860	地狱
homicide	fear	0.859	杀人
molestation	fear	0.859	骚扰
bloodshed	fear	0.859	流血事件
barbaric	fear	0.859	野蛮
explosive	fear	0.859	爆炸性的
warfare	fear	0.859	战争
ihatespiders	fear	0.859	讨厌蜘蛛
tragedy	fear	0.859	悲剧
anthrax	fear	0.859	炭疽病
demonic	fear	0.859	恶魔般的
executioner	fear	0.859	刽子手
dread	fear	0.859	恐惧
guillotine	fear	0.859	断头台
attacking	fear	0.859	进攻
peril	fear	0.859	危险
slaughterhouse	fear	0.859	屠宰场
annihilated	fear	0.859	歼灭
suffocating	fear	0.858	令人窒息的
treachery	fear	0.856	背信弃义
fright	fear	0.853	惊吓
monster	fear	0.844	怪物
traumatic	fear	0.844	创伤性的
abomination	fear	0.844	厌恶
apocalypse	fear	0.844	启示录
slayer	fear	0.844	杀手
scare	fear	0.844	吓
