English Word	Emotion	Emotion-Intensity-Score	Maori Word
shun	disgust	0.438	karo
inmate	disgust	0.438	mauhere
alien	disgust	0.438	manene
hog	disgust	0.438	poaka
aversion	disgust	0.438	whakakeke
abnormal	disgust	0.438	rerehua
cursing	disgust	0.430	kanga
undesirable	disgust	0.430	kore e pai
denounce	disgust	0.430	whakahē
witch	disgust	0.430	makutu
creature	disgust	0.430	mea hanga
lusty	disgust	0.430	karekau
illegal	disgust	0.430	kore ture
debris	disgust	0.430	parapara
callous	disgust	0.430	korekore
reflux	disgust	0.430	rewharewha
adverse	disgust	0.430	kino
shameless	disgust	0.430	whakama
separatist	disgust	0.430	whakawehewehe
trickery	disgust	0.430	hianga
falsity	disgust	0.430	teka
pall	disgust	0.430	pall
defiance	disgust	0.430	whakakeke
incredulous	disgust	0.430	whakaponokore
curse	disgust	0.430	kanga
pompous	disgust	0.422	whakahihiri
socialist	disgust	0.422	pāpori
mistrust	disgust	0.422	whakaponokore
infantile	disgust	0.422	kohungahunga
wasting	disgust	0.422	moumou
hairy	disgust	0.422	huruhuru
nicotine	disgust	0.422	nikotīni
denunciation	disgust	0.422	whakahenga
collapse	disgust	0.422	tiango
untidy	disgust	0.422	korekore
ferocious	disgust	0.422	taikaha
ammonia	disgust	0.422	haukini
carelessness	disgust	0.422	te kore whakaaro
impure	disgust	0.422	poke
contentious	disgust	0.422	totohe
bum	disgust	0.422	puku
affront	disgust	0.422	whakaparahako
offend	disgust	0.422	whakakino
tarnish	disgust	0.422	whakakino
idiotic	disgust	0.422	porangi
badness	disgust	0.422	kino
delinquent	disgust	0.422	mahi kino
swarm	disgust	0.422	pokai
hypertrophy	disgust	0.422	hypertrophy
gush	disgust	0.422	pupuhi
tasteless	disgust	0.422	horekau
bovine	disgust	0.422	puaa
slush	disgust	0.422	parapara
litigious	disgust	0.414	whakawa
dishonesty	disgust	0.414	te taiva ore
vegetative	disgust	0.414	tipu
unfavorable	disgust	0.414	kino
displacency	disgust	0.414	whakanekehanga
illegitimate	disgust	0.414	kore ture
sour	disgust	0.414	kawa
socialism	disgust	0.414	pāpori
disobey	disgust	0.414	tutu
drivel	disgust	0.414	taraiwa
vampire	disgust	0.414	vampire
neglected	disgust	0.414	waihotia
murky	disgust	0.414	pouri
ignorant	disgust	0.406	kuare
disgruntled	disgust	0.406	pouri
discontinuity	disgust	0.406	korenga
dislike	disgust	0.406	kore e pai
unlawful	disgust	0.406	kore ture
wrongdoing	disgust	0.406	mahi he
shoplifting	disgust	0.406	tahae toa
recidivism	disgust	0.406	whakahoki kupu
outcast	disgust	0.406	kua peia
bogus	disgust	0.406	tinihanga
displeasure	disgust	0.406	pouri
repel	disgust	0.406	peia
falsify	disgust	0.406	whakapohehe
ungrateful	disgust	0.406	kare e mihi
unkind	disgust	0.406	kino
phony	disgust	0.406	pohehe
prosecution	disgust	0.406	whakawakanga
woe	disgust	0.398	aue
averse	disgust	0.398	whakakeke
loon	disgust	0.398	raona
worsening	disgust	0.398	te kino haere
paucity	disgust	0.398	ngoikoretanga
unnatural	disgust	0.398	mea maori
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	horekau
rigor	disgust	0.398	pakeke
subvert	disgust	0.398	whakahuri
failure	disgust	0.398	korenga
lick	disgust	0.398	mitimiti
unruly	disgust	0.398	korekore
woefully	disgust	0.398	aue
stingy	disgust	0.398	koroke
crushing	disgust	0.398	kuru
disdain	disgust	0.398	whakahāwea
insult	disgust	0.393	tawai
averseness	disgust	0.391	whakakino
disrelish	disgust	0.391	whakakino
punished	disgust	0.391	whiua
critter	disgust	0.391	mohoao
damage	disgust	0.391	kino
scorpion	disgust	0.391	kopiona
diatribe	disgust	0.391	kohukohu
muff	disgust	0.391	muff
farcical	disgust	0.391	whariki
antisocial	disgust	0.391	whakakeke
hardened	disgust	0.391	whakapakeke
punishment	disgust	0.391	whiunga
bad	disgust	0.391	kino
expel	disgust	0.391	pana
surly	disgust	0.383	whakapouri
lament	disgust	0.383	tangi
illiterate	disgust	0.383	te kore korero
divorce	disgust	0.383	whakarere
teeming	disgust	0.383	tini
plagiarism	disgust	0.383	tinihanga
eviction	disgust	0.383	pananga
orc	disgust	0.383	orc
disappoint	disgust	0.383	whakapouri
shabby	disgust	0.383	paru
presumptuous	disgust	0.383	whakakake
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	taupatupatu
guilt	disgust	0.383	hara
fugitive	disgust	0.383	rerenga
irrational	disgust	0.383	pohehe
adder	disgust	0.383	neke
fulsome	disgust	0.383	ki tonu
sacrifices	disgust	0.383	patunga tapu
hypocritical	disgust	0.383	tinihanga
shock	disgust	0.375	ohorere
alienation	disgust	0.375	whakaatea
scoff	disgust	0.375	whakahi
plight	disgust	0.375	raruraru
irritation	disgust	0.375	riri
unworthy	disgust	0.375	kore tika
misconduct	disgust	0.375	mahi kino
defective	disgust	0.375	hē
blame	disgust	0.375	whakahenga
depressing	disgust	0.375	whakapouri
dislocated	disgust	0.375	kua wehea
irritating	disgust	0.375	whakapataritari
vainly	disgust	0.367	maumau
toad	disgust	0.367	takakau
powerless	disgust	0.367	kore mana
coerce	disgust	0.367	whakakaha
shuddering	disgust	0.367	wiri
stripped	disgust	0.367	huia
revoke	disgust	0.367	whakakore
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	kino
exclusion	disgust	0.367	whakakorenga
disillusionment	disgust	0.367	pouri
blatant	disgust	0.367	maramara
hurtful	disgust	0.367	whakakino
hoax	disgust	0.367	hoax
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	mahanga
squelch	disgust	0.367	whakapouri
deserted	disgust	0.359	mokemoke
damn	disgust	0.359	whakatara
incompatible	disgust	0.359	hotokore
dispose	disgust	0.359	tuku
oddity	disgust	0.359	mea rerekee
rebellion	disgust	0.359	whakakeke
ineptitude	disgust	0.359	koretake
bug	disgust	0.359	bug
disobedience	disgust	0.359	te tutu
inept	disgust	0.352	koretake
litigate	disgust	0.352	whakawa
dismissal	disgust	0.352	whakakorenga
cutting	disgust	0.352	tapahi
untoward	disgust	0.352	karekau
displeased	disgust	0.352	pouri
censor	disgust	0.352	kaitaunaki
ridiculous	disgust	0.352	wawau
compost	disgust	0.352	wairākau
frustrate	disgust	0.352	whakapouri
misbehavior	disgust	0.352	mahi kino
lawyer	disgust	0.352	roia
crushed	disgust	0.352	mongamonga
flesh	disgust	0.352	kikokiko
uncertain	disgust	0.352	pahekeheke
obi	disgust	0.352	obi
flinch	disgust	0.352	wiwi
fierce	disgust	0.352	taikaha
wrongful	disgust	0.352	hē
depreciate	disgust	0.344	whakaheke
disapprove	disgust	0.344	whakahē
tearful	disgust	0.344	roimata
grumble	disgust	0.336	amuamu
unsettled	disgust	0.336	kore e tau
annoy	disgust	0.336	whakapouri
exigent	disgust	0.336	hiahia
heartsick	disgust	0.336	ngakau pouri
lawsuit	disgust	0.336	whakawa
discoloration	disgust	0.336	te paheketanga
lumpy	disgust	0.336	pupuhi
daft	disgust	0.336	porangi
blunder	disgust	0.336	pohehe
discontent	disgust	0.336	pouri
bickering	disgust	0.336	ngangau
thoughtless	disgust	0.336	whakaarokore
disliked	disgust	0.336	kare i pai
disinclination	disgust	0.336	whakakino
distrust	disgust	0.336	whakaponokore
disallowed	disgust	0.336	kare e whakaaetia
instability	disgust	0.328	koretake
hydrophobia	disgust	0.328	matewaiwai
whine	disgust	0.328	tangi
inhibit	disgust	0.328	aukati
excluded	disgust	0.328	karekau
provoking	disgust	0.328	whakapataritari
grievance	disgust	0.328	amuamu
unmanageable	disgust	0.328	kore e taea te whakahaere
sly	disgust	0.328	pukumahi
exasperation	disgust	0.328	riri
cacophony	disgust	0.328	hikaka
unsatisfactory	disgust	0.328	kore pai
disappointed	disgust	0.328	pouri
materialist	disgust	0.328	tangata taonga
misleading	disgust	0.321	whakapohehe
mishap	disgust	0.320	aitua
soot	disgust	0.320	hupa
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	whakahē
annoyance	disgust	0.320	hoha
disapproving	disgust	0.320	whakahē
disservice	disgust	0.320	whakakino
reproach	disgust	0.320	tawai
confined	disgust	0.320	herea
unequal	disgust	0.320	taurite
rags	disgust	0.320	tawhetawhe
groan	disgust	0.320	aue
soil	disgust	0.312	oneone
inappropriate	disgust	0.312	tano ore
criticize	disgust	0.312	whakahē
disincline	disgust	0.312	whakakorikori
theism	disgust	0.312	whakapono
depreciated	disgust	0.312	kua whakahekehia
inconsiderate	disgust	0.312	whakaarokore
overpriced	disgust	0.312	utu nui
stomach	disgust	0.312	puku
burke	disgust	0.312	pupuhi
sneeze	disgust	0.312	tihe
gall	disgust	0.305	kawa
bang	disgust	0.305	pupuhi
inadmissible	disgust	0.305	e kore e whakaaetia
unfriendly	disgust	0.305	whakahoa
unaccountable	disgust	0.305	kore e taea te korero
disparity	disgust	0.305	rerekētanga
latent	disgust	0.305	huna
disliking	disgust	0.305	whakakino
shack	disgust	0.305	whare wharau
grumpy	disgust	0.305	pukuriri
coop	disgust	0.304	karekau
disappointment	disgust	0.297	pouri
scold	disgust	0.297	whakaparahako
delay	disgust	0.297	whakaroa
congress	disgust	0.297	huihuinga
growling	disgust	0.297	e tangi ana
backwards	disgust	0.297	whakamuri
soreness	disgust	0.297	mamae mamae
disregarded	disgust	0.297	karekautia
rogue	disgust	0.297	nauhea
lonely	disgust	0.297	mokemoke
notoriety	disgust	0.289	rongonui
catechism	disgust	0.289	katikihama
flop	disgust	0.289	pokapoka
infamous	disgust	0.289	kino
janitor	disgust	0.289	kaihoroi
nettle	disgust	0.289	ongaonga
saturated	disgust	0.281	kukū
prohibited	disgust	0.281	rāhuitia
gaby	disgust	0.281	Gaby
wince	disgust	0.281	wiri
desist	disgust	0.281	mutu
unfair	disgust	0.281	hē
aftermath	disgust	0.281	whai muri
remiss	disgust	0.281	whakaroa
tribunal	disgust	0.273	taraipiunara
discolored	disgust	0.273	kua pahekeheke
wrangling	disgust	0.273	ngangau
uneasy	disgust	0.273	pouri
huff	disgust	0.273	huff
weird	disgust	0.266	tipua
impolite	disgust	0.266	kore whakaaro
swig	disgust	0.266	pupuhi
crawl	disgust	0.266	ngokingoki
unsatisfied	disgust	0.266	karekau
inefficiency	disgust	0.266	koretake
frantic	disgust	0.266	porangirangi
bureaucrat	disgust	0.266	tari tari
politic	disgust	0.266	tōrangapū
coldness	disgust	0.266	makariri
gruff	disgust	0.258	karekau
octopus	disgust	0.258	wheke
chagrin	disgust	0.258	pouri
barrow	disgust	0.258	waka
copycat	disgust	0.258	kape kape
incase	disgust	0.258	whakamaua
rascal	disgust	0.258	tangata kino
sarcasm	disgust	0.258	tawai
instinctive	disgust	0.258	parapara
misconception	disgust	0.250	pōhēhē
disinclined	disgust	0.250	karekau
john	disgust	0.250	hoana
hulk	disgust	0.250	hulk
baboon	disgust	0.250	poapoa
shanghai	disgust	0.250	Shanghai
cupping	disgust	0.250	kapu kapu
lose	disgust	0.250	ngaro
rook	disgust	0.242	roke
entangled	disgust	0.242	kua mau
gratuitous	disgust	0.242	kore noa
scrub	disgust	0.242	horoi
opponent	disgust	0.242	hoariri
tariff	disgust	0.242	utu utu
questionable	disgust	0.234	patai
prolong	disgust	0.234	whakaroa
reluctance	disgust	0.234	karekau
lagging	disgust	0.234	takamuri
misstatement	disgust	0.234	korero pohehe
resign	disgust	0.234	rīhaina
unlucky	disgust	0.234	waimarie
backwardness	disgust	0.234	whakamuri
ineffectual	disgust	0.227	kore whai hua
disqualified	disgust	0.227	kua whakakorehia
subsidy	disgust	0.227	putea
reversal	disgust	0.227	whakamuri
default	disgust	0.227	taunoa
fussy	disgust	0.227	pukuhohe
unpopular	disgust	0.227	kore rongonui
petroleum	disgust	0.219	hinuhinu
intense	disgust	0.219	kaha
evade	disgust	0.219	mawhiti
frowning	disgust	0.219	whakapouri
weight	disgust	0.219	taumaha
dame	disgust	0.219	wahine rangatira
donkey	disgust	0.211	kaihe
actionable	disgust	0.211	ka taea te mahi
tawny	disgust	0.211	paorooro
unhappy	disgust	0.211	pouri
dandy	disgust	0.203	pai
birch	disgust	0.203	birch
speck	disgust	0.203	pūpuru
hood	disgust	0.203	potae
owing	disgust	0.203	nama
desert	disgust	0.203	koraha
indifference	disgust	0.203	kore whakaaro
awkwardness	disgust	0.203	awkwardness
rave	disgust	0.203	rave
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	whakararuraru
howl	disgust	0.195	aue
dabbling	disgust	0.195	whakakorikori
morals	disgust	0.195	morare
misguided	disgust	0.195	pohehe
airs	disgust	0.195	hau
gelatin	disgust	0.195	gelatin
fleece	disgust	0.195	huruhuru
monochrome	disgust	0.195	monohiko
lush	disgust	0.188	puhoi
celebrity	disgust	0.188	rongonui
avoid	disgust	0.188	karo
gent	disgust	0.188	ngawari
stalemate	disgust	0.188	matemate
lesser	disgust	0.188	iti iho
sunk	disgust	0.180	totohu
nose	disgust	0.180	ihu
laughable	disgust	0.180	katakata
claimant	disgust	0.180	kaikerēme
possession	disgust	0.180	taonga
larger	disgust	0.164	nui ake
pregnancy	disgust	0.164	haputanga
thrift	disgust	0.164	tarapi
undoubted	disgust	0.164	korekore
mouthful	disgust	0.164	waha
hoot	disgust	0.164	hoot
sentence	disgust	0.156	rerenga korero
misplace	disgust	0.156	pohehe
clamor	disgust	0.156	tangi
parrot	disgust	0.156	kākā
obliging	disgust	0.156	herenga
nameless	disgust	0.148	kore ingoa
bummer	disgust	0.148	whakapouri
elf	disgust	0.141	elf
feeling	disgust	0.141	mana'o
excellence	disgust	0.141	kairangi
gray	disgust	0.133	hina
asymmetry	disgust	0.133	hangarite
turn	disgust	0.133	huri
clumsy	disgust	0.133	hauwarea
stall	disgust	0.133	tūnga
bran	disgust	0.125	parani
finally	disgust	0.125	ka mutu
lord	disgust	0.125	ariki
nurture	disgust	0.117	poipoi
savor	disgust	0.117	kakara
cove	disgust	0.117	kokoru
winning	disgust	0.109	toa
lemon	disgust	0.109	rēmana
powerful	disgust	0.102	kaha
glitter	disgust	0.094	kanapa
interior	disgust	0.086	roto
mind	disgust	0.086	hinengaro
interested	disgust	0.078	hiahia
treat	disgust	0.078	maimoatanga
abundance	disgust	0.078	nui
honest	disgust	0.055	pono
kite	disgust	0.055	kite
humble	disgust	0.047	whakaiti
tree	disgust	0.039	rakau
torture	fear	0.984	whakamamae
terrorist	fear	0.972	kaiwhakatuma
terrorists	fear	0.969	kaiwhakatuma
horrific	fear	0.969	whakamataku
terrorism	fear	0.969	whakawetiweti
suicidebombing	fear	0.967	whakamomori
kill	fear	0.962	patu
homicidal	fear	0.959	kohuru
catastrophe	fear	0.953	aitua
annihilate	fear	0.953	whakangaro
murderer	fear	0.953	kohuru
terror	fear	0.953	whakamataku
dying	fear	0.948	ka mate
war	fear	0.942	whawhai
bombing	fear	0.938	poma
bomb	fear	0.935	poma
missiles	fear	0.934	missiles
horror	fear	0.923	whakamataku
brutality	fear	0.922	nanakia
terrorize	fear	0.922	whakawetiweti
horrified	fear	0.922	whakamataku
bloodthirsty	fear	0.922	matewai toto
murderous	fear	0.920	kohuru
massacre	fear	0.911	kohuru
terrifying	fear	0.906	whakamataku
fatality	fear	0.906	matemate
horrifying	fear	0.906	whakamataku
demon	fear	0.906	rewera
mutilation	fear	0.906	whakakino
killing	fear	0.906	kohuru
holocaust	fear	0.906	tahunga tinana
assassinate	fear	0.906	kohuru
terrified	fear	0.906	wehi rawa
devastation	fear	0.906	whakangaromanga
murder	fear	0.906	kohuru
horrors	fear	0.906	whakamataku
suicidal	fear	0.898	whakamomori
assault	fear	0.891	huaki
kidnap	fear	0.891	kāhaki
slaughter	fear	0.891	kohuru
crucifixion	fear	0.891	ripekatia
doomed	fear	0.888	kua mate
poisoned	fear	0.886	kawa
suicide	fear	0.879	whakamomori
explosion	fear	0.879	pahūtanga
deadly	fear	0.875	whakamate
assassin	fear	0.875	kohuru
annihilation	fear	0.875	whakamomori
savagery	fear	0.875	mohoao
disaster	fear	0.875	aitua
threatening	fear	0.875	whakatuma
slaughtering	fear	0.875	patupatu
disastrous	fear	0.875	kino
dismemberment	fear	0.875	te wetewete
suffocation	fear	0.875	whakapoipoi
rape	fear	0.870	raupatu
hell	fear	0.860	reinga
homicide	fear	0.859	kohuru
molestation	fear	0.859	whakakino
bloodshed	fear	0.859	whakaheke toto
barbaric	fear	0.859	tauhou
explosive	fear	0.859	pahū
warfare	fear	0.859	whawhai
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	aitua
anthrax	fear	0.859	anthrax
demonic	fear	0.859	rewera
executioner	fear	0.859	kaiwhakamate
dread	fear	0.859	wehi
guillotine	fear	0.859	guillotine
attacking	fear	0.859	whakaeke
peril	fear	0.859	mōrearea
slaughterhouse	fear	0.859	whare patu
annihilated	fear	0.859	whakamotitia
suffocating	fear	0.858	whakamomoka
treachery	fear	0.856	tinihanga
fright	fear	0.853	wehi
monster	fear	0.844	taniwha
traumatic	fear	0.844	mamae
abomination	fear	0.844	mea whakarihariha
apocalypse	fear	0.844	apocalypse
slayer	fear	0.844	kaipatu
scare	fear	0.844	whakamataku
morgue	fear	0.844	whare mate
painful	fear	0.844	mamae
frightened	fear	0.844	mataku
vengeance	fear	0.844	te ngaki
scariest	fear	0.844	tino whakamataku
destroying	fear	0.844	whakangaro
execution	fear	0.844	te whakamatenga
panicked	fear	0.844	ohorere
petrified	fear	0.844	petrified
afraid	fear	0.844	wehi
frightening	fear	0.844	whakamataku
drown	fear	0.844	toremi
bombardment	fear	0.844	poma
death	fear	0.843	mate
chaos	fear	0.839	hepohepo
ghastly	fear	0.836	whakamataku
evil	fear	0.833	kino
intruder	fear	0.828	tangata pokanoa
hellish	fear	0.828	reinga
brutal	fear	0.828	nanakia
cancer	fear	0.828	mate pukupuku
devil	fear	0.828	rewera
grenade	fear	0.828	pohu
eradication	fear	0.828	whakakorenga
frighten	fear	0.828	whakamataku
explode	fear	0.828	pahū
assassination	fear	0.828	kohuru
fatal	fear	0.828	matemate
paralyze	fear	0.828	pararutiki
gunmen	fear	0.828	tangata pu
violently	fear	0.828	tutu
nightmare	fear	0.828	moemoeā
doomsday	fear	0.828	maminga
doom	fear	0.828	mate
manslaughter	fear	0.828	kohuru
fear	fear	0.828	wehi
kidnapped	fear	0.828	kāhakina
trauma	fear	0.828	mamae
morbidity	fear	0.820	mate mate
crippling	fear	0.817	kopa
savage	fear	0.814	mohoao
shooting	fear	0.812	pupuhi
quake	fear	0.812	ru
poisonous	fear	0.812	paihana
damnation	fear	0.812	whakatara
violence	fear	0.812	tutu
destructive	fear	0.812	whakakino
aggressor	fear	0.812	kaitukino
suffering	fear	0.812	mamae
violent	fear	0.812	tutu
frightful	fear	0.812	whakamataku
crushed	fear	0.812	mongamonga
earthquake	fear	0.812	rū whenua
heartattack	fear	0.812	mate ngakau
hurricane	fear	0.811	awhiowhio
imprisoned	fear	0.811	ka mauheretia
exterminate	fear	0.810	whakamotitia
fearing	fear	0.808	wehi
hemorrhage	fear	0.807	whakaheke toto
torment	fear	0.806	whakamamae
lethal	fear	0.806	whakamate
venom	fear	0.804	paihana
claustrophobia	fear	0.803	karekau
snakes	fear	0.802	nakahi
danger	fear	0.802	mōrearea
exorcism	fear	0.800	te whakatara
obliterated	fear	0.800	murua
robbery	fear	0.800	pahua
terrifies	fear	0.798	whakamataku
cyanide	fear	0.797	hauhaua
incurable	fear	0.797	e kore e taea te rongoa
anxietyattack	fear	0.797	whakaparahako
mortality	fear	0.797	matemate
attack	fear	0.797	whakaeke
monstrosity	fear	0.797	taikaha
extermination	fear	0.797	whakamomori
bombers	fear	0.797	poma
harmful	fear	0.797	kino
persecution	fear	0.797	whakatoi
biggestfear	fear	0.797	wehi nui
poison	fear	0.797	paihana
cruelty	fear	0.797	nanakia
hysteria	fear	0.797	te hirikarika
destruction	fear	0.797	whakangaromanga
dreadfully	fear	0.796	whakamataku
arson	fear	0.794	tahu ahi
devastate	fear	0.792	whakakino
tyrant	fear	0.788	nanakia
warcrimes	fear	0.785	hara whawhai
perish	fear	0.784	mate
feared	fear	0.782	wehi
maniac	fear	0.781	maniac
bloody	fear	0.781	toto
freakingout	fear	0.781	pawerawera
warlike	fear	0.781	ahua whawhai
rampage	fear	0.781	ngangau
screaming	fear	0.781	te hamama
lifeless	fear	0.781	kore ora
enslaved	fear	0.781	taurekareka
venomous	fear	0.781	kawa
snake	fear	0.776	nakahi
epidemic	fear	0.776	mate urutā
panicattack	fear	0.774	panicatttack
crisis	fear	0.766	raruraru
hazardous	fear	0.766	mōrearea
fearful	fear	0.766	wehi
dangerously	fear	0.766	mōrearea
shipwreck	fear	0.766	pakaru kaipuke
scary	fear	0.766	whakamataku
tumor	fear	0.766	puku
invader	fear	0.766	kaikino
invade	fear	0.766	whakaekea
die	fear	0.766	mate
detonate	fear	0.766	pahū
violation	fear	0.766	takahi
reprisal	fear	0.766	whakawhiu
criminal	fear	0.766	taihara
riot	fear	0.766	ngangau
obliterate	fear	0.766	whakakorea
inferno	fear	0.766	rewharewha
leprosy	fear	0.766	repera
jihad	fear	0.766	jihad
ohshit	fear	0.766	ohshit
claustrophobic	fear	0.765	karekau
hyperventilating	fear	0.762	te whakapouri
