English Word	Emotion	Emotion-Intensity-Score	Portuguese Word
bleeding	disgust	0.609	sangramento
deform	disgust	0.609	deformar
ghetto	disgust	0.609	gueto
sabotage	disgust	0.609	sabotar
venomous	disgust	0.609	venenoso
abhor	disgust	0.609	abominar
slander	disgust	0.609	calúnia
hostile	disgust	0.609	hostil
musty	disgust	0.602	mofado
illicit	disgust	0.602	ilícito
ugliness	disgust	0.602	feiúra
unwashed	disgust	0.602	sujo
swampy	disgust	0.602	pantanoso
deprivation	disgust	0.602	privação
poaching	disgust	0.602	caça furtiva
hag	disgust	0.602	bruxa
infidel	disgust	0.602	infiel
imprisonment	disgust	0.602	prisão
traitor	disgust	0.602	traidor
lunacy	disgust	0.602	loucura
queasiness	disgust	0.594	enjôo
hostility	disgust	0.594	hostilidade
repelling	disgust	0.594	repelente
intoxicated	disgust	0.594	embriagado
thug	disgust	0.594	bandido
catastrophe	disgust	0.594	catástrofe
lunatic	disgust	0.594	lunático
misery	disgust	0.594	miséria
venom	disgust	0.594	veneno
butcher	disgust	0.594	açougueiro
toilet	disgust	0.594	banheiro
blister	disgust	0.594	bolha
lurid	disgust	0.594	lúgubre
slug	disgust	0.594	lesma
gut	disgust	0.594	intestino
sinner	disgust	0.594	pecador
deceitful	disgust	0.594	enganoso
epidemic	disgust	0.594	epidemia
deteriorated	disgust	0.586	deteriorado
lavatory	disgust	0.586	lavatório
unclean	disgust	0.586	imundo
prostitute	disgust	0.586	prostituta
incubus	disgust	0.586	íncubo
appalling	disgust	0.586	terrível
dreadful	disgust	0.586	terrível
pornography	disgust	0.586	pornografia
harass	disgust	0.586	molestar
squeamish	disgust	0.578	melindroso
expulsion	disgust	0.578	expulsão
unfaithful	disgust	0.578	infiel
offensive	disgust	0.578	ofensiva
hypocrite	disgust	0.578	hipócrita
humiliating	disgust	0.578	humilhante
larceny	disgust	0.578	furto
ruinous	disgust	0.578	ruinoso
retard	disgust	0.578	retardar
rash	disgust	0.578	irritação na pele
flea	disgust	0.578	pulga
debauchery	disgust	0.578	devassidão
fiend	disgust	0.578	demônio
quagmire	disgust	0.578	atoleiro
conspirator	disgust	0.578	conspirador
sick	disgust	0.578	doente
mangle	disgust	0.578	destroçar
dogsick	disgust	0.570	enjoo
egregious	disgust	0.570	notório
flog	disgust	0.570	açoitar
despise	disgust	0.570	desprezar
treacherous	disgust	0.570	traiçoeiro
oppress	disgust	0.570	oprimir
swamp	disgust	0.570	pântano
messy	disgust	0.570	bagunçado
spit	disgust	0.570	cuspir
dank	disgust	0.570	úmido
bastard	disgust	0.570	Desgraçado
devastating	disgust	0.570	devastador
serpent	disgust	0.570	serpente
loo	disgust	0.562	banheiro
indecent	disgust	0.562	indecente
insanity	disgust	0.562	insanidade
stealing	disgust	0.562	roubando
terrible	disgust	0.562	Terrível
tyrannical	disgust	0.562	tirânico
humiliation	disgust	0.562	humilhação
snake	disgust	0.562	cobra
sloppy	disgust	0.562	desleixado
sinning	disgust	0.562	pecando
harmful	disgust	0.562	prejudicial
harlot	disgust	0.562	prostituta
sordid	disgust	0.562	sórdido
enemy	disgust	0.562	inimigo
alcoholism	disgust	0.562	alcoolismo
awful	disgust	0.562	horrível
ruthless	disgust	0.562	cruel
scoundrel	disgust	0.562	canalha
bloody	disgust	0.555	sangrento
flabby	disgust	0.555	flácido
odious	disgust	0.555	odioso
beastly	disgust	0.555	bestial
collusion	disgust	0.555	conluio
ridicule	disgust	0.555	ridículo
discriminating	disgust	0.555	discriminador
unattractive	disgust	0.555	pouco atraente
insufferable	disgust	0.555	insuportável
segregate	disgust	0.555	segregar
arsenic	disgust	0.555	arsênico
threatening	disgust	0.555	ameaçador
atrophy	disgust	0.555	atrofia
varicella	disgust	0.555	varicela
slayer	disgust	0.555	assassino
distaste	disgust	0.555	aversão
coward	disgust	0.555	covarde
robbery	disgust	0.555	roubo
wickedness	disgust	0.555	maldade
anathema	disgust	0.547	anátema
malevolent	disgust	0.547	malévolo
sty	disgust	0.547	chiqueiro
pillage	disgust	0.547	pilhagem
thief	disgust	0.547	Ladrão
suffocating	disgust	0.547	sufocante
condemnation	disgust	0.547	condenação
deleterious	disgust	0.547	deletério
slur	disgust	0.547	insultar
purgatory	disgust	0.547	purgatório
attacking	disgust	0.547	atacante
burglar	disgust	0.547	assaltante
ogre	disgust	0.547	ogro
coercion	disgust	0.547	coerção
vesicular	disgust	0.547	vesicular
miserable	disgust	0.547	miserável
bitterly	disgust	0.547	amargamente
sneer	disgust	0.539	zombar
greedy	disgust	0.539	ambicioso
gob	disgust	0.539	engolir
repellant	disgust	0.539	repelente
jealous	disgust	0.539	com ciumes
drunken	disgust	0.539	bêbado
shame	disgust	0.539	vergonha
thrash	disgust	0.539	lixo
fatty	disgust	0.539	gordinho
liar	disgust	0.539	mentiroso
imprisoned	disgust	0.539	preso
sloth	disgust	0.539	bicho-preguiça
repudiation	disgust	0.539	repúdio
disgrace	disgust	0.539	desgraça
infidelity	disgust	0.539	infidelidade
pig	disgust	0.539	porco
lethal	disgust	0.536	letal
burnt	disgust	0.531	queimado
brawl	disgust	0.531	briga
withered	disgust	0.531	murcho
blemish	disgust	0.531	defeito
hydrocephalus	disgust	0.531	hidrocefalia
aberration	disgust	0.531	aberração
smuggler	disgust	0.531	contrabandista
painful	disgust	0.531	doloroso
condescension	disgust	0.531	condescendência
intolerant	disgust	0.531	intolerante
blasphemous	disgust	0.531	blasfemo
lying	disgust	0.531	deitado
hanging	disgust	0.531	pendurado
travesty	disgust	0.531	travesti
ruined	disgust	0.531	arruinado
intrusive	disgust	0.531	intrusivo
disintegrate	disgust	0.531	desintegrar
destructive	disgust	0.531	destrutivo
neurotic	disgust	0.531	neurótico
disparaging	disgust	0.523	depreciativo
blighted	disgust	0.523	arruinado
intolerance	disgust	0.523	intolerância
mistress	disgust	0.523	amante
avarice	disgust	0.523	avareza
disgraced	disgust	0.523	desgraçado
derogation	disgust	0.523	derrogação
rubbish	disgust	0.523	bobagem
accusation	disgust	0.523	acusação
incarceration	disgust	0.523	encarceramento
tortious	disgust	0.516	tortuoso
dishonor	disgust	0.516	desonra
stink	disgust	0.516	fedor
grim	disgust	0.516	sinistro
rob	disgust	0.516	roubar
defraud	disgust	0.516	defraudar
sump	disgust	0.516	cárter
cringe	disgust	0.516	Vergonhoso
vulture	disgust	0.516	abutre
deplorable	disgust	0.516	deplorável
mite	disgust	0.516	ácaro
eradication	disgust	0.516	erradicação
degrade	disgust	0.516	degradar
gutter	disgust	0.516	calha
convict	disgust	0.516	condenar
remains	disgust	0.516	restos
betray	disgust	0.516	trair
daemon	disgust	0.516	demônio
sham	disgust	0.509	farsa, falso
distasteful	disgust	0.508	desagradável
prisoner	disgust	0.508	prisioneiro
dreadfully	disgust	0.508	terrivelmente
worthless	disgust	0.508	inútil
crude	disgust	0.508	bruto
delirium	disgust	0.508	delírio
incurable	disgust	0.508	incurável
smelling	disgust	0.508	cheirando
idiocy	disgust	0.508	idiotice
resentment	disgust	0.508	ressentimento
bombed	disgust	0.508	bombardeado
blob	disgust	0.508	bolha
cheat	disgust	0.508	burlar
schizophrenia	disgust	0.508	esquizofrenia
rejection	disgust	0.508	rejeição
belittle	disgust	0.508	menosprezar
glut	disgust	0.508	excesso
disaster	disgust	0.508	desastre
distress	disgust	0.508	sofrimento
pest	disgust	0.508	praga
endemic	disgust	0.508	endêmico
theft	disgust	0.500	roubo
banish	disgust	0.500	banir
mire	disgust	0.500	lama
flagrant	disgust	0.500	flagrante
derision	disgust	0.500	escárnio
dirt	disgust	0.500	sujeira
screaming	disgust	0.500	gritando
offense	disgust	0.500	ofensa
jealousy	disgust	0.500	ciúmes
bribery	disgust	0.500	suborno
polemic	disgust	0.500	polêmica
blight	disgust	0.500	praga
impeach	disgust	0.500	acusar
bitterness	disgust	0.500	amargura
taboo	disgust	0.500	tabu
duress	disgust	0.500	coação
goblin	disgust	0.500	duende
shackle	disgust	0.500	algemar
idolatry	disgust	0.500	idolatria
greed	disgust	0.500	ambição
impurity	disgust	0.500	impureza
tirade	disgust	0.500	discurso
idiot	disgust	0.492	idiota
boil	disgust	0.492	ferver
unconscionable	disgust	0.492	inconcebível
disreputable	disgust	0.492	desonroso
robber	disgust	0.492	ladrão
malign	disgust	0.492	maligno
wreck	disgust	0.492	naufrágio
recession	disgust	0.492	recessão
gorge	disgust	0.492	desfiladeiro
leer	disgust	0.492	olhar malicioso
ill	disgust	0.492	doente
squirm	disgust	0.492	contorcer-se
raging	disgust	0.484	furioso
servile	disgust	0.484	servil
mess	disgust	0.484	bagunça
nappy	disgust	0.484	fralda
possessed	disgust	0.484	possuído
unbearable	disgust	0.484	insuportável
occult	disgust	0.484	oculto
contraband	disgust	0.484	contrabando
snarl	disgust	0.484	rosnar
mutiny	disgust	0.484	motim
mad	disgust	0.484	louco
affliction	disgust	0.484	aflição
stain	disgust	0.484	mancha
animosity	disgust	0.484	antipatia
contempt	disgust	0.484	desprezo
tramp	disgust	0.484	vagabundo
nepotism	disgust	0.484	nepotismo
disrespectful	disgust	0.484	desrespeitoso
defamation	disgust	0.484	difamação
inexcusable	disgust	0.484	indesculpável
aversation	disgust	0.484	aversão
wasteful	disgust	0.484	esbanjador
offender	disgust	0.484	infrator
subjugation	disgust	0.484	subjugação
illegality	disgust	0.477	ilegalidade
dismal	disgust	0.477	sombrio
criminal	disgust	0.477	Criminoso
unpleasant	disgust	0.477	desagradável
palsy	disgust	0.477	paralisia
antagonistic	disgust	0.477	antagônico
pathetic	disgust	0.477	patético
uncaring	disgust	0.477	indiferente
suppression	disgust	0.477	supressão
immorality	disgust	0.477	imoralidade
mockery	disgust	0.477	zombaria
outrage	disgust	0.469	ultraje
mocking	disgust	0.469	zombando
wallow	disgust	0.469	chafurdar
cough	disgust	0.469	tosse
arrogant	disgust	0.469	arrogante
angry	disgust	0.469	Bravo
poverty	disgust	0.469	pobreza
grating	disgust	0.469	ralar
livid	disgust	0.469	lívido
aggravation	disgust	0.469	agravamento
repellent	disgust	0.469	repelente
perspiration	disgust	0.469	transpiração
banishment	disgust	0.469	banimento
furious	disgust	0.469	furioso
shoddy	disgust	0.469	má qualidade
banshee	disgust	0.469	alma penada
deceive	disgust	0.461	enganar
fool	disgust	0.461	idiota
quack	disgust	0.461	charlatão
distorted	disgust	0.461	distorcido
spider	disgust	0.461	aranha
unjustifiable	disgust	0.461	injustificável
deplore	disgust	0.461	deplorar
spurious	disgust	0.461	espúrio
perdition	disgust	0.461	perdição
muddy	disgust	0.461	turvar
fraudulent	disgust	0.461	fraudulento
scar	disgust	0.461	cicatriz
prick	disgust	0.461	picada
insulting	disgust	0.461	insultante
plunder	disgust	0.461	pilhagem
recklessness	disgust	0.461	imprudência
stigma	disgust	0.453	estigma
disparage	disgust	0.453	depreciar
unthinkable	disgust	0.453	impensável
disingenuous	disgust	0.453	dissimulado
bane	disgust	0.453	maldição
dishonest	disgust	0.453	desonesto
aphid	disgust	0.453	pulgão
elimination	disgust	0.453	eliminação
cur	disgust	0.453	cur
selfish	disgust	0.453	egoísta
eschew	disgust	0.453	evitar
dire	disgust	0.453	terrível
indignation	disgust	0.453	indignação
antipathy	disgust	0.453	antipatia
alienate	disgust	0.453	alienar
mosquito	disgust	0.445	mosquito
piles	disgust	0.445	pilhas
pious	disgust	0.445	piedoso
lie	disgust	0.445	mentira
opium	disgust	0.445	ópio
smell	disgust	0.445	cheiro
iniquity	disgust	0.445	iniquidade
caries	disgust	0.445	cárie
despair	disgust	0.445	desespero
recalcitrant	disgust	0.445	recalcitrante
egotistical	disgust	0.445	egoísta
wasted	disgust	0.445	desperdiçado
vacuous	disgust	0.445	vazio
bankruptcy	disgust	0.445	falência
garish	disgust	0.445	espalhafatoso
obnoxious	disgust	0.438	obnóxio
ashamed	disgust	0.438	envergonhado
abject	disgust	0.438	abjeto
sticky	disgust	0.438	pegajoso
scream	disgust	0.438	gritar
hopelessness	disgust	0.438	desesperança
homeless	disgust	0.438	sem teto
shun	disgust	0.438	evitar
inmate	disgust	0.438	preso
alien	disgust	0.438	estrangeiro
hog	disgust	0.438	porco
aversion	disgust	0.438	aversão
abnormal	disgust	0.438	anormal
cursing	disgust	0.430	maldição
undesirable	disgust	0.430	indesejável
denounce	disgust	0.430	denunciar
witch	disgust	0.430	bruxa
creature	disgust	0.430	criatura
lusty	disgust	0.430	luxurioso
illegal	disgust	0.430	ilegal
debris	disgust	0.430	destroços
callous	disgust	0.430	insensível
reflux	disgust	0.430	refluxo
adverse	disgust	0.430	desfavoraveis
shameless	disgust	0.430	desavergonhado
separatist	disgust	0.430	separatista
trickery	disgust	0.430	malandragem
falsity	disgust	0.430	falsidade
pall	disgust	0.430	mortalha
defiance	disgust	0.430	desafio
incredulous	disgust	0.430	incrédulo
curse	disgust	0.430	xingamento
pompous	disgust	0.422	pomposo
socialist	disgust	0.422	socialista
mistrust	disgust	0.422	desconfiança
infantile	disgust	0.422	infantil
wasting	disgust	0.422	desperdiçando
hairy	disgust	0.422	peludo
nicotine	disgust	0.422	nicotina
denunciation	disgust	0.422	denúncia
collapse	disgust	0.422	colapso
untidy	disgust	0.422	desarrumado
ferocious	disgust	0.422	feroz
ammonia	disgust	0.422	amônia
carelessness	disgust	0.422	descuido
impure	disgust	0.422	impuro
contentious	disgust	0.422	contencioso
bum	disgust	0.422	vagabundo
affront	disgust	0.422	afronta
offend	disgust	0.422	ofender
tarnish	disgust	0.422	manchar
idiotic	disgust	0.422	idiota
badness	disgust	0.422	maldade
delinquent	disgust	0.422	delinquente
swarm	disgust	0.422	enxame
hypertrophy	disgust	0.422	hipertrofia
gush	disgust	0.422	jorrar
tasteless	disgust	0.422	insípido
bovine	disgust	0.422	bovino
slush	disgust	0.422	lama
litigious	disgust	0.414	litigioso
dishonesty	disgust	0.414	desonestidade
vegetative	disgust	0.414	vegetativo
unfavorable	disgust	0.414	desfavorável
displacency	disgust	0.414	deslocamento
illegitimate	disgust	0.414	ilegítimo
sour	disgust	0.414	azedo
socialism	disgust	0.414	socialismo
disobey	disgust	0.414	desobedecer
drivel	disgust	0.414	bobagem
vampire	disgust	0.414	vampiro
neglected	disgust	0.414	negligenciado
murky	disgust	0.414	obscuro
ignorant	disgust	0.406	ignorante
disgruntled	disgust	0.406	desapontado
discontinuity	disgust	0.406	descontinuidade
dislike	disgust	0.406	não gostar
unlawful	disgust	0.406	ilegal
wrongdoing	disgust	0.406	transgressão
shoplifting	disgust	0.406	furto
recidivism	disgust	0.406	reincidência
outcast	disgust	0.406	exilado
bogus	disgust	0.406	falso
displeasure	disgust	0.406	desagrado
repel	disgust	0.406	repelir
falsify	disgust	0.406	falsificar
ungrateful	disgust	0.406	ingrato
unkind	disgust	0.406	cruel
phony	disgust	0.406	falso
prosecution	disgust	0.406	acusação
woe	disgust	0.398	ai
averse	disgust	0.398	avesso
loon	disgust	0.398	maluco
worsening	disgust	0.398	piorando
paucity	disgust	0.398	escassez
unnatural	disgust	0.398	antinatural
amphetamines	disgust	0.398	anfetaminas
senseless	disgust	0.398	sem sentido
rigor	disgust	0.398	rigor
subvert	disgust	0.398	subverter
failure	disgust	0.398	falha
lick	disgust	0.398	lamber
unruly	disgust	0.398	rebelde
woefully	disgust	0.398	lamentavelmente
stingy	disgust	0.398	avarento
crushing	disgust	0.398	esmagador
disdain	disgust	0.398	desdém
insult	disgust	0.393	insulto
averseness	disgust	0.391	aversão
disrelish	disgust	0.391	desgostar
punished	disgust	0.391	punido
critter	disgust	0.391	bicho
damage	disgust	0.391	dano
scorpion	disgust	0.391	escorpião
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	regalo
farcical	disgust	0.391	ridículo
antisocial	disgust	0.391	anti-social
hardened	disgust	0.391	endurecido
punishment	disgust	0.391	punição
bad	disgust	0.391	mau
expel	disgust	0.391	expulsar
surly	disgust	0.383	grosseiro
lament	disgust	0.383	lamento
illiterate	disgust	0.383	analfabeto
divorce	disgust	0.383	divórcio
teeming	disgust	0.383	fervilhante
plagiarism	disgust	0.383	plágio
eviction	disgust	0.383	despejo
orc	disgust	0.383	orc
disappoint	disgust	0.383	decepcionar
shabby	disgust	0.383	gasto
presumptuous	disgust	0.383	presunçoso
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	discórdia
guilt	disgust	0.383	culpa
fugitive	disgust	0.383	fugitivo
irrational	disgust	0.383	irracional
adder	disgust	0.383	adicionador
fulsome	disgust	0.383	enfadonho
sacrifices	disgust	0.383	sacrifícios
hypocritical	disgust	0.383	hipócrita
shock	disgust	0.375	choque
alienation	disgust	0.375	alienação
scoff	disgust	0.375	zombar
plight	disgust	0.375	situação
irritation	disgust	0.375	irritação
unworthy	disgust	0.375	indigno
misconduct	disgust	0.375	má conduta
defective	disgust	0.375	defeituoso
blame	disgust	0.375	culpa
depressing	disgust	0.375	deprimente
dislocated	disgust	0.375	deslocado
irritating	disgust	0.375	irritante
vainly	disgust	0.367	em vão
toad	disgust	0.367	sapo
powerless	disgust	0.367	impotente
coerce	disgust	0.367	coagir
shuddering	disgust	0.367	estremecendo
stripped	disgust	0.367	despojado
revoke	disgust	0.367	revogar
wimpy	disgust	0.367	fracote
unhealthy	disgust	0.367	pouco saudável
