English Word	Emotion	Emotion-Intensity-Score	Irish Word
sinning	disgust	0.562	peacaigh
harmful	disgust	0.562	dochrach
harlot	disgust	0.562	striapach
sordid	disgust	0.562	sordid
enemy	disgust	0.562	namhaid
alcoholism	disgust	0.562	alcólacht
awful	disgust	0.562	uafásach
ruthless	disgust	0.562	neamhthrócaireach
scoundrel	disgust	0.562	scoundrel
bloody	disgust	0.555	fuilteach
flabby	disgust	0.555	flabby
odious	disgust	0.555	suarach
beastly	disgust	0.555	buile
collusion	disgust	0.555	claonpháirteachas
ridicule	disgust	0.555	magadh
discriminating	disgust	0.555	idirdhealaitheach
unattractive	disgust	0.555	neamhtharraingteach
insufferable	disgust	0.555	dofhulaingthe
segregate	disgust	0.555	leithigh
arsenic	disgust	0.555	arsanaic
threatening	disgust	0.555	ag bagairt
atrophy	disgust	0.555	atrophy
varicella	disgust	0.555	varicella
slayer	disgust	0.555	maraí
distaste	disgust	0.555	doicheallach
coward	disgust	0.555	bórd
robbery	disgust	0.555	robáil
wickedness	disgust	0.555	aingidheachd
anathema	disgust	0.547	anathema
malevolent	disgust	0.547	mairg
sty	disgust	0.547	sty
pillage	disgust	0.547	pillage
thief	disgust	0.547	gadaí
suffocating	disgust	0.547	suffocating
condemnation	disgust	0.547	cáineadh
deleterious	disgust	0.547	díobhálach
slur	disgust	0.547	slur
purgatory	disgust	0.547	purgadóir
attacking	disgust	0.547	ionsaí
burglar	disgust	0.547	buirgléir
ogre	disgust	0.547	ogre
coercion	disgust	0.547	comhéigean
vesicular	disgust	0.547	soithíoch
miserable	disgust	0.547	truagh
bitterly	disgust	0.547	go leamh
sneer	disgust	0.539	sneer
greedy	disgust	0.539	ramhar
gob	disgust	0.539	gob
repellant	disgust	0.539	repellant
jealous	disgust	0.539	éad
drunken	disgust	0.539	meisce
shame	disgust	0.539	náire
thrash	disgust	0.539	thrash
fatty	disgust	0.539	sailleacha
liar	disgust	0.539	bréagadóir
imprisoned	disgust	0.539	i bpríosún
sloth	disgust	0.539	sloth
repudiation	disgust	0.539	séanadh
disgrace	disgust	0.539	náire
infidelity	disgust	0.539	neamhchreidimh
pig	disgust	0.539	muc
lethal	disgust	0.536	marfach
burnt	disgust	0.531	dóite
brawl	disgust	0.531	brawl
withered	disgust	0.531	feoite
blemish	disgust	0.531	blemish
hydrocephalus	disgust	0.531	hidreacephalus
aberration	disgust	0.531	saobhadh
smuggler	disgust	0.531	smuigléir
painful	disgust	0.531	pianmhar
condescension	disgust	0.531	condescension
intolerant	disgust	0.531	dofhulaingthe
blasphemous	disgust	0.531	diamhaslach
lying	disgust	0.531	ina luí
hanging	disgust	0.531	crochta
travesty	disgust	0.531	travesty
ruined	disgust	0.531	scriosta
intrusive	disgust	0.531	ionsáiteach
disintegrate	disgust	0.531	díscaoileann
destructive	disgust	0.531	millteach
neurotic	disgust	0.531	neurotic
disparaging	disgust	0.523	dímheasúil
blighted	disgust	0.523	blighted
intolerance	disgust	0.523	éadulaingt
mistress	disgust	0.523	máistreás
avarice	disgust	0.523	abhar
disgraced	disgust	0.523	náire
derogation	disgust	0.523	maolú
rubbish	disgust	0.523	bruscar
accusation	disgust	0.523	cúisimh
incarceration	disgust	0.523	príosúnachta
tortious	disgust	0.516	cráiteach
dishonor	disgust	0.516	easonóir
stink	disgust	0.516	stink
grim	disgust	0.516	gruama
rob	disgust	0.516	robáil
defraud	disgust	0.516	calaois
sump	disgust	0.516	sump
cringe	disgust	0.516	cringe
vulture	disgust	0.516	vulture
deplorable	disgust	0.516	truamhéalach
mite	disgust	0.516	mite
eradication	disgust	0.516	díothú
degrade	disgust	0.516	díghrádaigh
gutter	disgust	0.516	gáitéir
convict	disgust	0.516	ciontú
remains	disgust	0.516	iarsmaí
betray	disgust	0.516	feall
daemon	disgust	0.516	deamhan
sham	disgust	0.509	sham
distasteful	disgust	0.508	doicheallach
prisoner	disgust	0.508	príosúnach
dreadfully	disgust	0.508	go suarach
worthless	disgust	0.508	gan luach
crude	disgust	0.508	amh
delirium	disgust	0.508	delirium
incurable	disgust	0.508	do-leigheas
smelling	disgust	0.508	ag boladh
idiocy	disgust	0.508	idiocy
resentment	disgust	0.508	doicheall
bombed	disgust	0.508	buamáil
blob	disgust	0.508	blob
cheat	disgust	0.508	cheat
schizophrenia	disgust	0.508	scitsifréine
rejection	disgust	0.508	diúltú
belittle	disgust	0.508	beagáinín
glut	disgust	0.508	gliondar
disaster	disgust	0.508	Tubaiste
distress	disgust	0.508	anacair
pest	disgust	0.508	lotnaid
endemic	disgust	0.508	endemic
theft	disgust	0.500	goid
banish	disgust	0.500	bainis
mire	disgust	0.500	mire
flagrant	disgust	0.500	suarach
derision	disgust	0.500	magadh
dirt	disgust	0.500	salachar
screaming	disgust	0.500	screadaíl
offense	disgust	0.500	cion
jealousy	disgust	0.500	éad
bribery	disgust	0.500	breabaireacht
polemic	disgust	0.500	pailmeach
blight	disgust	0.500	dúchan
impeach	disgust	0.500	impeach
bitterness	disgust	0.500	searbhas
taboo	disgust	0.500	tabú
duress	disgust	0.500	éigeantas
goblin	disgust	0.500	goblin
shackle	disgust	0.500	geimhle
idolatry	disgust	0.500	idolatracht
greed	disgust	0.500	saint
impurity	disgust	0.500	eisíontas
tirade	disgust	0.500	tirade
idiot	disgust	0.492	leathcheann
boil	disgust	0.492	goil
unconscionable	disgust	0.492	neamhchonspóideach
disreputable	disgust	0.492	díchreidmheach
robber	disgust	0.492	gadaí
malign	disgust	0.492	urchóideach
wreck	disgust	0.492	raic
recession	disgust	0.492	cúlú
gorge	disgust	0.492	gorge
leer	disgust	0.492	leer
ill	disgust	0.492	tinn
squirm	disgust	0.492	squirm
raging	disgust	0.484	raging
servile	disgust	0.484	seirbhíseach
mess	disgust	0.484	praiseach
nappy	disgust	0.484	clúidín
possessed	disgust	0.484	sheilbh
unbearable	disgust	0.484	dofhulaingthe
occult	disgust	0.484	asarlaíochta
contraband	disgust	0.484	contrabhanna
snarl	disgust	0.484	snarl
mutiny	disgust	0.484	ceannairc
mad	disgust	0.484	buile
affliction	disgust	0.484	aimhreas
stain	disgust	0.484	stain
animosity	disgust	0.484	aimhreas
contempt	disgust	0.484	díspeagadh
tramp	disgust	0.484	tramp
nepotism	disgust	0.484	nepotism
disrespectful	disgust	0.484	dímheasúil
defamation	disgust	0.484	clúmhilleadh
inexcusable	disgust	0.484	dothuigthe
aversation	disgust	0.484	coimhthíos
wasteful	disgust	0.484	cur amú
offender	disgust	0.484	ciontóir
subjugation	disgust	0.484	subjugation
illegality	disgust	0.477	neamhdhleathacht
dismal	disgust	0.477	suarach
criminal	disgust	0.477	choiriúil
unpleasant	disgust	0.477	míthaitneamhach
palsy	disgust	0.477	pairilis
antagonistic	disgust	0.477	freasúla
pathetic	disgust	0.477	foighneach
uncaring	disgust	0.477	uncaring
suppression	disgust	0.477	faoi chois
immorality	disgust	0.477	mímhoráltacht
mockery	disgust	0.477	magadh
outrage	disgust	0.469	feall
mocking	disgust	0.469	ag magadh
wallow	disgust	0.469	falla
cough	disgust	0.469	casacht
arrogant	disgust	0.469	sotalach
angry	disgust	0.469	feargach
poverty	disgust	0.469	bochtaineacht
grating	disgust	0.469	gríl
livid	disgust	0.469	livid
aggravation	disgust	0.469	géarú
repellent	disgust	0.469	repellent
perspiration	disgust	0.469	perspiration
banishment	disgust	0.469	díothú
furious	disgust	0.469	ar buile
shoddy	disgust	0.469	shoddy
banshee	disgust	0.469	banshee
deceive	disgust	0.461	mheabhlaireachta
fool	disgust	0.461	amadán
quack	disgust	0.461	cuach
distorted	disgust	0.461	saobhadh
spider	disgust	0.461	damhán alla
unjustifiable	disgust	0.461	dochosanta
deplore	disgust	0.461	trua
spurious	disgust	0.461	spíonta
perdition	disgust	0.461	truaill
muddy	disgust	0.461	láibeach
fraudulent	disgust	0.461	calaoiseach
scar	disgust	0.461	scar
prick	disgust	0.461	faobhar
insulting	disgust	0.461	maslach
plunder	disgust	0.461	creach
recklessness	disgust	0.461	meargánta
stigma	disgust	0.453	stiogma
disparage	disgust	0.453	dímheas
unthinkable	disgust	0.453	dothuigthe
disingenuous	disgust	0.453	suarach
bane	disgust	0.453	bane
dishonest	disgust	0.453	mímhacánta
aphid	disgust	0.453	aifidí
elimination	disgust	0.453	díchur
cur	disgust	0.453	cur
selfish	disgust	0.453	leithleasach
eschew	disgust	0.453	easc
dire	disgust	0.453	dire
indignation	disgust	0.453	fearg
antipathy	disgust	0.453	antipathy
alienate	disgust	0.453	coimhthíos
mosquito	disgust	0.445	mosquito
piles	disgust	0.445	chairn
pious	disgust	0.445	pianmhar
lie	disgust	0.445	bréag
opium	disgust	0.445	codlaidín
smell	disgust	0.445	boladh
iniquity	disgust	0.445	iniquity
caries	disgust	0.445	caries
despair	disgust	0.445	éadóchas
recalcitrant	disgust	0.445	recalcitrant
egotistical	disgust	0.445	egotisticeach
wasted	disgust	0.445	amú
vacuous	disgust	0.445	folamh
bankruptcy	disgust	0.445	féimheacht
garish	disgust	0.445	garish
obnoxious	disgust	0.438	dothuigthe
ashamed	disgust	0.438	náire
abject	disgust	0.438	abalta
sticky	disgust	0.438	greamaitheach
scream	disgust	0.438	scread
hopelessness	disgust	0.438	gan dóchas
homeless	disgust	0.438	gan dídean
shun	disgust	0.438	shun
inmate	disgust	0.438	príosúnach
alien	disgust	0.438	eachtrannach
hog	disgust	0.438	muc
aversion	disgust	0.438	seachrán
abnormal	disgust	0.438	neamhghnácha
cursing	disgust	0.430	mallacht
undesirable	disgust	0.430	neamh-inmhianaithe
denounce	disgust	0.430	shéanadh
witch	disgust	0.430	cailleach
creature	disgust	0.430	créatúr
lusty	disgust	0.430	lustach
illegal	disgust	0.430	mídhleathach
debris	disgust	0.430	smionagar
callous	disgust	0.430	callach
reflux	disgust	0.430	aife
adverse	disgust	0.430	díobhálach
shameless	disgust	0.430	gan náire
separatist	disgust	0.430	deighilteoir
trickery	disgust	0.430	cleasaíocht
falsity	disgust	0.430	bréagacht
pall	disgust	0.430	paill
defiance	disgust	0.430	ar neamhchead
incredulous	disgust	0.430	dochreidte
curse	disgust	0.430	mallacht
pompous	disgust	0.422	pompous
socialist	disgust	0.422	sóisialach
mistrust	disgust	0.422	mistrust
infantile	disgust	0.422	naíonán
wasting	disgust	0.422	ag cur amú
hairy	disgust	0.422	gruagach
nicotine	disgust	0.422	nicotín
denunciation	disgust	0.422	séanadh
collapse	disgust	0.422	collapse
untidy	disgust	0.422	neamhslachtmhar
ferocious	disgust	0.422	fíochmhar
ammonia	disgust	0.422	amóinia
carelessness	disgust	0.422	míchúramach
impure	disgust	0.422	eisíon
contentious	disgust	0.422	conspóideach
bum	disgust	0.422	buama
affront	disgust	0.422	achrann
offend	disgust	0.422	chiontaíonn
tarnish	disgust	0.422	tarnish
idiotic	disgust	0.422	leathcheann
badness	disgust	0.422	olcas
delinquent	disgust	0.422	delinquent
swarm	disgust	0.422	shnámh
hypertrophy	disgust	0.422	hipertróf
gush	disgust	0.422	gush
tasteless	disgust	0.422	gan blas
bovine	disgust	0.422	buaibheach
slush	disgust	0.422	slush
litigious	disgust	0.414	dlíthíochta
dishonesty	disgust	0.414	mímhacántacht
vegetative	disgust	0.414	fásúil
unfavorable	disgust	0.414	neamhfhabhrach
displacency	disgust	0.414	easláithreacht
illegitimate	disgust	0.414	neamhdhlisteanach
sour	disgust	0.414	searbh
socialism	disgust	0.414	sóisialachas
disobey	disgust	0.414	easumhal
drivel	disgust	0.414	tiomántán
vampire	disgust	0.414	vaimpír
neglected	disgust	0.414	faillí
murky	disgust	0.414	murcach
ignorant	disgust	0.406	aineolach
disgruntled	disgust	0.406	disgruntled
discontinuity	disgust	0.406	neamhleanúnachas
dislike	disgust	0.406	nach dtaitníonn
unlawful	disgust	0.406	neamhdhleathach
wrongdoing	disgust	0.406	éagóir
shoplifting	disgust	0.406	siopadoireacht
recidivism	disgust	0.406	atitimeachas
outcast	disgust	0.406	outcast
bogus	disgust	0.406	bréagach
displeasure	disgust	0.406	míshásamh
repel	disgust	0.406	repel
falsify	disgust	0.406	falsaigh
ungrateful	disgust	0.406	mí-thaitneamhach
unkind	disgust	0.406	mí-chineálta
phony	disgust	0.406	fhóin
prosecution	disgust	0.406	ionchúiseamh
woe	disgust	0.398	mairg
averse	disgust	0.398	averse
loon	disgust	0.398	loon
worsening	disgust	0.398	ag dul in olcas
paucity	disgust	0.398	ganntanas
unnatural	disgust	0.398	mínádúrtha
amphetamines	disgust	0.398	amfataimíní
senseless	disgust	0.398	gan chiall
rigor	disgust	0.398	déine
subvert	disgust	0.398	subvert
failure	disgust	0.398	teip
lick	disgust	0.398	ligh
unruly	disgust	0.398	mí-rianta
woefully	disgust	0.398	go críonna
stingy	disgust	0.398	stingy
crushing	disgust	0.398	ag crapadh
disdain	disgust	0.398	dímheas
insult	disgust	0.393	masla
averseness	disgust	0.391	naimhdeas
disrelish	disgust	0.391	dímheas
punished	disgust	0.391	phionósú
critter	disgust	0.391	critéar
damage	disgust	0.391	damáiste
scorpion	disgust	0.391	scairp
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	farcical
antisocial	disgust	0.391	frithshóisialta
hardened	disgust	0.391	cruaite
punishment	disgust	0.391	pionós
bad	disgust	0.391	olc
expel	disgust	0.391	dhíbirt
surly	disgust	0.383	suarach
lament	disgust	0.383	cumha
illiterate	disgust	0.383	neamhliteartha
divorce	disgust	0.383	colscaradh
teeming	disgust	0.383	ag cur thar maoil
plagiarism	disgust	0.383	bradaíl
eviction	disgust	0.383	díshealbhú
orc	disgust	0.383	orc
disappoint	disgust	0.383	díomá
shabby	disgust	0.383	gruama
presumptuous	disgust	0.383	toimhdeach
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	easaontas
guilt	disgust	0.383	ciontacht
fugitive	disgust	0.383	teifeach
irrational	disgust	0.383	neamhréasúnach
adder	disgust	0.383	nathair
fulsome	disgust	0.383	fulachta
sacrifices	disgust	0.383	íobairtí
hypocritical	disgust	0.383	hypocritical
shock	disgust	0.375	turraing
alienation	disgust	0.375	coimhthiú
scoff	disgust	0.375	sceal
plight	disgust	0.375	staid
irritation	disgust	0.375	greannú
unworthy	disgust	0.375	unworthy
misconduct	disgust	0.375	mí-iompar
defective	disgust	0.375	lochtach
blame	disgust	0.375	milleán
depressing	disgust	0.375	dubhach
dislocated	disgust	0.375	dislocated
irritating	disgust	0.375	greannach
vainly	disgust	0.367	go neamhbhalbh
toad	disgust	0.367	buaf
powerless	disgust	0.367	gan chumhacht
coerce	disgust	0.367	comhéigean
shuddering	disgust	0.367	shuddering
stripped	disgust	0.367	stripped
revoke	disgust	0.367	chúlghairm
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	míshláintiúil
exclusion	disgust	0.367	eisiamh
disillusionment	disgust	0.367	disillusionment
blatant	disgust	0.367	follasach
hurtful	disgust	0.367	gortach
hoax	disgust	0.367	hoax
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	gaistí
squelch	disgust	0.367	squelch
deserted	disgust	0.359	tréigthe
damn	disgust	0.359	diabhal
incompatible	disgust	0.359	neamh-chomhoiriúnach
dispose	disgust	0.359	a dhiúscairt
oddity	disgust	0.359	aisteach
rebellion	disgust	0.359	éirí amach
ineptitude	disgust	0.359	éagumais
bug	disgust	0.359	fabht
disobedience	disgust	0.359	easumhlaíocht
inept	disgust	0.352	inept
litigate	disgust	0.352	dlíthíocht
dismissal	disgust	0.352	dífhostú
cutting	disgust	0.352	gearradh
untoward	disgust	0.352	gan choinne
displeased	disgust	0.352	míshásta
censor	disgust	0.352	cinsireacht
ridiculous	disgust	0.352	ridiciúil
compost	disgust	0.352	múirín
frustrate	disgust	0.352	frustrachas
misbehavior	disgust	0.352	mí-iompar
lawyer	disgust	0.352	dlíodóir
crushed	disgust	0.352	brúite
flesh	disgust	0.352	feoil
uncertain	disgust	0.352	neamhchinnte
obi	disgust	0.352	obi
flinch	disgust	0.352	flinch
fierce	disgust	0.352	fíochmhar
wrongful	disgust	0.352	mícheart
depreciate	disgust	0.344	dímheas
disapprove	disgust	0.344	easaontas
tearful	disgust	0.344	deorach
grumble	disgust	0.336	grumble
unsettled	disgust	0.336	dothuigthe
annoy	disgust	0.336	cur as do
exigent	disgust	0.336	fíormhaith
heartsick	disgust	0.336	tinneas croí
lawsuit	disgust	0.336	dlígh
discoloration	disgust	0.336	mídhath
lumpy	disgust	0.336	cnapánach
daft	disgust	0.336	daft
blunder	disgust	0.336	botún
discontent	disgust	0.336	míshástacht
bickering	disgust	0.336	bickering
thoughtless	disgust	0.336	gan smaoineamh
disliked	disgust	0.336	nár thaitin
disinclination	disgust	0.336	díchlaonadh
distrust	disgust	0.336	distrust
disallowed	disgust	0.336	dícheadaithe
instability	disgust	0.328	éagobhsaíocht
hydrophobia	disgust	0.328	hidreafóibe
whine	disgust	0.328	cnáimh
inhibit	disgust	0.328	bac
excluded	disgust	0.328	eisiata
provoking	disgust	0.328	ag spreagadh
grievance	disgust	0.328	casaoid
unmanageable	disgust	0.328	do-bhainistithe
sly	disgust	0.328	glic
exasperation	disgust	0.328	exasperation
cacophony	disgust	0.328	cacophony
unsatisfactory	disgust	0.328	míshásúil
disappointed	disgust	0.328	díomách
materialist	disgust	0.328	ábharaí
misleading	disgust	0.321	míthreorach
mishap	disgust	0.320	tubaiste
soot	disgust	0.320	súiche
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	séanadh
annoyance	disgust	0.320	anachain
disapproving	disgust	0.320	disapproving
disservice	disgust	0.320	disservice
reproach	disgust	0.320	reproach
confined	disgust	0.320	teoranta
unequal	disgust	0.320	éagothrom
rags	disgust	0.320	ceirteacha
groan	disgust	0.320	groan
soil	disgust	0.312	ithir
inappropriate	disgust	0.312	míchuí
criticize	disgust	0.312	cáineadh
disincline	disgust	0.312	easaontas
theism	disgust	0.312	tráchtas
depreciated	disgust	0.312	dímheasta
inconsiderate	disgust	0.312	dothuigthe
overpriced	disgust	0.312	róphraghas
stomach	disgust	0.312	boilg
burke	disgust	0.312	burc
sneeze	disgust	0.312	sraothartach
gall	disgust	0.305	gal
bang	disgust	0.305	brag
inadmissible	disgust	0.305	neamh-inghlactha
unfriendly	disgust	0.305	neamhchairdiúil
unaccountable	disgust	0.305	neamhfhreagrach
disparity	disgust	0.305	difríocht
latent	disgust	0.305	Folaigh
disliking	disgust	0.305	nach dtaitníonn
shack	disgust	0.305	geimhle
grumpy	disgust	0.305	grumpy
coop	disgust	0.304	coop
disappointment	disgust	0.297	díomá
scold	disgust	0.297	scold
delay	disgust	0.297	moill
congress	disgust	0.297	comhdháil
growling	disgust	0.297	ag caoineadh
backwards	disgust	0.297	ar gcúl
soreness	disgust	0.297	searbhas
disregarded	disgust	0.297	neamhaird
rogue	disgust	0.297	bradacha
lonely	disgust	0.297	uaigneach
notoriety	disgust	0.289	clú
catechism	disgust	0.289	catecism
flop	disgust	0.289	flop
infamous	disgust	0.289	míchlúiteach
janitor	disgust	0.289	dorsaí
nettle	disgust	0.289	neantóg
saturated	disgust	0.281	sáithithe
prohibited	disgust	0.281	toirmiscthe
gaby	disgust	0.281	gabaidh
wince	disgust	0.281	wince
desist	disgust	0.281	scoir
unfair	disgust	0.281	éagórach
aftermath	disgust	0.281	tar éis
remiss	disgust	0.281	dearmad
