English Word	Emotion	Emotion-Intensity-Score	Filipino Word
nobility	anticipation	0.352	maharlika
closure	anticipation	0.352	pagsasara
edition	anticipation	0.352	edisyon
kindred	anticipation	0.352	kamag-anak
stripped	anticipation	0.344	hinubaran
errand	anticipation	0.344	utusan
archaeology	anticipation	0.344	arkeolohiya
mutable	anticipation	0.344	nababago
wireless	anticipation	0.344	wireless
meditate	anticipation	0.344	magnilay
mobile	anticipation	0.344	mobile
germ	anticipation	0.336	mikrobyo
brotherly	anticipation	0.336	magkapatid
lessen	anticipation	0.336	bawasan
unbeaten	anticipation	0.336	walang talo
pare	anticipation	0.336	pare
buddy	anticipation	0.336	kaibigan
unaccountable	anticipation	0.336	walang pananagutan
dove	anticipation	0.328	kalapati
patient	anticipation	0.328	pasyente
secular	anticipation	0.328	sekular
digress	anticipation	0.328	lumihis ng landas
chastity	anticipation	0.328	kalinisang-puri
council	anticipation	0.328	konseho
olfactory	anticipation	0.328	olpaktoryo
ribbon	anticipation	0.328	laso
possess	anticipation	0.328	angkinin
disposed	anticipation	0.320	itinapon
scrutinize	anticipation	0.320	suriing mabuti
immature	anticipation	0.320	wala pa sa gulang
mediator	anticipation	0.320	tagapamagitan
regularity	anticipation	0.320	pagiging regular
cove	anticipation	0.320	cove
infanticide	anticipation	0.320	pagpatay ng sanggol
paddle	anticipation	0.320	magtampisaw
heft	anticipation	0.320	bigat
fancy	anticipation	0.320	magarbong
preservative	anticipation	0.320	pang-imbak
unpublished	anticipation	0.312	hindi nai-publish
church	anticipation	0.312	simbahan
bugle	anticipation	0.312	trumpeta
grim	anticipation	0.312	malupit
denying	anticipation	0.312	pagtanggi
analyst	anticipation	0.312	analyst
judicial	anticipation	0.305	panghukuman
priesthood	anticipation	0.305	pagkasaserdote
broadside	anticipation	0.305	broadside
mill	anticipation	0.305	gilingan
dismay	anticipation	0.297	pagkabalisa
cap	anticipation	0.297	takip
thermocouple	anticipation	0.297	thermocouple
tributary	anticipation	0.297	tributary
instructor	anticipation	0.297	tagapagturo
exhaustion	anticipation	0.297	kapaguran
saliva	anticipation	0.297	laway
cataract	anticipation	0.289	katarata
network	anticipation	0.289	network
visor	anticipation	0.289	visor
shackle	anticipation	0.289	kadena
wont	anticipation	0.289	sanay
addresses	anticipation	0.289	mga address
discreet	anticipation	0.289	maingat
noncompliance	anticipation	0.289	hindi pagsunod
bruise	anticipation	0.289	pasa
homeless	anticipation	0.289	walang tirahan
astronomer	anticipation	0.281	astronomer
skewed	anticipation	0.281	nakahilig
neighbor	anticipation	0.281	kapit-bahay
holiness	anticipation	0.273	kabanalan
devil	anticipation	0.273	demonyo
picket	anticipation	0.273	piket
sentence	anticipation	0.273	pangungusap
latent	anticipation	0.273	tago
cream	anticipation	0.273	cream
immaturity	anticipation	0.273	immaturity
habitual	anticipation	0.266	nakagawian
morals	anticipation	0.266	moral
neighborhood	anticipation	0.266	kapitbahayan
lull	anticipation	0.266	huminahon
bye	anticipation	0.258	paalam
weight	anticipation	0.258	timbang
organ	anticipation	0.250	organ
clown	anticipation	0.250	payaso
forearm	anticipation	0.250	bisig
commonplace	anticipation	0.242	karaniwan
quote	anticipation	0.242	quote
rail	anticipation	0.234	riles
dictatorship	anticipation	0.234	diktadura
treadmill	anticipation	0.234	gilingang pinepedalan
board	anticipation	0.234	board
tree	anticipation	0.227	puno
sundial	anticipation	0.227	pang-araw
paralysis	anticipation	0.211	paralisis
cement	anticipation	0.203	semento
worm	anticipation	0.203	uod
organization	anticipation	0.203	organisasyon
lagging	anticipation	0.180	nahuhuli
neutral	anticipation	0.148	neutral
cannibalism	disgust	0.953	kanibalismo
mutilation	disgust	0.930	pinsala
molestation	disgust	0.914	pangmomolestiya
incest	disgust	0.914	incest
rape	disgust	0.906	panggagahasa
gonorrhea	disgust	0.906	gonorrhea
cannibal	disgust	0.898	kanibal
rot	disgust	0.891	mabulok
corpse	disgust	0.883	bangkay
massacre	disgust	0.883	patayan
excrement	disgust	0.883	dumi
barf	disgust	0.875	barf
slaughter	disgust	0.875	patayan
slaughterhouse	disgust	0.867	bahay-katayan
incestuous	disgust	0.859	insesto
sewerage	disgust	0.859	imburnal
filth	disgust	0.859	karumihan
bigot	disgust	0.859	panatiko
rancid	disgust	0.859	rancid
infestation	disgust	0.852	infestation
plague	disgust	0.852	salot
holocaust	disgust	0.852	holocaust
bloodthirsty	disgust	0.852	uhaw sa dugo
rotting	disgust	0.844	nabubulok
fecal	disgust	0.844	dumi
maggot	disgust	0.844	uod
feces	disgust	0.844	dumi
murder	disgust	0.839	pagpatay
asshole	disgust	0.836	asshole
homicide	disgust	0.836	pagpatay
enslaved	disgust	0.836	inalipin
infanticide	disgust	0.836	pagpatay ng sanggol
perverted	disgust	0.828	baluktot
excretion	disgust	0.828	paglabas
gore	disgust	0.828	gore
slaughtering	disgust	0.828	pagkatay
torture	disgust	0.828	pagpapahirap
contaminate	disgust	0.821	makahawa
revolting	disgust	0.820	naghihimagsik
gory	disgust	0.820	madugo
shit	disgust	0.820	tae
terrorist	disgust	0.820	terorista
murderer	disgust	0.820	mamamatay tao
repugnant	disgust	0.820	kasuklam-suklam
manure	disgust	0.820	pataba
pervert	disgust	0.820	pervert
diarrhoea	disgust	0.820	pagtatae
grotesque	disgust	0.820	kakatuwa
desecration	disgust	0.820	paglapastangan
faeces	disgust	0.812	mga dumi
slavery	disgust	0.812	pang-aalipin
sewer	disgust	0.812	imburnal
cadaver	disgust	0.812	bangkay
manslaughter	disgust	0.812	pagpatay ng tao
dismemberment	disgust	0.812	paghihiwalay
vomit	disgust	0.812	sumuka
perverse	disgust	0.805	baliw
repulsive	disgust	0.805	nakakadiri
hemorrhage	disgust	0.805	pagdurugo
sewage	disgust	0.797	dumi sa alkantarilya
filthy	disgust	0.797	marumi
diseased	disgust	0.797	may sakit
depravity	disgust	0.797	kasamaan
carcass	disgust	0.795	bangkay
decompose	disgust	0.789	mabulok
gruesome	disgust	0.789	kakila-kilabot
mutilated	disgust	0.789	pinutol-putol
puke	disgust	0.789	sumuka
herpes	disgust	0.789	buni
decayed	disgust	0.789	nabulok
dung	disgust	0.789	dumi
vermin	disgust	0.789	vermin
murderous	disgust	0.789	mamamatay tao
parasite	disgust	0.789	parasito
horrific	disgust	0.789	kakila-kilabot
carnage	disgust	0.781	patayan
malaria	disgust	0.781	malaria
slime	disgust	0.781	putik
flatulence	disgust	0.781	utot
pestilence	disgust	0.781	salot
crap	disgust	0.781	kalokohan
monstrosity	disgust	0.781	kahalimaw
loathsome	disgust	0.773	kasuklam-suklam
toxic	disgust	0.773	nakakalason
morgue	disgust	0.773	morge
pus	disgust	0.773	nana
herpesvirus	disgust	0.773	herpesvirus
leprosy	disgust	0.773	ketong
insidious	disgust	0.773	tuso
cruel	disgust	0.766	malupit
regurgitation	disgust	0.766	regurgitation
anthrax	disgust	0.766	anthrax
xenophobia	disgust	0.766	xenophobia
repugnance	disgust	0.766	pagkasuklam
lynch	disgust	0.766	lynch
revulsion	disgust	0.766	pagkasuklam
whore	disgust	0.766	kalapating mababa ang lipad
dissection	disgust	0.759	paghihiwalay
mucous	disgust	0.758	mauhog
canker	disgust	0.758	canker
slum	disgust	0.758	slum
infectious	disgust	0.758	nakakahawa
evil	disgust	0.758	kasamaan
phlegm	disgust	0.758	plema
cruelty	disgust	0.758	kalupitan
perversion	disgust	0.758	kabuktutan
sinister	disgust	0.750	masama
leeches	disgust	0.750	mga linta
corrupting	disgust	0.750	nakakasira
decomposition	disgust	0.750	pagkabulok
abomination	disgust	0.742	kasuklamsuklam
stinking	disgust	0.742	mabaho
bile	disgust	0.742	apdo
demonic	disgust	0.742	demonyo
deranged	disgust	0.742	nabaliw
abhorrence	disgust	0.742	pagkasuklam
soiled	disgust	0.742	marumi
mucus	disgust	0.742	uhog
septic	disgust	0.742	septic
sickening	disgust	0.742	nakakasakit
demon	disgust	0.742	demonyo
cancer	disgust	0.734	kanser
obese	disgust	0.734	napakataba
degeneracy	disgust	0.734	pagkabulok
despicable	disgust	0.734	kasuklam-suklam
atrocity	disgust	0.734	kalupitan
foul	disgust	0.734	napakarumi
sicken	disgust	0.734	nagkakasakit
crucifixion	disgust	0.734	pagpapako sa krus
terrorism	disgust	0.734	terorismo
repulsion	disgust	0.727	pagtataboy
morbidity	disgust	0.727	sakit
dysentery	disgust	0.727	dysentery
enema	disgust	0.727	labatiba
bacterium	disgust	0.727	bakterya
dirty	disgust	0.727	marumi
adultery	disgust	0.727	pangangalunya
contamination	disgust	0.727	karumihan
grisly	disgust	0.727	karumal-dumal
diabolical	disgust	0.727	demonyo
autopsy	disgust	0.719	autopsy
barbaric	disgust	0.719	barbariko
vulgar	disgust	0.719	bulgar
entrails	disgust	0.719	laman-loob
disgust	disgust	0.719	pagkasuklam
lewd	disgust	0.719	mahalay
muck	disgust	0.719	dumi
bowels	disgust	0.719	bituka
garbage	disgust	0.719	basura
deterioration	disgust	0.719	pagkasira
contagion	disgust	0.719	pagkahawa
vicious	disgust	0.719	mabisyo
disfigured	disgust	0.719	pumangit
pungent	disgust	0.719	masangsang
gross	disgust	0.719	mahalay
bloodshed	disgust	0.714	pagdanak ng dugo
gag	disgust	0.711	gag
pollute	disgust	0.711	magdumi
nausea	disgust	0.711	pagduduwal
tyrant	disgust	0.711	malupit
wretched	disgust	0.711	kahabag-habag
mortification	disgust	0.711	kahihiyan
violent	disgust	0.711	marahas
poisoned	disgust	0.711	nalason
nauseate	disgust	0.703	nakakasuka
slimy	disgust	0.703	malansa
grope	disgust	0.703	kakapa
slut	disgust	0.703	kalapating mababa ang lipad
nasty	disgust	0.703	pangit
disgusting	disgust	0.703	nakasusuklam
depraved	disgust	0.703	masama ang loob
porn	disgust	0.703	porn
hateful	disgust	0.703	mapoot
vulgarity	disgust	0.703	kabastusan
noxious	disgust	0.703	nakakalason
grime	disgust	0.703	dumi
constipation	disgust	0.703	pagtitibi
secretion	disgust	0.703	pagtatago
poisoning	disgust	0.703	pagkalason
despotism	disgust	0.703	despotismo
measles	disgust	0.696	tigdas
contagious	disgust	0.695	nakakahawa
obesity	disgust	0.695	labis na katabaan
wart	disgust	0.695	kulugo
hate	disgust	0.695	poot
hellish	disgust	0.695	impiyerno
scum	disgust	0.695	dumi
suicidal	disgust	0.695	nagpapakamatay
wretch	disgust	0.695	kaawa-awa
abuse	disgust	0.695	pang-aabuso
waste	disgust	0.695	basura
intestinal	disgust	0.695	bituka
heartworm	disgust	0.688	heartworm
ooze	disgust	0.688	umaagos
treason	disgust	0.688	pagtataksil
contaminated	disgust	0.688	kontaminado
smut	disgust	0.688	smut
disease	disgust	0.688	sakit
rabid	disgust	0.688	galit na galit
deformed	disgust	0.680	deformed
hell	disgust	0.680	impiyerno
soulless	disgust	0.680	walang kaluluwa
cholera	disgust	0.680	kolera
bestial	disgust	0.680	makahayop
antichrist	disgust	0.680	antikristo
freakish	disgust	0.680	kakatuwa
germ	disgust	0.680	mikrobyo
detest	disgust	0.680	kinasusuklaman
pollution	disgust	0.680	polusyon
grimy	disgust	0.680	marumi
abhorrent	disgust	0.680	kasuklam-suklam
hatred	disgust	0.680	poot
abominate	disgust	0.680	kasuklam-suklam
sickness	disgust	0.680	sakit
hideous	disgust	0.672	kahindik-hindik
dictatorship	disgust	0.672	diktadura
loathful	disgust	0.672	kasuklam-suklam
greasy	disgust	0.672	mamantika
dilapidated	disgust	0.672	sira-sira
inhuman	disgust	0.672	hindi makatao
loathing	disgust	0.672	nasusuklam
obscene	disgust	0.672	malaswa
cess	disgust	0.670	cess
devil	disgust	0.664	demonyo
deformity	disgust	0.664	pagpapapangit
nauseous	disgust	0.664	nasusuka
deadly	disgust	0.664	nakamamatay
swine	disgust	0.664	baboy
discrimination	disgust	0.664	diskriminasyon
abominable	disgust	0.664	kasuklam-suklam
masochism	disgust	0.664	masokismo
heretic	disgust	0.664	erehe
latrines	disgust	0.656	mga palikuran
corruption	disgust	0.656	Korapsyon
poisonous	disgust	0.656	nakakalason
horror	disgust	0.656	katatakutan
nefarious	disgust	0.656	kasuklam-suklam
bacteria	disgust	0.656	bakterya
horrible	disgust	0.656	kakila-kilabot
trash	disgust	0.656	basura
abortion	disgust	0.656	pagpapalaglag
death	disgust	0.656	kamatayan
prejudiced	disgust	0.656	may kinikilingan
poison	disgust	0.656	lason
oppression	disgust	0.656	pang-aapi
goo	disgust	0.656	goo
victimized	disgust	0.656	nabiktima
mange	disgust	0.656	mange
sludge	disgust	0.648	putik
trashy	disgust	0.648	basura
vindictive	disgust	0.648	mapaghiganti
horrid	disgust	0.648	nakakakilabot
ugly	disgust	0.648	pangit
immoral	disgust	0.648	imoral
bitch	disgust	0.648	asong babae
outhouse	disgust	0.648	labas ng bahay
detestation	disgust	0.648	pagkamuhi
horrifying	disgust	0.641	nakakakilabot
laxative	disgust	0.641	laxative
unsightly	disgust	0.641	hindi magandang tingnan
derogatory	disgust	0.641	mapanlait
slop	disgust	0.641	slop
malfeasance	disgust	0.641	kamalian
spew	disgust	0.641	tumalsik
pimple	disgust	0.641	tagihawat
criminality	disgust	0.641	kriminalidad
indecency	disgust	0.641	kawalanghiyaan
cystic	disgust	0.641	cystic
villainous	disgust	0.641	kontrabida
queasy	disgust	0.633	nakakahilo
mildew	disgust	0.633	amag
oppressive	disgust	0.633	mapang-api
prostitution	disgust	0.633	prostitusyon
secrete	disgust	0.633	maglihim
ulcer	disgust	0.633	ulser
rat	disgust	0.633	daga
bigoted	disgust	0.633	bigoted
perpetrator	disgust	0.633	salarin
doomsday	disgust	0.633	araw ng katapusan
sinful	disgust	0.633	makasalanan
degrading	disgust	0.625	nakakahiya
ghastly	disgust	0.625	malagim
suffering	disgust	0.625	paghihirap
obscenity	disgust	0.625	kahalayan
devilish	disgust	0.625	demonyo
disgraceful	disgust	0.625	nakakahiya
persecution	disgust	0.625	pag-uusig
contemptible	disgust	0.625	kasuklam-suklam
cuckold	disgust	0.625	cuckold
stools	disgust	0.625	mga dumi
dastardly	disgust	0.625	tuso
sin	disgust	0.625	kasalanan
gluttony	disgust	0.625	katakawan
bloated	disgust	0.625	namamaga
fungus	disgust	0.625	halamang-singaw
aghast	disgust	0.625	sindak
diaper	disgust	0.617	lampin
malicious	disgust	0.617	may masamang hangarin
polygamy	disgust	0.617	poligamya
dying	disgust	0.617	namamatay
termite	disgust	0.617	anay
fat	disgust	0.617	mataba
deceit	disgust	0.617	panlilinlang
atrocious	disgust	0.617	mabangis
guillotine	disgust	0.617	guillotine
tetanus	disgust	0.617	tetano
spoil	disgust	0.617	sirain
crusty	disgust	0.617	magaspang
sickly	disgust	0.617	may sakit
louse	disgust	0.617	kuto
strangle	disgust	0.617	sakalin
betrayal	disgust	0.617	pagtataksil
loathe	disgust	0.617	kinasusuklaman
wench	disgust	0.617	babae
infect	disgust	0.617	makahawa
violently	disgust	0.609	marahas
brothel	disgust	0.609	brothel
drool	disgust	0.609	laway
bleeding	disgust	0.609	dumudugo
deform	disgust	0.609	deform
ghetto	disgust	0.609	ghetto
sabotage	disgust	0.609	sabotahe
venomous	disgust	0.609	makamandag
abhor	disgust	0.609	kasuklam-suklam
slander	disgust	0.609	paninirang-puri
hostile	disgust	0.609	pagalit
musty	disgust	0.602	malabo
illicit	disgust	0.602	bawal
ugliness	disgust	0.602	kapangitan
unwashed	disgust	0.602	hindi nahugasan
swampy	disgust	0.602	latian
deprivation	disgust	0.602	pagkakait
poaching	disgust	0.602	poaching
hag	disgust	0.602	hag
infidel	disgust	0.602	walang pananampalataya
imprisonment	disgust	0.602	pagkakulong
traitor	disgust	0.602	taksil
lunacy	disgust	0.602	kabaliwan
queasiness	disgust	0.594	pagkahilo
hostility	disgust	0.594	poot
repelling	disgust	0.594	nagtataboy
intoxicated	disgust	0.594	lasing
thug	disgust	0.594	magnanakaw
catastrophe	disgust	0.594	sakuna
lunatic	disgust	0.594	baliw
misery	disgust	0.594	paghihirap
venom	disgust	0.594	lason
butcher	disgust	0.594	magkakatay ng karne
toilet	disgust	0.594	palikuran
blister	disgust	0.594	paltos
lurid	disgust	0.594	nakakatakot
slug	disgust	0.594	banatan
gut	disgust	0.594	bituka
sinner	disgust	0.594	makasalanan
deceitful	disgust	0.594	mapanlinlang
epidemic	disgust	0.594	epidemya
deteriorated	disgust	0.586	lumala
lavatory	disgust	0.586	banyo
unclean	disgust	0.586	hindi malinis
prostitute	disgust	0.586	patutot
incubus	disgust	0.586	incubus
appalling	disgust	0.586	kakila-kilabot
dreadful	disgust	0.586	kakila-kilabot
pornography	disgust	0.586	pornograpiya
harass	disgust	0.586	harass
squeamish	disgust	0.578	makulit
expulsion	disgust	0.578	pagpapatalsik
unfaithful	disgust	0.578	hindi tapat
offensive	disgust	0.578	nakakasakit
hypocrite	disgust	0.578	mapagkunwari
humiliating	disgust	0.578	nakakahiya
larceny	disgust	0.578	pandarambong
ruinous	disgust	0.578	nakakasira
retard	disgust	0.578	mapatigil
rash	disgust	0.578	pantal
flea	disgust	0.578	pulgas
debauchery	disgust	0.578	kahalayan
fiend	disgust	0.578	halimaw
quagmire	disgust	0.578	kumunoy
conspirator	disgust	0.578	kasabwat
sick	disgust	0.578	may sakit
mangle	disgust	0.578	mangle
dogsick	disgust	0.570	sakit sa aso
egregious	disgust	0.570	grabe
flog	disgust	0.570	hampasin
despise	disgust	0.570	hamakin
treacherous	disgust	0.570	taksil
oppress	disgust	0.570	mang-api
swamp	disgust	0.570	latian
messy	disgust	0.570	magulo
spit	disgust	0.570	dumura
dank	disgust	0.570	dank
bastard	disgust	0.570	bastard
devastating	disgust	0.570	nagwawasak
serpent	disgust	0.570	ahas
loo	disgust	0.562	loo
indecent	disgust	0.562	bastos
insanity	disgust	0.562	pagkabaliw
stealing	disgust	0.562	pagnanakaw
terrible	disgust	0.562	kakila-kilabot
tyrannical	disgust	0.562	malupit
humiliation	disgust	0.562	kahihiyan
snake	disgust	0.562	ahas
sloppy	disgust	0.562	palpak
sinning	disgust	0.562	nagkakasala
