English Word	Emotion	Emotion-Intensity-Score	Esperanto Word
tortious	disgust	0.516	tortious
dishonor	disgust	0.516	malhonoro
stink	disgust	0.516	fetoro
grim	disgust	0.516	malgaja
rob	disgust	0.516	Ŝteli
defraud	disgust	0.516	fraŭdi
sump	disgust	0.516	sump
cringe	disgust	0.516	krinti
vulture	disgust	0.516	vulturo
deplorable	disgust	0.516	bedaŭrinda
mite	disgust	0.516	akaro
eradication	disgust	0.516	ekstermado
degrade	disgust	0.516	degradi
gutter	disgust	0.516	defluilo
convict	disgust	0.516	kondamnito
remains	disgust	0.516	restas
betray	disgust	0.516	perfidi
daemon	disgust	0.516	demono
sham	disgust	0.509	sham
distasteful	disgust	0.508	malagrabla
prisoner	disgust	0.508	kaptito
dreadfully	disgust	0.508	terure
worthless	disgust	0.508	senvalora
crude	disgust	0.508	kruda
delirium	disgust	0.508	deliro
incurable	disgust	0.508	nekuracebla
smelling	disgust	0.508	odorante
idiocy	disgust	0.508	idioteco
resentment	disgust	0.508	rankoro
bombed	disgust	0.508	bombitaj
blob	disgust	0.508	blob
cheat	disgust	0.508	trompi
schizophrenia	disgust	0.508	skizofrenio
rejection	disgust	0.508	malakcepto
belittle	disgust	0.508	malgrandigi
glut	disgust	0.508	sago
disaster	disgust	0.508	katastrofo
distress	disgust	0.508	mizero
pest	disgust	0.508	plago
endemic	disgust	0.508	endemiaj
theft	disgust	0.500	ŝtelo
banish	disgust	0.500	forpeli
mire	disgust	0.500	marĉo
flagrant	disgust	0.500	flagra
derision	disgust	0.500	mokado
dirt	disgust	0.500	malpuraĵo
screaming	disgust	0.500	kriante
offense	disgust	0.500	ofendo
jealousy	disgust	0.500	ĵaluzo
bribery	disgust	0.500	subaĉeto
polemic	disgust	0.500	polemiko
blight	disgust	0.500	malprospero
impeach	disgust	0.500	akuzi
bitterness	disgust	0.500	amareco
taboo	disgust	0.500	tabuo
duress	disgust	0.500	devigo
goblin	disgust	0.500	koboldo
shackle	disgust	0.500	kateno
idolatry	disgust	0.500	idolkulto
greed	disgust	0.500	avideco
impurity	disgust	0.500	malpureco
tirade	disgust	0.500	tirado
idiot	disgust	0.492	idioto
boil	disgust	0.492	boli
unconscionable	disgust	0.492	senkonscia
disreputable	disgust	0.492	malfama
robber	disgust	0.492	rabisto
malign	disgust	0.492	malignaj
wreck	disgust	0.492	vrako
recession	disgust	0.492	recesio
gorge	disgust	0.492	gorĝo
leer	disgust	0.492	leer
ill	disgust	0.492	malsana
squirm	disgust	0.492	tordiĝi
raging	disgust	0.484	furiozanta
servile	disgust	0.484	servile
mess	disgust	0.484	malordo
nappy	disgust	0.484	vindotuko
possessed	disgust	0.484	posedita
unbearable	disgust	0.484	neeltenebla
occult	disgust	0.484	okulto
contraband	disgust	0.484	kontrabando
snarl	disgust	0.484	grumbli
mutiny	disgust	0.484	ribelo
mad	disgust	0.484	freneza
affliction	disgust	0.484	aflikto
stain	disgust	0.484	makulo
animosity	disgust	0.484	malamikeco
contempt	disgust	0.484	malestimo
tramp	disgust	0.484	vagabondo
nepotism	disgust	0.484	nepotismo
disrespectful	disgust	0.484	malrespekta
defamation	disgust	0.484	kalumnio
inexcusable	disgust	0.484	nepardonebla
aversation	disgust	0.484	abomeno
wasteful	disgust	0.484	malŝparema
offender	disgust	0.484	krimulo
subjugation	disgust	0.484	subigo
illegality	disgust	0.477	kontraŭleĝeco
dismal	disgust	0.477	malgaja
criminal	disgust	0.477	krimulo
unpleasant	disgust	0.477	malagrabla
palsy	disgust	0.477	paralizo
antagonistic	disgust	0.477	antagonisma
pathetic	disgust	0.477	patosa
uncaring	disgust	0.477	nezorgema
suppression	disgust	0.477	subpremado
immorality	disgust	0.477	malmoraleco
mockery	disgust	0.477	mokado
outrage	disgust	0.469	indigno
mocking	disgust	0.469	mokante
wallow	disgust	0.469	ruliĝi
cough	disgust	0.469	tusi
arrogant	disgust	0.469	aroganta
angry	disgust	0.469	kolera
poverty	disgust	0.469	malriĉeco
grating	disgust	0.469	krado
livid	disgust	0.469	livid
aggravation	disgust	0.469	pligraviĝo
repellent	disgust	0.469	forpuŝrimedo
perspiration	disgust	0.469	ŝvito
banishment	disgust	0.469	elpelo
furious	disgust	0.469	furioza
shoddy	disgust	0.469	fuŝa
banshee	disgust	0.469	banŝio
deceive	disgust	0.461	trompi
fool	disgust	0.461	malsaĝulo
quack	disgust	0.461	kvako
distorted	disgust	0.461	distordita
spider	disgust	0.461	araneo
unjustifiable	disgust	0.461	nepravigebla
deplore	disgust	0.461	bedaŭri
spurious	disgust	0.461	falsa
perdition	disgust	0.461	pereo
muddy	disgust	0.461	Kota
fraudulent	disgust	0.461	fraŭda
scar	disgust	0.461	cikatro
prick	disgust	0.461	piki
insulting	disgust	0.461	insultante
plunder	disgust	0.461	rabi
recklessness	disgust	0.461	malzorgemo
stigma	disgust	0.453	stigmo
disparage	disgust	0.453	malestimi
unthinkable	disgust	0.453	nepensebla
disingenuous	disgust	0.453	malsincera
bane	disgust	0.453	malbeno
dishonest	disgust	0.453	malhonesta
aphid	disgust	0.453	afido
elimination	disgust	0.453	elimino
cur	disgust	0.453	cur
selfish	disgust	0.453	egoisma
eschew	disgust	0.453	eviti
dire	disgust	0.453	dire
indignation	disgust	0.453	indigno
antipathy	disgust	0.453	antipatio
alienate	disgust	0.453	fremdigi
mosquito	disgust	0.445	moskito
piles	disgust	0.445	amasoj
pious	disgust	0.445	pia
lie	disgust	0.445	mensogi
opium	disgust	0.445	opio
smell	disgust	0.445	odori
iniquity	disgust	0.445	maljusteco
caries	disgust	0.445	kario
despair	disgust	0.445	malespero
recalcitrant	disgust	0.445	obstinaj
egotistical	disgust	0.445	egoisma
wasted	disgust	0.445	malŝparita
vacuous	disgust	0.445	malplena
bankruptcy	disgust	0.445	bankroto
garish	disgust	0.445	ĉagreno
obnoxious	disgust	0.438	abomena
ashamed	disgust	0.438	hontas
abject	disgust	0.438	abomena
sticky	disgust	0.438	glueca
scream	disgust	0.438	krii
hopelessness	disgust	0.438	senespereco
homeless	disgust	0.438	senhejma
shun	disgust	0.438	evitas
inmate	disgust	0.438	malliberigito
alien	disgust	0.438	fremdulo
hog	disgust	0.438	porko
aversion	disgust	0.438	malemo
abnormal	disgust	0.438	nenormala
cursing	disgust	0.430	malbenante
undesirable	disgust	0.430	nedezirinda
denounce	disgust	0.430	denunci
witch	disgust	0.430	sorĉistino
creature	disgust	0.430	estaĵo
lusty	disgust	0.430	volupta
illegal	disgust	0.430	kontraŭleĝa
debris	disgust	0.430	derompaĵoj
callous	disgust	0.430	callous
reflux	disgust	0.430	refluo
adverse	disgust	0.430	malfavora
shameless	disgust	0.430	senhonta
separatist	disgust	0.430	separatisto
trickery	disgust	0.430	trompo
falsity	disgust	0.430	malvero
pall	disgust	0.430	pall
defiance	disgust	0.430	defio
incredulous	disgust	0.430	nekredema
curse	disgust	0.430	malbeno
pompous	disgust	0.422	pompa
socialist	disgust	0.422	socialisto
mistrust	disgust	0.422	malfido
infantile	disgust	0.422	infana
wasting	disgust	0.422	malŝparado
hairy	disgust	0.422	harplena
nicotine	disgust	0.422	nikotino
denunciation	disgust	0.422	denunco
collapse	disgust	0.422	kolapso
untidy	disgust	0.422	malordigita
ferocious	disgust	0.422	feroca
ammonia	disgust	0.422	amoniako
carelessness	disgust	0.422	malzorgemo
impure	disgust	0.422	malpura
contentious	disgust	0.422	disputema
bum	disgust	0.422	bum
affront	disgust	0.422	ofendo
offend	disgust	0.422	ofendi
tarnish	disgust	0.422	makuli
idiotic	disgust	0.422	idioto
badness	disgust	0.422	malbono
delinquent	disgust	0.422	deliktulo
swarm	disgust	0.422	svarmo
hypertrophy	disgust	0.422	hipertrofio
gush	disgust	0.422	ŝprucigi
tasteless	disgust	0.422	sengusta
bovine	disgust	0.422	bova
slush	disgust	0.422	slush
litigious	disgust	0.414	procesiĝema
dishonesty	disgust	0.414	malhonesteco
vegetative	disgust	0.414	vegetativa
unfavorable	disgust	0.414	malfavoraj
displacency	disgust	0.414	delokiĝo
illegitimate	disgust	0.414	nelegitima
sour	disgust	0.414	acida
socialism	disgust	0.414	socialismo
disobey	disgust	0.414	malobei
drivel	disgust	0.414	stultaĵo
vampire	disgust	0.414	vampiro
neglected	disgust	0.414	neglektita
murky	disgust	0.414	malklara
ignorant	disgust	0.406	malklera
disgruntled	disgust	0.406	malkontenta
discontinuity	disgust	0.406	malkontinueco
dislike	disgust	0.406	malŝati
unlawful	disgust	0.406	kontraŭleĝa
wrongdoing	disgust	0.406	misfaro
shoplifting	disgust	0.406	butikŝtelado
recidivism	disgust	0.406	recidiveco
outcast	disgust	0.406	forpelito
bogus	disgust	0.406	falsa
displeasure	disgust	0.406	malkontento
repel	disgust	0.406	forpuŝi
falsify	disgust	0.406	falsi
ungrateful	disgust	0.406	nedankema
unkind	disgust	0.406	malafabla
phony	disgust	0.406	falsa
prosecution	disgust	0.406	procesigo
woe	disgust	0.398	ve
averse	disgust	0.398	malfavora
loon	disgust	0.398	kolimbo
worsening	disgust	0.398	plimalboniĝo
paucity	disgust	0.398	malriĉeco
unnatural	disgust	0.398	nenatura
amphetamines	disgust	0.398	amfetaminoj
senseless	disgust	0.398	sensenca
rigor	disgust	0.398	rigoro
subvert	disgust	0.398	subverti
failure	disgust	0.398	fiasko
lick	disgust	0.398	leki
unruly	disgust	0.398	neregebla
woefully	disgust	0.398	bedaŭrinde
stingy	disgust	0.398	avara
crushing	disgust	0.398	disbatanta
disdain	disgust	0.398	malestimo
insult	disgust	0.393	insulto
averseness	disgust	0.391	abomeno
disrelish	disgust	0.391	disrelish
punished	disgust	0.391	punita
critter	disgust	0.391	besto
damage	disgust	0.391	damaĝo
scorpion	disgust	0.391	skorpio
diatribe	disgust	0.391	diatribo
muff	disgust	0.391	mufo
farcical	disgust	0.391	farsa
antisocial	disgust	0.391	malsocia
hardened	disgust	0.391	malmoligita
punishment	disgust	0.391	puno
bad	disgust	0.391	malbona
expel	disgust	0.391	forpeli
surly	disgust	0.383	malhumile
lament	disgust	0.383	lamenti
illiterate	disgust	0.383	analfabeta
divorce	disgust	0.383	eksedziĝo
teeming	disgust	0.383	plenplena
plagiarism	disgust	0.383	plagiato
eviction	disgust	0.383	eldomigo
orc	disgust	0.383	orko
disappoint	disgust	0.383	seniluziigi
shabby	disgust	0.383	mizera
presumptuous	disgust	0.383	aroganta
anaconda	disgust	0.383	anakondo
discord	disgust	0.383	malkonkordo
guilt	disgust	0.383	kulpo
fugitive	disgust	0.383	fuĝanto
irrational	disgust	0.383	neracia
adder	disgust	0.383	vipuro
fulsome	disgust	0.383	plenplena
sacrifices	disgust	0.383	oferoj
hypocritical	disgust	0.383	hipokrita
shock	disgust	0.375	ŝoko
alienation	disgust	0.375	fremdiĝo
scoff	disgust	0.375	moki
plight	disgust	0.375	sorto
irritation	disgust	0.375	kolero
unworthy	disgust	0.375	malinda
misconduct	disgust	0.375	miskonduto
defective	disgust	0.375	misa
blame	disgust	0.375	kulpo
depressing	disgust	0.375	deprimante
dislocated	disgust	0.375	dislokigita
irritating	disgust	0.375	irritante
vainly	disgust	0.367	vane
toad	disgust	0.367	bufo
powerless	disgust	0.367	senpova
coerce	disgust	0.367	devigi
shuddering	disgust	0.367	tremante
stripped	disgust	0.367	nudigita
revoke	disgust	0.367	revoki
wimpy	disgust	0.367	malriĉa
unhealthy	disgust	0.367	malsana
exclusion	disgust	0.367	ekskludo
disillusionment	disgust	0.367	seniluziiĝo
blatant	disgust	0.367	evidenta
hurtful	disgust	0.367	doloriga
hoax	disgust	0.367	trompo
wimp	disgust	0.367	wimp
cad	disgust	0.367	kad
pitfall	disgust	0.367	kaptilo
squelch	disgust	0.367	svelti
deserted	disgust	0.359	dezerta
damn	disgust	0.359	diable
incompatible	disgust	0.359	nekongrua
dispose	disgust	0.359	disponi
oddity	disgust	0.359	strangaĵo
rebellion	disgust	0.359	ribelo
ineptitude	disgust	0.359	sentaŭgeco
bug	disgust	0.359	cimo
disobedience	disgust	0.359	malobeo
inept	disgust	0.352	netaŭga
litigate	disgust	0.352	procesi
dismissal	disgust	0.352	maldungo
cutting	disgust	0.352	tranĉante
untoward	disgust	0.352	malfavora
displeased	disgust	0.352	malkontenta
censor	disgust	0.352	cenzuristo
ridiculous	disgust	0.352	ridinda
compost	disgust	0.352	kompoŝto
frustrate	disgust	0.352	frustri
misbehavior	disgust	0.352	miskonduto
lawyer	disgust	0.352	advokato
crushed	disgust	0.352	dispremita
flesh	disgust	0.352	karno
uncertain	disgust	0.352	malcerta
obi	disgust	0.352	obi
flinch	disgust	0.352	ektiri
fierce	disgust	0.352	feroca
wrongful	disgust	0.352	maljusta
depreciate	disgust	0.344	malplivalorigi
disapprove	disgust	0.344	malaprobi
tearful	disgust	0.344	larmoplena
grumble	disgust	0.336	grumble
unsettled	disgust	0.336	maltrankvila
annoy	disgust	0.336	ĝeni
exigent	disgust	0.336	postulema
heartsick	disgust	0.336	kormalsana
lawsuit	disgust	0.336	proceso
discoloration	disgust	0.336	senkoloriĝo
lumpy	disgust	0.336	bulplena
daft	disgust	0.336	daft
blunder	disgust	0.336	fuŝo
discontent	disgust	0.336	malkontento
bickering	disgust	0.336	kverelado
thoughtless	disgust	0.336	senpripensa
disliked	disgust	0.336	malŝatis
disinclination	disgust	0.336	malinklino
distrust	disgust	0.336	malfido
disallowed	disgust	0.336	malpermesata
instability	disgust	0.328	malstabileco
hydrophobia	disgust	0.328	hidrofobio
whine	disgust	0.328	ĝemas
inhibit	disgust	0.328	inhibicii
excluded	disgust	0.328	ekskludita
provoking	disgust	0.328	provokanta
grievance	disgust	0.328	plendo
unmanageable	disgust	0.328	neregebla
sly	disgust	0.328	ruza
exasperation	disgust	0.328	ekscitiĝo
cacophony	disgust	0.328	kakofonio
unsatisfactory	disgust	0.328	malkontentiga
disappointed	disgust	0.328	seniluziigita
materialist	disgust	0.328	materiisto
misleading	disgust	0.321	misgvida
mishap	disgust	0.320	malbonŝanco
soot	disgust	0.320	fulgo
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	malakcepti
annoyance	disgust	0.320	ĝeno
disapproving	disgust	0.320	malaprobante
disservice	disgust	0.320	misservo
reproach	disgust	0.320	riproĉo
confined	disgust	0.320	enfermita
unequal	disgust	0.320	neegala
rags	disgust	0.320	ĉifonoj
groan	disgust	0.320	ĝemi
soil	disgust	0.312	grundo
inappropriate	disgust	0.312	malkonvena
criticize	disgust	0.312	kritiki
disincline	disgust	0.312	malinklini
theism	disgust	0.312	teismo
depreciated	disgust	0.312	malplivalorigita
inconsiderate	disgust	0.312	senkonsidera
overpriced	disgust	0.312	troprezigita
stomach	disgust	0.312	stomako
burke	disgust	0.312	burke
sneeze	disgust	0.312	terni
gall	disgust	0.305	galo
bang	disgust	0.305	bang
inadmissible	disgust	0.305	neakceptebla
unfriendly	disgust	0.305	malafabla
unaccountable	disgust	0.305	nerespondebla
disparity	disgust	0.305	malegaleco
latent	disgust	0.305	latenta
disliking	disgust	0.305	malŝatante
shack	disgust	0.305	barako
grumpy	disgust	0.305	grumblema
coop	disgust	0.304	coop
disappointment	disgust	0.297	seniluziiĝo
scold	disgust	0.297	riproĉi
delay	disgust	0.297	prokrasto
congress	disgust	0.297	kongreso
growling	disgust	0.297	grumblante
backwards	disgust	0.297	malantaŭen
soreness	disgust	0.297	doloro
disregarded	disgust	0.297	ignorita
rogue	disgust	0.297	fripono
lonely	disgust	0.297	soleca
notoriety	disgust	0.289	fifameco
catechism	disgust	0.289	katekismo
flop	disgust	0.289	fiasko
infamous	disgust	0.289	fifama
janitor	disgust	0.289	domzorgisto
nettle	disgust	0.289	urtiko
saturated	disgust	0.281	saturita
prohibited	disgust	0.281	malpermesita
gaby	disgust	0.281	gaby
wince	disgust	0.281	grimadi
desist	disgust	0.281	rezigni
unfair	disgust	0.281	maljusta
aftermath	disgust	0.281	sekvo
remiss	disgust	0.281	remis
tribunal	disgust	0.273	tribunalo
discolored	disgust	0.273	senkolorigita
wrangling	disgust	0.273	kverelado
uneasy	disgust	0.273	maltrankvila
huff	disgust	0.273	huf
weird	disgust	0.266	stranga
impolite	disgust	0.266	malĝentila
swig	disgust	0.266	swig
crawl	disgust	0.266	rampi
unsatisfied	disgust	0.266	malkontenta
inefficiency	disgust	0.266	neefikeco
frantic	disgust	0.266	freneza
bureaucrat	disgust	0.266	burokrato
politic	disgust	0.266	politiko
coldness	disgust	0.266	malvarmeco
gruff	disgust	0.258	malafabla
octopus	disgust	0.258	polpo
chagrin	disgust	0.258	ĉagreno
barrow	disgust	0.258	barrow
copycat	disgust	0.258	kopianto
incase	disgust	0.258	en la okazo se
rascal	disgust	0.258	fripono
sarcasm	disgust	0.258	sarkasmo
instinctive	disgust	0.258	instinkta
misconception	disgust	0.250	miskompreniĝo
disinclined	disgust	0.250	malinklina
john	disgust	0.250	john
hulk	disgust	0.250	hulk
baboon	disgust	0.250	paviano
shanghai	disgust	0.250	ŝanhajo
cupping	disgust	0.250	tasado
lose	disgust	0.250	perdi
rook	disgust	0.242	turo
entangled	disgust	0.242	implikita
gratuitous	disgust	0.242	senpaga
scrub	disgust	0.242	vepro
opponent	disgust	0.242	kontraŭulo
tariff	disgust	0.242	tarifo
questionable	disgust	0.234	dubinda
prolong	disgust	0.234	plilongigi
reluctance	disgust	0.234	malemo
lagging	disgust	0.234	postrestinte
misstatement	disgust	0.234	eraro
resign	disgust	0.234	demisii
unlucky	disgust	0.234	malbonŝanca
backwardness	disgust	0.234	malprogreseco
ineffectual	disgust	0.227	neefika
disqualified	disgust	0.227	malkvalifikita
subsidy	disgust	0.227	subvencio
reversal	disgust	0.227	renverso
default	disgust	0.227	defaŭlte
fussy	disgust	0.227	fussy
unpopular	disgust	0.227	nepopulara
petroleum	disgust	0.219	nafto
intense	disgust	0.219	intensa
evade	disgust	0.219	eskapi
frowning	disgust	0.219	sulkigante la brovojn
weight	disgust	0.219	pezo
dame	disgust	0.219	sinjorino
donkey	disgust	0.211	azeno
actionable	disgust	0.211	akceptebla
tawny	disgust	0.211	bruna
unhappy	disgust	0.211	malfeliĉa
dandy	disgust	0.203	dando
birch	disgust	0.203	betulo
speck	disgust	0.203	makulo
hood	disgust	0.203	kapuĉo
owing	disgust	0.203	ŝuldante
desert	disgust	0.203	dezerto
indifference	disgust	0.203	indiferenteco
awkwardness	disgust	0.203	mallerteco
rave	disgust	0.203	rave
gnome	disgust	0.203	gnomo
inconvenient	disgust	0.203	maloportuna
howl	disgust	0.195	hurli
dabbling	disgust	0.195	plaĉante
morals	disgust	0.195	moralo
misguided	disgust	0.195	misgvidita
airs	disgust	0.195	aeroj
gelatin	disgust	0.195	gelateno
fleece	disgust	0.195	lanugo
monochrome	disgust	0.195	monokromata
lush	disgust	0.188	abunda
celebrity	disgust	0.188	famulo
avoid	disgust	0.188	eviti
gent	disgust	0.188	gent
stalemate	disgust	0.188	blokiĝo
lesser	disgust	0.188	malpli granda
sunk	disgust	0.180	sinkis
nose	disgust	0.180	nazo
laughable	disgust	0.180	ridinda
claimant	disgust	0.180	postulanto
possession	disgust	0.180	posedo
larger	disgust	0.164	pli granda
pregnancy	disgust	0.164	gravedeco
thrift	disgust	0.164	ŝparemo
undoubted	disgust	0.164	sendube
mouthful	disgust	0.164	buŝpleno
hoot	disgust	0.164	hulu
sentence	disgust	0.156	frazo
misplace	disgust	0.156	mislokiĝas
clamor	disgust	0.156	krio
parrot	disgust	0.156	papago
obliging	disgust	0.156	kompatema
nameless	disgust	0.148	sennomaj
bummer	disgust	0.148	mizero
elf	disgust	0.141	elfo
feeling	disgust	0.141	sento
excellence	disgust	0.141	ekscelenco
gray	disgust	0.133	griza
asymmetry	disgust	0.133	malsimetrio
turn	disgust	0.133	turni
clumsy	disgust	0.133	mallerta
stall	disgust	0.133	stalo
bran	disgust	0.125	brano
finally	disgust	0.125	fine
lord	disgust	0.125	sinjoro
nurture	disgust	0.117	nutri
savor	disgust	0.117	gustumi
cove	disgust	0.117	golfeto
winning	disgust	0.109	venkanta
lemon	disgust	0.109	citrono
powerful	disgust	0.102	potenca
glitter	disgust	0.094	brileto
interior	disgust	0.086	interno
mind	disgust	0.086	menso
interested	disgust	0.078	interesita
treat	disgust	0.078	trakti
abundance	disgust	0.078	abundo
