English Word	Emotion	Emotion-Intensity-Score	Kinyarwanda Word
fungus	disgust	0.625	fungus
aghast	disgust	0.625	aghast
diaper	disgust	0.617	impapuro
malicious	disgust	0.617	mubi
polygamy	disgust	0.617	abagore benshi
dying	disgust	0.617	gupfa
termite	disgust	0.617	termite
fat	disgust	0.617	ibinure
deceit	disgust	0.617	uburiganya
atrocious	disgust	0.617	amarorerwa
guillotine	disgust	0.617	guillotine
tetanus	disgust	0.617	tetanusi
spoil	disgust	0.617	iminyago
crusty	disgust	0.617	igikonjo
sickly	disgust	0.617	uburwayi
louse	disgust	0.617	louse
strangle	disgust	0.617	kuniga
betrayal	disgust	0.617	ubuhemu
loathe	disgust	0.617	urwango
wench	disgust	0.617	wench
infect	disgust	0.617	kwandura
violently	disgust	0.609	ku buryo bukabije
brothel	disgust	0.609	indaya
drool	disgust	0.609	igituba
bleeding	disgust	0.609	kuva amaraso
deform	disgust	0.609	guhindura
ghetto	disgust	0.609	ghetto
sabotage	disgust	0.609	sabotage
venomous	disgust	0.609	uburozi
abhor	disgust	0.609	urunuka
slander	disgust	0.609	gusebanya
hostile	disgust	0.609	umwanzi
musty	disgust	0.602	musty
illicit	disgust	0.602	bitemewe
ugliness	disgust	0.602	ububi
unwashed	disgust	0.602	idakarabye
swampy	disgust	0.602	igishanga
deprivation	disgust	0.602	kwamburwa
poaching	disgust	0.602	guhiga
hag	disgust	0.602	hag
infidel	disgust	0.602	umukafiri
imprisonment	disgust	0.602	igifungo
traitor	disgust	0.602	umugambanyi
lunacy	disgust	0.602	Ubusazi
queasiness	disgust	0.594	umurongo
hostility	disgust	0.594	urwango
repelling	disgust	0.594	kwanga
intoxicated	disgust	0.594	yasinze
thug	disgust	0.594	thug
catastrophe	disgust	0.594	ibyago
lunatic	disgust	0.594	umusazi
misery	disgust	0.594	amakuba
venom	disgust	0.594	uburozi
butcher	disgust	0.594	inyama
toilet	disgust	0.594	umusarani
blister	disgust	0.594	blister
lurid	disgust	0.594	lurid
slug	disgust	0.594	slug
gut	disgust	0.594	amara
sinner	disgust	0.594	umunyabyaha
deceitful	disgust	0.594	uburiganya
epidemic	disgust	0.594	icyorezo
deteriorated	disgust	0.586	kwangirika
lavatory	disgust	0.586	ubwiherero
unclean	disgust	0.586	kirahumanye
prostitute	disgust	0.586	indaya
incubus	disgust	0.586	incubus
appalling	disgust	0.586	biteye ubwoba
dreadful	disgust	0.586	biteye ubwoba
pornography	disgust	0.586	porunogarafiya
harass	disgust	0.586	gutoteza
squeamish	disgust	0.578	guswera
expulsion	disgust	0.578	kwirukanwa
unfaithful	disgust	0.578	ubuhemu
offensive	disgust	0.578	birababaje
hypocrite	disgust	0.578	indyarya
humiliating	disgust	0.578	agasuzuguro
larceny	disgust	0.578	ubujura
ruinous	disgust	0.578	Kurimbuka
retard	disgust	0.578	retard
rash	disgust	0.578	guhubuka
flea	disgust	0.578	impyisi
debauchery	disgust	0.578	ubwiyandarike
fiend	disgust	0.578	fiend
quagmire	disgust	0.578	quagmire
conspirator	disgust	0.578	umugambi mubisha
sick	disgust	0.578	abarwayi
mangle	disgust	0.578	mangle
dogsick	disgust	0.570	imbwa
egregious	disgust	0.570	urugero
flog	disgust	0.570	flog
despise	disgust	0.570	gusuzugura
treacherous	disgust	0.570	umuhemu
oppress	disgust	0.570	gukandamiza
swamp	disgust	0.570	igishanga
messy	disgust	0.570	akajagari
spit	disgust	0.570	amacandwe
dank	disgust	0.570	dank
bastard	disgust	0.570	bastard
devastating	disgust	0.570	birababaje
serpent	disgust	0.570	inzoka
loo	disgust	0.562	loo
indecent	disgust	0.562	ikinyabupfura
insanity	disgust	0.562	ubusazi
stealing	disgust	0.562	kwiba
terrible	disgust	0.562	biteye ubwoba
tyrannical	disgust	0.562	igitugu
humiliation	disgust	0.562	agasuzuguro
snake	disgust	0.562	inzoka
sloppy	disgust	0.562	ubunebwe
sinning	disgust	0.562	gucumura
harmful	disgust	0.562	byangiza
harlot	disgust	0.562	maraya
sordid	disgust	0.562	sordid
enemy	disgust	0.562	umwanzi
alcoholism	disgust	0.562	ubusinzi
awful	disgust	0.562	biteye ubwoba
ruthless	disgust	0.562	umugome
scoundrel	disgust	0.562	umututsi
bloody	disgust	0.555	maraso
flabby	disgust	0.555	flabby
odious	disgust	0.555	odious
beastly	disgust	0.555	inyamaswa
collusion	disgust	0.555	ubufatanye
ridicule	disgust	0.555	agashinyaguro
discriminating	disgust	0.555	kuvangura
unattractive	disgust	0.555	idashimishije
insufferable	disgust	0.555	bidashoboka
segregate	disgust	0.555	gutandukanya
arsenic	disgust	0.555	arsenic
threatening	disgust	0.555	iterabwoba
atrophy	disgust	0.555	atrophy
varicella	disgust	0.555	varicella
slayer	disgust	0.555	umwicanyi
distaste	disgust	0.555	kubi
coward	disgust	0.555	ikigwari
robbery	disgust	0.555	ubujura
wickedness	disgust	0.555	ububi
anathema	disgust	0.547	anatema
malevolent	disgust	0.547	malvolent
sty	disgust	0.547	sty
pillage	disgust	0.547	ibisambo
thief	disgust	0.547	umujura
suffocating	disgust	0.547	guhumeka
condemnation	disgust	0.547	gucirwaho iteka
deleterious	disgust	0.547	gusiba
slur	disgust	0.547	gusebanya
purgatory	disgust	0.547	purgatori
attacking	disgust	0.547	gutera
burglar	disgust	0.547	umujura
ogre	disgust	0.547	ogre
coercion	disgust	0.547	agahato
vesicular	disgust	0.547	imitsi
miserable	disgust	0.547	birababaje
bitterly	disgust	0.547	bikabije
sneer	disgust	0.539	gusebanya
greedy	disgust	0.539	umururumba
gob	disgust	0.539	gob
repellant	disgust	0.539	kwanga
jealous	disgust	0.539	ishyari
drunken	disgust	0.539	yasinze
shame	disgust	0.539	isoni
thrash	disgust	0.539	shash
fatty	disgust	0.539	ibinure
liar	disgust	0.539	umubeshyi
imprisoned	disgust	0.539	bafunzwe
sloth	disgust	0.539	ubunebwe
repudiation	disgust	0.539	kwangwa
disgrace	disgust	0.539	amahano
infidelity	disgust	0.539	ubuhemu
pig	disgust	0.539	ingurube
lethal	disgust	0.536	byica
burnt	disgust	0.531	yatwitse
brawl	disgust	0.531	guterana amagambo
withered	disgust	0.531	yumye
blemish	disgust	0.531	inenge
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	aberration
smuggler	disgust	0.531	magendu
painful	disgust	0.531	birababaza
condescension	disgust	0.531	condescension
intolerant	disgust	0.531	kutoroherana
blasphemous	disgust	0.531	gutukana
lying	disgust	0.531	kubeshya
hanging	disgust	0.531	kumanika
travesty	disgust	0.531	Yamazaki
ruined	disgust	0.531	yangiritse
intrusive	disgust	0.531	kwinjira
disintegrate	disgust	0.531	gusenyuka
destructive	disgust	0.531	gusenya
neurotic	disgust	0.531	neurotic
disparaging	disgust	0.523	gutesha agaciro
blighted	disgust	0.523	Indwara
intolerance	disgust	0.523	kutoroherana
mistress	disgust	0.523	nyirabuja
avarice	disgust	0.523	avarice
disgraced	disgust	0.523	biteye isoni
derogation	disgust	0.523	gusebanya
rubbish	disgust	0.523	imyanda
accusation	disgust	0.523	ibirego
incarceration	disgust	0.523	gufungwa
tortious	disgust	0.516	iyicarubozo
dishonor	disgust	0.516	agasuzuguro
stink	disgust	0.516	umunuko
grim	disgust	0.516	grim
rob	disgust	0.516	rob
defraud	disgust	0.516	uburiganya
sump	disgust	0.516	sump
cringe	disgust	0.516	cringe
vulture	disgust	0.516	impyisi
deplorable	disgust	0.516	birababaje
mite	disgust	0.516	mite
eradication	disgust	0.516	kurandura
degrade	disgust	0.516	Gutesha agaciro
gutter	disgust	0.516	gutter
convict	disgust	0.516	uwahamwe n'icyaha
remains	disgust	0.516	gisigaye
betray	disgust	0.516	guhemukira
daemon	disgust	0.516	daemon
sham	disgust	0.509	sham
distasteful	disgust	0.508	birababaje
prisoner	disgust	0.508	imfungwa
dreadfully	disgust	0.508	biteye ubwoba
worthless	disgust	0.508	nta gaciro
crude	disgust	0.508	ikinyabupfura
delirium	disgust	0.508	delirium
incurable	disgust	0.508	idakira
smelling	disgust	0.508	impumuro
idiocy	disgust	0.508	ubupfapfa
resentment	disgust	0.508	inzika
bombed	disgust	0.508	ibisasu
blob	disgust	0.508	blob
cheat	disgust	0.508	kuriganya
schizophrenia	disgust	0.508	schizofrenia
rejection	disgust	0.508	kwangwa
belittle	disgust	0.508	gupfobya
glut	disgust	0.508	glut
disaster	disgust	0.508	ibiza
distress	disgust	0.508	amarushwa
pest	disgust	0.508	udukoko
endemic	disgust	0.508	icyorezo
theft	disgust	0.500	ubujura
banish	disgust	0.500	kwirukana
mire	disgust	0.500	mire
flagrant	disgust	0.500	ibendera
derision	disgust	0.500	urwenya
dirt	disgust	0.500	umwanda
screaming	disgust	0.500	induru
offense	disgust	0.500	icyaha
jealousy	disgust	0.500	ishyari
bribery	disgust	0.500	ruswa
polemic	disgust	0.500	icyorezo
blight	disgust	0.500	Indwara
impeach	disgust	0.500	gushinja
bitterness	disgust	0.500	umururazi
taboo	disgust	0.500	kirazira
duress	disgust	0.500	igihe
goblin	disgust	0.500	goblin
shackle	disgust	0.500	ingoyi
idolatry	disgust	0.500	gusenga ibigirwamana
greed	disgust	0.500	umururumba
impurity	disgust	0.500	umwanda
tirade	disgust	0.500	tirade
idiot	disgust	0.492	ikigoryi
boil	disgust	0.492	guteka
unconscionable	disgust	0.492	umutimanama
disreputable	disgust	0.492	idashidikanywaho
robber	disgust	0.492	igisambo
malign	disgust	0.492	nabi
wreck	disgust	0.492	impanuka
recession	disgust	0.492	ihungabana
gorge	disgust	0.492	Gorge
leer	disgust	0.492	leer
ill	disgust	0.492	uburwayi
squirm	disgust	0.492	guswera
raging	disgust	0.484	uburakari
servile	disgust	0.484	imbata
mess	disgust	0.484	akajagari
nappy	disgust	0.484	nappy
possessed	disgust	0.484	gutunga
unbearable	disgust	0.484	kutihanganirwa
occult	disgust	0.484	ubupfumu
contraband	disgust	0.484	magendu
snarl	disgust	0.484	guswera
mutiny	disgust	0.484	kwigomeka
mad	disgust	0.484	umusazi
affliction	disgust	0.484	umubabaro
stain	disgust	0.484	ikizinga
animosity	disgust	0.484	inzangano
contempt	disgust	0.484	agasuzuguro
tramp	disgust	0.484	umutambagiro
nepotism	disgust	0.484	icyenewabo
disrespectful	disgust	0.484	kutubaha
defamation	disgust	0.484	gusebanya
inexcusable	disgust	0.484	bidafite ishingiro
aversation	disgust	0.484	Kwanga
wasteful	disgust	0.484	gusesagura
offender	disgust	0.484	uwakoze icyaha
subjugation	disgust	0.484	kuganduka
illegality	disgust	0.477	binyuranyije n'amategeko
dismal	disgust	0.477	biteye ubwoba
criminal	disgust	0.477	inkozi y'ibibi
unpleasant	disgust	0.477	bidashimishije
palsy	disgust	0.477	ubumuga
antagonistic	disgust	0.477	Kurwanya
pathetic	disgust	0.477	birababaje
uncaring	disgust	0.477	kutitaho
suppression	disgust	0.477	guhagarika
immorality	disgust	0.477	ubwiyandarike
mockery	disgust	0.477	urw'agashinyaguro
outrage	disgust	0.469	umujinya
mocking	disgust	0.469	gushinyagura
wallow	disgust	0.469	urukuta
cough	disgust	0.469	inkorora
arrogant	disgust	0.469	ubwibone
angry	disgust	0.469	arakaye
poverty	disgust	0.469	ubukene
grating	disgust	0.469	Grating
livid	disgust	0.469	Kubaho
aggravation	disgust	0.469	kwiyongera
repellent	disgust	0.469	kwanga
perspiration	disgust	0.469	kubira ibyuya
banishment	disgust	0.469	kwirukanwa
furious	disgust	0.469	arakaye
shoddy	disgust	0.469	shoddy
banshee	disgust	0.469	banshee
deceive	disgust	0.461	kubeshya
fool	disgust	0.461	umuswa
quack	disgust	0.461	quack
distorted	disgust	0.461	kugoreka
spider	disgust	0.461	igitagangurirwa
unjustifiable	disgust	0.461	bidafite ishingiro
deplore	disgust	0.461	kwanga
spurious	disgust	0.461	kuriganya
perdition	disgust	0.461	kurimbuka
muddy	disgust	0.461	icyondo
fraudulent	disgust	0.461	uburiganya
scar	disgust	0.461	inkovu
prick	disgust	0.461	prick
insulting	disgust	0.461	gutukana
plunder	disgust	0.461	gusahura
recklessness	disgust	0.461	uburangare
stigma	disgust	0.453	gupfobya
disparage	disgust	0.453	gusuzugura
unthinkable	disgust	0.453	bidashoboka
disingenuous	disgust	0.453	gutandukana
bane	disgust	0.453	bane
dishonest	disgust	0.453	ubuhemu
aphid	disgust	0.453	aphid
elimination	disgust	0.453	kurandura
cur	disgust	0.453	cur
selfish	disgust	0.453	kwikunda
eschew	disgust	0.453	eschew
dire	disgust	0.453	dire
indignation	disgust	0.453	uburakari
antipathy	disgust	0.453	antipathie
alienate	disgust	0.453	kwitandukanya
mosquito	disgust	0.445	umubu
piles	disgust	0.445	ibirundo
pious	disgust	0.445	abihayimana
lie	disgust	0.445	kubeshya
opium	disgust	0.445	opium
smell	disgust	0.445	impumuro
iniquity	disgust	0.445	gukiranirwa
caries	disgust	0.445	karies
despair	disgust	0.445	kwiheba
recalcitrant	disgust	0.445	gusubiramo
egotistical	disgust	0.445	kwikunda
wasted	disgust	0.445	ubusa
vacuous	disgust	0.445	ubusa
bankruptcy	disgust	0.445	guhomba
garish	disgust	0.445	garish
obnoxious	disgust	0.438	biteye isoni
ashamed	disgust	0.438	isoni
abject	disgust	0.438	abject
sticky	disgust	0.438	gukomera
scream	disgust	0.438	induru
hopelessness	disgust	0.438	kwiheba
homeless	disgust	0.438	abadafite aho baba
shun	disgust	0.438	wirinde
inmate	disgust	0.438	imfungwa
alien	disgust	0.438	umunyamahanga
hog	disgust	0.438	ingurube
aversion	disgust	0.438	kwanga
abnormal	disgust	0.438	bidasanzwe
cursing	disgust	0.430	gutukana
undesirable	disgust	0.430	kutifuzwa
denounce	disgust	0.430	kwamagana
witch	disgust	0.430	umurozi
creature	disgust	0.430	ikiremwa
lusty	disgust	0.430	irari
illegal	disgust	0.430	bitemewe
debris	disgust	0.430	imyanda
callous	disgust	0.430	umuhamagaro
reflux	disgust	0.430	kugaruka
adverse	disgust	0.430	nabi
shameless	disgust	0.430	nta soni
separatist	disgust	0.430	kwitandukanya
trickery	disgust	0.430	amayeri
falsity	disgust	0.430	kubeshya
pall	disgust	0.430	pall
defiance	disgust	0.430	kutumvira
incredulous	disgust	0.430	bidasanzwe
curse	disgust	0.430	umuvumo
pompous	disgust	0.422	kwiyemera
socialist	disgust	0.422	abasosiyaliste
mistrust	disgust	0.422	kutizerana
infantile	disgust	0.422	impinja
wasting	disgust	0.422	guta
hairy	disgust	0.422	umusatsi
nicotine	disgust	0.422	nikotine
denunciation	disgust	0.422	kwamaganwa
collapse	disgust	0.422	gusenyuka
untidy	disgust	0.422	idahwitse
ferocious	disgust	0.422	ubugome
ammonia	disgust	0.422	ammonia
carelessness	disgust	0.422	uburangare
impure	disgust	0.422	umwanda
contentious	disgust	0.422	amakimbirane
bum	disgust	0.422	bum
affront	disgust	0.422	guhangana
offend	disgust	0.422	kubabaza
tarnish	disgust	0.422	tarnish
idiotic	disgust	0.422	injiji
badness	disgust	0.422	ububi
delinquent	disgust	0.422	icyaha
swarm	disgust	0.422	ubwinshi
hypertrophy	disgust	0.422	hypertrophy
gush	disgust	0.422	gush
tasteless	disgust	0.422	uburyohe
bovine	disgust	0.422	bovine
slush	disgust	0.422	slush
litigious	disgust	0.414	kuburana
dishonesty	disgust	0.414	ubuhemu
vegetative	disgust	0.414	ibimera
unfavorable	disgust	0.414	nabi
displacency	disgust	0.414	kwimurwa
illegitimate	disgust	0.414	bitemewe
sour	disgust	0.414	gusharira
socialism	disgust	0.414	ubusosiyalisiti
disobey	disgust	0.414	kutumvira
drivel	disgust	0.414	Drive
vampire	disgust	0.414	vampire
neglected	disgust	0.414	birengagijwe
murky	disgust	0.414	murky
ignorant	disgust	0.406	injiji
disgruntled	disgust	0.406	batishimiye
discontinuity	disgust	0.406	guhagarika umutima
dislike	disgust	0.406	kwanga
unlawful	disgust	0.406	bitemewe
wrongdoing	disgust	0.406	amakosa
shoplifting	disgust	0.406	ubujura
recidivism	disgust	0.406	insubiracyaha
outcast	disgust	0.406	birukanwe
bogus	disgust	0.406	bogus
displeasure	disgust	0.406	kutishimira
repel	disgust	0.406	kwanga
falsify	disgust	0.406	kubeshya
ungrateful	disgust	0.406	indashima
unkind	disgust	0.406	ineza
phony	disgust	0.406	fony
prosecution	disgust	0.406	ubushinjacyaha
woe	disgust	0.398	ishyano
averse	disgust	0.398	Kurwanya
loon	disgust	0.398	loon
worsening	disgust	0.398	kwiyongera
paucity	disgust	0.398	ubuke
unnatural	disgust	0.398	bidasanzwe
amphetamines	disgust	0.398	amphetamine
senseless	disgust	0.398	bidafite ishingiro
rigor	disgust	0.398	rigor
subvert	disgust	0.398	subvert
failure	disgust	0.398	gutsindwa
lick	disgust	0.398	lick
unruly	disgust	0.398	bidahwitse
woefully	disgust	0.398	ishyano
stingy	disgust	0.398	kwinuba
crushing	disgust	0.398	kumenagura
disdain	disgust	0.398	gusuzugura
insult	disgust	0.393	gutukana
averseness	disgust	0.391	kwanga
disrelish	disgust	0.391	disrelish
punished	disgust	0.391	yahaniwe
critter	disgust	0.391	criter
damage	disgust	0.391	ibyangiritse
scorpion	disgust	0.391	sikorupiyo
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	farcical
antisocial	disgust	0.391	antisocial
hardened	disgust	0.391	gukomera
punishment	disgust	0.391	igihano
bad	disgust	0.391	bibi
expel	disgust	0.391	kwirukana
surly	disgust	0.383	surly
lament	disgust	0.383	icyunamo
illiterate	disgust	0.383	abatazi gusoma no kwandika
divorce	disgust	0.383	gutandukana
teeming	disgust	0.383	teeming
plagiarism	disgust	0.383	gukopera
eviction	disgust	0.383	kwirukanwa
orc	disgust	0.383	orc
disappoint	disgust	0.383	gutenguha
shabby	disgust	0.383	shabby
presumptuous	disgust	0.383	ubwibone
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	umwiryane
guilt	disgust	0.383	icyaha
fugitive	disgust	0.383	guhunga
irrational	disgust	0.383	kudashyira mu gaciro
adder	disgust	0.383	wongeyeho
fulsome	disgust	0.383	byuzuye
sacrifices	disgust	0.383	ibitambo
hypocritical	disgust	0.383	indyarya
shock	disgust	0.375	guhungabana
alienation	disgust	0.375	kwitandukanya
scoff	disgust	0.375	urwenya
plight	disgust	0.375	ibibazo
irritation	disgust	0.375	kurakara
unworthy	disgust	0.375	bidakwiriye
misconduct	disgust	0.375	imyitwarire idahwitse
defective	disgust	0.375	inenge
blame	disgust	0.375	amakosa
depressing	disgust	0.375	birababaje
dislocated	disgust	0.375	bimuwe
irritating	disgust	0.375	kurakara
vainly	disgust	0.367	ubusa
toad	disgust	0.367	isaro
powerless	disgust	0.367	idafite imbaraga
coerce	disgust	0.367	guhatira
shuddering	disgust	0.367	guhinda umushyitsi
stripped	disgust	0.367	kwiyambura
revoke	disgust	0.367	gukuraho
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	bitameze neza
exclusion	disgust	0.367	guhezwa
disillusionment	disgust	0.367	gutenguha
blatant	disgust	0.367	blatant
hurtful	disgust	0.367	birababaje
hoax	disgust	0.367	impimbano
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	umutego
squelch	disgust	0.367	guswera
deserted	disgust	0.359	ubutayu
damn	disgust	0.359	ndumiwe
incompatible	disgust	0.359	bidahuye
dispose	disgust	0.359	guta
oddity	disgust	0.359	bidasanzwe
rebellion	disgust	0.359	kwigomeka
ineptitude	disgust	0.359	ubushishozi
bug	disgust	0.359	bug
disobedience	disgust	0.359	kutumvira
inept	disgust	0.352	inpt
litigate	disgust	0.352	kuburana
dismissal	disgust	0.352	kwirukanwa
cutting	disgust	0.352	gukata
untoward	disgust	0.352	kutubahiriza
displeased	disgust	0.352	ntibishimiye
censor	disgust	0.352	censor
ridiculous	disgust	0.352	bisekeje
compost	disgust	0.352	ifumbire
frustrate	disgust	0.352	gucika intege
misbehavior	disgust	0.352	imyitwarire idahwitse
lawyer	disgust	0.352	umunyamategeko
crushed	disgust	0.352	yajanjaguwe
flesh	disgust	0.352	inyama
uncertain	disgust	0.352	gushidikanya
obi	disgust	0.352	obi
flinch	disgust	0.352	flinch
fierce	disgust	0.352	gikaze
wrongful	disgust	0.352	bibi
depreciate	disgust	0.344	guta agaciro
disapprove	disgust	0.344	kwanga
tearful	disgust	0.344	amarira
grumble	disgust	0.336	kwitotomba
unsettled	disgust	0.336	bidahwitse
annoy	disgust	0.336	birababaje
exigent	disgust	0.336	exigent
