English Word	Emotion	Emotion-Intensity-Score	Zulu Word
fool	disgust	0.461	isiwula
quack	disgust	0.461	uwaka
distorted	disgust	0.461	sihlanekezelwe
spider	disgust	0.461	isicabucabu
unjustifiable	disgust	0.461	okungathetheleleki
deplore	disgust	0.461	deplore
spurious	disgust	0.461	mbumbulu
perdition	disgust	0.461	ukubhubha
muddy	disgust	0.461	enodaka
fraudulent	disgust	0.461	umgunyathi
scar	disgust	0.461	isibazi
prick	disgust	0.461	hlaba
insulting	disgust	0.461	ukuthuka
plunder	disgust	0.461	phanga
recklessness	disgust	0.461	ubudedengu
stigma	disgust	0.453	ukucwaswa
disparage	disgust	0.453	ukweyisa
unthinkable	disgust	0.453	okungacabangeki
disingenuous	disgust	0.453	abangenangqondo
bane	disgust	0.453	bane
dishonest	disgust	0.453	ongathembekile
aphid	disgust	0.453	i-aphid
elimination	disgust	0.453	ukuqedwa
cur	disgust	0.453	cur
selfish	disgust	0.453	ubugovu
eschew	disgust	0.453	phuma
dire	disgust	0.453	kakhulu
indignation	disgust	0.453	ukuthukuthela
antipathy	disgust	0.453	ukunganaki
alienate	disgust	0.453	ahlukanise
mosquito	disgust	0.445	umiyane
piles	disgust	0.445	izinqwaba
pious	disgust	0.445	ongcwele
lie	disgust	0.445	amanga
opium	disgust	0.445	i-opium
smell	disgust	0.445	iphunga
iniquity	disgust	0.445	ububi
caries	disgust	0.445	ama-caries
despair	disgust	0.445	ukuphelelwa ithemba
recalcitrant	disgust	0.445	ophikayo
egotistical	disgust	0.445	ukuzidla
wasted	disgust	0.445	kumoshile
vacuous	disgust	0.445	engenamuntu
bankruptcy	disgust	0.445	ukuqothuka
garish	disgust	0.445	gush
obnoxious	disgust	0.438	enyanyekayo
ashamed	disgust	0.438	enamahloni
abject	disgust	0.438	enyanyekayo
sticky	disgust	0.438	okunamathelayo
scream	disgust	0.438	memeza
hopelessness	disgust	0.438	ukungabi nathemba
homeless	disgust	0.438	abangenakhaya
shun	disgust	0.438	xwaya
inmate	disgust	0.438	isiboshwa
alien	disgust	0.438	umfokazi
hog	disgust	0.438	ingulube
aversion	disgust	0.438	ukucasuka
abnormal	disgust	0.438	okungajwayelekile
cursing	disgust	0.430	ukuthuka
undesirable	disgust	0.430	engathandeki
denounce	disgust	0.430	lahla
witch	disgust	0.430	umthakathi
creature	disgust	0.430	isidalwa
lusty	disgust	0.430	nenkanuko
illegal	disgust	0.430	engekho emthethweni
debris	disgust	0.430	imfucumfucu
callous	disgust	0.430	lukhuni
reflux	disgust	0.430	i-reflux
adverse	disgust	0.430	embi
shameless	disgust	0.430	engenamahloni
separatist	disgust	0.430	ohlukanisayo
trickery	disgust	0.430	ubuqili
falsity	disgust	0.430	amanga
pall	disgust	0.430	pall
defiance	disgust	0.430	ukudelela
incredulous	disgust	0.430	ongakholwa
curse	disgust	0.430	isiqalekiso
pompous	disgust	0.422	ezikhukhumezayo
socialist	disgust	0.422	usocialist
mistrust	disgust	0.422	ukungathembani
infantile	disgust	0.422	ingane encane
wasting	disgust	0.422	ukumosha
hairy	disgust	0.422	ezinoboya
nicotine	disgust	0.422	i-nicotine
denunciation	disgust	0.422	ukusola
collapse	disgust	0.422	bhidlika
untidy	disgust	0.422	engahlanzekile
ferocious	disgust	0.422	ezinonya
ammonia	disgust	0.422	ammonia
carelessness	disgust	0.422	ukunganaki
impure	disgust	0.422	ongcolile
contentious	disgust	0.422	onombango
bum	disgust	0.422	bhum
affront	disgust	0.422	ukweyisa
offend	disgust	0.422	ukucasula
tarnish	disgust	0.422	ngcolisa
idiotic	disgust	0.422	isilima
badness	disgust	0.422	ububi
delinquent	disgust	0.422	ihlongandlebe
swarm	disgust	0.422	uswebezane
hypertrophy	disgust	0.422	i-hypertrophy
gush	disgust	0.422	gush
tasteless	disgust	0.422	engenakunambitheka
bovine	disgust	0.422	inkomo
slush	disgust	0.422	i-slush
litigious	disgust	0.414	amacala
dishonesty	disgust	0.414	ukungathembeki
vegetative	disgust	0.414	imifino
unfavorable	disgust	0.414	engathandeki
displacency	disgust	0.414	ukufuduka
illegitimate	disgust	0.414	engekho emthethweni
sour	disgust	0.414	omuncu
socialism	disgust	0.414	i-socialism
disobey	disgust	0.414	ukungalaleli
drivel	disgust	0.414	drivel
vampire	disgust	0.414	i-vampire
neglected	disgust	0.414	ukunganakwa
murky	disgust	0.414	mnyama
ignorant	disgust	0.406	abangenalwazi
disgruntled	disgust	0.406	enokunganeliseki
discontinuity	disgust	0.406	ukungaqhubeki
dislike	disgust	0.406	ukungathandi
unlawful	disgust	0.406	okungekho emthethweni
wrongdoing	disgust	0.406	ukwenza okubi
shoplifting	disgust	0.406	ukweba ezitolo
recidivism	disgust	0.406	i-recidivism
outcast	disgust	0.406	olahliwe
bogus	disgust	0.406	mbumbulu
displeasure	disgust	0.406	ukucasuka
repel	disgust	0.406	xosha
falsify	disgust	0.406	qamba amanga
ungrateful	disgust	0.406	abangabongiyo
unkind	disgust	0.406	engenamusa
phony	disgust	0.406	umgunyathi
prosecution	disgust	0.406	ukushushiswa
woe	disgust	0.398	maye
averse	disgust	0.398	ephambene
loon	disgust	0.398	i-loon
worsening	disgust	0.398	ukubhebhetheka
paucity	disgust	0.398	ubumpofu
unnatural	disgust	0.398	okungezona ezemvelo
amphetamines	disgust	0.398	ama-amphetamine
senseless	disgust	0.398	engenangqondo
rigor	disgust	0.398	ukuqina
subvert	disgust	0.398	chitha
failure	disgust	0.398	ukwehluleka
lick	disgust	0.398	khotha
unruly	disgust	0.398	abangalawuleki
woefully	disgust	0.398	ngokudabukisayo
stingy	disgust	0.398	oncishanayo
crushing	disgust	0.398	ukuchoboza
disdain	disgust	0.398	ukweyisa
insult	disgust	0.393	ukuthuka
averseness	disgust	0.391	ukucasuka
disrelish	disgust	0.391	ukudelela
punished	disgust	0.391	ajeziswe
critter	disgust	0.391	umgxeki
damage	disgust	0.391	umonakalo
scorpion	disgust	0.391	ufezela
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	i-farcical
antisocial	disgust	0.391	ukungahlali nabantu
hardened	disgust	0.391	lukhuni
punishment	disgust	0.391	isijeziso
bad	disgust	0.391	kubi
expel	disgust	0.391	khipha
surly	disgust	0.383	i-surly
lament	disgust	0.383	khala
illiterate	disgust	0.383	abangafundile
divorce	disgust	0.383	isehlukaniso
teeming	disgust	0.383	egcwele
plagiarism	disgust	0.383	ukukopa
eviction	disgust	0.383	ukukhishwa
orc	disgust	0.383	orc
disappoint	disgust	0.383	dumaza
shabby	disgust	0.383	shabby
presumptuous	disgust	0.383	abagabadelayo
anaconda	disgust	0.383	inhlwathi
discord	disgust	0.383	ukungezwani
guilt	disgust	0.383	icala
fugitive	disgust	0.383	umbaleki
irrational	disgust	0.383	engenangqondo
adder	disgust	0.383	i-adder
fulsome	disgust	0.383	ngokugcwele
sacrifices	disgust	0.383	imihlatshelo
hypocritical	disgust	0.383	ngobuzenzisi
shock	disgust	0.375	ukwethuka
alienation	disgust	0.375	ukuhlukaniswa
scoff	disgust	0.375	hleka usulu
plight	disgust	0.375	usizi
irritation	disgust	0.375	ukucasuka
unworthy	disgust	0.375	abangafaneleki
misconduct	disgust	0.375	ukungaziphathi kahle
defective	disgust	0.375	enesici
blame	disgust	0.375	ukusola
depressing	disgust	0.375	ukucindezeleka
dislocated	disgust	0.375	susiwe
irritating	disgust	0.375	ecasulayo
vainly	disgust	0.367	ngeze
toad	disgust	0.367	ixoxo
powerless	disgust	0.367	engenamandla
coerce	disgust	0.367	phoqa
shuddering	disgust	0.367	eqhaqhazela
stripped	disgust	0.367	khunyuliwe
revoke	disgust	0.367	chitha
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	okungenampilo
exclusion	disgust	0.367	ukukhishwa ngaphandle
disillusionment	disgust	0.367	ukudumazeka
blatant	disgust	0.367	sobala
hurtful	disgust	0.367	okulimazayo
hoax	disgust	0.367	umkhohlisi
wimp	disgust	0.367	wimp
cad	disgust	0.367	Ikhadi
pitfall	disgust	0.367	ugibe
squelch	disgust	0.367	squelch
deserted	disgust	0.359	dengwane
damn	disgust	0.359	Hewu
incompatible	disgust	0.359	akuhambisani
dispose	disgust	0.359	lahla
oddity	disgust	0.359	okuyinqaba
rebellion	disgust	0.359	ukuhlubuka
ineptitude	disgust	0.359	ukungabi nangqondo
bug	disgust	0.359	iphutha
disobedience	disgust	0.359	ukungalaleli
inept	disgust	0.352	engenangqondo
litigate	disgust	0.352	icala
dismissal	disgust	0.352	ukuxoshwa
cutting	disgust	0.352	ukusika
untoward	disgust	0.352	okuphambene
displeased	disgust	0.352	ecasukile
censor	disgust	0.352	i-censor
ridiculous	disgust	0.352	ehlekisayo
compost	disgust	0.352	umquba
frustrate	disgust	0.352	khungathekisa
misbehavior	disgust	0.352	ukungaziphathi kahle
lawyer	disgust	0.352	ummeli
crushed	disgust	0.352	ochotshoziwe
flesh	disgust	0.352	inyama
uncertain	disgust	0.352	engaqinisekile
obi	disgust	0.352	obi
flinch	disgust	0.352	flinch
fierce	disgust	0.352	abanolaka
wrongful	disgust	0.352	okungalungile
depreciate	disgust	0.344	nciphisa
disapprove	disgust	0.344	phika
tearful	disgust	0.344	izinyembezi
grumble	disgust	0.336	khononda
unsettled	disgust	0.336	engahlalisekile
annoy	disgust	0.336	ukucasula
exigent	disgust	0.336	exigent
heartsick	disgust	0.336	inhliziyo
lawsuit	disgust	0.336	icala
discoloration	disgust	0.336	ukushintsha umbala
lumpy	disgust	0.336	iqhubu
daft	disgust	0.336	i-daft
blunder	disgust	0.336	iphutha
discontent	disgust	0.336	ukunganeliseki
bickering	disgust	0.336	ukuxabana
thoughtless	disgust	0.336	ngokungacabangi
disliked	disgust	0.336	engathandwa
disinclination	disgust	0.336	ukungathambekeli
distrust	disgust	0.336	ukungathembani
disallowed	disgust	0.336	akuvunyelwe
instability	disgust	0.328	ukungazinzi
hydrophobia	disgust	0.328	i-hydrophobia
whine	disgust	0.328	khala
inhibit	disgust	0.328	vimbela
excluded	disgust	0.328	ngaphandle
provoking	disgust	0.328	ukucunula
grievance	disgust	0.328	isikhalo
unmanageable	disgust	0.328	engalawuleki
sly	disgust	0.328	ngobuqili
exasperation	disgust	0.328	ukucasuka
cacophony	disgust	0.328	i-cacophony
unsatisfactory	disgust	0.328	engagculisi
disappointed	disgust	0.328	edumele
materialist	disgust	0.328	othanda izinto ezibonakalayo
misleading	disgust	0.321	edukisayo
mishap	disgust	0.320	iphutha
soot	disgust	0.320	umule
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	ukuzilahla
annoyance	disgust	0.320	ukucasuka
disapproving	disgust	0.320	ukungavumeli
disservice	disgust	0.320	ukungahloniphi
reproach	disgust	0.320	isihlamba
confined	disgust	0.320	evalelwe
unequal	disgust	0.320	ukungalingani
rags	disgust	0.320	amanikiniki
groan	disgust	0.320	bubula
soil	disgust	0.312	inhlabathi
inappropriate	disgust	0.312	engafanele
criticize	disgust	0.312	gxeka
disincline	disgust	0.312	disincline
theism	disgust	0.312	theism
depreciated	disgust	0.312	yehlile
inconsiderate	disgust	0.312	ngokungacabangeli
overpriced	disgust	0.312	amanani eqile
stomach	disgust	0.312	isisu
burke	disgust	0.312	bhuqa
sneeze	disgust	0.312	thimula
gall	disgust	0.305	inyongo
bang	disgust	0.305	qhuma
inadmissible	disgust	0.305	akuvumelekile
unfriendly	disgust	0.305	engenabungane
unaccountable	disgust	0.305	ongenakuziphendulela
disparity	disgust	0.305	ukungafani
latent	disgust	0.305	kufihlile
disliking	disgust	0.305	ukungathandi
shack	disgust	0.305	umjondolo
grumpy	disgust	0.305	nomsindo
coop	disgust	0.304	ihhoko
disappointment	disgust	0.297	ukudumala
scold	disgust	0.297	thethisa
delay	disgust	0.297	ukubambezela
congress	disgust	0.297	ikhongolose
growling	disgust	0.297	ukugquma
backwards	disgust	0.297	emuva
soreness	disgust	0.297	ubuhlungu
disregarded	disgust	0.297	zinganakwa
rogue	disgust	0.297	isikhohlakali
lonely	disgust	0.297	isizungu
notoriety	disgust	0.289	udumo
catechism	disgust	0.289	ikhathekhizima
flop	disgust	0.289	flop
infamous	disgust	0.289	ongadumile
janitor	disgust	0.289	umqaphi
nettle	disgust	0.289	izimbabazane
saturated	disgust	0.281	egcwele
prohibited	disgust	0.281	kwenqatshelwe
gaby	disgust	0.281	gaby
wince	disgust	0.281	qhweba
desist	disgust	0.281	yeka
unfair	disgust	0.281	ngokungenabulungiswa
aftermath	disgust	0.281	umphumela
remiss	disgust	0.281	khulula
tribunal	disgust	0.273	inkantolo
discolored	disgust	0.273	kuguquliwe
wrangling	disgust	0.273	ukuxabana
uneasy	disgust	0.273	ngingakhululekile
huff	disgust	0.273	huff
weird	disgust	0.266	eyinqaba
impolite	disgust	0.266	ngenanhlonipho
swig	disgust	0.266	shwiba
crawl	disgust	0.266	khasa
unsatisfied	disgust	0.266	enganelisekile
inefficiency	disgust	0.266	ukungasebenzi kahle
frantic	disgust	0.266	uhlanya
bureaucrat	disgust	0.266	ihhovisi lehhovisi
politic	disgust	0.266	ezombusazwe
coldness	disgust	0.266	ukubanda
gruff	disgust	0.258	gruff
octopus	disgust	0.258	ingwane
chagrin	disgust	0.258	ukudumala
barrow	disgust	0.258	ibhala
copycat	disgust	0.258	i-copycat
incase	disgust	0.258	uma kwenzeka
rascal	disgust	0.258	isixhwanguxhwangu
sarcasm	disgust	0.258	ukubhuqa
instinctive	disgust	0.258	engokwemvelo
misconception	disgust	0.250	umbono oyiphutha
disinclined	disgust	0.250	enganakile
john	disgust	0.250	uJohane
hulk	disgust	0.250	hulk
baboon	disgust	0.250	imfene
shanghai	disgust	0.250	i-Shanghai
cupping	disgust	0.250	ukufaka izinkomishi
lose	disgust	0.250	lahlekelwa
rook	disgust	0.242	i-rook
entangled	disgust	0.242	ebambekile
gratuitous	disgust	0.242	mahhala
scrub	disgust	0.242	khuhla
opponent	disgust	0.242	Umphikisi
tariff	disgust	0.242	amanani
questionable	disgust	0.234	okungabazekayo
prolong	disgust	0.234	andisa
reluctance	disgust	0.234	ukungabaza
lagging	disgust	0.234	ukusalela
misstatement	disgust	0.234	isitatimende esiyiphutha
resign	disgust	0.234	sula
unlucky	disgust	0.234	uneshwa
backwardness	disgust	0.234	ukuhlehla
ineffectual	disgust	0.227	engasebenzi
disqualified	disgust	0.227	abangafanelekile
subsidy	disgust	0.227	uxhaso
reversal	disgust	0.227	ukuhlehla
default	disgust	0.227	okuzenzakalelayo
fussy	disgust	0.227	fussy
unpopular	disgust	0.227	engathandeki
petroleum	disgust	0.219	uwoyela
intense	disgust	0.219	kakhulu
evade	disgust	0.219	gwema
frowning	disgust	0.219	ehwaqabala
weight	disgust	0.219	isisindo
dame	disgust	0.219	dame
donkey	disgust	0.211	imbongolo
actionable	disgust	0.211	kungenzeka
tawny	disgust	0.211	i-tawny
unhappy	disgust	0.211	engajabule
dandy	disgust	0.203	dandy
birch	disgust	0.203	ibhishi
speck	disgust	0.203	i-speck
hood	disgust	0.203	isigqoko
owing	disgust	0.203	ukweleta
desert	disgust	0.203	ugwadule
indifference	disgust	0.203	ukunganaki
awkwardness	disgust	0.203	ukungakhululeki
rave	disgust	0.203	rave
gnome	disgust	0.203	i-gnome
inconvenient	disgust	0.203	engalungile
howl	disgust	0.195	hhewula
dabbling	disgust	0.195	dabbling
morals	disgust	0.195	ukuziphatha
misguided	disgust	0.195	edukile
airs	disgust	0.195	emoyeni
gelatin	disgust	0.195	gelatin
fleece	disgust	0.195	uboya bezimvu
monochrome	disgust	0.195	i-monochrome
lush	disgust	0.188	luhlaza
celebrity	disgust	0.188	usaziwayo
avoid	disgust	0.188	gwema
gent	disgust	0.188	kahle
stalemate	disgust	0.188	isithunzi
lesser	disgust	0.188	kancane
sunk	disgust	0.180	wacwila
nose	disgust	0.180	ikhala
laughable	disgust	0.180	kuhlekwa
claimant	disgust	0.180	ummangali
possession	disgust	0.180	impahla
larger	disgust	0.164	ezinkulu
pregnancy	disgust	0.164	ukukhulelwa
thrift	disgust	0.164	okonga
undoubted	disgust	0.164	ngokungangabazeki
mouthful	disgust	0.164	umlomo
hoot	disgust	0.164	shu
sentence	disgust	0.156	umusho
misplace	disgust	0.156	indawo engafanele
clamor	disgust	0.156	ukuklabalasa
parrot	disgust	0.156	upholi
obliging	disgust	0.156	bophezela
nameless	disgust	0.148	engenamagama
bummer	disgust	0.148	qhuma
elf	disgust	0.141	elf
feeling	disgust	0.141	umuzwa
excellence	disgust	0.141	ubuhle
gray	disgust	0.133	impunga
asymmetry	disgust	0.133	i-asymmetry
turn	disgust	0.133	phenduka
clumsy	disgust	0.133	i-clumsy
stall	disgust	0.133	isitolo
bran	disgust	0.125	bran
finally	disgust	0.125	ekugcineni
lord	disgust	0.125	nkosi
nurture	disgust	0.117	khulisa
savor	disgust	0.117	iphunga
cove	disgust	0.117	thanda
winning	disgust	0.109	ukuwina
lemon	disgust	0.109	ilamuna
powerful	disgust	0.102	enamandla
glitter	disgust	0.094	glitter
interior	disgust	0.086	ingaphakathi
mind	disgust	0.086	ingqondo
interested	disgust	0.078	onentshisekelo
treat	disgust	0.078	phatha
abundance	disgust	0.078	inala
honest	disgust	0.055	qotho
kite	disgust	0.055	ikhayithi
humble	disgust	0.047	ezithobekile
tree	disgust	0.039	umuthi
torture	fear	0.984	ukuhlukunyezwa
terrorist	fear	0.972	amaphekula
terrorists	fear	0.969	amaphekula
horrific	fear	0.969	esabekayo
terrorism	fear	0.969	ubuphekula
suicidebombing	fear	0.967	ukuzibulala ngamabhomu
kill	fear	0.962	bulala
homicidal	fear	0.959	ukubulala
catastrophe	fear	0.953	inhlekelele
annihilate	fear	0.953	qeda
murderer	fear	0.953	umbulali
terror	fear	0.953	ukwesaba
dying	fear	0.948	efa
war	fear	0.942	impi
bombing	fear	0.938	ukuqhuma kwamabhomu
bomb	fear	0.935	ibhomu
missiles	fear	0.934	imicibisholo
horror	fear	0.923	ukwesaba
brutality	fear	0.922	unya
terrorize	fear	0.922	ukwesabisa
horrified	fear	0.922	ethukile
bloodthirsty	fear	0.922	abomele igazi
murderous	fear	0.920	bulalayo
massacre	fear	0.911	isibhicongo
terrifying	fear	0.906	ethusayo
fatality	fear	0.906	ukufa
horrifying	fear	0.906	ethusayo
demon	fear	0.906	idimoni
mutilation	fear	0.906	ukucwiywa kwezitho
killing	fear	0.906	ukubulala
holocaust	fear	0.906	ukuqothulwa kwesizwe
assassinate	fear	0.906	bulala
terrified	fear	0.906	ethukile
devastation	fear	0.906	incithakalo
murder	fear	0.906	ukubulala
horrors	fear	0.906	ezesabekayo
suicidal	fear	0.898	zokuzibulala
assault	fear	0.891	ukuhlasela
kidnap	fear	0.891	thumba
slaughter	fear	0.891	hlaba
crucifixion	fear	0.891	ukubethelwa
doomed	fear	0.888	balahliwe
poisoned	fear	0.886	enoshevu
suicide	fear	0.879	ukuzibulala
explosion	fear	0.879	ukuqhuma
deadly	fear	0.875	ebulalayo
assassin	fear	0.875	umbulali
annihilation	fear	0.875	ukubhujiswa
savagery	fear	0.875	ubulwane
disaster	fear	0.875	inhlekelele
threatening	fear	0.875	ezisongelayo
slaughtering	fear	0.875	ukuhlaba
disastrous	fear	0.875	inhlekelele
dismemberment	fear	0.875	ukuhlakazwa
suffocation	fear	0.875	ukufuthelana
rape	fear	0.870	ukudlwengula
hell	fear	0.860	isihogo
homicide	fear	0.859	ukubulala
molestation	fear	0.859	ukunukubeza
bloodshed	fear	0.859	ukuchitheka kwegazi
barbaric	fear	0.859	iqaba
explosive	fear	0.859	eziqhumayo
warfare	fear	0.859	impi
ihatespiders	fear	0.859	Inzondo
tragedy	fear	0.859	usizi
anthrax	fear	0.859	i-anthrax
demonic	fear	0.859	enobudemoni
executioner	fear	0.859	umbulali
dread	fear	0.859	uvalo
guillotine	fear	0.859	i-guillotine
attacking	fear	0.859	ehlasela
peril	fear	0.859	ingozi
slaughterhouse	fear	0.859	isilaha
annihilated	fear	0.859	abhujiswe
suffocating	fear	0.858	ukuminyanisa
treachery	fear	0.856	ukukhohlisa
fright	fear	0.853	uvalo
monster	fear	0.844	inunu
traumatic	fear	0.844	ukuhlukumezeka
abomination	fear	0.844	amanyala
apocalypse	fear	0.844	i-apocalypse
slayer	fear	0.844	umbulali
scare	fear	0.844	uvalo
morgue	fear	0.844	indawo yokugcina izidumbu
painful	fear	0.844	okubuhlungu
frightened	fear	0.844	ethukile
vengeance	fear	0.844	impindiselo
scariest	fear	0.844	esabisa kakhulu
destroying	fear	0.844	ukubhubhisa
execution	fear	0.844	ukubulawa
panicked	fear	0.844	ethukile
petrified	fear	0.844	ethukile
afraid	fear	0.844	besaba
frightening	fear	0.844	ethusayo
drown	fear	0.844	minza
bombardment	fear	0.844	ukuqhuma kwamabhomu
death	fear	0.843	ukufa
chaos	fear	0.839	isiphithiphithi
ghastly	fear	0.836	ngokushaqisayo
evil	fear	0.833	okubi
intruder	fear	0.828	isigebengu
hellish	fear	0.828	isihogo
brutal	fear	0.828	enonya
cancer	fear	0.828	umdlavuza
devil	fear	0.828	usathane
grenade	fear	0.828	ibhomu
eradication	fear	0.828	ukuqedwa
frighten	fear	0.828	bethuka
explode	fear	0.828	qhuma
assassination	fear	0.828	ukubulawa
fatal	fear	0.828	ebulalayo
paralyze	fear	0.828	khubaza
gunmen	fear	0.828	oshayasibhamu
violently	fear	0.828	ngobudlova
nightmare	fear	0.828	iphupho elibi
doomsday	fear	0.828	usuku lwembubhiso
doom	fear	0.828	imbubhiso
manslaughter	fear	0.828	ukubulawa kwabantu
fear	fear	0.828	ukwesaba
kidnapped	fear	0.828	bathunjiwe
trauma	fear	0.828	ukuhlukumezeka
morbidity	fear	0.820	ukugula
crippling	fear	0.817	abakhubazekile
savage	fear	0.814	enonya
shooting	fear	0.812	ukudubula
quake	fear	0.812	ukuzamazama
poisonous	fear	0.812	enoshevu
damnation	fear	0.812	ukulahlwa
violence	fear	0.812	udlame
destructive	fear	0.812	elimazayo
aggressor	fear	0.812	umhlaseli
suffering	fear	0.812	ukuhlupheka
violent	fear	0.812	enodlame
frightful	fear	0.812	ethusayo
crushed	fear	0.812	ochotshoziwe
earthquake	fear	0.812	ukuzamazama komhlaba
heartattack	fear	0.812	isifo senhliziyo
hurricane	fear	0.811	isiphepho
imprisoned	fear	0.811	eboshiwe
exterminate	fear	0.810	qeda
fearing	fear	0.808	ngokwesaba
hemorrhage	fear	0.807	ukopha
torment	fear	0.806	ukuhlushwa
lethal	fear	0.806	ezibulalayo
venom	fear	0.804	ubuthi
claustrophobia	fear	0.803	i-claustrophobia
snakes	fear	0.802	izinyoka
danger	fear	0.802	Ingozi
exorcism	fear	0.800	ukukhishwa kwemimoya
