English Word	Emotion	Emotion-Intensity-Score	Slovak Word
scold	disgust	0.297	nadávať
delay	disgust	0.297	meškanie
congress	disgust	0.297	kongrese
growling	disgust	0.297	vrčanie
backwards	disgust	0.297	dozadu
soreness	disgust	0.297	bolestivosť
disregarded	disgust	0.297	ignorované
rogue	disgust	0.297	darebák
lonely	disgust	0.297	osamelý
notoriety	disgust	0.289	známosť
catechism	disgust	0.289	katechizmus
flop	disgust	0.289	prepadnúť
infamous	disgust	0.289	neslávne známy
janitor	disgust	0.289	školník
nettle	disgust	0.289	žihľava
saturated	disgust	0.281	nasýtený
prohibited	disgust	0.281	zakázané
gaby	disgust	0.281	gaby
wince	disgust	0.281	trhnúť
desist	disgust	0.281	upustiť
unfair	disgust	0.281	nespravodlivé
aftermath	disgust	0.281	následky
remiss	disgust	0.281	ľahostajný
tribunal	disgust	0.273	tribunálu
discolored	disgust	0.273	odfarbené
wrangling	disgust	0.273	hádky
uneasy	disgust	0.273	nepokojný
huff	disgust	0.273	huff
weird	disgust	0.266	zvláštne
impolite	disgust	0.266	nezdvorilý
swig	disgust	0.266	dúšok
crawl	disgust	0.266	plaziť sa
unsatisfied	disgust	0.266	nespokojný
inefficiency	disgust	0.266	neefektívnosť
frantic	disgust	0.266	zbesilý
bureaucrat	disgust	0.266	byrokrat
politic	disgust	0.266	politický
coldness	disgust	0.266	chlad
gruff	disgust	0.258	drsný
octopus	disgust	0.258	Chobotnica
chagrin	disgust	0.258	mrzutosť
barrow	disgust	0.258	barrow
copycat	disgust	0.258	kopírovať
incase	disgust	0.258	v prípade
rascal	disgust	0.258	darebák
sarcasm	disgust	0.258	sarkazmus
instinctive	disgust	0.258	inštinktívny
misconception	disgust	0.250	mylná predstava
disinclined	disgust	0.250	naklonený
john	disgust	0.250	John
hulk	disgust	0.250	vrak
baboon	disgust	0.250	pavián
shanghai	disgust	0.250	Šanghaj
cupping	disgust	0.250	baňkovanie
lose	disgust	0.250	stratiť
rook	disgust	0.242	veža
entangled	disgust	0.242	zapletený
gratuitous	disgust	0.242	bezodplatný
scrub	disgust	0.242	drhnúť
opponent	disgust	0.242	súpera
tariff	disgust	0.242	tarifa
questionable	disgust	0.234	otázne
prolong	disgust	0.234	predĺžiť
reluctance	disgust	0.234	neochota
lagging	disgust	0.234	zaostávanie
misstatement	disgust	0.234	nesprávne uvedenie
resign	disgust	0.234	odstúpiť
unlucky	disgust	0.234	smolu
backwardness	disgust	0.234	zaostalosť
ineffectual	disgust	0.227	neúspešný
disqualified	disgust	0.227	diskvalifikovaný
subsidy	disgust	0.227	dotácie
reversal	disgust	0.227	zvrat
default	disgust	0.227	predvolená
fussy	disgust	0.227	puntičkársky
unpopular	disgust	0.227	nepopulárne
petroleum	disgust	0.219	ropa
intense	disgust	0.219	intenzívne
evade	disgust	0.219	vyhýbať sa
frowning	disgust	0.219	zamračené
weight	disgust	0.219	hmotnosť
dame	disgust	0.219	dáma
donkey	disgust	0.211	somár
actionable	disgust	0.211	hodnotný
tawny	disgust	0.211	žltohnedý
unhappy	disgust	0.211	nešťastný
dandy	disgust	0.203	dandy
birch	disgust	0.203	breza
speck	disgust	0.203	škvrna
hood	disgust	0.203	kapucňa
owing	disgust	0.203	dlžný
desert	disgust	0.203	púšť
indifference	disgust	0.203	ľahostajnosť
awkwardness	disgust	0.203	nešikovnosť
rave	disgust	0.203	rave
gnome	disgust	0.203	škriatok
inconvenient	disgust	0.203	nepohodlné
howl	disgust	0.195	zavýjať
dabbling	disgust	0.195	fušovanie
morals	disgust	0.195	morálky
misguided	disgust	0.195	pomýlený
airs	disgust	0.195	vysiela
gelatin	disgust	0.195	želatína
fleece	disgust	0.195	rúno
monochrome	disgust	0.195	monochromatický
lush	disgust	0.188	bujný
celebrity	disgust	0.188	celebrity
avoid	disgust	0.188	vyhnúť sa
gent	disgust	0.188	pán
stalemate	disgust	0.188	patová situácia
lesser	disgust	0.188	menší
sunk	disgust	0.180	potopený
nose	disgust	0.180	nos
laughable	disgust	0.180	na smiech
claimant	disgust	0.180	navrhovateľ
possession	disgust	0.180	držba
larger	disgust	0.164	väčší
pregnancy	disgust	0.164	tehotenstva
thrift	disgust	0.164	šetrnosť
undoubted	disgust	0.164	nepochybne
mouthful	disgust	0.164	sústo
hoot	disgust	0.164	húkať
sentence	disgust	0.156	veta
misplace	disgust	0.156	nesprávne miesto
clamor	disgust	0.156	krik
parrot	disgust	0.156	papagáj
obliging	disgust	0.156	zaväzujúci
nameless	disgust	0.148	bezmenný
bummer	disgust	0.148	prievan
elf	disgust	0.141	škriatok
feeling	disgust	0.141	pocit
excellence	disgust	0.141	excelentnosť
gray	disgust	0.133	sivá
asymmetry	disgust	0.133	asymetria
turn	disgust	0.133	otočiť
clumsy	disgust	0.133	nemotorný
stall	disgust	0.133	stánok
bran	disgust	0.125	otruby
finally	disgust	0.125	konečne
lord	disgust	0.125	pán
nurture	disgust	0.117	vychovávať
savor	disgust	0.117	ochutnať
cove	disgust	0.117	zátoka
winning	disgust	0.109	víťazný
lemon	disgust	0.109	citrón
powerful	disgust	0.102	mocný
glitter	disgust	0.094	lesk
interior	disgust	0.086	interiéru
mind	disgust	0.086	myseľ
interested	disgust	0.078	záujem
treat	disgust	0.078	zaobchádzať
abundance	disgust	0.078	hojnosti
honest	disgust	0.055	čestný
kite	disgust	0.055	šarkana
humble	disgust	0.047	pokorný
tree	disgust	0.039	strom
torture	fear	0.984	mučenie
terrorist	fear	0.972	terorista
terrorists	fear	0.969	teroristov
horrific	fear	0.969	strašný
terrorism	fear	0.969	terorizmu
suicidebombing	fear	0.967	samovražedný atentát
kill	fear	0.962	zabiť
homicidal	fear	0.959	vražedný
catastrophe	fear	0.953	katastrofa
annihilate	fear	0.953	anihilovať
murderer	fear	0.953	vrah
terror	fear	0.953	teror
dying	fear	0.948	umieranie
war	fear	0.942	vojna
bombing	fear	0.938	bombardovanie
bomb	fear	0.935	bomba
missiles	fear	0.934	rakety
horror	fear	0.923	hrôza
brutality	fear	0.922	brutalita
terrorize	fear	0.922	terorizovať
horrified	fear	0.922	zdesený
bloodthirsty	fear	0.922	krvilačný
murderous	fear	0.920	vražedný
massacre	fear	0.911	masaker
terrifying	fear	0.906	desivý
fatality	fear	0.906	smrteľnosť
horrifying	fear	0.906	otrasné
demon	fear	0.906	démon
mutilation	fear	0.906	mrzačenie
killing	fear	0.906	zabíjanie
holocaust	fear	0.906	holokaustu
assassinate	fear	0.906	zavraždiť
terrified	fear	0.906	vydesený
devastation	fear	0.906	devastácia
murder	fear	0.906	vražda
horrors	fear	0.906	hrôzy
suicidal	fear	0.898	samovražedné
assault	fear	0.891	napadnutie
kidnap	fear	0.891	uniesť
slaughter	fear	0.891	zabitie
crucifixion	fear	0.891	ukrižovanie
doomed	fear	0.888	odsúdený na zánik
poisoned	fear	0.886	otrávený
suicide	fear	0.879	samovražda
explosion	fear	0.879	výbuch
deadly	fear	0.875	smrteľný
assassin	fear	0.875	vrah
annihilation	fear	0.875	zničenie
savagery	fear	0.875	divokosť
disaster	fear	0.875	katastrofa
threatening	fear	0.875	ohrozujúce
slaughtering	fear	0.875	zabíjanie
disastrous	fear	0.875	katastrofálne
dismemberment	fear	0.875	rozkúskovanie
suffocation	fear	0.875	udusenie
rape	fear	0.870	znásilnenie
hell	fear	0.860	peklo
homicide	fear	0.859	zabitie
molestation	fear	0.859	obťažovanie
bloodshed	fear	0.859	krviprelievanie
barbaric	fear	0.859	barbarský
explosive	fear	0.859	výbušný
warfare	fear	0.859	vojny
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	tragédia
anthrax	fear	0.859	antrax
demonic	fear	0.859	démonický
executioner	fear	0.859	kata
dread	fear	0.859	hrôza
guillotine	fear	0.859	gilotínu
attacking	fear	0.859	útočiace
peril	fear	0.859	nebezpečenstvo
slaughterhouse	fear	0.859	bitúnok
annihilated	fear	0.859	zničené
suffocating	fear	0.858	dusivý
treachery	fear	0.856	zrada
fright	fear	0.853	vydesiť
monster	fear	0.844	monštrum
traumatic	fear	0.844	traumatické
abomination	fear	0.844	ohavnosť
apocalypse	fear	0.844	apokalypsa
slayer	fear	0.844	zabijak
scare	fear	0.844	vystrašiť
morgue	fear	0.844	márnica
painful	fear	0.844	bolestivý
frightened	fear	0.844	vystrašený
vengeance	fear	0.844	pomstu
scariest	fear	0.844	najdesivejšie
destroying	fear	0.844	ničenie
execution	fear	0.844	exekúcie
panicked	fear	0.844	spanikáril
petrified	fear	0.844	skamenelý
afraid	fear	0.844	strach
frightening	fear	0.844	desivý
drown	fear	0.844	utopiť
bombardment	fear	0.844	bombardovanie
death	fear	0.843	smrť
chaos	fear	0.839	chaos
ghastly	fear	0.836	príšerný
evil	fear	0.833	zlý
intruder	fear	0.828	votrelec
hellish	fear	0.828	pekelný
brutal	fear	0.828	brutálny
cancer	fear	0.828	rakovina
devil	fear	0.828	diabol
grenade	fear	0.828	granát
eradication	fear	0.828	eradikácia
frighten	fear	0.828	vystrašiť
explode	fear	0.828	vybuchnúť
assassination	fear	0.828	atentát
fatal	fear	0.828	smrteľné
paralyze	fear	0.828	paralyzovať
gunmen	fear	0.828	ozbrojenci
violently	fear	0.828	násilne
nightmare	fear	0.828	nočná mora
doomsday	fear	0.828	súdny deň
doom	fear	0.828	záhuba
manslaughter	fear	0.828	zabitie
fear	fear	0.828	strach
kidnapped	fear	0.828	unesený
trauma	fear	0.828	trauma
morbidity	fear	0.820	chorobnosť
crippling	fear	0.817	ochromujúci
savage	fear	0.814	divoch
shooting	fear	0.812	Streľba
quake	fear	0.812	zemetrasenie
poisonous	fear	0.812	jedovatý
damnation	fear	0.812	zatratenie
violence	fear	0.812	násilie
destructive	fear	0.812	deštruktívne
aggressor	fear	0.812	agresor
suffering	fear	0.812	utrpenie
violent	fear	0.812	násilný
frightful	fear	0.812	strašný
crushed	fear	0.812	rozdrvený
earthquake	fear	0.812	zemetrasenie
heartattack	fear	0.812	infarkt
hurricane	fear	0.811	hurikán
imprisoned	fear	0.811	uväznený
exterminate	fear	0.810	vyhladiť
fearing	fear	0.808	báť sa
hemorrhage	fear	0.807	krvácanie
torment	fear	0.806	trápenie
lethal	fear	0.806	smrteľný
venom	fear	0.804	jed
claustrophobia	fear	0.803	klaustrofóbia
snakes	fear	0.802	hady
danger	fear	0.802	nebezpečenstvo
exorcism	fear	0.800	exorcizmus
obliterated	fear	0.800	vymazané
robbery	fear	0.800	lúpež
terrifies	fear	0.798	desí
cyanide	fear	0.797	kyanid
incurable	fear	0.797	nevyliečiteľná
anxietyattack	fear	0.797	panický záchvat
mortality	fear	0.797	úmrtnosť
attack	fear	0.797	útok
monstrosity	fear	0.797	príšernosť
extermination	fear	0.797	vyhladzovanie
bombers	fear	0.797	bombardéry
harmful	fear	0.797	škodlivé
persecution	fear	0.797	prenasledovanie
biggestfear	fear	0.797	najväčší strach
poison	fear	0.797	jed
cruelty	fear	0.797	krutosť
hysteria	fear	0.797	hystéria
destruction	fear	0.797	zničenie
dreadfully	fear	0.796	strašne
arson	fear	0.794	podpaľačstvo
devastate	fear	0.792	devastovať
tyrant	fear	0.788	tyran
warcrimes	fear	0.785	vojnové zločiny
perish	fear	0.784	zahynúť
feared	fear	0.782	obávaný
maniac	fear	0.781	maniak
bloody	fear	0.781	krvavý
freakingout	fear	0.781	šalieť
warlike	fear	0.781	bojovný
rampage	fear	0.781	besnenie
screaming	fear	0.781	kričať
lifeless	fear	0.781	bez života
enslaved	fear	0.781	zotročený
venomous	fear	0.781	jedovatý
snake	fear	0.776	had
epidemic	fear	0.776	epidémia
panicattack	fear	0.774	záchvat paniky
crisis	fear	0.766	krízy
hazardous	fear	0.766	nebezpečný
fearful	fear	0.766	strašný
dangerously	fear	0.766	nebezpečne
shipwreck	fear	0.766	stroskotanie lode
scary	fear	0.766	desivý
tumor	fear	0.766	nádor
invader	fear	0.766	útočník
invade	fear	0.766	prepadnúť
die	fear	0.766	zomrieť
detonate	fear	0.766	odpáliť
violation	fear	0.766	porušenie
reprisal	fear	0.766	odveta
criminal	fear	0.766	zločinec
riot	fear	0.766	vzbura
obliterate	fear	0.766	vymazať
inferno	fear	0.766	peklo
leprosy	fear	0.766	malomocenstvo
jihad	fear	0.766	džihád
ohshit	fear	0.766	do prdele
claustrophobic	fear	0.765	klaustrofobický
hyperventilating	fear	0.762	hyperventilácia
nightmares	fear	0.759	nočné mory
destroyed	fear	0.754	zničené
ghostly	fear	0.754	prízračný
treacherous	fear	0.750	zradný
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	tragédie
slavery	fear	0.750	otroctvo
cholera	fear	0.750	cholera
anarchist	fear	0.750	anarchista
panic	fear	0.750	panika
anaconda	fear	0.750	anakonda
hurricanes	fear	0.750	hurikány
wrenching	fear	0.750	vykrúcanie
tyranny	fear	0.750	tyrania
imprisonment	fear	0.750	uväznenie
dreadful	fear	0.750	strašný
agony	fear	0.750	agónia
dangerous	fear	0.750	nebezpečné
obliteration	fear	0.750	vyhladenie
projectiles	fear	0.750	projektily
destroyer	fear	0.750	ničiteľ
strangle	fear	0.750	uškrtiť
hazard	fear	0.750	nebezpečenstvo
riotous	fear	0.750	bujarý
accident	fear	0.750	nehoda
mortuary	fear	0.750	márnica
anarchy	fear	0.750	anarchia
fears	fear	0.750	obavy
malignancy	fear	0.742	malignita
bombard	fear	0.740	bombardovať
cannibal	fear	0.740	kanibal
abominable	fear	0.738	ohavný
depraved	fear	0.734	skazený
bomber	fear	0.734	bombardér
crash	fear	0.734	havarovať
tornado	fear	0.734	tornádo
victimized	fear	0.734	viktimizované
hyperventilate	fear	0.734	hyperventilovať
melee	fear	0.734	boj zblízka
cursed	fear	0.734	prekliaty
mutiny	fear	0.734	vzbura
dictatorship	fear	0.734	diktatúra
shoot	fear	0.734	strieľať
horrible	fear	0.734	strašné
misery	fear	0.734	bieda
gore	fear	0.734	gore
paralysis	fear	0.734	paralýza
tyrannical	fear	0.734	tyranský
missile	fear	0.734	raketa
gun	fear	0.734	pištoľ
devilish	fear	0.734	diabolský
diseased	fear	0.734	chorý
shot	fear	0.734	strela
mafia	fear	0.734	mafie
beast	fear	0.734	zver
malignant	fear	0.734	zhubný
scared	fear	0.734	vystrašený
hostage	fear	0.734	rukojemníkov
threaten	fear	0.734	vyhrážať sa
turmoil	fear	0.733	nepokoje
combat	fear	0.728	boj
alligator	fear	0.727	aligátor
ruin	fear	0.725	skaziť
shooter	fear	0.722	strelec
contagious	fear	0.720	nákazlivý
crime	fear	0.719	zločinu
scream	fear	0.719	kričať
injured	fear	0.719	zranený
desperation	fear	0.719	zúfalstvo
struggle	fear	0.719	boj
shock	fear	0.719	šok
seizure	fear	0.719	záchvat
lynch	fear	0.719	lynčovať
mortification	fear	0.719	umŕtvovanie
fight	fear	0.719	boj
harm	fear	0.719	ublížiť
emergency	fear	0.719	núdzový
phobia	fear	0.719	fóbia
havoc	fear	0.719	zmätok
devastating	fear	0.719	zničujúce
excruciating	fear	0.719	mučivý
casualty	fear	0.719	obeť
miscarriage	fear	0.719	potrat
starvation	fear	0.719	hladovanie
frantically	fear	0.717	šialene
carnage	fear	0.717	masaker
standoff	fear	0.716	odstup
infestation	fear	0.716	zamorenie
soscary	fear	0.712	soskary
panicking	fear	0.708	panikárenie
rupture	fear	0.706	prasknutie
horrid	fear	0.705	hrozné
frantic	fear	0.705	zbesilý
sabotage	fear	0.703	sabotáž
vendetta	fear	0.703	vendeta
arsenic	fear	0.703	arzén
freaked	fear	0.703	vystrašený
burial	fear	0.703	pohreb
sos	fear	0.703	sos
cobra	fear	0.703	kobra
dreaded	fear	0.703	obávaný
harrowing	fear	0.703	trýznivé
aggressive	fear	0.703	agresívny
prey	fear	0.703	korisť
gash	fear	0.703	rana
hatred	fear	0.703	nenávisť
schizophrenia	fear	0.703	schizofrénie
upheaval	fear	0.703	prevrat
armed	fear	0.703	ozbrojený
collapse	fear	0.703	kolaps
deranged	fear	0.703	vyšinutý
assailant	fear	0.703	útočník
terminal	fear	0.703	terminál
plague	fear	0.703	mor
malevolent	fear	0.703	zlomyseľný
psychosis	fear	0.703	psychózy
carcinoma	fear	0.703	karcinóm
diabolical	fear	0.703	diabolský
wrecked	fear	0.703	stroskotaný
grisly	fear	0.703	hrozne
hysterical	fear	0.703	hysterický
fugitive	fear	0.703	utečenec
neurotic	fear	0.703	neurotický
witchcraft	fear	0.703	čarodejníctvo
avalanche	fear	0.703	lavína
anguish	fear	0.703	trápenie
cripple	fear	0.703	mrzák
agonizing	fear	0.703	mučivý
infectious	fear	0.703	infekčné
crocodile	fear	0.700	krokodíl
forcibly	fear	0.700	násilne
abduction	fear	0.700	únosu
offender	fear	0.698	páchateľa
mayhem	fear	0.690	chaos
hurt	fear	0.688	ublížiť
shrapnel	fear	0.688	šrapnel
beastly	fear	0.688	zver
rabid	fear	0.688	besný
guerilla	fear	0.688	guerilla
ambush	fear	0.688	prepadnutie
endanger	fear	0.688	ohroziť
leukemia	fear	0.688	leukémie
contagion	fear	0.688	nákaza
anarchism	fear	0.688	anarchizmu
paranoid	fear	0.688	paranoidný
cadaver	fear	0.688	mŕtvoly
agoraphobia	fear	0.688	agorafóbia
alarm	fear	0.688	alarm
trepidation	fear	0.688	chvenie
blast	fear	0.688	výbuch
gory	fear	0.688	krvavý
cyclone	fear	0.688	cyklón
brawl	fear	0.688	bitka
hopeless	fear	0.688	beznádejný
banish	fear	0.688	vyhnať
disease	fear	0.688	choroba
hostile	fear	0.688	nepriateľský
oppression	fear	0.688	útlaku
wounding	fear	0.688	zranenie
socialanxiety	fear	0.688	Sociálna úzkosť
radiation	fear	0.688	žiarenia
gallows	fear	0.686	šibenica
coffin	fear	0.684	rakva
madness	fear	0.675	šialenstvo
spook	fear	0.673	strašidlo
fury	fear	0.672	zúrivosť
menace	fear	0.672	hrozba
perishing	fear	0.672	hynúce
victim	fear	0.672	obeťou
sinister	fear	0.672	zlovestný
thug	fear	0.672	násilník
carcass	fear	0.672	jatočné telo
shatter	fear	0.672	roztrieštiť
grim	fear	0.672	ponurý
felon	fear	0.672	zločinec
stab	fear	0.672	bodnúť
trembling	fear	0.672	chvenie
revolver	fear	0.672	revolver
militants	fear	0.672	militantov
dungeon	fear	0.672	žalár
outbreak	fear	0.672	epidémia
frankenstorm	fear	0.672	Frankenstorm
viper	fear	0.672	zmija
combatant	fear	0.672	bojovník
vermin	fear	0.672	háveď
nervouswreck	fear	0.672	nervózna troska
menacing	fear	0.672	hrozivý
hurting	fear	0.672	bolieť
persecute	fear	0.672	prenasledovať
fangs	fear	0.672	tesáky
militia	fear	0.672	milície
injury	fear	0.672	zranenie
scarier	fear	0.672	desivejšie
mangle	fear	0.672	mangle
gang	fear	0.672	gang
crushing	fear	0.672	drvenie
eruption	fear	0.672	erupcia
soscared	fear	0.672	taký vystrašený
ghost	fear	0.672	duch
awful	fear	0.672	hrozne
abhorrent	fear	0.672	odporný
abuse	fear	0.672	zneužívanie
freakedout	fear	0.672	vydesený
atrocity	fear	0.672	zverstvo
tarantula	fear	0.672	tarantula
ferocious	fear	0.667	zúrivý
battered	fear	0.667	ošúchaný
desolation	fear	0.667	opustenosť
pandemic	fear	0.664	pandemický
cutthroat	fear	0.664	podrezať hrdlo
volcano	fear	0.663	sopka
scares	fear	0.660	straší
cruelly	fear	0.658	kruto
smash	fear	0.656	rozbiť
xenophobia	fear	0.656	xenofóbia
typhoon	fear	0.656	tajfún
spider	fear	0.656	pavúk
alarming	fear	0.656	alarmujúce
nefarious	fear	0.656	hanebný
oppressive	fear	0.656	utláčateľský
treason	fear	0.656	zrada
neurosis	fear	0.656	neuróza
cruel	fear	0.656	krutý
crazed	fear	0.656	pobláznený
coma	fear	0.656	kóma
stroke	fear	0.656	mŕtvica
tumult	fear	0.656	vrava
fearfully	fear	0.656	bojazlivo
battlefield	fear	0.656	bojisko
emetophobia	fear	0.656	emetofóbia
dictator	fear	0.656	diktátora
armament	fear	0.656	výzbroj
blizzard	fear	0.656	fujavica
purgatory	fear	0.656	očistec
lunatic	fear	0.656	šialenec
bully	fear	0.656	šikanovať
endangered	fear	0.656	ohrozené
insane	fear	0.656	šialený
malicious	fear	0.656	zlomyseľný
selfharm	fear	0.656	sebapoškodzovanie
despotic	fear	0.656	despotický
revenge	fear	0.656	pomsta
encroachment	fear	0.656	zasahovanie
shitless	fear	0.656	neposraný
ruthless	fear	0.656	bezohľadný
debauchery	fear	0.656	zhýralosť
distress	fear	0.656	tieseň
traitor	fear	0.656	zradca
punishment	fear	0.656	trest
radioactive	fear	0.656	rádioaktívne
projectile	fear	0.654	projektil
flog	fear	0.653	bičovať
bang	fear	0.652	tresk
ransom	fear	0.644	výkupné
criminality	fear	0.642	kriminality
rattlesnake	fear	0.641	štrkáč
quivering	fear	0.641	chvenie
perturbation	fear	0.641	poruchy
tumour	fear	0.641	nádor
conflict	fear	0.641	konflikt
injurious	fear	0.641	zraňujúce
vehement	fear	0.641	vehementne
antichrist	fear	0.641	antikrist
isolated	fear	0.641	izolovaný
raging	fear	0.641	zúrivý
aghast	fear	0.641	zdesený
banshee	fear	0.641	banshee
cantbreathe	fear	0.641	nemôžem dýchať
demented	fear	0.641	dementný
dastardly	fear	0.641	podlý
abortion	fear	0.641	potrat
deteriorate	fear	0.641	zhoršiť
