English Word	Emotion	Emotion-Intensity-Score	Macedonian Word
bloodthirsty	fear	0.922	крвожеден
murderous	fear	0.920	убиствен
massacre	fear	0.911	масакр
terrifying	fear	0.906	застрашувачки
fatality	fear	0.906	фаталност
horrifying	fear	0.906	застрашувачки
demon	fear	0.906	демон
mutilation	fear	0.906	осакатување
killing	fear	0.906	убивање
holocaust	fear	0.906	холокаустот
assassinate	fear	0.906	изврши атентат
terrified	fear	0.906	преплашени
devastation	fear	0.906	опустошување
murder	fear	0.906	убиство
horrors	fear	0.906	ужаси
suicidal	fear	0.898	самоубиствен
assault	fear	0.891	напад
kidnap	fear	0.891	киднапираат
slaughter	fear	0.891	колење
crucifixion	fear	0.891	распнувањето
doomed	fear	0.888	осудени на пропаст
poisoned	fear	0.886	отруен
suicide	fear	0.879	самоубиство
explosion	fear	0.879	експлозија
deadly	fear	0.875	смртоносна
assassin	fear	0.875	атентатор
annihilation	fear	0.875	уништување
savagery	fear	0.875	дивјаштво
disaster	fear	0.875	катастрофа
threatening	fear	0.875	заканувачки
slaughtering	fear	0.875	колење
disastrous	fear	0.875	катастрофално
dismemberment	fear	0.875	распарчување
suffocation	fear	0.875	гушење
rape	fear	0.870	силување
hell	fear	0.860	пеколот
homicide	fear	0.859	убиство
molestation	fear	0.859	малтретирање
bloodshed	fear	0.859	крвопролевање
barbaric	fear	0.859	варварски
explosive	fear	0.859	експлозив
warfare	fear	0.859	војување
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	трагедија
anthrax	fear	0.859	антракс
demonic	fear	0.859	демонски
executioner	fear	0.859	џелат
dread	fear	0.859	страв
guillotine	fear	0.859	гилотина
attacking	fear	0.859	напаѓајќи
peril	fear	0.859	опасност
slaughterhouse	fear	0.859	кланица
annihilated	fear	0.859	уништени
suffocating	fear	0.858	задушувачки
treachery	fear	0.856	предавство
fright	fear	0.853	страв
monster	fear	0.844	чудовиште
traumatic	fear	0.844	трауматично
abomination	fear	0.844	одвратност
apocalypse	fear	0.844	апокалипса
slayer	fear	0.844	убиец
scare	fear	0.844	исплаши
morgue	fear	0.844	мртовечница
painful	fear	0.844	болно
frightened	fear	0.844	исплашен
vengeance	fear	0.844	одмазда
scariest	fear	0.844	најстрашно
destroying	fear	0.844	уништувајќи
execution	fear	0.844	извршување
panicked	fear	0.844	во паника
petrified	fear	0.844	скаменети
afraid	fear	0.844	се плаши
frightening	fear	0.844	застрашувачки
drown	fear	0.844	се удави
bombardment	fear	0.844	бомбардирање
death	fear	0.843	смрт
chaos	fear	0.839	хаос
ghastly	fear	0.836	морничав
evil	fear	0.833	злото
intruder	fear	0.828	натрапник
hellish	fear	0.828	пеколно
brutal	fear	0.828	брутален
cancer	fear	0.828	рак
devil	fear	0.828	ѓаволот
grenade	fear	0.828	граната
eradication	fear	0.828	искоренување
frighten	fear	0.828	исплаши
explode	fear	0.828	експлодираат
assassination	fear	0.828	атентат
fatal	fear	0.828	фатална
paralyze	fear	0.828	парализираат
gunmen	fear	0.828	вооружени лица
violently	fear	0.828	насилно
nightmare	fear	0.828	кошмар
doomsday	fear	0.828	судниот ден
doom	fear	0.828	пропаст
manslaughter	fear	0.828	убиство од небрежност
fear	fear	0.828	страв
kidnapped	fear	0.828	киднапиран
trauma	fear	0.828	траума
morbidity	fear	0.820	морбидитет
crippling	fear	0.817	осакатување
savage	fear	0.814	дивјак
shooting	fear	0.812	пукање
quake	fear	0.812	земјотрес
poisonous	fear	0.812	отровен
damnation	fear	0.812	проклетство
violence	fear	0.812	насилство
destructive	fear	0.812	деструктивни
aggressor	fear	0.812	агресор
suffering	fear	0.812	страдање
violent	fear	0.812	насилни
frightful	fear	0.812	застрашувачки
crushed	fear	0.812	здробени
earthquake	fear	0.812	земјотрес
heartattack	fear	0.812	срцев удар
hurricane	fear	0.811	ураган
imprisoned	fear	0.811	затворен
exterminate	fear	0.810	истребуваат
fearing	fear	0.808	плашејќи се
hemorrhage	fear	0.807	хеморагија
torment	fear	0.806	мачење
lethal	fear	0.806	смртоносна
venom	fear	0.804	отров
claustrophobia	fear	0.803	клаустрофобија
snakes	fear	0.802	змии
danger	fear	0.802	опасност
exorcism	fear	0.800	егзорцизам
obliterated	fear	0.800	избришани
robbery	fear	0.800	кражба
terrifies	fear	0.798	ужаснува
cyanide	fear	0.797	цијанид
incurable	fear	0.797	неизлечива
anxietyattack	fear	0.797	анксиозниот напад
mortality	fear	0.797	смртност
attack	fear	0.797	напад
monstrosity	fear	0.797	монструозност
extermination	fear	0.797	истребување
bombers	fear	0.797	бомбардери
harmful	fear	0.797	штетни
persecution	fear	0.797	прогонство
biggestfear	fear	0.797	најголемиот страв
poison	fear	0.797	отров
cruelty	fear	0.797	суровост
hysteria	fear	0.797	хистерија
destruction	fear	0.797	уништување
dreadfully	fear	0.796	страшно
arson	fear	0.794	подметнување пожар
devastate	fear	0.792	опустошува
tyrant	fear	0.788	тиранин
warcrimes	fear	0.785	воени злосторства
perish	fear	0.784	загине
feared	fear	0.782	се плашеше
maniac	fear	0.781	манијак
bloody	fear	0.781	крвави
freakingout	fear	0.781	збеснува
warlike	fear	0.781	воинствен
rampage	fear	0.781	дивеење
screaming	fear	0.781	врескање
lifeless	fear	0.781	безживотно
enslaved	fear	0.781	поробени
venomous	fear	0.781	отровно
snake	fear	0.776	змија
epidemic	fear	0.776	епидемиски
panicattack	fear	0.774	напад на паника
crisis	fear	0.766	криза
hazardous	fear	0.766	опасен
fearful	fear	0.766	уплашен
dangerously	fear	0.766	опасно
shipwreck	fear	0.766	бродолом
scary	fear	0.766	страшно
tumor	fear	0.766	тумор
invader	fear	0.766	напаѓач
invade	fear	0.766	нападне
die	fear	0.766	умре
detonate	fear	0.766	детонираат
violation	fear	0.766	повреда
reprisal	fear	0.766	одмазда
criminal	fear	0.766	криминалец
riot	fear	0.766	бунт
obliterate	fear	0.766	избришат
inferno	fear	0.766	пекол
leprosy	fear	0.766	лепра
jihad	fear	0.766	џихад
ohshit	fear	0.766	срање
claustrophobic	fear	0.765	клаустрофобичен
hyperventilating	fear	0.762	хипервентилирачки
nightmares	fear	0.759	кошмари
destroyed	fear	0.754	уништени
ghostly	fear	0.754	сенишни
treacherous	fear	0.750	предавнички
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	трагедии
slavery	fear	0.750	ропство
cholera	fear	0.750	колера
anarchist	fear	0.750	анархист
panic	fear	0.750	паника
anaconda	fear	0.750	анаконда
hurricanes	fear	0.750	урагани
wrenching	fear	0.750	клучување
tyranny	fear	0.750	тиранијата
imprisonment	fear	0.750	затворска казна
dreadful	fear	0.750	страшна
agony	fear	0.750	агонија
dangerous	fear	0.750	опасно
obliteration	fear	0.750	бришење
projectiles	fear	0.750	проектили
destroyer	fear	0.750	уништувач
strangle	fear	0.750	задави
hazard	fear	0.750	опасност
riotous	fear	0.750	бунтовнички
accident	fear	0.750	несреќа
mortuary	fear	0.750	мртовечница
anarchy	fear	0.750	анархија
fears	fear	0.750	стравови
malignancy	fear	0.742	малигнитет
bombard	fear	0.740	бомбардираат
cannibal	fear	0.740	канибал
abominable	fear	0.738	одвратен
depraved	fear	0.734	развратен
bomber	fear	0.734	самоубиец
crash	fear	0.734	несреќа
tornado	fear	0.734	торнадо
victimized	fear	0.734	виктимизиран
hyperventilate	fear	0.734	хипервентилираат
melee	fear	0.734	мелење
cursed	fear	0.734	проколнат
mutiny	fear	0.734	бунт
dictatorship	fear	0.734	диктатура
shoot	fear	0.734	пукајте
horrible	fear	0.734	ужасно
misery	fear	0.734	мизерија
gore	fear	0.734	горат
paralysis	fear	0.734	парализа
tyrannical	fear	0.734	тирански
missile	fear	0.734	проектил
gun	fear	0.734	пиштол
devilish	fear	0.734	ѓаволски
diseased	fear	0.734	заболени
shot	fear	0.734	застрелан
mafia	fear	0.734	мафијата
beast	fear	0.734	ѕвер
malignant	fear	0.734	малигни
scared	fear	0.734	исплашен
hostage	fear	0.734	заложник
threaten	fear	0.734	се закануваат
turmoil	fear	0.733	превирања
combat	fear	0.728	борба
alligator	fear	0.727	алигатор
ruin	fear	0.725	пропаст
shooter	fear	0.722	стрелец
contagious	fear	0.720	заразно
crime	fear	0.719	криминал
scream	fear	0.719	врескаат
injured	fear	0.719	повреден
desperation	fear	0.719	очај
struggle	fear	0.719	борба
shock	fear	0.719	шок
seizure	fear	0.719	напад
lynch	fear	0.719	линч
mortification	fear	0.719	мортификација
fight	fear	0.719	борба
harm	fear	0.719	штета
emergency	fear	0.719	итен случај
phobia	fear	0.719	фобија
havoc	fear	0.719	хаос
devastating	fear	0.719	разорувачки
excruciating	fear	0.719	измачувачки
casualty	fear	0.719	жртва
miscarriage	fear	0.719	спонтан абортус
starvation	fear	0.719	гладување
frantically	fear	0.717	избезумено
carnage	fear	0.717	масакрот
standoff	fear	0.716	ќор-сокак
infestation	fear	0.716	наезда
soscary	fear	0.712	соскарски
panicking	fear	0.708	панично
rupture	fear	0.706	руптура
horrid	fear	0.705	ужасен
frantic	fear	0.705	избезумени
sabotage	fear	0.703	саботажа
vendetta	fear	0.703	одмазда
arsenic	fear	0.703	арсен
freaked	fear	0.703	откачен
burial	fear	0.703	погребување
sos	fear	0.703	сос
cobra	fear	0.703	кобра
dreaded	fear	0.703	уплашена
harrowing	fear	0.703	застрашувачки
aggressive	fear	0.703	агресивен
prey	fear	0.703	плен
gash	fear	0.703	газење
hatred	fear	0.703	омраза
schizophrenia	fear	0.703	шизофренија
upheaval	fear	0.703	пресврт
armed	fear	0.703	вооружени
collapse	fear	0.703	колапс
deranged	fear	0.703	пореметен
assailant	fear	0.703	напаѓач
terminal	fear	0.703	терминал
plague	fear	0.703	чума
malevolent	fear	0.703	злонамерен
psychosis	fear	0.703	психоза
carcinoma	fear	0.703	карцином
diabolical	fear	0.703	ѓаволски
wrecked	fear	0.703	уништени
grisly	fear	0.703	грозно
hysterical	fear	0.703	хистерични
fugitive	fear	0.703	бегалец
neurotic	fear	0.703	невротични
witchcraft	fear	0.703	вештерство
avalanche	fear	0.703	лавина
anguish	fear	0.703	мака
cripple	fear	0.703	осакатува
agonizing	fear	0.703	мачно
infectious	fear	0.703	заразни
crocodile	fear	0.700	крокодил
forcibly	fear	0.700	насилно
abduction	fear	0.700	киднапирање
offender	fear	0.698	престапник
mayhem	fear	0.690	хаос
hurt	fear	0.688	повреден
shrapnel	fear	0.688	шрапнели
beastly	fear	0.688	ѕверски
rabid	fear	0.688	бесен
guerilla	fear	0.688	герилска
