English Word	Emotion	Emotion-Intensity-Score	Sundanese Word
demonic	disgust	0.742	setan
deranged	disgust	0.742	kacau
abhorrence	disgust	0.742	kasieunan
soiled	disgust	0.742	kotor
mucus	disgust	0.742	mukus
septic	disgust	0.742	septic
sickening	disgust	0.742	ngaheureuyan
demon	disgust	0.742	sétan
cancer	disgust	0.734	kanker
obese	disgust	0.734	obese
degeneracy	disgust	0.734	degenerasi
despicable	disgust	0.734	hina
atrocity	disgust	0.734	kekejaman
foul	disgust	0.734	ngalanggar
sicken	disgust	0.734	gering
crucifixion	disgust	0.734	panyaliban
terrorism	disgust	0.734	terorisme
repulsion	disgust	0.727	panolakan
morbidity	disgust	0.727	morbidity
dysentery	disgust	0.727	disentri
enema	disgust	0.727	enema
bacterium	disgust	0.727	baktéri
dirty	disgust	0.727	kotor
adultery	disgust	0.727	zinah
contamination	disgust	0.727	kontaminasi
grisly	disgust	0.727	pikasebeleun
diabolical	disgust	0.727	setan
autopsy	disgust	0.719	otopsi
barbaric	disgust	0.719	biadab
vulgar	disgust	0.719	vulgar
entrails	disgust	0.719	jero-jero
disgust	disgust	0.719	jijik
lewd	disgust	0.719	cabul
muck	disgust	0.719	kokotor
bowels	disgust	0.719	peujit
garbage	disgust	0.719	runtah
deterioration	disgust	0.719	deterioration
contagion	disgust	0.719	tepa
vicious	disgust	0.719	galak
disfigured	disgust	0.719	cacad
pungent	disgust	0.719	peurih
gross	disgust	0.719	kasar
bloodshed	disgust	0.714	pertumpahan getih
gag	disgust	0.711	gag
pollute	disgust	0.711	ngotoran
nausea	disgust	0.711	seueul
tyrant	disgust	0.711	tirani
wretched	disgust	0.711	cilaka
mortification	disgust	0.711	mortification
violent	disgust	0.711	telenges
poisoned	disgust	0.711	diracun
nauseate	disgust	0.703	seueul
slimy	disgust	0.703	leueur
grope	disgust	0.703	ngaraba-raba
slut	disgust	0.703	pelacur
nasty	disgust	0.703	jahat
disgusting	disgust	0.703	disgusting
depraved	disgust	0.703	bejat
porn	disgust	0.703	porno
hateful	disgust	0.703	hatena
vulgarity	disgust	0.703	vulgar
noxious	disgust	0.703	ngabahayakeun
grime	disgust	0.703	kokotor
constipation	disgust	0.703	kabebeng
secretion	disgust	0.703	sékrési
poisoning	disgust	0.703	karacunan
despotism	disgust	0.703	despotisme
measles	disgust	0.696	cacar
contagious	disgust	0.695	tepa
obesity	disgust	0.695	obesitas
wart	disgust	0.695	kutil
hate	disgust	0.695	hate
hellish	disgust	0.695	naraka
scum	disgust	0.695	runtah
suicidal	disgust	0.695	bunuh diri
wretch	disgust	0.695	sial
abuse	disgust	0.695	nyiksa
waste	disgust	0.695	runtah
intestinal	disgust	0.695	peujit
heartworm	disgust	0.688	cacing ati
ooze	disgust	0.688	ooze
treason	disgust	0.688	panghianatan
contaminated	disgust	0.688	kacemar
smut	disgust	0.688	smut
disease	disgust	0.688	panyakit
rabid	disgust	0.688	rabid
deformed	disgust	0.680	cacad
hell	disgust	0.680	naraka
soulless	disgust	0.680	teu nyawaan
cholera	disgust	0.680	kolera
bestial	disgust	0.680	sasatoan
antichrist	disgust	0.680	dajjal
freakish	disgust	0.680	aneh
germ	disgust	0.680	kuman
detest	disgust	0.680	benci
pollution	disgust	0.680	polusi
grimy	disgust	0.680	kotor
abhorrent	disgust	0.680	hina
hatred	disgust	0.680	hatena
abominate	disgust	0.680	ngahinakeun
sickness	disgust	0.680	panyakit
hideous	disgust	0.672	pikasieuneun
dictatorship	disgust	0.672	diktator
loathful	disgust	0.672	hina
greasy	disgust	0.672	gajih
dilapidated	disgust	0.672	bobrok
inhuman	disgust	0.672	teu manusiawi
loathing	disgust	0.672	ngahinakeun
obscene	disgust	0.672	cabul
cess	disgust	0.670	cess
devil	disgust	0.664	sétan
deformity	disgust	0.664	deformity
nauseous	disgust	0.664	seueul
deadly	disgust	0.664	maot
swine	disgust	0.664	babi
discrimination	disgust	0.664	diskriminasi
abominable	disgust	0.664	hina
masochism	disgust	0.664	masokisme
heretic	disgust	0.664	sesat
latrines	disgust	0.656	jamban
corruption	disgust	0.656	korupsi
poisonous	disgust	0.656	bahya
horror	disgust	0.656	kaayaan sieun
nefarious	disgust	0.656	jahat
bacteria	disgust	0.656	bakteri
horrible	disgust	0.656	pikareueuseun
trash	disgust	0.656	runtah
abortion	disgust	0.656	aborsi
death	disgust	0.656	maot
prejudiced	disgust	0.656	prasangka
poison	disgust	0.656	racun
oppression	disgust	0.656	tekenan
goo	disgust	0.656	goo
victimized	disgust	0.656	dikorbankeun
mange	disgust	0.656	kudis
sludge	disgust	0.648	sludge
trashy	disgust	0.648	runtah
vindictive	disgust	0.648	dendam
horrid	disgust	0.648	pikareueuseun
ugly	disgust	0.648	awon
immoral	disgust	0.648	amoral
bitch	disgust	0.648	bangsat
outhouse	disgust	0.648	ka luar imah
detestation	disgust	0.648	detestation
horrifying	disgust	0.641	pikasieuneun
laxative	disgust	0.641	laxative
unsightly	disgust	0.641	unsightly
derogatory	disgust	0.641	ngahinakeun
slop	disgust	0.641	slop
malfeasance	disgust	0.641	malfeasance
spew	disgust	0.641	nyecep
pimple	disgust	0.641	jarawat
criminality	disgust	0.641	kriminalitas
indecency	disgust	0.641	teu sopan
cystic	disgust	0.641	kistik
villainous	disgust	0.641	jahat
queasy	disgust	0.633	kesel
mildew	disgust	0.633	kapang
oppressive	disgust	0.633	opresif
prostitution	disgust	0.633	palacuran
secrete	disgust	0.633	rusiah
ulcer	disgust	0.633	borok
rat	disgust	0.633	beurit
bigoted	disgust	0.633	bigoted
perpetrator	disgust	0.633	palaku
doomsday	disgust	0.633	kiamat
sinful	disgust	0.633	dosa
degrading	disgust	0.625	ngahinakeun
ghastly	disgust	0.625	pikasieuneun
suffering	disgust	0.625	sangsara
obscenity	disgust	0.625	kakeuheul
devilish	disgust	0.625	setan
disgraceful	disgust	0.625	hina
persecution	disgust	0.625	panganiayaan
contemptible	disgust	0.625	hina
cuckold	disgust	0.625	cuek
stools	disgust	0.625	stools
dastardly	disgust	0.625	bangsat
sin	disgust	0.625	dosa
gluttony	disgust	0.625	rakus
bloated	disgust	0.625	kembung
fungus	disgust	0.625	jamur
aghast	disgust	0.625	reuwas
diaper	disgust	0.617	popok
malicious	disgust	0.617	jahat
polygamy	disgust	0.617	poligami
dying	disgust	0.617	maot
termite	disgust	0.617	rinyuh
fat	disgust	0.617	gajih
deceit	disgust	0.617	tipu daya
atrocious	disgust	0.617	atrocious
guillotine	disgust	0.617	guillotine
tetanus	disgust	0.617	tetanus
spoil	disgust	0.617	ngarusak
crusty	disgust	0.617	kerak
sickly	disgust	0.617	gering
louse	disgust	0.617	kutu
strangle	disgust	0.617	nyekek
betrayal	disgust	0.617	panghianatan
loathe	disgust	0.617	benci
wench	disgust	0.617	awewe
infect	disgust	0.617	nginféksi
violently	disgust	0.609	telenges
brothel	disgust	0.609	rumah bordil
drool	disgust	0.609	ngeclak
bleeding	disgust	0.609	ngaluarkeun getih
deform	disgust	0.609	deformasi
ghetto	disgust	0.609	ghetto
sabotage	disgust	0.609	sabotase
venomous	disgust	0.609	berbisa
abhor	disgust	0.609	ngahinakeun
slander	disgust	0.609	fitnah
hostile	disgust	0.609	mumusuhan
musty	disgust	0.602	apak
illicit	disgust	0.602	haram
ugliness	disgust	0.602	kagoréngan
unwashed	disgust	0.602	teu dikumbah
swampy	disgust	0.602	rawa
deprivation	disgust	0.602	deprivation
poaching	disgust	0.602	poaching
hag	disgust	0.602	hag
infidel	disgust	0.602	kafir
imprisonment	disgust	0.602	panjara
traitor	disgust	0.602	panghianatan
lunacy	disgust	0.602	kalemahan
queasiness	disgust	0.594	kahariwang
hostility	disgust	0.594	mumusuhan
repelling	disgust	0.594	ngusir
intoxicated	disgust	0.594	mabok
thug	disgust	0.594	preman
catastrophe	disgust	0.594	musibah
lunatic	disgust	0.594	gélo
misery	disgust	0.594	kasangsaraan
venom	disgust	0.594	racun
butcher	disgust	0.594	tukang jagal
toilet	disgust	0.594	jamban
blister	disgust	0.594	lepuh
lurid	disgust	0.594	pikasebeleun
slug	disgust	0.594	keong
gut	disgust	0.594	peujit
sinner	disgust	0.594	jelema dosa
deceitful	disgust	0.594	licik
epidemic	disgust	0.594	epidemi
deteriorated	disgust	0.586	mudun
lavatory	disgust	0.586	jamban
unclean	disgust	0.586	najis
prostitute	disgust	0.586	palacuran
incubus	disgust	0.586	incubus
appalling	disgust	0.586	pikasieuneun
dreadful	disgust	0.586	pikasieuneun
pornography	disgust	0.586	pornografi
harass	disgust	0.586	ngaganggu
squeamish	disgust	0.578	ngarengkol
expulsion	disgust	0.578	pangusiran
unfaithful	disgust	0.578	teu satia
offensive	disgust	0.578	karasa
hypocrite	disgust	0.578	munafik
humiliating	disgust	0.578	ngahinakeun
larceny	disgust	0.578	rampog
ruinous	disgust	0.578	ruinous
retard	disgust	0.578	ngahambat
rash	disgust	0.578	baruntus
flea	disgust	0.578	kutu
debauchery	disgust	0.578	debauchery
fiend	disgust	0.578	setan
quagmire	disgust	0.578	karanjingan
conspirator	disgust	0.578	konspirator
sick	disgust	0.578	gering
mangle	disgust	0.578	mangle
dogsick	disgust	0.570	mabok anjing
egregious	disgust	0.570	egregious
flog	disgust	0.570	sambel
despise	disgust	0.570	ngahinakeun
treacherous	disgust	0.570	khianat
oppress	disgust	0.570	neken
swamp	disgust	0.570	rawa
messy	disgust	0.570	pabalatak
spit	disgust	0.570	nyiduh
dank	disgust	0.570	dank
bastard	disgust	0.570	Bajingan
devastating	disgust	0.570	ngaruksak
serpent	disgust	0.570	oray
loo	disgust	0.562	heuh
indecent	disgust	0.562	teu sopan
insanity	disgust	0.562	kagila-gilaan
stealing	disgust	0.562	maok
terrible	disgust	0.562	dahsyat
tyrannical	disgust	0.562	tirani
humiliation	disgust	0.562	hinaan
snake	disgust	0.562	oray
sloppy	disgust	0.562	leuleus
sinning	disgust	0.562	dosa
harmful	disgust	0.562	ngabahayakeun
harlot	disgust	0.562	palacuran
sordid	disgust	0.562	kotor
enemy	disgust	0.562	musuh
alcoholism	disgust	0.562	alkoholismeu
awful	disgust	0.562	uih
ruthless	disgust	0.562	kejem
scoundrel	disgust	0.562	bajingan
bloody	disgust	0.555	getihan
flabby	disgust	0.555	leuleus
odious	disgust	0.555	odious
beastly	disgust	0.555	sato galak
collusion	disgust	0.555	kolusi
ridicule	disgust	0.555	nyindiran
discriminating	disgust	0.555	ngabeda-bedakeun
unattractive	disgust	0.555	teu pikaresepeun
insufferable	disgust	0.555	teu tahan
segregate	disgust	0.555	misahkeun
arsenic	disgust	0.555	arsén
threatening	disgust	0.555	ngancam
atrophy	disgust	0.555	atrofi
varicella	disgust	0.555	varicella
slayer	disgust	0.555	maehan
distaste	disgust	0.555	teu resep
coward	disgust	0.555	pengecut
robbery	disgust	0.555	rampog
wickedness	disgust	0.555	kajahatan
anathema	disgust	0.547	kutukan
malevolent	disgust	0.547	malevolent
sty	disgust	0.547	sty
pillage	disgust	0.547	rampog
thief	disgust	0.547	maling
suffocating	disgust	0.547	nyesek
condemnation	disgust	0.547	panghukuman
deleterious	disgust	0.547	ngaruksak
slur	disgust	0.547	slur
purgatory	disgust	0.547	purgatory
attacking	disgust	0.547	narajang
burglar	disgust	0.547	maling
ogre	disgust	0.547	ogre
coercion	disgust	0.547	paksaan
vesicular	disgust	0.547	vesikular
miserable	disgust	0.547	sangsara
bitterly	disgust	0.547	pait
sneer	disgust	0.539	nyedek
greedy	disgust	0.539	rewog
gob	disgust	0.539	gob
repellant	disgust	0.539	panolak
jealous	disgust	0.539	timburu
drunken	disgust	0.539	mabok
shame	disgust	0.539	éra
thrash	disgust	0.539	ngagorowok
fatty	disgust	0.539	gajih
liar	disgust	0.539	tukang bohong
imprisoned	disgust	0.539	dipenjara
sloth	disgust	0.539	malas
repudiation	disgust	0.539	repudiation
disgrace	disgust	0.539	aib
infidelity	disgust	0.539	henteu satia
pig	disgust	0.539	babi
lethal	disgust	0.536	bisa nepi ka tiwasna
burnt	disgust	0.531	dibeuleum
brawl	disgust	0.531	tawuran
withered	disgust	0.531	layu
blemish	disgust	0.531	cacad
hydrocephalus	disgust	0.531	hidrosefalus
aberration	disgust	0.531	panyimpangan
smuggler	disgust	0.531	penyeludup
painful	disgust	0.531	nyeri
condescension	disgust	0.531	ngarendahkeun
intolerant	disgust	0.531	teu toleran
blasphemous	disgust	0.531	ngahujat
lying	disgust	0.531	ngabohong
hanging	disgust	0.531	ngagantung
travesty	disgust	0.531	pamali
ruined	disgust	0.531	ancur
intrusive	disgust	0.531	intrusive
disintegrate	disgust	0.531	ngabubarkeun
destructive	disgust	0.531	ngaruksak
neurotic	disgust	0.531	neurotik
disparaging	disgust	0.523	ngahinakeun
blighted	disgust	0.523	hanjelu
intolerance	disgust	0.523	teu toleran
mistress	disgust	0.523	nyonya
avarice	disgust	0.523	karanjingan
disgraced	disgust	0.523	dihinakeun
derogation	disgust	0.523	derogation
rubbish	disgust	0.523	runtah
accusation	disgust	0.523	tuduh
incarceration	disgust	0.523	panjara
tortious	disgust	0.516	ngaheureuyan
dishonor	disgust	0.516	hinaan
stink	disgust	0.516	bau
grim	disgust	0.516	surem
rob	disgust	0.516	ngarampog
defraud	disgust	0.516	nipu
sump	disgust	0.516	sump
cringe	disgust	0.516	ngariung
vulture	disgust	0.516	manuk hering
deplorable	disgust	0.516	hanjakal
mite	disgust	0.516	mite
eradication	disgust	0.516	ngabasmi
degrade	disgust	0.516	ngadegradasi
gutter	disgust	0.516	talang
convict	disgust	0.516	ngahukum
remains	disgust	0.516	tetep
betray	disgust	0.516	ngahianat
daemon	disgust	0.516	daémon
sham	disgust	0.509	syam
distasteful	disgust	0.508	teu ngeunah
prisoner	disgust	0.508	tahanan
dreadfully	disgust	0.508	pikasieuneun
worthless	disgust	0.508	euweuh hargaan
crude	disgust	0.508	kasar
delirium	disgust	0.508	igauan
incurable	disgust	0.508	teu bisa diubaran
smelling	disgust	0.508	ngambeu
idiocy	disgust	0.508	kabodoan
resentment	disgust	0.508	ambek-ambekan
bombed	disgust	0.508	dibom
blob	disgust	0.508	gumpalan
cheat	disgust	0.508	curang
schizophrenia	disgust	0.508	skizofrenia
rejection	disgust	0.508	tampikan
belittle	disgust	0.508	ngarendahkeun
glut	disgust	0.508	glut
disaster	disgust	0.508	musibah
distress	disgust	0.508	marabahaya
pest	disgust	0.508	hama
endemic	disgust	0.508	endemik
theft	disgust	0.500	maling
banish	disgust	0.500	ngusir
mire	disgust	0.500	leutak
flagrant	disgust	0.500	umbul-umbul
derision	disgust	0.500	hinaan
dirt	disgust	0.500	kokotor
screaming	disgust	0.500	ngagorowok
offense	disgust	0.500	ngalanggar
jealousy	disgust	0.500	timburuan
bribery	disgust	0.500	nyogok
polemic	disgust	0.500	polémik
blight	disgust	0.500	hawar-hawar
impeach	disgust	0.500	impeach
bitterness	disgust	0.500	pait
taboo	disgust	0.500	pamali
duress	disgust	0.500	maksa
goblin	disgust	0.500	goblog
shackle	disgust	0.500	belenggu
idolatry	disgust	0.500	nyembah berhala
greed	disgust	0.500	karanjingan
impurity	disgust	0.500	najis
tirade	disgust	0.500	ngagorowok
idiot	disgust	0.492	jelema bodo
boil	disgust	0.492	ngagolak
unconscionable	disgust	0.492	unconscionable
disreputable	disgust	0.492	disreputable
robber	disgust	0.492	garong
malign	disgust	0.492	ganas
wreck	disgust	0.492	bangkrut
recession	disgust	0.492	resesi
gorge	disgust	0.492	jurang
leer	disgust	0.492	leer
ill	disgust	0.492	gering
squirm	disgust	0.492	ngagiling
raging	disgust	0.484	ngamuk
servile	disgust	0.484	budak leutik
mess	disgust	0.484	kacau
nappy	disgust	0.484	popok
possessed	disgust	0.484	dipiboga
unbearable	disgust	0.484	teu kaampeuh
occult	disgust	0.484	gaib
contraband	disgust	0.484	barang haram
snarl	disgust	0.484	ngagorowok
mutiny	disgust	0.484	pemberontakan
mad	disgust	0.484	gelo
affliction	disgust	0.484	kasangsaraan
stain	disgust	0.484	kokotor
animosity	disgust	0.484	mumusuhan
contempt	disgust	0.484	hina
tramp	disgust	0.484	tramp
nepotism	disgust	0.484	nepotisme
disrespectful	disgust	0.484	teu hormat
defamation	disgust	0.484	fitnah
inexcusable	disgust	0.484	teu bisa dihampura
aversation	disgust	0.484	aversation
wasteful	disgust	0.484	boros
offender	disgust	0.484	palaku
subjugation	disgust	0.484	subjugation
illegality	disgust	0.477	illegality
dismal	disgust	0.477	pikasebeleun
criminal	disgust	0.477	kriminal
unpleasant	disgust	0.477	teu pikaresepeun
palsy	disgust	0.477	lumpuh
antagonistic	disgust	0.477	antagonis
pathetic	disgust	0.477	pikasediheun
uncaring	disgust	0.477	teu paduli
suppression	disgust	0.477	suprési
immorality	disgust	0.477	maksiat
mockery	disgust	0.477	olok-olok
outrage	disgust	0.469	ambek-ambekan
mocking	disgust	0.469	moyok
wallow	disgust	0.469	ngumbara
cough	disgust	0.469	batuk
arrogant	disgust	0.469	sombong
angry	disgust	0.469	ambek
poverty	disgust	0.469	kamiskinan
grating	disgust	0.469	kisi-kisi
livid	disgust	0.469	ngambekan
aggravation	disgust	0.469	kakeuheul
repellent	disgust	0.469	panolak
perspiration	disgust	0.469	kesang
banishment	disgust	0.469	pangbuangan
furious	disgust	0.469	ngamuk
shoddy	disgust	0.469	kurang ajar
banshee	disgust	0.469	banshee
deceive	disgust	0.461	nipu
fool	disgust	0.461	bodo
quack	disgust	0.461	cuek
distorted	disgust	0.461	menyimpang
spider	disgust	0.461	lancah
unjustifiable	disgust	0.461	unjustifiable
deplore	disgust	0.461	hanjakal
spurious	disgust	0.461	palsu
perdition	disgust	0.461	kabinasaan
muddy	disgust	0.461	bécék
fraudulent	disgust	0.461	panipuan
scar	disgust	0.461	tapak tatu
prick	disgust	0.461	cucuk
insulting	disgust	0.461	ngahina
plunder	disgust	0.461	rampog
recklessness	disgust	0.461	kagagabahan
stigma	disgust	0.453	stigma
disparage	disgust	0.453	ngahinakeun
unthinkable	disgust	0.453	teu kapikiran
disingenuous	disgust	0.453	teu jujur
bane	disgust	0.453	kutukan
dishonest	disgust	0.453	teu jujur
aphid	disgust	0.453	aphid
elimination	disgust	0.453	ngaleungitkeun
cur	disgust	0.453	cur
selfish	disgust	0.453	egois
eschew	disgust	0.453	ngajauhan
dire	disgust	0.453	parah
indignation	disgust	0.453	amarah
antipathy	disgust	0.453	antipati
alienate	disgust	0.453	ngasingkeun
mosquito	disgust	0.445	reungit
piles	disgust	0.445	tumpukan
pious	disgust	0.445	alim
lie	disgust	0.445	ngabohong
opium	disgust	0.445	candu
smell	disgust	0.445	bau
iniquity	disgust	0.445	kajahatan
caries	disgust	0.445	karies
despair	disgust	0.445	putus asa
recalcitrant	disgust	0.445	recalcitrant
egotistical	disgust	0.445	egois
wasted	disgust	0.445	dibuang
vacuous	disgust	0.445	kosong
bankruptcy	disgust	0.445	bangkrut
