English Word	Emotion	Emotion-Intensity-Score	Chinese-Traditional Word
malfeasance	disgust	0.641	瀆職
spew	disgust	0.641	吐出
pimple	disgust	0.641	疙瘩
criminality	disgust	0.641	犯罪
indecency	disgust	0.641	猥褻
cystic	disgust	0.641	囊性
villainous	disgust	0.641	惡毒的
queasy	disgust	0.633	噁心
mildew	disgust	0.633	黴菌
oppressive	disgust	0.633	壓迫性的
prostitution	disgust	0.633	賣淫
secrete	disgust	0.633	分泌
ulcer	disgust	0.633	潰瘍
rat	disgust	0.633	鼠
bigoted	disgust	0.633	偏執的
perpetrator	disgust	0.633	肇事者
doomsday	disgust	0.633	末日
sinful	disgust	0.633	有罪的
degrading	disgust	0.625	有辱人格的
ghastly	disgust	0.625	陰森
suffering	disgust	0.625	痛苦
obscenity	disgust	0.625	淫穢
devilish	disgust	0.625	惡魔般的
disgraceful	disgust	0.625	可恥
persecution	disgust	0.625	迫害
contemptible	disgust	0.625	可鄙
cuckold	disgust	0.625	烏龜
stools	disgust	0.625	凳子
dastardly	disgust	0.625	卑鄙地
sin	disgust	0.625	罪
gluttony	disgust	0.625	暴食
bloated	disgust	0.625	臃腫
fungus	disgust	0.625	菌
aghast	disgust	0.625	嚇壞了
diaper	disgust	0.617	尿布
malicious	disgust	0.617	惡意的
polygamy	disgust	0.617	一夫多妻制
dying	disgust	0.617	垂死
termite	disgust	0.617	白蟻
fat	disgust	0.617	胖的
deceit	disgust	0.617	欺騙
atrocious	disgust	0.617	殘暴
guillotine	disgust	0.617	斷頭台
tetanus	disgust	0.617	破傷風
spoil	disgust	0.617	寵壞
crusty	disgust	0.617	硬皮
sickly	disgust	0.617	病態的
louse	disgust	0.617	蝨
strangle	disgust	0.617	扼殺
betrayal	disgust	0.617	背叛
loathe	disgust	0.617	厭惡
wench	disgust	0.617	丫頭
infect	disgust	0.617	感染
violently	disgust	0.609	猛烈地
brothel	disgust	0.609	妓院
drool	disgust	0.609	流口水
bleeding	disgust	0.609	流血的
deform	disgust	0.609	變形
ghetto	disgust	0.609	隔都
sabotage	disgust	0.609	破壞
venomous	disgust	0.609	有毒
abhor	disgust	0.609	痛恨
slander	disgust	0.609	誹謗
hostile	disgust	0.609	敵對的
musty	disgust	0.602	發霉的
illicit	disgust	0.602	非法的
ugliness	disgust	0.602	醜陋
unwashed	disgust	0.602	未洗
swampy	disgust	0.602	沼澤
deprivation	disgust	0.602	剝奪
poaching	disgust	0.602	偷獵
hag	disgust	0.602	魔女
infidel	disgust	0.602	異教徒
imprisonment	disgust	0.602	監禁
traitor	disgust	0.602	叛徒
lunacy	disgust	0.602	瘋癲
queasiness	disgust	0.594	噁心
hostility	disgust	0.594	敵意
repelling	disgust	0.594	排斥
intoxicated	disgust	0.594	酣
thug	disgust	0.594	暴徒
catastrophe	disgust	0.594	災難
lunatic	disgust	0.594	瘋子
misery	disgust	0.594	苦難
venom	disgust	0.594	毒液
butcher	disgust	0.594	屠夫
toilet	disgust	0.594	洗手間
blister	disgust	0.594	水皰
lurid	disgust	0.594	聳人聽聞
slug	disgust	0.594	蛞蝓
gut	disgust	0.594	腸道
sinner	disgust	0.594	罪人
deceitful	disgust	0.594	騙人的
epidemic	disgust	0.594	流行性
deteriorated	disgust	0.586	惡化
lavatory	disgust	0.586	廁
unclean	disgust	0.586	不潔
prostitute	disgust	0.586	妓女
incubus	disgust	0.586	夢魘
appalling	disgust	0.586	駭人聽聞
dreadful	disgust	0.586	可怕
pornography	disgust	0.586	色情
harass	disgust	0.586	騷擾
squeamish	disgust	0.578	嬌氣
expulsion	disgust	0.578	開除
unfaithful	disgust	0.578	不忠
offensive	disgust	0.578	進攻
hypocrite	disgust	0.578	偽君子
humiliating	disgust	0.578	羞辱
larceny	disgust	0.578	盜竊罪
ruinous	disgust	0.578	毀滅性的
retard	disgust	0.578	減速
rash	disgust	0.578	皮疹
flea	disgust	0.578	跳蚤
debauchery	disgust	0.578	放蕩
fiend	disgust	0.578	惡魔
quagmire	disgust	0.578	泥潭
conspirator	disgust	0.578	同謀
sick	disgust	0.578	生病的
mangle	disgust	0.578	破壞
dogsick	disgust	0.570	狗病
egregious	disgust	0.570	令人震驚的
flog	disgust	0.570	鞭打
despise	disgust	0.570	討厭
treacherous	disgust	0.570	奸詐
oppress	disgust	0.570	壓迫
swamp	disgust	0.570	沼澤
messy	disgust	0.570	凌亂
spit	disgust	0.570	吐
dank	disgust	0.570	潮濕
bastard	disgust	0.570	混蛋
devastating	disgust	0.570	毀滅性的
serpent	disgust	0.570	蛇
loo	disgust	0.562	廁所
indecent	disgust	0.562	不雅的
insanity	disgust	0.562	瘋狂
stealing	disgust	0.562	偷竊
terrible	disgust	0.562	糟糕的
tyrannical	disgust	0.562	強橫
humiliation	disgust	0.562	屈辱
snake	disgust	0.562	蛇
sloppy	disgust	0.562	邋遢
sinning	disgust	0.562	犯罪
harmful	disgust	0.562	有害
harlot	disgust	0.562	妓女
sordid	disgust	0.562	骯髒的
enemy	disgust	0.562	敵人
alcoholism	disgust	0.562	酗酒
awful	disgust	0.562	可怕
ruthless	disgust	0.562	無情
scoundrel	disgust	0.562	惡棍
bloody	disgust	0.555	血腥
flabby	disgust	0.555	鬆弛
odious	disgust	0.555	可惡的
beastly	disgust	0.555	獸
collusion	disgust	0.555	共謀
ridicule	disgust	0.555	嘲笑
discriminating	disgust	0.555	歧視的
unattractive	disgust	0.555	沒有吸引力
insufferable	disgust	0.555	難以忍受
segregate	disgust	0.555	分離
arsenic	disgust	0.555	砷
threatening	disgust	0.555	威脅的
atrophy	disgust	0.555	萎縮
varicella	disgust	0.555	水痘
slayer	disgust	0.555	殺手
distaste	disgust	0.555	厭惡
coward	disgust	0.555	懦夫
robbery	disgust	0.555	搶劫
wickedness	disgust	0.555	邪惡
anathema	disgust	0.547	詛咒
malevolent	disgust	0.547	惡毒的
sty	disgust	0.547	麥粒腫
pillage	disgust	0.547	掠奪
thief	disgust	0.547	賊
suffocating	disgust	0.547	令人窒息的
condemnation	disgust	0.547	譴責
deleterious	disgust	0.547	有害的
slur	disgust	0.547	誹謗
purgatory	disgust	0.547	煉獄
attacking	disgust	0.547	進攻
burglar	disgust	0.547	竊賊
ogre	disgust	0.547	食人魔
coercion	disgust	0.547	強迫
vesicular	disgust	0.547	泡狀
miserable	disgust	0.547	悲慘的
bitterly	disgust	0.547	苦澀
sneer	disgust	0.539	冷笑
greedy	disgust	0.539	貪婪的
gob	disgust	0.539	採空區
repellant	disgust	0.539	驅蟲劑
jealous	disgust	0.539	嫉妒的
drunken	disgust	0.539	醉
shame	disgust	0.539	恥辱
thrash	disgust	0.539	捶打
fatty	disgust	0.539	脂肪
liar	disgust	0.539	說謊者
imprisoned	disgust	0.539	被監禁
sloth	disgust	0.539	懶惰
repudiation	disgust	0.539	否認
disgrace	disgust	0.539	恥辱
infidelity	disgust	0.539	不忠
pig	disgust	0.539	豬
lethal	disgust	0.536	致命
burnt	disgust	0.531	燒焦
brawl	disgust	0.531	爭吵
withered	disgust	0.531	乾枯
blemish	disgust	0.531	缺陷
hydrocephalus	disgust	0.531	腦積水
aberration	disgust	0.531	像差
smuggler	disgust	0.531	走私者
painful	disgust	0.531	痛苦
condescension	disgust	0.531	屈尊俯就
intolerant	disgust	0.531	不可忍耐
blasphemous	disgust	0.531	褻瀆神明的
lying	disgust	0.531	說謊
hanging	disgust	0.531	絞刑
travesty	disgust	0.531	諷刺
ruined	disgust	0.531	毀了
intrusive	disgust	0.531	侵入性的
disintegrate	disgust	0.531	瓦解
destructive	disgust	0.531	破壞性的
neurotic	disgust	0.531	神經質
disparaging	disgust	0.523	貶低
blighted	disgust	0.523	秕
intolerance	disgust	0.523	不寬容
mistress	disgust	0.523	情婦
avarice	disgust	0.523	貪婪
disgraced	disgust	0.523	丟臉
derogation	disgust	0.523	減損
rubbish	disgust	0.523	垃圾
accusation	disgust	0.523	指控
incarceration	disgust	0.523	監禁
tortious	disgust	0.516	侵權的
dishonor	disgust	0.516	羞辱
stink	disgust	0.516	臭
grim	disgust	0.516	嚴峻
rob	disgust	0.516	搶
defraud	disgust	0.516	騙取
sump	disgust	0.516	油底殼
cringe	disgust	0.516	畏縮
vulture	disgust	0.516	禿鷲
deplorable	disgust	0.516	可悲的
mite	disgust	0.516	蟎蟲
eradication	disgust	0.516	根除
degrade	disgust	0.516	降級
gutter	disgust	0.516	排水溝
convict	disgust	0.516	定罪
remains	disgust	0.516	遺跡
betray	disgust	0.516	背叛
daemon	disgust	0.516	守護進程
sham	disgust	0.509	假
distasteful	disgust	0.508	令人反感
prisoner	disgust	0.508	囚犯
dreadfully	disgust	0.508	可怕地
worthless	disgust	0.508	一文不值
crude	disgust	0.508	原油
delirium	disgust	0.508	譫妄
incurable	disgust	0.508	無法治癒的
smelling	disgust	0.508	聞
idiocy	disgust	0.508	白痴
resentment	disgust	0.508	怨恨
bombed	disgust	0.508	轟炸
blob	disgust	0.508	斑點
cheat	disgust	0.508	欺騙
schizophrenia	disgust	0.508	精神分裂症
rejection	disgust	0.508	拒絕
belittle	disgust	0.508	貶低
glut	disgust	0.508	過剩
disaster	disgust	0.508	災難
distress	disgust	0.508	苦惱
pest	disgust	0.508	害蟲
endemic	disgust	0.508	地方病
theft	disgust	0.500	盜竊
banish	disgust	0.500	放逐
mire	disgust	0.500	泥潭
flagrant	disgust	0.500	明目張膽
derision	disgust	0.500	嘲笑
dirt	disgust	0.500	污垢
screaming	disgust	0.500	尖叫
offense	disgust	0.500	罪行
jealousy	disgust	0.500	妒忌
bribery	disgust	0.500	受賄
polemic	disgust	0.500	論戰
blight	disgust	0.500	枯萎病
impeach	disgust	0.500	劾
bitterness	disgust	0.500	苦味
taboo	disgust	0.500	忌諱
duress	disgust	0.500	脅迫
goblin	disgust	0.500	地精
shackle	disgust	0.500	枷鎖
idolatry	disgust	0.500	偶像崇拜
greed	disgust	0.500	貪婪
impurity	disgust	0.500	不純
tirade	disgust	0.500	長篇大論
idiot	disgust	0.492	笨蛋
boil	disgust	0.492	熬
unconscionable	disgust	0.492	不合情理的
disreputable	disgust	0.492	聲名狼藉
robber	disgust	0.492	強盜
malign	disgust	0.492	誹謗
wreck	disgust	0.492	破壞
recession	disgust	0.492	經濟衰退
gorge	disgust	0.492	峽谷
leer	disgust	0.492	斜視
ill	disgust	0.492	患病的
squirm	disgust	0.492	蠕動
raging	disgust	0.484	憤怒
servile	disgust	0.484	奴性的
mess	disgust	0.484	混亂
nappy	disgust	0.484	尿布
possessed	disgust	0.484	擁有
unbearable	disgust	0.484	難以忍受
occult	disgust	0.484	神秘的
contraband	disgust	0.484	違禁品
snarl	disgust	0.484	咆哮
mutiny	disgust	0.484	兵變
mad	disgust	0.484	瘋狂的
affliction	disgust	0.484	痛苦
stain	disgust	0.484	弄髒
animosity	disgust	0.484	敵意
contempt	disgust	0.484	鄙視
tramp	disgust	0.484	流浪漢
nepotism	disgust	0.484	裙帶關係
disrespectful	disgust	0.484	不敬
defamation	disgust	0.484	誹謗
inexcusable	disgust	0.484	不可原諒
aversation	disgust	0.484	厭惡
wasteful	disgust	0.484	浪費的
offender	disgust	0.484	罪犯
subjugation	disgust	0.484	征服
illegality	disgust	0.477	違法性
dismal	disgust	0.477	慘淡
criminal	disgust	0.477	刑事
unpleasant	disgust	0.477	不愉快
palsy	disgust	0.477	麻痺
antagonistic	disgust	0.477	敵對的
pathetic	disgust	0.477	可憐的
uncaring	disgust	0.477	漠不關心
suppression	disgust	0.477	抑制
immorality	disgust	0.477	不道德
mockery	disgust	0.477	嘲諷
outrage	disgust	0.469	暴行
mocking	disgust	0.469	嘲弄
wallow	disgust	0.469	泥坑
cough	disgust	0.469	咳嗽
arrogant	disgust	0.469	傲慢的
angry	disgust	0.469	生氣的
poverty	disgust	0.469	貧困
grating	disgust	0.469	光柵
livid	disgust	0.469	鐵青
aggravation	disgust	0.469	加重
repellent	disgust	0.469	驅蟲劑
perspiration	disgust	0.469	汗
banishment	disgust	0.469	流放
furious	disgust	0.469	狂怒
shoddy	disgust	0.469	粗製濫造
banshee	disgust	0.469	女妖
deceive	disgust	0.461	欺騙
fool	disgust	0.461	傻子
quack	disgust	0.461	嘎嘎
distorted	disgust	0.461	扭曲的
spider	disgust	0.461	蜘蛛
unjustifiable	disgust	0.461	無理
deplore	disgust	0.461	痛惜
spurious	disgust	0.461	虛假的
perdition	disgust	0.461	滅亡
muddy	disgust	0.461	渾
fraudulent	disgust	0.461	欺詐的
scar	disgust	0.461	瘢痕
prick	disgust	0.461	刺
insulting	disgust	0.461	侮辱
plunder	disgust	0.461	掠奪
recklessness	disgust	0.461	魯莽
stigma	disgust	0.453	柱頭
disparage	disgust	0.453	貶損
unthinkable	disgust	0.453	不可思議
disingenuous	disgust	0.453	不誠實的
bane	disgust	0.453	禍根
dishonest	disgust	0.453	不誠實
aphid	disgust	0.453	蚜
elimination	disgust	0.453	消除
cur	disgust	0.453	電流
selfish	disgust	0.453	自私
eschew	disgust	0.453	避開
dire	disgust	0.453	可怕的
indignation	disgust	0.453	憤慨
antipathy	disgust	0.453	反感
alienate	disgust	0.453	離間
mosquito	disgust	0.445	蚊子
piles	disgust	0.445	樁
pious	disgust	0.445	虔誠的
lie	disgust	0.445	說謊
opium	disgust	0.445	鴉片
smell	disgust	0.445	聞
iniquity	disgust	0.445	罪孽
caries	disgust	0.445	齲齒
despair	disgust	0.445	絕望
recalcitrant	disgust	0.445	頑固的
egotistical	disgust	0.445	自負的
wasted	disgust	0.445	浪費了
vacuous	disgust	0.445	空虛的
bankruptcy	disgust	0.445	破產
garish	disgust	0.445	扎眼
obnoxious	disgust	0.438	討厭的
ashamed	disgust	0.438	羞愧
abject	disgust	0.438	下賤的
sticky	disgust	0.438	黏
scream	disgust	0.438	尖叫
hopelessness	disgust	0.438	絕望
homeless	disgust	0.438	無家可歸
shun	disgust	0.438	順
inmate	disgust	0.438	犯人
alien	disgust	0.438	外星人
hog	disgust	0.438	豬
aversion	disgust	0.438	厭惡
abnormal	disgust	0.438	異常
cursing	disgust	0.430	咒罵
undesirable	disgust	0.430	不受歡迎的
denounce	disgust	0.430	聲討
witch	disgust	0.430	巫婆
creature	disgust	0.430	生物
lusty	disgust	0.430	精力充沛
illegal	disgust	0.430	非法的
debris	disgust	0.430	碎片
callous	disgust	0.430	冷酷
reflux	disgust	0.430	回流
adverse	disgust	0.430	不利的
shameless	disgust	0.430	不要臉
separatist	disgust	0.430	分裂主義者
trickery	disgust	0.430	詭計
falsity	disgust	0.430	虛假
pall	disgust	0.430	頗爾
defiance	disgust	0.430	蔑視
incredulous	disgust	0.430	難以置信
curse	disgust	0.430	詛咒
pompous	disgust	0.422	浮誇的
socialist	disgust	0.422	社會主義者
mistrust	disgust	0.422	不信任
infantile	disgust	0.422	嬰兒
wasting	disgust	0.422	浪費
hairy	disgust	0.422	毛茸茸
nicotine	disgust	0.422	尼古丁
denunciation	disgust	0.422	譴責
collapse	disgust	0.422	坍塌
untidy	disgust	0.422	襶
ferocious	disgust	0.422	兇猛
ammonia	disgust	0.422	氨
carelessness	disgust	0.422	疏忽
impure	disgust	0.422	不純的
contentious	disgust	0.422	有爭議的
bum	disgust	0.422	屁股
affront	disgust	0.422	冒犯
offend	disgust	0.422	得罪
tarnish	disgust	0.422	玷污
idiotic	disgust	0.422	白痴
badness	disgust	0.422	壞處
delinquent	disgust	0.422	拖欠
swarm	disgust	0.422	一群
hypertrophy	disgust	0.422	肥大
gush	disgust	0.422	噴
tasteless	disgust	0.422	無味
bovine	disgust	0.422	牛
slush	disgust	0.422	雪泥
litigious	disgust	0.414	訴訟
dishonesty	disgust	0.414	不誠實
vegetative	disgust	0.414	植物人
unfavorable	disgust	0.414	不利
displacency	disgust	0.414	位移
illegitimate	disgust	0.414	非法的
sour	disgust	0.414	酸的
socialism	disgust	0.414	社會主義
disobey	disgust	0.414	違
drivel	disgust	0.414	胡言亂語
vampire	disgust	0.414	吸血鬼
neglected	disgust	0.414	被忽視
murky	disgust	0.414	陰暗的
ignorant	disgust	0.406	無知
disgruntled	disgust	0.406	不滿
discontinuity	disgust	0.406	不連續性
dislike	disgust	0.406	不喜歡
unlawful	disgust	0.406	非法的
wrongdoing	disgust	0.406	不法行為
shoplifting	disgust	0.406	入店行竊
recidivism	disgust	0.406	累犯
outcast	disgust	0.406	棄兒
bogus	disgust	0.406	虛假
displeasure	disgust	0.406	不悅
repel	disgust	0.406	擊退
falsify	disgust	0.406	偽造
ungrateful	disgust	0.406	忘恩負義
unkind	disgust	0.406	刻薄
phony	disgust	0.406	假
prosecution	disgust	0.406	起訴
woe	disgust	0.398	禍不單行
averse	disgust	0.398	厭惡
loon	disgust	0.398	龍
worsening	disgust	0.398	惡化
paucity	disgust	0.398	稀缺
unnatural	disgust	0.398	不自然
amphetamines	disgust	0.398	苯丙胺類
senseless	disgust	0.398	無意義的
rigor	disgust	0.398	嚴格
subvert	disgust	0.398	顛覆
failure	disgust	0.398	失敗
lick	disgust	0.398	舔
unruly	disgust	0.398	不羈
woefully	disgust	0.398	悲慘地
stingy	disgust	0.398	小氣
crushing	disgust	0.398	粉碎
disdain	disgust	0.398	蔑視
insult	disgust	0.393	侮辱
averseness	disgust	0.391	厭惡
disrelish	disgust	0.391	不喜歡
punished	disgust	0.391	受到懲罰
critter	disgust	0.391	小動物
damage	disgust	0.391	損害
scorpion	disgust	0.391	蠍
diatribe	disgust	0.391	謾罵
muff	disgust	0.391	莫夫
farcical	disgust	0.391	滑稽的
antisocial	disgust	0.391	反社會
hardened	disgust	0.391	硬化
punishment	disgust	0.391	懲罰
bad	disgust	0.391	壞的
expel	disgust	0.391	驅逐
surly	disgust	0.383	粗暴
lament	disgust	0.383	哀嘆
illiterate	disgust	0.383	文盲
divorce	disgust	0.383	離婚
teeming	disgust	0.383	人山人海
plagiarism	disgust	0.383	抄襲
eviction	disgust	0.383	驅逐
orc	disgust	0.383	獸人
disappoint	disgust	0.383	辜負
shabby	disgust	0.383	破舊
presumptuous	disgust	0.383	放肆
anaconda	disgust	0.383	蟒蛇
discord	disgust	0.383	不和諧
guilt	disgust	0.383	有罪
fugitive	disgust	0.383	逃犯
irrational	disgust	0.383	非理性的
adder	disgust	0.383	加法器
fulsome	disgust	0.383	充實的
sacrifices	disgust	0.383	犧牲
hypocritical	disgust	0.383	虛偽
shock	disgust	0.375	震驚
alienation	disgust	0.375	異化
scoff	disgust	0.375	嘲笑
plight	disgust	0.375	困境
irritation	disgust	0.375	刺激
unworthy	disgust	0.375	不配
misconduct	disgust	0.375	不當行為
defective	disgust	0.375	有缺陷的
blame	disgust	0.375	責備
depressing	disgust	0.375	沉悶
dislocated	disgust	0.375	脫臼
irritating	disgust	0.375	惱人的
vainly	disgust	0.367	徒勞的
toad	disgust	0.367	蟾蜍
powerless	disgust	0.367	無力
