English Word	Emotion	Emotion-Intensity-Score	Bosnian Word
uncaring	disgust	0.477	bezbrižan
suppression	disgust	0.477	potiskivanje
immorality	disgust	0.477	nemoral
mockery	disgust	0.477	ruganje
outrage	disgust	0.469	zgražanje
mocking	disgust	0.469	podrugljivo
wallow	disgust	0.469	valjati se
cough	disgust	0.469	kašalj
arrogant	disgust	0.469	arogantan
angry	disgust	0.469	ljut
poverty	disgust	0.469	siromaštvo
grating	disgust	0.469	grating
livid	disgust	0.469	livid
aggravation	disgust	0.469	pogoršanje
repellent	disgust	0.469	repelent
perspiration	disgust	0.469	znojenje
banishment	disgust	0.469	progon
furious	disgust	0.469	bijesan
shoddy	disgust	0.469	loš
banshee	disgust	0.469	banshee
deceive	disgust	0.461	obmanuti
fool	disgust	0.461	budalo
quack	disgust	0.461	quack
distorted	disgust	0.461	iskrivljeno
spider	disgust	0.461	pauk
unjustifiable	disgust	0.461	neopravdano
deplore	disgust	0.461	žaliti
spurious	disgust	0.461	lažan
perdition	disgust	0.461	propast
muddy	disgust	0.461	blatnjavo
fraudulent	disgust	0.461	prevarantski
scar	disgust	0.461	ožiljak
prick	disgust	0.461	prick
insulting	disgust	0.461	uvredljivo
plunder	disgust	0.461	pljačkati
recklessness	disgust	0.461	bezobzirnost
stigma	disgust	0.453	stigma
disparage	disgust	0.453	omalovažavanje
unthinkable	disgust	0.453	nezamislivo
disingenuous	disgust	0.453	neiskren
bane	disgust	0.453	bane
dishonest	disgust	0.453	nepošten
aphid	disgust	0.453	lisne uši
elimination	disgust	0.453	eliminacija
cur	disgust	0.453	cur
selfish	disgust	0.453	sebičan
eschew	disgust	0.453	eschew
dire	disgust	0.453	strašno
indignation	disgust	0.453	ogorčenost
antipathy	disgust	0.453	antipatija
alienate	disgust	0.453	otuđiti
mosquito	disgust	0.445	komarac
piles	disgust	0.445	gomile
pious	disgust	0.445	pobožan
lie	disgust	0.445	laž
opium	disgust	0.445	opijum
smell	disgust	0.445	miris
iniquity	disgust	0.445	iniquity
caries	disgust	0.445	karijes
despair	disgust	0.445	očaj
recalcitrant	disgust	0.445	neposlušan
egotistical	disgust	0.445	egoističan
wasted	disgust	0.445	potrošeno
vacuous	disgust	0.445	prazan
bankruptcy	disgust	0.445	bankrot
garish	disgust	0.445	jarish
obnoxious	disgust	0.438	odvratno
ashamed	disgust	0.438	posramljen
abject	disgust	0.438	abject
sticky	disgust	0.438	lepljivo
scream	disgust	0.438	vrisak
hopelessness	disgust	0.438	beznađe
homeless	disgust	0.438	beskućnici
shun	disgust	0.438	kloni se
inmate	disgust	0.438	zatvorenik
alien	disgust	0.438	vanzemaljac
hog	disgust	0.438	svinja
aversion	disgust	0.438	averzija
abnormal	disgust	0.438	abnormalno
cursing	disgust	0.430	psovanje
undesirable	disgust	0.430	nepoželjan
denounce	disgust	0.430	denuncirati
witch	disgust	0.430	vještica
creature	disgust	0.430	stvorenje
lusty	disgust	0.430	lusty
illegal	disgust	0.430	ilegalno
debris	disgust	0.430	krhotine
callous	disgust	0.430	bešćutan
reflux	disgust	0.430	refluks
adverse	disgust	0.430	nepovoljno
shameless	disgust	0.430	bestidan
separatist	disgust	0.430	separatista
trickery	disgust	0.430	tricky
falsity	disgust	0.430	lažnost
pall	disgust	0.430	pall
defiance	disgust	0.430	prkos
incredulous	disgust	0.430	nevjerovatan
curse	disgust	0.430	prokletstvo
pompous	disgust	0.422	pompezan
socialist	disgust	0.422	socijalista
mistrust	disgust	0.422	nepoverenje
infantile	disgust	0.422	infantilno
wasting	disgust	0.422	rasipanje
hairy	disgust	0.422	dlakav
nicotine	disgust	0.422	nikotin
denunciation	disgust	0.422	denunciation
collapse	disgust	0.422	kolaps
untidy	disgust	0.422	neuredno
ferocious	disgust	0.422	svirepo
ammonia	disgust	0.422	amonijak
carelessness	disgust	0.422	nepažnjom
impure	disgust	0.422	nečist
contentious	disgust	0.422	sporan
bum	disgust	0.422	bum
affront	disgust	0.422	uvreda
offend	disgust	0.422	uvrijediti
tarnish	disgust	0.422	tarnish
idiotic	disgust	0.422	idiotski
badness	disgust	0.422	loše
delinquent	disgust	0.422	delikvent
swarm	disgust	0.422	roj
hypertrophy	disgust	0.422	hipertrofija
gush	disgust	0.422	gush
tasteless	disgust	0.422	bez ukusa
bovine	disgust	0.422	goveda
slush	disgust	0.422	bljuzgavica
litigious	disgust	0.414	parnični
dishonesty	disgust	0.414	nepoštenje
vegetative	disgust	0.414	vegetativno
unfavorable	disgust	0.414	nepovoljan
displacency	disgust	0.414	pomicanje
illegitimate	disgust	0.414	nelegitiman
sour	disgust	0.414	kiselo
socialism	disgust	0.414	socijalizam
disobey	disgust	0.414	ne poslušati
drivel	disgust	0.414	drskost
vampire	disgust	0.414	vampir
neglected	disgust	0.414	zanemaren
murky	disgust	0.414	mutan
ignorant	disgust	0.406	neznalica
disgruntled	disgust	0.406	nezadovoljan
discontinuity	disgust	0.406	diskontinuitet
dislike	disgust	0.406	dislike
unlawful	disgust	0.406	nezakonito
wrongdoing	disgust	0.406	pogrešno postupanje
shoplifting	disgust	0.406	krađa
recidivism	disgust	0.406	recidivizam
outcast	disgust	0.406	izopćenik
bogus	disgust	0.406	lažno
displeasure	disgust	0.406	nezadovoljstvo
repel	disgust	0.406	odbiti
falsify	disgust	0.406	falsificirati
ungrateful	disgust	0.406	nezahvalan
unkind	disgust	0.406	neljubazni
phony	disgust	0.406	lažni
prosecution	disgust	0.406	tužilaštvo
woe	disgust	0.398	jao
averse	disgust	0.398	averse
loon	disgust	0.398	loon
worsening	disgust	0.398	pogoršanje
paucity	disgust	0.398	oskudnost
unnatural	disgust	0.398	neprirodno
amphetamines	disgust	0.398	amfetamine
senseless	disgust	0.398	besmisleno
rigor	disgust	0.398	rigor
subvert	disgust	0.398	subvertirati
failure	disgust	0.398	neuspjeh
lick	disgust	0.398	lizati
unruly	disgust	0.398	neposlušan
woefully	disgust	0.398	žalosno
stingy	disgust	0.398	škrt
crushing	disgust	0.398	drobljenje
disdain	disgust	0.398	prezir
insult	disgust	0.393	uvreda
averseness	disgust	0.391	odbojnost
disrelish	disgust	0.391	disrelish
punished	disgust	0.391	kažnjen
critter	disgust	0.391	critter
damage	disgust	0.391	oštećenja
scorpion	disgust	0.391	škorpion
diatribe	disgust	0.391	dijatriba
muff	disgust	0.391	muff
farcical	disgust	0.391	farsičan
antisocial	disgust	0.391	antisocijalan
hardened	disgust	0.391	očvrsnuo
punishment	disgust	0.391	kazna
bad	disgust	0.391	loše
expel	disgust	0.391	izbaciti
surly	disgust	0.383	surly
lament	disgust	0.383	lament
illiterate	disgust	0.383	nepismen
divorce	disgust	0.383	razvod
teeming	disgust	0.383	vrvi
plagiarism	disgust	0.383	plagijat
eviction	disgust	0.383	deložacija
orc	disgust	0.383	orc
disappoint	disgust	0.383	razočarati
shabby	disgust	0.383	otrcan
presumptuous	disgust	0.383	drsko
anaconda	disgust	0.383	anakonda
discord	disgust	0.383	nesklad
guilt	disgust	0.383	krivica
fugitive	disgust	0.383	bjegunac
irrational	disgust	0.383	iracionalno
adder	disgust	0.383	guja
fulsome	disgust	0.383	fulsome
sacrifices	disgust	0.383	žrtve
hypocritical	disgust	0.383	licemjerno
shock	disgust	0.375	šok
alienation	disgust	0.375	otuđenje
scoff	disgust	0.375	rugati se
plight	disgust	0.375	nevolja
irritation	disgust	0.375	iritacija
unworthy	disgust	0.375	nedostojan
misconduct	disgust	0.375	nedolično ponašanje
defective	disgust	0.375	neispravan
blame	disgust	0.375	kriviti
depressing	disgust	0.375	depresivno
dislocated	disgust	0.375	dislocirano
irritating	disgust	0.375	iritantno
vainly	disgust	0.367	uzaludno
toad	disgust	0.367	žaba
powerless	disgust	0.367	nemoćan
coerce	disgust	0.367	prisiljavati
shuddering	disgust	0.367	drhteći
stripped	disgust	0.367	ogoljen
revoke	disgust	0.367	opozvati
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	nezdravo
exclusion	disgust	0.367	isključenje
disillusionment	disgust	0.367	razočaranje
blatant	disgust	0.367	očito
hurtful	disgust	0.367	bolno
hoax	disgust	0.367	prevara
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	zamka
squelch	disgust	0.367	squelch
deserted	disgust	0.359	napušteno
damn	disgust	0.359	prokletstvo
incompatible	disgust	0.359	nekompatibilno
dispose	disgust	0.359	dispose
oddity	disgust	0.359	oddity
rebellion	disgust	0.359	pobuna
ineptitude	disgust	0.359	nesposobnost
bug	disgust	0.359	bug
disobedience	disgust	0.359	neposlušnost
inept	disgust	0.352	inept
litigate	disgust	0.352	litigate
dismissal	disgust	0.352	otpuštanje
cutting	disgust	0.352	rezanje
untoward	disgust	0.352	untoward
displeased	disgust	0.352	nezadovoljan
censor	disgust	0.352	cenzor
ridiculous	disgust	0.352	smiješno
compost	disgust	0.352	kompost
frustrate	disgust	0.352	frustrirati
misbehavior	disgust	0.352	loše ponašanje
lawyer	disgust	0.352	advokat
crushed	disgust	0.352	zdrobljen
flesh	disgust	0.352	meso
uncertain	disgust	0.352	neizvjesno
obi	disgust	0.352	obi
flinch	disgust	0.352	lecnuti se
fierce	disgust	0.352	žestoko
wrongful	disgust	0.352	pogrešno
depreciate	disgust	0.344	deprecirati
disapprove	disgust	0.344	ne odobravam
tearful	disgust	0.344	plačljiv
grumble	disgust	0.336	gunđati
unsettled	disgust	0.336	nesređen
annoy	disgust	0.336	nervirati
exigent	disgust	0.336	exigent
heartsick	disgust	0.336	heartsick
lawsuit	disgust	0.336	tužba
discoloration	disgust	0.336	diskoloracija
lumpy	disgust	0.336	kvrgav
daft	disgust	0.336	daft
blunder	disgust	0.336	greška
discontent	disgust	0.336	nezadovoljstvo
bickering	disgust	0.336	prepirke
thoughtless	disgust	0.336	nepromišljeno
disliked	disgust	0.336	disliked
disinclination	disgust	0.336	nesklonost
distrust	disgust	0.336	nepovjerenje
disallowed	disgust	0.336	zabranjeno
instability	disgust	0.328	nestabilnost
hydrophobia	disgust	0.328	hidrofobija
whine	disgust	0.328	kukati
inhibit	disgust	0.328	naseliti
excluded	disgust	0.328	isključeno
provoking	disgust	0.328	provocira
grievance	disgust	0.328	pritužba
unmanageable	disgust	0.328	neupravljiv
sly	disgust	0.328	lukav
exasperation	disgust	0.328	ogorčenost
cacophony	disgust	0.328	kakofonija
unsatisfactory	disgust	0.328	nezadovoljavajuće
disappointed	disgust	0.328	razočaran
materialist	disgust	0.328	materijalista
misleading	disgust	0.321	obmanjujuće
mishap	disgust	0.320	nezgoda
soot	disgust	0.320	čađ
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	odreći se
annoyance	disgust	0.320	smetnja
disapproving	disgust	0.320	neodobravajući
disservice	disgust	0.320	medvjeđu uslugu
reproach	disgust	0.320	prijekor
confined	disgust	0.320	zatvoren
unequal	disgust	0.320	nejednako
rags	disgust	0.320	krpe
groan	disgust	0.320	stenjati
soil	disgust	0.312	tlo
inappropriate	disgust	0.312	neprikladan
criticize	disgust	0.312	kritikovati
disincline	disgust	0.312	disincline
theism	disgust	0.312	teizam
depreciated	disgust	0.312	amortizovano
inconsiderate	disgust	0.312	bezobziran
overpriced	disgust	0.312	preskupo
stomach	disgust	0.312	stomak
burke	disgust	0.312	burke
sneeze	disgust	0.312	kijati
gall	disgust	0.305	žuč
bang	disgust	0.305	bang
inadmissible	disgust	0.305	neprihvatljivo
unfriendly	disgust	0.305	unfriendly
unaccountable	disgust	0.305	neuračunljiv
disparity	disgust	0.305	disparitet
latent	disgust	0.305	latentno
disliking	disgust	0.305	disliking
shack	disgust	0.305	koliba
grumpy	disgust	0.305	mrzovoljan
coop	disgust	0.304	coop
disappointment	disgust	0.297	razočaranje
scold	disgust	0.297	grditi
delay	disgust	0.297	kašnjenje
congress	disgust	0.297	kongres
growling	disgust	0.297	režanje
backwards	disgust	0.297	unazad
soreness	disgust	0.297	bol
disregarded	disgust	0.297	zanemareno
rogue	disgust	0.297	skitnica
lonely	disgust	0.297	usamljen
notoriety	disgust	0.289	ozloglašenost
catechism	disgust	0.289	katekizam
flop	disgust	0.289	flop
infamous	disgust	0.289	zloglasno
janitor	disgust	0.289	domar
nettle	disgust	0.289	kopriva
saturated	disgust	0.281	zasićen
prohibited	disgust	0.281	zabranjeno
gaby	disgust	0.281	gaby
wince	disgust	0.281	wince
desist	disgust	0.281	odustati
unfair	disgust	0.281	nepravedno
aftermath	disgust	0.281	posljedice
remiss	disgust	0.281	remiss
tribunal	disgust	0.273	tribunal
discolored	disgust	0.273	obezbojen
wrangling	disgust	0.273	svađanje
uneasy	disgust	0.273	nelagodno
huff	disgust	0.273	huff
weird	disgust	0.266	čudno
impolite	disgust	0.266	nepristojan
swig	disgust	0.266	gutljaj
crawl	disgust	0.266	puzati
unsatisfied	disgust	0.266	nezadovoljan
inefficiency	disgust	0.266	neefikasnost
frantic	disgust	0.266	izbezumljen
bureaucrat	disgust	0.266	birokrata
politic	disgust	0.266	politika
coldness	disgust	0.266	hladnoća
gruff	disgust	0.258	grubo
octopus	disgust	0.258	hobotnica
chagrin	disgust	0.258	chagrin
barrow	disgust	0.258	barrow
copycat	disgust	0.258	copycat
incase	disgust	0.258	u slučaju
rascal	disgust	0.258	bitanga
sarcasm	disgust	0.258	sarkazam
instinctive	disgust	0.258	instinktivno
misconception	disgust	0.250	misconception
disinclined	disgust	0.250	nesklon
john	disgust	0.250	john
hulk	disgust	0.250	hulk
baboon	disgust	0.250	pavijan
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	cupping
lose	disgust	0.250	izgubiti
rook	disgust	0.242	top
entangled	disgust	0.242	upleten
gratuitous	disgust	0.242	gratuitous
scrub	disgust	0.242	piling
opponent	disgust	0.242	protivnik
tariff	disgust	0.242	tarifa
questionable	disgust	0.234	upitno
prolong	disgust	0.234	produžiti
reluctance	disgust	0.234	nevoljkost
lagging	disgust	0.234	zaostajanje
misstatement	disgust	0.234	pogrešno navođenje
resign	disgust	0.234	podneti ostavku
unlucky	disgust	0.234	nesrećni
backwardness	disgust	0.234	zaostalost
ineffectual	disgust	0.227	neefikasan
disqualified	disgust	0.227	diskvalifikovan
subsidy	disgust	0.227	subvencija
reversal	disgust	0.227	preokret
default	disgust	0.227	default
fussy	disgust	0.227	fussy
unpopular	disgust	0.227	nepopularan
petroleum	disgust	0.219	petroleum
intense	disgust	0.219	intenzivan
evade	disgust	0.219	evade
frowning	disgust	0.219	mršteći se
weight	disgust	0.219	težina
dame	disgust	0.219	dame
donkey	disgust	0.211	magarac
actionable	disgust	0.211	djelotvoran
tawny	disgust	0.211	žutosmeđe
unhappy	disgust	0.211	nesretan
dandy	disgust	0.203	dandy
birch	disgust	0.203	breza
speck	disgust	0.203	mrlja
hood	disgust	0.203	hood
owing	disgust	0.203	duguje
desert	disgust	0.203	pustinja
indifference	disgust	0.203	indiferentnost
awkwardness	disgust	0.203	nespretnost
rave	disgust	0.203	rave
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	nezgodno
howl	disgust	0.195	urlaj
dabbling	disgust	0.195	dabbling
morals	disgust	0.195	moral
misguided	disgust	0.195	pogrešno vođen
airs	disgust	0.195	airs
gelatin	disgust	0.195	želatin
fleece	disgust	0.195	runo
monochrome	disgust	0.195	jednobojni
lush	disgust	0.188	lush
celebrity	disgust	0.188	slavna ličnost
avoid	disgust	0.188	izbjegavati
gent	disgust	0.188	gent
stalemate	disgust	0.188	zastoj
lesser	disgust	0.188	manje
sunk	disgust	0.180	potonuo
nose	disgust	0.180	nos
laughable	disgust	0.180	smiješno
claimant	disgust	0.180	podnosilac zahteva
possession	disgust	0.180	posjedovanje
larger	disgust	0.164	veći
pregnancy	disgust	0.164	trudnoća
thrift	disgust	0.164	štedljivost
undoubted	disgust	0.164	nesumnjivo
mouthful	disgust	0.164	puna usta
hoot	disgust	0.164	hut
sentence	disgust	0.156	rečenica
misplace	disgust	0.156	misplace
clamor	disgust	0.156	galama
parrot	disgust	0.156	papagaj
obliging	disgust	0.156	obavezan
nameless	disgust	0.148	bezimeni
bummer	disgust	0.148	bummer
elf	disgust	0.141	elf
feeling	disgust	0.141	osjećaj
excellence	disgust	0.141	izvrsnost
gray	disgust	0.133	siva
asymmetry	disgust	0.133	asimetrija
turn	disgust	0.133	okreni se
clumsy	disgust	0.133	nespretan
stall	disgust	0.133	štand
bran	disgust	0.125	mekinje
finally	disgust	0.125	konačno
lord	disgust	0.125	lorde
nurture	disgust	0.117	njeguju
savor	disgust	0.117	savor
cove	disgust	0.117	uvala
winning	disgust	0.109	pobjeda
lemon	disgust	0.109	limun
powerful	disgust	0.102	moćan
glitter	disgust	0.094	glitter
interior	disgust	0.086	enterijer
mind	disgust	0.086	um
interested	disgust	0.078	zainteresovan
treat	disgust	0.078	tretirati
abundance	disgust	0.078	obilje
honest	disgust	0.055	pošten
kite	disgust	0.055	zmaj
humble	disgust	0.047	skroman
tree	disgust	0.039	drvo
torture	fear	0.984	mučenje
terrorist	fear	0.972	terorista
terrorists	fear	0.969	teroristi
horrific	fear	0.969	užasno
terrorism	fear	0.969	terorizam
suicidebombing	fear	0.967	samoubilačko bombardovanje
kill	fear	0.962	ubiti
homicidal	fear	0.959	ubistvena
catastrophe	fear	0.953	katastrofa
annihilate	fear	0.953	uništiti
murderer	fear	0.953	ubica
terror	fear	0.953	teror
dying	fear	0.948	umire
war	fear	0.942	rat
bombing	fear	0.938	bombardovanje
bomb	fear	0.935	bomba
missiles	fear	0.934	projektili
horror	fear	0.923	horor
brutality	fear	0.922	brutalnost
terrorize	fear	0.922	terorisati
horrified	fear	0.922	užasnut
bloodthirsty	fear	0.922	krvožedan
murderous	fear	0.920	ubilački
massacre	fear	0.911	masakr
terrifying	fear	0.906	zastrašujuće
fatality	fear	0.906	fatalnost
horrifying	fear	0.906	užasno
demon	fear	0.906	demon
mutilation	fear	0.906	sakaćenje
killing	fear	0.906	ubijanje
holocaust	fear	0.906	holokaust
assassinate	fear	0.906	atentat
terrified	fear	0.906	prestravljen
devastation	fear	0.906	devastacija
murder	fear	0.906	ubistvo
horrors	fear	0.906	užasi
suicidal	fear	0.898	samoubilački
assault	fear	0.891	napad
kidnap	fear	0.891	kidnap
slaughter	fear	0.891	klanje
crucifixion	fear	0.891	raspeće
doomed	fear	0.888	osuđen na propast
poisoned	fear	0.886	otrovan
suicide	fear	0.879	samoubistvo
explosion	fear	0.879	eksplozija
deadly	fear	0.875	smrtonosna
assassin	fear	0.875	assassin
annihilation	fear	0.875	uništenje
savagery	fear	0.875	divljaštvo
disaster	fear	0.875	katastrofa
threatening	fear	0.875	prijeteći
slaughtering	fear	0.875	klanje
disastrous	fear	0.875	katastrofalno
dismemberment	fear	0.875	rasparčavanje
suffocation	fear	0.875	gušenje
rape	fear	0.870	silovanje
hell	fear	0.860	pakao
homicide	fear	0.859	ubistvo
molestation	fear	0.859	zlostavljanje
bloodshed	fear	0.859	krvoproliće
barbaric	fear	0.859	varvarski
explosive	fear	0.859	eksplozivno
warfare	fear	0.859	ratovanje
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	tragedija
anthrax	fear	0.859	antraks
demonic	fear	0.859	demonski
executioner	fear	0.859	dželat
dread	fear	0.859	strah
guillotine	fear	0.859	giljotina
attacking	fear	0.859	napadajući
peril	fear	0.859	opasnost
slaughterhouse	fear	0.859	klaonica
annihilated	fear	0.859	uništen
suffocating	fear	0.858	gušeći se
treachery	fear	0.856	izdaja
fright	fear	0.853	strah
monster	fear	0.844	čudovište
traumatic	fear	0.844	traumatski
abomination	fear	0.844	odvratnost
apocalypse	fear	0.844	apokalipsa
slayer	fear	0.844	ubica
scare	fear	0.844	plašiti se
morgue	fear	0.844	mrtvačnica
painful	fear	0.844	bolno
frightened	fear	0.844	uplašen
vengeance	fear	0.844	osveta
scariest	fear	0.844	najstrašnije
destroying	fear	0.844	uništavajući
execution	fear	0.844	izvršenje
panicked	fear	0.844	uspaničen
petrified	fear	0.844	okamenjen
afraid	fear	0.844	uplašen
frightening	fear	0.844	zastrašujuće
drown	fear	0.844	utopiti se
bombardment	fear	0.844	bombardovanje
death	fear	0.843	smrt
chaos	fear	0.839	haos
ghastly	fear	0.836	grozno
evil	fear	0.833	zlo
