English Word	Emotion	Emotion-Intensity-Score	Shona Word
alien	disgust	0.438	mutorwa
hog	disgust	0.438	hogi
aversion	disgust	0.438	kuvenga
abnormal	disgust	0.438	abnormal
cursing	disgust	0.430	kutuka
undesirable	disgust	0.430	zvisingadiwi
denounce	disgust	0.430	shora
witch	disgust	0.430	muroyi
creature	disgust	0.430	chisikwa
lusty	disgust	0.430	lusty
illegal	disgust	0.430	zvisiri pamutemo
debris	disgust	0.430	marara
callous	disgust	0.430	kusava nehanya
reflux	disgust	0.430	reflux
adverse	disgust	0.430	adverse
shameless	disgust	0.430	vasina nyadzi
separatist	disgust	0.430	separatist
trickery	disgust	0.430	trickery
falsity	disgust	0.430	nhema
pall	disgust	0.430	pall
defiance	disgust	0.430	defiance
incredulous	disgust	0.430	incredulous
curse	disgust	0.430	tuka
pompous	disgust	0.422	kuzvikudza
socialist	disgust	0.422	socialist
mistrust	disgust	0.422	kusavimba
infantile	disgust	0.422	infantile
wasting	disgust	0.422	kutambisa
hairy	disgust	0.422	bvudzi
nicotine	disgust	0.422	chikakananda
denunciation	disgust	0.422	kushora
collapse	disgust	0.422	kuparara
untidy	disgust	0.422	untidy
ferocious	disgust	0.422	ferocious
ammonia	disgust	0.422	ammonia
carelessness	disgust	0.422	kusava nehanya
impure	disgust	0.422	asina kuchena
contentious	disgust	0.422	kukakavara
bum	disgust	0.422	bum
affront	disgust	0.422	kuzvidza
offend	disgust	0.422	kugumbura
tarnish	disgust	0.422	tarnish
idiotic	disgust	0.422	idiotic
badness	disgust	0.422	kuipa
delinquent	disgust	0.422	delinquent
swarm	disgust	0.422	swarm
hypertrophy	disgust	0.422	hypertrophy
gush	disgust	0.422	gush
tasteless	disgust	0.422	isina kunaka
bovine	disgust	0.422	bovine
slush	disgust	0.422	slush
litigious	disgust	0.414	mhosva
dishonesty	disgust	0.414	kusavimbika
vegetative	disgust	0.414	vegetative
unfavorable	disgust	0.414	zvisina kunaka
displacency	disgust	0.414	displacency
illegitimate	disgust	0.414	zvisiri pamutemo
sour	disgust	0.414	sour
socialism	disgust	0.414	socialism
disobey	disgust	0.414	kusateerera
drivel	disgust	0.414	drivel
vampire	disgust	0.414	vampire
neglected	disgust	0.414	kuregeredzwa
murky	disgust	0.414	murky
ignorant	disgust	0.406	kusaziva
disgruntled	disgust	0.406	disgruntled
discontinuity	disgust	0.406	discontinuity
dislike	disgust	0.406	kusada
unlawful	disgust	0.406	zvisiri pamutemo
wrongdoing	disgust	0.406	kuita zvakaipa
shoplifting	disgust	0.406	kuba muzvitoro
recidivism	disgust	0.406	recidivism
outcast	disgust	0.406	outcast
bogus	disgust	0.406	bogus
displeasure	disgust	0.406	kusafara
repel	disgust	0.406	dzinga
falsify	disgust	0.406	nhema
ungrateful	disgust	0.406	vasingaongi
unkind	disgust	0.406	vasina mutsa
phony	disgust	0.406	phony
prosecution	disgust	0.406	mhosva
woe	disgust	0.398	nhamo
averse	disgust	0.398	averse
loon	disgust	0.398	loon
worsening	disgust	0.398	kuipa
paucity	disgust	0.398	paucity
unnatural	disgust	0.398	zvisiri zvechisikigo
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	vasina njere
rigor	disgust	0.398	rigor
subvert	disgust	0.398	subvert
failure	disgust	0.398	kukundikana
lick	disgust	0.398	lick
unruly	disgust	0.398	vasingadzoreki
woefully	disgust	0.398	zvinosiririsa
stingy	disgust	0.398	stingy
crushing	disgust	0.398	kupwanya
disdain	disgust	0.398	kushora
insult	disgust	0.393	kutukana
averseness	disgust	0.391	averseness
disrelish	disgust	0.391	disrelish
punished	disgust	0.391	kurangwa
critter	disgust	0.391	critter
damage	disgust	0.391	kukuvara
scorpion	disgust	0.391	chinyavada
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	farcical
antisocial	disgust	0.391	antisocial
hardened	disgust	0.391	yakaoma
punishment	disgust	0.391	kurangwa
bad	disgust	0.391	zvakaipa
expel	disgust	0.391	dzinga
surly	disgust	0.383	surly
lament	disgust	0.383	kuchema
illiterate	disgust	0.383	vasingagoni kuverenga
divorce	disgust	0.383	kurambana
teeming	disgust	0.383	yakazara
plagiarism	disgust	0.383	plagiarism
eviction	disgust	0.383	kudzingwa
orc	disgust	0.383	orc
disappoint	disgust	0.383	disappoint
shabby	disgust	0.383	shabby
presumptuous	disgust	0.383	vanozvikudza
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	kusawirirana
guilt	disgust	0.383	mhosva
fugitive	disgust	0.383	mupoteri
irrational	disgust	0.383	zvisina musoro
adder	disgust	0.383	adder
fulsome	disgust	0.383	fulsome
sacrifices	disgust	0.383	zvibayiro
hypocritical	disgust	0.383	vanyengeri
shock	disgust	0.375	kuvhunduka
alienation	disgust	0.375	Alienation
scoff	disgust	0.375	kuseka
plight	disgust	0.375	dambudziko
irritation	disgust	0.375	irritation
unworthy	disgust	0.375	asina kufanira
misconduct	disgust	0.375	kusazvibata
defective	disgust	0.375	defective
blame	disgust	0.375	mhosva
depressing	disgust	0.375	kuora mwoyo
dislocated	disgust	0.375	dislocated
irritating	disgust	0.375	zvinogumbura
vainly	disgust	0.367	pasina
toad	disgust	0.367	toad
powerless	disgust	0.367	vasina simba
coerce	disgust	0.367	kumanikidza
shuddering	disgust	0.367	kudedera
stripped	disgust	0.367	stripped
revoke	disgust	0.367	revoke
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	zvisina kunaka
exclusion	disgust	0.367	kusabatanidzwa
disillusionment	disgust	0.367	kuora mwoyo
blatant	disgust	0.367	blatant
hurtful	disgust	0.367	zvinokuvadza
hoax	disgust	0.367	hoax
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	gomba
squelch	disgust	0.367	squelch
deserted	disgust	0.359	deserted
damn	disgust	0.359	damn
incompatible	disgust	0.359	zvisingaenderani
dispose	disgust	0.359	kurasa
oddity	disgust	0.359	oddity
rebellion	disgust	0.359	chimurenga
ineptitude	disgust	0.359	kusaziva
bug	disgust	0.359	bug
disobedience	disgust	0.359	kusateerera
inept	disgust	0.352	inept
litigate	disgust	0.352	litigate
dismissal	disgust	0.352	kudzingwa basa
cutting	disgust	0.352	kucheka
untoward	disgust	0.352	zvisingatarisirwi
displeased	disgust	0.352	kusafara
censor	disgust	0.352	censor
ridiculous	disgust	0.352	ridiculous
compost	disgust	0.352	manyowa
frustrate	disgust	0.352	frustrate
misbehavior	disgust	0.352	kusazvibata
lawyer	disgust	0.352	Gweta
crushed	disgust	0.352	kupwanyiwa
flesh	disgust	0.352	nyama
uncertain	disgust	0.352	kusava nechokwadi
obi	disgust	0.352	obi
flinch	disgust	0.352	flinch
fierce	disgust	0.352	vanotyisa
wrongful	disgust	0.352	zvakaipa
depreciate	disgust	0.344	depreciate
disapprove	disgust	0.344	kusatendera
tearful	disgust	0.344	misodzi
grumble	disgust	0.336	grumble
unsettled	disgust	0.336	kusagadzikana
annoy	disgust	0.336	annoy
exigent	disgust	0.336	exigent
heartsick	disgust	0.336	heartsick
lawsuit	disgust	0.336	mhosva
discoloration	disgust	0.336	discoloration
lumpy	disgust	0.336	lumpy
daft	disgust	0.336	daft
blunder	disgust	0.336	blunder
discontent	disgust	0.336	kusagutsikana
bickering	disgust	0.336	kukakavara
thoughtless	disgust	0.336	vasina kufunga
disliked	disgust	0.336	kusada
disinclination	disgust	0.336	disinclination
distrust	disgust	0.336	kusavimba
disallowed	disgust	0.336	zvisingabvumirwe
instability	disgust	0.328	kusagadzikana
hydrophobia	disgust	0.328	hydrophobia
whine	disgust	0.328	kuchema
inhibit	disgust	0.328	inhibit
excluded	disgust	0.328	kunze
provoking	disgust	0.328	kudenha
grievance	disgust	0.328	chichemo
unmanageable	disgust	0.328	zvisingatarisike
sly	disgust	0.328	sly
exasperation	disgust	0.328	kutsamwa
cacophony	disgust	0.328	cacophony
unsatisfactory	disgust	0.328	kusagutsikana
disappointed	disgust	0.328	kuodzwa mwoyo
materialist	disgust	0.328	vanoda zvinhu
misleading	disgust	0.321	kurasisa
mishap	disgust	0.320	mishap
soot	disgust	0.320	soot
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	disclaim
annoyance	disgust	0.320	kusvotwa
disapproving	disgust	0.320	kusatendera
disservice	disgust	0.320	kusaremekedza
reproach	disgust	0.320	kunyadziswa
confined	disgust	0.320	kuvharirwa
unequal	disgust	0.320	kusaenzana
rags	disgust	0.320	mamvemve
groan	disgust	0.320	gomera
soil	disgust	0.312	ivhu
inappropriate	disgust	0.312	zvisina kufanira
criticize	disgust	0.312	shora
disincline	disgust	0.312	disinline
theism	disgust	0.312	theism
depreciated	disgust	0.312	depreciated
inconsiderate	disgust	0.312	vasina hanya
overpriced	disgust	0.312	overpriced
stomach	disgust	0.312	dumbu
burke	disgust	0.312	burke
sneeze	disgust	0.312	hwihwidza
gall	disgust	0.305	nduru
bang	disgust	0.305	bang
inadmissible	disgust	0.305	zvisingabvumirwe
unfriendly	disgust	0.305	vasina ushamwari
unaccountable	disgust	0.305	unaccountable
disparity	disgust	0.305	kusiyana
latent	disgust	0.305	latent
disliking	disgust	0.305	kusada
shack	disgust	0.305	shack
grumpy	disgust	0.305	grumpy
coop	disgust	0.304	coop
disappointment	disgust	0.297	kuora mwoyo
scold	disgust	0.297	tsiura
delay	disgust	0.297	delay
congress	disgust	0.297	congress
growling	disgust	0.297	kuchema
backwards	disgust	0.297	kumashure
soreness	disgust	0.297	kurwadziwa
disregarded	disgust	0.297	vasina hanya
rogue	disgust	0.297	rogue
lonely	disgust	0.297	kusurukirwa
notoriety	disgust	0.289	notoriety
catechism	disgust	0.289	katekisimu
flop	disgust	0.289	flop
infamous	disgust	0.289	mukurumbira wakashata
janitor	disgust	0.289	janitor
nettle	disgust	0.289	nettle
saturated	disgust	0.281	saturated
prohibited	disgust	0.281	kurambidzwa
gaby	disgust	0.281	gaby
wince	disgust	0.281	wince
desist	disgust	0.281	deist
unfair	disgust	0.281	unfair
aftermath	disgust	0.281	aftermath
remiss	disgust	0.281	remiss
tribunal	disgust	0.273	tribunal
discolored	disgust	0.273	discolored
wrangling	disgust	0.273	kukakavara
uneasy	disgust	0.273	kusagadzikana
huff	disgust	0.273	huff
weird	disgust	0.266	weird
impolite	disgust	0.266	vasina tsika
swig	disgust	0.266	swig
crawl	disgust	0.266	crawl
unsatisfied	disgust	0.266	kusagutsikana
inefficiency	disgust	0.266	kusagona basa
frantic	disgust	0.266	frantic
bureaucrat	disgust	0.266	bureaucrat
politic	disgust	0.266	zvematongerwo enyika
coldness	disgust	0.266	kutonhora
gruff	disgust	0.258	gruff
octopus	disgust	0.258	octopus
chagrin	disgust	0.258	chagrin
barrow	disgust	0.258	barrow
copycat	disgust	0.258	copycat
incase	disgust	0.258	zvikazo
rascal	disgust	0.258	rascal
sarcasm	disgust	0.258	kutsvinya
instinctive	disgust	0.258	chisikirwo
misconception	disgust	0.250	kusanzwisisa
disinclined	disgust	0.250	disinclined
john	disgust	0.250	john
hulk	disgust	0.250	hulk
baboon	disgust	0.250	mfene
shanghai	disgust	0.250	shanghai
cupping	disgust	0.250	cuping
lose	disgust	0.250	kurasikirwa
rook	disgust	0.242	rook
entangled	disgust	0.242	entangled
gratuitous	disgust	0.242	pasina
scrub	disgust	0.242	korobha
opponent	disgust	0.242	muvengi
tariff	disgust	0.242	tariff
questionable	disgust	0.234	mubvunzo
prolong	disgust	0.234	kurebesa
reluctance	disgust	0.234	kusada
lagging	disgust	0.234	lagging
misstatement	disgust	0.234	kukanganisa
resign	disgust	0.234	resign
unlucky	disgust	0.234	urombo
backwardness	disgust	0.234	kudzokera shure
ineffectual	disgust	0.227	kusashanda
disqualified	disgust	0.227	disqualified
subsidy	disgust	0.227	subsidy
reversal	disgust	0.227	reversal
default	disgust	0.227	default
fussy	disgust	0.227	fussy
unpopular	disgust	0.227	asingafarirwe
petroleum	disgust	0.219	peturu
intense	disgust	0.219	intense
evade	disgust	0.219	evade
frowning	disgust	0.219	kufinyamisa kumeso
weight	disgust	0.219	uremu
dame	disgust	0.219	dame
donkey	disgust	0.211	mbongoro
actionable	disgust	0.211	zvinogoneka
tawny	disgust	0.211	tawny
unhappy	disgust	0.211	kusafara
dandy	disgust	0.203	dandy
birch	disgust	0.203	birch
speck	disgust	0.203	speck
hood	disgust	0.203	hood
owing	disgust	0.203	chikwereti
desert	disgust	0.203	desert
indifference	disgust	0.203	kusava nehanya
awkwardness	disgust	0.203	kusagadzikana
rave	disgust	0.203	rave
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	inconvenient
howl	disgust	0.195	chema
dabbling	disgust	0.195	kutamba
morals	disgust	0.195	tsika
misguided	disgust	0.195	misguided
airs	disgust	0.195	airs
gelatin	disgust	0.195	gelatin
fleece	disgust	0.195	mvere
monochrome	disgust	0.195	monochrome
lush	disgust	0.188	lush
celebrity	disgust	0.188	mukurumbira
avoid	disgust	0.188	avoid
gent	disgust	0.188	gent
stalemate	disgust	0.188	stalemate
lesser	disgust	0.188	zvishoma
sunk	disgust	0.180	sunk
nose	disgust	0.180	mhino
laughable	disgust	0.180	laughable
claimant	disgust	0.180	anoda
possession	disgust	0.180	pfuma
larger	disgust	0.164	hombe
pregnancy	disgust	0.164	pamuviri
thrift	disgust	0.164	thrift
undoubted	disgust	0.164	pasina mubvunzo
mouthful	disgust	0.164	muromo
hoot	disgust	0.164	hoot
sentence	disgust	0.156	chirevo
misplace	disgust	0.156	misplace
clamor	disgust	0.156	clamor
parrot	disgust	0.156	parrot
obliging	disgust	0.156	kusungirwa
nameless	disgust	0.148	asina zita
bummer	disgust	0.148	bummer
elf	disgust	0.141	elf
feeling	disgust	0.141	kunzwa
excellence	disgust	0.141	kunaka
gray	disgust	0.133	gireyi
asymmetry	disgust	0.133	asymmetry
turn	disgust	0.133	tendeuka
clumsy	disgust	0.133	clumsy
stall	disgust	0.133	stall
bran	disgust	0.125	bran
finally	disgust	0.125	pakupedzisira
lord	disgust	0.125	ishe
nurture	disgust	0.117	kurera
savor	disgust	0.117	savour
cove	disgust	0.117	cove
winning	disgust	0.109	kukunda
lemon	disgust	0.109	ndimu
powerful	disgust	0.102	simba
glitter	disgust	0.094	kupenya
interior	disgust	0.086	mukati
mind	disgust	0.086	pfungwa
interested	disgust	0.078	kufarira
treat	disgust	0.078	kubata
abundance	disgust	0.078	kuwanda
honest	disgust	0.055	kutendeka
kite	disgust	0.055	kite
humble	disgust	0.047	humble
tree	disgust	0.039	muti
torture	fear	0.984	kutambudza
terrorist	fear	0.972	gandanga
terrorists	fear	0.969	magandanga
horrific	fear	0.969	zvinotyisa
terrorism	fear	0.969	ugandanga
suicidebombing	fear	0.967	kuzviuraya
kill	fear	0.962	kuuraya
homicidal	fear	0.959	kuuraya
catastrophe	fear	0.953	njodzi
annihilate	fear	0.953	paradza
murderer	fear	0.953	mhondi
terror	fear	0.953	kutya
dying	fear	0.948	kufa
war	fear	0.942	hondo
bombing	fear	0.938	kubhomba
bomb	fear	0.935	bhomba
missiles	fear	0.934	zvombo zvinokandwa
horror	fear	0.923	horror
brutality	fear	0.922	hutsinye
terrorize	fear	0.922	kutya
horrified	fear	0.922	kutya
bloodthirsty	fear	0.922	vane nyota yeropa
murderous	fear	0.920	mhondi
massacre	fear	0.911	kuuraya
terrifying	fear	0.906	zvinotyisa
fatality	fear	0.906	kufa
horrifying	fear	0.906	zvinotyisa
demon	fear	0.906	dhimoni
mutilation	fear	0.906	kuchekeresa
killing	fear	0.906	kuuraya
holocaust	fear	0.906	holocaust
assassinate	fear	0.906	kuuraya
terrified	fear	0.906	kutya
devastation	fear	0.906	kuparadza
murder	fear	0.906	kuuraya
horrors	fear	0.906	zvinotyisa
suicidal	fear	0.898	kuzviuraya
assault	fear	0.891	kurova
kidnap	fear	0.891	kidnap
slaughter	fear	0.891	kuuraya
crucifixion	fear	0.891	kurovererwa
doomed	fear	0.888	kuparadzwa
poisoned	fear	0.886	poisoned
suicide	fear	0.879	kuzviuraya
explosion	fear	0.879	kuputika
deadly	fear	0.875	zvinouraya
assassin	fear	0.875	mhondi
annihilation	fear	0.875	kuparadzwa
savagery	fear	0.875	hutsinye
disaster	fear	0.875	njodzi
threatening	fear	0.875	kutyisidzira
slaughtering	fear	0.875	kuuraya
disastrous	fear	0.875	njodzi
dismemberment	fear	0.875	kugurwa
suffocation	fear	0.875	kutadza kufema
rape	fear	0.870	kubata chibharo
hell	fear	0.860	gehena
homicide	fear	0.859	kuuraya
molestation	fear	0.859	kushungurudza
bloodshed	fear	0.859	kudeuka kweropa
barbaric	fear	0.859	barbaric
explosive	fear	0.859	zvinoputika
warfare	fear	0.859	hondo
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	nhamo
anthrax	fear	0.859	chigwadara
demonic	fear	0.859	zvemadhimoni
executioner	fear	0.859	muurayi
dread	fear	0.859	dread
guillotine	fear	0.859	guillotine
attacking	fear	0.859	kurwisa
peril	fear	0.859	njodzi
slaughterhouse	fear	0.859	imba yokuurayira
annihilated	fear	0.859	annihilated
suffocating	fear	0.858	kudzipwa
treachery	fear	0.856	kunyengera
fright	fear	0.853	kutya
monster	fear	0.844	monster
traumatic	fear	0.844	traumatic
abomination	fear	0.844	chinonyangadza
apocalypse	fear	0.844	apocalypse
slayer	fear	0.844	muurayi
scare	fear	0.844	kutya
morgue	fear	0.844	morgue
painful	fear	0.844	zvinorwadza
frightened	fear	0.844	kutya
vengeance	fear	0.844	kutsiva
scariest	fear	0.844	scariest
destroying	fear	0.844	kuparadza
execution	fear	0.844	kuuraya
panicked	fear	0.844	akavhunduka
petrified	fear	0.844	kutyisidzirwa
afraid	fear	0.844	kutya
frightening	fear	0.844	zvinotyisa
drown	fear	0.844	nyura
bombardment	fear	0.844	bombardment
death	fear	0.843	rufu
chaos	fear	0.839	chaos
ghastly	fear	0.836	zvakaipa
evil	fear	0.833	zvakaipa
intruder	fear	0.828	mupandiri
hellish	fear	0.828	hellish
brutal	fear	0.828	hutsinye
cancer	fear	0.828	kenza
devil	fear	0.828	dhiyabhorosi
grenade	fear	0.828	grenade
eradication	fear	0.828	eradication
frighten	fear	0.828	kutya
explode	fear	0.828	putika
assassination	fear	0.828	kuurayiwa
fatal	fear	0.828	zvinouraya
paralyze	fear	0.828	paralyze
gunmen	fear	0.828	pfuti
violently	fear	0.828	nechisimba
nightmare	fear	0.828	hope dzakaipa
doomsday	fear	0.828	doomsday
doom	fear	0.828	kuparadzwa
manslaughter	fear	0.828	kuuraya
fear	fear	0.828	kutya
kidnapped	fear	0.828	kidnapped
trauma	fear	0.828	trauma
morbidity	fear	0.820	chirwere
crippling	fear	0.817	chirema
savage	fear	0.814	savage
shooting	fear	0.812	kupfura
quake	fear	0.812	kudengenyeka
poisonous	fear	0.812	chepfu
damnation	fear	0.812	kutongwa
violence	fear	0.812	mhirizhonga
destructive	fear	0.812	zvinoparadza
aggressor	fear	0.812	murwi
suffering	fear	0.812	kutambura
violent	fear	0.812	zvechisimba
frightful	fear	0.812	zvinotyisa
crushed	fear	0.812	kupwanyiwa
earthquake	fear	0.812	kudengenyeka kwenyika
heartattack	fear	0.812	kumira kurova kwemoyo
hurricane	fear	0.811	dutu
imprisoned	fear	0.811	kusungwa
exterminate	fear	0.810	exterminate
fearing	fear	0.808	kutya
hemorrhage	fear	0.807	kubuda ropa
torment	fear	0.806	kutambudzika
lethal	fear	0.806	zvinouraya
venom	fear	0.804	uturu
claustrophobia	fear	0.803	claustrophobia
snakes	fear	0.802	nyoka
danger	fear	0.802	ngozi
exorcism	fear	0.800	kudzinga mweya yakaipa
obliterated	fear	0.800	obliterated
robbery	fear	0.800	umbavha
terrifies	fear	0.798	zvinotyisa
cyanide	fear	0.797	cyanide
incurable	fear	0.797	isingarapike
anxietyattack	fear	0.797	kunetseka kurwiswa
mortality	fear	0.797	kufa
attack	fear	0.797	kurwisa
monstrosity	fear	0.797	monstrosity
extermination	fear	0.797	kuparadzwa
bombers	fear	0.797	vanobhomba
harmful	fear	0.797	zvinokuvadza
persecution	fear	0.797	kutambudzwa
biggestfear	fear	0.797	kutya kukuru
poison	fear	0.797	poison
cruelty	fear	0.797	utsinye
hysteria	fear	0.797	hysteria
destruction	fear	0.797	kuparadza
dreadfully	fear	0.796	zvinotyisa
arson	fear	0.794	kupisa moto
devastate	fear	0.792	devastate
tyrant	fear	0.788	mudzvinyiriri
warcrimes	fear	0.785	mhosva dzehondo
perish	fear	0.784	kuparara
feared	fear	0.782	kutya
maniac	fear	0.781	maniac
bloody	fear	0.781	ropa
freakingout	fear	0.781	freakingout
warlike	fear	0.781	sehondo
rampage	fear	0.781	rampage
screaming	fear	0.781	kuchema
lifeless	fear	0.781	vasina upenyu
enslaved	fear	0.781	varanda
venomous	fear	0.781	uturu
snake	fear	0.776	nyoka
epidemic	fear	0.776	chirwere chapararira munzvimbo
panicattack	fear	0.774	panicattack
crisis	fear	0.766	dambudziko
hazardous	fear	0.766	zvine ngozi
fearful	fear	0.766	kutya
dangerously	fear	0.766	zvine ngozi
shipwreck	fear	0.766	kuputsika kwechikepe
scary	fear	0.766	zvinotyisa
tumor	fear	0.766	bundu
invader	fear	0.766	invader
invade	fear	0.766	invade
die	fear	0.766	kufa
detonate	fear	0.766	detonate
violation	fear	0.766	kukanganisa
reprisal	fear	0.766	kutsiva
criminal	fear	0.766	tsotsi
riot	fear	0.766	bongozozo
obliterate	fear	0.766	obliterate
inferno	fear	0.766	inferno
leprosy	fear	0.766	maperembudzi
jihad	fear	0.766	jihad
ohshit	fear	0.766	ohshit
