English Word	Emotion	Emotion-Intensity-Score	Javanese Word
betrayal	disgust	0.617	ngiyanati
loathe	disgust	0.617	kangen
wench	disgust	0.617	cah wadon
infect	disgust	0.617	nginfèksi
violently	disgust	0.609	kanthi kasar
brothel	disgust	0.609	omah bordil
drool	disgust	0.609	nglirik
bleeding	disgust	0.609	getihen
deform	disgust	0.609	deform
ghetto	disgust	0.609	ghetto
sabotage	disgust	0.609	sabotase
venomous	disgust	0.609	berbisa
abhor	disgust	0.609	nistha
slander	disgust	0.609	fitnah
hostile	disgust	0.609	musuhan
musty	disgust	0.602	apak
illicit	disgust	0.602	haram
ugliness	disgust	0.602	awon
unwashed	disgust	0.602	ora dikumbah
swampy	disgust	0.602	rawa-rawa
deprivation	disgust	0.602	kekurangan
poaching	disgust	0.602	perburuan
hag	disgust	0.602	hag
infidel	disgust	0.602	kafir
imprisonment	disgust	0.602	pakunjaran
traitor	disgust	0.602	pengkhianat
lunacy	disgust	0.602	edan
queasiness	disgust	0.594	rasa mual
hostility	disgust	0.594	memungsuhan
repelling	disgust	0.594	ngusir
intoxicated	disgust	0.594	mabuk
thug	disgust	0.594	preman
catastrophe	disgust	0.594	musibah
lunatic	disgust	0.594	wong edan
misery	disgust	0.594	kasangsaran
venom	disgust	0.594	racun
butcher	disgust	0.594	tukang jagal
toilet	disgust	0.594	jamban
blister	disgust	0.594	blister
lurid	disgust	0.594	ngeri
slug	disgust	0.594	slug
gut	disgust	0.594	usus
sinner	disgust	0.594	wong dosa
deceitful	disgust	0.594	ngapusi
epidemic	disgust	0.594	wabah
deteriorated	disgust	0.586	rusak
lavatory	disgust	0.586	jamban
unclean	disgust	0.586	najis
prostitute	disgust	0.586	perek
incubus	disgust	0.586	incubus
appalling	disgust	0.586	nggegirisi
dreadful	disgust	0.586	ngeri
pornography	disgust	0.586	pornografi
harass	disgust	0.586	ngganggu
squeamish	disgust	0.578	sregep
expulsion	disgust	0.578	ngusir
unfaithful	disgust	0.578	ora setya
offensive	disgust	0.578	nyerang
hypocrite	disgust	0.578	wong munafik
humiliating	disgust	0.578	ngremehake
larceny	disgust	0.578	rampokan
ruinous	disgust	0.578	ngrusak
retard	disgust	0.578	ngalang-alangi
rash	disgust	0.578	rame
flea	disgust	0.578	kutu
debauchery	disgust	0.578	debauchery
fiend	disgust	0.578	setan
quagmire	disgust	0.578	rawa
conspirator	disgust	0.578	konspirator
sick	disgust	0.578	lara
mangle	disgust	0.578	mangle
dogsick	disgust	0.570	mabuk asu
egregious	disgust	0.570	ngeri
flog	disgust	0.570	cemeng
despise	disgust	0.570	ngremehake
treacherous	disgust	0.570	cidra
oppress	disgust	0.570	nindhes
swamp	disgust	0.570	rawa
messy	disgust	0.570	kacau
spit	disgust	0.570	ngidoni
dank	disgust	0.570	dank
bastard	disgust	0.570	bajingan
devastating	disgust	0.570	ngrusak
serpent	disgust	0.570	ula
loo	disgust	0.562	loo
indecent	disgust	0.562	ora sopan
insanity	disgust	0.562	edan
stealing	disgust	0.562	nyolong
terrible	disgust	0.562	elek
tyrannical	disgust	0.562	tirani
humiliation	disgust	0.562	asor
snake	disgust	0.562	ula
sloppy	disgust	0.562	kesel
sinning	disgust	0.562	dosa
harmful	disgust	0.562	mbebayani
harlot	disgust	0.562	perek
sordid	disgust	0.562	nakal
enemy	disgust	0.562	mungsuh
alcoholism	disgust	0.562	alkoholisme
awful	disgust	0.562	nggegirisi
ruthless	disgust	0.562	kejem
scoundrel	disgust	0.562	bajingan
bloody	disgust	0.555	getihen
flabby	disgust	0.555	lembek
odious	disgust	0.555	nakal
beastly	disgust	0.555	galak
collusion	disgust	0.555	kolusi
ridicule	disgust	0.555	ngece
discriminating	disgust	0.555	diskriminasi
unattractive	disgust	0.555	ora atraktif
insufferable	disgust	0.555	ora tahan
segregate	disgust	0.555	misahake
arsenic	disgust	0.555	arsenik
threatening	disgust	0.555	ngancam
atrophy	disgust	0.555	atrofi
varicella	disgust	0.555	varicella
slayer	disgust	0.555	tukang mateni
distaste	disgust	0.555	ora seneng
coward	disgust	0.555	pengecut
robbery	disgust	0.555	rampog
wickedness	disgust	0.555	duraka
anathema	disgust	0.547	kutukan
malevolent	disgust	0.547	jahat
sty	disgust	0.547	sty
pillage	disgust	0.547	rampasan
thief	disgust	0.547	maling
suffocating	disgust	0.547	nyesek
condemnation	disgust	0.547	paukuman
deleterious	disgust	0.547	ngrusak
slur	disgust	0.547	slur
purgatory	disgust	0.547	purgatory
attacking	disgust	0.547	nyerang
burglar	disgust	0.547	maling
ogre	disgust	0.547	ogre
coercion	disgust	0.547	paksaan
vesicular	disgust	0.547	vesikular
miserable	disgust	0.547	sengsara
bitterly	disgust	0.547	kanthi pait
sneer	disgust	0.539	ngece
greedy	disgust	0.539	rakus
gob	disgust	0.539	gob
repellant	disgust	0.539	repellant
jealous	disgust	0.539	cemburu
drunken	disgust	0.539	mendem
shame	disgust	0.539	isin
thrash	disgust	0.539	thrash
fatty	disgust	0.539	lemu
liar	disgust	0.539	ngapusi
imprisoned	disgust	0.539	dikunjara
sloth	disgust	0.539	kemalasan
repudiation	disgust	0.539	penolakan
disgrace	disgust	0.539	nistha
infidelity	disgust	0.539	kafir
pig	disgust	0.539	babi
lethal	disgust	0.536	matine
burnt	disgust	0.531	diobong
brawl	disgust	0.531	tawuran
withered	disgust	0.531	layu
blemish	disgust	0.531	cacad
hydrocephalus	disgust	0.531	hidrosefalus
aberration	disgust	0.531	aberasi
smuggler	disgust	0.531	penyelundup
painful	disgust	0.531	nglarani
condescension	disgust	0.531	ngasorake
intolerant	disgust	0.531	ora toleran
blasphemous	disgust	0.531	nyenyamah
lying	disgust	0.531	ngapusi
hanging	disgust	0.531	gantung
travesty	disgust	0.531	travesty
ruined	disgust	0.531	rusak
intrusive	disgust	0.531	ngganggu
disintegrate	disgust	0.531	disintegrate
destructive	disgust	0.531	ngrusak
neurotic	disgust	0.531	neurotik
disparaging	disgust	0.523	ngremehake
blighted	disgust	0.523	kesel
intolerance	disgust	0.523	intoleransi
mistress	disgust	0.523	jeng
avarice	disgust	0.523	keserakahan
disgraced	disgust	0.523	nistha
derogation	disgust	0.523	derogation
rubbish	disgust	0.523	sampah
accusation	disgust	0.523	tuduh
incarceration	disgust	0.523	pakunjaran
tortious	disgust	0.516	nyiksa
dishonor	disgust	0.516	nistha
stink	disgust	0.516	mambu
grim	disgust	0.516	surem
rob	disgust	0.516	ngrampok
defraud	disgust	0.516	ngapusi
sump	disgust	0.516	sump
cringe	disgust	0.516	kringet
vulture	disgust	0.516	manuk gagak
deplorable	disgust	0.516	sedhih
mite	disgust	0.516	mite
eradication	disgust	0.516	pemberantasan
degrade	disgust	0.516	ngrusak
gutter	disgust	0.516	talang
convict	disgust	0.516	ngukum
remains	disgust	0.516	tetep
betray	disgust	0.516	ngiyanati
daemon	disgust	0.516	daemon
sham	disgust	0.509	ngapusi
distasteful	disgust	0.508	njijiki
prisoner	disgust	0.508	tahanan
dreadfully	disgust	0.508	ngeri
worthless	disgust	0.508	ora ana gunane
crude	disgust	0.508	kasar
delirium	disgust	0.508	delir
incurable	disgust	0.508	ora bisa ditambani
smelling	disgust	0.508	mambu
idiocy	disgust	0.508	kebodohan
resentment	disgust	0.508	murka
bombed	disgust	0.508	dibom
blob	disgust	0.508	gumpalan
cheat	disgust	0.508	ngapusi
schizophrenia	disgust	0.508	skizofrenia
rejection	disgust	0.508	penolakan
belittle	disgust	0.508	ngremehake
glut	disgust	0.508	glut
disaster	disgust	0.508	bilai
distress	disgust	0.508	kasusahan
pest	disgust	0.508	omo
endemic	disgust	0.508	endemik
theft	disgust	0.500	nyolong
banish	disgust	0.500	ngusir
mire	disgust	0.500	mire
flagrant	disgust	0.500	gamblang
derision	disgust	0.500	ngece
dirt	disgust	0.500	rereget
screaming	disgust	0.500	bengok-bengok
offense	disgust	0.500	nglanggar
jealousy	disgust	0.500	meri
bribery	disgust	0.500	nyogok
polemic	disgust	0.500	polemik
blight	disgust	0.500	blight
impeach	disgust	0.500	impeach
bitterness	disgust	0.500	pait
taboo	disgust	0.500	tabu
duress	disgust	0.500	meksa
goblin	disgust	0.500	goblin
shackle	disgust	0.500	belenggu
idolatry	disgust	0.500	nyembah brahala
greed	disgust	0.500	srakah
impurity	disgust	0.500	najis
tirade	disgust	0.500	ngguyu
idiot	disgust	0.492	wong bodho
boil	disgust	0.492	godhok
unconscionable	disgust	0.492	ora karuan
disreputable	disgust	0.492	disreputable
robber	disgust	0.492	rampog
malign	disgust	0.492	ganas
wreck	disgust	0.492	kacilakan
recession	disgust	0.492	resesi
gorge	disgust	0.492	jurang
leer	disgust	0.492	leer
ill	disgust	0.492	gerah
squirm	disgust	0.492	nggegirisi
raging	disgust	0.484	ngamuk
servile	disgust	0.484	abdi dalem
mess	disgust	0.484	kekacoan
nappy	disgust	0.484	popok
possessed	disgust	0.484	diduweni
unbearable	disgust	0.484	ora tahan
occult	disgust	0.484	gaib
contraband	disgust	0.484	barang selundupan
snarl	disgust	0.484	nggegirisi
mutiny	disgust	0.484	pemberontakan
mad	disgust	0.484	edan
affliction	disgust	0.484	kasangsaran
stain	disgust	0.484	rereged
animosity	disgust	0.484	permusuhan
contempt	disgust	0.484	nistha
tramp	disgust	0.484	tramp
nepotism	disgust	0.484	nepotisme
disrespectful	disgust	0.484	ora ngajeni
defamation	disgust	0.484	fitnah
inexcusable	disgust	0.484	ora bisa disalahake
aversation	disgust	0.484	aversation
wasteful	disgust	0.484	boros
offender	disgust	0.484	nglanggar
subjugation	disgust	0.484	subjugasi
illegality	disgust	0.477	ilegal
dismal	disgust	0.477	sumelang
criminal	disgust	0.477	durjana
unpleasant	disgust	0.477	ora nyenengake
palsy	disgust	0.477	lumpuh
antagonistic	disgust	0.477	antagonis
pathetic	disgust	0.477	pathek
uncaring	disgust	0.477	ora peduli
suppression	disgust	0.477	dipatèni
immorality	disgust	0.477	maksiat
mockery	disgust	0.477	ngece
outrage	disgust	0.469	ngamuk
mocking	disgust	0.469	moyoki
wallow	disgust	0.469	nglurug
cough	disgust	0.469	watuk
arrogant	disgust	0.469	angkuh
angry	disgust	0.469	nesu
poverty	disgust	0.469	mlarat
grating	disgust	0.469	grating
livid	disgust	0.469	kangen
aggravation	disgust	0.469	aggravation
repellent	disgust	0.469	repellent
perspiration	disgust	0.469	kringet
banishment	disgust	0.469	pambuwangan
furious	disgust	0.469	ngamuk
shoddy	disgust	0.469	kurang ajar
banshee	disgust	0.469	banshee
deceive	disgust	0.461	ngapusi
fool	disgust	0.461	wong bodho
quack	disgust	0.461	cuk
distorted	disgust	0.461	kleru
spider	disgust	0.461	angga
unjustifiable	disgust	0.461	ora adil
deplore	disgust	0.461	nyesel
spurious	disgust	0.461	palsu
perdition	disgust	0.461	karusakan
muddy	disgust	0.461	lendhut
fraudulent	disgust	0.461	ngapusi
scar	disgust	0.461	tatu
prick	disgust	0.461	tusuk
insulting	disgust	0.461	ngina
plunder	disgust	0.461	rampog
recklessness	disgust	0.461	sembrono
stigma	disgust	0.453	stigma
disparage	disgust	0.453	ngremehake
unthinkable	disgust	0.453	ora bisa dipikir
disingenuous	disgust	0.453	ora jujur
bane	disgust	0.453	bane
dishonest	disgust	0.453	ora jujur
aphid	disgust	0.453	aphid
elimination	disgust	0.453	eliminasi
cur	disgust	0.453	cur
selfish	disgust	0.453	egois
eschew	disgust	0.453	nyingkiri
dire	disgust	0.453	ngeri
indignation	disgust	0.453	nesu
antipathy	disgust	0.453	antipati
alienate	disgust	0.453	ngasingake
mosquito	disgust	0.445	nyamuk
piles	disgust	0.445	tumpukan
pious	disgust	0.445	alim
lie	disgust	0.445	ngapusi
opium	disgust	0.445	candu
smell	disgust	0.445	mambu
iniquity	disgust	0.445	piala
caries	disgust	0.445	karies
despair	disgust	0.445	mutung
recalcitrant	disgust	0.445	recalcitrant
egotistical	disgust	0.445	egois
wasted	disgust	0.445	boroske
vacuous	disgust	0.445	vakum
bankruptcy	disgust	0.445	bangkrut
garish	disgust	0.445	kesel
obnoxious	disgust	0.438	ngganggu
ashamed	disgust	0.438	isin
abject	disgust	0.438	nistha
sticky	disgust	0.438	ketan
scream	disgust	0.438	bengok-bengok
hopelessness	disgust	0.438	putus asa
homeless	disgust	0.438	ora duwe omah
shun	disgust	0.438	ngedohi
inmate	disgust	0.438	narapidana
alien	disgust	0.438	alien
hog	disgust	0.438	babi
aversion	disgust	0.438	kebencian
abnormal	disgust	0.438	ora normal
cursing	disgust	0.430	ngipat-ipati
undesirable	disgust	0.430	ora dikarepake
denounce	disgust	0.430	ngukum
witch	disgust	0.430	penyihir
creature	disgust	0.430	makhluk
lusty	disgust	0.430	lusty
illegal	disgust	0.430	ilegal
debris	disgust	0.430	lebu
callous	disgust	0.430	kalem
reflux	disgust	0.430	refluks
adverse	disgust	0.430	ala
shameless	disgust	0.430	ora isin
separatist	disgust	0.430	separatis
trickery	disgust	0.430	tipu daya
falsity	disgust	0.430	goroh
pall	disgust	0.430	pall
defiance	disgust	0.430	nglawan
incredulous	disgust	0.430	ora percaya
curse	disgust	0.430	laknat
pompous	disgust	0.422	pompom
socialist	disgust	0.422	sosialis
mistrust	disgust	0.422	ora percaya
infantile	disgust	0.422	bayi
wasting	disgust	0.422	mbuang
hairy	disgust	0.422	wulu
nicotine	disgust	0.422	nikotin
denunciation	disgust	0.422	denunciation
collapse	disgust	0.422	ambruk
untidy	disgust	0.422	ora rapi
ferocious	disgust	0.422	galak
ammonia	disgust	0.422	amonia
carelessness	disgust	0.422	kecerobohan
impure	disgust	0.422	najis
contentious	disgust	0.422	padudon
bum	disgust	0.422	bum
affront	disgust	0.422	nesu
offend	disgust	0.422	nyinggung
tarnish	disgust	0.422	ngrusak
idiotic	disgust	0.422	bodho
badness	disgust	0.422	ala
delinquent	disgust	0.422	nakal
swarm	disgust	0.422	grombolan
hypertrophy	disgust	0.422	hipertrofi
gush	disgust	0.422	nyembur
tasteless	disgust	0.422	hambar
bovine	disgust	0.422	sapi
slush	disgust	0.422	lumpur
litigious	disgust	0.414	litigious
dishonesty	disgust	0.414	ora jujur
vegetative	disgust	0.414	vegetatif
unfavorable	disgust	0.414	ora nguntungake
displacency	disgust	0.414	pamindahan
illegitimate	disgust	0.414	ora sah
sour	disgust	0.414	kecut
socialism	disgust	0.414	sosialisme
disobey	disgust	0.414	ora manut
drivel	disgust	0.414	drivel
vampire	disgust	0.414	vampire
neglected	disgust	0.414	dilirwakaké
murky	disgust	0.414	surem
ignorant	disgust	0.406	bodho
disgruntled	disgust	0.406	ora marem
discontinuity	disgust	0.406	pedhot
dislike	disgust	0.406	ora seneng
unlawful	disgust	0.406	ora sah
wrongdoing	disgust	0.406	tumindak salah
shoplifting	disgust	0.406	ngutil
recidivism	disgust	0.406	residivisme
outcast	disgust	0.406	dibuwang
bogus	disgust	0.406	palsu
displeasure	disgust	0.406	ora seneng
repel	disgust	0.406	ngusir
falsify	disgust	0.406	ngapusi
ungrateful	disgust	0.406	ora matur nuwun
unkind	disgust	0.406	ora sopan
phony	disgust	0.406	palsu
prosecution	disgust	0.406	penuntutan
woe	disgust	0.398	bilai
averse	disgust	0.398	ngelawan
loon	disgust	0.398	loon
worsening	disgust	0.398	tambah parah
paucity	disgust	0.398	kekirangan
unnatural	disgust	0.398	ora lumrah
amphetamines	disgust	0.398	amfetamin
senseless	disgust	0.398	ora duwe akal
rigor	disgust	0.398	kaku
subvert	disgust	0.398	ngrusak
failure	disgust	0.398	gagal
lick	disgust	0.398	ndilat
unruly	disgust	0.398	ora diatur
woefully	disgust	0.398	kanthi susah
stingy	disgust	0.398	pelit
crushing	disgust	0.398	ngremuk
disdain	disgust	0.398	ngremehake
insult	disgust	0.393	ngina
averseness	disgust	0.391	kesengsem
disrelish	disgust	0.391	disrelish
punished	disgust	0.391	diukum
critter	disgust	0.391	kewan
damage	disgust	0.391	karusakan
scorpion	disgust	0.391	kalajengking
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	ngakak
antisocial	disgust	0.391	antisosial
hardened	disgust	0.391	hardened
punishment	disgust	0.391	ukuman
bad	disgust	0.391	ala
expel	disgust	0.391	ngusir
surly	disgust	0.383	murka
lament	disgust	0.383	sesambat
illiterate	disgust	0.383	buta huruf
divorce	disgust	0.383	pegatan
teeming	disgust	0.383	teeming
plagiarism	disgust	0.383	plagiat
eviction	disgust	0.383	pengusiran
orc	disgust	0.383	orc
disappoint	disgust	0.383	nguciwani
shabby	disgust	0.383	lusuh
presumptuous	disgust	0.383	sombong
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	pasulayan
guilt	disgust	0.383	kaluputan
fugitive	disgust	0.383	buronan
irrational	disgust	0.383	ora nalar
adder	disgust	0.383	panambah
fulsome	disgust	0.383	kebak
sacrifices	disgust	0.383	kurban
hypocritical	disgust	0.383	munafik
shock	disgust	0.375	kejut
alienation	disgust	0.375	alienasi
scoff	disgust	0.375	ngece
plight	disgust	0.375	kasangsaran
irritation	disgust	0.375	iritasi
unworthy	disgust	0.375	ora pantes
misconduct	disgust	0.375	tumindak ala
defective	disgust	0.375	risak
blame	disgust	0.375	nyalahke
depressing	disgust	0.375	nandhang sungkowo
dislocated	disgust	0.375	dislokasi
irritating	disgust	0.375	ngganggu
vainly	disgust	0.367	muspra
toad	disgust	0.367	kodhok
powerless	disgust	0.367	tanpa daya
coerce	disgust	0.367	meksa
shuddering	disgust	0.367	nggegirisi
stripped	disgust	0.367	diudani
revoke	disgust	0.367	njabut
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	ora sehat
exclusion	disgust	0.367	pangecualian
disillusionment	disgust	0.367	kuciwane
blatant	disgust	0.367	blaka
hurtful	disgust	0.367	nglarani
hoax	disgust	0.367	apus-apusan
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	pitfall
squelch	disgust	0.367	ngempet
deserted	disgust	0.359	sepi
damn	disgust	0.359	sial
incompatible	disgust	0.359	ora cocog
dispose	disgust	0.359	mbuwang
oddity	disgust	0.359	keanehan
rebellion	disgust	0.359	kraman
ineptitude	disgust	0.359	ineptitude
bug	disgust	0.359	bug
disobedience	disgust	0.359	ora manut
inept	disgust	0.352	ora pantes
litigate	disgust	0.352	gugatan
dismissal	disgust	0.352	dipecat
cutting	disgust	0.352	nglereni
untoward	disgust	0.352	ora ketompo
displeased	disgust	0.352	ora seneng
censor	disgust	0.352	sensor
ridiculous	disgust	0.352	konyol
compost	disgust	0.352	kompos
frustrate	disgust	0.352	gawe frustasi
misbehavior	disgust	0.352	tumindak ala
lawyer	disgust	0.352	pengacara
crushed	disgust	0.352	remuk
flesh	disgust	0.352	daging
uncertain	disgust	0.352	ora mesthi
obi	disgust	0.352	obi
flinch	disgust	0.352	nglirik
fierce	disgust	0.352	galak
wrongful	disgust	0.352	salah
depreciate	disgust	0.344	nyusut
disapprove	disgust	0.344	ora sarujuk
tearful	disgust	0.344	nangis
grumble	disgust	0.336	nggrundel
unsettled	disgust	0.336	ora mapan
annoy	disgust	0.336	ngganggu
exigent	disgust	0.336	eksigent
heartsick	disgust	0.336	lara ati
lawsuit	disgust	0.336	gugatan
discoloration	disgust	0.336	owah-owahan warna
lumpy	disgust	0.336	gumpalan
daft	disgust	0.336	daft
blunder	disgust	0.336	luput
discontent	disgust	0.336	rasa ora puas
bickering	disgust	0.336	tawuran
thoughtless	disgust	0.336	ora mikir
disliked	disgust	0.336	ora disenengi
disinclination	disgust	0.336	disinklinasi
distrust	disgust	0.336	ora percaya
disallowed	disgust	0.336	ora diidini
instability	disgust	0.328	kahanan kang ora stabil
hydrophobia	disgust	0.328	hidrofobia
