English Word	Emotion	Emotion-Intensity-Score	Hausa Word
unhappy	disgust	0.211	rashin jin daɗi
dandy	disgust	0.203	dandy
birch	disgust	0.203	Birch
speck	disgust	0.203	tabo
hood	disgust	0.203	kaho
owing	disgust	0.203	bashi
desert	disgust	0.203	Hamada
indifference	disgust	0.203	rashin kulawa
awkwardness	disgust	0.203	rashin kunya
rave	disgust	0.203	zagi
gnome	disgust	0.203	gnome
inconvenient	disgust	0.203	m
howl	disgust	0.195	kuka
dabbling	disgust	0.195	daburbura
morals	disgust	0.195	halin kirki
misguided	disgust	0.195	batattu
airs	disgust	0.195	iska
gelatin	disgust	0.195	gelatin
fleece	disgust	0.195	gashin gashi
monochrome	disgust	0.195	monochrome
lush	disgust	0.188	lush
celebrity	disgust	0.188	mashahuri
avoid	disgust	0.188	kauce
gent	disgust	0.188	gent
stalemate	disgust	0.188	rashin daidaito
lesser	disgust	0.188	karami
sunk	disgust	0.180	nutse
nose	disgust	0.180	hanci
laughable	disgust	0.180	abin dariya
claimant	disgust	0.180	mai da'awa
possession	disgust	0.180	mallaka
larger	disgust	0.164	ya fi girma
pregnancy	disgust	0.164	ciki
thrift	disgust	0.164	cin kasuwa
undoubted	disgust	0.164	babu shakka
mouthful	disgust	0.164	baki
hoot	disgust	0.164	huta
sentence	disgust	0.156	magana
misplace	disgust	0.156	kuskure
clamor	disgust	0.156	kirari
parrot	disgust	0.156	aku
obliging	disgust	0.156	wajibci
nameless	disgust	0.148	mara suna
bummer	disgust	0.148	bugu
elf	disgust	0.141	elf
feeling	disgust	0.141	ji
excellence	disgust	0.141	inganci
gray	disgust	0.133	launin toka
asymmetry	disgust	0.133	asymmetry
turn	disgust	0.133	juya
clumsy	disgust	0.133	m
stall	disgust	0.133	rumfa
bran	disgust	0.125	bran
finally	disgust	0.125	a karshe
lord	disgust	0.125	ubangiji
nurture	disgust	0.117	raya
savor	disgust	0.117	dadi
cove	disgust	0.117	kwarjini
winning	disgust	0.109	nasara
lemon	disgust	0.109	lemun tsami
powerful	disgust	0.102	mai iko
glitter	disgust	0.094	kyalkyali
interior	disgust	0.086	ciki
mind	disgust	0.086	hankali
interested	disgust	0.078	sha'awar
treat	disgust	0.078	bi da
abundance	disgust	0.078	yawa
honest	disgust	0.055	gaskiya
kite	disgust	0.055	kit
humble	disgust	0.047	tawali'u
tree	disgust	0.039	itace
torture	fear	0.984	azabtarwa
terrorist	fear	0.972	ta'addanci
terrorists	fear	0.969	'yan ta'adda
horrific	fear	0.969	m
terrorism	fear	0.969	ta'addanci
suicidebombing	fear	0.967	harin kunar bakin wake
kill	fear	0.962	kashe
homicidal	fear	0.959	kisan kai
catastrophe	fear	0.953	bala'i
annihilate	fear	0.953	halaka
murderer	fear	0.953	mai kisan kai
terror	fear	0.953	ta'addanci
dying	fear	0.948	mutuwa
war	fear	0.942	yaki
bombing	fear	0.938	tashin bam
bomb	fear	0.935	bam
missiles	fear	0.934	makamai masu linzami
horror	fear	0.923	tsoro
brutality	fear	0.922	zalunci
terrorize	fear	0.922	ta'addanci
horrified	fear	0.922	firgita
bloodthirsty	fear	0.922	masu zubar da jini
murderous	fear	0.920	m
massacre	fear	0.911	kisan kiyashi
terrifying	fear	0.906	mai ban tsoro
fatality	fear	0.906	m
horrifying	fear	0.906	mai ban tsoro
demon	fear	0.906	aljani
mutilation	fear	0.906	kaciya
killing	fear	0.906	kisa
holocaust	fear	0.906	Holocaust
assassinate	fear	0.906	kashe shi
terrified	fear	0.906	a firgice
devastation	fear	0.906	lalacewa
murder	fear	0.906	kisan kai
horrors	fear	0.906	ban tsoro
suicidal	fear	0.898	mai kashe kansa
assault	fear	0.891	kai hari
kidnap	fear	0.891	sace
slaughter	fear	0.891	yanka
crucifixion	fear	0.891	giciye
doomed	fear	0.888	halaka
poisoned	fear	0.886	guba
suicide	fear	0.879	kashe kansa
explosion	fear	0.879	fashewa
deadly	fear	0.875	m
assassin	fear	0.875	kisa
annihilation	fear	0.875	halaka
savagery	fear	0.875	zalunci
disaster	fear	0.875	bala'i
threatening	fear	0.875	barazana
slaughtering	fear	0.875	yanka
disastrous	fear	0.875	m
dismemberment	fear	0.875	raguwa
suffocation	fear	0.875	shakewa
rape	fear	0.870	fyade
hell	fear	0.860	jahannama
homicide	fear	0.859	kisan kai
molestation	fear	0.859	lalata
bloodshed	fear	0.859	zubar da jini
barbaric	fear	0.859	dabbanci
explosive	fear	0.859	m
warfare	fear	0.859	yaki
ihatespiders	fear	0.859	ihatespiders
tragedy	fear	0.859	bala'i
anthrax	fear	0.859	anthrax
demonic	fear	0.859	aljani
executioner	fear	0.859	mai zartarwa
dread	fear	0.859	tsoro
guillotine	fear	0.859	guillotine
attacking	fear	0.859	kai hari
peril	fear	0.859	hadari
slaughterhouse	fear	0.859	gidan yanka
annihilated	fear	0.859	halakar
suffocating	fear	0.858	shakewa
treachery	fear	0.856	yaudara
fright	fear	0.853	tsoro
monster	fear	0.844	dodo
traumatic	fear	0.844	mai rauni
abomination	fear	0.844	abin ƙyama
apocalypse	fear	0.844	apocalypse
slayer	fear	0.844	kisa
scare	fear	0.844	tsoro
morgue	fear	0.844	dakin gawa
painful	fear	0.844	mai zafi
frightened	fear	0.844	firgita
vengeance	fear	0.844	daukar fansa
scariest	fear	0.844	mafi ban tsoro
destroying	fear	0.844	lalata
execution	fear	0.844	kisa
panicked	fear	0.844	firgita
petrified	fear	0.844	damuwa
afraid	fear	0.844	tsoro
frightening	fear	0.844	ban tsoro
drown	fear	0.844	nutsar
bombardment	fear	0.844	tashin bama-bamai
death	fear	0.843	mutuwa
chaos	fear	0.839	hargitsi
ghastly	fear	0.836	m
evil	fear	0.833	mugunta
intruder	fear	0.828	mai kutse
hellish	fear	0.828	jahannama
brutal	fear	0.828	m
cancer	fear	0.828	ciwon daji
devil	fear	0.828	shaidan
grenade	fear	0.828	gurneti
eradication	fear	0.828	shafewa
frighten	fear	0.828	tsorata
explode	fear	0.828	fashe
assassination	fear	0.828	kisa
fatal	fear	0.828	m
paralyze	fear	0.828	shanyayye
gunmen	fear	0.828	'yan bindiga
violently	fear	0.828	tashin hankali
nightmare	fear	0.828	mafarki mai ban tsoro
doomsday	fear	0.828	kiyama
doom	fear	0.828	halaka
manslaughter	fear	0.828	kisa
fear	fear	0.828	tsoro
kidnapped	fear	0.828	sace
trauma	fear	0.828	rauni
morbidity	fear	0.820	rashin lafiya
crippling	fear	0.817	gurgunta
savage	fear	0.814	saba
shooting	fear	0.812	harbi
quake	fear	0.812	girgiza
poisonous	fear	0.812	guba
damnation	fear	0.812	tsinewa
violence	fear	0.812	tashin hankali
destructive	fear	0.812	m
aggressor	fear	0.812	mai zalunci
suffering	fear	0.812	wahala
violent	fear	0.812	tashin hankali
frightful	fear	0.812	mai ban tsoro
crushed	fear	0.812	murkushe
earthquake	fear	0.812	girgizar kasa
heartattack	fear	0.812	ciwon zuciya
hurricane	fear	0.811	guguwa
imprisoned	fear	0.811	daure
exterminate	fear	0.810	kashe
fearing	fear	0.808	tsoro
hemorrhage	fear	0.807	zubar jini
torment	fear	0.806	azaba
lethal	fear	0.806	m
venom	fear	0.804	dafin
claustrophobia	fear	0.803	claustrophobia
snakes	fear	0.802	macizai
danger	fear	0.802	hadari
exorcism	fear	0.800	exorcism
obliterated	fear	0.800	shafe
robbery	fear	0.800	fashi
terrifies	fear	0.798	firgita
cyanide	fear	0.797	cyanide
incurable	fear	0.797	m
anxietyattack	fear	0.797	tashin hankali
mortality	fear	0.797	mace-mace
attack	fear	0.797	kai hari
monstrosity	fear	0.797	bala'i
extermination	fear	0.797	halaka
bombers	fear	0.797	masu tayar da bama-bamai
harmful	fear	0.797	cutarwa
persecution	fear	0.797	zalunci
biggestfear	fear	0.797	babban tsoro
poison	fear	0.797	guba
cruelty	fear	0.797	zalunci
hysteria	fear	0.797	hysteria
destruction	fear	0.797	halaka
dreadfully	fear	0.796	da ban tsoro
arson	fear	0.794	konewa
devastate	fear	0.792	barna
tyrant	fear	0.788	azzalumi
warcrimes	fear	0.785	laifukan yaki
perish	fear	0.784	halaka
feared	fear	0.782	tsoro
maniac	fear	0.781	maniac
bloody	fear	0.781	mai jini
freakingout	fear	0.781	freakingout
warlike	fear	0.781	son yaki
rampage	fear	0.781	tashin hankali
screaming	fear	0.781	kururuwa
lifeless	fear	0.781	marar rai
enslaved	fear	0.781	bauta
venomous	fear	0.781	m
snake	fear	0.776	maciji
epidemic	fear	0.776	annoba
panicattack	fear	0.774	tashin hankali
crisis	fear	0.766	rikicin
hazardous	fear	0.766	m
fearful	fear	0.766	mai tsoro
dangerously	fear	0.766	mai haɗari
shipwreck	fear	0.766	rushewar jirgin
scary	fear	0.766	ban tsoro
tumor	fear	0.766	ƙari
invader	fear	0.766	mamaya
invade	fear	0.766	mamayewa
die	fear	0.766	mutu
detonate	fear	0.766	fashewa
violation	fear	0.766	cin zarafi
reprisal	fear	0.766	ramuwar gayya
criminal	fear	0.766	mai laifi
riot	fear	0.766	tarzoma
obliterate	fear	0.766	shafe
inferno	fear	0.766	zafi
leprosy	fear	0.766	kuturu
jihad	fear	0.766	jihadi
ohshit	fear	0.766	ohshit
claustrophobic	fear	0.765	claustrophobic
hyperventilating	fear	0.762	hyperventilating
nightmares	fear	0.759	mafarkin mafarki
destroyed	fear	0.754	halaka
ghostly	fear	0.754	fatalwa
treacherous	fear	0.750	mayaudara
ptsd	fear	0.750	ptsd
tragedies	fear	0.750	bala'i
slavery	fear	0.750	bauta
cholera	fear	0.750	kwalara
anarchist	fear	0.750	anarchist
panic	fear	0.750	tsoro
anaconda	fear	0.750	anaconda
hurricanes	fear	0.750	guguwa
wrenching	fear	0.750	wrenching
tyranny	fear	0.750	zalunci
imprisonment	fear	0.750	dauri
dreadful	fear	0.750	m
agony	fear	0.750	azaba
dangerous	fear	0.750	m
obliteration	fear	0.750	shafewa
projectiles	fear	0.750	majigi
destroyer	fear	0.750	mai halakarwa
strangle	fear	0.750	makare
hazard	fear	0.750	hadari
riotous	fear	0.750	m
accident	fear	0.750	hadari
mortuary	fear	0.750	gidan gawa
anarchy	fear	0.750	rashin zaman lafiya
fears	fear	0.750	tsoro
malignancy	fear	0.742	malignancy
bombard	fear	0.740	bombard
cannibal	fear	0.740	cin nama
abominable	fear	0.738	abin ƙyama
depraved	fear	0.734	lalatacce
bomber	fear	0.734	mai fashewa
crash	fear	0.734	karo
tornado	fear	0.734	hadari
victimized	fear	0.734	wanda aka azabtar
hyperventilate	fear	0.734	hyperventilate
melee	fear	0.734	melee
cursed	fear	0.734	la'ananne
mutiny	fear	0.734	mutin
dictatorship	fear	0.734	mulkin kama-karya
shoot	fear	0.734	harba
horrible	fear	0.734	m
misery	fear	0.734	wahala
gore	fear	0.734	gori
paralysis	fear	0.734	gurguje
tyrannical	fear	0.734	azzalumi
missile	fear	0.734	makami mai linzami
gun	fear	0.734	gun
devilish	fear	0.734	shaidan
diseased	fear	0.734	marasa lafiya
shot	fear	0.734	harbi
mafia	fear	0.734	mafiya
beast	fear	0.734	dabba
malignant	fear	0.734	m
scared	fear	0.734	tsoro
hostage	fear	0.734	garkuwa
threaten	fear	0.734	yi barazana
turmoil	fear	0.733	hargitsi
combat	fear	0.728	fada
alligator	fear	0.727	alligator
ruin	fear	0.725	lalacewa
shooter	fear	0.722	mai harbi
contagious	fear	0.720	mai yaɗuwa
crime	fear	0.719	laifi
scream	fear	0.719	kururuwa
injured	fear	0.719	rauni
desperation	fear	0.719	yanke ƙauna
struggle	fear	0.719	gwagwarmaya
shock	fear	0.719	gigice
seizure	fear	0.719	kama
lynch	fear	0.719	lynch
mortification	fear	0.719	mutuwa
fight	fear	0.719	fada
harm	fear	0.719	cutarwa
emergency	fear	0.719	gaggawa
phobia	fear	0.719	phobia
havoc	fear	0.719	barna
devastating	fear	0.719	m
excruciating	fear	0.719	m
casualty	fear	0.719	asarar rayuka
miscarriage	fear	0.719	zubar da ciki
starvation	fear	0.719	yunwa
frantically	fear	0.717	cikin tashin hankali
carnage	fear	0.717	kashe-kashe
standoff	fear	0.716	tsayawa
infestation	fear	0.716	kamuwa da cuta
soscary	fear	0.712	sossari
panicking	fear	0.708	firgita
rupture	fear	0.706	karyewa
horrid	fear	0.705	tsoro
frantic	fear	0.705	tashin hankali
sabotage	fear	0.703	sabotage
vendetta	fear	0.703	vendetta
arsenic	fear	0.703	arsenic
freaked	fear	0.703	firgita
burial	fear	0.703	binnewa
sos	fear	0.703	sos
cobra	fear	0.703	zomo
dreaded	fear	0.703	tsoro
harrowing	fear	0.703	harrowing
aggressive	fear	0.703	m
prey	fear	0.703	ganima
gash	fear	0.703	gasa
hatred	fear	0.703	ƙiyayya
schizophrenia	fear	0.703	schizophrenia
upheaval	fear	0.703	tashin hankali
armed	fear	0.703	dauke da makamai
collapse	fear	0.703	rugujewa
deranged	fear	0.703	ɓatacce
assailant	fear	0.703	maharan
terminal	fear	0.703	tasha
plague	fear	0.703	annoba
malevolent	fear	0.703	m
psychosis	fear	0.703	psychosis
carcinoma	fear	0.703	ciwon daji
diabolical	fear	0.703	na diabolical
wrecked	fear	0.703	lalace
grisly	fear	0.703	m
hysterical	fear	0.703	na haila
fugitive	fear	0.703	mai gudun hijira
neurotic	fear	0.703	neurotic
witchcraft	fear	0.703	maita
avalanche	fear	0.703	ambaliya
anguish	fear	0.703	bacin rai
cripple	fear	0.703	gurgunta
agonizing	fear	0.703	azaba
infectious	fear	0.703	m
crocodile	fear	0.700	kada
forcibly	fear	0.700	tilas
abduction	fear	0.700	sace
offender	fear	0.698	mai laifi
mayhem	fear	0.690	tashin hankali
hurt	fear	0.688	ciwo
shrapnel	fear	0.688	shrapnel
beastly	fear	0.688	na dabba
rabid	fear	0.688	rabid
guerilla	fear	0.688	guerilla
ambush	fear	0.688	kwanto
endanger	fear	0.688	hadari
leukemia	fear	0.688	cutar sankarar bargo
contagion	fear	0.688	kamuwa da cuta
anarchism	fear	0.688	anarchism
paranoid	fear	0.688	m
cadaver	fear	0.688	kazaver
agoraphobia	fear	0.688	agoraphobia
alarm	fear	0.688	ƙararrawa
trepidation	fear	0.688	firgita
blast	fear	0.688	fashewa
gory	fear	0.688	gori
cyclone	fear	0.688	guguwa
brawl	fear	0.688	fada
hopeless	fear	0.688	rashin bege
banish	fear	0.688	kore
disease	fear	0.688	cuta
hostile	fear	0.688	m
oppression	fear	0.688	zalunci
wounding	fear	0.688	rauni
socialanxiety	fear	0.688	tashin hankali
radiation	fear	0.688	radiation
gallows	fear	0.686	gallows
coffin	fear	0.684	akwatin gawa
madness	fear	0.675	hauka
spook	fear	0.673	magana
fury	fear	0.672	fushi
menace	fear	0.672	barazana
perishing	fear	0.672	halaka
victim	fear	0.672	wanda aka azabtar
sinister	fear	0.672	m
thug	fear	0.672	dan daba
carcass	fear	0.672	gawa
shatter	fear	0.672	farfasa
grim	fear	0.672	m
felon	fear	0.672	mai laifi
stab	fear	0.672	soka
trembling	fear	0.672	rawar jiki
revolver	fear	0.672	revolver
militants	fear	0.672	mayakan
dungeon	fear	0.672	gidan kurkuku
outbreak	fear	0.672	ɓarkewa
frankenstorm	fear	0.672	tashin hankali
viper	fear	0.672	maciji
combatant	fear	0.672	m
vermin	fear	0.672	kwari
nervouswreck	fear	0.672	tashin hankali
menacing	fear	0.672	m
hurting	fear	0.672	ciwo
persecute	fear	0.672	tsananta
fangs	fear	0.672	fangs
militia	fear	0.672	mayakan sa kai
injury	fear	0.672	rauni
scarier	fear	0.672	mai ban tsoro
mangle	fear	0.672	mangwaro
gang	fear	0.672	ƙungiya
crushing	fear	0.672	murkushewa
eruption	fear	0.672	fashewa
soscared	fear	0.672	a tsorace
ghost	fear	0.672	fatalwa
awful	fear	0.672	m
abhorrent	fear	0.672	abin ƙyama
abuse	fear	0.672	zagi
freakedout	fear	0.672	freakedout
atrocity	fear	0.672	zalunci
tarantula	fear	0.672	tarantula
ferocious	fear	0.667	m
battered	fear	0.667	duka
desolation	fear	0.667	halaka
pandemic	fear	0.664	annoba
cutthroat	fear	0.664	yanke
volcano	fear	0.663	volcano
scares	fear	0.660	tsorata
cruelly	fear	0.658	da zalunci
smash	fear	0.656	fasa
xenophobia	fear	0.656	kyamar baki
typhoon	fear	0.656	guguwa
spider	fear	0.656	gizo-gizo
alarming	fear	0.656	mai ban tsoro
nefarious	fear	0.656	m
oppressive	fear	0.656	zalunci
treason	fear	0.656	cin amanar kasa
neurosis	fear	0.656	neurosis
cruel	fear	0.656	m
crazed	fear	0.656	mahaukaci
coma	fear	0.656	suma
stroke	fear	0.656	bugun jini
tumult	fear	0.656	hargitsi
fearfully	fear	0.656	cikin tsoro
battlefield	fear	0.656	fagen fama
emetophobia	fear	0.656	emetophobia
dictator	fear	0.656	mai mulkin kama karya
armament	fear	0.656	makamai
blizzard	fear	0.656	dusar ƙanƙara
purgatory	fear	0.656	purgatory
lunatic	fear	0.656	mahaukaci
bully	fear	0.656	zalunci
endangered	fear	0.656	mai hatsari
insane	fear	0.656	hauka
malicious	fear	0.656	m
selfharm	fear	0.656	illar kai
despotic	fear	0.656	m
revenge	fear	0.656	fansa
encroachment	fear	0.656	mamayewa
shitless	fear	0.656	shit
ruthless	fear	0.656	m
debauchery	fear	0.656	lalata
distress	fear	0.656	wahala
traitor	fear	0.656	maci amana
punishment	fear	0.656	hukunci
radioactive	fear	0.656	rediyoaktif
projectile	fear	0.654	tsinkaya
flog	fear	0.653	bulala
bang	fear	0.652	bang
ransom	fear	0.644	fansa
criminality	fear	0.642	laifi
rattlesnake	fear	0.641	rattlesnake
quivering	fear	0.641	girgiza
perturbation	fear	0.641	hargitsa
tumour	fear	0.641	ƙari
conflict	fear	0.641	rikici
injurious	fear	0.641	m
vehement	fear	0.641	tashin hankali
antichrist	fear	0.641	maƙiyin Kristi
isolated	fear	0.641	ware
raging	fear	0.641	fushi
aghast	fear	0.641	firgita
banshee	fear	0.641	banshi
cantbreathe	fear	0.641	iya numfashi
demented	fear	0.641	lalata
dastardly	fear	0.641	ban tsoro
abortion	fear	0.641	zubar da ciki
deteriorate	fear	0.641	tabarbarewa
warlock	fear	0.641	warlock
hanging	fear	0.641	rataye
wreck	fear	0.641	rugujewa
demise	fear	0.641	mutu
perilous	fear	0.641	m
duress	fear	0.641	tilas
dreading	fear	0.641	ban tsoro
raptors	fear	0.641	raptors
haunt	fear	0.641	farauta
punished	fear	0.641	azabtarwa
hideous	fear	0.641	m
wildfire	fear	0.641	wutar daji
scoundrel	fear	0.641	zagi
intimidate	fear	0.641	tsoratarwa
targeted	fear	0.641	niyya
dementia	fear	0.641	ciwon hauka
despair	fear	0.641	yanke kauna
retaliation	fear	0.641	ramuwar gayya
bestial	fear	0.639	na dabbobi
serpent	fear	0.638	maciji
condemnation	fear	0.637	hukunci
fire	fear	0.636	wuta
exclusion	fear	0.636	ware
armaments	fear	0.636	makamai
corrosive	fear	0.636	m
nervousness	fear	0.627	jin tsoro
vengeful	fear	0.625	mai daukar fansa
pneumonia	fear	0.625	namoniya
mercenary	fear	0.625	dan haya
smuggler	fear	0.625	dan fasa kwauri
repression	fear	0.625	danniya
prison	fear	0.625	kurkuku
malice	fear	0.625	mugunta
incarceration	fear	0.625	ɗaurin kurkuku
wicked	fear	0.625	mugaye
disfigured	fear	0.625	ya lalace
inhuman	fear	0.625	rashin mutuntaka
vampire	fear	0.625	vampire
sickening	fear	0.625	rashin lafiya
seize	fear	0.625	kama
landslide	fear	0.625	zaftarewar kasa
incendiary	fear	0.625	m
thundering	fear	0.625	tsawa
ruinous	fear	0.625	m
spiders	fear	0.625	gizo-gizo
madman	fear	0.625	mahaukaci
pestilence	fear	0.625	annoba
stunned	fear	0.625	mamaki
manic	fear	0.625	manic
turbulent	fear	0.625	m
combative	fear	0.625	m
injure	fear	0.625	raunata
meltdown	fear	0.625	narkewa
infection	fear	0.625	kamuwa da cuta
virulence	fear	0.625	kamuwa da cuta
sarcoma	fear	0.625	sarcoma
revolting	fear	0.625	tawaye
daemon	fear	0.625	daemon
hurtful	fear	0.625	m
lunacy	fear	0.625	hauka
enemy	fear	0.625	abokan gaba
artillery	fear	0.625	manyan bindigogi
wracking	fear	0.625	fasa
irreparable	fear	0.625	wanda ba a iya gyarawa
ill	fear	0.621	rashin lafiya
barbarian	fear	0.620	barbariya
battled	fear	0.615	fada
plummet	fear	0.613	tsiro
blackmail	fear	0.612	baƙar fata
darkened	fear	0.610	duhu
contaminated	fear	0.610	gurbatacce
hangman	fear	0.610	hangman
abandonment	fear	0.609	watsi
alienation	fear	0.609	ware
bleeding	fear	0.609	zub da jini
oblivion	fear	0.609	mantuwa
interrogation	fear	0.609	tambayoyi
sufferer	fear	0.609	mai wahala
injuring	fear	0.609	raunata
despotism	fear	0.609	despotism
conflagration	fear	0.609	tashin hankali
illness	fear	0.609	rashin lafiya
disintegrate	fear	0.609	tarwatse
wrath	fear	0.609	fushi
merciless	fear	0.609	mara tausayi
deplorable	fear	0.609	abin takaici
insurmountable	fear	0.609	wanda ba a iya jurewa
butcher	fear	0.609	mahauci
beating	fear	0.609	duka
prosecute	fear	0.609	hukunta
malaria	fear	0.609	zazzabin cizon sauro
rob	fear	0.609	fashi
aggression	fear	0.609	zalunci
injection	fear	0.609	allura
dagger	fear	0.609	wuka
infanticide	fear	0.609	kisan gilla
ogre	fear	0.609	ogre
shackle	fear	0.609	dauri
scourge	fear	0.609	annoba
oppressor	fear	0.609	azzalumi
homeless	fear	0.609	marasa gida
threat	fear	0.604	barazana
nerves	fear	0.600	jijiyoyi
firearms	fear	0.600	bindigogi
raid	fear	0.600	kai hari
eviction	fear	0.596	fitarwa
villain	fear	0.595	mugu
belligerent	fear	0.594	m
lightning	fear	0.594	walƙiya
pounding	fear	0.594	bugawa
shelling	fear	0.594	harsashi
tremor	fear	0.594	rawar jiki
possessed	fear	0.594	mallaka
anxiety	fear	0.594	damuwa
villainous	fear	0.594	mugu
ominous	fear	0.594	m
masochism	fear	0.594	masochism
convict	fear	0.594	mai laifi
sepsis	fear	0.594	sepsis
omen	fear	0.594	al'amura
cardiomyopathy	fear	0.594	cardiomyopathy
burglar	fear	0.594	mai fashi
pain	fear	0.594	zafi
flee	fear	0.594	gudu
restrained	fear	0.594	takura
deceit	fear	0.594	yaudara
rot	fear	0.594	ruɓe
dragon	fear	0.594	dodon
terrible	fear	0.594	m
haze	fear	0.594	hazo
tribulation	fear	0.594	tsanani
torrent	fear	0.594	torrent
sickness	fear	0.594	rashin lafiya
hypertrophy	fear	0.594	hypertrophy
fraught	fear	0.594	m
accursed	fear	0.594	la'ananne
casket	fear	0.594	akwati
foe	fear	0.594	abokin gaba
euthanasia	fear	0.594	euthanasia
goblin	fear	0.594	goblin
paranoia	fear	0.594	paranoia
infidel	fear	0.594	kafiri
wounded	fear	0.592	rauni
lava	fear	0.588	lawa
elimination	fear	0.588	kawarwa
spank	fear	0.587	dunƙule
hostilities	fear	0.586	tashin hankali
dismal	fear	0.584	m
blockade	fear	0.582	toshewa
